actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
349,PT00M24.50S,2025-01-17T01:10:13.6Z,2,REGULAR,turnover,lost ball,[],202699,,,1610612765,53,69,2025-01-17T01:19:44Z,3380000,False,,,0,,T. Harris lost ball TURNOVER (3 TO),"[202699, 1627783]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Center,,,,,,,,,,,3.0,Siakam,1627783.0,,,,,,,
350,PT00M24.50S,2025-01-17T01:10:13.6Z,2,REGULAR,steal,,[],1627783,,,1610612754,53,69,2025-01-17T01:25:21Z,3390000,False,,,0,,P. Siakam STEAL (3 STL),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
351,PT00M18.10S,2025-01-17T01:10:18.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629614,4.911300919842304,98.03921568627452,1610612754,53,69,2025-01-17T01:11:49Z,3400000,False,-240.0,-6.0,1,left,MISS A. Nembhard 24' running 3PT,[1629614],1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Left Corner 3,24+ Left,24.03,Missed,,,,,,,,,,,,,,,,,,
352,PT00M15.00S,2025-01-17T01:10:21.3Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,53,69,2025-01-17T01:10:21Z,3410000,False,,,0,,J. Duren REBOUND (Off:2 Def:5),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Left Corner 3,24+ Left,,,351.0,7.0,5.0,2.0,,,,,,,,,,,,,,
353,PT00M00.30S,2025-01-17T01:10:38.4Z,2,REGULAR,3pt,Jump Shot,[],203501,71.00854139290408,80.88235294117646,1610612765,56,69,2025-01-17T01:10:44Z,3420000,False,154.0,220.0,1,right,T. Hardaway Jr. 26' 3PT  (17 PTS) (C. Cunningham 4 AST),"[203501, 1630595]",1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,26.88,Made,,,,,17.0,C. Cunningham,1630595.0,4.0,,,,,,,,,,
356,PT00M00.00S,2025-01-17T01:11:39.1Z,2,REGULAR,period,end,[],0,,,1610612754,56,69,2025-01-17T01:11:39Z,3450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2025-01-17T01:24:25.1Z,3,REGULAR,substitution,out,['startperiod'],1641767,,,1610612754,56,69,2025-01-17T01:25:50Z,3460000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2025-01-17T01:24:25.1Z,3,REGULAR,substitution,in,['startperiod'],1641716,,,1610612754,56,69,2025-01-17T01:25:50Z,3470000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2025-01-17T01:25:54.3Z,3,REGULAR,period,start,[],0,,,1610612754,56,69,2025-01-17T01:25:54Z,3480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT11M43.00S,2025-01-17T01:26:11.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,94.66162943495401,34.55882352941177,1610612754,56,69,2025-01-17T01:26:26Z,3490000,False,-77.0,-2.0,1,right,MISS P. Siakam 7' turnaround fadeaway Shot,[1627783],1610612754.0,IND,turnaround fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.72,Missed,,,,,,,,,,,,,,,,,,
361,PT11M40.00S,2025-01-17T01:26:14.3Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,56,69,2025-01-17T01:26:16Z,3500000,False,,,0,,J. Duren REBOUND (Off:2 Def:6),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,360.0,8.0,6.0,2.0,,,,,,,,,,,,,,
362,PT11M32.00S,2025-01-17T01:26:21.0Z,3,REGULAR,turnover,bad pass,[],1630595,,,1610612765,56,69,2025-01-17T01:26:27Z,3510000,False,,,0,,C. Cunningham bad pass TURNOVER (4 TO),"[1630595, 1627783]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,4.0,Siakam,1627783.0,,,,,,,
363,PT11M32.00S,2025-01-17T01:26:21.0Z,3,REGULAR,steal,,[],1627783,,,1610612754,56,69,2025-01-17T01:26:24Z,3520000,False,,,0,,P. Siakam STEAL (4 STL),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
364,PT11M09.00S,2025-01-17T01:26:44.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627783,94.13600525624179,27.696078431372555,1610612754,56,69,2025-01-17T01:26:47Z,3530000,False,-112.0,3.0,1,right,MISS P. Siakam 11' Jump Shot,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,11.15,Missed,,,,,,,,,,,,,,,,,,
365,PT11M07.00S,2025-01-17T01:26:46.4Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,56,69,2025-01-17T01:26:47Z,3540000,False,,,0,,J. Duren REBOUND (Off:2 Def:7),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,,,364.0,9.0,7.0,2.0,,,,,,,,,,,,,,
366,PT10M59.00S,2025-01-17T01:26:53.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202699,4.911300919842304,56.127450980392155,1610612765,58,69,2025-01-17T01:27:23Z,3550000,False,-31.0,-6.0,1,left,T. Harris cutting Layup (8 PTS) (C. Cunningham 5 AST),"[202699, 1630595]",1610612765.0,DET,cutting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,3.12,Made,,,,,8.0,C. Cunningham,1630595.0,5.0,,,,,,,,,,
368,PT10M47.00S,2025-01-17T01:27:06.4Z,3,REGULAR,3pt,Jump Shot,[],1626167,67.19776609724047,53.431372549019606,1610612754,58,72,2025-01-17T01:27:10Z,3570000,False,17.0,256.0,1,right,M. Turner 25' 3PT  (22 PTS) (T. Haliburton 5 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,25.64,Made,,,,,22.0,T. Haliburton,1630169.0,5.0,,,,,,,,,,
370,PT10M29.00S,2025-01-17T01:27:24.7Z,3,REGULAR,2pt,Jump Shot,[],1630595,20.811432325886997,52.205882352941174,1610612765,58,72,2025-01-17T01:27:57Z,3590000,False,-11.0,143.0,1,left,MISS C. Cunningham 14' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Center,14.35,Missed,,,,,,,,,,,,,,,,,,
371,PT10M26.00S,2025-01-17T01:27:27.7Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612754,58,72,2025-01-17T01:27:28Z,3600000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Center,,,370.0,2.0,2.0,0.0,,,,,,,,,,,,,,
372,PT10M25.00S,2025-01-17T01:27:32.0Z,3,REGULAR,turnover,out-of-bounds,[],1641716,,,1610612754,58,72,2025-01-17T01:27:36Z,3610000,False,,,0,,J. Walker bad pass out-of-bounds TURNOVER (2 TO),[1641716],1610612754.0,IND,bad pass,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,,,2714.0,,,,,,
373,PT10M08.00S,2025-01-17T01:28:02.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203501,29.878449408672807,19.85294117647058,1610612765,58,72,2025-01-17T01:28:07Z,3620000,False,151.0,228.0,1,left,MISS T. Hardaway Jr. 27' 3PT,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,27.36,Missed,,,,,,,,,,,,,,,,,,
374,PT10M05.00S,2025-01-17T01:28:05.5Z,3,REGULAR,rebound,offensive,[],1641709,,,1610612765,58,72,2025-01-17T01:28:05Z,3630000,False,,,0,,A. Thompson REBOUND (Off:3 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,373.0,5.0,2.0,3.0,,,,,,,,,,,,,,
375,PT10M01.00S,2025-01-17T01:28:09.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",202699,13.32128777923785,48.28431372549019,1610612765,58,72,2025-01-17T01:28:14Z,3640000,False,9.0,73.0,1,left,MISS T. Harris 7' floating Shot,[202699],1610612765.0,DET,floating,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,7.32,Missed,,,,,,,,,,,,,,,,,,
376,PT09M59.00S,2025-01-17T01:28:12.1Z,3,REGULAR,rebound,defensive,[],1629614,,,1610612754,58,72,2025-01-17T01:28:12Z,3650000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,375.0,1.0,1.0,0.0,,,,,,,,,,,,,,
377,PT09M55.00S,2025-01-17T01:28:15.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630169,93.61038107752957,45.34313725490197,1610612754,58,74,2025-01-17T01:28:22Z,3660000,False,-23.0,8.0,1,right,T. Haliburton running Layup (10 PTS),[1630169],1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,10.0,,,,,,,,,,,,,
379,PT09M38.00S,2025-01-17T01:28:35.3Z,3,REGULAR,foul,personal,['2freethrow'],1641716,,,1610612765,58,74,2025-01-17T01:28:45Z,3680000,False,,,0,,J. Walker shooting personal FOUL (2 PF) (Hardaway Jr. 2 FT),"[1641716, 203501]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1629178.0,2.0,0.0,,,Hardaway Jr.,203501.0
381,PT09M38.00S,2025-01-17T01:28:59.2Z,3,REGULAR,freethrow,1 of 2,[],203501,,,1610612765,58,74,2025-01-17T01:28:59Z,3700000,False,,,0,,MISS T. Hardaway Jr. Free Throw 1 of 2,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
382,PT09M38.00S,2025-01-17T01:28:59.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,58,74,2025-01-17T01:28:59Z,3710000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,381.0,,,,,,,,,,,,,,,,,
383,PT09M38.00S,2025-01-17T01:28:59.2Z,3,REGULAR,freethrow,2 of 2,[],203501,,,1610612765,58,74,2025-01-17T01:29:20Z,3720000,False,,,0,,MISS T. Hardaway Jr. Free Throw 2 of 2,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
384,PT09M35.00S,2025-01-17T01:29:02.2Z,3,REGULAR,rebound,defensive,[],1629614,,,1610612754,58,74,2025-01-17T01:29:20Z,3730000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:2),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,383.0,2.0,2.0,0.0,,,,,,,,,,,,,,
385,PT09M22.00S,2025-01-17T01:29:29.0Z,3,REGULAR,3pt,Jump Shot,[],1626167,67.32917214191853,45.833333333333336,1610612754,58,77,2025-01-17T01:29:34Z,3740000,False,-21.0,255.0,1,right,M. Turner 25' 3PT  (25 PTS) (T. Haliburton 6 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,25.54,Made,,,,,25.0,T. Haliburton,1630169.0,6.0,,,,,,,,,,
387,PT09M15.00S,2025-01-17T01:29:40.4Z,3,REGULAR,foul,personal,[],1626167,,,1610612765,58,77,2025-01-17T01:30:05Z,3760000,False,,,0,,M. Turner personal FOUL (2 PF),"[1626167, 1630595]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1629178.0,2.0,0.0,,,Cunningham,1630595.0
389,PT09M09.00S,2025-01-17T01:30:08.2Z,3,REGULAR,foul,personal,['2freethrow'],1641716,,,1610612765,58,77,2025-01-17T01:30:28Z,3780000,False,,,0,,J. Walker shooting personal FOUL (3 PF) (Cunningham 2 FT),"[1641716, 1630595]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,101283.0,3.0,0.0,,,Cunningham,1630595.0
391,PT09M09.00S,2025-01-17T01:30:37.7Z,3,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,59,77,2025-01-17T01:30:37Z,3800000,False,,,0,,C. Cunningham Free Throw 1 of 2 (8 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
392,PT09M09.00S,2025-01-17T01:30:52.4Z,3,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,60,77,2025-01-17T01:30:52Z,3810000,False,,,0,,C. Cunningham Free Throw 2 of 2 (9 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
393,PT08M51.00S,2025-01-17T01:31:14.2Z,3,REGULAR,2pt,Jump Shot,[],1630169,87.69710906701708,33.82352941176471,1610612754,60,79,2025-01-17T01:31:33Z,3820000,False,-81.0,63.0,1,right,T. Haliburton 10' turnaround fadeaway Jump Shot (12 PTS),[1630169],1610612754.0,IND,turnaround fadeaway,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Left,10.26,Made,,,,,12.0,,,,,,,,,,,,,
395,PT08M40.00S,2025-01-17T01:31:25.1Z,3,REGULAR,3pt,Jump Shot,[],1630595,25.804862023653087,13.235294117647058,1610612765,60,79,2025-01-17T01:31:49Z,3840000,False,184.0,190.0,1,left,MISS C. Cunningham 26' pullup 3PT - blocked,"[1630595, 1641716]",1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,26.44,Missed,,,,,,,,,,,,,,,Walker,1641716.0,,
433,PT08M40.00S,2025-01-17T01:31:25.1Z,3,REGULAR,block,,[],1641716,,,1610612765,60,79,2025-01-17T01:38:44Z,3845000,False,,,0,,J. Walker BLOCK (1 BLK),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
396,PT08M37.00S,2025-01-17T01:31:28.1Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,60,79,2025-01-17T01:38:44Z,3850000,False,,,0,,J. Duren REBOUND (Off:3 Def:7),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,395.0,10.0,7.0,3.0,,,,,,,,,,,,,,
397,PT08M35.00S,2025-01-17T01:31:30.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631105,5.962549277266746,56.86274509803921,1610612765,62,79,2025-01-17T01:31:34Z,3860000,False,-34.0,4.0,1,left,J. Duren DUNK (8 PTS) (C. Cunningham 6 AST),"[1631105, 1630595]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.45,Made,,,,,8.0,C. Cunningham,1630595.0,6.0,,,,,,,,,,
399,PT08M09.00S,2025-01-17T01:31:56.4Z,3,REGULAR,3pt,Jump Shot,[],1627783,88.61695137976346,97.30392156862744,1610612754,62,79,2025-01-17T01:32:00Z,3880000,False,237.0,55.0,1,right,MISS P. Siakam 24' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,24.27,Missed,,,,,,,,,,,,,,,,,,
400,PT08M07.00S,2025-01-17T01:31:58.4Z,3,REGULAR,rebound,defensive,[],1641709,,,1610612765,62,79,2025-01-17T01:32:00Z,3890000,False,,,0,,A. Thompson REBOUND (Off:3 Def:3),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Right Corner 3,24+ Right,,,399.0,6.0,3.0,3.0,,,,,,,,,,,,,,
401,PT07M59.00S,2025-01-17T01:32:08.0Z,3,REGULAR,2pt,Jump Shot,[],1630595,29.61563731931669,52.205882352941174,1610612765,64,79,2025-01-17T01:35:09Z,3900000,False,-11.0,226.0,1,left,C. Cunningham 22' pullup Jump Shot (11 PTS) (A. Thompson 3 AST),"[1630595, 1641709]",1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Center,22.62,Made,,,,,11.0,A. Thompson,1641709.0,3.0,,,,,,,,,,
403,PT07M59.00S,2025-01-17T01:32:25.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,64,79,2025-01-17T01:32:25Z,3920000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT07M59.00S,2025-01-17T01:32:28.8Z,3,REGULAR,substitution,out,[],1641716,,,1610612754,64,79,2025-01-17T01:35:10Z,3930000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M59.00S,2025-01-17T01:32:28.8Z,3,REGULAR,substitution,in,[],1630167,,,1610612754,64,79,2025-01-17T01:35:10Z,3940000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M36.00S,2025-01-17T01:35:25.7Z,3,REGULAR,3pt,Jump Shot,[],1630169,68.11760840998686,39.70588235294118,1610612754,64,82,2025-01-17T01:35:50Z,3950000,False,-51.0,247.0,1,right,T. Haliburton 25' 3PT pullup (15 PTS) (P. Siakam 5 AST),"[1630169, 1627783]",1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,25.25,Made,,,,,15.0,P. Siakam,1627783.0,5.0,,,,,,,,,,
407,PT07M15.00S,2025-01-17T01:35:46.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,15.029566360052556,52.94117647058824,1610612765,64,82,2025-01-17T01:36:21Z,3960000,False,-15.0,89.0,1,left,MISS T. Hardaway Jr. 9' pullup Shot,[203501],1610612765.0,DET,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.0,Missed,,,,,,,,,,,,,,,,,,
408,PT07M12.00S,2025-01-17T01:35:49.2Z,3,REGULAR,rebound,defensive,[],1630167,,,1610612754,64,82,2025-01-17T01:35:53Z,3970000,False,,,0,,O. Toppin REBOUND (Off:0 Def:3),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),8-16 Center,,,407.0,3.0,3.0,0.0,,,,,,,,,,,,,,
409,PT06M53.00S,2025-01-17T01:36:07.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,92.55913272010513,44.607843137254896,1610612754,64,84,2025-01-17T01:36:48Z,3980000,False,-27.0,17.0,1,right,O. Toppin cutting Layup (3 PTS) (T. Haliburton 7 AST),"[1630167, 1630169]",1610612754.0,IND,cutting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,3.21,Made,,,,,3.0,T. Haliburton,1630169.0,7.0,,,,,,,,,,
411,PT06M41.00S,2025-01-17T01:36:20.7Z,3,REGULAR,3pt,Jump Shot,[],1641709,32.769382391590014,34.31372549019608,1610612765,64,84,2025-01-17T01:45:38Z,4000000,False,78.0,256.0,1,left,MISS A. Thompson 26' 3PT,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,26.73,Missed,,,,,,,,,,,,,,,,,,
412,PT06M39.00S,2025-01-17T01:36:22.7Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,64,84,2025-01-17T01:36:28Z,4010000,False,,,0,,J. Duren REBOUND (Off:4 Def:7),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,411.0,11.0,7.0,4.0,,,,,,,,,,,,,,
413,PT06M34.00S,2025-01-17T01:36:29.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203501,5.436925098554539,45.09803921568627,1610612765,66,84,2025-01-17T01:36:36Z,4020000,False,25.0,-1.0,1,left,T. Hardaway Jr. driving Layup (19 PTS) (C. Cunningham 7 AST),"[203501, 1630595]",1610612765.0,DET,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,19.0,C. Cunningham,1630595.0,7.0,,,,,,,,,,
415,PT06M34.00S,2025-01-17T01:36:33.1Z,3,REGULAR,foul,personal,['1freethrow'],1629614,,,1610612765,66,84,2025-01-17T01:36:42Z,4040000,False,,,0,,A. Nembhard shooting personal FOUL (1 PF) (Hardaway Jr. 1 FT),"[1629614, 203501]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2714.0,1.0,0.0,,,Hardaway Jr.,203501.0
417,PT06M34.00S,2025-01-17T01:36:43.7Z,3,REGULAR,substitution,out,[],1641709,,,1610612765,66,84,2025-01-17T01:36:56Z,4060000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M34.00S,2025-01-17T01:36:43.7Z,3,REGULAR,substitution,in,[],1631204,,,1610612765,66,84,2025-01-17T01:36:56Z,4070000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M34.00S,2025-01-17T01:37:03.0Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],203501,,,1610612765,67,84,2025-01-17T01:37:03Z,4080000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 1 (20 PTS),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
420,PT06M10.00S,2025-01-17T01:37:28.1Z,3,REGULAR,2pt,Jump Shot,[],1630169,86.64586070959264,31.372549019607845,1610612754,67,84,2025-01-17T01:38:24Z,4090000,False,-93.0,73.0,1,right,MISS T. Haliburton 11' driving floating Shot,[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Left,11.83,Missed,,,,,,,,,,,,,,,,,,
421,PT06M07.00S,2025-01-17T01:37:31.1Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,67,84,2025-01-17T01:38:24Z,4100000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Left,,,420.0,3.0,3.0,0.0,,,,,,,,,,,,,,
422,PT06M04.00S,2025-01-17T01:37:33.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630595,6.619579500657039,41.666666666666664,1610612765,67,84,2025-01-17T01:38:40Z,4110000,False,42.0,10.0,1,left,MISS C. Cunningham running Layup,[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,4.28,Missed,,,,,,,,,,,,,,,,,,
423,PT06M03.00S,2025-01-17T01:37:34.2Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,67,84,2025-01-17T01:37:41Z,4120000,False,,,0,,J. Duren REBOUND (Off:5 Def:7),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,422.0,12.0,7.0,5.0,,,,,,,,,,,,,,
424,PT06M02.00S,2025-01-17T01:37:37.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631105,5.590000152587891,50.0,1610612765,69,84,2025-01-17T01:37:46Z,4130000,False,0.0,0.0,1,left,J. Duren tip Layup (10 PTS),[1631105],1610612765.0,DET,tip,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,10.0,,,,,,,,,,,,,
425,PT05M42.00S,2025-01-17T01:37:55.5Z,3,REGULAR,2pt,Jump Shot,[],1629614,81.38961892247043,67.15686274509804,1610612754,69,86,2025-01-17T01:37:59Z,4140000,False,86.0,122.0,1,right,A. Nembhard 14' pullup Jump Shot (6 PTS),[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,14.95,Made,,,,,6.0,,,,,,,,,,,,,
426,PT05M23.00S,2025-01-17T01:38:15.1Z,3,REGULAR,2pt,Jump Shot,[],1630595,20.285808147174762,67.15686274509804,1610612765,69,86,2025-01-17T01:39:24Z,4150000,False,-86.0,138.0,1,left,MISS C. Cunningham 16' turnaround fadeaway Shot,[1630595],1610612765.0,DET,turnaround fadeaway,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left Center,16.27,Missed,,,,,,,,,,,,,,,,,,
427,PT05M20.00S,2025-01-17T01:38:18.1Z,3,REGULAR,rebound,defensive,[],1630167,,,1610612754,69,86,2025-01-17T01:38:21Z,4160000,False,,,0,,O. Toppin REBOUND (Off:0 Def:4),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,16-24 Left Center,,,426.0,4.0,4.0,0.0,,,,,,,,,,,,,,
428,PT05M11.00S,2025-01-17T01:38:27.2Z,3,REGULAR,2pt,Jump Shot,[],1627783,90.32522996057818,77.20588235294117,1610612754,69,86,2025-01-17T01:40:19Z,4170000,False,136.0,38.0,1,right,MISS P. Siakam 14' turnaround fadeaway Shot,[1627783],1610612754.0,IND,turnaround fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,14.13,Missed,,,,,,,,,,,,,,,,,,
430,PT05M07.00S,2025-01-17T01:38:31.2Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,69,86,2025-01-17T01:38:32Z,4190000,False,,,0,,J. Duren REBOUND (Off:5 Def:8),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Right,,,428.0,13.0,8.0,5.0,,,,,,,,,,,,,,
