actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
261,PT06M01.00S,2024-12-04T00:52:16.3Z,2,REGULAR,substitution,out,[],1630595,,,1610612749,47,56,2024-12-04T00:52:25Z,2480000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M01.00S,2024-12-04T00:52:16.3Z,2,REGULAR,substitution,in,[],1641709,,,1610612749,47,56,2024-12-04T00:52:25Z,2490000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M01.00S,2024-12-04T00:52:16.3Z,2,REGULAR,substitution,in,[],1630191,,,1610612749,47,56,2024-12-04T00:52:25Z,2500000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M52.00S,2024-12-04T00:52:41.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,91.11366622864652,54.65686274509804,1610612749,47,58,2024-12-04T00:52:46Z,2510000,False,23.0,31.0,1,right,G. Trent Jr. driving floating Jump Shot (10 PTS) (G. Antetokounmpo 3 AST),"[1629018, 203507]",1610612749.0,MIL,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,3.88,Made,10.0,,,,,,,,,,,,,G. Antetokounmpo,203507.0,3.0,,
266,PT05M32.00S,2024-12-04T00:53:01.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,8.984888304862025,52.205882352941174,1610612765,49,58,2024-12-04T00:53:06Z,2530000,False,-11.0,32.0,1,left,A. Thompson driving floating Jump Shot (2 PTS),[1641709],1610612765.0,DET,driving floating,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,3.38,Made,2.0,,,,,,,,,,,,,,,,,
267,PT05M19.00S,2024-12-04T00:53:14.6Z,2,REGULAR,3pt,Jump Shot,[],1626171,66.5407358738502,56.86274509803921,1610612749,49,58,2024-12-04T00:53:35Z,2540000,False,34.0,262.0,1,right,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,26.42,Missed,,,,,,,,,,,,,,,,,,
268,PT05M16.00S,2024-12-04T00:53:17.0Z,2,REGULAR,rebound,defensive,[],202699,,,1610612765,49,58,2024-12-04T00:53:17Z,2550000,False,,,0,,T. Harris REBOUND (Off:1 Def:2),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,267.0,3.0,2.0,1.0,,,,,,,,,,,,,
269,PT05M06.00S,2024-12-04T00:53:32.1Z,2,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612765,49,58,2024-12-04T00:53:40Z,2560000,False,,,0,,B. Portis shooting personal FOUL (2 PF) (Harris 2 FT),"[1626171, 202699]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628487.0,,2.0,0.0,Harris,202699.0,,,,,,,
271,PT05M06.00S,2024-12-04T00:53:57.4Z,2,REGULAR,freethrow,1 of 2,[],202699,,,1610612765,50,58,2024-12-04T00:53:57Z,2580000,False,,,0,,T. Harris Free Throw 1 of 2 (10 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
272,PT05M06.00S,2024-12-04T00:53:58.3Z,2,REGULAR,substitution,out,[],1626171,,,1610612765,50,58,2024-12-04T00:54:13Z,2590000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M06.00S,2024-12-04T00:53:58.3Z,2,REGULAR,substitution,out,[],1631260,,,1610612765,50,58,2024-12-04T00:54:13Z,2600000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M06.00S,2024-12-04T00:53:58.3Z,2,REGULAR,substitution,in,[],201572,,,1610612765,50,58,2024-12-04T00:54:13Z,2610000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M06.00S,2024-12-04T00:53:58.3Z,2,REGULAR,substitution,in,[],1627752,,,1610612765,50,58,2024-12-04T00:54:13Z,2620000,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M06.00S,2024-12-04T00:54:30.2Z,2,REGULAR,freethrow,2 of 2,[],202699,,,1610612765,51,58,2024-12-04T00:54:30Z,2630000,False,,,0,,T. Harris Free Throw 2 of 2 (11 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
277,PT04M50.00S,2024-12-04T00:54:46.9Z,2,REGULAR,3pt,Jump Shot,[],203081,69.30026281208936,27.941176470588232,1610612749,51,61,2024-12-04T00:54:51Z,2640000,False,-110.0,236.0,1,right,D. Lillard 26' 3PT  (17 PTS) (G. Antetokounmpo 4 AST),"[203081, 203507]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,26.06,Made,17.0,,,,,,,,,,,,,G. Antetokounmpo,203507.0,4.0,,
279,PT04M38.00S,2024-12-04T00:54:59.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,8.196452036793687,44.36274509803921,1610612765,53,61,2024-12-04T00:55:04Z,2660000,False,28.0,25.0,1,left,J. Ivey driving floating Jump Shot (6 PTS) (T. Harris 2 AST),"[1631093, 202699]",1610612765.0,DET,driving floating,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,3.74,Made,6.0,,,,,,,,,,,,,T. Harris,202699.0,2.0,,
281,PT04M24.00S,2024-12-04T00:55:13.8Z,2,REGULAR,turnover,bad pass,[],203507,,,1610612749,53,61,2024-12-04T00:55:18Z,2680000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (3 TO),"[203507, 1631093]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,,,3.0,,,,,,,,,,Ivey,1631093.0
282,PT04M24.00S,2024-12-04T00:55:13.8Z,2,REGULAR,steal,,[],1631093,,,1610612765,53,61,2024-12-04T00:55:16Z,2690000,False,,,0,,J. Ivey STEAL (2 STL),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
283,PT04M20.00S,2024-12-04T00:55:17.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641709,8.196452036793687,42.892156862745104,1610612765,55,61,2024-12-04T00:55:25Z,2700000,False,36.0,25.0,1,left,A. Thompson running DUNK (4 PTS),[1641709],1610612765.0,DET,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,4.31,Made,4.0,,,,,,,,,,,,,,,,,
284,PT04M03.00S,2024-12-04T00:55:41.2Z,2,REGULAR,foul,personal,[],1641709,,,1610612749,55,61,2024-12-04T00:55:48Z,2710000,False,,,0,,A. Thompson personal FOUL (1 PF),"[1641709, 203507]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,,1.0,0.0,Antetokounmpo,203507.0,,,,,,,
286,PT04M03.00S,2024-12-04T00:55:48.6Z,2,REGULAR,substitution,out,[],203081,,,1610612749,55,61,2024-12-04T00:55:52Z,2730000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M03.00S,2024-12-04T00:55:48.6Z,2,REGULAR,substitution,in,[],1626153,,,1610612749,55,61,2024-12-04T00:55:52Z,2740000,False,,,0,,SUB in: D. Wright,[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M57.00S,2024-12-04T00:56:08.8Z,2,REGULAR,3pt,Jump Shot,[],1627752,89.27398160315374,1.9607843137254974,1610612749,55,64,2024-12-04T00:56:13Z,2750000,False,-240.0,48.0,1,right,T. Prince 24' 3PT  (6 PTS) (G. Antetokounmpo 5 AST),"[1627752, 203507]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,24.5,Made,6.0,,,,,,,,,,,,,G. Antetokounmpo,203507.0,5.0,,
291,PT03M42.00S,2024-12-04T00:56:28.8Z,2,REGULAR,substitution,out,[],1627736,,,1610612765,55,64,2024-12-04T00:56:38Z,2780000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M42.00S,2024-12-04T00:56:28.8Z,2,REGULAR,substitution,in,[],1630595,,,1610612765,55,64,2024-12-04T00:56:38Z,2790000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M33.00S,2024-12-04T00:56:46.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630191,13.715505913272011,61.029411764705884,1610612765,55,64,2024-12-04T00:57:23Z,2800000,False,-55.0,76.0,1,left,MISS I. Stewart 9' floating Shot,[1630191],1610612765.0,DET,floating,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),8-16 Left,9.42,Missed,,,,,,,,,,,,,,,,,,
294,PT03M30.00S,2024-12-04T00:56:49.1Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,55,64,2024-12-04T00:56:51Z,2810000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Left,,,,293.0,4.0,3.0,1.0,,,,,,,,,,,,,
295,PT03M23.00S,2024-12-04T00:56:56.7Z,2,REGULAR,3pt,Jump Shot,[],1627752,92.16491458607096,97.54901960784314,1610612749,55,67,2024-12-04T00:57:02Z,2820000,False,238.0,21.0,1,right,T. Prince 3PT  (9 PTS) (G. Antetokounmpo 6 AST),"[1627752, 203507]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,23.86,Made,9.0,,,,,,,,,,,,,G. Antetokounmpo,203507.0,6.0,,
297,PT03M03.00S,2024-12-04T00:57:22.2Z,2,REGULAR,foul,offensive,[],1630191,,,1610612765,55,67,2024-12-04T00:58:02Z,2840000,False,,,0,,I. Stewart offensive FOUL (1 PF),"[1630191, 1627752]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Left Center,,,,,,,,202041.0,,1.0,0.0,Prince,1627752.0,,,,,,,
299,PT03M03.00S,2024-12-04T00:57:22.2Z,2,REGULAR,turnover,offensive foul,[],1630191,,,1610612765,55,67,2024-12-04T00:57:22Z,2860000,False,,,0,,I. Stewart offensive foul TURNOVER (1 TO),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Left Center,,,,,,,,202041.0,1.0,,,,,,,,,,,
301,PT02M44.00S,2024-12-04T00:59:24.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201572,88.35413929040736,46.568627450980394,1610612749,55,69,2024-12-04T00:59:52Z,2880000,False,-17.0,57.0,1,right,B. Lopez turnaround fadeaway Jump Shot (2 PTS) (D. Wright 1 AST),"[201572, 1626153]",1610612749.0,MIL,turnaround fadeaway,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,5.95,Made,2.0,,,,,,,,,,,,,D. Wright,1626153.0,1.0,,
303,PT02M44.00S,2024-12-04T00:59:27.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202699,,,1610612749,55,69,2024-12-04T00:59:38Z,2900000,False,,,0,,T. Harris shooting personal FOUL (2 PF) (Lopez 1 FT),"[202699, 201572]",1610612765.0,DET,shooting,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628487.0,,2.0,0.0,Lopez,201572.0,,,,,,,
305,PT02M44.00S,2024-12-04T00:59:41.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,55,69,2024-12-04T00:59:41Z,2920000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M44.00S,2024-12-04T00:59:42.7Z,2,REGULAR,substitution,out,[],1641709,,,1610612749,55,69,2024-12-04T01:02:14Z,2930000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M44.00S,2024-12-04T00:59:42.7Z,2,REGULAR,substitution,out,[],1631093,,,1610612749,55,69,2024-12-04T01:02:14Z,2940000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M44.00S,2024-12-04T00:59:42.7Z,2,REGULAR,substitution,in,[],1627736,,,1610612749,55,69,2024-12-04T01:02:14Z,2950000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M44.00S,2024-12-04T00:59:42.7Z,2,REGULAR,substitution,in,[],203501,,,1610612749,55,69,2024-12-04T01:02:14Z,2960000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M44.00S,2024-12-04T01:02:35.9Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],201572,,,1610612749,55,69,2024-12-04T01:02:40Z,2970000,False,,,0,,MISS B. Lopez Free Throw 1 of 1,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
311,PT02M40.00S,2024-12-04T01:02:39.9Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612765,55,69,2024-12-04T01:02:40Z,2980000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,310.0,1.0,1.0,0.0,,,,,,,,,,,,,
312,PT02M29.00S,2024-12-04T01:02:50.1Z,2,REGULAR,turnover,lost ball,[],1630595,,,1610612765,55,69,2024-12-04T01:02:55Z,2990000,False,,,0,,C. Cunningham lost ball TURNOVER (2 TO),"[1630595, 1629018]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right Center,,,,,,,,,2.0,,,,,,,,,,Trent Jr.,1629018.0
313,PT02M29.00S,2024-12-04T01:02:50.1Z,2,REGULAR,steal,,[],1629018,,,1610612749,55,69,2024-12-04T01:02:52Z,3000000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
314,PT02M25.00S,2024-12-04T01:02:57.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203501,,,1610612749,55,69,2024-12-04T01:03:10Z,3010000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (1 PF) (Trent Jr. 2 FT),"[203501, 1629018]",1610612765.0,DET,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,,1.0,0.0,Trent Jr.,1629018.0,,,,,,,
316,PT02M25.00S,2024-12-04T01:03:21.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629018,,,1610612749,55,69,2024-12-04T01:03:21Z,3030000,False,,,0,,MISS G. Trent Jr. Free Throw 1 of 2,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
317,PT02M25.00S,2024-12-04T01:03:21.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,55,69,2024-12-04T01:03:21Z,3040000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,,
318,PT02M25.00S,2024-12-04T01:03:35.5Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629018,,,1610612749,55,70,2024-12-04T01:03:35Z,3050000,False,,,0,,G. Trent Jr. Free Throw 2 of 2 (11 PTS),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
319,PT02M09.00S,2024-12-04T01:03:52.5Z,2,REGULAR,turnover,bad pass,[],1630191,,,1610612765,55,70,2024-12-04T01:03:57Z,3060000,False,,,0,,I. Stewart bad pass TURNOVER (2 TO),"[1630191, 1629018]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Left Center,,,,,,,,,2.0,,,,,,,,,,Trent Jr.,1629018.0
320,PT02M09.00S,2024-12-04T01:03:52.5Z,2,REGULAR,steal,,[],1629018,,,1610612749,55,70,2024-12-04T01:14:02Z,3070000,False,,,0,,G. Trent Jr. STEAL (2 STL),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
321,PT01M57.00S,2024-12-04T01:04:04.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201572,95.45006570302233,3.1862745098039227,1610612749,55,73,2024-12-04T01:04:10Z,3080000,False,-234.0,-10.0,1,right,B. Lopez 3PT  (5 PTS) (T. Prince 2 AST),"[201572, 1627752]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Left Corner 3,24+ Left,23.43,Made,5.0,,,,,,,,,,,,,T. Prince,1627752.0,2.0,,
323,PT01M41.00S,2024-12-04T01:04:19.9Z,2,REGULAR,turnover,bad pass,[],1630595,,,1610612765,55,73,2024-12-04T01:04:26Z,3100000,False,,,0,,C. Cunningham bad pass TURNOVER (3 TO),"[1630595, 1627752]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,,,,,,3.0,,,,,,,,,,Prince,1627752.0
324,PT01M41.00S,2024-12-04T01:04:19.9Z,2,REGULAR,steal,,[],1627752,,,1610612749,55,73,2024-12-04T01:04:21Z,3110000,False,,,0,,T. Prince STEAL (1 STL),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
325,PT01M40.00S,2024-12-04T01:04:23.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630595,,,1610612749,55,73,2024-12-04T01:04:36Z,3120000,False,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Prince 2 FT),"[1630595, 1627752]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,201246.0,,1.0,0.0,Prince,1627752.0,,,,,,,
327,PT01M40.00S,2024-12-04T01:05:00.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627752,,,1610612749,55,74,2024-12-04T01:05:00Z,3140000,False,,,0,,T. Prince Free Throw 1 of 2 (10 PTS),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
328,PT01M40.00S,2024-12-04T01:05:01.3Z,2,REGULAR,substitution,out,[],1630191,,,1610612749,55,74,2024-12-04T01:05:07Z,3150000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT01M40.00S,2024-12-04T01:05:01.3Z,2,REGULAR,substitution,in,[],1641709,,,1610612749,55,74,2024-12-04T01:05:07Z,3160000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT01M40.00S,2024-12-04T01:05:13.6Z,2,REGULAR,substitution,out,[],1626153,,,1610612749,55,74,2024-12-04T01:05:19Z,3170000,False,,,0,,SUB out: D. Wright,[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT01M40.00S,2024-12-04T01:05:13.6Z,2,REGULAR,substitution,in,[],203081,,,1610612749,55,74,2024-12-04T01:05:19Z,3180000,False,,,0,,SUB in: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT01M40.00S,2024-12-04T01:05:28.4Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627752,,,1610612749,55,75,2024-12-04T01:05:28Z,3190000,False,,,0,,T. Prince Free Throw 2 of 2 (11 PTS),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
333,PT01M24.00S,2024-12-04T01:05:45.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641709,9.510512483574246,47.05882352941176,1610612765,57,75,2024-12-04T01:05:55Z,3200000,False,15.0,37.0,1,left,A. Thompson alley-oop DUNK (6 PTS) (C. Cunningham 4 AST),"[1641709, 1630595]",1610612765.0,DET,alley-oop,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,3.97,Made,6.0,,,,,,,,,,,,,C. Cunningham,1630595.0,4.0,,
335,PT01M09.00S,2024-12-04T01:06:01.4Z,2,REGULAR,turnover,lost ball,[],203507,,,1610612749,57,75,2024-12-04T01:06:06Z,3220000,False,,,0,,G. Antetokounmpo lost ball TURNOVER (4 TO),"[203507, 202699]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,4.0,,,,,,,,,,Harris,202699.0
336,PT01M09.00S,2024-12-04T01:06:01.4Z,2,REGULAR,steal,,[],202699,,,1610612765,57,75,2024-12-04T01:06:54Z,3230000,False,,,0,,T. Harris STEAL (2 STL),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
337,PT01M05.00S,2024-12-04T01:06:10.1Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627736,20.02299605781866,96.32352941176471,1610612765,57,75,2024-12-04T01:07:29Z,3240000,False,-232.0,136.0,1,left,MISS M. Beasley 26' running 3PT,[1627736],1610612765.0,DET,running,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,26.84,Missed,,,,,,,,,,,,,,,,,,
338,PT01M04.00S,2024-12-04T01:06:11.1Z,2,REGULAR,rebound,offensive,[],202699,,,1610612765,57,75,2024-12-04T01:06:33Z,3250000,False,,,0,,T. Harris REBOUND (Off:2 Def:2),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,337.0,4.0,2.0,2.0,,,,,,,,,,,,,
339,PT01M03.00S,2024-12-04T01:06:19.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203507,,,1610612765,57,75,2024-12-04T01:06:26Z,3260000,False,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (Harris 2 FT),"[203507, 202699]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,1628487.0,,1.0,0.0,Harris,202699.0,,,,,,,
341,PT01M03.00S,2024-12-04T01:06:39.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance', 'fastbreak']",202699,,,1610612765,58,75,2024-12-04T01:06:39Z,3280000,False,,,0,,T. Harris Free Throw 1 of 2 (12 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
342,PT01M03.00S,2024-12-04T01:06:42.1Z,2,REGULAR,substitution,out,[],1627736,,,1610612765,58,75,2024-12-04T01:06:47Z,3290000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT01M03.00S,2024-12-04T01:06:42.1Z,2,REGULAR,substitution,in,[],1631093,,,1610612765,58,75,2024-12-04T01:06:47Z,3300000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT01M03.00S,2024-12-04T01:07:02.4Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover', '2ndchance']",202699,,,1610612765,59,75,2024-12-04T01:07:02Z,3310000,False,,,0,,T. Harris Free Throw 2 of 2 (13 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
345,PT00M51.40S,2024-12-04T01:07:18.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.08475689881735,54.90196078431372,1610612749,59,77,2024-12-04T01:08:15Z,3320000,False,25.0,13.0,1,right,G. Antetokounmpo driving DUNK (11 PTS) (G. Trent Jr. 1 AST),"[203507, 1629018]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.75,Made,11.0,,,,,,,,,,,,,G. Trent Jr.,1629018.0,1.0,,
347,PT00M44.80S,2024-12-04T01:07:32.3Z,2,REGULAR,turnover,out-of-bounds,[],1630595,,,1610612765,59,77,2024-12-04T01:07:37Z,3340000,False,,,0,,C. Cunningham lost ball out-of-bounds TURNOVER (4 TO),[1630595],1610612765.0,DET,lost ball,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,,,201246.0,4.0,,,,,,,,,,,
349,PT00M36.00S,2024-12-04T01:08:04.0Z,2,REGULAR,foul,offensive,['inpenalty'],203507,,,1610612749,59,77,2024-12-04T01:08:25Z,3360000,False,,,0,,G. Antetokounmpo offensive FOUL (2 PF),"[203507, 203501]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,,,,,,,,201246.0,,2.0,0.0,Hardaway Jr.,203501.0,,,,,,,
351,PT00M36.00S,2024-12-04T01:08:04.0Z,2,REGULAR,turnover,offensive foul,[],203507,,,1610612749,59,77,2024-12-04T01:08:04Z,3380000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (5 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,,,,,,,,201246.0,5.0,,,,,,,,,,,
