actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
347,PT08M53.00S,2025-01-09T02:20:45.2Z,3,REGULAR,rebound,defensive,[],1629014,,,1610612757,51,80,2025-01-09T02:21:01Z,3400000,False,,,0,,A. Simons REBOUND (Off:0 Def:4),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,346.0,,4.0,4.0,0.0,,,,
348,PT08M39.00S,2025-01-09T02:21:03.2Z,3,REGULAR,foul,personal,[],203468,,,1610612757,51,80,2025-01-09T02:21:11Z,3410000,False,,,0,,C. McCollum personal FOUL (1 PF),"[203468, 1641739]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202901.0,1.0,0.0,Camara,1641739.0,,,,,,,,,
350,PT08M28.00S,2025-01-09T02:21:33.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,8.229303547963205,50.73529411764706,1610612757,51,82,2025-01-09T02:21:38Z,3430000,False,-4.0,25.0,1,left,T. Camara reverse Layup (9 PTS) (A. Simons 4 AST),"[1641739, 1629014]",1610612757.0,POR,reverse,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,2.52,Made,9.0,A. Simons,1629014.0,4.0,,,,,,,,,,,,,,
352,PT08M21.00S,2025-01-09T02:21:47.1Z,3,REGULAR,foul,personal,[],1641739,,,1610612740,51,82,2025-01-09T02:21:53Z,3450000,False,,,0,,T. Camara personal FOUL (2 PF),"[1641739, 1627749]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,8-16 Right,,,,,,,202041.0,2.0,0.0,Murray,1627749.0,,,,,,,,,
354,PT08M15.00S,2025-01-09T02:22:16.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,81.68528252299606,37.254901960784316,1610612740,51,82,2025-01-09T02:22:20Z,3470000,False,-64.0,120.0,1,right,MISS D. Murray 13' pullup Shot,[1627749],1610612740.0,NOP,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,13.56,Missed,,,,,,,,,,,,,,,,,,
355,PT08M12.00S,2025-01-09T02:22:19.3Z,3,REGULAR,rebound,offensive,[],1630526,,,1610612740,51,82,2025-01-09T02:22:20Z,3480000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:1),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,354.0,,2.0,1.0,1.0,,,,
356,PT08M09.00S,2025-01-09T02:22:22.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629750,87.86136662286465,95.58823529411765,1610612740,54,82,2025-01-09T02:22:28Z,3490000,False,228.0,62.0,1,right,J. Green 3PT  (3 PTS) (C. McCollum 1 AST),"[1629750, 203468]",1610612740.0,NOP,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.61,Made,3.0,C. McCollum,203468.0,1.0,,,,,,,,,,,,,,
358,PT07M51.00S,2025-01-09T02:22:46.0Z,3,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612757,54,82,2025-01-09T02:22:57Z,3510000,False,,,0,,J. Robinson-Earl shooting personal FOUL (2 PF) (Avdija 2 FT),"[1630526, 1630166]",1610612740.0,NOP,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,2.0,0.0,Avdija,1630166.0,,,,,,,,,
360,PT07M51.00S,2025-01-09T02:23:09.8Z,3,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,54,83,2025-01-09T02:23:35Z,3530000,False,,,0,,D. Avdija Free Throw 1 of 2 (17 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
361,PT07M51.00S,2025-01-09T02:23:11.7Z,3,REGULAR,substitution,out,[],1629014,,,1610612757,54,83,2025-01-09T02:23:15Z,3540000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT07M51.00S,2025-01-09T02:23:11.7Z,3,REGULAR,substitution,in,[],1630703,,,1610612757,54,83,2025-01-09T02:23:15Z,3550000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT07M51.00S,2025-01-09T02:23:09.8Z,3,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,54,83,2025-01-09T02:23:35Z,3560000,False,,,0,,MISS D. Avdija Free Throw 2 of 2,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
364,PT07M48.00S,2025-01-09T02:23:12.8Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612740,54,83,2025-01-09T02:23:35Z,3570000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,363.0,,2.0,1.0,1.0,,,,
365,PT07M34.00S,2025-01-09T02:23:50.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.38042049934296,53.92156862745098,1610612740,54,83,2025-01-09T02:24:12Z,3580000,False,20.0,10.0,1,right,MISS C. McCollum driving finger roll Layup - blocked,"[203468, 1629028]",1610612740.0,NOP,driving finger roll,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.19,Missed,,,,,,,,,,,,,,,,,Ayton,1629028.0
366,PT07M34.00S,2025-01-09T02:23:50.8Z,3,REGULAR,block,,[],1629028,,,1610612740,54,83,2025-01-09T02:23:53Z,3590000,False,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
367,PT07M32.00S,2025-01-09T02:23:52.8Z,3,REGULAR,rebound,offensive,[],1629750,,,1610612740,54,83,2025-01-09T02:24:12Z,3600000,False,,,0,,J. Green REBOUND (Off:2 Def:1),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,365.0,,3.0,1.0,2.0,,,,
368,PT07M25.00S,2025-01-09T02:23:59.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612740,54,83,2025-01-09T02:24:06Z,3610000,False,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,1627534.0,,,,,,,,,,,,,
369,PT07M14.00S,2025-01-09T02:24:24.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641739,6.258212877792378,3.431372549019608,1610612757,54,83,2025-01-09T02:24:29Z,3620000,False,233.0,6.0,1,left,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,23.29,Missed,,,,,,,,,,,,,,,,,,
370,PT07M11.00S,2025-01-09T02:24:27.7Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612757,54,83,2025-01-09T02:24:27Z,3630000,False,,,0,,D. Ayton REBOUND (Off:2 Def:4),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,369.0,,6.0,4.0,2.0,,,,
371,PT07M09.00S,2025-01-09T02:24:29.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630166,5.995400788436268,46.32352941176471,1610612757,54,85,2025-01-09T02:24:53Z,3640000,False,18.0,4.0,1,left,D. Avdija Layup (19 PTS) (D. Ayton 3 AST),"[1630166, 1629028]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.88,Made,19.0,D. Ayton,1629028.0,3.0,,,,,,,,,,,,,,
373,PT06M48.00S,2025-01-09T02:24:54.0Z,3,REGULAR,turnover,out-of-bounds,[],1627749,,,1610612740,54,85,2025-01-09T02:25:02Z,3660000,False,,,0,,D. Murray bad pass out-of-bounds TURNOVER (4 TO),[1627749],1610612740.0,NOP,bad pass,,,Murray,D. Murray,,,,,Mid-Range,8-16 Right,,,,,,,1627534.0,,,,,,4.0,,,,,,,
374,PT06M48.00S,2025-01-09T02:25:10.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,54,85,2025-01-09T02:25:10Z,3670000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT06M48.00S,2025-01-09T02:27:26.4Z,3,REGULAR,substitution,out,[],1642274,,,1610612757,54,85,2025-01-09T02:27:47Z,3680000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT06M48.00S,2025-01-09T02:27:26.4Z,3,REGULAR,substitution,out,[],1630166,,,1610612757,54,85,2025-01-09T02:27:47Z,3690000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT06M48.00S,2025-01-09T02:27:26.4Z,3,REGULAR,substitution,in,[],1628464,,,1610612757,54,85,2025-01-09T02:27:47Z,3700000,False,,,0,,SUB in: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M48.00S,2025-01-09T02:27:26.4Z,3,REGULAR,substitution,in,[],1631200,,,1610612757,54,85,2025-01-09T02:27:47Z,3710000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M35.00S,2025-01-09T02:28:16.5Z,3,REGULAR,turnover,out-of-bounds,[],1631101,,,1610612757,54,85,2025-01-09T02:28:22Z,3720000,False,,,0,,S. Sharpe bad pass out-of-bounds TURNOVER (2 TO),[1631101],1610612757.0,POR,bad pass,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left Center,,,,,,,1627534.0,,,,,,2.0,,,,,,,
380,PT06M21.00S,2025-01-09T02:28:35.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203468,74.85216819973719,12.009803921568627,1610612740,57,85,2025-01-09T02:28:50Z,3730000,False,-190.0,184.0,1,right,C. McCollum 26' 3PT step back (14 PTS) (J. Robinson-Earl 1 AST),"[203468, 1630526]",1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,26.44,Made,14.0,J. Robinson-Earl,1630526.0,1.0,,,,,,,,,,,,,,
382,PT05M55.00S,2025-01-09T02:29:02.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,13.87976346911958,55.63725490196079,1610612757,57,87,2025-01-09T02:29:20Z,3750000,False,-28.0,78.0,1,left,D. Ayton 8' turnaround Jump Shot (9 PTS) (T. Camara 5 AST),"[1629028, 1641739]",1610612757.0,POR,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,8.29,Made,9.0,T. Camara,1641739.0,5.0,,,,,,,,,,,,,,
384,PT05M26.00S,2025-01-09T02:29:30.5Z,3,REGULAR,3pt,Jump Shot,[],1627749,70.51576872536137,75.49019607843137,1610612740,57,87,2025-01-09T02:29:47Z,3770000,False,127.0,225.0,1,right,MISS D. Murray 25' pullup 3PT,[1627749],1610612740.0,NOP,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,25.84,Missed,,,,,,,,,,,,,,,,,,
385,PT05M26.00S,2025-01-09T02:29:30.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,57,87,2025-01-09T02:29:41Z,3780000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,384.0,,,,,,,,
386,PT05M26.00S,2025-01-09T02:29:40.6Z,3,REGULAR,foul,personal,[],1630703,,,1610612740,57,87,2025-01-09T02:29:53Z,3790000,False,,,0,,S. Henderson loose ball personal FOUL (2 PF),"[1630703, 1628464]",1610612757.0,POR,loose ball,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627534.0,2.0,0.0,Theis,1628464.0,,,,,,,,,
388,PT05M15.00S,2025-01-09T02:30:05.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203468,93.51182654402102,46.32352941176471,1610612740,59,87,2025-01-09T02:30:15Z,3810000,False,-18.0,8.0,1,right,C. McCollum driving reverse Layup (16 PTS) (D. Murray 5 AST),"[203468, 1627749]",1610612740.0,NOP,driving reverse,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.03,Made,16.0,D. Murray,1627749.0,5.0,,,,,,,,,,,,,,
390,PT05M04.00S,2025-01-09T02:30:17.7Z,3,REGULAR,3pt,Jump Shot,[],1641739,14.799605781865965,95.58823529411765,1610612757,59,87,2025-01-09T02:30:24Z,3830000,False,-228.0,87.0,1,left,MISS T. Camara 24' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,24.38,Missed,,,,,,,,,,,,,,,,,,
391,PT05M03.00S,2025-01-09T02:30:18.7Z,3,REGULAR,rebound,defensive,[],1630526,,,1610612740,59,87,2025-01-09T02:30:56Z,3840000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:2),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,390.0,,3.0,2.0,1.0,,,,
393,PT04M53.00S,2025-01-09T02:30:35.1Z,3,REGULAR,substitution,out,[],1627749,,,1610612740,59,87,2025-01-09T02:30:42Z,3860000,False,,,0,,SUB out: D. Murray,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT04M53.00S,2025-01-09T02:30:35.1Z,3,REGULAR,substitution,in,[],1630631,,,1610612740,59,87,2025-01-09T02:30:42Z,3870000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT04M53.00S,2025-01-09T02:30:47.3Z,3,REGULAR,substitution,out,[],1630526,,,1610612740,59,87,2025-01-09T02:30:57Z,3880000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M53.00S,2025-01-09T02:30:47.3Z,3,REGULAR,substitution,in,[],1630527,,,1610612740,59,87,2025-01-09T02:30:57Z,3890000,False,,,0,,SUB in: B. Boston,[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M47.00S,2025-01-09T02:31:08.3Z,3,REGULAR,turnover,bad pass,[],1629750,,,1610612740,59,87,2025-01-09T02:31:12Z,3900000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1629750, 1641739]",1610612740.0,NOP,,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1.0,,,,Camara,1641739.0,,
398,PT04M47.00S,2025-01-09T02:31:08.3Z,3,REGULAR,steal,,[],1641739,,,1610612757,59,87,2025-01-09T02:31:10Z,3910000,False,,,0,,T. Camara STEAL (3 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
399,PT04M44.00S,2025-01-09T02:31:12.0Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641739,5.863994743758213,50.49019607843137,1610612757,59,87,2025-01-09T02:31:35Z,3920000,False,-2.0,3.0,1,left,MISS T. Camara running DUNK - blocked,"[1641739, 1629750]",1610612757.0,POR,running,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,0.36,Missed,,,,,,,,,,,,,,,,,Green,1629750.0
404,PT04M44.00S,2025-01-09T02:31:12.0Z,3,REGULAR,block,,[],1629750,,,1610612757,59,87,2025-01-09T02:32:08Z,3925000,False,,,0,,J. Green BLOCK (1 BLK),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
400,PT04M42.00S,2025-01-09T02:31:14.0Z,3,REGULAR,rebound,defensive,[],203468,,,1610612740,59,87,2025-01-09T02:31:35Z,3930000,False,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,399.0,,2.0,2.0,0.0,,,,
401,PT04M35.00S,2025-01-09T02:31:20.2Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203468,83.65637319316689,47.794117647058826,1610612740,61,87,2025-01-09T02:31:52Z,3940000,False,-11.0,101.0,1,right,C. McCollum 10' driving floating Jump Shot (18 PTS),[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,10.17,Made,18.0,,,,,,,,,,,,,,,,,
402,PT04M23.00S,2025-01-09T02:31:31.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,7.178055190538765,50.73529411764706,1610612757,61,89,2025-01-09T02:32:10Z,3950000,False,-4.0,15.0,1,left,S. Henderson driving finger roll Layup (9 PTS),[1630703],1610612757.0,POR,driving finger roll,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.54,Made,9.0,,,,,,,,,,,,,,,,,
403,PT04M14.00S,2025-01-09T02:31:41.6Z,3,REGULAR,3pt,Jump Shot,[],203468,73.53810775295663,11.519607843137255,1610612740,64,89,2025-01-09T02:32:34Z,3960000,False,-192.0,196.0,1,right,C. McCollum 27' 3PT step back (21 PTS),[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,27.48,Made,21.0,,,,,,,,,,,,,,,,,
405,PT04M13.00S,2025-01-09T02:32:10.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612757,64,89,2025-01-09T02:32:39Z,3970000,False,,,0,,D. Theis loose ball personal FOUL (1 PF) (Camara 2 FT),"[1628464, 1641739]",1610612740.0,NOP,loose ball,,,Theis,D. Theis,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,202901.0,1.0,0.0,Camara,1641739.0,,,,,,,,,
407,PT04M13.00S,2025-01-09T02:32:44.4Z,3,REGULAR,freethrow,1 of 2,[],1641739,,,1610612757,64,90,2025-01-09T02:32:44Z,3990000,False,,,0,,T. Camara Free Throw 1 of 2 (10 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
408,PT04M13.00S,2025-01-09T02:32:45.4Z,3,REGULAR,substitution,out,[],1629028,,,1610612757,64,90,2025-01-09T02:32:53Z,4000000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M13.00S,2025-01-09T02:32:45.4Z,3,REGULAR,substitution,out,[],1631101,,,1610612757,64,90,2025-01-09T02:32:53Z,4010000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M13.00S,2025-01-09T02:32:45.4Z,3,REGULAR,substitution,in,[],1629057,,,1610612757,64,90,2025-01-09T02:32:53Z,4020000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M13.00S,2025-01-09T02:32:45.4Z,3,REGULAR,substitution,in,[],1629014,,,1610612757,64,90,2025-01-09T02:32:53Z,4030000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT04M13.00S,2025-01-09T02:33:18.4Z,3,REGULAR,freethrow,2 of 2,[],1641739,,,1610612757,64,91,2025-01-09T02:33:18Z,4040000,False,,,0,,T. Camara Free Throw 2 of 2 (11 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
413,PT03M55.00S,2025-01-09T02:33:37.6Z,3,REGULAR,2pt,Jump Shot,[],203468,76.42904073587385,39.705882352941174,1610612740,66,91,2025-01-09T02:33:42Z,4050000,False,-51.0,169.0,1,right,C. McCollum 17' pullup Jump Shot (23 PTS),[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Center,17.68,Made,23.0,,,,,,,,,,,,,,,,,
414,PT03M36.00S,2025-01-09T02:33:55.8Z,3,REGULAR,3pt,Jump Shot,[],1629014,26.49474375821288,79.90196078431373,1610612757,66,94,2025-01-09T02:34:00Z,4060000,False,-150.0,197.0,1,left,A. Simons 24' 3PT  (15 PTS) (S. Henderson 4 AST),"[1629014, 1630703]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,24.7,Made,15.0,S. Henderson,1630703.0,4.0,,,,,,,,,,,,,,
416,PT03M24.00S,2025-01-09T02:34:11.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,91.5407358738502,47.05882352941176,1610612740,66,94,2025-01-09T02:34:40Z,4080000,False,-15.0,27.0,1,right,MISS B. Boston driving Layup - blocked,"[1630527, 1629057]",1610612740.0,NOP,driving,,,Boston,B. Boston,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0
417,PT03M24.00S,2025-01-09T02:34:11.8Z,3,REGULAR,block,,[],1629057,,,1610612740,66,94,2025-01-09T02:37:28Z,4090000,False,,,0,,R. Williams III BLOCK (4 BLK),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
418,PT03M22.00S,2025-01-09T02:34:13.8Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612740,66,94,2025-01-09T02:34:40Z,4100000,False,,,0,,D. Theis REBOUND (Off:4 Def:2),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,416.0,,6.0,2.0,4.0,,,,
419,PT03M21.00S,2025-01-09T02:34:16.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628464,92.72339027595268,47.05882352941176,1610612740,66,94,2025-01-09T02:34:53Z,4110000,False,-15.0,16.0,1,right,MISS D. Theis putback Layup,[1628464],1610612740.0,NOP,putback,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
420,PT03M20.00S,2025-01-09T02:34:17.0Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612757,66,94,2025-01-09T02:34:46Z,4120000,False,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,419.0,,2.0,2.0,0.0,,,,
421,PT03M16.00S,2025-01-09T02:34:20.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203468,,,1610612757,66,94,2025-01-09T02:34:38Z,4130000,False,,,0,,C. McCollum shooting personal FOUL (2 PF) (Camara 2 FT),"[203468, 1641739]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,2.0,0.0,Camara,1641739.0,,,,,,,,,
423,PT03M16.00S,2025-01-09T02:34:47.9Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1641739,,,1610612757,66,95,2025-01-09T02:34:47Z,4150000,False,,,0,,T. Camara Free Throw 1 of 2 (12 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
424,PT03M16.00S,2025-01-09T02:35:04.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1641739,,,1610612757,66,96,2025-01-09T02:35:04Z,4160000,False,,,0,,T. Camara Free Throw 2 of 2 (13 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
425,PT03M08.00S,2025-01-09T02:35:12.6Z,3,REGULAR,3pt,Jump Shot,[],203468,79.84559789750328,92.15686274509804,1610612740,66,96,2025-01-09T02:35:20Z,4170000,False,211.0,137.0,1,right,MISS C. McCollum 25' step back 3PT,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
426,PT03M01.00S,2025-01-09T02:35:19.6Z,3,REGULAR,rebound,offensive,[],1630527,,,1610612740,66,96,2025-01-09T02:35:20Z,4180000,False,,,0,,B. Boston REBOUND (Off:3 Def:0),[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,425.0,,3.0,0.0,3.0,,,,
427,PT03M01.00S,2025-01-09T02:35:19.4Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630527,94.40999984741211,50.0,1610612740,68,96,2025-01-09T02:35:40Z,4190000,False,0.0,0.0,1,right,B. Boston tip DUNK (2 PTS),[1630527],1610612740.0,NOP,tip,,,Boston,B. Boston,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
428,PT02M50.00S,2025-01-09T02:35:31.0Z,3,REGULAR,turnover,lost ball,[],1630703,,,1610612757,68,96,2025-01-09T02:36:14Z,4200000,False,,,0,,S. Henderson lost ball TURNOVER (4 TO),"[1630703, 1630631]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,4.0,,,,Alvarado,1630631.0,,
429,PT02M50.00S,2025-01-09T02:35:31.0Z,3,REGULAR,steal,,[],1630631,,,1610612740,68,96,2025-01-09T02:35:33Z,4210000,False,,,0,,J. Alvarado STEAL (3 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
430,PT02M42.00S,2025-01-09T02:35:42.0Z,3,REGULAR,foul,personal,[],1641739,,,1610612740,68,96,2025-01-09T02:36:04Z,4220000,False,,,0,,T. Camara personal FOUL (3 PF),"[1641739, 203468]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,3.0,0.0,McCollum,203468.0,,,,,,,,,
