actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
420,PT05M22.00S,2024-12-27T02:32:29.2Z,3,REGULAR,rebound,defensive,[],1642274,,,1610612740,63,83,2024-12-27T02:34:40Z,4110000,False,,,0,,Y. Missi REBOUND (Off:3 Def:6),[1642274],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,Missi,Y. Missi,,,419.0,9.0,6.0,3.0,,,,,,,,,,,,
421,PT05M14.00S,2024-12-27T02:32:35.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,87.33574244415243,95.34313725490196,1610612740,66,83,2024-12-27T02:32:39Z,4120000,False,227.0,67.0,1,right,T. Murphy III 3PT running (19 PTS) (D. Murray 3 AST),"[1630530, 1627749]",1610612740.0,NOP,running,,,,,,Right Corner 3,24+ Right,23.63,Made,Murphy III,T. Murphy III,,,,,,,19.0,D. Murray,1627749.0,3.0,,,,,,,,
423,PT05M13.00S,2024-12-27T02:32:41.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612745,66,83,2024-12-27T02:32:41Z,4140000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M13.00S,2024-12-27T02:35:24.5Z,3,REGULAR,substitution,out,[],203468,,,1610612745,66,83,2024-12-27T02:35:34Z,4150000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
425,PT05M13.00S,2024-12-27T02:35:24.5Z,3,REGULAR,substitution,out,[],1641708,,,1610612745,66,83,2024-12-27T02:35:34Z,4160000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
426,PT05M13.00S,2024-12-27T02:35:24.5Z,3,REGULAR,substitution,out,[],1630578,,,1610612745,66,83,2024-12-27T02:35:34Z,4170000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
427,PT05M13.00S,2024-12-27T02:35:24.5Z,3,REGULAR,substitution,in,[],1641722,,,1610612745,66,83,2024-12-27T02:35:34Z,4180000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,,,,,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,
428,PT05M13.00S,2024-12-27T02:35:24.5Z,3,REGULAR,substitution,in,[],1630256,,,1610612745,66,83,2024-12-27T02:35:34Z,4190000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
429,PT05M13.00S,2024-12-27T02:35:24.5Z,3,REGULAR,substitution,in,[],203500,,,1610612745,66,83,2024-12-27T02:35:34Z,4200000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,
430,PT04M58.00S,2024-12-27T02:36:02.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,9.855453350854134,44.15977328431373,1610612745,66,83,2024-12-27T02:37:46Z,4210000,False,29.0,40.0,1,left,MISS J. Green driving floating Shot - blocked,"[1630224, 1642274]",1610612745.0,HOU,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,4.96,Missed,Green,J. Green,Missi,1642274.0,,,,,,,,,,,,,,,,
431,PT04M58.00S,2024-12-27T02:36:02.4Z,3,REGULAR,block,,[],1642274,,,1610612745,66,83,2024-12-27T02:43:47Z,4220000,False,,,0,,Y. Missi BLOCK (2 BLK),[1642274],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,
432,PT04M56.00S,2024-12-27T02:36:04.4Z,3,REGULAR,rebound,offensive,[],1627832,,,1610612745,66,83,2024-12-27T02:37:46Z,4230000,False,,,0,,F. VanVleet REBOUND (Off:4 Def:2),[1627832],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,VanVleet,F. VanVleet,,,430.0,6.0,2.0,4.0,,,,,,,,,,,,
433,PT04M54.00S,2024-12-27T02:36:06.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,22.946780551905388,8.57843137254902,1610612745,66,86,2024-12-27T02:38:06Z,4240000,False,207.0,163.0,1,left,F. VanVleet 26' 3PT  (25 PTS),[1627832],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,26.37,Made,VanVleet,F. VanVleet,,,,,,,25.0,,,,,,,,,,,
435,PT04M41.00S,2024-12-27T02:36:26.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,89.48751642575559,42.62408088235294,1610612740,66,86,2024-12-27T02:39:01Z,4260000,False,-37.0,46.0,1,right,MISS D. Murray driving Layup,[1627749],1610612740.0,NOP,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.92,Missed,Murray,D. Murray,,,,,,,,,,,,,,,,,,
436,PT04M40.00S,2024-12-27T02:36:27.6Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,66,86,2024-12-27T02:39:07Z,4270000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:4),[1631095],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Smith Jr.,J. Smith Jr.,,,435.0,6.0,4.0,2.0,,,,,,,,,,,,
437,PT04M33.00S,2024-12-27T02:36:30.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630256,10.249671484888296,45.87545955882353,1610612745,66,88,2024-12-27T02:39:33Z,4280000,False,21.0,44.0,1,left,J. Tate running Layup (6 PTS),[1630256],1610612745.0,HOU,running,,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,Tate,J. Tate,,,,,,,6.0,,,,,,,,,,,
438,PT04M14.00S,2024-12-27T02:36:44.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630529,88.78120893561103,47.05882352941176,1610612740,68,88,2024-12-27T02:36:51Z,4290000,False,-15.0,53.0,1,right,H. Jones driving Hook (8 PTS) (J. Hawkins 1 AST),"[1630529, 1641722]",1610612740.0,NOP,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.5,Made,Jones,H. Jones,,,,,,,8.0,J. Hawkins,1641722.0,1.0,,,,,,,,
440,PT04M03.00S,2024-12-27T02:36:56.8Z,3,REGULAR,turnover,lost ball,[],1627832,,,1610612745,68,88,2024-12-27T02:40:16Z,4310000,False,,,0,,F. VanVleet lost ball TURNOVER (2 TO),"[1627832, 1641722]",1610612745.0,HOU,,,,,,,Mid-Range,8-16 Center,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,2.0,Hawkins,1641722.0
441,PT04M03.00S,2024-12-27T02:36:56.8Z,3,REGULAR,steal,,[],1641722,,,1610612740,68,88,2024-12-27T02:37:02Z,4320000,False,,,0,,J. Hawkins STEAL (2 STL),[1641722],1610612740.0,NOP,,,,,,,Mid-Range,8-16 Center,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,
442,PT03M58.00S,2024-12-27T02:37:03.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627749,93.11760840998686,49.26470588235294,1610612740,68,88,2024-12-27T02:41:05Z,4330000,False,-4.0,12.0,1,right,MISS D. Murray running Layup,[1627749],1610612740.0,NOP,running,,,,,,Restricted Area,0-8 Center,1.27,Missed,Murray,D. Murray,,,,,,,,,,,,,,,,,,
443,PT03M55.00S,2024-12-27T02:37:06.1Z,3,REGULAR,rebound,defensive,[],203500,,,1610612745,68,88,2024-12-27T02:41:05Z,4340000,False,,,0,,S. Adams REBOUND (Off:0 Def:4),[203500],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,Adams,S. Adams,,,442.0,4.0,4.0,0.0,,,,,,,,,,,,
444,PT03M43.00S,2024-12-27T02:37:16.9Z,3,REGULAR,2pt,Jump Shot,[],1631095,20.499342969776606,48.67110906862745,1610612745,68,88,2024-12-27T02:41:29Z,4350000,False,7.0,140.0,1,left,MISS J. Smith Jr. 14' Jump Shot,[1631095],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Center,14.04,Missed,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
445,PT03M41.00S,2024-12-27T02:37:18.9Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612740,68,88,2024-12-27T02:41:29Z,4360000,False,,,0,,D. Murray REBOUND (Off:1 Def:2),[1627749],1610612740.0,NOP,,,,,,,Mid-Range,8-16 Center,,,Murray,D. Murray,,,444.0,3.0,2.0,1.0,,,,,,,,,,,,
446,PT03M34.00S,2024-12-27T02:37:26.1Z,3,REGULAR,3pt,Jump Shot,[],1630530,62.43224375821288,42.37898284313726,1610612740,68,88,2024-12-27T02:41:50Z,4370000,False,-38.0,301.0,1,right,MISS T. Murphy III 30' pullup 3PT,[1630530],1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Center,30.3,Missed,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
447,PT03M32.00S,2024-12-27T02:37:28.1Z,3,REGULAR,rebound,defensive,[],203500,,,1610612745,68,88,2024-12-27T02:41:50Z,4380000,False,,,0,,S. Adams REBOUND (Off:0 Def:5),[203500],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,Adams,S. Adams,,,446.0,5.0,5.0,0.0,,,,,,,,,,,,
448,PT03M12.00S,2024-12-27T02:37:48.0Z,3,REGULAR,3pt,Jump Shot,[],1627832,34.855453350854134,71.08226102941177,1610612745,68,88,2024-12-27T02:42:28Z,4390000,False,-105.0,275.0,1,left,MISS F. VanVleet 29' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Left Center,29.46,Missed,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
449,PT03M10.00S,2024-12-27T02:37:50.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,68,88,2024-12-27T02:42:15Z,4400000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,,,,448.0,,,,,,,,,,,,,,,
450,PT03M09.00S,2024-12-27T02:37:56.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630256,,,1610612740,68,88,2024-12-27T02:38:03Z,4410000,False,,,0,,J. Tate loose ball personal FOUL (2 PF) (Hawkins 2 FT),"[1630256, 1641722]",1610612745.0,HOU,loose ball,,,,,,Mid-Range,8-16 Center,,,Tate,J. Tate,,,,,,,,,,,1628485.0,2.0,0.0,Hawkins,1641722.0,,,
452,PT03M09.00S,2024-12-27T02:38:32.1Z,3,REGULAR,freethrow,1 of 2,[],1641722,,,1610612740,69,88,2024-12-27T02:38:32Z,4430000,False,,,0,,J. Hawkins Free Throw 1 of 2 (3 PTS),[1641722],1610612740.0,NOP,,,,,,,,,,Made,Hawkins,J. Hawkins,,,,,,,3.0,,,,,,,,,,,
453,PT03M09.00S,2024-12-27T02:38:33.6Z,3,REGULAR,substitution,out,[],1630529,,,1610612740,69,88,2024-12-27T02:38:43Z,4440000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,,,,,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,
454,PT03M09.00S,2024-12-27T02:38:33.6Z,3,REGULAR,substitution,out,[],1627749,,,1610612740,69,88,2024-12-27T02:38:43Z,4450000,False,,,0,,SUB out: D. Murray,[1627749],1610612740.0,NOP,,,,,,,,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,
455,PT03M09.00S,2024-12-27T02:38:33.6Z,3,REGULAR,substitution,out,[],1642274,,,1610612740,69,88,2024-12-27T02:38:43Z,4460000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,,,,,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,
456,PT03M09.00S,2024-12-27T02:38:33.6Z,3,REGULAR,substitution,in,[],203468,,,1610612740,69,88,2024-12-27T02:38:43Z,4470000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
457,PT03M09.00S,2024-12-27T02:38:33.6Z,3,REGULAR,substitution,in,[],1628464,,,1610612740,69,88,2024-12-27T02:38:43Z,4480000,False,,,0,,SUB in: D. Theis,[1628464],1610612740.0,NOP,,,,,,,,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,
458,PT03M09.00S,2024-12-27T02:38:33.6Z,3,REGULAR,substitution,in,[],1629750,,,1610612740,69,88,2024-12-27T02:38:43Z,4490000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
459,PT03M09.00S,2024-12-27T02:38:48.6Z,3,REGULAR,substitution,out,[],1631095,,,1610612740,69,88,2024-12-27T02:38:51Z,4500000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
460,PT03M09.00S,2024-12-27T02:38:48.6Z,3,REGULAR,substitution,in,[],1641715,,,1610612740,69,88,2024-12-27T02:38:51Z,4510000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,,,,,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,
461,PT03M09.00S,2024-12-27T02:38:57.2Z,3,REGULAR,freethrow,2 of 2,[],1641722,,,1610612740,70,88,2024-12-27T02:38:57Z,4520000,False,,,0,,J. Hawkins Free Throw 2 of 2 (4 PTS),[1641722],1610612740.0,NOP,,,,,,,,,,Made,Hawkins,J. Hawkins,,,,,,,4.0,,,,,,,,,,,
462,PT02M58.00S,2024-12-27T02:39:08.4Z,3,REGULAR,3pt,Jump Shot,[],1630224,27.94021024967148,15.441176470588236,1610612745,70,91,2024-12-27T02:39:13Z,4530000,False,173.0,210.0,1,left,J. Green 27' 3PT pullup (30 PTS),[1630224],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Right Center,27.2,Made,Green,J. Green,,,,,,,30.0,,,,,,,,,,,
463,PT02M48.00S,2024-12-27T02:39:25.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627832,,,1610612740,70,91,2024-12-27T02:39:30Z,4540000,False,,,0,,F. VanVleet personal FOUL (2 PF) (McCollum 2 FT),"[1627832, 203468]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,VanVleet,F. VanVleet,,,,,,,,,,,1628485.0,2.0,0.0,McCollum,203468.0,,,
465,PT02M48.00S,2024-12-27T02:39:48.1Z,3,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,70,91,2024-12-27T02:39:48Z,4560000,False,,,0,,MISS C. McCollum Free Throw 1 of 2,[203468],1610612740.0,NOP,,,,,,,,,,Missed,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
466,PT02M48.00S,2024-12-27T02:39:48.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,70,91,2024-12-27T02:39:48Z,4570000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,
467,PT02M48.00S,2024-12-27T02:40:00.9Z,3,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,71,91,2024-12-27T02:40:00Z,4580000,False,,,0,,C. McCollum Free Throw 2 of 2 (13 PTS),[203468],1610612740.0,NOP,,,,,,,,,,Made,McCollum,C. McCollum,,,,,,,13.0,,,,,,,,,,,
468,PT02M35.00S,2024-12-27T02:40:16.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,16.770696452036795,37.254901960784316,1610612745,71,91,2024-12-27T02:44:12Z,4590000,False,64.0,105.0,1,left,MISS J. Green 12' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,,,,In The Paint (Non-RA),8-16 Right,12.29,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,
469,PT02M33.00S,2024-12-27T02:40:18.4Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612740,71,91,2024-12-27T02:44:16Z,4600000,False,,,0,,J. Green REBOUND (Off:2 Def:2),[1629750],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Right,,,Green,J. Green,,,468.0,4.0,2.0,2.0,,,,,,,,,,,,
470,PT02M22.00S,2024-12-27T02:40:29.1Z,3,REGULAR,turnover,bad pass,[],1629750,,,1610612740,71,91,2024-12-27T02:44:36Z,4610000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1629750, 1627832]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,Green,J. Green,,,,,,,,,,,,,,,,1.0,VanVleet,1627832.0
471,PT02M22.00S,2024-12-27T02:40:29.1Z,3,REGULAR,steal,,[],1627832,,,1610612745,71,91,2024-12-27T02:40:30Z,4620000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
475,PT02M13.00S,2024-12-27T02:40:38.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641715,31.750985545335087,13.970588235294118,1610612745,71,91,2024-12-27T02:44:55Z,4660000,False,180.0,246.0,1,left,MISS C. Whitmore 30' 3PT,[1641715],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,30.49,Missed,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,
476,PT02M09.00S,2024-12-27T02:40:42.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,71,91,2024-12-27T02:44:55Z,4670000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,,,,475.0,,,,,,,,,,,,,,,
477,PT02M09.00S,2024-12-27T02:40:44.2Z,3,REGULAR,foul,personal,[],1628464,,,1610612745,71,91,2024-12-27T02:40:54Z,4680000,False,,,0,,D. Theis loose ball personal FOUL (2 PF),"[1628464, 203500]",1610612740.0,NOP,loose ball,,,,,,Restricted Area,0-8 Center,,,Theis,D. Theis,,,,,,,,,,,1628485.0,2.0,0.0,Adams,203500.0,,,
479,PT02M09.00S,2024-12-27T02:40:57.4Z,3,REGULAR,substitution,out,[],1627832,,,1610612745,71,91,2024-12-27T02:41:10Z,4700000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,,,,,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
480,PT02M09.00S,2024-12-27T02:40:57.4Z,3,REGULAR,substitution,out,[],203500,,,1610612745,71,91,2024-12-27T02:41:10Z,4710000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,
481,PT02M09.00S,2024-12-27T02:40:57.4Z,3,REGULAR,substitution,in,[],1630578,,,1610612745,71,91,2024-12-27T02:41:10Z,4720000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
482,PT02M09.00S,2024-12-27T02:40:57.4Z,3,REGULAR,substitution,in,[],1641708,,,1610612745,71,91,2024-12-27T02:41:10Z,4730000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
483,PT01M55.00S,2024-12-27T02:41:28.4Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1641715,12.040078843626807,9.558823529411764,1610612745,71,93,2024-12-27T02:42:58Z,4740000,False,202.0,61.0,1,left,C. Whitmore 21' pullup Jump Shot (9 PTS) (A. Thompson 3 AST),"[1641715, 1641708]",1610612745.0,HOU,pullup,,,,,,Mid-Range,16-24 Right,21.11,Made,Whitmore,C. Whitmore,,,,,,,9.0,A. Thompson,1641708.0,3.0,,,,,,,,
484,PT01M42.00S,2024-12-27T02:41:43.6Z,3,REGULAR,2pt,Jump Shot,[],203468,74.77003942181341,61.49280024509804,1610612740,71,93,2024-12-27T02:45:38Z,4750000,False,57.0,185.0,1,right,MISS C. McCollum 19' step back Shot,[203468],1610612740.0,NOP,step back,,,,,,Mid-Range,16-24 Center,19.34,Missed,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
485,PT01M40.00S,2024-12-27T02:41:45.6Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,71,93,2024-12-27T02:45:35Z,4760000,False,,,0,,A. Sengun REBOUND (Off:3 Def:10),[1630578],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Center,,,Sengun,A. Sengun,,,484.0,13.0,10.0,3.0,,,,,,,,,,,,
486,PT01M34.00S,2024-12-27T02:41:51.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641715,11.038107752956634,57.60952818627451,1610612745,71,93,2024-12-27T02:46:24Z,4770000,False,-38.0,51.0,1,left,MISS C. Whitmore 6' running Layup,[1641715],1610612745.0,HOU,running,,,,,,In The Paint (Non-RA),0-8 Center,6.38,Missed,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,
487,PT01M32.00S,2024-12-27T02:41:53.8Z,3,REGULAR,rebound,offensive,[],1641708,,,1610612745,71,93,2024-12-27T02:46:16Z,4780000,False,,,0,,A. Thompson REBOUND (Off:5 Def:4),[1641708],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Thompson,A. Thompson,,,486.0,9.0,4.0,5.0,,,,,,,,,,,,
488,PT01M32.00S,2024-12-27T02:41:55.7Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1641708,5.590000152587891,50.0,1610612745,71,95,2024-12-27T02:47:07Z,4790000,False,0.0,0.0,1,left,A. Thompson tip DUNK (7 PTS),[1641708],1610612745.0,HOU,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,Thompson,A. Thompson,,,,,,,7.0,,,,,,,,,,,
490,PT01M19.00S,2024-12-27T02:42:13.0Z,3,REGULAR,turnover,bad pass,[],1628464,,,1610612740,71,95,2024-12-27T02:42:20Z,4795000,False,,,0,,D. Theis bad pass TURNOVER (1 TO),"[1628464, 1641715]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,Theis,D. Theis,,,,,,,,,,,,,,,,1.0,Whitmore,1641715.0
491,PT01M19.00S,2024-12-27T02:42:13.0Z,3,REGULAR,steal,,[],1641715,,,1610612745,71,95,2024-12-27T02:42:14Z,4797500,False,,,0,,C. Whitmore STEAL (1 STL),[1641715],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,
513,PT01M16.00S,2024-12-27T02:42:39.5Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641715,7.145203679369246,50.98039215686275,1610612745,71,97,2024-12-27T02:48:06Z,4813750,False,-5.0,15.0,1,left,C. Whitmore running DUNK (11 PTS),[1641715],1610612745.0,HOU,running,,,,,,Restricted Area,0-8 Center,1.55,Made,Whitmore,C. Whitmore,,,,,,,11.0,,,,,,,,,,,
493,PT01M16.00S,2024-12-27T02:43:06.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612740,71,97,2024-12-27T02:48:06Z,4830000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT01M07.00S,2024-12-27T02:43:49.5Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1630224,,,1610612740,71,97,2024-12-27T02:43:57Z,4840000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Hawkins 3 FT),"[1630224, 1641722]",1610612745.0,HOU,shooting,,,,,,Above the Break 3,24+ Left Center,,,Green,J. Green,,,,,,,,,,,1628485.0,1.0,0.0,Hawkins,1641722.0,,,
497,PT01M07.00S,2024-12-27T02:44:12.0Z,3,REGULAR,freethrow,1 of 3,[],1641722,,,1610612740,71,97,2024-12-27T02:44:12Z,4860000,False,,,0,,MISS J. Hawkins Free Throw 1 of 3,[1641722],1610612740.0,NOP,,,,,,,,,,Missed,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,
498,PT01M07.00S,2024-12-27T02:44:12.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,71,97,2024-12-27T02:44:12Z,4870000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,497.0,,,,,,,,,,,,,,,
499,PT01M07.00S,2024-12-27T02:44:22.9Z,3,REGULAR,freethrow,2 of 3,[],1641722,,,1610612740,71,97,2024-12-27T02:44:22Z,4880000,False,,,0,,MISS J. Hawkins Free Throw 2 of 3,[1641722],1610612740.0,NOP,,,,,,,,,,Missed,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,
500,PT01M07.00S,2024-12-27T02:44:22.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,71,97,2024-12-27T02:44:22Z,4890000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,
501,PT01M07.00S,2024-12-27T02:44:34.0Z,3,REGULAR,freethrow,3 of 3,[],1641722,,,1610612740,72,97,2024-12-27T02:44:34Z,4900000,False,,,0,,J. Hawkins Free Throw 3 of 3 (5 PTS),[1641722],1610612740.0,NOP,,,,,,,,,,Made,Hawkins,J. Hawkins,,,,,,,5.0,,,,,,,,,,,
502,PT00M52.50S,2024-12-27T02:44:50.5Z,3,REGULAR,3pt,Jump Shot,[],1641715,13.61695137976347,3.1862745098039214,1610612745,72,100,2024-12-27T02:48:52Z,4910000,False,234.0,75.0,1,left,C. Whitmore 24' 3PT  (14 PTS) (A. Sengun 6 AST),"[1641715, 1630578]",1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,24.6,Made,Whitmore,C. Whitmore,,,,,,,14.0,A. Sengun,1630578.0,6.0,,,,,,,,
504,PT00M44.70S,2024-12-27T02:45:04.5Z,3,REGULAR,turnover,out-of-bounds,[],203468,,,1610612740,72,100,2024-12-27T02:45:14Z,4930000,False,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (1 TO),[203468],1610612740.0,NOP,bad pass,,,,,,In The Paint (Non-RA),8-16 Left,,,McCollum,C. McCollum,,,,,,,,,,,101283.0,,,,,1.0,,
505,PT00M32.80S,2024-12-27T02:45:21.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630224,29.122864651773984,25.735294117647058,1610612745,72,100,2024-12-27T02:49:34Z,4940000,False,121.0,221.0,1,left,MISS J. Green 25' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Right Center,25.24,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,
