actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
419,PT02M33.00S,2024-11-16T02:38:44.0Z,3,REGULAR,substitution,out,[],1627750,,,1610612740,72,67,2024-11-16T02:39:19Z,4150000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,
420,PT02M33.00S,2024-11-16T02:38:44.0Z,3,REGULAR,substitution,in,[],1642274,,,1610612740,72,67,2024-11-16T02:39:19Z,4160000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,,,,,,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,
421,PT02M33.00S,2024-11-16T02:38:44.0Z,3,REGULAR,substitution,in,[],201566,,,1610612740,72,67,2024-11-16T02:39:19Z,4170000,False,,,0,,SUB in: R. Westbrook,[201566],1610612743.0,DEN,,,,,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,
422,PT02M24.00S,2024-11-16T02:39:37.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627742,12.697109067017081,61.029411764705884,1610612740,72,67,2024-11-16T02:39:56Z,4180000,False,-55.0,67.0,1,left,MISS B. Ingram 8' pullup bank Shot,[1627742],1610612740.0,NOP,pullup bank,,,,,,In The Paint (Non-RA),8-16 Left,8.67,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
423,PT02M24.00S,2024-11-16T02:39:37.4Z,3,REGULAR,rebound,offensive,[],1630526,,,1610612740,72,67,2024-11-16T02:40:29Z,4190000,False,,,0,,J. Robinson-Earl REBOUND (Off:3 Def:3),[1630526],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,422.0,6.0,3.0,3.0,,,,,,,,
426,PT02M24.00S,2024-11-16T02:40:07.4Z,3,REGULAR,foul,personal,['2freethrow'],201566,,,1610612740,72,67,2024-11-16T02:40:16Z,4220000,False,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Robinson-Earl 2 FT),"[201566, 1630526]",1610612743.0,DEN,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,Westbrook,R. Westbrook,,,,,,,,,,,202026.0,1.0,0.0,Robinson-Earl,1630526.0,,,
428,PT02M24.00S,2024-11-16T02:40:17.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630526,,,1610612740,73,67,2024-11-16T02:40:17Z,4240000,False,,,0,,J. Robinson-Earl Free Throw 1 of 2 (5 PTS),[1630526],1610612740.0,NOP,,,,,,,,,,Made,5.0,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,
429,PT02M24.00S,2024-11-16T02:40:30.5Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630526,,,1610612740,74,67,2024-11-16T02:40:30Z,4250000,False,,,0,,J. Robinson-Earl Free Throw 2 of 2 (6 PTS),[1630526],1610612740.0,NOP,,,,,,,,,,Made,6.0,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,
430,PT02M09.00S,2024-11-16T02:40:46.5Z,3,REGULAR,3pt,Jump Shot,[],1631124,66.83639947437582,43.13725490196079,1610612743,74,67,2024-11-16T02:40:52Z,4260000,False,-34.0,259.0,1,right,MISS J. Strawther 26' step back 3PT,[1631124],1610612743.0,DEN,step back,,,,,,Above the Break 3,24+ Center,26.15,Missed,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,
431,PT02M05.00S,2024-11-16T02:40:50.5Z,3,REGULAR,rebound,offensive,[],1631128,,,1610612743,74,67,2024-11-16T02:40:52Z,4270000,False,,,0,,C. Braun REBOUND (Off:1 Def:3),[1631128],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,,Braun,C. Braun,,,,,,,430.0,4.0,3.0,1.0,,,,,,,,
432,PT01M58.00S,2024-11-16T02:40:57.0Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628427,91.01511169513797,51.71568627450981,1610612743,74,69,2024-11-16T02:41:03Z,4280000,False,9.0,32.0,1,right,V. Čančar driving Hook (2 PTS) (C. Braun 3 AST),"[1628427, 1631128]",1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,3.31,Made,2.0,Čančar,V. Čančar,C. Braun,1631128.0,3.0,,,,,,,,,,,,,,,
434,PT01M43.00S,2024-11-16T02:41:13.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631288,6.258212877792378,53.67647058823529,1610612740,76,69,2024-11-16T02:41:18Z,4300000,False,-18.0,6.0,1,left,J. Cain cutting Layup (2 PTS) (J. Nowell 2 AST),"[1631288, 1629669]",1610612740.0,NOP,cutting,,,,,,Restricted Area,0-8 Center,1.94,Made,2.0,Cain,J. Cain,J. Nowell,1629669.0,2.0,,,,,,,,,,,,,,,
436,PT01M43.00S,2024-11-16T02:41:16.2Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631124,,,1610612740,76,69,2024-11-16T02:41:24Z,4320000,False,,,0,,J. Strawther shooting personal FOUL (1 PF) (Cain 1 FT),"[1631124, 1631288]",1610612743.0,DEN,shooting,,,,,,Restricted Area,0-8 Center,,,,Strawther,J. Strawther,,,,,,,,,,,202049.0,1.0,0.0,Cain,1631288.0,,,
438,PT01M43.00S,2024-11-16T02:41:48.8Z,3,REGULAR,freethrow,1 of 1,[],1631288,,,1610612740,76,69,2024-11-16T02:41:55Z,4340000,False,,,0,,MISS J. Cain Free Throw 1 of 1,[1631288],1610612740.0,NOP,,,,,,,,,,Missed,,Cain,J. Cain,,,,,,,,,,,,,,,,,,
439,PT01M42.00S,2024-11-16T02:41:49.8Z,3,REGULAR,rebound,offensive,[],1642274,,,1610612740,76,69,2024-11-16T02:48:42Z,4350000,False,,,0,,Y. Missi REBOUND (Off:4 Def:5),[1642274],1610612740.0,NOP,,,,,,,,,,,,Missi,Y. Missi,,,,,,,438.0,9.0,5.0,4.0,,,,,,,,
463,PT01M42.00S,2024-11-16T02:41:55.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642274,11.957950065703022,47.32689950980392,1610612740,76,69,2024-11-16T02:45:50Z,4355000,False,13.0,60.0,1,left,MISS Y. Missi 6' tip Layup,[1642274],1610612740.0,NOP,tip,,,,,,In The Paint (Non-RA),0-8 Center,6.14,Missed,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,
464,PT01M42.00S,2024-11-16T02:41:55.4Z,3,REGULAR,rebound,defensive,[],1628427,,,1610612743,76,69,2024-11-16T02:45:50Z,4357500,False,,,0,,V. Čančar REBOUND (Off:0 Def:1),[1628427],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Čančar,V. Čančar,,,,,,,463.0,1.0,1.0,0.0,,,,,,,,
440,PT01M32.00S,2024-11-16T02:42:02.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630526,,,1610612743,76,69,2024-11-16T02:52:50Z,4360000,False,,,0,,J. Robinson-Earl personal FOUL (1 PF) (Watson 2 FT),"[1630526, 1631212]",1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,202049.0,1.0,0.0,Watson,1631212.0,,,
443,PT01M32.00S,2024-11-16T02:42:30.1Z,3,REGULAR,freethrow,1 of 2,[],1631212,,,1610612743,76,69,2024-11-16T02:53:23Z,4390000,False,,,0,,MISS P. Watson Free Throw 1 of 2,[1631212],1610612743.0,DEN,,,,,,,,,,Missed,,Watson,P. Watson,,,,,,,,,,,,,,,,,,
444,PT01M32.00S,2024-11-16T02:42:30.1Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612743,76,69,2024-11-16T02:53:23Z,4400000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,443.0,,,,,,,,,,,
445,PT01M32.00S,2024-11-16T02:42:31.3Z,3,REGULAR,substitution,out,[],1631128,,,1610612743,76,69,2024-11-16T02:42:36Z,4410000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,,,,,,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,
446,PT01M32.00S,2024-11-16T02:42:31.3Z,3,REGULAR,substitution,in,[],1627750,,,1610612743,76,69,2024-11-16T02:42:36Z,4420000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,
447,PT01M32.00S,2024-11-16T02:42:30.1Z,3,REGULAR,freethrow,2 of 2,[],1631212,,,1610612743,76,70,2024-11-16T02:53:23Z,4430000,False,,,0,,P. Watson Free Throw 2 of 2 (14 PTS),[1631212],1610612743.0,DEN,,,,,,,,,,Made,14.0,Watson,P. Watson,,,,,,,,,,,,,,,,,,
448,PT01M14.00S,2024-11-16T02:43:11.3Z,3,REGULAR,2pt,Jump Shot,[],1627742,21.23850197109067,64.95098039215686,1610612740,76,70,2024-11-16T02:43:55Z,4440000,False,-75.0,147.0,1,left,MISS B. Ingram 16' Jump Shot,[1627742],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Left Center,16.5,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
449,PT01M14.00S,2024-11-16T02:43:11.3Z,3,REGULAR,rebound,offensive,[],1629669,,,1610612740,76,70,2024-11-16T02:58:14Z,4450000,False,,,0,,J. Nowell REBOUND (Off:2 Def:1),[1629669],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Left Center,,,,Nowell,J. Nowell,,,,,,,448.0,3.0,1.0,2.0,,,,,,,,
450,PT00M59.70S,2024-11-16T02:43:28.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627742,10.463206307490145,20.098039215686274,1610612740,78,70,2024-11-16T02:43:35Z,4460000,False,150.0,46.0,1,left,B. Ingram 15' fadeaway Jump Shot (25 PTS),[1627742],1610612740.0,NOP,fadeaway,,,,,,Mid-Range,8-16 Right,15.64,Made,25.0,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
451,PT00M43.20S,2024-11-16T02:43:48.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,93.51182654402102,55.88235294117647,1610612743,78,72,2024-11-16T02:43:54Z,4470000,False,29.0,8.0,1,right,P. Watson cutting Layup (16 PTS) (R. Westbrook 4 AST),"[1631212, 201566]",1610612743.0,DEN,cutting,,,,,,Restricted Area,0-8 Center,3.06,Made,16.0,Watson,P. Watson,R. Westbrook,201566.0,4.0,,,,,,,,,,,,,,,
453,PT00M33.40S,2024-11-16T02:44:03.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,8.229303547963205,47.794117647058826,1610612740,78,72,2024-11-16T02:54:07Z,4490000,False,11.0,25.0,1,left,MISS B. Ingram Layup,[1627742],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,2.72,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
454,PT00M32.20S,2024-11-16T02:44:04.7Z,3,REGULAR,rebound,offensive,[],1642274,,,1610612740,78,72,2024-11-16T02:54:07Z,4500000,False,,,0,,Y. Missi REBOUND (Off:5 Def:5),[1642274],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Missi,Y. Missi,,,,,,,453.0,10.0,5.0,5.0,,,,,,,,
455,PT00M31.20S,2024-11-16T02:44:10.3Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1642274,5.590000152587891,50.0,1610612740,78,72,2024-11-16T02:54:18Z,4510000,False,0.0,0.0,1,left,MISS Y. Missi putback DUNK,[1642274],1610612740.0,NOP,putback,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,
456,PT00M29.20S,2024-11-16T02:44:12.3Z,3,REGULAR,rebound,defensive,[],201566,,,1610612743,78,72,2024-11-16T02:54:18Z,4520000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,Westbrook,R. Westbrook,,,,,,,455.0,1.0,1.0,0.0,,,,,,,,
457,PT00M26.50S,2024-11-16T02:44:15.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631124,92.85479632063075,49.26470588235294,1610612743,78,72,2024-11-16T02:54:40Z,4530000,False,-4.0,15.0,1,right,MISS J. Strawther running Layup,[1631124],1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,1.52,Missed,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,
458,PT00M24.00S,2024-11-16T02:44:17.5Z,3,REGULAR,rebound,defensive,[],1642274,,,1610612740,78,72,2024-11-16T02:54:50Z,4540000,False,,,0,,Y. Missi REBOUND (Off:5 Def:6),[1642274],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Missi,Y. Missi,,,,,,,457.0,11.0,6.0,5.0,,,,,,,,
459,PT00M00.60S,2024-11-16T02:44:33.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,8.754927726675426,47.30392156862745,1610612740,78,72,2024-11-16T02:55:18Z,4550000,False,13.0,30.0,1,left,MISS B. Ingram driving Layup - blocked,"[1627742, 1628427]",1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,3.27,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,Čančar,1628427.0,
460,PT00M00.60S,2024-11-16T02:44:33.0Z,3,REGULAR,block,,[],1628427,,,1610612740,78,72,2024-11-16T02:44:35Z,4560000,False,,,0,,V. Čančar BLOCK (1 BLK),[1628427],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,Čančar,V. Čančar,,,,,,,,,,,,,,,,,,
461,PT00M00.60S,2024-11-16T02:44:33.0Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,78,72,2024-11-16T02:44:37Z,4570000,False,,,0,,J. Murray REBOUND (Off:0 Def:3),[1627750],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,Murray,J. Murray,,,,,,,459.0,3.0,3.0,0.0,,,,,,,,
462,PT00M00.00S,2024-11-16T02:44:44.9Z,3,REGULAR,period,end,[],0,,,1610612743,78,72,2024-11-16T02:44:44Z,4580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2024-11-16T02:45:56.6Z,4,REGULAR,substitution,out,['startperiod'],1627742,,,1610612743,78,72,2024-11-16T02:47:05Z,4590000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,,,,,,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2024-11-16T02:45:56.6Z,4,REGULAR,substitution,out,['startperiod'],1642274,,,1610612743,78,72,2024-11-16T02:47:05Z,4600000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,,,,,,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2024-11-16T02:45:56.6Z,4,REGULAR,substitution,out,['startperiod'],1630526,,,1610612743,78,72,2024-11-16T02:47:05Z,4610000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,,,,,,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2024-11-16T02:45:56.6Z,4,REGULAR,substitution,out,['startperiod'],1631124,,,1610612743,78,72,2024-11-16T02:47:05Z,4620000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,,,,,,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2024-11-16T02:45:56.6Z,4,REGULAR,substitution,out,['startperiod'],1631212,,,1610612743,78,72,2024-11-16T02:47:05Z,4630000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2024-11-16T02:45:56.6Z,4,REGULAR,substitution,in,['startperiod'],1630527,,,1610612743,78,72,2024-11-16T02:47:05Z,4640000,False,,,0,,SUB in: B. Boston Jr.,[1630527],1610612740.0,NOP,,,,,,,,,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2024-11-16T02:45:56.6Z,4,REGULAR,substitution,in,['startperiod'],1630530,,,1610612743,78,72,2024-11-16T02:47:05Z,4650000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2024-11-16T02:45:56.6Z,4,REGULAR,substitution,in,['startperiod'],1641998,,,1610612743,78,72,2024-11-16T02:47:05Z,4660000,False,,,0,,SUB in: T. Jemison III,[1641998],1610612740.0,NOP,,,,,,,,,,,,Jemison III,T. Jemison III,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2024-11-16T02:45:56.6Z,4,REGULAR,substitution,in,['startperiod'],1629008,,,1610612743,78,72,2024-11-16T02:47:05Z,4670000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,,,,,,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2024-11-16T02:45:56.6Z,4,REGULAR,substitution,in,['startperiod'],1641816,,,1610612743,78,72,2024-11-16T02:47:05Z,4680000,False,,,0,,SUB in: H. Tyson,[1641816],1610612743.0,DEN,,,,,,,,,,,,Tyson,H. Tyson,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2024-11-16T02:47:16.0Z,4,REGULAR,period,start,[],0,,,1610612743,78,72,2024-11-16T02:47:16Z,4690000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT11M50.00S,2024-11-16T02:47:30.5Z,4,REGULAR,foul,personal,[],1630530,,,1610612743,78,72,2024-11-16T02:47:56Z,4700000,False,,,0,,T. Murphy III personal FOUL (2 PF),"[1630530, 1629008]",1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Murphy III,T. Murphy III,,,,,,,,,,,1628954.0,2.0,0.0,Porter Jr.,1629008.0,,,
478,PT11M43.00S,2024-11-16T02:47:51.4Z,4,REGULAR,3pt,Jump Shot,[],201566,95.6143232588699,3.431372549019608,1610612743,78,72,2024-11-16T02:47:59Z,4720000,False,-233.0,-11.0,1,right,MISS R. Westbrook 3PT,[201566],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,23.31,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,
479,PT11M39.00S,2024-11-16T02:47:54.5Z,4,REGULAR,rebound,offensive,[],1628427,,,1610612743,78,72,2024-11-16T02:47:54Z,4730000,False,,,0,,V. Čančar REBOUND (Off:1 Def:1),[1628427],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,,,,Čančar,V. Čančar,,,,,,,478.0,2.0,1.0,1.0,,,,,,,,
480,PT11M37.00S,2024-11-16T02:47:57.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641816,93.9060446780552,96.32352941176471,1610612743,78,72,2024-11-16T02:48:09Z,4740000,False,232.0,5.0,1,right,MISS H. Tyson 3PT,[1641816],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,23.16,Missed,,Tyson,H. Tyson,,,,,,,,,,,,,,,,,,
481,PT11M33.00S,2024-11-16T02:48:01.5Z,4,REGULAR,rebound,defensive,[],1629669,,,1610612740,78,72,2024-11-16T02:48:09Z,4750000,False,,,0,,J. Nowell REBOUND (Off:2 Def:2),[1629669],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,,Nowell,J. Nowell,,,,,,,480.0,4.0,2.0,2.0,,,,,,,,
482,PT11M27.00S,2024-11-16T02:48:07.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630527,7.835085413929041,47.05882352941176,1610612740,80,72,2024-11-16T02:48:13Z,4760000,False,15.0,21.0,1,left,B. Boston Jr. running Layup (16 PTS),[1630527],1610612740.0,NOP,running,,,,,,Restricted Area,0-8 Center,2.57,Made,16.0,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,
483,PT11M14.00S,2024-11-16T02:48:21.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,90.3580814717477,47.549019607843135,1610612743,80,74,2024-11-16T02:58:21Z,4770000,False,-12.0,38.0,1,right,J. Murray driving finger roll Layup (9 PTS),[1627750],1610612743.0,DEN,driving finger roll,,,,,,Restricted Area,0-8 Center,4.0,Made,9.0,Murray,J. Murray,,,,,,,,,,,,,,,,,,
484,PT10M49.00S,2024-11-16T02:48:47.4Z,4,REGULAR,turnover,out-of-bounds,[],1630527,,,1610612740,80,74,2024-11-16T02:48:56Z,4780000,False,,,0,,B. Boston Jr. bad pass out-of-bounds TURNOVER (1 TO),[1630527],1610612740.0,NOP,bad pass,,,,,,Mid-Range,16-24 Right Center,,,,Boston Jr.,B. Boston Jr.,,,,1.0,,,,,,,1628954.0,,,,,,,
485,PT10M34.00S,2024-11-16T02:49:11.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641816,74.72076215505913,84.80392156862744,1610612743,80,74,2024-11-16T02:49:15Z,4790000,False,174.0,185.0,1,right,MISS H. Tyson 25' 3PT,[1641816],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,Tyson,H. Tyson,,,,,,,,,,,,,,,,,,
486,PT10M31.00S,2024-11-16T02:49:14.4Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,80,74,2024-11-16T02:49:15Z,4800000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:6),[1630530],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,,Murphy III,T. Murphy III,,,,,,,485.0,7.0,6.0,1.0,,,,,,,,
487,PT10M20.00S,2024-11-16T02:49:25.2Z,4,REGULAR,3pt,Jump Shot,[],1629669,8.754927726675426,97.54901960784314,1610612740,83,74,2024-11-16T02:49:30Z,4810000,False,-238.0,30.0,1,left,J. Nowell 3PT  (6 PTS) (T. Murphy III 3 AST),"[1629669, 1630530]",1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,23.96,Made,6.0,Nowell,J. Nowell,T. Murphy III,1630530.0,3.0,,,,,,,,,,,,,,,
489,PT10M18.00S,2024-11-16T02:49:32.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,83,74,2024-11-16T02:49:32Z,4830000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT10M18.00S,2024-11-16T02:51:41.3Z,4,REGULAR,substitution,out,[],1641816,,,1610612743,83,74,2024-11-16T02:52:03Z,4840000,False,,,0,,SUB out: H. Tyson,[1641816],1610612743.0,DEN,,,,,,,,,,,,Tyson,H. Tyson,,,,,,,,,,,,,,,,,,
491,PT10M18.00S,2024-11-16T02:51:41.3Z,4,REGULAR,substitution,in,[],203967,,,1610612743,83,74,2024-11-16T02:52:03Z,4850000,False,,,0,,SUB in: D. Šarić,[203967],1610612743.0,DEN,,,,,,,,,,,,Šarić,D. Šarić,,,,,,,,,,,,,,,,,,
492,PT09M57.00S,2024-11-16T02:52:43.1Z,4,REGULAR,3pt,Jump Shot,[],201566,95.0886990801577,4.166666666666666,1610612743,83,74,2024-11-16T02:52:48Z,4860000,False,-229.0,-6.0,1,right,MISS R. Westbrook 3PT,[201566],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,22.93,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,
493,PT09M57.00S,2024-11-16T02:52:47.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,83,74,2024-11-16T02:52:47Z,4870000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,492.0,,,,,,,,,,,
494,PT09M57.00S,2024-11-16T02:52:48.3Z,4,REGULAR,foul,personal,[],1641998,,,1610612743,83,74,2024-11-16T02:52:57Z,4880000,False,,,0,,T. Jemison III loose ball personal FOUL (3 PF),"[1641998, 203967]",1610612740.0,NOP,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jemison III,T. Jemison III,,,,,,,,,,,1628954.0,3.0,0.0,Šarić,203967.0,,,
496,PT09M48.00S,2024-11-16T02:53:10.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203967,92.46057818659659,52.94117647058824,1610612743,83,76,2024-11-16T02:53:14Z,4900000,False,15.0,18.0,1,right,D. Šarić cutting Layup (9 PTS) (R. Westbrook 5 AST),"[203967, 201566]",1610612743.0,DEN,cutting,,,,,,Restricted Area,0-8 Center,2.36,Made,9.0,Šarić,D. Šarić,R. Westbrook,201566.0,5.0,,,,,,,,,,,,,,,
498,PT09M27.00S,2024-11-16T02:53:32.1Z,4,REGULAR,foul,personal,['2freethrow'],201566,,,1610612740,83,76,2024-11-16T02:53:41Z,4920000,False,,,0,,R. Westbrook shooting personal FOUL (2 PF) (Nowell 2 FT),"[201566, 1629669]",1610612743.0,DEN,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Westbrook,R. Westbrook,,,,,,,,,,,202026.0,2.0,0.0,Nowell,1629669.0,,,
500,PT09M27.00S,2024-11-16T02:54:03.2Z,4,REGULAR,freethrow,1 of 2,[],1629669,,,1610612740,84,76,2024-11-16T02:54:21Z,4940000,False,,,0,,J. Nowell Free Throw 1 of 2 (7 PTS),[1629669],1610612740.0,NOP,,,,,,,,,,Made,7.0,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,
501,PT09M27.00S,2024-11-16T02:54:03.2Z,4,REGULAR,freethrow,2 of 2,[],1629669,,,1610612740,84,76,2024-11-16T02:54:21Z,4950000,False,,,0,,MISS J. Nowell Free Throw 2 of 2,[1629669],1610612740.0,NOP,,,,,,,,,,Missed,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,
502,PT09M24.00S,2024-11-16T02:54:06.2Z,4,REGULAR,rebound,defensive,[],1627750,,,1610612743,84,76,2024-11-16T02:54:21Z,4960000,False,,,0,,J. Murray REBOUND (Off:0 Def:4),[1627750],1610612743.0,DEN,,,,,,,,,,,,Murray,J. Murray,,,,,,,501.0,4.0,4.0,0.0,,,,,,,,
503,PT09M18.00S,2024-11-16T02:54:24.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628427,92.59198423127464,53.18627450980392,1610612743,84,76,2024-11-16T02:54:32Z,4970000,False,16.0,17.0,1,right,MISS V. Čančar running Layup,[1628427],1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,2.33,Missed,,Čančar,V. Čančar,,,,,,,,,,,,,,,,,,
