actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
334,PT11M13.00S,2023-11-02T01:23:33.0Z,3,REGULAR,foul,personal,[],203484,,,1610612750,65,46,2023-11-02T01:23:36Z,3240000,False,,,0,,K. Caldwell-Pope personal FOUL (2 PF),"[203484, 203497]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,101283.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,0.0,Gobert,203497.0,,,,,
336,PT11M07.00S,2023-11-02T01:23:57.8Z,3,REGULAR,turnover,bad pass,[],1630162,,,1610612750,65,46,2023-11-02T01:24:10Z,3260000,False,,,0,,A. Edwards bad pass TURNOVER (4 TO),"[1630162, 1629008]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,4.0,Porter Jr.,1629008.0,,
337,PT11M07.00S,2023-11-02T01:23:57.8Z,3,REGULAR,steal,,[],1629008,,,1610612743,65,46,2023-11-02T01:23:59Z,3270000,False,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,
338,PT10M55.00S,2023-11-02T01:24:09.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203484,19.530223390275953,53.67647058823529,1610612743,65,46,2023-11-02T01:24:16Z,3280000,False,-18.0,131.0,1,left,MISS K. Caldwell-Pope 13' pullup Shot,[203484],1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,In The Paint (Non-RA),8-16 Center,13.24,Missed,,,,,,,,,,,,,,,,,
339,PT10M53.00S,2023-11-02T01:24:11.1Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,65,46,2023-11-02T01:24:16Z,3290000,False,,,0,,R. Gobert REBOUND (Off:2 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,In The Paint (Non-RA),8-16 Center,,,338.0,7.0,5.0,2.0,,,,,,,,,,,,,
340,PT10M42.00S,2023-11-02T01:24:22.9Z,3,REGULAR,3pt,Jump Shot,[],201144,77.34888304862024,88.72549019607843,1610612750,68,46,2023-11-02T01:24:27Z,3300000,False,194.0,160.0,1,right,M. Conley 25' 3PT pullup (10 PTS) (R. Gobert 1 AST),"[201144, 203497]",1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,,Above the Break 3,24+ Right Center,25.14,Made,,,,,10.0,R. Gobert,203497.0,1.0,,,,,,,,,
342,PT10M25.00S,2023-11-02T01:24:44.5Z,3,REGULAR,foul,personal,[],1630183,,,1610612743,68,46,2023-11-02T01:24:51Z,3320000,False,,,0,,J. McDaniels personal FOUL (2 PF),"[1630183, 1627750]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,1193.0,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Murray,1627750.0,,,,,
344,PT10M22.00S,2023-11-02T01:25:06.8Z,3,REGULAR,3pt,Jump Shot,[],1629008,31.882391590013142,41.911764705882355,1610612743,68,46,2023-11-02T01:25:40Z,3340000,False,40.0,247.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,Above the Break 3,24+ Center,25.05,Missed,,,,,,,,,,,,,,,,,
345,PT10M20.00S,2023-11-02T01:25:08.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,68,46,2023-11-02T01:25:40Z,3350000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,Above the Break 3,24+ Center,,,344.0,,,,,,,,,,,,,,,,
346,PT10M20.00S,2023-11-02T01:25:29.2Z,3,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612743,68,46,2023-11-02T01:27:20Z,3360000,False,,,0,,J. McDaniels flagrant-type-1 personal FOUL (3 PF) (Murray 2 FT),"[1630183, 1627750]",1610612750.0,MIN,flagrant-type-1,,,McDaniels,J. McDaniels,,,,,203054.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,3.0,0.0,Murray,1627750.0,,,,,
349,PT10M20.00S,2023-11-02T01:27:37.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627750,,,1610612743,68,46,2023-11-02T01:27:37Z,3390000,False,,,0,,MISS J. Murray flagrant Free Throw 1 of 2,[1627750],1610612743.0,DEN,flagrant,,,Murray,J. Murray,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
350,PT10M20.00S,2023-11-02T01:27:37.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,68,46,2023-11-02T01:27:37Z,3400000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,349.0,,,,,,,,,,,,,,,,
351,PT10M20.00S,2023-11-02T01:27:50.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627750,,,1610612743,68,47,2023-11-02T01:27:50Z,3410000,False,,,0,,J. Murray flagrant Free Throw 2 of 2 (3 PTS),[1627750],1610612743.0,DEN,flagrant,,,Murray,J. Murray,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
352,PT10M15.00S,2023-11-02T01:28:10.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,5.732588699080158,49.754901960784316,1610612743,68,47,2023-11-02T01:28:41Z,3420000,False,1.0,1.0,1,left,MISS M. Porter Jr. cutting Layup,[1629008],1610612743.0,DEN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,,Restricted Area,0-8 Center,0.18,Missed,,,,,,,,,,,,,,,,,
353,PT10M14.00S,2023-11-02T01:28:11.3Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,68,47,2023-11-02T01:28:41Z,3430000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,Restricted Area,0-8 Center,,,352.0,4.0,3.0,1.0,,,,,,,,,,,,,
354,PT10M14.00S,2023-11-02T01:28:12.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629008,5.590000152587891,50.0,1610612743,68,47,2023-11-02T01:28:55Z,3440000,False,0.0,0.0,1,left,MISS M. Porter Jr. tip Layup,[1629008],1610612743.0,DEN,tip,,,Porter Jr.,M. Porter Jr.,,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,
355,PT10M13.00S,2023-11-02T01:28:13.8Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,68,47,2023-11-02T01:28:55Z,3450000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,Restricted Area,0-8 Center,,,354.0,5.0,3.0,2.0,,,,,,,,,,,,,
356,PT10M12.00S,2023-11-02T01:28:13.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,5.075558475689881,50.98039215686274,1610612743,68,49,2023-11-02T01:28:23Z,3460000,False,-5.0,-5.0,1,left,M. Porter Jr. putback Layup (4 PTS),[1629008],1610612743.0,DEN,putback,,,Porter Jr.,M. Porter Jr.,,,,,,Restricted Area,0-8 Center,0.69,Made,,,,,4.0,,,,,,,,,,,,
357,PT10M12.00S,2023-11-02T01:28:16.5Z,3,REGULAR,foul,personal,['1freethrow'],1630162,,,1610612743,68,49,2023-11-02T01:28:24Z,3470000,False,,,0,,A. Edwards shooting personal FOUL (1 PF) (Porter Jr. 1 FT),"[1630162, 1629008]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,1193.0,Restricted Area,0-8 Center,,,,,,,,,,,1.0,1.0,Porter Jr.,1629008.0,,,,,
359,PT10M12.00S,2023-11-02T01:28:38.8Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1629008,,,1610612743,68,50,2023-11-02T01:28:38Z,3490000,False,,,0,,M. Porter Jr. Free Throw 1 of 1 (5 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
360,PT10M02.00S,2023-11-02T01:28:51.1Z,3,REGULAR,turnover,lost ball,[],1630183,,,1610612750,68,50,2023-11-02T01:28:57Z,3500000,False,,,0,,J. McDaniels lost ball TURNOVER (2 TO),"[1630183, 1627750]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,2.0,Murray,1627750.0,,
361,PT10M02.00S,2023-11-02T01:28:51.1Z,3,REGULAR,steal,,[],1627750,,,1610612743,68,50,2023-11-02T01:28:52Z,3510000,False,,,0,,J. Murray STEAL (1 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,
362,PT09M56.00S,2023-11-02T01:28:57.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629008,27.020367936925098,21.568627450980394,1610612743,68,50,2023-11-02T01:29:10Z,3520000,False,142.0,201.0,1,left,MISS M. Porter Jr. 24' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,Above the Break 3,24+ Right Center,24.66,Missed,,,,,,,,,,,,,,,,,
363,PT09M54.00S,2023-11-02T01:28:59.4Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,68,50,2023-11-02T01:29:10Z,3530000,False,,,0,,K. Towns REBOUND (Off:1 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Above the Break 3,24+ Right Center,,,362.0,6.0,5.0,1.0,,,,,,,,,,,,,
657,PT09M41.00S,2023-11-02T01:29:07.9Z,3,REGULAR,2pt,Jump Shot,[],1630162,84.44480946123521,69.11764705882352,1610612750,68,50,2023-11-02T02:27:48Z,3535000,False,96.0,94.0,1,right,MISS A. Edwards 13' turnaround Shot - blocked,"[1630162, 203484]",1610612750.0,MIN,turnaround,,,Edwards,A. Edwards,,,,,,Mid-Range,8-16 Right,13.39,Missed,,,,,,,,,,,,,,,,Caldwell-Pope,203484.0
658,PT09M41.00S,2023-11-02T01:29:07.9Z,3,REGULAR,block,,[],203484,,,1610612750,68,50,2023-11-02T02:27:35Z,3537500,False,,,0,,K. Caldwell-Pope BLOCK (1 BLK),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
659,PT09M39.00S,2023-11-02T01:29:09.9Z,3,REGULAR,rebound,offensive,[],1630183,,,1610612750,68,50,2023-11-02T02:27:48Z,3538750,False,,,0,,J. McDaniels REBOUND (Off:1 Def:5),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,Mid-Range,8-16 Right,,,657.0,6.0,5.0,1.0,,,,,,,,,,,,,
364,PT09M35.00S,2023-11-02T01:29:18.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630183,77.7431011826544,81.12745098039215,1610612750,70,50,2023-11-02T02:27:35Z,3540000,False,156.0,157.0,1,right,J. McDaniels 22' Jump Shot (4 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,Mid-Range,16-24 Right Center,22.08,Made,,,,,4.0,,,,,,,,,,,,
365,PT09M24.00S,2023-11-02T01:29:28.8Z,3,REGULAR,3pt,Jump Shot,[],203999,24.52365308804205,14.460784313725492,1610612743,70,50,2023-11-02T01:29:34Z,3550000,False,178.0,178.0,1,left,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Above the Break 3,24+ Right Center,25.15,Missed,,,,,,,,,,,,,,,,,
366,PT09M22.00S,2023-11-02T01:29:30.8Z,3,REGULAR,rebound,defensive,[],1630183,,,1610612750,70,50,2023-11-02T01:29:34Z,3560000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:6),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,Above the Break 3,24+ Right Center,,,365.0,7.0,6.0,1.0,,,,,,,,,,,,,
367,PT09M10.00S,2023-11-02T01:29:43.5Z,3,REGULAR,turnover,bad pass,[],1630183,,,1610612750,70,50,2023-11-02T01:29:48Z,3570000,False,,,0,,J. McDaniels bad pass TURNOVER (3 TO),"[1630183, 203484]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,3.0,Caldwell-Pope,203484.0,,
368,PT09M10.00S,2023-11-02T01:29:43.5Z,3,REGULAR,steal,,[],203484,,,1610612743,70,50,2023-11-02T01:29:45Z,3580000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
369,PT08M57.00S,2023-11-02T01:29:56.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627750,10.512483574244415,62.52297794117647,1610612743,70,52,2023-11-02T01:30:03Z,3590000,False,-63.0,46.0,1,left,J. Murray 7' pullup bank Jump Shot (5 PTS),[1627750],1610612743.0,DEN,pullup bank,,,Murray,J. Murray,,,,,,In The Paint (Non-RA),0-8 Center,7.79,Made,,,,,5.0,,,,,,,,,,,,
370,PT08M43.00S,2023-11-02T01:30:10.6Z,3,REGULAR,3pt,Jump Shot,[],1630162,73.27529566360053,81.12745098039215,1610612750,70,52,2023-11-02T01:30:14Z,3600000,False,156.0,199.0,1,right,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,Above the Break 3,24+ Right Center,25.24,Missed,,,,,,,,,,,,,,,,,
371,PT08M41.00S,2023-11-02T01:30:12.6Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,70,52,2023-11-02T01:30:14Z,3610000,False,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Above the Break 3,24+ Right Center,,,370.0,2.0,1.0,1.0,,,,,,,,,,,,,
372,PT08M38.00S,2023-11-02T01:30:16.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627750,6.964520367936925,44.24019607843137,1610612743,70,54,2023-11-02T01:30:27Z,3620000,False,29.0,13.0,1,left,J. Murray running Layup (7 PTS) (A. Gordon 2 AST),"[1627750, 203932]",1610612743.0,DEN,running,,,Murray,J. Murray,,,,,,Restricted Area,0-8 Center,3.16,Made,,,,,7.0,A. Gordon,203932.0,2.0,,,,,,,,,
374,PT08M37.00S,2023-11-02T01:30:19.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,70,54,2023-11-02T01:30:19Z,3640000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT08M22.00S,2023-11-02T01:33:48.8Z,3,REGULAR,foul,personal,[],203932,,,1610612750,70,54,2023-11-02T01:33:55Z,3660000,False,,,0,,A. Gordon personal FOUL (4 PF),"[203932, 1626157]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,101283.0,Mid-Range,16-24 Left Center,,,,,,,,,,,4.0,0.0,Towns,1626157.0,,,,,
378,PT08M07.00S,2023-11-02T01:34:12.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,93.29829172141918,43.77297794117647,1610612750,70,54,2023-11-02T01:34:20Z,3680000,False,-31.0,10.0,1,right,MISS K. Towns Layup,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Restricted Area,0-8 Center,3.28,Missed,,,,,,,,,,,,,,,,,
379,PT08M05.00S,2023-11-02T01:34:14.2Z,3,REGULAR,rebound,offensive,[],1630183,,,1610612750,70,54,2023-11-02T01:34:20Z,3690000,False,,,0,,J. McDaniels REBOUND (Off:2 Def:6),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,Restricted Area,0-8 Center,,,378.0,8.0,6.0,2.0,,,,,,,,,,,,,
380,PT08M04.00S,2023-11-02T01:34:15.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630183,86.81011826544021,54.65686274509803,1610612750,72,54,2023-11-02T01:34:26Z,3700000,False,23.0,71.0,1,right,J. McDaniels 7' Jump Shot (6 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,In The Paint (Non-RA),0-8 Center,7.52,Made,,,,,6.0,,,,,,,,,,,,
381,PT07M40.00S,2023-11-02T01:34:39.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203999,13.091327201051248,50.0,1610612743,72,56,2023-11-02T01:34:45Z,3710000,False,0.0,71.0,1,left,N. Jokic 7' turnaround Hook (21 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,,In The Paint (Non-RA),0-8 Center,7.06,Made,,,,,21.0,,,,,,,,,,,,
382,PT07M26.00S,2023-11-02T01:34:52.6Z,3,REGULAR,3pt,Jump Shot,[],1626157,68.9388961892247,65.68627450980392,1610612750,72,56,2023-11-02T01:35:04Z,3720000,False,78.0,239.0,1,right,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Above the Break 3,24+ Center,25.2,Missed,,,,,,,,,,,,,,,,,
383,PT07M23.00S,2023-11-02T01:34:55.3Z,3,REGULAR,rebound,offensive,[],1630183,,,1610612750,72,56,2023-11-02T01:34:55Z,3730000,False,,,0,,J. McDaniels REBOUND (Off:3 Def:6),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,Above the Break 3,24+ Center,,,382.0,9.0,6.0,3.0,,,,,,,,,,,,,
384,PT07M19.00S,2023-11-02T01:34:59.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201144,68.28186596583443,27.205882352941174,1610612750,72,56,2023-11-02T01:35:07Z,3740000,False,-114.0,246.0,1,right,MISS M. Conley 27' 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,Above the Break 3,24+ Left Center,27.09,Missed,,,,,,,,,,,,,,,,,
385,PT07M17.00S,2023-11-02T01:35:01.6Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,72,56,2023-11-02T01:35:07Z,3750000,False,,,0,,J. Murray REBOUND (Off:2 Def:3),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,Above the Break 3,24+ Left Center,,,384.0,5.0,3.0,2.0,,,,,,,,,,,,,
386,PT07M11.00S,2023-11-02T01:35:08.8Z,3,REGULAR,3pt,Jump Shot,[],1627750,24.129434954007884,85.29411764705883,1610612743,72,59,2023-11-02T01:35:14Z,3760000,False,-176.0,174.0,1,left,J. Murray 24' 3PT  (10 PTS) (N. Jokic 2 AST),"[1627750, 203999]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,,Above the Break 3,24+ Left Center,24.81,Made,,,,,10.0,N. Jokic,203999.0,2.0,,,,,,,,,
388,PT06M46.00S,2023-11-02T01:35:33.0Z,3,REGULAR,2pt,Jump Shot,[],201144,87.07293035479631,69.6078431372549,1610612750,74,59,2023-11-02T01:35:39Z,3780000,False,98.0,69.0,1,right,M. Conley 11' driving floating bank Jump Shot (12 PTS) (K. Towns 3 AST),"[201144, 1626157]",1610612750.0,MIN,driving floating bank,,,Conley,M. Conley,,,,,,Mid-Range,8-16 Right,11.99,Made,,,,,12.0,K. Towns,1626157.0,3.0,,,,,,,,,
390,PT06M29.00S,2023-11-02T01:35:53.5Z,3,REGULAR,foul,personal,[],1630183,,,1610612743,74,59,2023-11-02T01:36:02Z,3800000,False,,,0,,J. McDaniels personal FOUL (4 PF),"[1630183, 1627750]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,1193.0,Above the Break 3,24+ Left Center,,,,,,,,,,,4.0,0.0,Murray,1627750.0,,,,,
392,PT06M29.00S,2023-11-02T01:36:01.3Z,3,REGULAR,substitution,out,[],1630183,,,1610612743,74,59,2023-11-02T01:36:15Z,3820000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M29.00S,2023-11-02T01:36:01.3Z,3,REGULAR,substitution,out,[],203932,,,1610612743,74,59,2023-11-02T01:36:15Z,3830000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT06M29.00S,2023-11-02T01:36:01.3Z,3,REGULAR,substitution,in,[],203937,,,1610612743,74,59,2023-11-02T01:36:15Z,3840000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT06M29.00S,2023-11-02T01:36:01.3Z,3,REGULAR,substitution,in,[],1631128,,,1610612743,74,59,2023-11-02T01:36:15Z,3850000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT06M21.00S,2023-11-02T01:36:29.7Z,3,REGULAR,3pt,Jump Shot,[],203999,31.750985545335087,59.55882352941176,1610612743,74,59,2023-11-02T01:36:35Z,3860000,False,-48.0,246.0,1,left,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Above the Break 3,24+ Center,25.06,Missed,,,,,,,,,,,,,,,,,
397,PT06M19.00S,2023-11-02T01:36:31.7Z,3,REGULAR,rebound,offensive,[],1631128,,,1610612743,74,59,2023-11-02T01:36:35Z,3870000,False,,,0,,C. Braun REBOUND (Off:2 Def:4),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,Above the Break 3,24+ Center,,,396.0,6.0,4.0,2.0,,,,,,,,,,,,,
398,PT06M17.00S,2023-11-02T01:36:33.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627750,22.28975032851511,87.99019607843137,1610612743,74,59,2023-11-02T01:36:39Z,3880000,False,-190.0,157.0,1,left,MISS J. Murray 24' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,Above the Break 3,24+ Left Center,24.65,Missed,,,,,,,,,,,,,,,,,
399,PT06M14.00S,2023-11-02T01:36:36.9Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,74,59,2023-11-02T01:36:39Z,3890000,False,,,0,,R. Gobert REBOUND (Off:2 Def:6),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Above the Break 3,24+ Left Center,,,398.0,8.0,6.0,2.0,,,,,,,,,,,,,
400,PT06M02.00S,2023-11-02T01:36:54.8Z,3,REGULAR,foul,personal,['2freethrow'],1631128,,,1610612750,74,59,2023-11-02T01:37:03Z,3900000,False,,,0,,C. Braun shooting personal FOUL (2 PF) (Towns 2 FT),"[1631128, 1626157]",1610612743.0,DEN,shooting,,,Braun,C. Braun,,,,,203054.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,0.0,Towns,1626157.0,,,,,
402,PT06M02.00S,2023-11-02T01:37:28.4Z,3,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,75,59,2023-11-02T01:37:28Z,3920000,False,,,0,,K. Towns Free Throw 1 of 2 (16 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,
403,PT06M02.00S,2023-11-02T01:37:48.5Z,3,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,76,59,2023-11-02T01:37:48Z,3930000,False,,,0,,K. Towns Free Throw 2 of 2 (17 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,
404,PT05M41.00S,2023-11-02T01:38:11.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,19.316688567674113,36.182598039215684,1610612743,76,61,2023-11-02T01:38:19Z,3940000,False,69.0,129.0,1,left,J. Murray 14' pullup Jump Shot (12 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,,In The Paint (Non-RA),8-16 Center,14.64,Made,,,,,12.0,,,,,,,,,,,,
405,PT05M26.00S,2023-11-02T01:38:26.0Z,3,REGULAR,2pt,Jump Shot,[],201144,93.5611038107753,33.80055147058824,1610612750,78,61,2023-11-02T01:38:33Z,3950000,False,-81.0,8.0,1,right,M. Conley 8' floating Jump Shot (14 PTS),[201144],1610612750.0,MIN,floating,,,Conley,M. Conley,,,,,,Mid-Range,8-16 Left,8.14,Made,,,,,14.0,,,,,,,,,,,,
406,PT05M05.00S,2023-11-02T01:38:46.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,10.90670170827858,62.27787990196079,1610612743,78,63,2023-11-02T01:38:52Z,3960000,False,-61.0,50.0,1,left,J. Murray 7' turnaround Jump Shot (14 PTS),[1627750],1610612743.0,DEN,turnaround,,,Murray,J. Murray,,,,,,In The Paint (Non-RA),0-8 Center,7.92,Made,,,,,14.0,,,,,,,,,,,,
407,PT04M45.00S,2023-11-02T01:39:06.5Z,3,REGULAR,3pt,Jump Shot,[],201144,75.90341655716163,86.02941176470588,1610612750,81,63,2023-11-02T01:39:11Z,3970000,False,180.0,174.0,1,right,M. Conley 25' 3PT  (17 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,Above the Break 3,24+ Right Center,25.04,Made,,,,,17.0,,,,,,,,,,,,
408,PT04M27.00S,2023-11-02T01:39:24.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203999,11.514454664914586,49.26470588235294,1610612743,81,65,2023-11-02T01:39:29Z,3980000,False,4.0,56.0,1,left,N. Jokic Hook (23 PTS) (J. Murray 5 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,In The Paint (Non-RA),0-8 Center,5.58,Made,,,,,23.0,J. Murray,1627750.0,5.0,,,,,,,,,
410,PT04M06.00S,2023-11-02T01:39:45.0Z,3,REGULAR,3pt,Jump Shot,[],1626157,67.62483574244416,54.90196078431373,1610612750,81,65,2023-11-02T01:39:50Z,4000000,False,25.0,252.0,1,right,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Above the Break 3,24+ Center,25.3,Missed,,,,,,,,,,,,,,,,,
411,PT04M03.00S,2023-11-02T01:39:48.0Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,81,65,2023-11-02T01:39:50Z,4010000,False,,,0,,J. Murray REBOUND (Off:2 Def:4),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,Above the Break 3,24+ Center,,,410.0,6.0,4.0,2.0,,,,,,,,,,,,,
