actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
586,PT01M30.00S,2024-03-23T02:09:18.2Z,4,REGULAR,turnover,out-of-bounds,[],1630183,,,1610612750,101,89,2024-03-23T02:09:37Z,5830000,False,,,0,,J. McDaniels bad pass out-of-bounds TURNOVER (5 TO),[1630183],1610612750.0,MIN,1830.0,bad pass,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,5.0,,,,,
587,PT01M24.00S,2024-03-23T02:09:33.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627747,9.017739816031538,62.745098039215684,1610612739,101,91,2024-03-23T02:14:38Z,5840000,False,-64.0,32.0,1,left,C. LeVert 7' pullup bank Jump Shot (16 PTS),[1627747],1610612739.0,CLE,,pullup bank,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,7.14,Made,16.0,,,,,,,,,,,,,,,,
588,PT01M19.00S,2024-03-23T02:09:45.0Z,4,REGULAR,turnover,bad pass,[],1630162,,,1610612750,101,91,2024-03-23T02:09:58Z,5850000,False,,,0,,A. Edwards bad pass TURNOVER (3 TO),"[1630162, 1627777]",1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,3.0,Niang,1627777.0,,,
589,PT01M19.00S,2024-03-23T02:09:45.0Z,4,REGULAR,steal,,[],1627777,,,1610612739,101,91,2024-03-23T02:09:47Z,5860000,False,,,0,,G. Niang STEAL (2 STL),[1627777],1610612739.0,CLE,,,,,Niang,G. Niang,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,
590,PT01M13.00S,2024-03-23T02:09:50.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627747,8.360709592641262,41.42156862745098,1610612739,101,91,2024-03-23T02:15:29Z,5870000,False,43.0,26.0,1,left,MISS C. LeVert driving finger roll Layup,[1627747],1610612739.0,CLE,,driving finger roll,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,5.02,Missed,,,,,,,,,,,,,,,,,
591,PT01M12.00S,2024-03-23T02:09:54.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612750,101,91,2024-03-23T02:09:54Z,5880000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,590.0,,,,,,,,,,,,,,,
593,PT01M05.00S,2024-03-23T02:10:39.7Z,4,REGULAR,foul,personal,[],1630171,,,1610612750,101,91,2024-03-23T02:10:49Z,5900000,False,,,0,,I. Okoro personal FOUL (2 PF),"[1630171, 203937]",1610612739.0,CLE,203593.0,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,2.0,0.0,Anderson,203937.0,,,,,,
595,PT01M02.00S,2024-03-23T02:11:04.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627747,,,1610612750,101,91,2024-03-23T02:11:20Z,5920000,False,,,0,,C. LeVert take personal FOUL (3 PF) (McDaniels 2 FT),"[1627747, 1630183]",1610612739.0,CLE,203593.0,take,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,3.0,0.0,McDaniels,1630183.0,,,,,,
597,PT01M02.00S,2024-03-23T02:11:23.6Z,4,REGULAR,freethrow,1 of 2,[],1630183,,,1610612750,101,91,2024-03-23T02:11:44Z,5940000,False,,,0,,MISS J. McDaniels Free Throw 1 of 2,[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,
598,PT01M02.00S,2024-03-23T02:11:23.6Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,101,91,2024-03-23T02:11:44Z,5950000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,597.0,,,,,,,,,,,,,,,
599,PT01M02.00S,2024-03-23T02:11:23.6Z,4,REGULAR,freethrow,2 of 2,[],1630183,,,1610612750,101,91,2024-03-23T02:11:44Z,5960000,False,,,0,,MISS J. McDaniels Free Throw 2 of 2,[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,
600,PT01M00.00S,2024-03-23T02:11:25.6Z,4,REGULAR,rebound,offensive,[],203937,,,1610612750,101,91,2024-03-23T02:18:08Z,5970000,False,,,0,,K. Anderson REBOUND (Off:3 Def:3),[203937],1610612750.0,MIN,,,,,Anderson,K. Anderson,,,,,,,,,,599.0,6.0,3.0,3.0,,,,,,,,,,,,
601,PT00M49.00S,2024-03-23T02:11:53.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201144,71.96123521681997,80.14705882352942,1610612750,104,91,2024-03-23T02:11:59Z,5980000,False,151.0,211.0,1,right,M. Conley 25' 3PT step back (21 PTS),[201144],1610612750.0,MIN,,step back,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,25.94,Made,21.0,,,,,,,,,,,,,,,,
602,PT00M33.10S,2024-03-23T02:12:12.3Z,4,REGULAR,3pt,Jump Shot,[],1627747,29.517082785808146,67.40196078431373,1610612739,104,91,2024-03-23T02:16:43Z,5990000,False,-87.0,225.0,1,left,MISS C. LeVert 24' step back 3PT,[1627747],1610612739.0,CLE,,step back,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,24.12,Missed,,,,,,,,,,,,,,,,,
603,PT00M30.30S,2024-03-23T02:12:15.1Z,4,REGULAR,rebound,defensive,[],1630162,,,1610612750,104,91,2024-03-23T02:12:17Z,6000000,False,,,0,,A. Edwards REBOUND (Off:2 Def:11),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,602.0,13.0,11.0,2.0,,,,,,,,,,,,
604,PT00M07.30S,2024-03-23T02:12:44.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612750,104,91,2024-03-23T02:13:01Z,6010000,False,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,203593.0,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
605,PT00M00.00S,2024-03-23T02:13:06.8Z,4,REGULAR,period,end,[],0,,,1610612739,104,91,2024-03-23T02:13:06Z,6020000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT00M00.00S,2024-03-23T02:13:10.7Z,4,REGULAR,game,end,[],0,,,0,104,91,2024-03-23T02:13:10Z,6030000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
