actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
624,PT00M25.20S,2024-01-15T02:30:32.6Z,4,REGULAR,substitution,out,[],203486,,,1610612746,109,103,2024-01-15T02:30:58Z,6150000,False,,,0,,SUB out: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT00M25.20S,2024-01-15T02:30:32.6Z,4,REGULAR,substitution,in,[],1626181,,,1610612746,109,103,2024-01-15T02:30:58Z,6160000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M25.20S,2024-01-15T02:30:32.6Z,4,REGULAR,substitution,in,[],201566,,,1610612746,109,103,2024-01-15T02:30:58Z,6170000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M20.60S,2024-01-15T02:31:20.3Z,4,REGULAR,3pt,Jump Shot,[],201935,81.02825229960578,92.64705882352942,1610612746,109,103,2024-01-15T02:31:32Z,6180000,False,213.0,126.0,1,right,MISS J. Harden 24' 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,24.75,Missed,,,,,,,,,,,,,,,,,,
628,PT00M17.00S,2024-01-15T02:31:23.9Z,4,REGULAR,rebound,offensive,[],201566,,,1610612746,109,103,2024-01-15T02:31:23Z,6190000,False,,,0,,R. Westbrook REBOUND (Off:3 Def:5),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,,627.0,,,,,,8.0,5.0,3.0,,,,,,,
629,PT00M15.60S,2024-01-15T02:31:25.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203497,,,1610612746,109,103,2024-01-15T02:31:39Z,6200000,False,,,0,,R. Gobert shooting personal FOUL (4 PF) (Westbrook 2 FT),"[203497, 201566]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,2534.0,,,,,,,,,,,4.0,0.0,Westbrook,201566.0
631,PT00M15.60S,2024-01-15T02:32:16.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201566,,,1610612746,109,104,2024-01-15T02:32:16Z,6220000,False,,,0,,R. Westbrook Free Throw 1 of 2 (11 PTS),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
632,PT00M15.60S,2024-01-15T02:32:20.4Z,4,REGULAR,substitution,out,[],201144,,,1610612746,109,104,2024-01-15T02:32:25Z,6230000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT00M15.60S,2024-01-15T02:32:20.4Z,4,REGULAR,substitution,in,[],1626157,,,1610612746,109,104,2024-01-15T02:32:25Z,6240000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT00M15.60S,2024-01-15T02:32:41.2Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201566,,,1610612746,109,105,2024-01-15T02:32:41Z,6250000,False,,,0,,R. Westbrook Free Throw 2 of 2 (12 PTS),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
635,PT00M15.60S,2024-01-15T02:32:44.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612750,109,105,2024-01-15T02:32:44Z,6260000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT00M15.60S,2024-01-15T02:32:48.4Z,4,REGULAR,substitution,out,[],203497,,,1610612750,109,105,2024-01-15T02:34:10Z,6270000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M15.60S,2024-01-15T02:32:48.4Z,4,REGULAR,substitution,in,[],201144,,,1610612750,109,105,2024-01-15T02:34:10Z,6280000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT00M15.60S,2024-01-15T02:34:33.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612750,109,105,2024-01-15T02:34:33Z,6290000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT00M11.40S,2024-01-15T02:36:02.8Z,4,REGULAR,turnover,bad pass,[],1630162,,,1610612750,109,105,2024-01-15T02:36:10Z,6300000,False,,,0,,A. Edwards bad pass TURNOVER (5 TO),"[1630162, 202695]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,5.0,Leonard,202695.0,,,,
640,PT00M11.40S,2024-01-15T02:36:02.8Z,4,REGULAR,steal,,[],202695,,,1610612746,109,105,2024-01-15T02:36:04Z,6310000,False,,,0,,K. Leonard STEAL (2 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
641,PT00M01.90S,2024-01-15T02:36:12.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,92.32917214191852,47.794117647058826,1610612746,109,105,2024-01-15T02:36:21Z,6320000,False,-11.0,20.0,1,right,MISS R. Westbrook driving finger roll Layup,[201566],1610612746.0,LAC,driving finger roll,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
642,PT00M00.20S,2024-01-15T02:36:14.0Z,4,REGULAR,rebound,defensive,[],1626157,,,1610612750,109,105,2024-01-15T02:36:14Z,6330000,False,,,0,,K. Towns REBOUND (Off:0 Def:6),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,641.0,,,,,,6.0,6.0,0.0,,,,,,,
643,PT00M00.00S,2024-01-15T02:36:19.5Z,4,REGULAR,period,end,[],0,,,1610612750,109,105,2024-01-15T02:36:19Z,6340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M00.00S,2024-01-15T02:36:25.0Z,4,REGULAR,game,end,[],0,,,0,109,105,2024-01-15T02:36:25Z,6350000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
