actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
348,PT09M26.00S,2021-11-11T01:54:02.0Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,64,51,2021-11-11T01:54:08Z,3480000,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,347.0,1.0,1.0,0.0,,,,,,
349,PT09M17.00S,2021-11-11T01:54:11.2Z,3,REGULAR,2pt,Jump Shot,[],1628384,76.95466491458606,54.41176470588235,1610612761,64,51,2021-11-11T01:54:16Z,3490000,22.0,164.0,1,right,MISS O. Anunoby 16' turnaround fadeaway Shot,[1628384],1610612761.0,TOR,turnaround fadeaway,,,Anunoby,O. Anunoby,,,,,,,,,,16.56,Missed,,,,,,,,,,,,,,
350,PT09M14.00S,2021-11-11T01:54:14.2Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,64,51,2021-11-11T01:54:16Z,3500000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,349.0,3.0,3.0,0.0,,,,,,
351,PT08M56.00S,2021-11-11T01:54:32.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,16.507884362680684,61.51960784313726,1610612738,66,51,2021-11-11T01:54:38Z,3510000,-58.0,103.0,1,left,M. Smart 11' turnaround Jump Shot (8 PTS),[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,,,,,,11.77,Made,8.0,,,,,,,,,,,,,
352,PT08M44.00S,2021-11-11T01:54:44.2Z,3,REGULAR,3pt,Jump Shot,[],1627783,68.9388961892247,27.941176470588236,1610612761,66,51,2021-11-11T01:54:49Z,3520000,-110.0,239.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,26.37,Missed,,,,,,,,,,,,,,
353,PT08M40.00S,2021-11-11T01:54:48.2Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,66,51,2021-11-11T01:54:49Z,3530000,,,0,,R. Williams III REBOUND (Off:8 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,352.0,11.0,3.0,8.0,,,,,,
354,PT08M30.00S,2021-11-11T01:55:02.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,10.85742444152431,57.59803921568627,1610612738,66,51,2021-11-11T01:55:09Z,3540000,-38.0,50.0,1,left,MISS J. Tatum 6' driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,6.25,Missed,,,,,,,,,,,,,,
355,PT08M30.00S,2021-11-11T01:55:04.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,66,51,2021-11-11T01:55:04Z,3550000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,354.0,,,,,,,,,
356,PT08M30.00S,2021-11-11T01:55:05.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,66,51,2021-11-11T01:55:05Z,3560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT08M17.00S,2021-11-11T01:55:42.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,19.398817345597898,19.607843137254903,1610612738,66,51,2021-11-11T01:55:50Z,3570000,152.0,130.0,1,left,MISS J. Tatum 19' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,19.99,Missed,,,,,,,,,,,,,,
358,PT08M15.00S,2021-11-11T01:55:44.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,66,51,2021-11-11T01:55:50Z,3580000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,357.0,,,,,,,,,
359,PT08M15.00S,2021-11-11T01:55:50.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,66,51,2021-11-11T01:55:50Z,3590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT08M11.00S,2021-11-11T01:56:09.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,66,51,2021-11-11T01:56:09Z,3600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT08M04.00S,2021-11-11T01:56:28.2Z,3,REGULAR,turnover,lost ball,[],201143,,,1610612738,66,51,2021-11-11T01:56:32Z,3610000,,,0,,A. Horford lost ball TURNOVER (1 TO),"[201143, 1627783]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,1.0,,,Siakam,1627783.0,
362,PT08M04.00S,2021-11-11T01:56:28.2Z,3,REGULAR,steal,,[],1627783,,,1610612761,66,51,2021-11-11T01:56:30Z,3620000,,,0,,P. Siakam STEAL (2 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT08M02.00S,2021-11-11T01:56:32.2Z,3,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612761,66,51,2021-11-11T01:56:49Z,3630000,,,0,,J. Tatum shooting personal FOUL (3 PF) (Barnes 2 FT),"[1628369, 1630567]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,201638.0,3.0,0.0,Barnes,1630567.0,,,,,,,,,,,,,,,,
365,PT08M02.00S,2021-11-11T01:56:59.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630567,,,1610612761,66,52,2021-11-11T01:56:59Z,3650000,,,0,,S. Barnes Free Throw 1 of 2 (14 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
366,PT08M02.00S,2021-11-11T01:57:17.8Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630567,,,1610612761,66,53,2021-11-11T01:57:17Z,3660000,,,0,,S. Barnes Free Throw 2 of 2 (15 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
367,PT07M51.00S,2021-11-11T01:57:33.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,66,53,2021-11-11T01:57:33Z,3670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT07M46.00S,2021-11-11T01:57:54.6Z,3,REGULAR,turnover,lost ball,[],1629057,,,1610612738,66,53,2021-11-11T01:57:58Z,3680000,,,0,,R. Williams III lost ball TURNOVER (1 TO),"[1629057, 1627832]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,1.0,,,VanVleet,1627832.0,
369,PT07M46.00S,2021-11-11T01:57:54.6Z,3,REGULAR,steal,,[],1627832,,,1610612761,66,53,2021-11-11T01:57:56Z,3690000,,,0,,F. VanVleet STEAL (3 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT07M42.00S,2021-11-11T01:57:58.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629018,86.81011826544021,39.46078431372549,1610612761,66,55,2021-11-11T01:58:08Z,3700000,-53.0,71.0,1,right,G. Trent Jr. 8' running Layup (10 PTS),[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,8.88,Made,10.0,,,,,,,,,,,,,
371,PT07M42.00S,2021-11-11T01:58:04.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,66,55,2021-11-11T01:58:04Z,3710000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT07M24.00S,2021-11-11T02:01:21.9Z,3,REGULAR,turnover,3-second-violation,[],1629057,,,1610612738,66,55,2021-11-11T02:01:40Z,3720000,,,0,,R. Williams III 3-second-violation TURNOVER (2 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,201638.0,,,,,,,,,,,,,,,2.0,,,,,
374,PT07M10.00S,2021-11-11T02:01:45.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627832,73.66951379763469,71.32352941176471,1610612761,66,55,2021-11-11T02:01:55Z,3730000,107.0,195.0,1,right,MISS F. VanVleet 22' step back Shot,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,,,,,,22.22,Missed,,,,,,,,,,,,,,
375,PT07M08.00S,2021-11-11T02:01:47.5Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,66,55,2021-11-11T02:02:05Z,3740000,,,0,,R. Williams III REBOUND (Off:8 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,374.0,12.0,4.0,8.0,,,,,,
376,PT06M48.00S,2021-11-11T02:02:07.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,11.12023653088042,44.85294117647059,1610612738,66,55,2021-11-11T02:02:12Z,3750000,26.0,52.0,1,left,MISS M. Smart driving Layup - blocked,"[203935, 1628384]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,,,5.8,Missed,,,,,,,,,,Anunoby,1628384.0,,,
377,PT06M48.00S,2021-11-11T02:02:07.4Z,3,REGULAR,block,,[],1628384,,,1610612738,66,55,2021-11-11T02:02:09Z,3760000,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M45.00S,2021-11-11T02:02:10.4Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,66,55,2021-11-11T02:02:12Z,3770000,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,376.0,2.0,2.0,0.0,,,,,,
379,PT06M42.00S,2021-11-11T02:02:13.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,74.45795006570303,12.990196078431374,1610612761,66,55,2021-11-11T02:02:21Z,3780000,-185.0,188.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,26.35,Missed,,,,,,,,,,,,,,
380,PT06M39.00S,2021-11-11T02:02:16.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,66,55,2021-11-11T02:02:21Z,3790000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,379.0,,,,,,,,,
381,PT06M39.00S,2021-11-11T02:02:21.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,66,55,2021-11-11T02:02:21Z,3800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT06M39.00S,2021-11-11T02:02:22.3Z,3,REGULAR,substitution,out,[],201143,,,1610612738,66,55,2021-11-11T02:02:36Z,3810000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT06M39.00S,2021-11-11T02:02:22.3Z,3,REGULAR,substitution,in,[],1626196,,,1610612738,66,55,2021-11-11T02:02:36Z,3820000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT06M22.00S,2021-11-11T02:02:54.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,8.09789750328515,3.9215686274509802,1610612738,69,55,2021-11-11T02:03:00Z,3830000,230.0,24.0,1,left,J. Tatum 3PT  (14 PTS) (R. Williams III 1 AST),"[1628369, 1629057]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,23.16,Made,14.0,R. Williams III,1629057.0,1.0,,,,,,,,,,
386,PT06M04.00S,2021-11-11T02:03:13.3Z,3,REGULAR,turnover,bad pass,[],1627783,,,1610612761,69,55,2021-11-11T02:03:17Z,3850000,,,0,,P. Siakam bad pass TURNOVER (4 TO),"[1627783, 1626196]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,4.0,,,Richardson,1626196.0,
387,PT06M04.00S,2021-11-11T02:03:13.3Z,3,REGULAR,steal,,[],1626196,,,1610612738,69,55,2021-11-11T02:03:15Z,3860000,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT05M55.00S,2021-11-11T02:03:22.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203471,11.383048620236531,44.36274509803921,1610612738,71,55,2021-11-11T02:03:27Z,3870000,28.0,55.0,1,left,D. Schroder 6' driving floating Jump Shot (12 PTS),[203471],1610612738.0,BOS,driving floating,,,Schroder,D. Schroder,,,,,,,,,,6.14,Made,12.0,,,,,,,,,,,,,
389,PT05M37.00S,2021-11-11T02:03:29.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627783,92.59198423127464,49.754901960784316,1610612761,71,57,2021-11-11T02:10:28Z,3880000,-1.0,17.0,1,right,P. Siakam running DUNK (6 PTS) (S. Barnes 4 AST),"[1627783, 1630567]",1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,,,,,,1.71,Made,6.0,S. Barnes,1630567.0,4.0,,,,,,,,,,
391,PT05M10.00S,2021-11-11T02:04:11.1Z,3,REGULAR,3pt,Jump Shot,[],203935,9.674770039421814,96.56862745098039,1610612738,71,57,2021-11-11T02:09:18Z,3900000,-233.0,38.0,1,left,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,23.59,Missed,,,,,,,,,,,,,,
392,PT05M07.00S,2021-11-11T02:04:14.1Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,71,57,2021-11-11T02:09:18Z,3910000,,,0,,P. Siakam REBOUND (Off:1 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,391.0,6.0,5.0,1.0,,,,,,
393,PT04M53.00S,2021-11-11T02:04:25.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,92.06636005256242,46.568627450980394,1610612761,71,59,2021-11-11T02:07:37Z,3920000,-17.0,22.0,1,right,O. Anunoby reverse Layup (10 PTS),[1628384],1610612761.0,TOR,reverse,,,Anunoby,O. Anunoby,,,,,,,,,,2.8,Made,10.0,,,,,,,,,,,,,
394,PT04M36.00S,2021-11-11T02:04:42.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,8.492115637319317,57.107843137254896,1610612738,73,59,2021-11-11T02:04:47Z,3930000,-36.0,27.0,1,left,M. Smart driving Layup (10 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,,,4.48,Made,10.0,,,,,,,,,,,,,
395,PT04M28.00S,2021-11-11T02:04:51.6Z,3,REGULAR,foul,personal,['2freethrow'],203471,,,1610612761,73,59,2021-11-11T02:05:17Z,3940000,,,0,,D. Schroder shooting personal FOUL (1 PF) (Barnes 2 FT),"[203471, 1630567]",1610612738.0,BOS,shooting,,,Schroder,D. Schroder,,,,,202056.0,1.0,0.0,Barnes,1630567.0,,,,,,,,,,,,,,,,
397,PT04M28.00S,2021-11-11T02:05:22.2Z,3,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,73,60,2021-11-11T02:05:22Z,3960000,,,0,,S. Barnes Free Throw 1 of 2 (16 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,
398,PT04M28.00S,2021-11-11T02:05:23.0Z,3,REGULAR,substitution,out,[],1629057,,,1610612761,73,60,2021-11-11T02:05:35Z,3970000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M28.00S,2021-11-11T02:05:23.0Z,3,REGULAR,substitution,out,[],203471,,,1610612761,73,60,2021-11-11T02:05:35Z,3980000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT04M28.00S,2021-11-11T02:05:23.0Z,3,REGULAR,substitution,out,[],1627783,,,1610612761,73,60,2021-11-11T02:05:35Z,3990000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT04M28.00S,2021-11-11T02:05:23.0Z,3,REGULAR,substitution,in,[],1629641,,,1610612761,73,60,2021-11-11T02:05:35Z,4000000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT04M28.00S,2021-11-11T02:05:23.0Z,3,REGULAR,substitution,in,[],201143,,,1610612761,73,60,2021-11-11T02:05:35Z,4010000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT04M28.00S,2021-11-11T02:05:23.0Z,3,REGULAR,substitution,in,[],1630173,,,1610612761,73,60,2021-11-11T02:05:35Z,4020000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M28.00S,2021-11-11T02:05:49.4Z,3,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,73,61,2021-11-11T02:05:49Z,4030000,,,0,,S. Barnes Free Throw 2 of 2 (17 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,
405,PT04M13.00S,2021-11-11T02:06:07.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,12.302890932982917,38.72549019607843,1610612738,73,61,2021-11-11T02:06:13Z,4040000,56.0,63.0,1,left,MISS J. Tatum 8' Jump Shot - blocked,"[1628369, 1629018]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,8.46,Missed,,,,,,,,,,Trent Jr.,1629018.0,,,
406,PT04M13.00S,2021-11-11T02:06:07.9Z,3,REGULAR,block,,[],1629018,,,1610612738,73,61,2021-11-11T02:41:07Z,4050000,,,0,,G. Trent Jr. BLOCK (1 BLK),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT04M10.00S,2021-11-11T02:06:10.9Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,73,61,2021-11-11T02:06:13Z,4060000,,,0,,P. Achiuwa REBOUND (Off:1 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,405.0,4.0,3.0,1.0,,,,,,
408,PT03M55.00S,2021-11-11T02:06:28.5Z,3,REGULAR,foul,personal,[],203935,,,1610612761,73,61,2021-11-11T02:07:03Z,4070000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 1630567]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,2003.0,1.0,0.0,Barnes,1630567.0,,,,,,,,,,,,,,,,
410,PT03M44.00S,2021-11-11T02:07:06.4Z,3,REGULAR,3pt,Jump Shot,[],1627832,73.14388961892247,15.686274509803921,1610612761,73,64,2021-11-11T02:07:12Z,4090000,-172.0,200.0,1,right,F. VanVleet 26' 3PT  (13 PTS) (O. Anunoby 2 AST),"[1627832, 1628384]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,26.35,Made,13.0,O. Anunoby,1628384.0,2.0,,,,,,,,,,
412,PT03M24.00S,2021-11-11T02:07:26.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,19.92444152431012,36.76470588235294,1610612738,75,64,2021-11-11T02:07:31Z,4110000,66.0,135.0,1,left,J. Tatum 15' turnaround Jump Shot (16 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,,,,,,15.02,Made,16.0,M. Smart,203935.0,5.0,,,,,,,,,,
414,PT03M09.00S,2021-11-11T02:07:40.6Z,3,REGULAR,3pt,Jump Shot,[],1627832,88.25558475689881,5.637254901960785,1610612761,75,64,2021-11-11T02:07:45Z,4130000,-222.0,58.0,1,right,MISS F. VanVleet 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,22.92,Missed,,,,,,,,,,,,,,
415,PT03M06.00S,2021-11-11T02:07:43.6Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,75,64,2021-11-11T02:07:45Z,4140000,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,414.0,4.0,4.0,0.0,,,,,,
416,PT02M52.00S,2021-11-11T02:07:59.9Z,3,REGULAR,foul,personal,[],1627832,,,1610612738,75,64,2021-11-11T02:08:09Z,4150000,,,0,,F. VanVleet personal FOUL (1 PF),"[1627832, 203935]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,2003.0,1.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
418,PT02M52.00S,2021-11-11T02:08:14.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,75,64,2021-11-11T02:08:14Z,4170000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT02M52.00S,2021-11-11T02:10:39.9Z,3,REGULAR,substitution,out,[],203935,,,1610612738,75,64,2021-11-11T02:10:54Z,4180000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT02M52.00S,2021-11-11T02:10:39.9Z,3,REGULAR,substitution,out,[],1629018,,,1610612738,75,64,2021-11-11T02:10:54Z,4190000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT02M52.00S,2021-11-11T02:10:39.9Z,3,REGULAR,substitution,in,[],203471,,,1610612738,75,64,2021-11-11T02:10:54Z,4200000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT02M52.00S,2021-11-11T02:10:39.9Z,3,REGULAR,substitution,in,[],1629004,,,1610612738,75,64,2021-11-11T02:10:54Z,4210000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT02M40.00S,2021-11-11T02:11:19.3Z,3,REGULAR,2pt,Jump Shot,[],201143,16.770696452036795,21.07843137254902,1610612738,77,64,2021-11-11T02:11:26Z,4220000,145.0,105.0,1,left,A. Horford 17' Jump Shot (10 PTS) (D. Schroder 4 AST),"[201143, 203471]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,17.88,Made,10.0,D. Schroder,203471.0,4.0,,,,,,,,,,
425,PT02M12.00S,2021-11-11T02:11:46.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629004,79.71419185282524,40.68627450980392,1610612761,77,66,2021-11-11T02:11:52Z,4240000,-47.0,138.0,1,right,S. Mykhailiuk 14' step back Jump Shot (8 PTS),[1629004],1610612761.0,TOR,step back,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,14.58,Made,8.0,,,,,,,,,,,,,
426,PT01M54.00S,2021-11-11T02:12:05.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201143,17.16491458607096,36.76470588235294,1610612738,77,66,2021-11-11T02:12:10Z,4250000,66.0,109.0,1,left,MISS A. Horford 12' turnaround fadeaway Shot,[201143],1610612738.0,BOS,turnaround fadeaway,,,Horford,A. Horford,,,,,,,,,,12.74,Missed,,,,,,,,,,,,,,
427,PT01M52.00S,2021-11-11T02:12:07.0Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,77,66,2021-11-11T02:12:10Z,4260000,,,0,,S. Barnes REBOUND (Off:1 Def:6),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,426.0,7.0,6.0,1.0,,,,,,
428,PT01M45.00S,2021-11-11T02:12:14.4Z,3,REGULAR,turnover,lost ball,[],1627832,,,1610612761,77,66,2021-11-11T02:12:18Z,4270000,,,0,,F. VanVleet lost ball TURNOVER (2 TO),"[1627832, 1626196]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,2.0,,,Richardson,1626196.0,
429,PT01M45.00S,2021-11-11T02:12:14.4Z,3,REGULAR,steal,,[],1626196,,,1610612738,77,66,2021-11-11T02:12:16Z,4280000,,,0,,J. Richardson STEAL (2 STL),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT01M43.00S,2021-11-11T02:12:18.4Z,3,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612738,77,66,2021-11-11T02:12:28Z,4290000,,,0,,S. Barnes shooting personal FOUL (4 PF) (Richardson 2 FT),"[1630567, 1626196]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,201638.0,4.0,0.0,Richardson,1626196.0,,,,,,,,,,,,,,,,
432,PT01M43.00S,2021-11-11T02:12:52.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,77,66,2021-11-11T02:12:52Z,4310000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT01M43.00S,2021-11-11T02:13:00.8Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612738,77,66,2021-11-11T02:20:04Z,4320000,,,0,,,[],1610612761.0,TOR,stands,,,,,,,,,2003.0,,,,,,,,,,,,,,,,,,,,
434,PT01M43.00S,2021-11-11T02:15:16.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1626196,,,1610612738,77,66,2021-11-11T02:15:16Z,4330000,,,0,,MISS J. Richardson Free Throw 1 of 2,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,Missed,,,,,,,,,,,,,,
435,PT01M43.00S,2021-11-11T02:15:16.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,77,66,2021-11-11T02:15:16Z,4340000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,434.0,,,,,,,,,
