actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
438,PT02M51.00S,2021-12-31T19:45:26.5Z,3,REGULAR,rebound,offensive,[],1629641,,,1610612738,87,69,2021-12-31T19:50:56Z,4330000,,,0,,R. Langford REBOUND (Off:1 Def:2),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,437.0,,,,,,,,,3.0,2.0,1.0,,,
439,PT02M51.00S,2021-12-31T19:45:37.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629150,,,1610612738,87,69,2021-12-31T19:45:44Z,4340000,,,0,,E. Terry shooting personal FOUL (1 PF) (Langford 2 FT),"[1629150, 1629641]",1610612756.0,PHX,shooting,,,Terry,E. Terry,,,,,,,,,,,,1628482.0,1.0,0.0,Langford,1629641.0,,,,,,,,,
441,PT02M51.00S,2021-12-31T19:45:55.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629641,,,1610612738,87,69,2021-12-31T19:45:55Z,4360000,,,0,,MISS R. Langford Free Throw 1 of 2,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Missed,,,,,,,,,,,,,,,,,,,
442,PT02M51.00S,2021-12-31T19:45:55.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,87,69,2021-12-31T19:45:55Z,4370000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,441.0,,,,,,,,,,,,,,
443,PT02M51.00S,2021-12-31T19:46:09.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629641,,,1610612738,88,69,2021-12-31T19:46:09Z,4380000,,,0,,R. Langford Free Throw 2 of 2 (9 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
444,PT02M40.00S,2021-12-31T19:46:26.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,6.1268068331143235,46.32352941176471,1610612756,88,69,2021-12-31T19:50:28Z,4390000,18.0,5.0,1,left,MISS C. Payne driving finger roll Layup,[1626166],1610612756.0,PHX,driving finger roll,,,Payne,C. Payne,,,,,1.91,Missed,,,,,,,,,,,,,,,,,,,
445,PT02M38.00S,2021-12-31T19:46:28.3Z,3,REGULAR,rebound,offensive,[],1629150,,,1610612756,88,69,2021-12-31T19:57:25Z,4400000,,,0,,E. Terry REBOUND (Off:2 Def:3),[1629150],1610612756.0,PHX,,,,Terry,E. Terry,,,,,,,,,,,444.0,,,,,,,,,5.0,3.0,2.0,,,
512,PT02M38.00S,2021-12-31T19:46:29.5Z,3,REGULAR,turnover,basket-from-below,[],1629150,,,1610612756,88,69,2021-12-31T19:57:59Z,4405000,,,0,,E. Terry basket-from-below TURNOVER (2 TO),[1629150],1610612756.0,PHX,,,,Terry,E. Terry,,,,,,,,,,,,1662.0,,,,,2.0,,,,,,,,
447,PT02M29.00S,2021-12-31T19:46:51.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203935,70.64717477003943,83.33333333333334,1610612738,88,69,2021-12-31T19:57:47Z,4420000,167.0,223.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.87,Missed,,,,,,,,,,,,,,,,,,,
448,PT02M27.00S,2021-12-31T19:46:53.1Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,88,69,2021-12-31T19:46:58Z,4430000,,,0,,G. Williams REBOUND (Off:1 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,447.0,,,,,,,,,4.0,3.0,1.0,,,
449,PT02M23.00S,2021-12-31T19:46:54.2Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance', 'fromturnover']",1629684,89.96386333771353,44.36274509803921,1610612738,90,69,2021-12-31T19:57:47Z,4440000,-28.0,42.0,1,right,G. Williams turnaround Hook (6 PTS),[1629684],1610612738.0,BOS,turnaround,,,Williams,G. Williams,,,,,5.04,Made,6.0,,,,,,,,,,,,,,,,,,
450,PT01M58.00S,2021-12-31T19:47:20.1Z,3,REGULAR,turnover,lost ball,[],1626166,,,1610612756,90,69,2021-12-31T19:47:25Z,4450000,,,0,,C. Payne lost ball TURNOVER (1 TO),"[1626166, 1629641]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,1.0,Langford,1629641.0,,,,,,
451,PT01M58.00S,2021-12-31T19:47:20.1Z,3,REGULAR,steal,,[],1629641,,,1610612738,90,69,2021-12-31T19:54:26Z,4460000,,,0,,R. Langford STEAL (1 STL),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT01M38.00S,2021-12-31T19:47:43.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629684,92.19776609724047,54.90196078431373,1610612738,92,69,2021-12-31T19:47:48Z,4470000,25.0,21.0,1,right,G. Williams cutting Layup (8 PTS) (R. Williams III 9 AST),"[1629684, 1629057]",1610612738.0,BOS,cutting,,,Williams,G. Williams,,,,,3.21,Made,8.0,R. Williams III,1629057.0,9.0,,,,,,,,,,,,,,,
454,PT01M38.00S,2021-12-31T19:47:45.9Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626164,,,1610612738,92,69,2021-12-31T19:47:55Z,4490000,,,0,,D. Booker shooting personal FOUL (2 PF) (Williams 1 FT),"[1626164, 1629684]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,,,,,,,,1662.0,2.0,1.0,Williams,1629684.0,,,,,,,,,
456,PT01M38.00S,2021-12-31T19:48:06.4Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,92,69,2021-12-31T19:48:23Z,4510000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT01M38.00S,2021-12-31T19:48:06.4Z,3,REGULAR,substitution,out,[],1629661,,,1610612738,92,69,2021-12-31T19:48:23Z,4520000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT01M38.00S,2021-12-31T19:48:06.4Z,3,REGULAR,substitution,in,[],201143,,,1610612738,92,69,2021-12-31T19:48:23Z,4530000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT01M38.00S,2021-12-31T19:48:06.4Z,3,REGULAR,substitution,in,[],203901,,,1610612738,92,69,2021-12-31T19:48:23Z,4540000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT01M38.00S,2021-12-31T19:48:17.5Z,3,REGULAR,substitution,out,[],1629150,,,1610612738,92,69,2021-12-31T19:48:23Z,4550000,,,0,,SUB out: E. Terry,[1629150],1610612756.0,PHX,,,,Terry,E. Terry,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT01M38.00S,2021-12-31T19:48:17.5Z,3,REGULAR,substitution,in,[],1630688,,,1610612738,92,69,2021-12-31T19:48:23Z,4560000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT01M38.00S,2021-12-31T19:48:38.6Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1629684,,,1610612738,93,69,2021-12-31T19:48:38Z,4570000,,,0,,G. Williams Free Throw 1 of 1 (9 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
463,PT01M32.00S,2021-12-31T19:48:55.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,11.251642575558476,56.127450980392155,1610612756,93,69,2021-12-31T19:49:09Z,4580000,-31.0,53.0,1,left,MISS D. Booker 6' floating Shot,[1626164],1610612756.0,PHX,floating,,,Booker,D. Booker,,,,,6.15,Missed,,,,,,,,,,,,,,,,,,,
464,PT01M29.00S,2021-12-31T19:48:58.5Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,93,69,2021-12-31T19:49:09Z,4590000,,,0,,A. Horford REBOUND (Off:3 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,463.0,,,,,,,,,6.0,3.0,3.0,,,
465,PT01M21.00S,2021-12-31T19:49:05.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,93.42969776609723,53.28967524509803,1610612738,95,69,2021-12-31T19:57:06Z,4600000,16.0,9.0,1,right,G. Williams floating Jump Shot (11 PTS) (A. Horford 5 AST),"[1629684, 201143]",1610612738.0,BOS,floating,,,Williams,G. Williams,,,,,1.89,Made,11.0,A. Horford,201143.0,5.0,,,,,,,,,,,,,,,
467,PT01M06.00S,2021-12-31T19:49:22.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203901,5.995400788436268,56.86274509803921,1610612756,95,71,2021-12-31T19:49:33Z,4620000,-34.0,4.0,1,left,E. Payton driving reverse Layup (2 PTS) (C. Payne 2 AST),"[203901, 1626166]",1610612756.0,PHX,driving reverse,,,Payton,E. Payton,,,,,3.45,Made,2.0,C. Payne,1626166.0,2.0,,,,,,,,,,,,,,,
469,PT01M06.00S,2021-12-31T19:49:25.1Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201143,,,1610612756,95,71,2021-12-31T19:49:38Z,4640000,,,0,,A. Horford shooting personal FOUL (3 PF) (Payton 1 FT),"[201143, 203901]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,,1662.0,3.0,0.0,Payton,203901.0,,,,,,,,,
471,PT01M06.00S,2021-12-31T19:49:54.9Z,3,REGULAR,freethrow,1 of 1,[],203901,,,1610612756,95,72,2021-12-31T19:49:54Z,4660000,,,0,,E. Payton Free Throw 1 of 1 (3 PTS),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
472,PT00M45.40S,2021-12-31T19:50:18.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,90.48948751642575,56.86274509803921,1610612738,95,72,2021-12-31T19:50:31Z,4670000,34.0,37.0,1,right,MISS G. Williams alley-oop Layup,[1629684],1610612738.0,BOS,alley-oop,,,Williams,G. Williams,,,,,5.04,Missed,,,,,,,,,,,,,,,,,,,
473,PT00M43.10S,2021-12-31T19:50:20.9Z,3,REGULAR,rebound,defensive,[],1626166,,,1610612756,95,72,2021-12-31T19:50:20Z,4680000,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,472.0,,,,,,,,,1.0,1.0,0.0,,,
474,PT00M38.20S,2021-12-31T19:50:27.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612756,95,72,2021-12-31T19:50:40Z,4690000,,,0,,G. Williams shooting personal FOUL (2 PF) (Payne 2 FT),"[1629684, 1626166]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,202053.0,2.0,0.0,Payne,1626166.0,,,,,,,,,
476,PT00M38.20S,2021-12-31T19:50:59.6Z,3,REGULAR,freethrow,1 of 2,[],1626166,,,1610612756,95,73,2021-12-31T19:50:59Z,4710000,,,0,,C. Payne Free Throw 1 of 2 (6 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
477,PT00M38.20S,2021-12-31T19:51:04.1Z,3,REGULAR,substitution,out,[],1629684,,,1610612756,95,73,2021-12-31T19:51:08Z,4720000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT00M38.20S,2021-12-31T19:51:04.1Z,3,REGULAR,substitution,in,[],1627759,,,1610612756,95,73,2021-12-31T19:51:08Z,4730000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT00M38.20S,2021-12-31T19:51:25.2Z,3,REGULAR,freethrow,2 of 2,[],1626166,,,1610612756,95,74,2021-12-31T19:51:25Z,4740000,,,0,,C. Payne Free Throw 2 of 2 (7 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
480,PT00M26.10S,2021-12-31T19:51:41.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,89.83245729303549,45.83333333333333,1610612738,97,74,2021-12-31T19:52:10Z,4750000,-21.0,43.0,1,right,R. Langford driving floating Jump Shot (11 PTS),[1629641],1610612738.0,BOS,driving floating,,,Langford,R. Langford,,,,,4.79,Made,11.0,,,,,,,,,,,,,,,,,,
481,PT00M03.90S,2021-12-31T19:52:06.1Z,3,REGULAR,3pt,Jump Shot,[],1626164,25.18068331143233,83.57843137254902,1610612756,97,77,2021-12-31T19:58:51Z,4760000,-168.0,184.0,1,left,D. Booker 24' 3PT step back (18 PTS),[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,24.92,Made,18.0,,,,,,,,,,,,,,,,,,
483,PT00M01.00S,2021-12-31T19:52:16.0Z,3,REGULAR,3pt,Jump Shot,[],1629641,78.79434954007884,93.87254901960785,1610612738,100,77,2021-12-31T19:52:25Z,4770000,219.0,147.0,1,right,R. Langford 26' 3PT  (14 PTS) (M. Smart 3 AST),"[1629641, 203935]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,26.4,Made,14.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,,
485,PT00M00.00S,2021-12-31T19:52:25.3Z,3,REGULAR,instantreplay,request,[],0,,,1610612756,100,77,2021-12-31T19:53:05Z,4790000,,,0,,,[],,,support,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,,,,End Period - Good Basket
486,PT00M00.00S,2021-12-31T19:52:40.5Z,3,REGULAR,period,end,[],0,,,1610612756,100,77,2021-12-31T19:52:40Z,4800000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2021-12-31T19:54:34.7Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612756,100,77,2021-12-31T19:54:50Z,4810000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2021-12-31T19:54:34.7Z,4,REGULAR,substitution,out,['startperiod'],1626164,,,1610612756,100,77,2021-12-31T19:54:50Z,4820000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2021-12-31T19:54:34.7Z,4,REGULAR,substitution,out,['startperiod'],1626166,,,1610612756,100,77,2021-12-31T19:54:50Z,4830000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2021-12-31T19:54:34.7Z,4,REGULAR,substitution,in,['startperiod'],1630202,,,1610612756,100,77,2021-12-31T19:54:50Z,4840000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2021-12-31T19:54:34.7Z,4,REGULAR,substitution,in,['startperiod'],101108,,,1610612756,100,77,2021-12-31T19:54:50Z,4850000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2021-12-31T19:54:34.7Z,4,REGULAR,substitution,in,['startperiod'],1628969,,,1610612756,100,77,2021-12-31T19:54:50Z,4860000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2021-12-31T19:55:00.9Z,4,REGULAR,period,start,[],0,,,1610612738,100,77,2021-12-31T19:55:00Z,4870000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT11M41.00S,2021-12-31T19:55:19.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.32917214191852,60.29411764705882,1610612738,100,77,2021-12-31T19:55:29Z,4880000,51.0,20.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,5.51,Missed,,,,,,,,,,,,,,,,,,,
495,PT11M38.00S,2021-12-31T19:55:22.5Z,4,REGULAR,rebound,defensive,[],1628969,,,1610612756,100,77,2021-12-31T19:55:29Z,4890000,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,494.0,,,,,,,,,4.0,4.0,0.0,,,
496,PT11M34.00S,2021-12-31T19:55:27.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203901,7.046649145860711,40.44117647058824,1610612756,100,79,2021-12-31T19:55:43Z,4900000,48.0,14.0,1,left,E. Payton running Layup (5 PTS),[203901],1610612756.0,PHX,running,,,Payton,E. Payton,,,,,4.97,Made,5.0,,,,,,,,,,,,,,,,,,
497,PT11M34.00S,2021-12-31T19:55:31.1Z,4,REGULAR,foul,personal,['1freethrow'],1626196,,,1610612756,100,79,2021-12-31T19:55:40Z,4910000,,,0,,J. Richardson shooting personal FOUL (2 PF) (Payton 1 FT),"[1626196, 203901]",1610612738.0,BOS,shooting,,,Richardson,J. Richardson,,,,,,,,,,,,1628482.0,2.0,0.0,Payton,203901.0,,,,,,,,,
499,PT11M34.00S,2021-12-31T19:55:53.7Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],203901,,,1610612756,100,79,2021-12-31T19:56:02Z,4930000,,,0,,MISS E. Payton Free Throw 1 of 1,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
500,PT11M34.00S,2021-12-31T19:55:53.7Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,100,79,2021-12-31T19:56:02Z,4940000,,,0,,A. Horford REBOUND (Off:3 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,499.0,,,,,,,,,7.0,4.0,3.0,,,
501,PT11M24.00S,2021-12-31T19:56:12.9Z,4,REGULAR,turnover,offensive-kicked-ball,[],201143,,,1610612738,100,79,2021-12-31T19:56:23Z,4950000,,,0,,A. Horford offensive-kicked-ball TURNOVER (1 TO),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,1.0,,,,,,,,
502,PT11M07.00S,2021-12-31T19:56:33.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629013,19.66162943495401,93.13725490196079,1610612756,100,79,2021-12-31T20:00:27Z,4960000,-216.0,132.0,1,left,MISS L. Shamet 25' pullup 3PT,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,25.3,Missed,,,,,,,,,,,,,,,,,,,
503,PT11M05.00S,2021-12-31T19:56:35.8Z,4,REGULAR,rebound,offensive,[],101108,,,1610612756,100,79,2021-12-31T19:56:35Z,4970000,,,0,,C. Paul REBOUND (Off:1 Def:3),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,502.0,,,,,,,,,4.0,3.0,1.0,,,
504,PT11M03.00S,2021-12-31T19:56:37.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630688,26.888961892247043,78.67647058823529,1610612756,100,79,2021-12-31T19:56:46Z,4980000,-143.0,200.0,1,left,MISS I. Wainright 24' 3PT,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,24.63,Missed,,,,,,,,,,,,,,,,,,,
505,PT10M59.00S,2021-12-31T19:56:41.8Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,100,79,2021-12-31T19:56:46Z,4990000,,,0,,J. Brown REBOUND (Off:1 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,504.0,,,,,,,,,8.0,7.0,1.0,,,
506,PT10M52.00S,2021-12-31T19:56:48.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,91.5407358738502,50.73529411764706,1610612738,102,79,2021-12-31T19:56:52Z,5000000,4.0,27.0,1,right,J. Brown driving Layup (19 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.73,Made,19.0,,,,,,,,,,,,,,,,,,
507,PT10M36.00S,2021-12-31T19:57:04.1Z,4,REGULAR,2pt,Jump Shot,[],1629013,21.369908015768726,49.26470588235294,1610612756,102,81,2021-12-31T20:10:21Z,5010000,4.0,148.0,1,left,L. Shamet 14' step back Jump Shot (4 PTS),[1629013],1610612756.0,PHX,step back,,,Shamet,L. Shamet,,,,,14.84,Made,4.0,,,,,,,,,,,,,,,,,,
508,PT10M16.00S,2021-12-31T19:57:24.8Z,4,REGULAR,turnover,bad pass,[],201143,,,1610612738,102,81,2021-12-31T19:58:29Z,5020000,,,0,,A. Horford bad pass TURNOVER (2 TO),"[201143, 203901]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,2.0,Payton,203901.0,,,,,,
509,PT10M16.00S,2021-12-31T19:57:24.8Z,4,REGULAR,steal,,[],203901,,,1610612756,102,81,2021-12-31T19:57:27Z,5030000,,,0,,E. Payton STEAL (1 STL),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT10M09.00S,2021-12-31T19:57:31.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629013,23.209592641261498,87.00980392156863,1610612756,102,81,2021-12-31T20:01:36Z,5040000,-185.0,166.0,1,left,MISS L. Shamet 24' pullup 3PT,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,24.84,Missed,,,,,,,,,,,,,,,,,,,
511,PT10M07.00S,2021-12-31T19:57:33.9Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,102,81,2021-12-31T19:57:33Z,5050000,,,0,,J. Brown REBOUND (Off:1 Def:8),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,510.0,,,,,,,,,9.0,8.0,1.0,,,
513,PT09M52.00S,2021-12-31T19:57:48.9Z,4,REGULAR,turnover,bad pass,[],1627759,,,1610612738,102,81,2021-12-31T19:59:02Z,5060000,,,0,,J. Brown bad pass TURNOVER (4 TO),"[1627759, 203901]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,4.0,Payton,203901.0,,,,,,
514,PT09M52.00S,2021-12-31T19:57:48.9Z,4,REGULAR,steal,,[],203901,,,1610612756,102,81,2021-12-31T19:57:50Z,5070000,,,0,,E. Payton STEAL (2 STL),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT09M46.00S,2021-12-31T19:57:54.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",101108,6.652431011826544,45.588235294117645,1610612756,102,83,2021-12-31T20:02:45Z,5080000,22.0,10.0,1,left,C. Paul driving finger roll Layup (4 PTS),[101108],1610612756.0,PHX,driving finger roll,,,Paul,C. Paul,,,,,2.43,Made,4.0,,,,,,,,,,,,,,,,,,
516,PT09M20.00S,2021-12-31T19:58:20.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,92.19776609724047,51.71568627450981,1610612738,104,83,2021-12-31T19:59:14Z,5090000,9.0,21.0,1,right,P. Pritchard driving Layup (11 PTS) (A. Horford 6 AST),"[1630202, 201143]",1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,2.25,Made,11.0,A. Horford,201143.0,6.0,,,,,,,,,,,,,,,
517,PT09M15.00S,2021-12-31T19:58:31.4Z,4,REGULAR,foul,personal,[],1630202,,,1610612756,104,83,2021-12-31T19:58:46Z,5100000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 203901]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,1662.0,1.0,0.0,Payton,203901.0,,,,,,,,,
519,PT09M02.00S,2021-12-31T19:58:59.4Z,4,REGULAR,2pt,Jump Shot,[],1628969,14.011169513797633,66.42156862745098,1610612756,104,83,2021-12-31T20:10:29Z,5120000,-82.0,79.0,1,left,MISS M. Bridges 11' pullup Shot,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,11.41,Missed,,,,,,,,,,,,,,,,,,,
520,PT09M00.00S,2021-12-31T19:59:01.4Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,104,83,2021-12-31T19:59:26Z,5130000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,519.0,,,,,,,,,2.0,2.0,0.0,,,
521,PT08M43.00S,2021-12-31T19:59:16.6Z,4,REGULAR,3pt,Jump Shot,[],1626196,73.9323258869908,14.460784313725492,1610612738,104,83,2021-12-31T20:04:37Z,5140000,-178.0,193.0,1,right,MISS J. Richardson 26' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
522,PT08M41.00S,2021-12-31T19:59:18.6Z,4,REGULAR,rebound,defensive,[],1629013,,,1610612756,104,83,2021-12-31T19:59:31Z,5150000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,521.0,,,,,,,,,1.0,1.0,0.0,,,
523,PT08M35.00S,2021-12-31T19:59:24.6Z,4,REGULAR,3pt,Jump Shot,[],101108,30.962549277266753,38.72549019607843,1610612756,104,86,2021-12-31T19:59:34Z,5160000,56.0,239.0,1,left,C. Paul 24' 3PT pullup (7 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,24.51,Made,7.0,,,,,,,,,,,,,,,,,,
524,PT08M13.00S,2021-12-31T19:59:46.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629641,91.67214191852825,49.26470588235294,1610612738,106,86,2021-12-31T19:59:53Z,5170000,-4.0,26.0,1,right,R. Langford driving finger roll Layup (16 PTS) (A. Horford 7 AST),"[1629641, 201143]",1610612738.0,BOS,driving finger roll,,,Langford,R. Langford,,,,,2.61,Made,16.0,A. Horford,201143.0,7.0,,,,,,,,,,,,,,,
