actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
174,PT10M59.00S,2023-12-14T01:09:39.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628449,94.56307490144546,49.01960784313725,1610612761,33,41,2023-12-14T01:09:49Z,1660000,False,-5.0,-1.0,1,right,C. Boucher running DUNK (2 PTS) (S. Barnes 3 AST),"[1628449, 1630567]",1610612761.0,TOR,running,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,0.51,Made,2.0,,,,,,,,,,,S. Barnes,1630567.0,3.0,,,,
176,PT10M46.00S,2023-12-14T01:09:52.0Z,2,REGULAR,3pt,Jump Shot,[],1629027,34.90473061760841,65.19607843137256,1610612737,33,44,2023-12-14T01:09:56Z,1680000,False,-76.0,276.0,1,left,T. Young 28' 3PT pullup (14 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,28.59,Made,14.0,,,,,,,,,,,,,,,,,
177,PT10M31.00S,2023-12-14T01:10:06.6Z,2,REGULAR,3pt,Jump Shot,[],1630173,71.69842312746385,20.098039215686274,1610612761,36,44,2023-12-14T01:10:10Z,1690000,False,-150.0,214.0,1,right,P. Achiuwa 26' 3PT  (5 PTS) (M. Flynn 2 AST),"[1630173, 1630201]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,26.06,Made,5.0,,,,,,,,,,,M. Flynn,1630201.0,2.0,,,,
179,PT10M14.00S,2023-12-14T01:10:24.2Z,2,REGULAR,3pt,Jump Shot,[],1629726,7.966491458607096,94.36274509803921,1610612737,36,47,2023-12-14T01:10:28Z,1710000,False,-222.0,22.0,1,left,G. Mathews 3PT  (6 PTS) (T. Young 8 AST),"[1629726, 1629027]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Left Corner 3,24+ Left,22.29,Made,6.0,,,,,,,,,,,T. Young,1629027.0,8.0,,,,
181,PT09M56.00S,2023-12-14T01:10:42.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,89.96386333771353,47.794117647058826,1610612761,38,47,2023-12-14T01:10:49Z,1730000,False,-11.0,42.0,1,right,S. Barnes turnaround Hook (8 PTS) (M. Flynn 3 AST),"[1630567, 1630201]",1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,4.32,Made,8.0,,,,,,,,,,,M. Flynn,1630201.0,3.0,,,,
183,PT09M34.00S,2023-12-14T01:11:04.2Z,2,REGULAR,3pt,Jump Shot,[],1629027,33.196452036793694,53.92156862745098,1610612737,38,47,2023-12-14T01:11:09Z,1750000,False,-20.0,260.0,1,left,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,26.02,Missed,,,,,,,,,,,,,,,,,,
184,PT09M31.00S,2023-12-14T01:11:07.2Z,2,REGULAR,rebound,defensive,[],1630201,,,1610612761,38,47,2023-12-14T01:11:09Z,1760000,False,,,0,,M. Flynn REBOUND (Off:0 Def:1),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Center,,,,,183.0,1.0,1.0,0.0,,,,,,,,,,,,
185,PT09M29.00S,2023-12-14T01:11:11.7Z,2,REGULAR,foul,offensive,[],1630201,,,1610612761,38,47,2023-12-14T01:11:18Z,1770000,False,,,0,,M. Flynn charge offensive FOUL (2 PF),"[1630201, 1629726]",1610612761.0,TOR,charge,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),0-8 Center,,,,1204.0,,,,,,,,,,,,,2.0,0.0,Mathews,1629726.0
187,PT09M29.00S,2023-12-14T01:11:11.7Z,2,REGULAR,turnover,offensive foul,[],1630201,,,1610612761,38,47,2023-12-14T01:11:11Z,1790000,False,,,0,,M. Flynn offensive foul TURNOVER (2 TO),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),0-8 Center,,,,1204.0,,,,,2.0,,,,,,,,,,,
188,PT09M21.00S,2023-12-14T01:11:36.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,36.87582128777924,63.23529411764706,1610612737,38,50,2023-12-14T01:11:41Z,1800000,False,-66.0,294.0,1,left,T. Young 30' 3PT pullup (17 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,30.15,Made,17.0,,,,,,,,,,,,,,,,,
189,PT09M04.00S,2023-12-14T01:11:53.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,93.9060446780552,48.529411764705884,1610612761,40,50,2023-12-14T01:12:02Z,1810000,False,-7.0,5.0,1,right,S. Barnes driving Layup (10 PTS) (P. Achiuwa 1 AST),"[1630567, 1630173]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.88,Made,10.0,,,,,,,,,,,P. Achiuwa,1630173.0,1.0,,,,
191,PT08M42.00S,2023-12-14T01:12:17.5Z,2,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,40,50,2023-12-14T01:12:24Z,1830000,False,,,0,,T. Young lost ball out-of-bounds TURNOVER (2 TO),[1629027],1610612737.0,ATL,lost ball,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,202026.0,,,,,2.0,,,,,,,,,,,
192,PT08M42.00S,2023-12-14T01:12:21.4Z,2,REGULAR,substitution,out,[],1630201,,,1610612761,40,50,2023-12-14T01:12:29Z,1840000,False,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M42.00S,2023-12-14T01:12:21.4Z,2,REGULAR,substitution,in,[],203471,,,1610612761,40,50,2023-12-14T01:12:29Z,1850000,False,,,0,,SUB in: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M29.00S,2023-12-14T01:12:48.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,69.59592641261499,26.47058823529412,1610612761,43,50,2023-12-14T01:12:54Z,1860000,False,-118.0,233.0,1,right,O. Anunoby 26' 3PT  (7 PTS) (D. Schroder 2 AST),"[1628384, 203471]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,26.13,Made,7.0,,,,,,,,,,,D. Schroder,203471.0,2.0,,,,
196,PT08M08.00S,2023-12-14T01:13:10.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,5.995400788436268,55.63725490196079,1610612737,43,50,2023-12-14T01:13:16Z,1880000,False,-28.0,4.0,1,left,MISS T. Young driving finger roll Layup - blocked,"[1629027, 1628449]",1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.85,Missed,,,,,,,,,,Boucher,1628449.0,,,,,,,
197,PT08M08.00S,2023-12-14T01:13:10.0Z,2,REGULAR,block,,[],1628449,,,1610612737,43,50,2023-12-14T01:13:12Z,1890000,False,,,0,,C. Boucher BLOCK (2 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
198,PT08M08.00S,2023-12-14T01:13:10.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,43,50,2023-12-14T01:13:16Z,1900000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,196.0,,,,,,,,,,,,,,,
200,PT08M08.00S,2023-12-14T01:13:16.8Z,2,REGULAR,substitution,out,[],1630173,,,1610612737,43,50,2023-12-14T01:13:31Z,1920000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M08.00S,2023-12-14T01:13:16.8Z,2,REGULAR,substitution,out,[],1629027,,,1610612737,43,50,2023-12-14T01:13:31Z,1930000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M08.00S,2023-12-14T01:13:16.8Z,2,REGULAR,substitution,out,[],1630168,,,1610612737,43,50,2023-12-14T01:13:31Z,1940000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M08.00S,2023-12-14T01:13:16.8Z,2,REGULAR,substitution,in,[],1627751,,,1610612737,43,50,2023-12-14T01:13:31Z,1950000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M08.00S,2023-12-14T01:13:16.8Z,2,REGULAR,substitution,in,[],1627749,,,1610612737,43,50,2023-12-14T01:13:31Z,1960000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M08.00S,2023-12-14T01:13:16.8Z,2,REGULAR,substitution,in,[],203991,,,1610612737,43,50,2023-12-14T01:13:31Z,1970000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M08.00S,2023-12-14T01:13:36.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,43,50,2023-12-14T01:13:36Z,1980000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M08.00S,2023-12-14T01:15:44.6Z,2,REGULAR,substitution,out,[],1630567,,,1610612737,43,50,2023-12-14T01:16:15Z,1990000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M08.00S,2023-12-14T01:15:44.6Z,2,REGULAR,substitution,out,[],1630180,,,1610612737,43,50,2023-12-14T01:16:15Z,2000000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M08.00S,2023-12-14T01:15:44.6Z,2,REGULAR,substitution,in,[],1627783,,,1610612737,43,50,2023-12-14T01:16:15Z,2010000,False,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M08.00S,2023-12-14T01:15:44.6Z,2,REGULAR,substitution,in,[],1630168,,,1610612737,43,50,2023-12-14T01:16:15Z,2020000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M04.00S,2023-12-14T01:16:40.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627749,17.69053876478318,95.58823529411765,1610612737,43,50,2023-12-14T01:16:45Z,2030000,False,-228.0,114.0,1,left,MISS D. Murray 25' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,25.47,Missed,,,,,,,,,,,,,,,,,,
212,PT08M01.00S,2023-12-14T01:16:43.6Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,43,50,2023-12-14T01:16:45Z,2040000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:4),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,211.0,5.0,4.0,1.0,,,,,,,,,,,,
214,PT07M49.00S,2023-12-14T01:17:21.3Z,2,REGULAR,foul,personal,['2freethrow'],1629726,,,1610612761,43,50,2023-12-14T01:17:37Z,2060000,False,,,0,,G. Mathews shooting personal FOUL (1 PF) (Poeltl 2 FT),"[1629726, 1627751]",1610612737.0,ATL,shooting,,,Mathews,G. Mathews,,,,,Restricted Area,0-8 Center,,,,1204.0,,,,,,,,,,,,,1.0,0.0,Poeltl,1627751.0
216,PT07M49.00S,2023-12-14T01:17:47.5Z,2,REGULAR,freethrow,1 of 2,[],1627751,,,1610612761,43,50,2023-12-14T01:18:06Z,2080000,False,,,0,,MISS J. Poeltl Free Throw 1 of 2,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
217,PT07M49.00S,2023-12-14T01:17:47.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,43,50,2023-12-14T01:18:06Z,2090000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,216.0,,,,,,,,,,,,,,,
218,PT07M49.00S,2023-12-14T01:17:47.5Z,2,REGULAR,freethrow,2 of 2,[],1627751,,,1610612761,43,50,2023-12-14T01:18:06Z,2100000,False,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
219,PT07M47.00S,2023-12-14T01:17:49.5Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,43,50,2023-12-14T01:18:06Z,2110000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,218.0,5.0,4.0,1.0,,,,,,,,,,,,
220,PT07M31.00S,2023-12-14T01:19:11.4Z,2,REGULAR,foul,personal,['2freethrow'],203992,,,1610612737,43,50,2023-12-14T01:22:17Z,2120000,False,,,0,,B. Bogdanovic flagrant-type-1 personal FOUL (1 PF) (Schroder 2 FT),"[203992, 203471]",1610612737.0,ATL,flagrant-type-1,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Left,,,,1204.0,,,,,,,,,,,,,1.0,0.0,Schroder,203471.0
222,PT07M31.00S,2023-12-14T01:19:11.4Z,2,REGULAR,turnover,offensive foul,[],203992,,,1610612737,43,50,2023-12-14T01:19:11Z,2140000,False,,,0,,B. Bogdanovic offensive foul TURNOVER (1 TO),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Left,,,,1204.0,,,,,1.0,,,,,,,,,,,
224,PT07M31.00S,2023-12-14T01:22:18.0Z,2,REGULAR,freethrow,1 of 2,[],203471,,,1610612761,44,50,2023-12-14T01:22:18Z,2160000,False,,,0,,D. Schroder flagrant Free Throw 1 of 2 (4 PTS),[203471],1610612761.0,TOR,flagrant,,,Schroder,D. Schroder,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
225,PT07M31.00S,2023-12-14T01:22:30.4Z,2,REGULAR,freethrow,2 of 2,[],203471,,,1610612761,45,50,2023-12-14T01:22:30Z,2170000,False,,,0,,D. Schroder flagrant Free Throw 2 of 2 (5 PTS),[203471],1610612761.0,TOR,flagrant,,,Schroder,D. Schroder,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
226,PT07M20.00S,2023-12-14T01:23:05.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628449,66.04796320630749,33.088235294117645,1610612761,45,50,2023-12-14T01:23:09Z,2180000,False,-85.0,267.0,1,right,MISS C. Boucher 27' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Center,27.97,Missed,,,,,,,,,,,,,,,,,,
227,PT07M16.00S,2023-12-14T01:23:09.1Z,2,REGULAR,rebound,defensive,[],1629726,,,1610612737,45,50,2023-12-14T01:23:09Z,2190000,False,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Center,,,,,226.0,1.0,1.0,0.0,,,,,,,,,,,,
228,PT07M02.00S,2023-12-14T01:23:24.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,6.258212877792378,49.50980392156863,1610612737,45,52,2023-12-14T01:23:29Z,2200000,False,2.0,6.0,1,left,C. Capela cutting finger roll Layup (7 PTS) (D. Murray 2 AST),"[203991, 1627749]",1610612737.0,ATL,cutting finger roll,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.68,Made,7.0,,,,,,,,,,,D. Murray,1627749.0,2.0,,,,
230,PT07M02.00S,2023-12-14T01:23:31.7Z,2,REGULAR,foul,technical,['1freethrow'],1628449,,,1610612761,45,52,2023-12-14T01:23:40Z,2220000,False,,,0,,C. Boucher flopping technical FOUL (1 Tech),[1628449],1610612761.0,TOR,flopping,,,Boucher,C. Boucher,,,,,,,,,,1162.0,,,,,,,,,,,,,0.0,1.0,,
231,PT07M02.00S,2023-12-14T01:23:46.0Z,2,REGULAR,freethrow,1 of 1,[],1627749,,,1610612761,45,52,2023-12-14T01:23:46Z,2230000,False,,,0,,MISS D. Murray technical Free Throw 1 of 1,[1627749],1610612737.0,ATL,technical,,,Murray,D. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
232,PT07M02.00S,2023-12-14T01:23:46.0Z,2,REGULAR,rebound,defensive,"['deadball', 'team']",0,,,1610612761,45,52,2023-12-14T01:23:46Z,2240000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,231.0,,,,,,,,,,,,,,,
233,PT06M59.00S,2023-12-14T01:24:14.1Z,2,REGULAR,2pt,Jump Shot,[],1627783,87.20433639947439,71.32352941176471,1610612761,45,52,2023-12-14T01:24:20Z,2250000,False,107.0,68.0,1,right,MISS P. Siakam 12' turnaround fadeaway Shot,[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,12.63,Missed,,,,,,,,,,,,,,,,,,
234,PT06M59.00S,2023-12-14T01:24:14.1Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,45,52,2023-12-14T01:24:20Z,2260000,False,,,0,,C. Capela REBOUND (Off:1 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Right,,,,,233.0,4.0,3.0,1.0,,,,,,,,,,,,
236,PT06M44.00S,2023-12-14T01:24:56.1Z,2,REGULAR,3pt,Jump Shot,[],1630168,6.258212877792378,2.696078431372549,1610612737,45,55,2023-12-14T01:25:00Z,2280000,False,237.0,6.0,1,left,O. Okongwu 3PT  (6 PTS) (D. Murray 3 AST),"[1630168, 1627749]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,23.66,Made,6.0,,,,,,,,,,,D. Murray,1627749.0,3.0,,,,
238,PT06M17.00S,2023-12-14T01:25:22.2Z,2,REGULAR,3pt,Jump Shot,[],1627783,94.56307490144546,97.30392156862744,1610612761,48,55,2023-12-14T01:25:27Z,2300000,False,237.0,-1.0,1,right,P. Siakam 3PT step back (17 PTS) (J. Poeltl 3 AST),"[1627783, 1627751]",1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,23.65,Made,17.0,,,,,,,,,,,J. Poeltl,1627751.0,3.0,,,,
240,PT06M05.00S,2023-12-14T01:25:33.8Z,2,REGULAR,3pt,Jump Shot,[],203992,31.61957950065703,66.17647058823529,1610612737,48,55,2023-12-14T01:25:40Z,2320000,False,-81.0,245.0,1,left,MISS B. Bogdanovic 25' turnaround 3PT,[203992],1610612737.0,ATL,turnaround,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,,
241,PT06M03.00S,2023-12-14T01:25:36.5Z,2,REGULAR,rebound,offensive,[],203992,,,1610612737,48,55,2023-12-14T01:25:36Z,2330000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,,240.0,2.0,1.0,1.0,,,,,,,,,,,,
242,PT06M02.00S,2023-12-14T01:25:38.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203992,18.478975032851512,73.0392156862745,1610612737,48,55,2023-12-14T01:25:44Z,2340000,False,-115.0,121.0,1,left,MISS B. Bogdanovic 16' Jump Shot,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Left Center,16.72,Missed,,,,,,,,,,,,,,,,,,
243,PT06M02.00S,2023-12-14T01:25:38.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,48,55,2023-12-14T01:25:44Z,2350000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,242.0,,,,,,,,,,,,,,,
245,PT06M02.00S,2023-12-14T01:25:44.8Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,48,55,2023-12-14T01:25:53Z,2370000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M02.00S,2023-12-14T01:25:44.8Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,48,55,2023-12-14T01:25:53Z,2380000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M40.00S,2023-12-14T01:26:27.9Z,2,REGULAR,foul,personal,['2freethrow'],203992,,,1610612761,48,55,2023-12-14T01:26:36Z,2390000,False,,,0,,B. Bogdanovic shooting personal FOUL (2 PF) (Siakam 2 FT),"[203992, 1627783]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Right,,,,1162.0,,,,,,,,,,,,,2.0,0.0,Siakam,1627783.0
249,PT05M40.00S,2023-12-14T01:27:02.0Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,49,55,2023-12-14T01:27:02Z,2410000,False,,,0,,P. Siakam Free Throw 1 of 2 (18 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
250,PT05M40.00S,2023-12-14T01:27:03.1Z,2,REGULAR,substitution,out,[],203992,,,1610612761,49,55,2023-12-14T01:27:20Z,2420000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M40.00S,2023-12-14T01:27:03.1Z,2,REGULAR,substitution,out,[],1629726,,,1610612761,49,55,2023-12-14T01:27:20Z,2430000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M40.00S,2023-12-14T01:27:03.1Z,2,REGULAR,substitution,in,[],1630180,,,1610612761,49,55,2023-12-14T01:27:20Z,2440000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M40.00S,2023-12-14T01:27:03.1Z,2,REGULAR,substitution,in,[],1629027,,,1610612761,49,55,2023-12-14T01:27:20Z,2450000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M40.00S,2023-12-14T01:27:32.3Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,50,55,2023-12-14T01:27:32Z,2460000,False,,,0,,P. Siakam Free Throw 2 of 2 (19 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
255,PT05M21.00S,2023-12-14T01:27:53.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,17.0335085413929,42.8921568627451,1610612737,50,57,2023-12-14T01:27:59Z,2470000,False,36.0,108.0,1,left,T. Young 11' fadeaway Jump Shot (19 PTS) (D. Murray 4 AST),"[1629027, 1627749]",1610612737.0,ATL,fadeaway,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,11.33,Made,19.0,,,,,,,,,,,D. Murray,1627749.0,4.0,,,,
256,PT05M11.00S,2023-12-14T01:28:02.8Z,2,REGULAR,2pt,Jump Shot,[],203471,76.5604467805519,53.18627450980392,1610612761,50,57,2023-12-14T01:28:06Z,2480000,False,16.0,168.0,1,right,MISS D. Schroder 16' pullup Shot,[203471],1610612761.0,TOR,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Center,16.86,Missed,,,,,,,,,,,,,,,,,,
257,PT05M09.00S,2023-12-14T01:28:04.8Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,50,57,2023-12-14T01:28:06Z,2490000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:5),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Center,,,,,256.0,6.0,5.0,1.0,,,,,,,,,,,,
258,PT04M49.00S,2023-12-14T01:28:24.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,7.703679369250986,54.166666666666664,1610612737,50,57,2023-12-14T01:28:30Z,2500000,False,-21.0,20.0,1,left,MISS D. Murray driving finger roll Layup,[1627749],1610612737.0,ATL,driving finger roll,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,,
259,PT04M47.00S,2023-12-14T01:28:26.3Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,50,57,2023-12-14T01:28:54Z,2510000,False,,,0,,C. Capela REBOUND (Off:2 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,258.0,5.0,3.0,2.0,,,,,,,,,,,,
260,PT04M47.00S,2023-12-14T01:28:28.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,5.590000152587891,50.0,1610612737,50,57,2023-12-14T01:29:01Z,2520000,False,0.0,0.0,1,left,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
261,PT04M46.00S,2023-12-14T01:28:29.0Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,50,57,2023-12-14T01:31:24Z,2530000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:5),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,260.0,7.0,5.0,2.0,,,,,,,,,,,,
262,PT04M43.00S,2023-12-14T01:28:31.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627749,9.149145860709593,1.2254901960784315,1610612737,50,57,2023-12-14T01:28:35Z,2540000,False,244.0,34.0,1,left,MISS D. Murray 24' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Right Corner 3,24+ Right,24.62,Missed,,,,,,,,,,,,,,,,,,
