actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
428,PT02M01.00S,2025-03-27T02:37:06.1Z,3,REGULAR,foul,personal,['2freethrow'],201566,,,1610612749,90,88,2025-03-27T02:38:05Z,4250000,False,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Kuzma 2 FT),"[201566, 1628398]",1610612743.0,DEN,shooting,,,,,,Mid-Range,8-16 Left,,,,Westbrook,R. Westbrook,,,,1628159.0,,,,,,,,1.0,0.0,Kuzma,1628398.0,,
430,PT02M01.00S,2025-03-27T02:37:42.3Z,3,REGULAR,freethrow,1 of 2,[],1628398,,,1610612749,90,88,2025-03-27T02:37:42Z,4270000,False,,,0,,MISS K. Kuzma Free Throw 1 of 2,[1628398],1610612749.0,MIL,,,,,,,,,,Missed,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,
431,PT02M01.00S,2025-03-27T02:37:42.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,90,88,2025-03-27T02:37:42Z,4280000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,430.0,,,,,,,,,
432,PT02M01.00S,2025-03-27T02:37:43.2Z,3,REGULAR,substitution,out,[],203932,,,1610612749,90,88,2025-03-27T02:37:51Z,4290000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,,,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,
433,PT02M01.00S,2025-03-27T02:37:43.2Z,3,REGULAR,substitution,out,[],1629018,,,1610612749,90,88,2025-03-27T02:37:51Z,4300000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,,,,,,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,
434,PT02M01.00S,2025-03-27T02:37:43.2Z,3,REGULAR,substitution,in,[],1629618,,,1610612749,90,88,2025-03-27T02:37:51Z,4310000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,,,,,,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,
435,PT02M01.00S,2025-03-27T02:37:43.2Z,3,REGULAR,substitution,in,[],1626192,,,1610612749,90,88,2025-03-27T02:37:51Z,4320000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,
436,PT02M01.00S,2025-03-27T02:38:03.7Z,3,REGULAR,freethrow,2 of 2,[],1628398,,,1610612749,90,89,2025-03-27T02:38:03Z,4330000,False,,,0,,K. Kuzma Free Throw 2 of 2 (10 PTS),[1628398],1610612749.0,MIL,,,,,,,,,,Made,10.0,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,
437,PT01M47.00S,2025-03-27T02:38:20.3Z,3,REGULAR,3pt,Jump Shot,[],1629618,7.7529566360052655,95.3201593137255,1610612743,93,89,2025-03-27T02:38:37Z,4340000,False,-227.0,20.0,1,left,J. Pickett 3PT  (4 PTS) (R. Westbrook 5 AST),"[1629618, 201566]",1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,22.75,Made,4.0,Pickett,J. Pickett,R. Westbrook,201566.0,5.0,,,,,,,,,,,,,,
439,PT01M28.00S,2025-03-27T02:38:42.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,92.64126149802891,53.74923406862745,1610612749,93,89,2025-03-27T02:39:18Z,4360000,False,19.0,17.0,1,right,MISS K. Porter Jr. driving Layup,[1629645],1610612749.0,MIL,driving,,,,,,Restricted Area,0-8 Center,2.51,Missed,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,
440,PT01M25.00S,2025-03-27T02:38:45.6Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,93,89,2025-03-27T02:39:18Z,4370000,False,,,0,,N. Jokić REBOUND (Off:2 Def:4),[203999],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,Jokić,N. Jokić,,,,,,,,439.0,6.0,4.0,2.0,,,,,,
441,PT01M13.00S,2025-03-27T02:38:54.7Z,3,REGULAR,3pt,Jump Shot,[],1631128,8.147174770039427,96.30055147058823,1610612743,96,89,2025-03-27T02:39:29Z,4380000,False,-232.0,24.0,1,left,C. Braun 3PT  (17 PTS) (N. Jokić 7 AST),"[1631128, 203999]",1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,23.28,Made,17.0,Braun,C. Braun,N. Jokić,203999.0,7.0,,,,,,,,,,,,,,
443,PT01M11.00S,2025-03-27T02:39:02.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612749,96,89,2025-03-27T02:39:02Z,4400000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT01M11.00S,2025-03-27T02:40:12.9Z,3,REGULAR,substitution,out,[],1629645,,,1610612749,96,89,2025-03-27T02:40:36Z,4410000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,,,,,,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,
445,PT01M11.00S,2025-03-27T02:40:12.9Z,3,REGULAR,substitution,out,[],1628398,,,1610612749,96,89,2025-03-27T02:40:36Z,4420000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,
446,PT01M11.00S,2025-03-27T02:40:12.9Z,3,REGULAR,substitution,in,[],1627752,,,1610612749,96,89,2025-03-27T02:40:36Z,4430000,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,,,,,,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,
447,PT01M11.00S,2025-03-27T02:40:12.9Z,3,REGULAR,substitution,in,[],1631157,,,1610612749,96,89,2025-03-27T02:40:36Z,4440000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,,,,,,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,
448,PT00M58.90S,2025-03-27T02:40:53.3Z,3,REGULAR,3pt,Jump Shot,[],1631260,67.36202365308804,62.745098039215684,1610612749,96,92,2025-03-27T02:41:17Z,4450000,False,64.0,254.0,1,right,A. Green 26' 3PT bank (12 PTS) (R. Rollins 2 AST),"[1631260, 1631157]",1610612749.0,MIL,bank,,,,,,Above the Break 3,24+ Center,26.22,Made,12.0,Green,A. Green,R. Rollins,1631157.0,2.0,,,,,,,,,,,,,,
451,PT00M38.30S,2025-03-27T02:41:41.5Z,3,REGULAR,2pt,Jump Shot,[],203999,10.489898160315363,69.94485294117646,1610612743,98,92,2025-03-27T02:42:11Z,4480000,False,-100.0,46.0,1,left,N. Jokić 10' driving floating bank Jump Shot (31 PTS),[203999],1610612743.0,DEN,driving floating bank,,,,,,Mid-Range,8-16 Left,10.98,Made,31.0,Jokić,N. Jokić,,,,,,,,,,,,,,,,,
452,PT00M34.20S,2025-03-27T02:41:48.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,91.06438896189225,36.00643382352941,1610612749,98,92,2025-03-27T02:42:35Z,4490000,False,-70.0,31.0,1,right,MISS R. Rollins 7' driving Layup - blocked,"[1631157, 1631212]",1610612749.0,MIL,driving,,,,,,In The Paint (Non-RA),0-8 Center,7.68,Missed,,Rollins,R. Rollins,,,,,,,,,,,,,,,,Watson,1631212.0
453,PT00M34.20S,2025-03-27T02:41:48.8Z,3,REGULAR,block,,[],1631212,,,1610612749,98,92,2025-03-27T02:41:51Z,4500000,False,,,0,,P. Watson BLOCK (2 BLK),[1631212],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,
454,PT00M32.90S,2025-03-27T02:41:50.1Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,98,92,2025-03-27T02:42:35Z,4510000,False,,,0,,N. Jokić REBOUND (Off:2 Def:5),[203999],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jokić,N. Jokić,,,,,,,,452.0,7.0,5.0,2.0,,,,,,
455,PT00M19.50S,2025-03-27T02:42:04.8Z,3,REGULAR,2pt,Jump Shot,[],203999,9.570055847568995,28.408394607843135,1610612743,98,92,2025-03-27T02:42:59Z,4520000,False,108.0,37.0,1,left,MISS N. Jokić 11' driving floating bank Shot,[203999],1610612743.0,DEN,driving floating bank,,,,,,Mid-Range,8-16 Right,11.43,Missed,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,
456,PT00M18.20S,2025-03-27T02:42:06.1Z,3,REGULAR,rebound,offensive,[],1631128,,,1610612743,98,92,2025-03-27T02:42:59Z,4530000,False,,,0,,C. Braun REBOUND (Off:4 Def:5),[1631128],1610612743.0,DEN,,,,,,,Mid-Range,8-16 Right,,,,Braun,C. Braun,,,,,,,,455.0,9.0,5.0,4.0,,,,,,
457,PT00M17.60S,2025-03-27T02:42:07.7Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631128,9.570055847568995,48.138786764705884,1610612743,100,92,2025-03-27T02:43:12Z,4540000,False,9.0,37.0,1,left,C. Braun tip DUNK (19 PTS),[1631128],1610612743.0,DEN,tip,,,,,,Restricted Area,0-8 Center,3.86,Made,19.0,Braun,C. Braun,,,,,,,,,,,,,,,,,
458,PT00M07.90S,2025-03-27T02:42:19.4Z,3,REGULAR,foul,personal,[],1631128,,,1610612749,100,92,2025-03-27T02:43:22Z,4550000,False,,,0,,C. Braun take personal FOUL (3 PF),"[1631128, 1631157]",1610612743.0,DEN,take,,,,,,Above the Break 3,24+ Center,,,,Braun,C. Braun,,,,1628159.0,,,,,,,,3.0,0.0,Rollins,1631157.0,,
460,PT00M07.90S,2025-03-27T02:42:34.1Z,3,REGULAR,substitution,out,[],1629618,,,1610612749,100,92,2025-03-27T02:42:41Z,4570000,False,,,0,,SUB out: J. Pickett,[1629618],1610612743.0,DEN,,,,,,,,,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,
461,PT00M07.90S,2025-03-27T02:42:34.1Z,3,REGULAR,substitution,in,[],1642461,,,1610612749,100,92,2025-03-27T02:42:41Z,4580000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,,,,,,,,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,
462,PT00M03.60S,2025-03-27T02:42:56.9Z,3,REGULAR,3pt,Jump Shot,[],1627752,78.18659658344284,90.41819852941177,1610612749,100,92,2025-03-27T02:43:49Z,4590000,False,202.0,153.0,1,right,MISS T. Prince 25' pullup 3PT,[1627752],1610612749.0,MIL,pullup,,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,Prince,T. Prince,,,,,,,,,,,,,,,,,
463,PT00M01.40S,2025-03-27T02:42:59.1Z,3,REGULAR,rebound,defensive,[],201566,,,1610612743,100,92,2025-03-27T02:43:49Z,4600000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,,Westbrook,R. Westbrook,,,,,,,,462.0,2.0,2.0,0.0,,,,,,
464,PT00M00.00S,2025-03-27T02:43:05.8Z,3,REGULAR,period,end,[],0,,,1610612743,100,92,2025-03-27T02:43:05Z,4610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2025-03-27T02:45:08.0Z,4,REGULAR,substitution,out,['startperiod'],1631128,,,1610612743,100,92,2025-03-27T02:45:32Z,4620000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,,,,,,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2025-03-27T02:45:08.0Z,4,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,100,92,2025-03-27T02:45:32Z,4630000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,,,,,,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2025-03-27T02:45:08.0Z,4,REGULAR,substitution,out,['startperiod'],1642461,,,1610612743,100,92,2025-03-27T02:45:32Z,4640000,False,,,0,,SUB out: S. Jones,[1642461],1610612743.0,DEN,,,,,,,,,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2025-03-27T02:45:08.0Z,4,REGULAR,substitution,out,['startperiod'],201572,,,1610612743,100,92,2025-03-27T02:45:32Z,4650000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,,,,,,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2025-03-27T02:45:08.0Z,4,REGULAR,substitution,in,['startperiod'],1627750,,,1610612743,100,92,2025-03-27T02:45:32Z,4660000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2025-03-27T02:45:08.0Z,4,REGULAR,substitution,in,['startperiod'],1629618,,,1610612743,100,92,2025-03-27T02:45:32Z,4670000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,,,,,,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2025-03-27T02:45:08.0Z,4,REGULAR,substitution,in,['startperiod'],203932,,,1610612743,100,92,2025-03-27T02:45:32Z,4680000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,,,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2025-03-27T02:45:08.0Z,4,REGULAR,substitution,in,['startperiod'],1628398,,,1610612743,100,92,2025-03-27T02:45:32Z,4690000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2025-03-27T02:45:40.6Z,4,REGULAR,period,start,[],0,,,1610612743,100,92,2025-03-27T02:45:40Z,4700000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT11M40.00S,2025-03-27T02:46:01.5Z,4,REGULAR,3pt,Jump Shot,[],203932,30.278827201051257,28.653492647058826,1610612743,100,92,2025-03-27T02:46:26Z,4710000,False,107.0,232.0,1,left,MISS A. Gordon 25' pullup 3PT,[203932],1610612743.0,DEN,pullup,,,,,,Above the Break 3,24+ Right Center,25.55,Missed,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,
475,PT11M38.00S,2025-03-27T02:46:03.5Z,4,REGULAR,rebound,defensive,[],1626192,,,1610612749,100,92,2025-03-27T02:46:26Z,4720000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:3),[1626192],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Connaughton,P. Connaughton,,,,,,,,474.0,3.0,3.0,0.0,,,,,,
476,PT11M21.00S,2025-03-27T02:46:19.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,85.54533508541392,57.83930759803921,1610612749,100,92,2025-03-27T02:46:51Z,4730000,False,39.0,83.0,1,right,MISS K. Kuzma 9' turnaround Shot,[1628398],1610612749.0,MIL,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,9.22,Missed,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,
477,PT11M19.00S,2025-03-27T02:46:21.9Z,4,REGULAR,rebound,defensive,[],1631212,,,1610612743,100,92,2025-03-27T02:46:51Z,4740000,False,,,0,,P. Watson REBOUND (Off:1 Def:5),[1631212],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Watson,P. Watson,,,,,,,,476.0,6.0,5.0,1.0,,,,,,
478,PT11M14.00S,2025-03-27T02:46:28.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631212,17.214191852825238,47.935814950980394,1610612743,100,92,2025-03-27T02:47:22Z,4750000,False,10.0,109.0,1,left,MISS P. Watson 10' running Layup,[1631212],1610612743.0,DEN,running,,,,,,In The Paint (Non-RA),8-16 Center,10.98,Missed,,Watson,P. Watson,,,,,,,,,,,,,,,,,
479,PT11M12.00S,2025-03-27T02:46:30.2Z,4,REGULAR,rebound,defensive,[],1626192,,,1610612749,100,92,2025-03-27T02:47:22Z,4760000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:4),[1626192],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Connaughton,P. Connaughton,,,,,,,,478.0,4.0,4.0,0.0,,,,,,
480,PT11M06.00S,2025-03-27T02:46:35.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631157,90.53876478318003,54.12071078431372,1610612749,100,94,2025-03-27T02:47:43Z,4770000,False,21.0,36.0,1,right,R. Rollins running Layup (8 PTS),[1631157],1610612749.0,MIL,running,,,,,,Restricted Area,0-8 Center,4.18,Made,8.0,Rollins,R. Rollins,,,,,,,,,,,,,,,,,
481,PT10M36.00S,2025-03-27T02:47:05.7Z,4,REGULAR,3pt,Jump Shot,[],1627750,2.9730617608409986,97.54901960784314,1610612743,100,94,2025-03-27T02:47:30Z,4780000,False,-238.0,-25.0,1,left,MISS J. Murray 3PT,[1627750],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,23.9,Missed,,Murray,J. Murray,,,,,,,,,,,,,,,,,
482,PT10M35.00S,2025-03-27T02:47:06.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,100,94,2025-03-27T02:47:30Z,4790000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,481.0,,,,,,,,,
483,PT10M35.00S,2025-03-27T02:47:09.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612743,100,94,2025-03-27T02:48:13Z,4800000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1628159.0,,,,,,,,,,,,,
484,PT10M14.00S,2025-03-27T02:47:45.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626192,86.99080157687254,58.55162377450981,1610612749,100,94,2025-03-27T02:49:07Z,4810000,False,43.0,70.0,1,right,MISS P. Connaughton 8' driving floating Shot,[1626192],1610612749.0,MIL,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.19,Missed,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,
485,PT10M13.00S,2025-03-27T02:47:46.8Z,4,REGULAR,rebound,defensive,[],1627750,,,1610612743,100,94,2025-03-27T02:49:07Z,4820000,False,,,0,,J. Murray REBOUND (Off:0 Def:3),[1627750],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Murray,J. Murray,,,,,,,,484.0,3.0,3.0,0.0,,,,,,
486,PT10M03.00S,2025-03-27T02:47:58.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,12.614980289093296,54.91344975490196,1610612743,100,94,2025-03-27T02:49:30Z,4830000,False,-25.0,66.0,1,left,MISS J. Murray 7' driving Layup - blocked,"[1627750, 1628398]",1610612743.0,DEN,driving,,,,,,In The Paint (Non-RA),0-8 Center,7.05,Missed,,Murray,J. Murray,,,,,,,,,,,,,,,,Kuzma,1628398.0
487,PT10M03.00S,2025-03-27T02:47:58.7Z,4,REGULAR,block,,[],1628398,,,1610612743,100,94,2025-03-27T02:48:05Z,4840000,False,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,
488,PT10M01.00S,2025-03-27T02:48:00.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612749,100,94,2025-03-27T02:49:30Z,4850000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,486.0,,,,,,,,,
489,PT09M49.00S,2025-03-27T02:48:19.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,94.48094612352168,44.584865196078425,1610612749,100,96,2025-03-27T02:50:01Z,4860000,False,-27.0,-1.0,1,right,R. Rollins driving Layup (10 PTS),[1631157],1610612749.0,MIL,driving,,,,,,Restricted Area,0-8 Center,2.71,Made,10.0,Rollins,R. Rollins,,,,,,,,,,,,,,,,,
490,PT09M33.00S,2025-03-27T02:48:36.0Z,4,REGULAR,foul,personal,['2freethrow'],1626192,,,1610612743,100,96,2025-03-27T02:50:13Z,4870000,False,,,0,,P. Connaughton shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1626192, 201566]",1610612749.0,MIL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Connaughton,P. Connaughton,,,,2004.0,,,,,,,,1.0,0.0,Westbrook,201566.0,,
492,PT09M33.00S,2025-03-27T02:49:01.3Z,4,REGULAR,freethrow,1 of 2,[],201566,,,1610612743,101,96,2025-03-27T02:51:14Z,4890000,False,,,0,,R. Westbrook Free Throw 1 of 2 (6 PTS),[201566],1610612743.0,DEN,,,,,,,,,,Made,6.0,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
534,PT09M33.00S,2025-03-27T02:49:30.6Z,4,REGULAR,substitution,out,[],1629618,,,1610612743,101,96,2025-03-27T02:56:11Z,4892500,False,,,0,,SUB out: J. Pickett,[1629618],1610612743.0,DEN,,,,,,,,,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,
535,PT09M33.00S,2025-03-27T02:49:30.6Z,4,REGULAR,substitution,in,[],1629008,,,1610612743,101,96,2025-03-27T02:56:11Z,4893750,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,,,,,,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,
495,PT09M33.00S,2025-03-27T02:49:01.3Z,4,REGULAR,freethrow,2 of 2,[],201566,,,1610612743,101,96,2025-03-27T02:51:14Z,4895000,False,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612743.0,DEN,,,,,,,,,,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
496,PT09M32.00S,2025-03-27T02:49:02.3Z,4,REGULAR,rebound,defensive,[],1626192,,,1610612749,101,96,2025-03-27T02:51:14Z,4897500,False,,,0,,P. Connaughton REBOUND (Off:0 Def:5),[1626192],1610612749.0,MIL,,,,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,495.0,5.0,5.0,0.0,,,,,,
497,PT09M18.00S,2025-03-27T02:49:34.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,93.82391590013141,44.584865196078425,1610612749,101,96,2025-03-27T02:51:03Z,4915000,False,-27.0,6.0,1,right,MISS P. Connaughton cutting Layup - blocked,"[1626192, 1631212]",1610612749.0,MIL,cutting,,,,,,Restricted Area,0-8 Center,2.77,Missed,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,Watson,1631212.0
498,PT09M18.00S,2025-03-27T02:49:34.9Z,4,REGULAR,block,,[],1631212,,,1610612749,101,96,2025-03-27T02:49:37Z,4917500,False,,,0,,P. Watson BLOCK (3 BLK),[1631212],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,
499,PT09M16.00S,2025-03-27T02:49:36.9Z,4,REGULAR,rebound,defensive,[],203932,,,1610612743,101,96,2025-03-27T02:51:03Z,4918750,False,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,Gordon,A. Gordon,,,,,,,,497.0,2.0,2.0,0.0,,,,,,
502,PT09M06.00S,2025-03-27T02:50:04.9Z,4,REGULAR,foul,personal,[],1631157,,,1610612743,101,96,2025-03-27T02:51:57Z,4980000,False,,,0,,R. Rollins personal FOUL (3 PF),"[1631157, 1627750]",1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,,Rollins,R. Rollins,,,,1628951.0,,,,,,,,3.0,0.0,Murray,1627750.0,,
504,PT09M02.00S,2025-03-27T02:50:17.3Z,4,REGULAR,foul,personal,['3freethrow'],1631157,,,1610612743,101,96,2025-03-27T02:52:20Z,5000000,False,,,0,,R. Rollins shooting personal FOUL (4 PF) (Murray 3 FT),"[1631157, 1627750]",1610612749.0,MIL,shooting,,,,,,Above the Break 3,24+ Center,,,,Rollins,R. Rollins,,,,1628951.0,,,,,,,,4.0,0.0,Murray,1627750.0,,
506,PT09M02.00S,2025-03-27T02:50:53.7Z,4,REGULAR,freethrow,1 of 3,[],1627750,,,1610612743,102,96,2025-03-27T02:50:53Z,5020000,False,,,0,,J. Murray Free Throw 1 of 3 (9 PTS),[1627750],1610612743.0,DEN,,,,,,,,,,Made,9.0,Murray,J. Murray,,,,,,,,,,,,,,,,,
508,PT09M02.00S,2025-03-27T02:51:06.0Z,4,REGULAR,substitution,out,[],1631157,,,1610612743,102,96,2025-03-27T02:51:13Z,5040000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,,,,,,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,
509,PT09M02.00S,2025-03-27T02:51:06.0Z,4,REGULAR,substitution,in,[],1629645,,,1610612743,102,96,2025-03-27T02:51:13Z,5050000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,,,,,,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,
510,PT09M02.00S,2025-03-27T02:51:14.2Z,4,REGULAR,freethrow,2 of 3,[],1627750,,,1610612743,103,96,2025-03-27T02:51:14Z,5060000,False,,,0,,J. Murray Free Throw 2 of 3 (10 PTS),[1627750],1610612743.0,DEN,,,,,,,,,,Made,10.0,Murray,J. Murray,,,,,,,,,,,,,,,,,
511,PT09M02.00S,2025-03-27T02:51:28.9Z,4,REGULAR,freethrow,3 of 3,[],1627750,,,1610612743,104,96,2025-03-27T02:51:28Z,5070000,False,,,0,,J. Murray Free Throw 3 of 3 (11 PTS),[1627750],1610612743.0,DEN,,,,,,,,,,Made,11.0,Murray,J. Murray,,,,,,,,,,,,,,,,,
512,PT08M49.00S,2025-03-27T02:51:45.1Z,4,REGULAR,turnover,out-of-bounds,[],1629645,,,1610612749,104,96,2025-03-27T02:52:41Z,5080000,False,,,0,,K. Porter Jr. bad pass out-of-bounds TURNOVER (4 TO),[1629645],1610612749.0,MIL,bad pass,,,,,,In The Paint (Non-RA),0-8 Center,,,,Porter Jr.,K. Porter Jr.,,,,1628159.0,4.0,,,,,,,,,,,,
513,PT08M40.00S,2025-03-27T02:52:03.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631212,6.5703022339027655,56.61381740196079,1610612743,104,96,2025-03-27T02:53:08Z,5090000,False,-33.0,9.0,1,left,MISS P. Watson alley-oop DUNK,[1631212],1610612743.0,DEN,alley-oop,,,,,,Restricted Area,0-8 Center,3.44,Missed,,Watson,P. Watson,,,,,,,,,,,,,,,,,
