actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
430,PT05M53.00S,2025-02-07T03:37:51.8Z,3,REGULAR,block,,[],1628371,,,1610612743,76,58,2025-02-07T03:37:53Z,4240000,False,,,0,,J. Isaac BLOCK (2 BLK),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
431,PT05M52.00S,2025-02-07T03:37:52.8Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,76,58,2025-02-07T03:39:24Z,4250000,False,,,0,,F. Wagner REBOUND (Off:2 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,429.0,,,,,,,,,,4.0,2.0,2.0,,,
432,PT05M43.00S,2025-02-07T03:37:59.9Z,3,REGULAR,3pt,Jump Shot,[],1641710,92.9862023653088,2.941176470588235,1610612753,76,58,2025-02-07T03:38:04Z,4260000,False,-235.0,13.0,1,right,MISS A. Black 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Left Corner 3,24+ Left,23.57,Missed,,,,,,,,,,,,,,,,,,
433,PT05M42.00S,2025-02-07T03:38:03.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612743,76,58,2025-02-07T03:38:03Z,4270000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Left Corner 3,24+ Left,,,,,432.0,,,,,,,,,,,,,,,
435,PT05M29.00S,2025-02-07T03:38:24.0Z,3,REGULAR,3pt,Jump Shot,[],1631124,29.6484888304862,73.52941176470588,1610612743,76,58,2025-02-07T03:38:29Z,4290000,False,-118.0,226.0,1,left,MISS J. Strawther 25' pullup 3PT,[1631124],1610612743.0,DEN,pullup,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Left Center,25.49,Missed,,,,,,,,,,,,,,,,,,
436,PT05M26.00S,2025-02-07T03:38:27.0Z,3,REGULAR,rebound,defensive,[],203484,,,1610612753,76,58,2025-02-07T03:38:29Z,4300000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:3),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,,,435.0,,,,,,,,,,4.0,3.0,1.0,,,
437,PT05M14.00S,2025-02-07T03:38:39.0Z,3,REGULAR,2pt,Jump Shot,[],1628976,78.0059132720105,33.82352941176471,1610612753,76,60,2025-02-07T03:38:44Z,4310000,False,-81.0,154.0,1,right,W. Carter Jr. 17' Jump Shot (17 PTS) (F. Wagner 4 AST),"[1628976, 1630532]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Left Center,17.41,Made,,,,,,,,,17.0,F. Wagner,1630532.0,4.0,,,,,,
439,PT04M50.00S,2025-02-07T03:39:03.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203999,9.937582128777924,50.98039215686274,1610612743,78,60,2025-02-07T03:40:46Z,4330000,False,-5.0,41.0,1,left,N. Jokić driving Hook (26 PTS),[203999],1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,4.12,Made,,,,,,,,,26.0,,,,,,,,,
440,PT04M34.00S,2025-02-07T03:39:23.6Z,3,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612753,78,60,2025-02-07T03:39:41Z,4340000,False,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[1629008, 1628976]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,101283.0,1.0,0.0,Carter Jr.,1628976.0,,,,,,,,,,
442,PT04M34.00S,2025-02-07T03:39:52.8Z,3,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,78,61,2025-02-07T03:39:52Z,4360000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (18 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,,,18.0,,,,,,,,,
443,PT04M34.00S,2025-02-07T03:39:54.2Z,3,REGULAR,substitution,out,[],1631124,,,1610612753,78,61,2025-02-07T03:40:03Z,4370000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M34.00S,2025-02-07T03:39:54.2Z,3,REGULAR,substitution,out,[],203932,,,1610612753,78,61,2025-02-07T03:40:03Z,4380000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M34.00S,2025-02-07T03:39:54.2Z,3,REGULAR,substitution,out,[],203484,,,1610612753,78,61,2025-02-07T03:40:03Z,4390000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M34.00S,2025-02-07T03:39:54.2Z,3,REGULAR,substitution,in,[],1629618,,,1610612753,78,61,2025-02-07T03:40:03Z,4400000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M34.00S,2025-02-07T03:39:54.2Z,3,REGULAR,substitution,in,[],1630192,,,1610612753,78,61,2025-02-07T03:40:03Z,4410000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M34.00S,2025-02-07T03:39:54.2Z,3,REGULAR,substitution,in,[],1630243,,,1610612753,78,61,2025-02-07T03:40:03Z,4420000,False,,,0,,SUB in: T. Queen,[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M34.00S,2025-02-07T03:40:21.6Z,3,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,78,62,2025-02-07T03:40:21Z,4430000,False,,,0,,W. Carter Jr. Free Throw 2 of 2 (19 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,,,19.0,,,,,,,,,
450,PT04M21.00S,2025-02-07T03:40:36.2Z,3,REGULAR,3pt,Jump Shot,[],1629008,29.517082785808146,74.26470588235294,1610612743,81,62,2025-02-07T03:40:40Z,4440000,False,-121.0,225.0,1,left,M. Porter Jr. 25' 3PT  (25 PTS) (N. Jokić 9 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,25.56,Made,,,,,,,,,25.0,N. Jokić,203999.0,9.0,,,,,,
452,PT04M06.00S,2025-02-07T03:40:51.6Z,3,REGULAR,3pt,Jump Shot,[],1628371,86.81011826544021,2.696078431372549,1610612753,81,62,2025-02-07T03:40:56Z,4460000,False,-237.0,71.0,1,right,MISS J. Isaac 24' 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Left Corner 3,24+ Left,24.71,Missed,,,,,,,,,,,,,,,,,,
453,PT04M03.00S,2025-02-07T03:40:54.6Z,3,REGULAR,rebound,defensive,[],1631128,,,1610612743,81,62,2025-02-07T03:40:56Z,4470000,False,,,0,,C. Braun REBOUND (Off:1 Def:6),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,,,,,452.0,,,,,,,,,,7.0,6.0,1.0,,,
454,PT03M46.00S,2025-02-07T03:41:12.7Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1630243,,,1610612743,81,62,2025-02-07T03:41:39Z,4480000,False,,,0,,T. Queen shooting personal FOUL (1 PF) (Porter Jr. 3 FT),"[1630243, 1629008]",1610612753.0,ORL,shooting,,,Queen,T. Queen,,,,,Above the Break 3,24+ Left Center,,,,,,1628954.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,,,,
456,PT03M46.00S,2025-02-07T03:41:39.8Z,3,REGULAR,freethrow,1 of 3,[],1629008,,,1610612743,81,62,2025-02-07T03:41:39Z,4500000,False,,,0,,MISS M. Porter Jr. Free Throw 1 of 3,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
457,PT03M46.00S,2025-02-07T03:41:39.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,81,62,2025-02-07T03:41:39Z,4510000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,456.0,,,,,,,,,,,,,,,
458,PT03M46.00S,2025-02-07T03:41:51.6Z,3,REGULAR,freethrow,2 of 3,[],1629008,,,1610612743,82,62,2025-02-07T03:41:51Z,4520000,False,,,0,,M. Porter Jr. Free Throw 2 of 3 (26 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,,,,,26.0,,,,,,,,,
459,PT03M46.00S,2025-02-07T03:41:52.3Z,3,REGULAR,substitution,out,[],1630532,,,1610612743,82,62,2025-02-07T03:42:12Z,4530000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M46.00S,2025-02-07T03:41:52.3Z,3,REGULAR,substitution,out,[],1628976,,,1610612743,82,62,2025-02-07T03:42:12Z,4540000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M46.00S,2025-02-07T03:41:52.3Z,3,REGULAR,substitution,in,[],1631094,,,1610612743,82,62,2025-02-07T03:42:12Z,4550000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M46.00S,2025-02-07T03:41:52.3Z,3,REGULAR,substitution,in,[],1629048,,,1610612743,82,62,2025-02-07T03:42:12Z,4560000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M46.00S,2025-02-07T03:42:14.2Z,3,REGULAR,freethrow,3 of 3,[],1629008,,,1610612743,83,62,2025-02-07T03:42:14Z,4570000,False,,,0,,M. Porter Jr. Free Throw 3 of 3 (27 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,,,,,27.0,,,,,,,,,
464,PT03M24.00S,2025-02-07T03:42:36.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630243,86.67871222076215,48.77450980392157,1610612753,83,62,2025-02-07T03:42:43Z,4580000,False,-6.0,73.0,1,right,MISS T. Queen 7' floating Shot,[1630243],1610612753.0,ORL,floating,,,Queen,T. Queen,,,,,In The Paint (Non-RA),0-8 Center,7.3,Missed,,,,,,,,,,,,,,,,,,
465,PT03M20.00S,2025-02-07T03:42:40.5Z,3,REGULAR,rebound,offensive,[],1630243,,,1610612753,83,62,2025-02-07T03:42:43Z,4590000,False,,,0,,T. Queen REBOUND (Off:1 Def:0),[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,In The Paint (Non-RA),0-8 Center,,,,,464.0,,,,,,,,,,1.0,0.0,1.0,,,
466,PT03M20.00S,2025-02-07T03:42:40.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630243,94.40999984741211,50.0,1610612753,83,62,2025-02-07T03:43:57Z,4600000,False,0.0,0.0,1,right,MISS T. Queen tip Layup,[1630243],1610612753.0,ORL,tip,,,Queen,T. Queen,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
467,PT03M19.00S,2025-02-07T03:42:41.6Z,3,REGULAR,rebound,offensive,[],1630243,,,1610612753,83,62,2025-02-07T03:43:57Z,4610000,False,,,0,,T. Queen REBOUND (Off:2 Def:0),[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,Restricted Area,0-8 Center,,,,,466.0,,,,,,,,,,2.0,0.0,2.0,,,
468,PT03M18.00S,2025-02-07T03:42:42.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630243,93.38042049934296,45.09803921568628,1610612753,83,62,2025-02-07T03:42:49Z,4620000,False,-25.0,10.0,1,right,MISS T. Queen putback DUNK,[1630243],1610612753.0,ORL,putback,,,Queen,T. Queen,,,,,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,,,,,,,,,,
469,PT03M18.00S,2025-02-07T03:42:42.4Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,83,62,2025-02-07T03:42:49Z,4630000,False,,,0,,N. Jokić REBOUND (Off:0 Def:8),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,468.0,,,,,,,,,,8.0,8.0,0.0,,,
470,PT03M10.00S,2025-02-07T03:42:50.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,31.882391590013142,57.84313725490197,1610612743,86,62,2025-02-07T03:43:04Z,4640000,False,-39.0,247.0,1,left,M. Porter Jr. 25' 3PT running (30 PTS) (N. Jokić 10 AST),"[1629008, 203999]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,25.03,Made,,,,,,,,,30.0,N. Jokić,203999.0,10.0,,,,,,
472,PT03M07.00S,2025-02-07T03:42:59.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612753,86,62,2025-02-07T03:42:59Z,4660000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT02M43.00S,2025-02-07T03:45:08.2Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612753,86,62,2025-02-07T03:45:15Z,4680000,False,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,1626300.0,,,,,,,,,,,,,,
477,PT02M26.00S,2025-02-07T03:45:39.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631128,7.30946123521682,48.77450980392157,1610612743,88,62,2025-02-07T03:47:05Z,4690000,False,6.0,16.0,1,left,C. Braun driving Layup (10 PTS) (N. Jokić 11 AST),"[1631128, 203999]",1610612743.0,DEN,driving,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,,,,10.0,N. Jokić,203999.0,11.0,,,,,,
479,PT02M17.00S,2025-02-07T03:45:48.2Z,3,REGULAR,3pt,Jump Shot,[],1631094,68.80749014454665,23.774509803921568,1610612753,88,62,2025-02-07T03:47:23Z,4710000,False,-131.0,241.0,1,right,MISS P. Banchero 27' pullup 3PT,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,27.41,Missed,,,,,,,,,,,,,,,,,,
480,PT02M14.00S,2025-02-07T03:45:51.2Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,88,62,2025-02-07T03:45:54Z,4720000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,479.0,,,,,,,,,,6.0,5.0,1.0,,,
481,PT02M03.00S,2025-02-07T03:46:02.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,8.360709592641262,52.69607843137255,1610612743,88,62,2025-02-07T03:46:05Z,4730000,False,-13.0,26.0,1,left,MISS Z. Nnaji Layup,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,2.94,Missed,,,,,,,,,,,,,,,,,,
482,PT02M01.00S,2025-02-07T03:46:04.1Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,88,62,2025-02-07T03:46:05Z,4740000,False,,,0,,P. Banchero REBOUND (Off:0 Def:6),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,481.0,,,,,,,,,,6.0,6.0,0.0,,,
483,PT01M51.00S,2025-02-07T03:46:15.7Z,3,REGULAR,foul,personal,['2freethrow'],1629618,,,1610612753,88,62,2025-02-07T03:46:27Z,4750000,False,,,0,,J. Pickett shooting personal FOUL (2 PF) (Banchero 2 FT),"[1629618, 1631094]",1610612743.0,DEN,shooting,,,Pickett,J. Pickett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,1626300.0,2.0,0.0,Banchero,1631094.0,,,,,,,,,,
485,PT01M51.00S,2025-02-07T03:46:43.7Z,3,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,88,62,2025-02-07T03:47:10Z,4770000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
486,PT01M51.00S,2025-02-07T03:46:43.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,88,62,2025-02-07T03:47:10Z,4780000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,485.0,,,,,,,,,,,,,,,
487,PT01M51.00S,2025-02-07T03:46:43.7Z,3,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,88,62,2025-02-07T03:47:10Z,4790000,False,,,0,,MISS P. Banchero Free Throw 2 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
488,PT01M49.00S,2025-02-07T03:46:45.7Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,88,62,2025-02-07T03:47:10Z,4800000,False,,,0,,N. Jokić REBOUND (Off:0 Def:9),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,487.0,,,,,,,,,,9.0,9.0,0.0,,,
489,PT01M34.00S,2025-02-07T03:47:23.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631128,7.046649145860711,50.0,1610612743,90,62,2025-02-07T03:47:26Z,4810000,False,0.0,14.0,1,left,C. Braun cutting DUNK (12 PTS) (N. Jokić 12 AST),"[1631128, 203999]",1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,,,,,12.0,N. Jokić,203999.0,12.0,,,,,,
491,PT01M10.00S,2025-02-07T03:47:49.0Z,3,REGULAR,turnover,out-of-bounds,[],1630243,,,1610612753,90,62,2025-02-07T03:47:58Z,4830000,False,,,0,,T. Queen bad pass out-of-bounds TURNOVER (1 TO),[1630243],1610612753.0,ORL,bad pass,,,Queen,T. Queen,,,,,Mid-Range,16-24 Right,,,,,,1626300.0,,,,,,,,,,,,1.0,,
492,PT01M10.00S,2025-02-07T03:47:57.9Z,3,REGULAR,substitution,out,[],1628371,,,1610612743,90,62,2025-02-07T03:48:01Z,4840000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT01M10.00S,2025-02-07T03:47:57.9Z,3,REGULAR,substitution,in,[],1641783,,,1610612743,90,62,2025-02-07T03:48:01Z,4850000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT00M49.30S,2025-02-07T03:48:25.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203999,20.581471747700395,68.87254901960785,1610612743,90,62,2025-02-07T03:48:30Z,4860000,False,-94.0,141.0,1,left,MISS N. Jokić 16' Jump Shot,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Left Center,16.97,Missed,,,,,,,,,,,,,,,,,,
495,PT00M47.40S,2025-02-07T03:48:27.8Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,90,62,2025-02-07T03:48:30Z,4870000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,494.0,,,,,,,,,,7.0,5.0,2.0,,,
496,PT00M45.60S,2025-02-07T03:48:30.0Z,3,REGULAR,turnover,bad pass,[],1629008,,,1610612743,90,62,2025-02-07T03:48:33Z,4880000,False,,,0,,M. Porter Jr. bad pass TURNOVER (3 TO),"[1629008, 1641710]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,3.0,Black,1641710.0
497,PT00M45.60S,2025-02-07T03:48:30.0Z,3,REGULAR,steal,,[],1641710,,,1610612753,90,62,2025-02-07T03:49:47Z,4890000,False,,,0,,A. Black STEAL (2 STL),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
498,PT00M42.30S,2025-02-07T03:48:34.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631094,94.1688567674113,54.41176470588235,1610612753,90,64,2025-02-07T03:50:13Z,4900000,False,22.0,2.0,1,right,P. Banchero running Layup (15 PTS),[1631094],1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,,,,,15.0,,,,,,,,,
499,PT00M32.80S,2025-02-07T03:48:47.7Z,3,REGULAR,3pt,Jump Shot,[],203999,34.247700394218136,29.166666666666668,1610612743,90,64,2025-02-07T03:48:52Z,4910000,False,104.0,269.0,1,left,MISS N. Jokić 28' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,28.88,Missed,,,,,,,,,,,,,,,,,,
500,PT00M29.00S,2025-02-07T03:48:51.5Z,3,REGULAR,rebound,defensive,[],1630243,,,1610612753,90,64,2025-02-07T03:48:52Z,4920000,False,,,0,,T. Queen REBOUND (Off:2 Def:1),[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,Above the Break 3,24+ Right Center,,,,,499.0,,,,,,,,,,3.0,1.0,2.0,,,
501,PT00M23.10S,2025-02-07T03:48:58.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629048,93.9060446780552,50.49019607843137,1610612753,90,66,2025-02-07T03:49:02Z,4930000,False,2.0,5.0,1,right,G. Bitadze DUNK (4 PTS) (T. Queen 1 AST),"[1629048, 1630243]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,,,4.0,T. Queen,1630243.0,1.0,,,,,,
503,PT00M05.90S,2025-02-07T03:49:24.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203999,5.732588699080158,50.0,1610612743,92,66,2025-02-07T03:49:29Z,4950000,False,0.0,1.0,1,left,N. Jokić driving DUNK (28 PTS),[203999],1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,0.14,Made,,,,,,,,,28.0,,,,,,,,,
504,PT00M00.50S,2025-02-07T03:49:43.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631128,,,1610612753,92,66,2025-02-07T03:49:58Z,4960000,False,,,0,,C. Braun personal FOUL (3 PF) (Banchero 2 FT),"[1631128, 1631094]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Left Center,,,,,,1628954.0,3.0,0.0,Banchero,1631094.0,,,,,,,,,,
506,PT00M00.50S,2025-02-07T03:50:07.7Z,3,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,92,67,2025-02-07T03:50:07Z,4980000,False,,,0,,P. Banchero Free Throw 1 of 2 (16 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,16.0,,,,,,,,,
507,PT00M00.50S,2025-02-07T03:50:07.7Z,3,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,92,67,2025-02-07T03:50:35Z,4990000,False,,,0,,MISS P. Banchero Free Throw 2 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
508,PT00M00.50S,2025-02-07T03:50:07.7Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,92,67,2025-02-07T03:50:35Z,5000000,False,,,0,,N. Jokić REBOUND (Off:0 Def:10),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,507.0,,,,,,,,,,10.0,10.0,0.0,,,
509,PT00M00.00S,2025-02-07T03:50:58.9Z,3,REGULAR,period,end,[],0,,,1610612743,92,67,2025-02-07T03:50:58Z,5010000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2025-02-07T03:52:43.4Z,4,REGULAR,substitution,out,['startperiod'],1629008,,,1610612743,92,67,2025-02-07T03:53:16Z,5020000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2025-02-07T03:52:43.4Z,4,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,92,67,2025-02-07T03:53:16Z,5030000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2025-02-07T03:52:43.4Z,4,REGULAR,substitution,out,['startperiod'],1641710,,,1610612743,92,67,2025-02-07T03:53:16Z,5040000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2025-02-07T03:52:43.4Z,4,REGULAR,substitution,out,['startperiod'],1630243,,,1610612743,92,67,2025-02-07T03:53:16Z,5050000,False,,,0,,SUB out: T. Queen,[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2025-02-07T03:52:43.4Z,4,REGULAR,substitution,out,['startperiod'],1629048,,,1610612743,92,67,2025-02-07T03:53:16Z,5060000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2025-02-07T03:52:43.4Z,4,REGULAR,substitution,out,['startperiod'],1641783,,,1610612743,92,67,2025-02-07T03:53:16Z,5070000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
