actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId
504,PT00M06.10S,2025-02-12T01:50:15.8Z,3,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,81,84,2025-02-12T01:50:15Z,4880000,False,,,0,,S. Barnes Free Throw 2 of 2 (25 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Made,25.0,,,,,,,,,,,,,,,
505,PT00M02.00S,2025-02-12T01:50:22.4Z,3,REGULAR,turnover,lost ball,[],1630178,,,1610612755,81,84,2025-02-12T01:50:31Z,4890000,False,,,0,,T. Maxey lost ball TURNOVER (4 TO),"[1630178, 1642266]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,4.0,,,,,,,,,,,,,,,,,Walter,1642266.0
506,PT00M02.00S,2025-02-12T01:50:22.4Z,3,REGULAR,steal,,[],1642266,,,1610612761,81,84,2025-02-12T01:50:25Z,4900000,False,,,0,,J. Walter STEAL (1 STL),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
507,PT00M00.20S,2025-02-12T01:50:30.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642266,55.76544021024967,64.4607843137255,1610612761,81,84,2025-02-12T01:51:29Z,4910000,False,-72.0,472.0,1,left,MISS J. Walter 47' 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Center,,,47.72,Missed,,,,,,,,,,,,,,,,
508,PT00M00.20S,2025-02-12T01:50:30.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,81,84,2025-02-12T01:51:29Z,4920000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,507.0,,,,,
509,PT00M00.00S,2025-02-12T01:51:01.1Z,3,REGULAR,period,end,[],0,,,1610612761,81,84,2025-02-12T01:51:01Z,4930000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2025-02-12T01:51:12.7Z,4,REGULAR,substitution,out,['startperiod'],1630178,,,1610612761,81,84,2025-02-12T01:52:55Z,4940000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2025-02-12T01:51:12.7Z,4,REGULAR,substitution,out,['startperiod'],1642348,,,1610612761,81,84,2025-02-12T01:52:55Z,4950000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2025-02-12T01:51:12.7Z,4,REGULAR,substitution,out,['startperiod'],1628449,,,1610612761,81,84,2025-02-12T01:52:55Z,4960000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2025-02-12T01:51:12.7Z,4,REGULAR,substitution,out,['startperiod'],1631115,,,1610612761,81,84,2025-02-12T01:52:55Z,4970000,False,,,0,,SUB out: O. Robinson,[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2025-02-12T01:51:12.7Z,4,REGULAR,substitution,in,['startperiod'],1630215,,,1610612761,81,84,2025-02-12T01:52:55Z,4980000,False,,,0,,SUB in: J. Butler,[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2025-02-12T01:51:12.7Z,4,REGULAR,substitution,in,['startperiod'],203954,,,1610612761,81,84,2025-02-12T01:52:55Z,4990000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2025-02-12T01:51:12.7Z,4,REGULAR,substitution,in,['startperiod'],1642279,,,1610612761,81,84,2025-02-12T01:52:55Z,5000000,False,,,0,,SUB in: U. Chomche,[1642279],1610612761.0,TOR,,,,Chomche,U. Chomche,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2025-02-12T01:51:12.7Z,4,REGULAR,substitution,in,['startperiod'],1642419,,,1610612761,81,84,2025-02-12T01:52:55Z,5010000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2025-02-12T01:53:06.1Z,4,REGULAR,period,start,[],0,,,1610612755,81,84,2025-02-12T01:53:06Z,5020000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT11M43.00S,2025-02-12T01:53:22.1Z,4,REGULAR,3pt,Jump Shot,[],1627824,67.85479632063075,43.13725490196079,1610612755,81,84,2025-02-12T01:53:27Z,5030000,False,-34.0,250.0,1,right,MISS G. Yabusele 25' 3PT,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Center,,,25.2,Missed,,,,,,,,,,,,,,,,
520,PT11M39.00S,2025-02-12T01:53:26.1Z,4,REGULAR,rebound,defensive,[],1642266,,,1610612761,81,84,2025-02-12T01:53:27Z,5040000,False,,,0,,J. Walter REBOUND (Off:3 Def:2),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,519.0,5.0,2.0,3.0,,
521,PT11M29.00S,2025-02-12T01:53:35.2Z,4,REGULAR,2pt,Jump Shot,[],1642279,20.41721419185282,57.59803921568628,1610612761,81,84,2025-02-12T01:53:43Z,5050000,False,-38.0,139.0,1,left,MISS U. Chomche 14' floating Shot,[1642279],1610612761.0,TOR,floating,,,Chomche,U. Chomche,,,,,Mid-Range,8-16 Center,,,14.45,Missed,,,,,,,,,,,,,,,,
522,PT11M25.00S,2025-02-12T01:53:39.2Z,4,REGULAR,rebound,defensive,[],202331,,,1610612755,81,84,2025-02-12T01:53:43Z,5060000,False,,,0,,P. George REBOUND (Off:0 Def:3),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,521.0,3.0,3.0,0.0,,
523,PT11M20.00S,2025-02-12T01:53:44.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630215,73.63666228646518,19.362745098039213,1610612755,84,84,2025-02-12T01:53:54Z,5070000,False,-153.0,195.0,1,right,J. Butler 24' 3PT running (11 PTS) (G. Yabusele 2 AST),"[1630215, 1627824]",1610612755.0,PHI,running,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,24.82,Made,11.0,G. Yabusele,1627824.0,2.0,,,,,,,,,,,,
525,PT11M00.00S,2025-02-12T01:54:04.9Z,4,REGULAR,3pt,Jump Shot,[],1630567,28.170170827858072,77.20588235294117,1610612761,84,84,2025-02-12T01:54:11Z,5090000,False,-136.0,212.0,1,left,MISS S. Barnes 25' step back 3PT,[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,25.21,Missed,,,,,,,,,,,,,,,,
526,PT10M56.00S,2025-02-12T01:54:08.9Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,84,84,2025-02-12T01:54:11Z,5100000,False,,,0,,J. Embiid REBOUND (Off:5 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,525.0,10.0,5.0,5.0,,
527,PT10M51.00S,2025-02-12T01:54:16.0Z,4,REGULAR,foul,personal,[],1630193,,,1610612755,84,84,2025-02-12T01:54:21Z,5110000,False,,,0,,I. Quickley personal FOUL (2 PF),"[1630193, 1630215]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left,2530.0,,,,,,,,2.0,0.0,Butler,1630215.0,,,,,,,,
529,PT10M44.00S,2025-02-12T01:54:35.6Z,4,REGULAR,3pt,Jump Shot,[],203954,68.51182654402103,34.803921568627445,1610612755,84,84,2025-02-12T01:54:39Z,5130000,False,-76.0,243.0,1,right,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,25.51,Missed,,,,,,,,,,,,,,,,
530,PT10M41.00S,2025-02-12T01:54:38.6Z,4,REGULAR,rebound,defensive,[],1630193,,,1610612761,84,84,2025-02-12T01:54:39Z,5140000,False,,,0,,I. Quickley REBOUND (Off:1 Def:2),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,529.0,3.0,2.0,1.0,,
531,PT10M26.00S,2025-02-12T01:54:54.1Z,4,REGULAR,3pt,Jump Shot,[],1642419,33.55781865965835,28.186274509803923,1610612761,84,84,2025-02-12T01:54:59Z,5150000,False,109.0,263.0,1,left,MISS J. Battle 28' 3PT,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Above the Break 3,24+ Right Center,,,28.46,Missed,,,,,,,,,,,,,,,,
532,PT10M21.00S,2025-02-12T01:54:59.1Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,84,84,2025-02-12T02:04:37Z,5160000,False,,,0,,J. Embiid REBOUND (Off:5 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,531.0,11.0,6.0,5.0,,
533,PT10M15.00S,2025-02-12T01:55:04.8Z,4,REGULAR,2pt,Jump Shot,[],202331,83.49211563731932,31.862745098039213,1610612755,84,84,2025-02-12T01:55:11Z,5170000,False,-91.0,103.0,1,right,MISS P. George 13' turnaround Shot,[202331],1610612755.0,PHI,turnaround,,,George,P. George,,,,,Mid-Range,8-16 Left,,,13.7,Missed,,,,,,,,,,,,,,,,
534,PT10M11.00S,2025-02-12T01:55:08.8Z,4,REGULAR,rebound,defensive,[],1642279,,,1610612761,84,84,2025-02-12T01:55:11Z,5180000,False,,,0,,U. Chomche REBOUND (Off:0 Def:1),[1642279],1610612761.0,TOR,,,,Chomche,U. Chomche,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,533.0,1.0,1.0,0.0,,
535,PT10M08.00S,2025-02-12T01:55:14.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642266,7.013797634691201,48.0392156862745,1610612761,84,84,2025-02-12T03:31:59Z,5190000,False,10.0,13.0,1,left,MISS J. Walter cutting Layup,[1642266],1610612761.0,TOR,cutting,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,,,1.66,Missed,,,,,,,,,,,,,,,,
536,PT10M07.00S,2025-02-12T01:55:15.3Z,4,REGULAR,rebound,offensive,[],1642279,,,1610612761,84,84,2025-02-12T03:31:59Z,5200000,False,,,0,,U. Chomche REBOUND (Off:1 Def:1),[1642279],1610612761.0,TOR,,,,Chomche,U. Chomche,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,535.0,2.0,1.0,1.0,,
537,PT10M07.00S,2025-02-12T01:55:17.7Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642279,5.590000152587891,50.0,1610612761,84,84,2025-02-12T03:33:03Z,5210000,False,0.0,0.0,1,left,MISS U. Chomche tip Layup,[1642279],1610612761.0,TOR,tip,,,Chomche,U. Chomche,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
538,PT10M06.00S,2025-02-12T01:55:18.7Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,84,84,2025-02-12T03:33:03Z,5220000,False,,,0,,J. Embiid REBOUND (Off:5 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,537.0,12.0,7.0,5.0,,
539,PT09M46.00S,2025-02-12T01:55:33.6Z,4,REGULAR,2pt,Jump Shot,[],202331,79.15571616294349,31.862745098039213,1610612755,86,84,2025-02-12T01:55:38Z,5230000,False,-91.0,143.0,1,right,P. George 16' pullup Jump Shot (11 PTS),[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Mid-Range,16-24 Left Center,,,16.97,Made,11.0,,,,,,,,,,,,,,,
540,PT09M28.00S,2025-02-12T01:55:53.1Z,4,REGULAR,foul,personal,['2freethrow'],1627824,,,1610612761,86,84,2025-02-12T01:55:57Z,5240000,False,,,0,,G. Yabusele shooting personal FOUL (2 PF) (Barnes 2 FT),"[1627824, 1630567]",1610612755.0,PHI,shooting,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,2530.0,,,,,,,,2.0,0.0,Barnes,1630567.0,,,,,,,,
542,PT09M28.00S,2025-02-12T01:56:19.9Z,4,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,86,85,2025-02-12T01:56:19Z,5260000,False,,,0,,S. Barnes Free Throw 1 of 2 (26 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Made,26.0,,,,,,,,,,,,,,,
543,PT09M28.00S,2025-02-12T01:56:48.2Z,4,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,86,86,2025-02-12T01:56:48Z,5270000,False,,,0,,S. Barnes Free Throw 2 of 2 (27 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Made,27.0,,,,,,,,,,,,,,,
544,PT09M14.00S,2025-02-12T01:57:01.6Z,4,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,86,86,2025-02-12T01:57:10Z,5280000,False,,,0,,J. Embiid lost ball out-of-bounds TURNOVER (3 TO),[203954],1610612755.0,PHI,lost ball,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,2530.0,3.0,,,,,,,,,,,,,,,,,,
545,PT08M58.00S,2025-02-12T01:57:25.2Z,4,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612761,86,86,2025-02-12T01:57:48Z,5290000,False,,,0,,K. Oubre Jr. shooting personal FOUL (2 PF) (Barnes 2 FT),"[1626162, 1630567]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,1626300.0,,,,,,,,2.0,0.0,Barnes,1630567.0,,,,,,,,
547,PT08M58.00S,2025-02-12T01:57:53.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630567,,,1610612761,86,87,2025-02-12T01:57:53Z,5310000,False,,,0,,S. Barnes Free Throw 1 of 2 (28 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Made,28.0,,,,,,,,,,,,,,,
548,PT08M58.00S,2025-02-12T01:58:11.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630567,,,1610612761,86,88,2025-02-12T01:58:11Z,5320000,False,,,0,,S. Barnes Free Throw 2 of 2 (29 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Made,29.0,,,,,,,,,,,,,,,
549,PT08M44.00S,2025-02-12T01:58:27.3Z,4,REGULAR,3pt,Jump Shot,[],202331,75.47634691195795,12.74509803921569,1610612755,86,88,2025-02-12T01:58:33Z,5330000,False,-186.0,178.0,1,right,MISS P. George 25' 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,25.77,Missed,,,,,,,,,,,,,,,,
550,PT08M41.00S,2025-02-12T01:58:30.3Z,4,REGULAR,rebound,offensive,[],1630215,,,1610612755,86,88,2025-02-12T01:58:33Z,5340000,False,,,0,,J. Butler REBOUND (Off:1 Def:3),[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,549.0,4.0,3.0,1.0,,
551,PT08M32.00S,2025-02-12T01:58:39.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630215,93.47897503285151,53.18627450980392,1610612755,88,88,2025-02-12T01:58:43Z,5350000,False,16.0,9.0,1,right,J. Butler driving Layup (13 PTS),[1630215],1610612755.0,PHI,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,1.82,Made,13.0,,,,,,,,,,,,,,,
552,PT08M14.00S,2025-02-12T01:58:56.9Z,4,REGULAR,2pt,Jump Shot,[],1630567,20.02299605781866,65.93137254901961,1610612761,88,90,2025-02-12T01:59:01Z,5360000,False,-80.0,136.0,1,left,S. Barnes 15' pullup Jump Shot (31 PTS),[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,,,15.74,Made,31.0,,,,,,,,,,,,,,,
553,PT07M59.00S,2025-02-12T01:59:14.8Z,4,REGULAR,foul,offensive,[],202331,,,1610612755,88,90,2025-02-12T01:59:21Z,5370000,False,,,0,,P. George charge offensive FOUL (3 PF),"[202331, 1642419]",1610612755.0,PHI,charge,,,George,P. George,,,,,Restricted Area,0-8 Center,1626300.0,,,,,,,,3.0,0.0,Battle,1642419.0,,,,,,,,
555,PT07M59.00S,2025-02-12T01:59:14.8Z,4,REGULAR,turnover,offensive foul,[],202331,,,1610612755,88,90,2025-02-12T01:59:14Z,5390000,False,,,0,,P. George offensive foul TURNOVER (2 TO),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Restricted Area,0-8 Center,1626300.0,2.0,,,,,,,,,,,,,,,,,,
556,PT07M59.00S,2025-02-12T01:59:22.3Z,4,REGULAR,substitution,out,[],1627824,,,1610612761,88,90,2025-02-12T01:59:24Z,5400000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT07M59.00S,2025-02-12T01:59:22.3Z,4,REGULAR,substitution,in,[],1629656,,,1610612761,88,90,2025-02-12T01:59:24Z,5410000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT07M59.00S,2025-02-12T01:59:28.1Z,4,REGULAR,substitution,out,[],1630193,,,1610612761,88,90,2025-02-12T01:59:37Z,5420000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT07M59.00S,2025-02-12T01:59:28.1Z,4,REGULAR,substitution,out,[],1642279,,,1610612761,88,90,2025-02-12T01:59:37Z,5430000,False,,,0,,SUB out: U. Chomche,[1642279],1610612761.0,TOR,,,,Chomche,U. Chomche,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT07M59.00S,2025-02-12T01:59:28.1Z,4,REGULAR,substitution,in,[],1642347,,,1610612761,88,90,2025-02-12T01:59:37Z,5440000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT07M59.00S,2025-02-12T01:59:28.1Z,4,REGULAR,substitution,in,[],1642367,,,1610612761,88,90,2025-02-12T01:59:37Z,5450000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT07M43.00S,2025-02-12T01:59:59.3Z,4,REGULAR,foul,personal,[],202331,,,1610612761,88,90,2025-02-12T02:00:09Z,5460000,False,,,0,,P. George personal FOUL (4 PF),"[202331, 1642347]",1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,2530.0,,,,,,,,4.0,0.0,Shead,1642347.0,,,,,,,,
565,PT07M43.00S,2025-02-12T02:00:28.1Z,4,REGULAR,violation,kicked ball,[],1630215,,,1610612761,88,90,2025-02-12T02:00:34Z,5490000,False,,,0,,J. Butler kicked ball VIOLATION,[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,,,2530.0,,,,,,,,,,,,,,,,,,,
566,PT07M35.00S,2025-02-12T02:00:42.1Z,4,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,88,90,2025-02-12T02:00:49Z,5500000,False,,,0,,S. Barnes lost ball out-of-bounds TURNOVER (3 TO),[1630567],1610612761.0,TOR,lost ball,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,1626300.0,3.0,,,,,,,,,,,,,,,,,,
567,PT07M24.00S,2025-02-12T02:00:57.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630215,94.3988173455979,49.26470588235294,1610612755,90,90,2025-02-12T02:09:25Z,5510000,False,-4.0,0.0,1,right,J. Butler driving Layup (15 PTS),[1630215],1610612755.0,PHI,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,0.37,Made,15.0,,,,,,,,,,,,,,,
568,PT06M59.00S,2025-02-12T02:01:21.9Z,4,REGULAR,3pt,Jump Shot,[],1642266,30.404073587385014,24.75490196078431,1610612761,90,93,2025-02-12T02:01:27Z,5520000,False,126.0,233.0,1,left,J. Walter 26' 3PT  (5 PTS) (J. Shead 4 AST),"[1642266, 1642347]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Right Center,,,26.52,Made,5.0,J. Shead,1642347.0,4.0,,,,,,,,,,,,
570,PT06M45.00S,2025-02-12T02:01:38.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203954,92.16491458607096,52.205882352941174,1610612755,92,93,2025-02-12T02:01:44Z,5540000,False,11.0,21.0,1,right,J. Embiid driving finger roll Layup (24 PTS) (J. Butler 3 AST),"[203954, 1630215]",1610612755.0,PHI,driving finger roll,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,2.38,Made,24.0,J. Butler,1630215.0,3.0,,,,,,,,,,,,
572,PT06M45.00S,2025-02-12T02:01:41.1Z,4,REGULAR,foul,personal,['1freethrow'],1642347,,,1610612755,92,93,2025-02-12T02:01:54Z,5560000,False,,,0,,J. Shead shooting personal FOUL (1 PF) (Embiid 1 FT),"[1642347, 203954]",1610612761.0,TOR,shooting,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,1627963.0,,,,,,,,1.0,0.0,Embiid,203954.0,,,,,,,,
574,PT06M45.00S,2025-02-12T02:01:59.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,92,93,2025-02-12T02:01:59Z,5580000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT06M45.00S,2025-02-12T02:04:11.2Z,4,REGULAR,substitution,out,[],1642419,,,1610612755,92,93,2025-02-12T02:04:15Z,5590000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M45.00S,2025-02-12T02:04:11.2Z,4,REGULAR,substitution,in,[],1641711,,,1610612755,92,93,2025-02-12T02:04:15Z,5600000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT06M45.00S,2025-02-12T02:04:11.2Z,4,REGULAR,substitution,out,[],1630567,,,1610612755,92,93,2025-02-12T02:05:02Z,5605000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT06M45.00S,2025-02-12T02:04:11.2Z,4,REGULAR,substitution,in,[],1630534,,,1610612755,92,93,2025-02-12T02:05:02Z,5607500,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M45.00S,2025-02-12T02:04:50.0Z,4,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,92,93,2025-02-12T02:04:55Z,5610000,False,,,0,,MISS J. Embiid Free Throw 1 of 1,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
578,PT06M40.00S,2025-02-12T02:04:55.0Z,4,REGULAR,rebound,defensive,[],1642367,,,1610612761,92,93,2025-02-12T02:04:55Z,5620000,False,,,0,,J. Mogbo REBOUND (Off:1 Def:4),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,577.0,5.0,4.0,1.0,,
581,PT06M26.00S,2025-02-12T02:05:07.7Z,4,REGULAR,3pt,Jump Shot,[],1642266,13.978318002628114,95.83333333333333,1610612761,92,93,2025-02-12T02:05:14Z,5630000,False,-229.0,79.0,1,left,MISS J. Walter 24' 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Left Corner 3,24+ Left,,,24.24,Missed,,,,,,,,,,,,,,,,
582,PT06M22.00S,2025-02-12T02:05:11.7Z,4,REGULAR,rebound,defensive,[],1629656,,,1610612755,92,93,2025-02-12T02:05:14Z,5640000,False,,,0,,Q. Grimes REBOUND (Off:2 Def:1),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,581.0,3.0,1.0,2.0,,
583,PT06M10.00S,2025-02-12T02:05:23.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203954,93.61038107752957,55.3921568627451,1610612755,94,93,2025-02-12T02:05:28Z,5650000,False,27.0,8.0,1,right,J. Embiid driving finger roll Layup (26 PTS) (J. Butler 4 AST),"[203954, 1630215]",1610612755.0,PHI,driving finger roll,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,2.8,Made,26.0,J. Butler,1630215.0,4.0,,,,,,,,,,,,
585,PT05M51.00S,2025-02-12T02:05:42.4Z,4,REGULAR,turnover,bad pass,[],1642347,,,1610612761,94,93,2025-02-12T02:05:47Z,5670000,False,,,0,,J. Shead bad pass TURNOVER (2 TO),"[1642347, 202331]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,16-24 Center,,2.0,,,,,,,,,,,,,,,,,George,202331.0
586,PT05M51.00S,2025-02-12T02:05:42.4Z,4,REGULAR,steal,,[],202331,,,1610612755,94,93,2025-02-12T02:05:44Z,5680000,False,,,0,,P. George STEAL (2 STL),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
587,PT05M47.00S,2025-02-12T02:05:47.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629656,94.3988173455979,49.754901960784316,1610612755,96,93,2025-02-12T02:05:52Z,5690000,False,-1.0,0.0,1,right,Q. Grimes running finger roll Layup (13 PTS) (P. George 2 AST),"[1629656, 202331]",1610612755.0,PHI,running finger roll,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,0.12,Made,13.0,P. George,202331.0,2.0,,,,,,,,,,,,
