actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
437,PT04M26.00S,2024-12-14T01:46:14.4Z,3,REGULAR,substitution,in,[],1630231,,,1610612754,66,83,2024-12-14T01:46:17Z,4330000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,,,,,,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,
438,PT04M07.00S,2024-12-14T01:46:21.6Z,3,REGULAR,turnover,palming,[],1630169,,,1610612754,66,83,2024-12-14T01:46:32Z,4340000,False,,,0,,T. Haliburton palming TURNOVER (2 TO),[1630169],1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,,,,Haliburton,T. Haliburton,,,,,,,,203591.0,2.0,,,,,,,,
439,PT03M52.00S,2024-12-14T01:46:52.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,74.4250985545335,16.666666666666657,1610612755,66,83,2024-12-14T01:46:58Z,4350000,False,-167.0,188.0,1,right,MISS T. Maxey 25' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Left Center,25.12,Missed,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,
440,PT03M49.00S,2024-12-14T01:46:55.1Z,3,REGULAR,rebound,offensive,[],1626162,,,1610612755,66,83,2024-12-14T01:46:58Z,4360000,False,,,0,,K. Oubre Jr. REBOUND (Off:3 Def:7),[1626162],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Oubre Jr.,K. Oubre Jr.,,,,439.0,10.0,7.0,3.0,,,,,,,,,,
441,PT03M48.00S,2024-12-14T01:46:56.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203083,94.13600525624179,51.470588235294116,1610612755,68,83,2024-12-14T01:47:50Z,4370000,False,7.0,3.0,1,right,A. Drummond DUNK (3 PTS) (K. Oubre Jr. 3 AST),"[203083, 1626162]",1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,0.78,Made,3.0,Drummond,A. Drummond,K. Oubre Jr.,1626162.0,3.0,,,,,,,,,,,,,,
443,PT03M33.00S,2024-12-14T01:47:10.9Z,3,REGULAR,3pt,Jump Shot,[],1630169,28.827201051248352,90.68627450980392,1610612754,68,83,2024-12-14T01:47:15Z,4390000,False,-203.0,218.0,1,left,MISS T. Haliburton 29' 3PT,[1630169],1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,29.85,Missed,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
444,PT03M30.00S,2024-12-14T01:47:13.9Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,68,83,2024-12-14T01:47:15Z,4400000,False,,,0,,A. Drummond REBOUND (Off:3 Def:1),[203083],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Drummond,A. Drummond,,,,443.0,4.0,1.0,3.0,,,,,,,,,,
445,PT03M19.00S,2024-12-14T01:47:24.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,90.19382391590013,56.86274509803921,1610612755,68,83,2024-12-14T01:51:22Z,4410000,False,34.0,40.0,1,right,MISS T. Maxey driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.25,Missed,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,
485,PT03M19.00S,2024-12-14T01:47:24.7Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,68,83,2024-12-14T01:51:22Z,4420000,False,,,0,,A. Drummond REBOUND (Off:4 Def:1),[203083],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Drummond,A. Drummond,,,,445.0,5.0,1.0,4.0,,,,,,,,,,
491,PT03M17.00S,2024-12-14T01:47:33.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,90.71944809461235,52.205882352941174,1610612755,70,83,2024-12-14T01:52:22Z,4425000,False,11.0,35.0,1,right,A. Drummond tip Layup (5 PTS),[203083],1610612755.0,PHI,tip,,,,,,Restricted Area,0-8 Center,3.64,Made,5.0,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
447,PT03M00.00S,2024-12-14T01:47:43.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,8.065045992115643,53.431372549019606,1610612754,70,85,2024-12-14T01:47:49Z,4430000,False,-17.0,23.0,1,left,T. Haliburton driving Layup (29 PTS),[1630169],1610612754.0,IND,driving,,,,,,Restricted Area,0-8 Center,2.9,Made,29.0,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
448,PT02M46.00S,2024-12-14T01:47:58.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,91.63929040735874,47.549019607843135,1610612755,70,85,2024-12-14T01:48:11Z,4440000,False,-12.0,26.0,1,right,MISS K. Oubre Jr. floating Shot,[1626162],1610612755.0,PHI,floating,,,,,,Restricted Area,0-8 Center,2.89,Missed,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,
449,PT02M42.00S,2024-12-14T01:48:02.6Z,3,REGULAR,rebound,offensive,[],1641741,,,1610612755,70,85,2024-12-14T01:52:49Z,4450000,False,,,0,,R. Council IV REBOUND (Off:1 Def:3),[1641741],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Council IV,R. Council IV,,,,448.0,4.0,3.0,1.0,,,,,,,,,,
450,PT02M42.00S,2024-12-14T01:48:01.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641741,94.40999984741211,50.0,1610612755,70,85,2024-12-14T01:52:39Z,4460000,False,0.0,0.0,1,right,MISS R. Council IV tip Layup,[1641741],1610612755.0,PHI,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
451,PT02M40.00S,2024-12-14T01:48:03.7Z,3,REGULAR,rebound,offensive,[],1641741,,,1610612755,70,85,2024-12-14T01:52:39Z,4470000,False,,,0,,R. Council IV REBOUND (Off:2 Def:3),[1641741],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Council IV,R. Council IV,,,,450.0,5.0,3.0,2.0,,,,,,,,,,
452,PT02M40.00S,2024-12-14T01:48:03.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641741,94.40999984741211,50.0,1610612755,70,85,2024-12-14T01:48:03Z,4480000,False,0.0,0.0,1,right,MISS R. Council IV tip Layup,[1641741],1610612755.0,PHI,tip,,,,,,Mid-Range,8-16 Left,0.0,Missed,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
453,PT02M40.00S,2024-12-14T01:48:04.0Z,3,REGULAR,rebound,offensive,[],1641741,,,1610612755,70,85,2024-12-14T01:48:04Z,4490000,False,,,0,,R. Council IV REBOUND (Off:3 Def:3),[1641741],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,,,,Council IV,R. Council IV,,,,452.0,6.0,3.0,3.0,,,,,,,,,,
454,PT02M38.00S,2024-12-14T01:48:05.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641741,87.9599211563732,52.69607843137255,1610612755,70,85,2024-12-14T01:48:14Z,4500000,False,13.0,61.0,1,right,MISS R. Council IV 6' Jump Shot,[1641741],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,6.22,Missed,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
455,PT02M35.00S,2024-12-14T01:48:08.8Z,3,REGULAR,rebound,offensive,[],1626162,,,1610612755,70,85,2024-12-14T01:48:08Z,4510000,False,,,0,,K. Oubre Jr. REBOUND (Off:4 Def:7),[1626162],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Oubre Jr.,K. Oubre Jr.,,,,454.0,11.0,7.0,4.0,,,,,,,,,,
456,PT02M35.00S,2024-12-14T01:48:08.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626162,87.43429697766098,51.470588235294116,1610612755,72,85,2024-12-14T01:48:23Z,4520000,False,7.0,66.0,1,right,K. Oubre Jr. 6' tip Layup (8 PTS),[1626162],1610612755.0,PHI,tip,,,,,,In The Paint (Non-RA),0-8 Center,6.6,Made,8.0,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,
457,PT02M26.00S,2024-12-14T01:48:18.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],204456,7.276609724047319,49.754901960784316,1610612754,72,87,2024-12-14T01:48:24Z,4530000,False,1.0,16.0,1,left,T. McConnell cutting Layup (7 PTS) (O. Toppin 3 AST),"[204456, 1630167]",1610612754.0,IND,cutting,,,,,,Restricted Area,0-8 Center,1.59,Made,7.0,McConnell,T. McConnell,O. Toppin,1630167.0,3.0,,,,,,,,,,,,,,
459,PT02M04.00S,2024-12-14T01:48:43.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641741,94.92444152431011,46.07843137254902,1610612755,74,87,2024-12-14T01:48:52Z,4550000,False,-20.0,-5.0,1,right,R. Council IV Layup (6 PTS),[1641741],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,2.02,Made,6.0,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
460,PT02M04.00S,2024-12-14T01:48:51.5Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630169,,,1610612755,74,87,2024-12-14T01:49:03Z,4560000,False,,,0,,T. Haliburton shooting personal FOUL (1 PF) (Council IV 1 FT),"[1630169, 1641741]",1610612754.0,IND,shooting,,,,,,Restricted Area,0-8 Center,,,,Haliburton,T. Haliburton,,,,,,,,203591.0,,1.0,0.0,Council IV,1641741.0,,,,
463,PT02M04.00S,2024-12-14T01:49:03.8Z,3,REGULAR,substitution,out,[],1631097,,,1610612755,74,87,2024-12-14T01:49:41Z,4590000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,,,,,,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,
464,PT02M04.00S,2024-12-14T01:49:03.8Z,3,REGULAR,substitution,out,[],1629614,,,1610612755,74,87,2024-12-14T01:49:41Z,4600000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,,,,,,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,
465,PT02M04.00S,2024-12-14T01:49:03.8Z,3,REGULAR,substitution,in,[],1642272,,,1610612755,74,87,2024-12-14T01:49:41Z,4610000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,,,,,,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,
466,PT02M04.00S,2024-12-14T01:49:03.8Z,3,REGULAR,substitution,in,[],1641716,,,1610612755,74,87,2024-12-14T01:49:41Z,4620000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,,,,,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,
467,PT02M04.00S,2024-12-14T01:49:03.8Z,3,REGULAR,substitution,in,[],1627783,,,1610612755,74,87,2024-12-14T01:49:41Z,4630000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,,,,,,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,
469,PT02M04.00S,2024-12-14T01:49:03.8Z,3,REGULAR,substitution,out,[],1630178,,,1610612755,74,87,2024-12-14T01:49:41Z,4635000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,
468,PT02M04.00S,2024-12-14T01:49:28.3Z,3,REGULAR,freethrow,1 of 1,[],1641741,,,1610612755,75,87,2024-12-14T01:49:28Z,4640000,False,,,0,,R. Council IV Free Throw 1 of 1 (7 PTS),[1641741],1610612755.0,PHI,,,,,,,,,,Made,7.0,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
470,PT01M55.00S,2024-12-14T01:49:38.4Z,3,REGULAR,3pt,Jump Shot,[],1641716,5.436925098554539,4.411764705882348,1610612754,75,87,2024-12-14T01:49:43Z,4650000,False,228.0,-1.0,1,left,MISS J. Walker 3PT,[1641716],1610612754.0,IND,,,,,,,Right Corner 3,24+ Right,22.79,Missed,,Walker,J. Walker,,,,,,,,,,,,,,,,,
471,PT01M51.00S,2024-12-14T01:49:42.4Z,3,REGULAR,rebound,defensive,[],1630231,,,1610612755,75,87,2024-12-14T01:49:43Z,4660000,False,,,0,,K. Martin REBOUND (Off:0 Def:2),[1630231],1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,,,,Martin,K. Martin,,,,470.0,2.0,2.0,0.0,,,,,,,,,,
472,PT01M39.00S,2024-12-14T01:49:53.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642272,92.0335085413929,40.19607843137255,1610612755,75,87,2024-12-14T01:49:58Z,4670000,False,-49.0,22.0,1,right,MISS J. McCain driving floating bank Shot,[1642272],1610612755.0,PHI,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,5.39,Missed,,McCain,J. McCain,,,,,,,,,,,,,,,,,
473,PT01M38.00S,2024-12-14T01:49:54.0Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,75,87,2024-12-14T01:49:58Z,4680000,False,,,0,,P. Siakam REBOUND (Off:1 Def:7),[1627783],1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Siakam,P. Siakam,,,,472.0,8.0,7.0,1.0,,,,,,,,,,
474,PT01M35.00S,2024-12-14T01:49:58.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,29.352825229960573,19.607843137254903,1610612754,75,87,2024-12-14T01:50:06Z,4690000,False,152.0,223.0,1,left,MISS T. Haliburton 27' running pullup 3PT,[1630169],1610612754.0,IND,running pullup,,,,,,Above the Break 3,24+ Right Center,27.02,Missed,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
475,PT01M31.00S,2024-12-14T01:50:02.0Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,75,87,2024-12-14T01:50:06Z,4700000,False,,,0,,A. Drummond REBOUND (Off:4 Def:2),[203083],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Drummond,A. Drummond,,,,474.0,6.0,2.0,4.0,,,,,,,,,,
476,PT01M22.00S,2024-12-14T01:50:09.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,84.28055190538765,60.294117647058826,1610612755,77,87,2024-12-14T01:50:14Z,4710000,False,51.0,95.0,1,right,K. Oubre Jr. 10' pullup Jump Shot (10 PTS),[1626162],1610612755.0,PHI,pullup,,,,,,In The Paint (Non-RA),8-16 Center,10.83,Made,10.0,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,
477,PT01M12.00S,2024-12-14T01:50:20.4Z,3,REGULAR,3pt,Jump Shot,[],1630169,27.90735873850197,16.666666666666657,1610612754,77,87,2024-12-14T01:50:25Z,4720000,False,167.0,210.0,1,left,MISS T. Haliburton 26' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,,,,Above the Break 3,24+ Right Center,26.8,Missed,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
478,PT01M09.00S,2024-12-14T01:50:23.4Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,77,87,2024-12-14T01:50:25Z,4730000,False,,,0,,A. Drummond REBOUND (Off:4 Def:3),[203083],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Drummond,A. Drummond,,,,477.0,7.0,3.0,4.0,,,,,,,,,,
479,PT01M05.00S,2024-12-14T01:50:30.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630167,,,1610612755,77,87,2024-12-14T01:50:39Z,4740000,False,,,0,,O. Toppin shooting personal FOUL (3 PF) (Council IV 2 FT),"[1630167, 1641741]",1610612754.0,IND,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Toppin,O. Toppin,,,,,,,,1627534.0,,3.0,0.0,Council IV,1641741.0,,,,
481,PT01M05.00S,2024-12-14T01:50:55.1Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1641741,,,1610612755,78,87,2024-12-14T01:50:55Z,4760000,False,,,0,,R. Council IV Free Throw 1 of 2 (8 PTS),[1641741],1610612755.0,PHI,,,,,,,,,,Made,8.0,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
482,PT01M05.00S,2024-12-14T01:50:56.3Z,3,REGULAR,substitution,out,[],1630169,,,1610612755,78,87,2024-12-14T01:50:59Z,4770000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,,,,,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
483,PT01M05.00S,2024-12-14T01:50:56.3Z,3,REGULAR,substitution,in,[],1642277,,,1610612755,78,87,2024-12-14T01:50:59Z,4780000,False,,,0,,SUB in: J. Furphy,[1642277],1610612754.0,IND,,,,,,,,,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,
484,PT01M05.00S,2024-12-14T01:51:11.4Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1641741,,,1610612755,79,87,2024-12-14T01:51:11Z,4790000,False,,,0,,R. Council IV Free Throw 2 of 2 (9 PTS),[1641741],1610612755.0,PHI,,,,,,,,,,Made,9.0,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
486,PT00M45.90S,2024-12-14T01:51:35.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,17.132063074901453,59.55882352941176,1610612754,79,87,2024-12-14T01:51:43Z,4800000,False,-48.0,109.0,1,left,MISS P. Siakam 11' pullup Shot,[1627783],1610612754.0,IND,pullup,,,,,,In The Paint (Non-RA),8-16 Center,11.86,Missed,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,
487,PT00M43.40S,2024-12-14T01:51:38.8Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612755,79,87,2024-12-14T01:51:38Z,4810000,False,,,0,,K. Oubre Jr. REBOUND (Off:4 Def:8),[1626162],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Oubre Jr.,K. Oubre Jr.,,,,486.0,12.0,8.0,4.0,,,,,,,,,,
488,PT00M37.70S,2024-12-14T01:51:45.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626162,90.19382391590013,53.67647058823529,1610612755,79,87,2024-12-14T01:51:58Z,4820000,False,18.0,40.0,1,right,MISS K. Oubre Jr. running Layup,[1626162],1610612755.0,PHI,running,,,,,,Restricted Area,0-8 Center,4.38,Missed,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,
489,PT00M34.90S,2024-12-14T01:51:47.8Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,79,87,2024-12-14T01:52:06Z,4830000,False,,,0,,A. Drummond REBOUND (Off:5 Def:3),[203083],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,488.0,8.0,3.0,5.0,,,,,,,,,,
490,PT00M34.90S,2024-12-14T01:51:50.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203083,94.40999984741211,50.0,1610612755,81,87,2024-12-14T01:51:50Z,4840000,False,0.0,0.0,1,right,A. Drummond tip DUNK (7 PTS),[203083],1610612755.0,PHI,tip,,,,,,Mid-Range,8-16 Left,0.0,Made,7.0,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
492,PT00M23.90S,2024-12-14T01:52:01.0Z,3,REGULAR,3pt,Jump Shot,[],1642277,18.446123521681997,95.09803921568627,1610612754,81,90,2024-12-14T01:52:07Z,4850000,False,-225.0,121.0,1,left,J. Furphy 25' 3PT  (3 PTS) (T. McConnell 3 AST),"[1642277, 204456]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,25.59,Made,3.0,Furphy,J. Furphy,T. McConnell,204456.0,3.0,,,,,,,,,,,,,,
494,PT00M03.50S,2024-12-14T01:52:26.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,93.47897503285151,48.774509803921575,1610612755,83,90,2024-12-14T01:53:45Z,4870000,False,-6.0,9.0,1,right,K. Oubre Jr. driving finger roll Layup (12 PTS),[1626162],1610612755.0,PHI,driving finger roll,,,,,,Restricted Area,0-8 Center,1.07,Made,12.0,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,
495,PT00M00.00S,2024-12-14T01:53:05.6Z,3,REGULAR,period,end,[],0,,,1610612754,83,90,2024-12-14T01:53:05Z,4880000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2024-12-14T01:54:03.8Z,4,REGULAR,substitution,out,['startperiod'],1626162,,,1610612754,83,90,2024-12-14T01:55:10Z,4890000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2024-12-14T01:54:03.8Z,4,REGULAR,substitution,out,['startperiod'],1630167,,,1610612754,83,90,2024-12-14T01:55:10Z,4900000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2024-12-14T01:54:03.8Z,4,REGULAR,substitution,in,['startperiod'],202331,,,1610612754,83,90,2024-12-14T01:55:10Z,4910000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,,,,,,,,,George,P. George,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2024-12-14T01:54:03.8Z,4,REGULAR,substitution,in,['startperiod'],1626167,,,1610612754,83,90,2024-12-14T01:55:10Z,4920000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,,,,,,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2024-12-14T01:55:30.2Z,4,REGULAR,period,start,[],0,,,1610612755,83,90,2024-12-14T01:55:30Z,4930000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT11M43.00S,2024-12-14T01:55:46.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,85.85742444152432,58.088235294117645,1610612755,85,90,2024-12-14T01:55:52Z,4940000,False,40.0,80.0,1,right,P. George 9' driving floating Jump Shot (8 PTS),[202331],1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,9.0,Made,8.0,George,P. George,,,,,,,,,,,,,,,,,
502,PT11M22.00S,2024-12-14T01:56:06.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],204456,12.532851511169525,49.26470588235294,1610612754,85,90,2024-12-14T01:56:12Z,4950000,False,4.0,65.0,1,left,MISS T. McConnell 6' finger roll Layup,[204456],1610612754.0,IND,finger roll,,,,,,In The Paint (Non-RA),0-8 Center,6.54,Missed,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,
503,PT11M20.00S,2024-12-14T01:56:09.3Z,4,REGULAR,rebound,defensive,[],1641741,,,1610612755,85,90,2024-12-14T01:56:09Z,4960000,False,,,0,,R. Council IV REBOUND (Off:3 Def:4),[1641741],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Council IV,R. Council IV,,,,502.0,7.0,4.0,3.0,,,,,,,,,,
504,PT11M08.00S,2024-12-14T01:56:21.2Z,4,REGULAR,3pt,Jump Shot,[],1642272,65.48948751642575,34.803921568627445,1610612755,85,90,2024-12-14T01:56:27Z,4970000,False,-76.0,272.0,1,right,MISS J. McCain 28' 3PT,[1642272],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,28.23,Missed,,McCain,J. McCain,,,,,,,,,,,,,,,,,
505,PT11M04.00S,2024-12-14T01:56:25.2Z,4,REGULAR,rebound,defensive,[],1641716,,,1610612754,85,90,2024-12-14T01:56:27Z,4980000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1641716],1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,,,,Walker,J. Walker,,,,504.0,2.0,2.0,0.0,,,,,,,,,,
506,PT11M03.00S,2024-12-14T01:56:31.1Z,4,REGULAR,foul,personal,[],1642272,,,1610612754,85,90,2024-12-14T01:56:40Z,4990000,False,,,0,,J. McCain personal FOUL (4 PF),"[1642272, 1627783]",1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,McCain,J. McCain,,,,,,,,1627539.0,,4.0,0.0,Siakam,1627783.0,,,,
508,PT10M55.00S,2024-12-14T01:56:57.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],204456,7.802233902759525,45.09803921568627,1610612754,85,90,2024-12-14T01:57:03Z,5010000,False,25.0,21.0,1,left,MISS T. McConnell driving Layup - blocked,"[204456, 1641741]",1610612754.0,IND,driving,,,,,,Restricted Area,0-8 Center,3.21,Missed,,McConnell,T. McConnell,,,,,,,,,,,,,,,,Council IV,1641741.0
509,PT10M55.00S,2024-12-14T01:56:57.6Z,4,REGULAR,block,,[],1641741,,,1610612754,85,90,2024-12-14T01:57:00Z,5020000,False,,,0,,R. Council IV BLOCK (1 BLK),[1641741],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
510,PT10M55.00S,2024-12-14T01:56:57.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,85,90,2024-12-14T01:57:03Z,5030000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,,,,,,508.0,,,,,,,,,,,,,
512,PT10M44.00S,2024-12-14T01:57:27.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",204456,6.225361366622863,37.254901960784316,1610612754,85,92,2024-12-14T01:57:32Z,5050000,False,64.0,6.0,1,left,T. McConnell 6' driving floating Jump Shot (9 PTS),[204456],1610612754.0,IND,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.4,Made,9.0,McConnell,T. McConnell,,,,,,,,,,,,,,,,,
513,PT10M21.00S,2024-12-14T01:57:52.7Z,4,REGULAR,foul,personal,[],1641716,,,1610612755,85,92,2024-12-14T01:58:00Z,5060000,False,,,0,,J. Walker personal FOUL (2 PF),"[1641716, 1642272]",1610612754.0,IND,,,,,,,Mid-Range,16-24 Center,,,,Walker,J. Walker,,,,,,,,1627534.0,,2.0,0.0,McCain,1642272.0,,,,
515,PT10M10.00S,2024-12-14T01:58:24.0Z,4,REGULAR,2pt,Jump Shot,[],202331,74.1622864651774,53.92156862745098,1610612755,87,92,2024-12-14T01:58:29Z,5080000,False,20.0,190.0,1,right,P. George 19' step back Jump Shot (10 PTS),[202331],1610612755.0,PHI,step back,,,,,,Mid-Range,16-24 Center,19.14,Made,10.0,George,P. George,,,,,,,,,,,,,,,,,
