actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
172,PT11M26.00S,2025-02-05T00:40:58.8Z,2,REGULAR,foul,personal,[],1626162,,,1610612742,36,31,2025-02-05T00:41:04Z,1710000,False,,,0,,K. Oubre Jr. personal FOUL (3 PF),"[1626162, 203957]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,201639.0,,,,,,,,,3.0,0.0,Exum,203957.0
174,PT11M14.00S,2025-02-05T00:41:29.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,84.05059132720105,41.66666666666667,1610612742,36,31,2025-02-05T00:41:34Z,1730000,False,-42.0,97.0,1,right,MISS K. Thompson 10' floating Shot,[202691],1610612742.0,DAL,floating,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,10.6,Missed,,,,,,,,,,,,,,,,,,
175,PT11M10.00S,2025-02-05T00:41:33.1Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612755,36,31,2025-02-05T00:41:34Z,1740000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:2),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,174.0,3.0,2.0,1.0,,,,,,,,,,,,,
176,PT11M02.00S,2025-02-05T00:41:41.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,19.398817345597898,44.36274509803921,1610612755,36,31,2025-02-05T00:41:45Z,1750000,False,28.0,130.0,1,left,MISS J. Embiid 13' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,13.28,Missed,,,,,,,,,,,,,,,,,,
177,PT10M59.00S,2025-02-05T00:41:44.8Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,36,31,2025-02-05T00:41:45Z,1760000,False,,,0,,D. Gafford REBOUND (Off:0 Def:2),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,,176.0,2.0,2.0,0.0,,,,,,,,,,,,,
178,PT10M38.00S,2025-02-05T00:42:05.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203957,91.80354796320631,50.245098039215684,1610612742,36,33,2025-02-05T00:42:09Z,1770000,False,1.0,25.0,1,right,D. Exum driving finger roll Layup (8 PTS) (M. Christie 1 AST),"[203957, 1631108]",1610612742.0,DAL,driving finger roll,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,2.45,Made,8.0,,,,,,M. Christie,1631108.0,1.0,,,,,,,,,
180,PT10M13.00S,2025-02-05T00:42:29.9Z,2,REGULAR,3pt,Jump Shot,[],203954,31.225361366622867,63.48039215686274,1610612755,36,33,2025-02-05T00:42:33Z,1790000,False,-67.0,241.0,1,left,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,25.02,Missed,,,,,,,,,,,,,,,,,,
181,PT10M10.00S,2025-02-05T00:42:32.9Z,2,REGULAR,rebound,defensive,[],1631108,,,1610612742,36,33,2025-02-05T00:42:33Z,1800000,False,,,0,,M. Christie REBOUND (Off:1 Def:2),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Center,,,,180.0,3.0,2.0,1.0,,,,,,,,,,,,,
182,PT10M04.00S,2025-02-05T00:42:40.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,93.77463863337714,50.73529411764706,1610612742,36,35,2025-02-05T00:42:45Z,1810000,False,4.0,6.0,1,right,D. Gafford alley-oop DUNK (2 PTS) (D. Exum 1 AST),"[1629655, 203957]",1610612742.0,DAL,alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.7,Made,2.0,,,,,,D. Exum,203957.0,1.0,,,,,,,,,
184,PT09M40.00S,2025-02-05T00:43:02.9Z,2,REGULAR,3pt,Jump Shot,[],1641741,7.30946123521682,3.9215686274509802,1610612755,36,35,2025-02-05T00:43:06Z,1830000,False,230.0,16.0,1,left,MISS R. Council IV 3PT,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Right Corner 3,24+ Right,23.1,Missed,,,,,,,,,,,,,,,,,,
185,PT09M38.00S,2025-02-05T00:43:04.9Z,2,REGULAR,rebound,defensive,[],1631108,,,1610612742,36,35,2025-02-05T00:43:06Z,1840000,False,,,0,,M. Christie REBOUND (Off:1 Def:3),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Right Corner 3,24+ Right,,,,184.0,4.0,3.0,1.0,,,,,,,,,,,,,
186,PT09M21.00S,2025-02-05T00:43:22.5Z,2,REGULAR,3pt,Jump Shot,[],1631108,72.22404730617609,12.5,1610612742,36,38,2025-02-05T00:43:26Z,1850000,False,-188.0,209.0,1,right,M. Christie 28' 3PT  (7 PTS) (D. Exum 2 AST),"[1631108, 203957]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,28.05,Made,7.0,,,,,,D. Exum,203957.0,2.0,,,,,,,,,
188,PT09M02.00S,2025-02-05T00:43:41.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,12.697109067017081,47.549019607843135,1610612755,38,38,2025-02-05T00:43:44Z,1870000,False,12.0,67.0,1,left,R. Jackson 6' pullup Jump Shot (2 PTS),[202704],1610612755.0,PHI,pullup,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,6.8,Made,2.0,,,,,,,,,,,,,,,,,
189,PT08M47.00S,2025-02-05T00:43:55.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203957,91.40932982917214,56.372549019607845,1610612742,38,40,2025-02-05T00:43:59Z,1880000,False,32.0,28.0,1,right,D. Exum driving finger roll Layup (10 PTS),[203957],1610612742.0,DAL,driving finger roll,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,4.26,Made,10.0,,,,,,,,,,,,,,,,,
190,PT08M31.00S,2025-02-05T00:44:13.8Z,2,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,38,40,2025-02-05T00:44:19Z,1890000,False,,,0,,J. Embiid bad pass out-of-bounds TURNOVER (3 TO),[203954],1610612755.0,PHI,bad pass,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,,,202007.0,,,,3.0,,,,,,,,
191,PT08M31.00S,2025-02-05T00:44:19.6Z,2,REGULAR,substitution,out,[],1630556,,,1610612742,38,40,2025-02-05T00:44:24Z,1900000,False,,,0,,SUB out: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M31.00S,2025-02-05T00:44:19.6Z,2,REGULAR,substitution,in,[],1641765,,,1610612742,38,40,2025-02-05T00:44:24Z,1910000,False,,,0,,SUB in: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M24.00S,2025-02-05T00:44:39.0Z,2,REGULAR,turnover,bad pass,[],203957,,,1610612742,38,40,2025-02-05T00:44:43Z,1920000,False,,,0,,D. Exum bad pass TURNOVER (1 TO),"[203957, 203954]",1610612742.0,DAL,,,,Exum,D. Exum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Embiid,203954.0,,,,,,
194,PT08M24.00S,2025-02-05T00:44:39.0Z,2,REGULAR,steal,,[],203954,,,1610612755,38,40,2025-02-05T00:44:41Z,1930000,False,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
195,PT08M19.00S,2025-02-05T00:44:43.2Z,2,REGULAR,turnover,bad pass,[],1626162,,,1610612755,38,40,2025-02-05T00:44:46Z,1940000,False,,,0,,K. Oubre Jr. bad pass TURNOVER (1 TO),"[1626162, 1641765]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,Prosper,1641765.0,,,,,,
196,PT08M19.00S,2025-02-05T00:44:43.2Z,2,REGULAR,steal,,[],1641765,,,1610612742,38,40,2025-02-05T00:44:45Z,1950000,False,,,0,,O. Prosper STEAL (1 STL),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
197,PT08M02.00S,2025-02-05T00:44:59.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203957,89.96386333771353,50.98039215686274,1610612742,38,40,2025-02-05T00:45:04Z,1960000,False,5.0,42.0,1,right,MISS D. Exum driving finger roll Layup,[203957],1610612742.0,DAL,driving finger roll,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,4.21,Missed,,,,,,,,,,,,,,,,,,
198,PT08M00.00S,2025-02-05T00:45:01.8Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,38,40,2025-02-05T00:45:04Z,1970000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,197.0,2.0,2.0,0.0,,,,,,,,,,,,,
199,PT07M57.00S,2025-02-05T00:45:05.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641741,5.601182654402102,49.50980392156863,1610612755,38,40,2025-02-05T01:23:27Z,1980000,False,2.0,0.0,1,left,MISS R. Council IV running finger roll Layup,[1641741],1610612755.0,PHI,running finger roll,,,Council IV,R. Council IV,,,,,Restricted Area,0-8 Center,0.25,Missed,,,,,,,,,,,,,,,,,,
200,PT07M54.00S,2025-02-05T00:45:08.0Z,2,REGULAR,rebound,defensive,[],202691,,,1610612742,38,40,2025-02-05T01:23:27Z,1990000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,199.0,2.0,2.0,0.0,,,,,,,,,,,,,
201,PT07M50.00S,2025-02-05T00:45:11.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203957,74.06373193166885,84.55882352941177,1610612742,38,40,2025-02-05T00:45:26Z,2000000,False,173.0,191.0,1,right,MISS D. Exum 25' running 3PT,[203957],1610612742.0,DAL,running,,,Exum,D. Exum,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
202,PT07M48.00S,2025-02-05T00:45:13.6Z,2,REGULAR,rebound,offensive,[],1641765,,,1610612742,38,40,2025-02-05T00:45:26Z,2010000,False,,,0,,O. Prosper REBOUND (Off:1 Def:0),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Right Center,,,,201.0,1.0,0.0,1.0,,,,,,,,,,,,,
203,PT07M34.00S,2025-02-05T00:45:27.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,93.38042049934296,56.127450980392155,1610612742,38,40,2025-02-05T00:45:35Z,2020000,False,31.0,10.0,1,right,MISS D. Gafford finger roll Layup,[1629655],1610612742.0,DAL,finger roll,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,,
204,PT07M33.00S,2025-02-05T00:45:29.4Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612742,38,40,2025-02-05T00:45:29Z,2030000,False,,,0,,D. Gafford REBOUND (Off:1 Def:2),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,203.0,3.0,2.0,1.0,,,,,,,,,,,,,
205,PT07M30.00S,2025-02-05T00:45:32.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641765,90.3580814717477,49.01960784313725,1610612742,38,40,2025-02-05T00:45:37Z,2040000,False,-5.0,38.0,1,right,MISS O. Prosper Layup - blocked,"[1641765, 1626162]",1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,3.84,Missed,,,,,,,,,,,,,Oubre Jr.,1626162.0,,,,
206,PT07M30.00S,2025-02-05T00:45:32.4Z,2,REGULAR,block,,[],1626162,,,1610612742,38,40,2025-02-05T00:45:35Z,2050000,False,,,0,,K. Oubre Jr. BLOCK (1 BLK),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
207,PT07M30.00S,2025-02-05T00:45:32.4Z,2,REGULAR,rebound,offensive,[],1641765,,,1610612742,38,40,2025-02-05T00:45:37Z,2060000,False,,,0,,O. Prosper REBOUND (Off:2 Def:0),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,,,,205.0,2.0,0.0,2.0,,,,,,,,,,,,,
208,PT07M22.00S,2025-02-05T00:45:39.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202691,81.68528252299606,95.09803921568627,1610612742,38,43,2025-02-05T00:45:43Z,2070000,False,225.0,120.0,1,right,K. Thompson 25' 3PT  (3 PTS) (D. Exum 3 AST),"[202691, 203957]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.53,Made,3.0,,,,,,D. Exum,203957.0,3.0,,,,,,,,,
210,PT07M17.00S,2025-02-05T00:45:59.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,38,43,2025-02-05T00:45:59Z,2090000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M17.00S,2025-02-05T00:48:30.7Z,2,REGULAR,substitution,out,[],202704,,,1610612755,38,43,2025-02-05T00:48:48Z,2100000,False,,,0,,SUB out: R. Jackson,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M17.00S,2025-02-05T00:48:30.7Z,2,REGULAR,substitution,out,[],1641741,,,1610612755,38,43,2025-02-05T00:48:48Z,2110000,False,,,0,,SUB out: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M17.00S,2025-02-05T00:48:30.7Z,2,REGULAR,substitution,out,[],203957,,,1610612755,38,43,2025-02-05T00:48:48Z,2120000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M17.00S,2025-02-05T00:48:30.7Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,38,43,2025-02-05T00:48:48Z,2130000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M17.00S,2025-02-05T00:48:30.7Z,2,REGULAR,substitution,in,[],1642348,,,1610612755,38,43,2025-02-05T00:48:48Z,2140000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M17.00S,2025-02-05T00:48:30.7Z,2,REGULAR,substitution,in,[],203915,,,1610612755,38,43,2025-02-05T00:48:48Z,2150000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M00.00S,2025-02-05T00:49:04.8Z,2,REGULAR,3pt,Jump Shot,[],1630288,23.73521681997372,9.313725490196079,1610612755,38,43,2025-02-05T00:49:41Z,2160000,False,203.0,171.0,1,left,MISS J. Dowtin Jr. 26' 3PT,[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,Above the Break 3,24+ Right Center,26.55,Missed,,,,,,,,,,,,,,,,,,
218,PT06M57.00S,2025-02-05T00:49:07.8Z,2,REGULAR,rebound,defensive,[],1631108,,,1610612742,38,43,2025-02-05T00:49:09Z,2170000,False,,,0,,M. Christie REBOUND (Off:1 Def:4),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,,,,217.0,5.0,4.0,1.0,,,,,,,,,,,,,
220,PT06M54.00S,2025-02-05T00:49:14.3Z,2,REGULAR,substitution,out,[],1631108,,,1610612742,38,43,2025-02-05T00:49:22Z,2190000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M54.00S,2025-02-05T00:49:14.3Z,2,REGULAR,substitution,in,[],202681,,,1610612742,38,43,2025-02-05T00:49:22Z,2200000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M42.00S,2025-02-05T00:49:43.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,80.76544021024968,53.67647058823529,1610612742,38,43,2025-02-05T00:49:49Z,2210000,False,18.0,128.0,1,right,MISS S. Dinwiddie 12' pullup Shot,[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,12.96,Missed,,,,,,,,,,,,,,,,,,
223,PT06M40.00S,2025-02-05T00:49:45.7Z,2,REGULAR,rebound,defensive,[],1642348,,,1610612755,38,43,2025-02-05T00:49:49Z,2220000,False,,,0,,J. Edwards REBOUND (Off:0 Def:1),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,222.0,1.0,1.0,0.0,,,,,,,,,,,,,
224,PT06M26.00S,2025-02-05T00:50:00.1Z,2,REGULAR,3pt,Jump Shot,[],1630178,29.517082785808146,20.588235294117645,1610612755,38,43,2025-02-05T00:50:07Z,2230000,False,147.0,225.0,1,left,MISS T. Maxey 26' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.88,Missed,,,,,,,,,,,,,,,,,,
225,PT06M23.00S,2025-02-05T00:50:03.1Z,2,REGULAR,rebound,defensive,[],202681,,,1610612742,38,43,2025-02-05T00:50:07Z,2240000,False,,,0,,K. Irving REBOUND (Off:2 Def:2),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,224.0,4.0,2.0,2.0,,,,,,,,,,,,,
226,PT06M18.00S,2025-02-05T00:50:07.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202681,90.75229960578186,50.73529411764706,1610612742,38,45,2025-02-05T00:50:50Z,2250000,False,4.0,34.0,1,right,K. Irving running Layup (14 PTS),[202681],1610612742.0,DAL,running,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,3.46,Made,14.0,,,,,,,,,,,,,,,,,
227,PT06M06.00S,2025-02-05T00:50:22.5Z,2,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612755,38,45,2025-02-05T00:50:35Z,2260000,False,,,0,,D. Gafford shooting personal FOUL (2 PF) (Embiid 2 FT),"[1629655, 203954]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,201639.0,,,,,,,,,2.0,0.0,Embiid,203954.0
229,PT06M06.00S,2025-02-05T00:50:53.6Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,39,45,2025-02-05T00:51:23Z,2280000,False,,,0,,J. Embiid Free Throw 1 of 2 (8 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
230,PT06M06.00S,2025-02-05T00:50:55.9Z,2,REGULAR,substitution,out,[],1630288,,,1610612755,39,45,2025-02-05T00:51:00Z,2290000,False,,,0,,SUB out: J. Dowtin Jr.,[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M06.00S,2025-02-05T00:50:55.9Z,2,REGULAR,substitution,in,[],1627824,,,1610612755,39,45,2025-02-05T00:51:00Z,2300000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M06.00S,2025-02-05T00:50:53.6Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,39,45,2025-02-05T00:51:23Z,2310000,False,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
233,PT06M03.00S,2025-02-05T00:50:56.6Z,2,REGULAR,rebound,defensive,[],1641765,,,1610612742,39,45,2025-02-05T00:51:23Z,2320000,False,,,0,,O. Prosper REBOUND (Off:2 Def:1),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,232.0,3.0,1.0,2.0,,,,,,,,,,,,,
234,PT05M45.00S,2025-02-05T00:51:39.5Z,2,REGULAR,3pt,Jump Shot,[],1641765,94.30026281208936,2.941176470588235,1610612742,39,45,2025-02-05T00:51:44Z,2330000,False,-235.0,1.0,1,right,MISS O. Prosper 3PT,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
235,PT05M41.00S,2025-02-05T00:51:43.5Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,39,45,2025-02-05T00:51:44Z,2340000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Left Corner 3,24+ Left,,,,234.0,2.0,2.0,0.0,,,,,,,,,,,,,
236,PT05M38.00S,2025-02-05T00:51:51.2Z,2,REGULAR,foul,personal,[],1641765,,,1610612755,39,45,2025-02-05T00:51:56Z,2350000,False,,,0,,O. Prosper personal FOUL (1 PF),"[1641765, 1630178]",1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Mid-Range,16-24 Right Center,,,,,,,,202007.0,,,,,,,,,1.0,0.0,Maxey,1630178.0
238,PT05M38.00S,2025-02-05T00:51:58.2Z,2,REGULAR,substitution,out,[],202691,,,1610612755,39,45,2025-02-05T00:52:03Z,2370000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M38.00S,2025-02-05T00:51:58.2Z,2,REGULAR,substitution,in,[],1630230,,,1610612755,39,45,2025-02-05T00:52:03Z,2380000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M26.00S,2025-02-05T00:52:21.9Z,2,REGULAR,3pt,Jump Shot,[],203954,30.699737187910642,24.019607843137255,1610612755,42,45,2025-02-05T00:52:25Z,2390000,False,130.0,236.0,1,left,J. Embiid 26' 3PT  (11 PTS) (K. Oubre Jr. 2 AST),"[203954, 1626162]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,26.95,Made,11.0,,,,,,K. Oubre Jr.,1626162.0,2.0,,,,,,,,,
241,PT05M07.00S,2025-02-05T00:52:40.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629655,88.91261498028909,51.225490196078425,1610612742,42,47,2025-02-05T00:52:43Z,2400000,False,6.0,52.0,1,right,D. Gafford Hook (4 PTS) (N. Marshall 2 AST),"[1629655, 1630230]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,5.21,Made,4.0,,,,,,N. Marshall,1630230.0,2.0,,,,,,,,,
243,PT04M52.00S,2025-02-05T00:52:55.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,17.0335085413929,46.81372549019608,1610612755,44,47,2025-02-05T00:53:00Z,2420000,False,16.0,108.0,1,left,J. Embiid 10' pullup Jump Shot (13 PTS) (T. Maxey 6 AST),"[203954, 1630178]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,10.88,Made,13.0,,,,,,T. Maxey,1630178.0,6.0,,,,,,,,,
245,PT04M35.00S,2025-02-05T00:53:15.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,88.78120893561103,45.83333333333333,1610612742,44,49,2025-02-05T00:53:18Z,2440000,False,-21.0,53.0,1,right,N. Marshall driving floating Jump Shot (4 PTS) (S. Dinwiddie 2 AST),"[1630230, 203915]",1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,5.69,Made,4.0,,,,,,S. Dinwiddie,203915.0,2.0,,,,,,,,,
247,PT04M35.00S,2025-02-05T00:53:17.7Z,2,REGULAR,foul,personal,['1freethrow'],1642348,,,1610612742,44,49,2025-02-05T00:53:37Z,2460000,False,,,0,,J. Edwards shooting personal FOUL (2 PF) (Marshall 1 FT),"[1642348, 1630230]",1610612755.0,PHI,shooting,,,Edwards,J. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2005.0,,,,,,,,,2.0,0.0,Marshall,1630230.0
249,PT04M35.00S,2025-02-05T00:53:37.8Z,2,REGULAR,substitution,out,[],1641765,,,1610612742,44,49,2025-02-05T00:53:41Z,2480000,False,,,0,,SUB out: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M35.00S,2025-02-05T00:53:37.8Z,2,REGULAR,substitution,in,[],1631108,,,1610612742,44,49,2025-02-05T00:53:41Z,2490000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M35.00S,2025-02-05T00:53:42.7Z,2,REGULAR,freethrow,1 of 1,[],1630230,,,1610612742,44,49,2025-02-05T00:54:12Z,2500000,False,,,0,,MISS N. Marshall Free Throw 1 of 1,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
255,PT04M35.00S,2025-02-05T00:53:42.7Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,44,49,2025-02-05T00:54:12Z,2505000,False,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,251.0,3.0,3.0,0.0,,,,,,,,,,,,,
