actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
89,PT05M21.00S,2022-11-19T23:23:42.7Z,1,REGULAR,2pt,Jump Shot,[],1627749,75.3777923784494,56.127450980392155,1610612737,16,13,2022-11-19T23:23:48Z,860000,False,31.0,179.0,1,right,MISS D. Murray 18' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,18.15,Missed,,,,,,,,,,,,,,,,,,
90,PT05M20.00S,2022-11-19T23:23:43.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,16,13,2022-11-19T23:23:48Z,870000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Center,,,89.0,,,,,,,,,,,,,,,,,
92,PT05M20.00S,2022-11-19T23:23:50.1Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,16,13,2022-11-19T23:23:58Z,890000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M20.00S,2022-11-19T23:23:50.1Z,1,REGULAR,substitution,out,[],201152,,,1610612761,16,13,2022-11-19T23:23:58Z,900000,False,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M20.00S,2022-11-19T23:23:50.1Z,1,REGULAR,substitution,in,[],1631132,,,1610612761,16,13,2022-11-19T23:23:58Z,910000,False,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M20.00S,2022-11-19T23:23:50.1Z,1,REGULAR,substitution,in,[],1630201,,,1610612761,16,13,2022-11-19T23:23:58Z,920000,False,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M10.00S,2022-11-19T23:24:14.7Z,1,REGULAR,turnover,bad pass,[],1627832,,,1610612761,16,13,2022-11-19T23:24:19Z,930000,False,,,0,,F. VanVleet bad pass TURNOVER (1 TO),"[1627832, 1627749]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Murray,1627749.0,,,,,
97,PT05M10.00S,2022-11-19T23:24:14.7Z,1,REGULAR,steal,,[],1627749,,,1610612737,16,13,2022-11-19T23:24:17Z,940000,False,,,0,,D. Murray STEAL (2 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
98,PT05M06.00S,2022-11-19T23:24:18.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627749,92.59198423127464,49.26470588235294,1610612737,18,13,2022-11-19T23:24:25Z,950000,False,-4.0,17.0,1,right,D. Murray running DUNK (5 PTS),[1627749],1610612737.0,ATL,running,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,,,5.0,,,,,,,,,,,
99,PT04M44.00S,2022-11-19T23:24:42.0Z,1,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612761,18,13,2022-11-19T23:25:05Z,960000,False,,,0,,J. Collins shooting personal FOUL (1 PF) (VanVleet 2 FT),"[1628381, 1627832]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1151.0,1.0,0.0,VanVleet,1627832.0
101,PT04M44.00S,2022-11-19T23:25:08.3Z,1,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,18,14,2022-11-19T23:25:08Z,980000,False,,,0,,F. VanVleet Free Throw 1 of 2 (3 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
102,PT04M44.00S,2022-11-19T23:25:13.0Z,1,REGULAR,substitution,out,[],1627749,,,1610612761,18,14,2022-11-19T23:25:21Z,990000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M44.00S,2022-11-19T23:25:13.0Z,1,REGULAR,substitution,out,[],1628384,,,1610612761,18,14,2022-11-19T23:25:21Z,1000000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M44.00S,2022-11-19T23:25:13.0Z,1,REGULAR,substitution,in,[],1629027,,,1610612761,18,14,2022-11-19T23:25:21Z,1010000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M44.00S,2022-11-19T23:25:13.0Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,18,14,2022-11-19T23:25:21Z,1020000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M44.00S,2022-11-19T23:25:34.2Z,1,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,18,15,2022-11-19T23:25:34Z,1030000,False,,,0,,F. VanVleet Free Throw 2 of 2 (4 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
107,PT04M22.00S,2022-11-19T23:25:58.0Z,1,REGULAR,turnover,bad pass,[],1628381,,,1610612737,18,15,2022-11-19T23:26:21Z,1040000,False,,,0,,J. Collins bad pass TURNOVER (2 TO),"[1628381, 1630201]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,Flynn,1630201.0,,,,,
108,PT04M22.00S,2022-11-19T23:25:58.0Z,1,REGULAR,steal,,[],1630201,,,1610612761,18,15,2022-11-19T23:26:02Z,1050000,False,,,0,,M. Flynn STEAL (1 STL),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
109,PT04M17.00S,2022-11-19T23:26:03.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630201,5.863994743758213,46.81372549019608,1610612761,18,15,2022-11-19T23:27:33Z,1060000,False,16.0,3.0,1,left,MISS M. Flynn running Layup,[1630201],1610612761.0,TOR,running,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,,
110,PT04M13.00S,2022-11-19T23:26:07.0Z,1,REGULAR,rebound,offensive,[],1627832,,,1610612761,18,15,2022-11-19T23:27:33Z,1070000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,109.0,,,2.0,1.0,1.0,,,,,,,,,,,,
111,PT04M08.00S,2022-11-19T23:26:12.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627823,33.065045992115635,43.627450980392155,1610612761,18,15,2022-11-19T23:26:16Z,1080000,False,32.0,258.0,1,left,MISS J. Hernangomez 26' 3PT,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Above the Break 3,24+ Center,26.03,Missed,,,,,,,,,,,,,,,,,,
112,PT04M04.00S,2022-11-19T23:26:16.1Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,18,15,2022-11-19T23:26:16Z,1090000,False,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,111.0,,,3.0,3.0,0.0,,,,,,,,,,,,
113,PT03M55.00S,2022-11-19T23:26:24.9Z,1,REGULAR,3pt,Jump Shot,[],1629027,69.20170827858082,20.34313725490196,1610612737,18,15,2022-11-19T23:28:14Z,1100000,False,-148.0,237.0,1,right,MISS T. Young 27' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,27.96,Missed,,,,,,,,,,,,,,,,,,
114,PT03M51.00S,2022-11-19T23:26:28.9Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,18,15,2022-11-19T23:26:29Z,1110000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,113.0,,,1.0,1.0,0.0,,,,,,,,,,,,
115,PT03M45.00S,2022-11-19T23:26:35.0Z,1,REGULAR,3pt,Jump Shot,[],1630201,11.12023653088042,3.9215686274509802,1610612761,18,18,2022-11-19T23:26:41Z,1120000,False,230.0,52.0,1,left,M. Flynn 3PT  (3 PTS) (S. Barnes 1 AST),"[1630201, 1630567]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Right Corner 3,24+ Right,23.62,Made,,,,,,,3.0,S. Barnes,1630567.0,1.0,,,,,,,,
117,PT03M30.00S,2022-11-19T23:26:49.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,84.1819973718791,45.09803921568628,1610612737,20,18,2022-11-19T23:26:54Z,1140000,False,-25.0,96.0,1,right,T. Young 9' driving floating Jump Shot (6 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,9.93,Made,,,,,,,6.0,,,,,,,,,,,
119,PT03M16.00S,2022-11-19T23:27:09.6Z,1,REGULAR,substitution,out,[],1629631,,,1610612761,20,18,2022-11-19T23:27:29Z,1160000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M16.00S,2022-11-19T23:27:09.6Z,1,REGULAR,substitution,out,[],1630168,,,1610612761,20,18,2022-11-19T23:27:29Z,1170000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M16.00S,2022-11-19T23:27:09.6Z,1,REGULAR,substitution,out,[],1628381,,,1610612761,20,18,2022-11-19T23:27:29Z,1180000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M16.00S,2022-11-19T23:27:09.6Z,1,REGULAR,substitution,out,[],1627823,,,1610612761,20,18,2022-11-19T23:27:29Z,1190000,False,,,0,,SUB out: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M16.00S,2022-11-19T23:27:09.6Z,1,REGULAR,substitution,in,[],1631100,,,1610612761,20,18,2022-11-19T23:27:29Z,1200000,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M16.00S,2022-11-19T23:27:09.6Z,1,REGULAR,substitution,in,[],203991,,,1610612761,20,18,2022-11-19T23:27:29Z,1210000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M16.00S,2022-11-19T23:27:09.6Z,1,REGULAR,substitution,in,[],1630552,,,1610612761,20,18,2022-11-19T23:27:29Z,1220000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M16.00S,2022-11-19T23:27:09.6Z,1,REGULAR,substitution,in,[],1628384,,,1610612761,20,18,2022-11-19T23:27:29Z,1230000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M06.00S,2022-11-19T23:27:45.0Z,1,REGULAR,3pt,Jump Shot,[],1627832,33.196452036793694,50.0,1610612761,20,18,2022-11-19T23:27:50Z,1240000,False,0.0,260.0,1,left,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,25.95,Missed,,,,,,,,,,,,,,,,,,
128,PT03M02.00S,2022-11-19T23:27:49.0Z,1,REGULAR,rebound,defensive,[],1628988,,,1610612737,20,18,2022-11-19T23:27:50Z,1250000,False,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Center,,,127.0,,,1.0,1.0,0.0,,,,,,,,,,,,
129,PT02M58.00S,2022-11-19T23:27:53.4Z,1,REGULAR,turnover,bad pass,[],1628988,,,1610612737,20,18,2022-11-19T23:27:57Z,1260000,False,,,0,,A. Holiday bad pass TURNOVER (1 TO),"[1628988, 1628384]",1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,Anunoby,1628384.0,,,,,
130,PT02M58.00S,2022-11-19T23:27:53.4Z,1,REGULAR,steal,,[],1628384,,,1610612761,20,18,2022-11-19T23:27:55Z,1270000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
131,PT02M54.00S,2022-11-19T23:27:57.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627832,5.732588699080158,48.28431372549019,1610612761,20,20,2022-11-19T23:28:05Z,1280000,False,9.0,1.0,1,left,F. VanVleet running Layup (6 PTS) (O. Anunoby 1 AST),"[1627832, 1628384]",1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,0.87,Made,,,,,,,6.0,O. Anunoby,1628384.0,1.0,,,,,,,,
133,PT02M39.00S,2022-11-19T23:28:11.3Z,1,REGULAR,3pt,Jump Shot,[],1631100,68.54467805519053,66.17647058823529,1610612737,23,20,2022-11-19T23:28:15Z,1300000,False,81.0,243.0,1,right,A. Griffin 25' 3PT  (3 PTS) (C. Capela 1 AST),"[1631100, 203991]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Right Center,25.63,Made,,,,,,,3.0,C. Capela,203991.0,1.0,,,,,,,,
135,PT02M25.00S,2022-11-19T23:28:25.5Z,1,REGULAR,turnover,lost ball,[],1628384,,,1610612761,23,20,2022-11-19T23:28:46Z,1320000,False,,,0,,O. Anunoby lost ball TURNOVER (2 TO),"[1628384, 1631100]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,Griffin,1631100.0,,,,,
136,PT02M25.00S,2022-11-19T23:28:25.5Z,1,REGULAR,steal,,[],1631100,,,1610612737,23,20,2022-11-19T23:28:28Z,1330000,False,,,0,,A. Griffin STEAL (1 STL),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
137,PT02M22.00S,2022-11-19T23:28:29.1Z,1,REGULAR,turnover,lost ball,[],1630552,,,1610612737,23,20,2022-11-19T23:28:33Z,1340000,False,,,0,,J. Johnson lost ball TURNOVER (1 TO),"[1630552, 1630567]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Barnes,1630567.0,,,,,
138,PT02M22.00S,2022-11-19T23:28:29.1Z,1,REGULAR,steal,,[],1630567,,,1610612761,23,20,2022-11-19T23:28:31Z,1350000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
139,PT02M17.00S,2022-11-19T23:28:33.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,31.09395532194481,32.1078431372549,1610612761,23,20,2022-11-19T23:28:38Z,1360000,False,89.0,240.0,1,left,MISS F. VanVleet 25' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,25.6,Missed,,,,,,,,,,,,,,,,,,
140,PT02M15.00S,2022-11-19T23:28:36.0Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,23,20,2022-11-19T23:28:36Z,1370000,False,,,0,,C. Capela REBOUND (Off:3 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,139.0,,,4.0,1.0,3.0,,,,,,,,,,,,
141,PT02M10.00S,2022-11-19T23:28:41.6Z,1,REGULAR,foul,personal,['2freethrow'],1631132,,,1610612737,23,20,2022-11-19T23:31:52Z,1380000,False,,,0,,C. Koloko shooting personal FOUL (1 PF) (Young 2 FT),"[1631132, 1629027]",1610612761.0,TOR,shooting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Young,1629027.0
143,PT02M10.00S,2022-11-19T23:28:57.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,23,20,2022-11-19T23:28:57Z,1400000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M10.00S,2022-11-19T23:30:58.0Z,1,REGULAR,substitution,out,[],1627832,,,1610612737,23,20,2022-11-19T23:31:37Z,1410000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M10.00S,2022-11-19T23:30:58.0Z,1,REGULAR,substitution,in,[],1630288,,,1610612737,23,20,2022-11-19T23:31:37Z,1420000,False,,,0,,SUB in: J. Dowtin Jr.,[1630288],1610612761.0,TOR,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M10.00S,2022-11-19T23:31:59.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629027,,,1610612737,24,20,2022-11-19T23:31:59Z,1430000,False,,,0,,T. Young Free Throw 1 of 2 (7 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
147,PT02M10.00S,2022-11-19T23:32:14.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629027,,,1610612737,25,20,2022-11-19T23:32:14Z,1440000,False,,,0,,T. Young Free Throw 2 of 2 (8 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
148,PT01M55.00S,2022-11-19T23:32:34.6Z,1,REGULAR,turnover,out-of-bounds,[],1628384,,,1610612761,25,20,2022-11-19T23:35:20Z,1450000,False,,,0,,O. Anunoby step out-of-bounds TURNOVER (3 TO),[1628384],1610612761.0,TOR,step,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,3.0,,,202049.0,,,,
149,PT01M40.00S,2022-11-19T23:32:59.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203991,93.51182654402102,50.98039215686274,1610612737,27,20,2022-11-19T23:35:39Z,1460000,False,5.0,8.0,1,right,C. Capela cutting DUNK (6 PTS) (T. Young 2 AST),"[203991, 1629027]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,6.0,T. Young,1629027.0,2.0,,,,,,,,
151,PT01M28.00S,2022-11-19T23:33:10.5Z,1,REGULAR,3pt,Jump Shot,[],1630201,14.799605781865965,4.6568627450980395,1610612761,27,23,2022-11-19T23:33:14Z,1480000,False,227.0,87.0,1,left,M. Flynn 24' 3PT  (6 PTS) (S. Barnes 2 AST),"[1630201, 1630567]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Right Corner 3,24+ Right,24.27,Made,,,,,,,6.0,S. Barnes,1630567.0,2.0,,,,,,,,
153,PT01M06.00S,2022-11-19T23:33:31.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,89.96386333771353,44.85294117647059,1610612737,27,23,2022-11-19T23:33:36Z,1500000,False,-26.0,42.0,1,right,MISS T. Young driving floating Shot - blocked,"[1629027, 1631132]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,4.91,Missed,,Koloko,1631132.0,,,,,,,,,,,,,,,
154,PT01M06.00S,2022-11-19T23:33:31.9Z,1,REGULAR,block,,[],1631132,,,1610612737,27,23,2022-11-19T23:33:35Z,1510000,False,,,0,,C. Koloko BLOCK (1 BLK),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
155,PT01M04.00S,2022-11-19T23:33:33.9Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612761,27,23,2022-11-19T23:33:36Z,1520000,False,,,0,,C. Koloko REBOUND (Off:0 Def:1),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,153.0,,,1.0,1.0,0.0,,,,,,,,,,,,
157,PT00M50.60S,2022-11-19T23:34:08.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,9.543363994743759,53.431372549019606,1610612761,27,25,2022-11-19T23:34:15Z,1540000,False,-17.0,37.0,1,left,O. Anunoby driving Layup (4 PTS) (C. Koloko 1 AST),"[1628384, 1631132]",1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,4.1,Made,,,,,,,4.0,C. Koloko,1631132.0,1.0,,,,,,,,
158,PT00M50.60S,2022-11-19T23:34:13.9Z,1,REGULAR,foul,personal,['1freethrow'],203991,,,1610612761,27,25,2022-11-19T23:34:37Z,1550000,False,,,0,,C. Capela shooting personal FOUL (1 PF) (Anunoby 1 FT),"[203991, 1628384]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Anunoby,1628384.0
160,PT00M50.60S,2022-11-19T23:34:40.8Z,1,REGULAR,freethrow,1 of 1,[],1628384,,,1610612761,27,26,2022-11-19T23:34:40Z,1570000,False,,,0,,O. Anunoby Free Throw 1 of 1 (5 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
161,PT00M32.60S,2022-11-19T23:35:01.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,93.51182654402102,49.01960784313725,1610612737,29,26,2022-11-19T23:35:06Z,1580000,False,-5.0,8.0,1,right,C. Capela DUNK (8 PTS) (A. Griffin 1 AST),"[203991, 1631100]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,8.0,A. Griffin,1631100.0,1.0,,,,,,,,
163,PT00M28.20S,2022-11-19T23:35:09.1Z,1,REGULAR,3pt,Jump Shot,[],1630201,30.042706964520367,68.38235294117648,1610612761,29,26,2022-11-19T23:35:16Z,1600000,False,-92.0,230.0,1,left,MISS M. Flynn 24' pullup 3PT,[1630201],1610612761.0,TOR,pullup,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,24.76,Missed,,,,,,,,,,,,,,,,,,
164,PT00M25.20S,2022-11-19T23:35:12.2Z,1,REGULAR,rebound,offensive,[],1631132,,,1610612761,29,26,2022-11-19T23:35:12Z,1610000,False,,,0,,C. Koloko REBOUND (Off:1 Def:1),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Left Center,,,163.0,,,2.0,1.0,1.0,,,,,,,,,,,,
165,PT00M24.40S,2022-11-19T23:35:13.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631132,5.995400788436268,48.28431372549019,1610612761,29,26,2022-11-19T23:35:24Z,1620000,False,9.0,4.0,1,left,MISS C. Koloko Layup - blocked,"[1631132, 203991]",1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,0.94,Missed,,Capela,203991.0,,,,,,,,,,,,,,,
166,PT00M24.40S,2022-11-19T23:35:13.1Z,1,REGULAR,block,,[],203991,,,1610612761,29,26,2022-11-19T23:35:15Z,1630000,False,,,0,,C. Capela BLOCK (2 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
167,PT00M24.40S,2022-11-19T23:35:13.1Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,29,26,2022-11-19T23:35:24Z,1640000,False,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,165.0,,,2.0,1.0,1.0,,,,,,,,,,,,
168,PT00M20.60S,2022-11-19T23:35:18.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628384,14.799605781865965,42.8921568627451,1610612761,29,28,2022-11-19T23:35:27Z,1650000,False,36.0,87.0,1,left,O. Anunoby 9' floating Jump Shot (7 PTS) (S. Barnes 3 AST),"[1628384, 1630567]",1610612761.0,TOR,floating,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,9.36,Made,,,,,,,7.0,S. Barnes,1630567.0,3.0,,,,,,,,
170,PT00M15.00S,2022-11-19T23:35:27.8Z,1,REGULAR,foul,personal,[],1630567,,,1610612737,29,28,2022-11-19T23:35:33Z,1670000,False,,,0,,S. Barnes personal FOUL (1 PF),"[1630567, 1629027]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Young,1629027.0
172,PT00M15.00S,2022-11-19T23:35:48.2Z,1,REGULAR,substitution,out,[],1630552,,,1610612737,29,28,2022-11-19T23:35:57Z,1690000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M15.00S,2022-11-19T23:35:48.2Z,1,REGULAR,substitution,in,[],1629631,,,1610612737,29,28,2022-11-19T23:35:57Z,1700000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
