actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
346,PT11M10.00S,2022-10-22T00:50:45.0Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612737,50,55,2022-10-22T00:50:50Z,3420000,,,0,,D. Murray REBOUND (Off:1 Def:5),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,,,345.0,6.0,5.0,1.0,,,,,,,,,,,,,,
347,PT11M08.00S,2022-10-22T00:50:50.2Z,3,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612737,50,55,2022-10-22T00:51:08Z,3430000,,,0,,P. Banchero shooting personal FOUL (1 PF) (Murray 2 FT),"[1631094, 1627749]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1628171.0,,,,,,1.0,0.0,Murray,1627749.0,,
349,PT11M08.00S,2022-10-22T00:51:16.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627749,,,1610612737,51,55,2022-10-22T00:51:16Z,3450000,,,0,,D. Murray Free Throw 1 of 2 (10 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Made,,,,,,,,,10.0,,,,,,,,,
350,PT11M08.00S,2022-10-22T00:51:30.6Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627749,,,1610612737,52,55,2022-10-22T00:51:30Z,3460000,,,0,,D. Murray Free Throw 2 of 2 (11 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
351,PT10M52.00S,2022-10-22T00:51:49.1Z,3,REGULAR,turnover,lost ball,[],1631094,,,1610612753,52,55,2022-10-22T00:51:56Z,3470000,,,0,,P. Banchero lost ball TURNOVER (2 TO),"[1631094, 1628381]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2.0,,,,,,,,,Collins,1628381.0
352,PT10M52.00S,2022-10-22T00:51:49.1Z,3,REGULAR,steal,,[],1628381,,,1610612737,52,55,2022-10-22T00:51:50Z,3480000,,,0,,J. Collins STEAL (2 STL),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
353,PT10M48.00S,2022-10-22T00:51:52.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628381,5.732588699080158,49.01960784313725,1610612737,54,55,2022-10-22T00:52:02Z,3490000,5.0,1.0,1,left,J. Collins running DUNK (15 PTS),[1628381],1610612737.0,ATL,running,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,,,,15.0,,,,,,,,,
354,PT10M37.00S,2022-10-22T00:52:05.7Z,3,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612753,54,55,2022-10-22T00:52:32Z,3500000,,,0,,D. Hunter shooting personal FOUL (2 PF) (Banchero 2 FT),"[1629631, 1631094]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,,,,1628171.0,,,,,,2.0,0.0,Banchero,1631094.0,,
356,PT10M37.00S,2022-10-22T00:52:32.8Z,3,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,54,56,2022-10-22T00:52:32Z,3520000,,,0,,P. Banchero Free Throw 1 of 2 (8 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
357,PT10M37.00S,2022-10-22T00:52:49.1Z,3,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,54,57,2022-10-22T00:52:49Z,3530000,,,0,,P. Banchero Free Throw 2 of 2 (9 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,,
358,PT10M22.00S,2022-10-22T00:53:06.3Z,3,REGULAR,3pt,Jump Shot,[],1629027,32.276609724047304,45.83333333333333,1610612737,57,57,2022-10-22T00:53:13Z,3540000,21.0,251.0,1,left,T. Young 25' 3PT step back (5 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,25.18,Made,,,,,,,,,5.0,,,,,,,,,
359,PT10M00.00S,2022-10-22T00:53:27.3Z,3,REGULAR,2pt,Jump Shot,[],1628976,87.59855453350855,25.735294117647058,1610612753,57,59,2022-10-22T00:53:33Z,3550000,-121.0,64.0,1,right,W. Carter Jr. 13' pullup Jump Shot (10 PTS),[1628976],1610612753.0,ORL,pullup,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,13.72,Made,,,,,,,,,10.0,,,,,,,,,
360,PT09M45.00S,2022-10-22T00:53:42.5Z,3,REGULAR,3pt,Jump Shot,[],1627749,29.6484888304862,72.05882352941177,1610612737,60,59,2022-10-22T00:53:49Z,3560000,-110.0,226.0,1,left,D. Murray 25' 3PT  (14 PTS) (T. Young 9 AST),"[1627749, 1629027]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,25.17,Made,,,,,,,,,14.0,T. Young,1629027.0,9.0,,,,,,
362,PT09M32.00S,2022-10-22T00:53:55.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,91.93495400788436,51.71568627450981,1610612753,60,61,2022-10-22T00:54:02Z,3580000,9.0,23.0,1,right,P. Banchero driving Layup (11 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.48,Made,,,,,,,,,11.0,,,,,,,,,
363,PT09M24.00S,2022-10-22T00:54:03.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,6.915243101182654,51.470588235294116,1610612737,62,61,2022-10-22T00:54:11Z,3590000,-7.0,13.0,1,left,T. Young driving Layup (7 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,,,,,7.0,,,,,,,,,
364,PT09M10.00S,2022-10-22T00:54:17.5Z,3,REGULAR,3pt,Jump Shot,[],1628976,70.51576872536137,23.03921568627451,1610612753,62,61,2022-10-22T00:54:22Z,3600000,-135.0,225.0,1,right,MISS W. Carter Jr. 26' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
365,PT09M07.00S,2022-10-22T00:54:20.5Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612737,62,61,2022-10-22T00:54:22Z,3610000,,,0,,D. Hunter REBOUND (Off:0 Def:5),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,364.0,5.0,5.0,0.0,,,,,,,,,,,,,,
366,PT08M56.00S,2022-10-22T00:54:31.4Z,3,REGULAR,2pt,Jump Shot,[],1629631,14.011169513797633,76.9607843137255,1610612737,64,61,2022-10-22T00:54:38Z,3620000,-135.0,79.0,1,left,D. Hunter 15' pullup Jump Shot (10 PTS) (T. Young 10 AST),"[1629631, 1629027]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,15.63,Made,,,,,,,,,10.0,T. Young,1629027.0,10.0,,,,,,
368,PT08M39.00S,2022-10-22T00:54:48.4Z,3,REGULAR,3pt,Jump Shot,[],203082,93.51182654402102,95.83333333333334,1610612753,64,61,2022-10-22T00:54:53Z,3640000,229.0,8.0,1,right,MISS T. Ross 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Right Corner 3,24+ Right,22.94,Missed,,,,,,,,,,,,,,,,,,
369,PT08M37.00S,2022-10-22T00:54:50.4Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,64,61,2022-10-22T00:54:53Z,3650000,,,0,,J. Collins REBOUND (Off:3 Def:7),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,,,368.0,10.0,7.0,3.0,,,,,,,,,,,,,,
370,PT08M23.00S,2022-10-22T00:55:05.5Z,3,REGULAR,2pt,Jump Shot,[],1629027,11.251642575558476,30.392156862745097,1610612737,64,61,2022-10-22T00:55:27Z,3660000,98.0,53.0,1,left,MISS T. Young 11' driving floating Shot - blocked,"[1629027, 1631094]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Mid-Range,8-16 Right,11.16,Missed,,,,,Banchero,1631094.0,,,,,,,,,,,,
443,PT08M23.00S,2022-10-22T00:55:05.5Z,3,REGULAR,block,,[],1631094,,,1610612737,64,61,2022-10-22T01:07:50Z,3665000,,,0,,P. Banchero BLOCK (3 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
371,PT08M19.00S,2022-10-22T00:55:09.5Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,64,61,2022-10-22T01:07:50Z,3670000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:6),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Right,,,370.0,7.0,6.0,1.0,,,,,,,,,,,,,,
372,PT08M16.00S,2022-10-22T00:55:12.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,83.39356110381078,49.26470588235294,1610612753,64,61,2022-10-22T01:00:00Z,3680000,-4.0,104.0,1,right,MISS P. Banchero 10' driving floating bank Shot,[1631094],1610612753.0,ORL,driving floating bank,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,10.37,Missed,,,,,,,,,,,,,,,,,,
373,PT08M15.00S,2022-10-22T00:55:13.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,64,61,2022-10-22T00:55:48Z,3690000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,372.0,,,,,,,,,,,,,,,,,
374,PT08M15.00S,2022-10-22T00:55:18.9Z,3,REGULAR,foul,personal,[],1627749,,,1610612753,64,61,2022-10-22T00:55:38Z,3700000,,,0,,D. Murray loose ball personal FOUL (1 PF),"[1627749, 1631094]",1610612737.0,ATL,loose ball,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2534.0,,,,,,1.0,0.0,Banchero,1631094.0,,
376,PT08M07.00S,2022-10-22T00:55:50.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630591,66.70499342969777,55.392156862745104,1610612753,64,61,2022-10-22T00:56:00Z,3720000,27.0,260.0,1,right,MISS J. Suggs 26' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,26.19,Missed,,,,,,,,,,,,,,,,,,
377,PT08M05.00S,2022-10-22T00:55:52.9Z,3,REGULAR,rebound,offensive,[],1630532,,,1610612753,64,61,2022-10-22T00:55:52Z,3730000,,,0,,F. Wagner REBOUND (Off:1 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,376.0,2.0,1.0,1.0,,,,,,,,,,,,,,
378,PT08M05.00S,2022-10-22T00:55:57.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630591,90.09526938239159,48.28431372549019,1610612753,64,63,2022-10-22T00:56:07Z,3740000,-9.0,41.0,1,right,J. Suggs driving Layup (2 PTS) (F. Wagner 3 AST),"[1630591, 1630532]",1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,4.15,Made,,,,,,,,,2.0,F. Wagner,1630532.0,3.0,,,,,,
380,PT08M05.00S,2022-10-22T00:56:02.2Z,3,REGULAR,foul,personal,['1freethrow'],203991,,,1610612753,64,63,2022-10-22T00:56:40Z,3760000,,,0,,C. Capela shooting personal FOUL (1 PF) (Suggs 1 FT),"[203991, 1630591]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,1628171.0,,,,,,1.0,0.0,Suggs,1630591.0,,
383,PT08M05.00S,2022-10-22T00:57:25.8Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1630591,,,1610612753,64,64,2022-10-22T00:57:25Z,3790000,,,0,,J. Suggs Free Throw 1 of 1 (3 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
384,PT07M52.00S,2022-10-22T00:57:42.6Z,3,REGULAR,turnover,out-of-bounds,[],1629631,,,1610612737,64,64,2022-10-22T00:57:53Z,3800000,,,0,,D. Hunter lost ball out-of-bounds TURNOVER (1 TO),[1629631],1610612737.0,ATL,lost ball,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Right,,,,,,,,,2534.0,1.0,,,,,,,,,,
385,PT07M43.00S,2022-10-22T00:57:56.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627749,,,1610612753,64,64,2022-10-22T00:58:38Z,3810000,,,0,,D. Murray shooting personal FOUL (2 PF) (Suggs 2 FT),"[1627749, 1630591]",1610612737.0,ATL,shooting,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,2534.0,,,,,,2.0,0.0,Suggs,1630591.0,,
387,PT07M43.00S,2022-10-22T00:58:39.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630591,,,1610612753,64,64,2022-10-22T00:59:02Z,3830000,,,0,,MISS J. Suggs Free Throw 1 of 2,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
388,PT07M43.00S,2022-10-22T00:58:39.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,64,64,2022-10-22T00:59:02Z,3840000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,387.0,,,,,,,,,,,,,,,,,
389,PT07M43.00S,2022-10-22T00:58:39.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630591,,,1610612753,64,64,2022-10-22T00:59:02Z,3850000,,,0,,MISS J. Suggs Free Throw 2 of 2,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
390,PT07M42.00S,2022-10-22T00:58:40.7Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,64,64,2022-10-22T00:59:02Z,3860000,,,0,,J. Collins REBOUND (Off:3 Def:8),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,389.0,11.0,8.0,3.0,,,,,,,,,,,,,,
391,PT07M42.00S,2022-10-22T00:59:07.6Z,3,REGULAR,foul,personal,['1freethrow'],1628976,,,1610612737,64,64,2022-10-22T00:59:47Z,3870000,,,0,,W. Carter Jr. transition take personal FOUL (2 PF) (Collins 1 FT),"[1628976, 1628381]",1610612753.0,ORL,transition take,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,1628171.0,,,,,,2.0,0.0,Collins,1628381.0,,
393,PT07M42.00S,2022-10-22T00:59:21.3Z,3,REGULAR,substitution,out,[],1630591,,,1610612737,64,64,2022-10-22T00:59:24Z,3890000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M42.00S,2022-10-22T00:59:21.3Z,3,REGULAR,substitution,in,[],1630175,,,1610612737,64,64,2022-10-22T00:59:24Z,3900000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT07M42.00S,2022-10-22T00:59:49.6Z,3,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,65,64,2022-10-22T00:59:49Z,3910000,,,0,,T. Young transition take Free Throw 1 of 1 (8 PTS),[1629027],1610612737.0,ATL,transition take,,,Young,T. Young,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
408,PT07M25.00S,2022-10-22T01:00:03.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,11.514454664914586,52.450980392156865,1610612737,65,64,2022-10-22T01:03:20Z,3915000,-12.0,56.0,1,left,MISS T. Young driving floating Shot - blocked,"[1629027, 1630175]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,5.7,Missed,,,,,Anthony,1630175.0,,,,,,,,,,,,
409,PT07M25.00S,2022-10-22T01:00:03.2Z,3,REGULAR,block,,[],1630175,,,1610612737,65,64,2022-10-22T01:03:20Z,3917500,,,0,,C. Anthony BLOCK (1 BLK),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
410,PT07M25.00S,2022-10-22T01:00:03.2Z,3,REGULAR,rebound,defensive,[],203082,,,1610612753,65,64,2022-10-22T01:03:20Z,3918750,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,In The Paint (Non-RA),0-8 Center,,,408.0,1.0,1.0,0.0,,,,,,,,,,,,,,
398,PT07M12.00S,2022-10-22T01:00:29.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,83.39356110381078,46.568627450980394,1610612753,65,66,2022-10-22T01:03:28Z,3940000,-17.0,104.0,1,right,C. Anthony 10' floating Jump Shot (19 PTS),[1630175],1610612753.0,ORL,floating,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,10.5,Made,,,,,,,,,19.0,,,,,,,,,
399,PT07M01.00S,2022-10-22T01:00:39.8Z,3,REGULAR,3pt,Jump Shot,[],1629027,33.459264126149804,56.372549019607845,1610612737,68,66,2022-10-22T01:06:44Z,3950000,-32.0,262.0,1,left,T. Young 26' 3PT  (11 PTS) (D. Murray 5 AST),"[1629027, 1627749]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,26.39,Made,,,,,,,,,11.0,D. Murray,1627749.0,5.0,,,,,,
401,PT06M38.00S,2022-10-22T01:01:03.6Z,3,REGULAR,3pt,Jump Shot,[],1628976,94.43166885676742,4.166666666666666,1610612753,68,66,2022-10-22T01:01:09Z,3970000,-229.0,0.0,1,right,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
402,PT06M35.00S,2022-10-22T01:01:06.6Z,3,REGULAR,rebound,offensive,[],1631094,,,1610612753,68,66,2022-10-22T01:01:09Z,3980000,,,0,,P. Banchero REBOUND (Off:1 Def:7),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Left Corner 3,24+ Left,,,401.0,8.0,7.0,1.0,,,,,,,,,,,,,,
403,PT06M27.00S,2022-10-22T01:01:15.1Z,3,REGULAR,turnover,lost ball,[],1631094,,,1610612753,68,66,2022-10-22T01:01:21Z,3990000,,,0,,P. Banchero lost ball TURNOVER (3 TO),"[1631094, 203991]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,3.0,,,,,,,,,Capela,203991.0
404,PT06M27.00S,2022-10-22T01:01:15.1Z,3,REGULAR,steal,,[],203991,,,1610612737,68,66,2022-10-22T01:01:17Z,4000000,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
405,PT06M22.00S,2022-10-22T01:01:20.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629631,5.075558475689881,50.0,1610612737,70,66,2022-10-22T01:01:30Z,4010000,0.0,-5.0,1,left,D. Hunter running DUNK (12 PTS) (T. Young 11 AST),"[1629631, 1629027]",1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,0.48,Made,,,,,,,,,12.0,T. Young,1629027.0,11.0,,,,,,
407,PT06M21.00S,2022-10-22T01:01:26.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,70,66,2022-10-22T01:01:26Z,4030000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M10.00S,2022-10-22T01:04:38.9Z,3,REGULAR,turnover,bad pass,[],1630532,,,1610612753,70,66,2022-10-22T01:04:45Z,4040000,,,0,,F. Wagner bad pass TURNOVER (2 TO),"[1630532, 1628381]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Left,,,,,,,,,,2.0,,,,,,,,,Collins,1628381.0
412,PT06M10.00S,2022-10-22T01:04:38.9Z,3,REGULAR,steal,,[],1628381,,,1610612737,70,66,2022-10-22T01:04:41Z,4050000,,,0,,J. Collins STEAL (3 STL),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
413,PT06M06.00S,2022-10-22T01:04:44.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627749,7.046649145860711,56.127450980392155,1610612737,72,66,2022-10-22T01:04:57Z,4060000,-31.0,14.0,1,left,D. Murray running Layup (16 PTS) (D. Hunter 1 AST),"[1627749, 1629631]",1610612737.0,ATL,running,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,3.35,Made,,,,,,,,,16.0,D. Hunter,1629631.0,1.0,,,,,,
415,PT05M47.00S,2022-10-22T01:05:02.1Z,3,REGULAR,3pt,Jump Shot,[],203082,68.41327201051249,34.068627450980394,1610612753,72,66,2022-10-22T01:05:09Z,4080000,-80.0,244.0,1,right,MISS T. Ross 25' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
416,PT05M43.00S,2022-10-22T01:05:06.1Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,72,66,2022-10-22T01:05:09Z,4090000,,,0,,T. Young REBOUND (Off:1 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,415.0,3.0,2.0,1.0,,,,,,,,,,,,,,
417,PT05M24.00S,2022-10-22T01:05:24.8Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,72,66,2022-10-22T01:05:32Z,4100000,,,0,,T. Young bad pass TURNOVER (5 TO),"[1629027, 1630532]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,,,,,,,,5.0,,,,,,,,,Wagner,1630532.0
418,PT05M24.00S,2022-10-22T01:05:24.8Z,3,REGULAR,steal,,[],1630532,,,1610612753,72,66,2022-10-22T01:05:26Z,4110000,,,0,,F. Wagner STEAL (4 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
419,PT05M22.00S,2022-10-22T01:05:27.6Z,3,REGULAR,turnover,bad pass,[],203082,,,1610612753,72,66,2022-10-22T01:05:39Z,4120000,,,0,,T. Ross bad pass TURNOVER (1 TO),"[203082, 1627749]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1.0,,,,,,,,,Murray,1627749.0
420,PT05M22.00S,2022-10-22T01:05:27.6Z,3,REGULAR,steal,,[],1627749,,,1610612737,72,66,2022-10-22T01:05:29Z,4130000,,,0,,D. Murray STEAL (3 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
421,PT05M14.00S,2022-10-22T01:05:35.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627749,14.799605781865965,68.13725490196079,1610612737,72,66,2022-10-22T01:05:42Z,4140000,-91.0,87.0,1,left,MISS D. Murray 12' Jump Shot,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,12.54,Missed,,,,,,,,,,,,,,,,,,
422,PT05M12.00S,2022-10-22T01:05:37.6Z,3,REGULAR,rebound,defensive,[],203082,,,1610612753,72,66,2022-10-22T01:05:37Z,4150000,,,0,,T. Ross REBOUND (Off:0 Def:2),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Mid-Range,8-16 Left,,,421.0,2.0,2.0,0.0,,,,,,,,,,,,,,
423,PT04M58.00S,2022-10-22T01:05:51.4Z,3,REGULAR,2pt,Jump Shot,[],1630175,88.91261498028909,71.32352941176471,1610612753,72,66,2022-10-22T01:05:59Z,4160000,107.0,52.0,1,right,MISS C. Anthony 11' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Right,11.85,Missed,,,,,,,,,,,,,,,,,,
424,PT04M53.00S,2022-10-22T01:05:56.4Z,3,REGULAR,rebound,offensive,[],1630532,,,1610612753,72,66,2022-10-22T01:05:59Z,4170000,,,0,,F. Wagner REBOUND (Off:2 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,,,423.0,3.0,1.0,2.0,,,,,,,,,,,,,,
425,PT04M53.00S,2022-10-22T01:05:56.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630532,94.40999984741211,50.0,1610612753,72,66,2022-10-22T01:09:43Z,4180000,0.0,0.0,1,right,MISS F. Wagner tip Layup,[1630532],1610612753.0,ORL,tip,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
426,PT04M52.00S,2022-10-22T01:05:57.0Z,3,REGULAR,rebound,offensive,[],203082,,,1610612753,72,66,2022-10-22T01:13:57Z,4190000,,,0,,T. Ross REBOUND (Off:1 Def:2),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Restricted Area,0-8 Center,,,425.0,3.0,2.0,1.0,,,,,,,,,,,,,,
427,PT04M51.00S,2022-10-22T01:05:58.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631094,66.3107752956636,45.34313725490196,1610612753,72,69,2022-10-22T01:06:04Z,4200000,-23.0,264.0,1,right,P. Banchero 26' 3PT  (14 PTS) (T. Ross 2 AST),"[1631094, 203082]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,26.52,Made,,,,,,,,,14.0,T. Ross,203082.0,2.0,,,,,,
429,PT04M36.00S,2022-10-22T01:06:12.6Z,3,REGULAR,3pt,Jump Shot,[],1629027,33.327858081471746,30.392156862745097,1610612737,72,69,2022-10-22T01:06:19Z,4220000,98.0,261.0,1,left,MISS T. Young 27' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,27.86,Missed,,,,,,,,,,,,,,,,,,
