actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
509,PT09M05.00S,2022-10-20T01:23:48.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201569,91.67214191852825,48.03921568627451,1610612745,91,86,2022-10-20T01:23:55Z,5070000,-10.0,26.0,1,right,E. Gordon driving Layup (11 PTS) (J. Smith Jr. 1 AST),"[201569, 1631095]",1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,2.76,Made,11.0,,,,,,,J. Smith Jr.,1631095.0,1.0,,,,,,,,
510,PT08M57.00S,2022-10-20T01:24:00.0Z,4,REGULAR,foul,offensive,[],1628988,,,1610612737,91,86,2022-10-20T01:24:14Z,5080000,,,0,,A. Holiday off-the-ball offensive FOUL (1 PF),"[1628988, 1629726]",1610612737.0,ATL,off-the-ball,,,Holiday,A. Holiday,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1628168.0,1.0,0.0,Mathews,1629726.0,,,
512,PT08M57.00S,2022-10-20T01:24:00.0Z,4,REGULAR,turnover,offensive foul,[],1628988,,,1610612737,91,86,2022-10-20T01:24:00Z,5100000,,,0,,A. Holiday offensive foul TURNOVER (2 TO),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1628168.0,,,,,2.0,,
513,PT08M36.00S,2022-10-20T01:24:31.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630528,83.26215505913272,43.872549019607845,1610612745,91,86,2022-10-20T01:24:37Z,5110000,-31.0,105.0,1,right,MISS J. Christopher 10' pullup Shot,[1630528],1610612745.0,HOU,pullup,,,Christopher,J. Christopher,,,,,In The Paint (Non-RA),8-16 Center,10.92,Missed,,,,,,,,,,,,,,,,,,
514,PT08M33.00S,2022-10-20T01:24:34.0Z,4,REGULAR,rebound,offensive,[],1630578,,,1610612745,91,86,2022-10-20T01:24:37Z,5120000,,,0,,A. Sengun REBOUND (Off:4 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,513.0,8.0,4.0,4.0,,,,,,,,,,,,,
515,PT08M30.00S,2022-10-20T01:24:36.5Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630578,90.75229960578186,47.30392156862745,1610612745,91,88,2022-10-20T01:24:41Z,5130000,-13.0,34.0,1,right,A. Sengun Hook (15 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.7,Made,15.0,,,,,,,,,,,,,,,,,
516,PT08M18.00S,2022-10-20T01:24:49.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203200,5.469776609724048,51.470588235294116,1610612737,91,88,2022-10-20T01:25:15Z,5140000,-7.0,-1.0,1,left,MISS J. Holiday cutting Layup,[203200],1610612737.0,ATL,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,0.75,Missed,,,,,,,,,,,,,,,,,,
517,PT08M17.00S,2022-10-20T01:24:50.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612745,91,88,2022-10-20T01:25:15Z,5150000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,516.0,,,,,,,,,,,,,,,,
518,PT08M17.00S,2022-10-20T01:24:58.1Z,4,REGULAR,foul,personal,[],1630168,,,1610612745,91,88,2022-10-20T01:25:05Z,5160000,,,0,,O. Okongwu loose ball personal FOUL (4 PF),"[1630168, 1629726]",1610612737.0,ATL,loose ball,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202049.0,4.0,0.0,Mathews,1629726.0,,,
520,PT08M17.00S,2022-10-20T01:25:04.3Z,4,REGULAR,substitution,out,[],1628988,,,1610612745,91,88,2022-10-20T01:25:08Z,5180000,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT08M17.00S,2022-10-20T01:25:04.3Z,4,REGULAR,substitution,in,[],1629631,,,1610612745,91,88,2022-10-20T01:25:08Z,5190000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT08M02.00S,2022-10-20T01:25:32.8Z,4,REGULAR,foul,offensive,[],1630578,,,1610612745,91,88,2022-10-20T01:25:46Z,5200000,,,0,,A. Sengun offensive FOUL (2 PF),"[1630578, 1630168]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628168.0,2.0,0.0,Okongwu,1630168.0,,,
524,PT08M02.00S,2022-10-20T01:25:32.8Z,4,REGULAR,turnover,offensive foul,[],1630578,,,1610612745,91,88,2022-10-20T01:25:32Z,5220000,,,0,,A. Sengun offensive foul TURNOVER (5 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628168.0,,,,,5.0,,
525,PT07M39.00S,2022-10-20T01:26:11.6Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630168,7.966491458607096,43.13725490196079,1610612737,93,88,2022-10-20T01:26:20Z,5230000,34.0,22.0,1,left,O. Okongwu Hook (11 PTS) (D. Hunter 1 AST),"[1630168, 1629631]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,4.1,Made,11.0,,,,,,,D. Hunter,1629631.0,1.0,,,,,,,,
527,PT07M31.00S,2022-10-20T01:26:20.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630528,89.56964520367937,49.01960784313725,1610612745,93,90,2022-10-20T01:26:30Z,5250000,-5.0,46.0,1,right,J. Christopher driving Layup (4 PTS),[1630528],1610612745.0,HOU,driving,,,Christopher,J. Christopher,,,,,In The Paint (Non-RA),0-8 Center,4.58,Made,4.0,,,,,,,,,,,,,,,,,
528,PT07M18.00S,2022-10-20T01:26:32.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,14.799605781865965,44.85294117647059,1610612737,93,90,2022-10-20T01:26:39Z,5260000,26.0,87.0,1,left,MISS D. Murray 9' driving floating Shot,[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,9.03,Missed,,,,,,,,,,,,,,,,,,
529,PT07M15.00S,2022-10-20T01:26:35.9Z,4,REGULAR,rebound,defensive,[],1630578,,,1610612745,93,90,2022-10-20T01:26:39Z,5270000,,,0,,A. Sengun REBOUND (Off:4 Def:5),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,528.0,9.0,5.0,4.0,,,,,,,,,,,,,
530,PT07M01.00S,2022-10-20T01:26:50.5Z,4,REGULAR,turnover,bad pass,[],1630578,,,1610612745,93,90,2022-10-20T01:34:54Z,5280000,,,0,,A. Sengun bad pass TURNOVER (6 TO),"[1630578, 1627749]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,6.0,Murray,1627749.0
531,PT07M01.00S,2022-10-20T01:26:50.5Z,4,REGULAR,steal,,[],1627749,,,1610612737,93,90,2022-10-20T01:26:52Z,5290000,,,0,,D. Murray STEAL (4 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
532,PT06M57.00S,2022-10-20T01:26:54.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627749,5.732588699080158,50.49019607843137,1610612737,95,90,2022-10-20T01:27:02Z,5300000,-2.0,1.0,1,left,D. Murray running DUNK (15 PTS),[1627749],1610612737.0,ATL,running,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,0.29,Made,15.0,,,,,,,,,,,,,,,,,
533,PT06M28.00S,2022-10-20T01:27:22.2Z,4,REGULAR,3pt,Jump Shot,[],1631095,94.43166885676742,4.411764705882353,1610612745,95,90,2022-10-20T01:27:36Z,5310000,-228.0,0.0,1,right,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
534,PT06M27.00S,2022-10-20T01:27:23.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612745,95,90,2022-10-20T01:27:36Z,5320000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Left Corner 3,24+ Left,,,,533.0,,,,,,,,,,,,,,,,
535,PT06M27.00S,2022-10-20T01:27:33.7Z,4,REGULAR,foul,personal,[],1629631,,,1610612745,95,90,2022-10-20T01:27:41Z,5330000,,,0,,D. Hunter loose ball personal FOUL (3 PF),"[1629631, 1630528]",1610612737.0,ATL,loose ball,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2530.0,3.0,0.0,Christopher,1630528.0,,,
537,PT06M27.00S,2022-10-20T01:27:47.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,95,90,2022-10-20T01:27:47Z,5350000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT06M27.00S,2022-10-20T01:30:23.6Z,4,REGULAR,substitution,out,[],203200,,,1610612745,95,90,2022-10-20T01:30:38Z,5360000,,,0,,SUB out: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT06M27.00S,2022-10-20T01:30:23.6Z,4,REGULAR,substitution,out,[],201569,,,1610612745,95,90,2022-10-20T01:30:38Z,5370000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT06M27.00S,2022-10-20T01:30:23.6Z,4,REGULAR,substitution,out,[],1629726,,,1610612745,95,90,2022-10-20T01:30:38Z,5380000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT06M27.00S,2022-10-20T01:30:23.6Z,4,REGULAR,substitution,in,[],1629027,,,1610612745,95,90,2022-10-20T01:30:38Z,5390000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT06M27.00S,2022-10-20T01:30:23.6Z,4,REGULAR,substitution,in,[],1630224,,,1610612745,95,90,2022-10-20T01:30:38Z,5400000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT06M27.00S,2022-10-20T01:30:23.6Z,4,REGULAR,substitution,in,[],1629645,,,1610612745,95,90,2022-10-20T01:30:38Z,5410000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT06M24.00S,2022-10-20T01:30:45.3Z,4,REGULAR,turnover,lost ball,[],1629645,,,1610612745,95,90,2022-10-20T01:30:51Z,5420000,,,0,,K. Porter Jr. lost ball TURNOVER (4 TO),"[1629645, 1629631]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,4.0,Hunter,1629631.0
546,PT06M24.00S,2022-10-20T01:30:45.3Z,4,REGULAR,steal,,[],1629631,,,1610612737,95,90,2022-10-20T01:30:48Z,5430000,,,0,,D. Hunter STEAL (1 STL),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
547,PT06M21.00S,2022-10-20T01:30:49.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629631,5.601182654402102,50.0,1610612737,97,90,2022-10-20T01:30:58Z,5440000,0.0,0.0,1,left,D. Hunter running DUNK (15 PTS),[1629631],1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,0.02,Made,15.0,,,,,,,,,,,,,,,,,
548,PT06M04.00S,2022-10-20T01:31:05.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630528,84.83902759526939,40.931372549019606,1610612745,97,92,2022-10-20T01:31:11Z,5450000,-45.0,90.0,1,right,J. Christopher 10' driving floating Jump Shot (6 PTS) (K. Porter Jr. 5 AST),"[1630528, 1629645]",1610612745.0,HOU,driving floating,,,Christopher,J. Christopher,,,,,In The Paint (Non-RA),8-16 Center,10.08,Made,6.0,,,,,,,K. Porter Jr.,1629645.0,5.0,,,,,,,,
550,PT05M37.00S,2022-10-20T01:31:32.2Z,4,REGULAR,3pt,Jump Shot,[],1627749,28.597240473061763,19.362745098039216,1610612737,100,92,2022-10-20T01:31:39Z,5470000,153.0,216.0,1,left,D. Murray 26' 3PT pullup (18 PTS) (J. Collins 1 AST),"[1627749, 1628381]",1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,26.51,Made,18.0,,,,,,,J. Collins,1628381.0,1.0,,,,,,,,
552,PT05M25.00S,2022-10-20T01:31:44.2Z,4,REGULAR,turnover,lost ball,[],1630224,,,1610612745,100,92,2022-10-20T01:31:52Z,5490000,,,0,,J. Green lost ball TURNOVER (3 TO),"[1630224, 1627749]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,3.0,Murray,1627749.0
553,PT05M25.00S,2022-10-20T01:31:44.2Z,4,REGULAR,steal,,[],1627749,,,1610612737,100,92,2022-10-20T01:31:47Z,5500000,,,0,,D. Murray STEAL (5 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
554,PT05M22.00S,2022-10-20T01:31:48.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630168,9.149145860709593,43.872549019607845,1610612737,102,92,2022-10-20T01:31:58Z,5510000,31.0,34.0,1,left,O. Okongwu running Layup (13 PTS) (D. Murray 10 AST),"[1630168, 1627749]",1610612737.0,ATL,running,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,4.54,Made,13.0,,,,,,,D. Murray,1627749.0,10.0,,,,,,,,
556,PT05M22.00S,2022-10-20T01:31:58.0Z,4,REGULAR,foul,personal,['1freethrow'],1630578,,,1610612737,102,92,2022-10-20T01:35:06Z,5530000,,,0,,A. Sengun shooting personal FOUL (3 PF) (Okongwu 1 FT),"[1630578, 1630168]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2530.0,3.0,0.0,Okongwu,1630168.0,,,
558,PT05M22.00S,2022-10-20T01:32:08.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,102,92,2022-10-20T01:32:09Z,5550000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT05M22.00S,2022-10-20T01:34:34.9Z,4,REGULAR,substitution,out,[],1630528,,,1610612737,102,92,2022-10-20T01:34:55Z,5560000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT05M22.00S,2022-10-20T01:34:34.9Z,4,REGULAR,substitution,out,[],1630578,,,1610612737,102,92,2022-10-20T01:34:55Z,5570000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT05M22.00S,2022-10-20T01:34:34.9Z,4,REGULAR,substitution,in,[],1628981,,,1610612737,102,92,2022-10-20T01:34:55Z,5580000,,,0,,SUB in: B. Fernando,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT05M22.00S,2022-10-20T01:34:34.9Z,4,REGULAR,substitution,in,[],1630231,,,1610612737,102,92,2022-10-20T01:34:55Z,5590000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT05M22.00S,2022-10-20T01:35:07.6Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630168,,,1610612737,102,92,2022-10-20T01:35:07Z,5600000,,,0,,MISS O. Okongwu Free Throw 1 of 1,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
564,PT05M19.00S,2022-10-20T01:35:10.6Z,4,REGULAR,rebound,defensive,[],1628981,,,1610612745,102,92,2022-10-20T01:35:09Z,5610000,,,0,,B. Fernando REBOUND (Off:2 Def:6),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,563.0,8.0,6.0,2.0,,,,,,,,,,,,,
565,PT05M11.00S,2022-10-20T01:35:16.5Z,4,REGULAR,3pt,Jump Shot,[],1631095,72.09264126149803,19.11764705882353,1610612745,102,95,2022-10-20T01:35:22Z,5620000,-154.0,210.0,1,right,J. Smith Jr. 26' 3PT  (15 PTS) (K. Porter Jr. 6 AST),"[1631095, 1629645]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,26.05,Made,15.0,,,,,,,K. Porter Jr.,1629645.0,6.0,,,,,,,,
567,PT04M55.00S,2022-10-20T01:35:31.8Z,4,REGULAR,3pt,Jump Shot,[],1629027,31.488173455978973,32.1078431372549,1610612737,102,95,2022-10-20T01:35:37Z,5640000,89.0,243.0,1,left,MISS T. Young 25' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
568,PT04M52.00S,2022-10-20T01:35:34.8Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,102,95,2022-10-20T01:35:37Z,5650000,,,0,,J. Smith Jr. REBOUND (Off:1 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,567.0,5.0,4.0,1.0,,,,,,,,,,,,,
569,PT04M42.00S,2022-10-20T01:35:44.5Z,4,REGULAR,3pt,Jump Shot,[],1631095,73.66951379763469,83.57843137254902,1610612745,102,95,2022-10-20T01:35:51Z,5660000,168.0,195.0,1,right,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,25.73,Missed,,,,,,,,,,,,,,,,,,
570,PT04M37.00S,2022-10-20T01:35:49.5Z,4,REGULAR,rebound,defensive,[],1629027,,,1610612737,102,95,2022-10-20T01:35:51Z,5670000,,,0,,T. Young REBOUND (Off:0 Def:3),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,569.0,3.0,3.0,0.0,,,,,,,,,,,,,
571,PT04M30.00S,2022-10-20T01:36:02.1Z,4,REGULAR,violation,kicked ball,[],1631095,,,1610612737,102,95,2022-10-20T01:36:10Z,5680000,,,0,,J. Smith Jr. kicked ball VIOLATION,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,2530.0,,,,,,,
572,PT04M30.00S,2022-10-20T01:36:04.6Z,4,REGULAR,substitution,out,[],1630168,,,1610612737,102,95,2022-10-20T01:36:07Z,5690000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M30.00S,2022-10-20T01:36:04.6Z,4,REGULAR,substitution,in,[],203991,,,1610612737,102,95,2022-10-20T01:36:07Z,5700000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT04M28.00S,2022-10-20T01:36:18.6Z,4,REGULAR,2pt,Jump Shot,[],1628381,6.258212877792378,70.09803921568627,1610612737,104,95,2022-10-20T01:36:25Z,5710000,-100.0,6.0,1,left,J. Collins 10' turnaround fadeaway Jump Shot (24 PTS) (T. Young 12 AST),"[1628381, 1629027]",1610612737.0,ATL,turnaround fadeaway,,,Collins,J. Collins,,,,,Mid-Range,8-16 Left,10.07,Made,24.0,,,,,,,T. Young,1629027.0,12.0,,,,,,,,
576,PT04M08.00S,2022-10-20T01:36:37.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.46057818659659,47.794117647058826,1610612745,104,95,2022-10-20T01:36:46Z,5730000,-11.0,18.0,1,right,MISS J. Green driving reverse Layup - blocked,"[1630224, 203991]",1610612745.0,HOU,driving reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,Capela,203991.0,,,,,,,,,,,
577,PT04M08.00S,2022-10-20T01:36:37.4Z,4,REGULAR,block,,[],203991,,,1610612745,104,95,2022-10-20T01:36:40Z,5740000,,,0,,C. Capela BLOCK (2 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
578,PT04M04.00S,2022-10-20T01:36:41.4Z,4,REGULAR,rebound,offensive,[],1628981,,,1610612745,104,95,2022-10-20T01:36:46Z,5750000,,,0,,B. Fernando REBOUND (Off:3 Def:6),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,Restricted Area,0-8 Center,,,,576.0,9.0,6.0,3.0,,,,,,,,,,,,,
579,PT04M04.00S,2022-10-20T01:36:43.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629645,69.46452036793693,23.284313725490197,1610612745,104,98,2022-10-20T01:36:51Z,5760000,-134.0,235.0,1,right,K. Porter Jr. 26' 3PT  (18 PTS) (B. Fernando 6 AST),"[1629645, 1628981]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.99,Made,18.0,,,,,,,B. Fernando,1628981.0,6.0,,,,,,,,
581,PT03M47.00S,2022-10-20T01:36:58.8Z,4,REGULAR,2pt,Jump Shot,[],1629631,27.808804204993432,52.20588235294118,1610612737,106,98,2022-10-20T01:37:04Z,5780000,-11.0,209.0,1,left,D. Hunter 20' pullup Jump Shot (17 PTS) (D. Murray 11 AST),"[1629631, 1627749]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Center,20.92,Made,17.0,,,,,,,D. Murray,1627749.0,11.0,,,,,,,,
582,PT03M30.00S,2022-10-20T01:37:15.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,87.46714848883047,50.0,1610612745,106,100,2022-10-20T01:37:21Z,5790000,0.0,65.0,1,right,J. Green 6' driving floating Jump Shot (16 PTS) (K. Porter Jr. 7 AST),"[1630224, 1629645]",1610612745.0,HOU,driving floating,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,6.53,Made,16.0,,,,,,,K. Porter Jr.,1629645.0,7.0,,,,,,,,
584,PT03M30.00S,2022-10-20T01:37:20.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,106,100,2022-10-20T01:37:20Z,5810000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT03M16.00S,2022-10-20T01:39:05.3Z,4,REGULAR,3pt,Jump Shot,[],1629631,9.543363994743759,3.6764705882352944,1610612737,109,100,2022-10-20T01:39:12Z,5820000,232.0,37.0,1,left,D. Hunter 3PT  (20 PTS) (T. Young 13 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,23.46,Made,20.0,,,,,,,T. Young,1629027.0,13.0,,,,,,,,
587,PT03M01.00S,2022-10-20T01:39:21.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,92.85479632063075,49.01960784313725,1610612745,109,100,2022-10-20T01:39:27Z,5840000,-5.0,15.0,1,right,MISS K. Porter Jr. driving Layup,[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,1.55,Missed,,,,,,,,,,,,,,,,,,
588,PT02M57.00S,2022-10-20T01:39:24.1Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,109,100,2022-10-20T01:39:24Z,5850000,,,0,,C. Capela REBOUND (Off:2 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,587.0,8.0,6.0,2.0,,,,,,,,,,,,,
589,PT02M53.00S,2022-10-20T01:39:28.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629027,6.258212877792378,45.09803921568628,1610612737,109,100,2022-10-20T01:39:35Z,5860000,25.0,6.0,1,left,MISS T. Young running Layup,[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.53,Missed,,,,,,,,,,,,,,,,,,
590,PT02M49.00S,2022-10-20T01:39:32.2Z,4,REGULAR,rebound,offensive,[],1629631,,,1610612737,109,100,2022-10-20T01:39:35Z,5870000,,,0,,D. Hunter REBOUND (Off:1 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,589.0,3.0,2.0,1.0,,,,,,,,,,,,,
591,PT02M49.00S,2022-10-20T01:39:32.3Z,4,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1629631,5.590000152587891,50.0,1610612737,111,100,2022-10-20T01:39:37Z,5880000,0.0,0.0,1,left,D. Hunter tip Layup (22 PTS),[1629631],1610612737.0,ATL,tip,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,0.0,Made,22.0,,,,,,,,,,,,,,,,,
592,PT02M37.00S,2022-10-20T01:39:44.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,88.64980289093299,48.28431372549019,1610612745,111,100,2022-10-20T01:39:50Z,5890000,-9.0,54.0,1,right,MISS J. Green driving floating Shot,[1630224],1610612745.0,HOU,driving floating,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,5.49,Missed,,,,,,,,,,,,,,,,,,
