actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
265,PT08M15.00S,2023-02-16T01:56:59.3Z,2,REGULAR,substitution,out,[],1631106,,,1610612745,50,27,2023-02-16T01:57:41Z,2650000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,,,,,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,
266,PT08M15.00S,2023-02-16T01:56:59.3Z,2,REGULAR,substitution,in,[],1626163,,,1610612745,50,27,2023-02-16T01:57:41Z,2660000,False,,,0,,SUB in: F. Kaminsky,[1626163],1610612745.0,HOU,,,,,,,,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,
267,PT08M15.00S,2023-02-16T01:56:59.3Z,2,REGULAR,substitution,in,[],1630231,,,1610612745,50,27,2023-02-16T01:57:41Z,2670000,False,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,
268,PT08M03.00S,2023-02-16T01:58:06.7Z,2,REGULAR,3pt,Jump Shot,[],1631102,73.40670170827858,79.90196078431373,1610612745,50,30,2023-02-16T01:58:11Z,2680000,False,150.0,197.0,1,right,T. Washington Jr. 24' 3PT  (6 PTS) (F. Kaminsky 1 AST),"[1631102, 1626163]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,24.77,Made,Washington Jr.,T. Washington Jr.,,,,,6.0,,,,,,,,F. Kaminsky,1626163.0,1.0,,,
271,PT07M40.00S,2023-02-16T01:58:30.1Z,2,REGULAR,3pt,Jump Shot,[],1630322,9.280551905387648,96.56862745098039,1610612760,53,30,2023-02-16T01:59:44Z,2700000,False,-233.0,35.0,1,left,L. Waters III 3PT pullup (3 PTS) (J. Williams 1 AST),"[1630322, 1631114]",1610612760.0,OKC,pullup,,,,,,Left Corner 3,24+ Left,23.54,Made,Waters III,L. Waters III,,,,,3.0,,,,,,,,J. Williams,1631114.0,1.0,,,
273,PT07M25.00S,2023-02-16T01:58:43.9Z,2,REGULAR,2pt,Jump Shot,[],1626163,92.46057818659659,81.61764705882352,1610612745,53,32,2023-02-16T01:58:50Z,2720000,False,158.0,18.0,1,right,F. Kaminsky 15' Jump Shot (2 PTS) (J. Smith Jr. 2 AST),"[1626163, 1631095]",1610612745.0,HOU,,,,,,,Mid-Range,8-16 Right,15.92,Made,Kaminsky,F. Kaminsky,,,,,2.0,,,,,,,,J. Smith Jr.,1631095.0,2.0,,,
275,PT07M09.00S,2023-02-16T01:59:00.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,4.944152431011826,51.470588235294116,1610612760,55,32,2023-02-16T01:59:03Z,2740000,False,-7.0,-6.0,1,left,K. Williams Layup (4 PTS) (J. Giddey 4 AST),"[1629026, 1630581]",1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,0.95,Made,Williams,K. Williams,,,,,4.0,,,,,,,,J. Giddey,1630581.0,4.0,,,
277,PT06M53.00S,2023-02-16T01:59:18.6Z,2,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612745,55,32,2023-02-16T01:59:29Z,2760000,False,,,0,,J. Williams shooting personal FOUL (3 PF) (Smith Jr. 2 FT),"[1631114, 1631095]",1610612760.0,OKC,shooting,,,,,,Restricted Area,0-8 Center,,,Williams,J. Williams,,,,,,,,1627962.0,3.0,0.0,Smith Jr.,1631095.0,,,,,,
279,PT06M53.00S,2023-02-16T01:59:49.9Z,2,REGULAR,freethrow,1 of 2,[],1631095,,,1610612745,55,33,2023-02-16T01:59:49Z,2780000,False,,,0,,J. Smith Jr. Free Throw 1 of 2 (8 PTS),[1631095],1610612745.0,HOU,,,,,,,,,,Made,Smith Jr.,J. Smith Jr.,,,,,8.0,,,,,,,,,,,,,
280,PT06M53.00S,2023-02-16T01:59:52.3Z,2,REGULAR,substitution,out,[],1630528,,,1610612745,55,33,2023-02-16T01:59:54Z,2790000,False,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,,,,,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,
281,PT06M53.00S,2023-02-16T01:59:52.3Z,2,REGULAR,substitution,in,[],1630224,,,1610612745,55,33,2023-02-16T01:59:54Z,2800000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
282,PT06M53.00S,2023-02-16T01:59:57.7Z,2,REGULAR,substitution,out,[],1631114,,,1610612745,55,33,2023-02-16T02:00:01Z,2810000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
283,PT06M53.00S,2023-02-16T01:59:57.7Z,2,REGULAR,substitution,in,[],1629652,,,1610612745,55,33,2023-02-16T02:00:01Z,2820000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,,,,,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,
284,PT06M53.00S,2023-02-16T02:00:20.1Z,2,REGULAR,freethrow,2 of 2,[],1631095,,,1610612745,55,34,2023-02-16T02:00:20Z,2830000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (9 PTS),[1631095],1610612745.0,HOU,,,,,,,,,,Made,Smith Jr.,J. Smith Jr.,,,,,9.0,,,,,,,,,,,,,
285,PT06M30.00S,2023-02-16T02:00:43.2Z,2,REGULAR,3pt,Jump Shot,[],1630322,25.443495400788436,16.42156862745098,1610612760,55,34,2023-02-16T02:00:47Z,2840000,False,168.0,187.0,1,left,MISS L. Waters III 25' 3PT,[1630322],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,25.11,Missed,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,
286,PT06M27.00S,2023-02-16T02:00:46.2Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,55,34,2023-02-16T02:00:47Z,2850000,False,,,0,,K. Martin Jr. REBOUND (Off:1 Def:2),[1630231],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,Martin Jr.,K. Martin Jr.,285.0,3.0,2.0,1.0,,,,,,,,,,,,,,
287,PT06M20.00S,2023-02-16T02:00:53.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,92.59198423127464,47.05882352941176,1610612745,55,34,2023-02-16T02:00:58Z,2860000,False,-15.0,17.0,1,right,MISS K. Martin Jr. driving Layup - blocked,"[1630231, 1629026]",1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,2.25,Missed,Martin Jr.,K. Martin Jr.,,,,,,Williams,1629026.0,,,,,,,,,,,
288,PT06M20.00S,2023-02-16T02:00:53.2Z,2,REGULAR,block,,[],1629026,,,1610612745,55,34,2023-02-16T02:00:55Z,2870000,False,,,0,,K. Williams BLOCK (1 BLK),[1629026],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,
289,PT06M18.00S,2023-02-16T02:00:55.2Z,2,REGULAR,rebound,defensive,[],1630322,,,1610612760,55,34,2023-02-16T02:00:58Z,2880000,False,,,0,,L. Waters III REBOUND (Off:0 Def:1),[1630322],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Waters III,L. Waters III,287.0,1.0,1.0,0.0,,,,,,,,,,,,,,
290,PT06M08.00S,2023-02-16T02:01:05.9Z,2,REGULAR,3pt,Jump Shot,[],1629652,30.962549277266753,65.93137254901961,1610612760,55,34,2023-02-16T02:01:10Z,2890000,False,-80.0,239.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,25.15,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,
291,PT06M04.00S,2023-02-16T02:01:09.9Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,55,34,2023-02-16T02:01:10Z,2900000,False,,,0,,K. Williams REBOUND (Off:1 Def:2),[1629026],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,Williams,K. Williams,290.0,3.0,2.0,1.0,,,,,,,,,,,,,,
292,PT05M59.00S,2023-02-16T02:01:13.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630322,20.581471747700395,8.088235294117647,1610612760,58,34,2023-02-16T02:01:17Z,2910000,False,210.0,141.0,1,left,L. Waters III 25' 3PT  (6 PTS) (J. Giddey 5 AST),"[1630322, 1630581]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,25.26,Made,Waters III,L. Waters III,,,,,6.0,,,,,,,,J. Giddey,1630581.0,5.0,,,
294,PT05M41.00S,2023-02-16T02:01:31.7Z,2,REGULAR,2pt,Jump Shot,[],1631095,92.9862023653088,87.5,1610612745,58,34,2023-02-16T02:01:36Z,2930000,False,188.0,13.0,1,right,MISS J. Smith Jr. 18' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,,,,Mid-Range,16-24 Right,18.8,Missed,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
295,PT05M39.00S,2023-02-16T02:01:33.7Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,58,34,2023-02-16T02:01:36Z,2940000,False,,,0,,K. Williams REBOUND (Off:1 Def:3),[1629026],1610612760.0,OKC,,,,,,,Mid-Range,16-24 Right,,,Williams,K. Williams,294.0,4.0,3.0,1.0,,,,,,,,,,,,,,
296,PT05M35.00S,2023-02-16T02:01:38.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630581,4.681340341655716,49.01960784313725,1610612760,58,34,2023-02-16T02:03:56Z,2950000,False,5.0,-8.0,1,left,MISS J. Giddey running Layup,[1630581],1610612760.0,OKC,running,,,,,,Restricted Area,0-8 Center,0.98,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
297,PT05M32.00S,2023-02-16T02:01:41.3Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,58,34,2023-02-16T02:01:45Z,2960000,False,,,0,,K. Williams REBOUND (Off:2 Def:3),[1629026],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Williams,K. Williams,296.0,5.0,3.0,2.0,,,,,,,,,,,,,,
298,PT05M32.00S,2023-02-16T02:01:41.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629026,5.590000152587891,50.0,1610612760,60,34,2023-02-16T02:01:41Z,2970000,False,0.0,0.0,1,left,K. Williams tip Layup (6 PTS),[1629026],1610612760.0,OKC,tip,,,,,,Mid-Range,8-16 Left,0.0,Made,Williams,K. Williams,,,,,6.0,,,,,,,,,,,,,
299,PT05M16.00S,2023-02-16T02:01:57.1Z,2,REGULAR,3pt,Jump Shot,[],1630231,73.40670170827858,12.254901960784313,1610612745,60,34,2023-02-16T02:02:01Z,2980000,False,-189.0,197.0,1,right,MISS K. Martin Jr. 27' 3PT,[1630231],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,27.32,Missed,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,
300,PT05M12.00S,2023-02-16T02:02:01.1Z,2,REGULAR,rebound,defensive,[],1630322,,,1610612760,60,34,2023-02-16T02:02:01Z,2990000,False,,,0,,L. Waters III REBOUND (Off:0 Def:2),[1630322],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,Waters III,L. Waters III,299.0,2.0,2.0,0.0,,,,,,,,,,,,,,
301,PT05M05.00S,2023-02-16T02:02:07.3Z,2,REGULAR,3pt,Jump Shot,[],1629026,32.53942181340342,50.0,1610612760,60,34,2023-02-16T02:02:12Z,3000000,False,0.0,253.0,1,left,MISS K. Williams 25' 3PT,[1629026],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,25.34,Missed,Williams,K. Williams,,,,,,,,,,,,,,,,,,
302,PT05M03.00S,2023-02-16T02:02:09.3Z,2,REGULAR,rebound,offensive,[],1630526,,,1610612760,60,34,2023-02-16T02:02:12Z,3010000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:0),[1630526],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,,,Robinson-Earl,J. Robinson-Earl,301.0,1.0,0.0,1.0,,,,,,,,,,,,,,
303,PT05M03.00S,2023-02-16T02:02:11.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630526,5.590000152587891,50.0,1610612760,62,34,2023-02-16T02:02:11Z,3020000,False,0.0,0.0,1,left,J. Robinson-Earl tip Layup (7 PTS),[1630526],1610612760.0,OKC,tip,,,,,,Mid-Range,8-16 Left,0.0,Made,Robinson-Earl,J. Robinson-Earl,,,,,7.0,,,,,,,,,,,,,
304,PT05M03.00S,2023-02-16T02:02:13.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,62,34,2023-02-16T02:02:13Z,3030000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT05M03.00S,2023-02-16T02:04:29.8Z,2,REGULAR,substitution,out,[],1630581,,,1610612745,62,34,2023-02-16T02:04:42Z,3040000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
306,PT05M03.00S,2023-02-16T02:04:29.8Z,2,REGULAR,substitution,out,[],1629026,,,1610612745,62,34,2023-02-16T02:04:42Z,3050000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,,,,,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,
307,PT05M03.00S,2023-02-16T02:04:29.8Z,2,REGULAR,substitution,out,[],1630526,,,1610612745,62,34,2023-02-16T02:04:42Z,3060000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,,,,,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,
308,PT05M03.00S,2023-02-16T02:04:29.8Z,2,REGULAR,substitution,out,[],1626163,,,1610612745,62,34,2023-02-16T02:04:42Z,3070000,False,,,0,,SUB out: F. Kaminsky,[1626163],1610612745.0,HOU,,,,,,,,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,
309,PT05M03.00S,2023-02-16T02:04:29.8Z,2,REGULAR,substitution,out,[],1631102,,,1610612745,62,34,2023-02-16T02:04:42Z,3080000,False,,,0,,SUB out: T. Washington Jr.,[1631102],1610612745.0,HOU,,,,,,,,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,
310,PT05M03.00S,2023-02-16T02:04:29.8Z,2,REGULAR,substitution,out,[],1631095,,,1610612745,62,34,2023-02-16T02:04:42Z,3090000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
311,PT05M03.00S,2023-02-16T02:04:29.8Z,2,REGULAR,substitution,in,[],1628983,,,1610612745,62,34,2023-02-16T02:04:42Z,3100000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,,,,,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,
312,PT05M03.00S,2023-02-16T02:04:29.8Z,2,REGULAR,substitution,in,[],1631119,,,1610612745,62,34,2023-02-16T02:04:42Z,3110000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
313,PT05M03.00S,2023-02-16T02:04:29.8Z,2,REGULAR,substitution,in,[],1630598,,,1610612745,62,34,2023-02-16T02:04:42Z,3120000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
314,PT05M03.00S,2023-02-16T02:04:29.8Z,2,REGULAR,substitution,in,[],1631106,,,1610612745,62,34,2023-02-16T02:04:42Z,3130000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,,,,,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,
315,PT05M03.00S,2023-02-16T02:04:29.8Z,2,REGULAR,substitution,in,[],1630578,,,1610612745,62,34,2023-02-16T02:04:42Z,3140000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
316,PT05M03.00S,2023-02-16T02:04:29.8Z,2,REGULAR,substitution,in,[],1630256,,,1610612745,62,34,2023-02-16T02:04:42Z,3150000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
317,PT04M43.00S,2023-02-16T02:05:29.4Z,2,REGULAR,3pt,Jump Shot,[],1630256,77.61169513797634,89.95098039215686,1610612745,62,37,2023-02-16T02:05:34Z,3160000,False,200.0,158.0,1,right,J. Tate 25' 3PT  (10 PTS) (J. Green 1 AST),"[1630256, 1630224]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,25.47,Made,Tate,J. Tate,,,,,10.0,,,,,,,,J. Green,1630224.0,1.0,,,
319,PT04M26.00S,2023-02-16T02:05:46.6Z,2,REGULAR,foul,personal,['2freethrow'],1631106,,,1610612760,62,37,2023-02-16T02:05:56Z,3180000,False,,,0,,T. Eason shooting personal FOUL (2 PF) (Wiggins 2 FT),"[1631106, 1630598]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,,,Eason,T. Eason,,,,,,,,203591.0,2.0,0.0,Wiggins,1630598.0,,,,,,
321,PT04M26.00S,2023-02-16T02:06:15.1Z,2,REGULAR,freethrow,1 of 2,[],1630598,,,1610612760,63,37,2023-02-16T02:06:15Z,3200000,False,,,0,,A. Wiggins Free Throw 1 of 2 (1 PTS),[1630598],1610612760.0,OKC,,,,,,,,,,Made,Wiggins,A. Wiggins,,,,,1.0,,,,,,,,,,,,,
322,PT04M26.00S,2023-02-16T02:06:30.3Z,2,REGULAR,freethrow,2 of 2,[],1630598,,,1610612760,64,37,2023-02-16T02:06:30Z,3210000,False,,,0,,A. Wiggins Free Throw 2 of 2 (2 PTS),[1630598],1610612760.0,OKC,,,,,,,,,,Made,Wiggins,A. Wiggins,,,,,2.0,,,,,,,,,,,,,
323,PT04M17.00S,2023-02-16T02:06:45.6Z,2,REGULAR,foul,offensive,[],1630578,,,1610612745,64,37,2023-02-16T02:06:50Z,3220000,False,,,0,,A. Sengun charge offensive FOUL (3 PF),"[1630578, 1631119]",1610612745.0,HOU,charge,,,,,,In The Paint (Non-RA),0-8 Center,,,Sengun,A. Sengun,,,,,,,,203591.0,3.0,1.0,Williams,1631119.0,,,,,,
325,PT04M17.00S,2023-02-16T02:06:45.6Z,2,REGULAR,turnover,offensive foul,[],1630578,,,1610612745,64,37,2023-02-16T02:06:45Z,3240000,False,,,0,,A. Sengun offensive foul TURNOVER (2 TO),[1630578],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Sengun,A. Sengun,,,,,,,,203591.0,,,,,,,,2.0,,
326,PT04M05.00S,2023-02-16T02:07:11.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630598,5.469776609724048,48.03921568627451,1610612760,66,37,2023-02-16T02:07:14Z,3250000,False,10.0,-1.0,1,left,A. Wiggins DUNK (4 PTS) (S. Gilgeous-Alexander 2 AST),"[1630598, 1628983]",1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,0.99,Made,Wiggins,A. Wiggins,,,,,4.0,,,,,,,,S. Gilgeous-Alexander,1628983.0,2.0,,,
328,PT03M46.00S,2023-02-16T02:07:29.9Z,2,REGULAR,turnover,bad pass,[],1630256,,,1610612745,66,37,2023-02-16T02:07:33Z,3270000,False,,,0,,J. Tate bad pass TURNOVER (2 TO),"[1630256, 1631119]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Tate,J. Tate,,,,,,,,,,,,,,,,2.0,Williams,1631119.0
329,PT03M46.00S,2023-02-16T02:07:29.9Z,2,REGULAR,steal,,[],1631119,,,1610612760,66,37,2023-02-16T02:07:31Z,3280000,False,,,0,,J. Williams STEAL (1 STL),[1631119],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
330,PT03M37.00S,2023-02-16T02:07:38.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628983,17.95335085413929,54.166666666666664,1610612760,68,37,2023-02-16T02:07:42Z,3290000,False,-21.0,116.0,1,left,S. Gilgeous-Alexander 11' pullup Jump Shot (12 PTS),[1628983],1610612760.0,OKC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,11.81,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,12.0,,,,,,,,,,,,,
331,PT03M28.00S,2023-02-16T02:07:47.7Z,2,REGULAR,3pt,Jump Shot,[],1630224,69.85873850197109,13.725490196078432,1610612745,68,40,2023-02-16T02:09:11Z,3300000,False,-181.0,231.0,1,right,J. Green 29' 3PT pullup (6 PTS),[1630224],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Left Center,29.36,Made,Green,J. Green,,,,,6.0,,,,,,,,,,,,,
332,PT03M17.00S,2023-02-16T02:08:00.0Z,2,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612760,68,40,2023-02-16T02:08:09Z,3310000,False,,,0,,J. Tate shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[1630256, 1628983]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,,,Tate,J. Tate,,,,,,,,202056.0,2.0,1.0,Gilgeous-Alexander,1628983.0,,,,,,
334,PT03M17.00S,2023-02-16T02:08:28.8Z,2,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,69,40,2023-02-16T02:08:28Z,3330000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (13 PTS),[1628983],1610612760.0,OKC,,,,,,,,,,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,13.0,,,,,,,,,,,,,
335,PT03M17.00S,2023-02-16T02:08:29.4Z,2,REGULAR,substitution,out,[],1631106,,,1610612760,69,40,2023-02-16T02:08:33Z,3340000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,,,,,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,
336,PT03M17.00S,2023-02-16T02:08:29.4Z,2,REGULAR,substitution,in,[],1631095,,,1610612760,69,40,2023-02-16T02:08:33Z,3350000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
337,PT03M17.00S,2023-02-16T02:08:46.3Z,2,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,70,40,2023-02-16T02:08:46Z,3360000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (14 PTS),[1628983],1610612760.0,OKC,,,,,,,,,,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,14.0,,,,,,,,,,,,,
338,PT03M00.00S,2023-02-16T02:09:04.9Z,2,REGULAR,2pt,Jump Shot,[],1630224,78.53153745072274,38.72549019607843,1610612745,70,40,2023-02-16T02:10:15Z,3370000,False,-56.0,149.0,1,right,MISS J. Green 15' step back Shot,[1630224],1610612745.0,HOU,step back,,,,,,Mid-Range,8-16 Center,15.96,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,
339,PT02M55.00S,2023-02-16T02:09:09.9Z,2,REGULAR,rebound,offensive,[],1630231,,,1610612745,70,40,2023-02-16T02:09:10Z,3380000,False,,,0,,K. Martin Jr. REBOUND (Off:2 Def:2),[1630231],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Center,,,Martin Jr.,K. Martin Jr.,338.0,4.0,2.0,2.0,,,,,,,,,,,,,,
340,PT02M53.00S,2023-02-16T02:09:14.7Z,2,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612745,70,40,2023-02-16T02:09:20Z,3390000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (2 PF) (Green 2 FT),"[1628983, 1630224]",1610612760.0,OKC,shooting,,,,,,Mid-Range,8-16 Right,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,202056.0,2.0,1.0,Green,1630224.0,,,,,,
342,PT02M53.00S,2023-02-16T02:09:34.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630224,,,1610612745,70,41,2023-02-16T02:09:34Z,3410000,False,,,0,,J. Green Free Throw 1 of 2 (7 PTS),[1630224],1610612745.0,HOU,,,,,,,,,,Made,Green,J. Green,,,,,7.0,,,,,,,,,,,,,
343,PT02M53.00S,2023-02-16T02:09:34.7Z,2,REGULAR,substitution,out,[],1630322,,,1610612745,70,41,2023-02-16T02:09:38Z,3420000,False,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,,,,,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,
344,PT02M53.00S,2023-02-16T02:09:34.7Z,2,REGULAR,substitution,in,[],1630581,,,1610612745,70,41,2023-02-16T02:09:38Z,3430000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
345,PT02M53.00S,2023-02-16T02:09:55.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630224,,,1610612745,70,42,2023-02-16T02:09:55Z,3440000,False,,,0,,J. Green Free Throw 2 of 2 (8 PTS),[1630224],1610612745.0,HOU,,,,,,,,,,Made,Green,J. Green,,,,,8.0,,,,,,,,,,,,,
346,PT02M31.00S,2023-02-16T02:10:18.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631119,6.258212877792378,41.911764705882355,1610612760,70,42,2023-02-16T02:10:22Z,3450000,False,40.0,6.0,1,left,MISS J. Williams Layup - blocked,"[1631119, 1631095]",1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,4.09,Missed,Williams,J. Williams,,,,,,Smith Jr.,1631095.0,,,,,,,,,,,
347,PT02M31.00S,2023-02-16T02:10:18.4Z,2,REGULAR,block,,[],1631095,,,1610612760,70,42,2023-02-16T02:10:21Z,3460000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
348,PT02M27.00S,2023-02-16T02:10:22.4Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,70,42,2023-02-16T02:10:22Z,3470000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:5),[1631095],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,Smith Jr.,J. Smith Jr.,346.0,5.0,5.0,0.0,,,,,,,,,,,,,,
