actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
347,PT10M22.00S,2022-10-28T01:21:29.5Z,3,REGULAR,turnover,offensive foul,[],1626181,,,1610612746,58,60,2022-10-28T01:21:29Z,3410000,,,0,,N. Powell offensive foul TURNOVER (2 TO),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,16-24 Left Center,,,,101283.0,,,,,,,,2.0,,,,,,,,
348,PT10M03.00S,2022-10-28T01:22:02.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629652,12.434296977660972,46.32352941176471,1610612760,60,60,2022-10-28T01:33:05Z,3420000,18.0,64.0,1,left,L. Dort 6' driving floating Jump Shot (15 PTS) (A. Wiggins 2 AST),"[1629652, 1630598]",1610612760.0,OKC,driving floating,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,6.7,Made,15.0,,,,,,A. Wiggins,1630598.0,2.0,,,,,,,,,
349,PT09M47.00S,2022-10-28T01:22:18.4Z,3,REGULAR,turnover,bad pass,[],201587,,,1610612746,60,60,2022-10-28T01:22:22Z,3430000,,,0,,N. Batum bad pass TURNOVER (3 TO),"[201587, 1629026]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,3.0,Williams,1629026.0,,,,,,
350,PT09M47.00S,2022-10-28T01:22:18.4Z,3,REGULAR,steal,,[],1629026,,,1610612760,60,60,2022-10-28T01:22:20Z,3440000,,,0,,K. Williams STEAL (2 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
351,PT09M39.00S,2022-10-28T01:22:26.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630526,5.206964520367937,95.34313725490196,1610612760,60,60,2022-10-28T01:22:30Z,3450000,-227.0,-4.0,1,left,MISS J. Robinson-Earl 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
352,PT09M36.00S,2022-10-28T01:22:29.0Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,60,60,2022-10-28T01:22:30Z,3460000,,,0,,I. Zubac REBOUND (Off:0 Def:10),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,351.0,10.0,10.0,0.0,,
353,PT09M27.00S,2022-10-28T01:22:38.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,93.11760840998686,54.65686274509803,1610612746,60,62,2022-10-28T01:22:48Z,3470000,23.0,12.0,1,right,N. Powell driving Layup (9 PTS) (P. George 2 AST),"[1626181, 202331]",1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.63,Made,9.0,,,,,,P. George,202331.0,2.0,,,,,,,,,
356,PT09M11.00S,2022-10-28T01:22:54.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,11.514454664914586,44.6078431372549,1610612760,62,62,2022-10-28T01:23:00Z,3490000,27.0,56.0,1,left,T. Mann 6' driving floating Jump Shot (8 PTS),[1630544],1610612760.0,OKC,driving floating,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,6.19,Made,8.0,,,,,,,,,,,,,,,,,
357,PT08M50.00S,2022-10-28T01:23:15.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,92.59198423127464,44.36274509803921,1610612746,62,64,2022-10-28T01:23:20Z,3500000,-28.0,17.0,1,right,I. Zubac cutting DUNK (7 PTS) (R. Jackson 4 AST),"[1627826, 202704]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,3.3,Made,7.0,,,,,,R. Jackson,202704.0,4.0,,,,,,,,,
359,PT08M34.00S,2022-10-28T01:23:31.1Z,3,REGULAR,3pt,Jump Shot,[],1629652,27.677398160315374,18.38235294117647,1610612760,62,64,2022-10-28T01:23:37Z,3520000,158.0,208.0,1,left,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,26.1,Missed,,,,,,,,,,,,,,,,,,
360,PT08M30.00S,2022-10-28T01:23:35.1Z,3,REGULAR,rebound,defensive,[],202704,,,1610612746,62,64,2022-10-28T01:23:37Z,3530000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,359.0,1.0,1.0,0.0,,
385,PT08M27.00S,2022-10-28T01:23:43.8Z,3,REGULAR,violation,kicked ball,[],1629652,,,1610612746,62,64,2022-10-28T01:35:51Z,3540000,,,0,,L. Dort kicked ball VIOLATION,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,101283.0,,,,,,,,,,,,,,,,
362,PT08M22.00S,2022-10-28T01:23:56.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,82.07950065703022,54.41176470588235,1610612746,62,66,2022-10-28T01:24:03Z,3550000,22.0,116.0,1,right,R. Jackson 11' driving floating Jump Shot (14 PTS),[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,11.81,Made,14.0,,,,,,,,,,,,,,,,,
363,PT08M06.00S,2022-10-28T01:24:12.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,18.347568988173457,55.14705882352941,1610612760,64,66,2022-10-28T01:24:19Z,3560000,-26.0,120.0,1,left,L. Dort 12' pullup Jump Shot (17 PTS),[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,12.27,Made,17.0,,,,,,,,,,,,,,,,,
364,PT07M55.00S,2022-10-28T01:24:26.3Z,3,REGULAR,foul,personal,[],1630544,,,1610612746,64,66,2022-10-28T01:24:37Z,3570000,,,0,,T. Mann personal FOUL (2 PF),"[1630544, 202704]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,1162.0,2.0,0.0,Jackson,202704.0,,,,,,,,,,,,
366,PT07M55.00S,2022-10-28T01:24:38.8Z,3,REGULAR,substitution,out,[],1630526,,,1610612746,64,66,2022-10-28T01:24:45Z,3590000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT07M55.00S,2022-10-28T01:24:38.8Z,3,REGULAR,substitution,in,[],203488,,,1610612746,64,66,2022-10-28T01:24:45Z,3600000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT07M51.00S,2022-10-28T01:24:56.9Z,3,REGULAR,foul,personal,[],1629026,,,1610612746,64,66,2022-10-28T01:25:08Z,3610000,,,0,,K. Williams personal FOUL (1 PF),"[1629026, 202704]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,,,,101283.0,1.0,0.0,Jackson,202704.0,,,,,,,,,,,,
370,PT07M51.00S,2022-10-28T01:25:21.9Z,3,REGULAR,turnover,out-of-bounds,[],202331,,,1610612746,64,66,2022-10-28T01:43:33Z,3630000,,,0,,P. George bad pass out-of-bounds TURNOVER (3 TO),[202331],1610612746.0,LAC,bad pass,,,George,P. George,,,,,Left Corner 3,24+ Left,,,,1162.0,,,,,,,,3.0,,,,,,,,
371,PT07M38.00S,2022-10-28T01:25:56.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630544,3.7614980289093296,96.32352941176471,1610612760,67,66,2022-10-28T01:26:06Z,3640000,-232.0,-17.0,1,left,T. Mann 3PT step back (11 PTS) (K. Williams 3 AST),"[1630544, 1629026]",1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,23.22,Made,11.0,,,,,,K. Williams,1629026.0,3.0,,,,,,,,,
373,PT07M20.00S,2022-10-28T01:26:13.9Z,3,REGULAR,3pt,Jump Shot,[],1626181,94.56307490144546,4.411764705882353,1610612746,67,66,2022-10-28T01:26:21Z,3660000,-228.0,-1.0,1,right,MISS N. Powell 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
374,PT07M14.00S,2022-10-28T01:26:19.9Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,67,66,2022-10-28T01:26:21Z,3670000,,,0,,I. Zubac REBOUND (Off:1 Def:10),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,373.0,11.0,10.0,1.0,,
375,PT07M14.00S,2022-10-28T01:26:20.1Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1627826,94.40999984741211,50.0,1610612746,67,68,2022-10-28T01:45:03Z,3680000,0.0,0.0,1,right,I. Zubac tip DUNK (9 PTS),[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.0,Made,9.0,,,,,,,,,,,,,,,,,
376,PT07M01.00S,2022-10-28T01:26:33.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,6.389618922470433,55.392156862745104,1610612760,69,68,2022-10-28T01:46:06Z,3690000,-27.0,8.0,1,left,K. Williams driving finger roll Layup (7 PTS) (A. Wiggins 3 AST),"[1629026, 1630598]",1610612760.0,OKC,driving finger roll,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,2.8,Made,7.0,,,,,,A. Wiggins,1630598.0,3.0,,,,,,,,,
378,PT06M44.00S,2022-10-28T01:26:50.8Z,3,REGULAR,3pt,Jump Shot,[],202331,67.49342969776609,64.95098039215686,1610612746,69,68,2022-10-28T01:46:54Z,3710000,75.0,253.0,1,right,MISS P. George 26' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Center,26.39,Missed,,,,,,,,,,,,,,,,,,
379,PT06M40.00S,2022-10-28T01:26:54.8Z,3,REGULAR,rebound,defensive,[],1630544,,,1610612760,69,68,2022-10-28T01:26:58Z,3720000,,,0,,T. Mann REBOUND (Off:1 Def:2),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,378.0,3.0,2.0,1.0,,
380,PT06M28.00S,2022-10-28T01:27:05.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203488,16.63929040735874,37.5,1610612760,71,68,2022-10-28T01:27:12Z,3730000,62.0,104.0,1,left,M. Muscala 12' Jump Shot (2 PTS) (T. Mann 3 AST),"[203488, 1630544]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,In The Paint (Non-RA),8-16 Right,12.12,Made,2.0,,,,,,T. Mann,1630544.0,3.0,,,,,,,,,
382,PT06M18.00S,2022-10-28T01:27:16.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626181,93.77463863337714,54.41176470588235,1610612746,71,70,2022-10-28T01:27:23Z,3750000,22.0,6.0,1,right,N. Powell driving DUNK (11 PTS),[1626181],1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.29,Made,11.0,,,,,,,,,,,,,,,,,
383,PT06M04.00S,2022-10-28T01:27:33.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,71,70,2022-10-28T01:27:33Z,3760000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT06M04.00S,2022-10-28T01:29:57.6Z,3,REGULAR,substitution,out,[],1629026,,,1610612760,71,70,2022-10-28T01:30:19Z,3770000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M04.00S,2022-10-28T01:29:57.6Z,3,REGULAR,substitution,in,[],1628983,,,1610612760,71,70,2022-10-28T01:30:19Z,3780000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT05M52.00S,2022-10-28T01:30:44.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,8.623521681997373,52.20588235294118,1610612760,73,70,2022-10-28T01:30:51Z,3790000,-11.0,29.0,1,left,S. Gilgeous-Alexander driving finger roll Layup (11 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.06,Made,11.0,,,,,,,,,,,,,,,,,
389,PT05M37.00S,2022-10-28T01:30:59.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,89.56964520367937,45.34313725490196,1610612746,73,70,2022-10-28T01:49:37Z,3800000,-23.0,46.0,1,right,MISS P. George driving floating Shot,[202331],1610612746.0,LAC,driving floating,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,5.11,Missed,,,,,,,,,,,,,,,,,,
390,PT05M37.00S,2022-10-28T01:30:59.2Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,73,70,2022-10-28T01:31:12Z,3810000,,,0,,I. Zubac REBOUND (Off:2 Def:10),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,389.0,12.0,10.0,2.0,,
393,PT05M37.00S,2022-10-28T01:31:09.8Z,3,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612746,73,70,2022-10-28T01:31:14Z,3840000,,,0,,L. Dort shooting personal FOUL (4 PF) (Zubac 2 FT),"[1629652, 1627826]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,1162.0,4.0,0.0,Zubac,1627826.0,,,,,,,,,,,,
395,PT05M37.00S,2022-10-28T01:31:24.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627826,,,1610612746,73,71,2022-10-28T01:31:24Z,3860000,,,0,,I. Zubac Free Throw 1 of 2 (10 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
396,PT05M37.00S,2022-10-28T01:31:28.2Z,3,REGULAR,substitution,out,[],1630544,,,1610612746,73,71,2022-10-28T01:31:31Z,3870000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT05M37.00S,2022-10-28T01:31:28.2Z,3,REGULAR,substitution,in,[],1629647,,,1610612746,73,71,2022-10-28T01:31:31Z,3880000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT05M37.00S,2022-10-28T01:31:24.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627826,,,1610612746,73,71,2022-10-28T01:31:48Z,3890000,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
399,PT05M35.00S,2022-10-28T01:31:26.3Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,73,71,2022-10-28T01:31:48Z,3900000,,,0,,D. Bazley REBOUND (Off:1 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,398.0,4.0,3.0,1.0,,
400,PT05M19.00S,2022-10-28T01:32:03.0Z,3,REGULAR,turnover,bad pass,[],1630598,,,1610612760,73,71,2022-10-28T01:32:08Z,3910000,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[1630598, 201587]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,Batum,201587.0,,,,,,
401,PT05M19.00S,2022-10-28T01:32:03.0Z,3,REGULAR,steal,,[],201587,,,1610612746,73,71,2022-10-28T01:32:04Z,3920000,,,0,,N. Batum STEAL (2 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
402,PT05M15.00S,2022-10-28T01:32:06.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202704,72.7496714848883,83.08823529411765,1610612746,73,71,2022-10-28T01:52:04Z,3930000,165.0,204.0,1,right,MISS R. Jackson 26' running 3PT,[202704],1610612746.0,LAC,running,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,,,,,,,
403,PT05M09.00S,2022-10-28T01:32:12.5Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,73,71,2022-10-28T01:32:18Z,3940000,,,0,,I. Zubac REBOUND (Off:3 Def:10),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,402.0,13.0,10.0,3.0,,
404,PT05M09.00S,2022-10-28T01:32:12.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627826,94.40999984741211,50.0,1610612746,73,73,2022-10-28T01:32:12Z,3950000,0.0,0.0,1,right,I. Zubac putback DUNK (12 PTS),[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,0.0,Made,12.0,,,,,,,,,,,,,,,,,
405,PT04M53.00S,2022-10-28T01:32:28.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,7.5722733245729295,53.92156862745098,1610612760,75,73,2022-10-28T01:53:18Z,3960000,-20.0,19.0,1,left,L. Dort driving Layup (19 PTS) (S. Gilgeous-Alexander 5 AST),"[1629652, 1628983]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.71,Made,19.0,,,,,,S. Gilgeous-Alexander,1628983.0,5.0,,,,,,,,,
407,PT04M41.00S,2022-10-28T01:32:39.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202704,93.64323258869908,42.15686274509804,1610612746,75,73,2022-10-28T01:32:46Z,3980000,-39.0,7.0,1,right,MISS R. Jackson driving reverse Layup,[202704],1610612746.0,LAC,driving reverse,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,3.99,Missed,,,,,,,,,,,,,,,,,,
408,PT04M39.00S,2022-10-28T01:32:41.9Z,3,REGULAR,rebound,defensive,[],203488,,,1610612760,75,73,2022-10-28T01:32:46Z,3990000,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,407.0,1.0,1.0,0.0,,
409,PT04M32.00S,2022-10-28T01:32:49.1Z,3,REGULAR,3pt,Jump Shot,[],1628983,19.004599211563733,94.11764705882352,1610612760,78,73,2022-10-28T01:32:56Z,4000000,-221.0,126.0,1,left,S. Gilgeous-Alexander 25' 3PT step back (14 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,25.41,Made,14.0,,,,,,,,,,,,,,,,,
410,PT04M08.00S,2022-10-28T01:33:13.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202331,92.32917214191852,43.13725490196079,1610612746,78,75,2022-10-28T01:33:17Z,4010000,-34.0,20.0,1,right,P. George driving Layup (8 PTS),[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,3.95,Made,8.0,,,,,,,,,,,,,,,,,
411,PT04M00.00S,2022-10-28T01:33:21.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,5.732588699080158,53.92156862745098,1610612760,78,75,2022-10-28T01:38:40Z,4020000,-20.0,1.0,1,left,MISS D. Bazley Layup - blocked,"[1629647, 1627826]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,Zubac,1627826.0
412,PT04M00.00S,2022-10-28T01:33:21.6Z,3,REGULAR,block,,[],1627826,,,1610612760,78,75,2022-10-28T01:33:23Z,4030000,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
413,PT04M00.00S,2022-10-28T01:33:21.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,78,75,2022-10-28T01:38:40Z,4040000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,411.0,,,,,
415,PT04M00.00S,2022-10-28T01:33:30.5Z,3,REGULAR,substitution,out,[],203488,,,1610612760,78,75,2022-10-28T01:33:37Z,4060000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M00.00S,2022-10-28T01:33:30.5Z,3,REGULAR,substitution,out,[],202704,,,1610612760,78,75,2022-10-28T01:33:37Z,4070000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M00.00S,2022-10-28T01:33:30.5Z,3,REGULAR,substitution,out,[],1627826,,,1610612760,78,75,2022-10-28T01:33:37Z,4080000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M00.00S,2022-10-28T01:33:30.5Z,3,REGULAR,substitution,in,[],1630197,,,1610612760,78,75,2022-10-28T01:33:37Z,4090000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M00.00S,2022-10-28T01:33:30.5Z,3,REGULAR,substitution,in,[],202322,,,1610612760,78,75,2022-10-28T01:33:37Z,4100000,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M00.00S,2022-10-28T01:33:30.5Z,3,REGULAR,substitution,in,[],203496,,,1610612760,78,75,2022-10-28T01:33:37Z,4110000,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M00.00S,2022-10-28T01:33:42.0Z,3,REGULAR,substitution,out,[],1630598,,,1610612760,78,75,2022-10-28T01:33:49Z,4120000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M00.00S,2022-10-28T01:33:42.0Z,3,REGULAR,substitution,in,[],1629026,,,1610612760,78,75,2022-10-28T01:33:49Z,4130000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M56.00S,2022-10-28T01:34:02.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629026,12.434296977660972,3.431372549019608,1610612760,81,75,2022-10-28T01:34:08Z,4140000,233.0,64.0,1,left,K. Williams 24' 3PT  (10 PTS) (A. Pokusevski 2 AST),"[1629026, 1630197]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Right Corner 3,24+ Right,24.15,Made,10.0,,,,,,A. Pokusevski,1630197.0,2.0,,,,,,,,,
425,PT03M43.00S,2022-10-28T01:34:15.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202322,92.9862023653088,42.40196078431372,1610612746,81,75,2022-10-28T01:34:26Z,4160000,-38.0,13.0,1,right,MISS J. Wall driving Layup,[202322],1610612746.0,LAC,driving,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,4.03,Missed,,,,,,,,,,,,,,,,,,
426,PT03M43.00S,2022-10-28T01:34:15.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,81,75,2022-10-28T01:34:26Z,4170000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,425.0,,,,,
427,PT03M43.00S,2022-10-28T01:34:23.1Z,3,REGULAR,foul,personal,[],201587,,,1610612760,81,75,2022-10-28T01:34:35Z,4180000,,,0,,N. Batum loose ball personal FOUL (2 PF),"[201587, 1630197]",1610612746.0,LAC,loose ball,,,Batum,N. Batum,,,,,In The Paint (Non-RA),0-8 Center,,,,1627539.0,2.0,0.0,Pokusevski,1630197.0,,,,,,,,,,,,
429,PT03M43.00S,2022-10-28T01:34:35.6Z,3,REGULAR,substitution,out,[],1629652,,,1610612760,81,75,2022-10-28T01:34:50Z,4200000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT03M43.00S,2022-10-28T01:34:35.6Z,3,REGULAR,substitution,out,[],202331,,,1610612760,81,75,2022-10-28T01:34:50Z,4210000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M43.00S,2022-10-28T01:34:35.6Z,3,REGULAR,substitution,in,[],1631172,,,1610612760,81,75,2022-10-28T01:34:50Z,4220000,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M43.00S,2022-10-28T01:34:35.6Z,3,REGULAR,substitution,in,[],1628379,,,1610612760,81,75,2022-10-28T01:34:50Z,4230000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M31.00S,2022-10-28T01:35:07.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,8.09789750328515,43.872549019607845,1610612760,83,75,2022-10-28T01:35:13Z,4240000,31.0,24.0,1,left,S. Gilgeous-Alexander driving finger roll Layup (16 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.86,Made,16.0,,,,,,,,,,,,,,,,,
