actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
527,PT00M23.80S,2023-01-19T02:48:06.5Z,3,REGULAR,foul,personal,[],1630198,,,1610612754,98,70,2023-01-19T02:48:15Z,5250000,False,,,0,,I. Joe personal FOUL (2 PF),"[1630198, 1630243]",1610612760.0,OKC,201639.0,Joe,I. Joe,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2.0,0.0,Queen,1630243.0,,,,,
529,PT00M13.70S,2023-01-19T02:48:32.4Z,3,REGULAR,3pt,Jump Shot,[],1630243,96.66557161629436,2.941176470588235,1610612754,98,73,2023-01-19T02:48:36Z,5270000,False,-235.0,-21.0,1,right,T. Queen 3PT  (5 PTS) (T. McConnell 5 AST),"[1630243, 204456]",1610612754.0,IND,,Queen,T. Queen,,Left Corner 3,24+ Left,23.63,Made,5.0,T. McConnell,204456.0,5.0,,,,,,,,,,,,,
531,PT00M02.30S,2023-01-19T02:48:47.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630537,,,1610612760,98,73,2023-01-19T02:49:01Z,5290000,False,,,0,,C. Duarte shooting personal FOUL (2 PF) (Dort 2 FT),"[1630537, 1629652]",1610612754.0,IND,201639.0,Duarte,C. Duarte,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,0.0,Dort,1629652.0,,,,,
533,PT00M02.30S,2023-01-19T02:49:21.2Z,3,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,99,73,2023-01-19T02:52:21Z,5332500,False,,,0,,L. Dort Free Throw 1 of 2 (21 PTS),[1629652],1610612760.0,OKC,,Dort,L. Dort,,,,,Made,21.0,,,,,,,,,,,,,,,,
555,PT00M02.30S,2023-01-19T02:49:35.3Z,3,REGULAR,substitution,out,[],1630198,,,1610612760,99,73,2023-01-19T02:53:13Z,5333125,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,
556,PT00M02.30S,2023-01-19T02:49:35.3Z,3,REGULAR,substitution,in,[],1629026,,,1610612760,99,73,2023-01-19T02:53:13Z,5333437,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,
536,PT00M02.30S,2023-01-19T02:49:21.2Z,3,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,100,73,2023-01-19T02:52:21Z,5333750,False,,,0,,L. Dort Free Throw 2 of 2 (22 PTS),[1629652],1610612760.0,OKC,,Dort,L. Dort,,,,,Made,22.0,,,,,,,,,,,,,,,,
539,PT00M00.00S,2023-01-19T02:50:34.3Z,3,REGULAR,period,end,[],0,,,1610612754,100,73,2023-01-19T02:50:34Z,5370000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT12M00.00S,2023-01-19T02:50:46.5Z,4,REGULAR,substitution,out,['startperiod'],1628983,,,1610612754,100,73,2023-01-19T02:52:23Z,5380000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,
541,PT12M00.00S,2023-01-19T02:50:46.5Z,4,REGULAR,substitution,out,['startperiod'],1629652,,,1610612754,100,73,2023-01-19T02:52:23Z,5390000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,
542,PT12M00.00S,2023-01-19T02:50:46.5Z,4,REGULAR,substitution,out,['startperiod'],1631119,,,1610612754,100,73,2023-01-19T02:52:23Z,5400000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,
543,PT12M00.00S,2023-01-19T02:50:46.5Z,4,REGULAR,substitution,out,['startperiod'],1629052,,,1610612754,100,73,2023-01-19T02:52:23Z,5410000,False,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,
544,PT12M00.00S,2023-01-19T02:50:46.5Z,4,REGULAR,substitution,out,['startperiod'],1630543,,,1610612754,100,73,2023-01-19T02:52:23Z,5420000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,
545,PT12M00.00S,2023-01-19T02:50:46.5Z,4,REGULAR,substitution,in,['startperiod'],1630544,,,1610612754,100,73,2023-01-19T02:52:23Z,5430000,False,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,
546,PT12M00.00S,2023-01-19T02:50:46.5Z,4,REGULAR,substitution,in,['startperiod'],1630581,,,1610612754,100,73,2023-01-19T02:52:23Z,5440000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,
547,PT12M00.00S,2023-01-19T02:50:46.5Z,4,REGULAR,substitution,in,['startperiod'],1629647,,,1610612754,100,73,2023-01-19T02:52:23Z,5450000,False,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,
548,PT12M00.00S,2023-01-19T02:50:46.5Z,4,REGULAR,substitution,in,['startperiod'],1630678,,,1610612754,100,73,2023-01-19T02:52:23Z,5460000,False,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,
549,PT12M00.00S,2023-01-19T02:50:46.5Z,4,REGULAR,substitution,in,['startperiod'],1629048,,,1610612754,100,73,2023-01-19T02:52:23Z,5470000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,
550,PT12M00.00S,2023-01-19T02:52:34.6Z,4,REGULAR,period,start,[],0,,,1610612760,100,73,2023-01-19T02:52:34Z,5480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT11M46.00S,2023-01-19T02:52:47.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,6.521024967148489,53.18627450980392,1610612760,102,73,2023-01-19T02:52:51Z,5490000,False,-16.0,9.0,1,left,K. Williams Layup (12 PTS) (J. Giddey 10 AST),"[1629026, 1630581]",1610612760.0,OKC,,Williams,K. Williams,,Restricted Area,0-8 Center,1.82,Made,12.0,J. Giddey,1630581.0,10.0,,,,,,,,,,,,,
553,PT11M32.00S,2023-01-19T02:53:01.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],204456,93.38042049934296,49.754901960784316,1610612754,102,75,2023-01-19T02:53:06Z,5510000,False,-1.0,10.0,1,right,T. McConnell driving reverse Layup (8 PTS),[204456],1610612754.0,IND,,McConnell,T. McConnell,driving reverse,Restricted Area,0-8 Center,0.98,Made,8.0,,,,,,,,,,,,,,,,
554,PT11M22.00S,2023-01-19T02:53:12.1Z,4,REGULAR,turnover,bad pass,[],1630581,,,1610612760,102,75,2023-01-19T02:53:15Z,5520000,False,,,0,,J. Giddey bad pass TURNOVER (3 TO),"[1630581, 1629048]",1610612760.0,OKC,,Giddey,J. Giddey,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,3.0,Bitadze,1629048.0,,
557,PT11M22.00S,2023-01-19T02:53:12.1Z,4,REGULAR,steal,,[],1629048,,,1610612754,102,75,2023-01-19T02:53:13Z,5530000,False,,,0,,G. Bitadze STEAL (1 STL),[1629048],1610612754.0,IND,,Bitadze,G. Bitadze,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
558,PT11M17.00S,2023-01-19T02:53:17.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630537,93.24901445466492,53.18627450980392,1610612754,102,77,2023-01-19T02:53:22Z,5540000,False,16.0,11.0,1,right,C. Duarte running Layup (7 PTS),[1630537],1610612754.0,IND,,Duarte,C. Duarte,running,Restricted Area,0-8 Center,1.93,Made,7.0,,,,,,,,,,,,,,,,
559,PT11M02.00S,2023-01-19T02:53:32.0Z,4,REGULAR,turnover,bad pass,[],1630581,,,1610612760,102,77,2023-01-19T02:53:35Z,5550000,False,,,0,,J. Giddey bad pass TURNOVER (4 TO),"[1630581, 204456]",1610612760.0,OKC,,Giddey,J. Giddey,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,4.0,McConnell,204456.0,,
560,PT11M02.00S,2023-01-19T02:53:32.0Z,4,REGULAR,steal,,[],204456,,,1610612754,102,77,2023-01-19T02:53:33Z,5560000,False,,,0,,T. McConnell STEAL (2 STL),[204456],1610612754.0,IND,,McConnell,T. McConnell,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
561,PT10M57.00S,2023-01-19T02:53:39.0Z,4,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612754,102,77,2023-01-19T02:53:47Z,5570000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Queen 2 FT),"[1630598, 1630243]",1610612760.0,OKC,201639.0,Wiggins,A. Wiggins,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,0.0,Queen,1630243.0,,,,,
563,PT10M57.00S,2023-01-19T02:54:01.2Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630243,,,1610612754,102,78,2023-01-19T02:54:01Z,5590000,False,,,0,,T. Queen Free Throw 1 of 2 (6 PTS),[1630243],1610612754.0,IND,,Queen,T. Queen,,,,,Made,6.0,,,,,,,,,,,,,,,,
564,PT10M57.00S,2023-01-19T02:54:17.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630243,,,1610612754,102,79,2023-01-19T02:54:17Z,5600000,False,,,0,,T. Queen Free Throw 2 of 2 (7 PTS),[1630243],1610612754.0,IND,,Queen,T. Queen,,,,,Made,7.0,,,,,,,,,,,,,,,,
565,PT10M47.00S,2023-01-19T02:54:25.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630598,5.206964520367937,50.0,1610612760,104,79,2023-01-19T02:54:31Z,5610000,False,0.0,-4.0,1,left,A. Wiggins cutting DUNK (6 PTS) (K. Williams 10 AST),"[1630598, 1629026]",1610612760.0,OKC,,Wiggins,A. Wiggins,cutting,Restricted Area,0-8 Center,0.36,Made,6.0,K. Williams,1629026.0,10.0,,,,,,,,,,,,,
567,PT10M36.00S,2023-01-19T02:54:38.3Z,4,REGULAR,turnover,out-of-bounds,[],1630537,,,1610612754,104,79,2023-01-19T02:54:45Z,5630000,False,,,0,,C. Duarte bad pass out-of-bounds TURNOVER (2 TO),[1630537],1610612754.0,IND,203591.0,Duarte,C. Duarte,bad pass,Above the Break 3,24+ Center,,,,,,,,,,,,,,,2.0,,,,
568,PT10M17.00S,2023-01-19T02:55:06.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629647,29.122864651773984,22.794117647058822,1610612760,104,79,2023-01-19T02:55:12Z,5640000,False,136.0,221.0,1,left,MISS D. Bazley 25' 3PT,[1629647],1610612760.0,OKC,,Bazley,D. Bazley,,Above the Break 3,24+ Right Center,25.97,Missed,,,,,,,,,,,,,,,,,
569,PT10M13.00S,2023-01-19T02:55:10.1Z,4,REGULAR,rebound,defensive,[],1630243,,,1610612754,104,79,2023-01-19T02:55:12Z,5650000,False,,,0,,T. Queen REBOUND (Off:1 Def:4),[1630243],1610612754.0,IND,,Queen,T. Queen,,Above the Break 3,24+ Right Center,,,,,,,568.0,5.0,4.0,1.0,,,,,,,,,
570,PT10M09.00S,2023-01-19T02:55:13.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630243,87.86136662286465,41.911764705882355,1610612754,104,79,2023-01-19T02:55:21Z,5660000,False,-40.0,62.0,1,right,MISS T. Queen 7' Layup,[1630243],1610612754.0,IND,,Queen,T. Queen,,In The Paint (Non-RA),0-8 Center,7.37,Missed,,,,,,,,,,,,,,,,,
571,PT10M06.00S,2023-01-19T02:55:17.3Z,4,REGULAR,rebound,offensive,[],1629048,,,1610612754,104,79,2023-01-19T02:55:17Z,5670000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:0),[1629048],1610612754.0,IND,,Bitadze,G. Bitadze,,In The Paint (Non-RA),0-8 Center,,,,,,,570.0,1.0,0.0,1.0,,,,,,,,,
572,PT10M05.00S,2023-01-19T02:55:19.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,92.85479632063075,49.26470588235294,1610612754,104,79,2023-01-19T02:55:25Z,5680000,False,-4.0,15.0,1,right,MISS G. Bitadze putback Layup - blocked,"[1629048, 1629026]",1610612754.0,IND,,Bitadze,G. Bitadze,putback,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,,,,,,,Williams,1629026.0
573,PT10M05.00S,2023-01-19T02:55:19.5Z,4,REGULAR,block,,[],1629026,,,1610612754,104,79,2023-01-19T02:55:22Z,5690000,False,,,0,,K. Williams BLOCK (1 BLK),[1629026],1610612760.0,OKC,,Williams,K. Williams,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
574,PT10M05.00S,2023-01-19T02:55:19.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,104,79,2023-01-19T02:55:25Z,5700000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,Restricted Area,0-8 Center,,,,,,,572.0,,,,,,,,,,,,
576,PT10M01.00S,2023-01-19T02:55:40.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630537,89.43823915900131,94.6078431372549,1610612754,104,79,2023-01-19T02:55:47Z,5720000,False,223.0,47.0,1,right,MISS C. Duarte step back 3PT,[1630537],1610612754.0,IND,,Duarte,C. Duarte,step back,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,
577,PT10M01.00S,2023-01-19T02:55:40.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,104,79,2023-01-19T02:55:47Z,5730000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,Right Corner 3,24+ Right,,,,,,,576.0,,,,,,,,,,,,
578,PT10M01.00S,2023-01-19T02:55:45.0Z,4,REGULAR,foul,personal,[],1630581,,,1610612754,104,79,2023-01-19T02:55:51Z,5740000,False,,,0,,J. Giddey loose ball personal FOUL (3 PF),"[1630581, 1629048]",1610612760.0,OKC,203591.0,Giddey,J. Giddey,loose ball,Restricted Area,0-8 Center,,,,,,,,,,,3.0,0.0,Bitadze,1629048.0,,,,,
580,PT09M50.00S,2023-01-19T02:56:06.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630243,93.24901445466492,46.568627450980394,1610612754,104,81,2023-01-19T02:56:17Z,5760000,False,-17.0,11.0,1,right,T. Queen cutting Layup (9 PTS) (T. McConnell 6 AST),"[1630243, 204456]",1610612754.0,IND,,Queen,T. Queen,cutting,Restricted Area,0-8 Center,2.04,Made,9.0,T. McConnell,204456.0,6.0,,,,,,,,,,,,,
582,PT09M50.00S,2023-01-19T02:56:10.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,104,81,2023-01-19T02:56:10Z,5780000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT09M50.00S,2023-01-19T02:58:32.5Z,4,REGULAR,substitution,out,[],1629647,,,1610612760,104,81,2023-01-19T02:58:49Z,5790000,False,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,
584,PT09M50.00S,2023-01-19T02:58:32.5Z,4,REGULAR,substitution,in,[],1631114,,,1610612760,104,81,2023-01-19T02:58:49Z,5800000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,
585,PT09M35.00S,2023-01-19T02:59:10.3Z,4,REGULAR,turnover,lost ball,[],1631114,,,1610612760,104,81,2023-01-19T02:59:16Z,5810000,False,,,0,,J. Williams lost ball TURNOVER (1 TO),"[1631114, 1630678]",1610612760.0,OKC,,Williams,J. Williams,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Taylor,1630678.0,,
586,PT09M35.00S,2023-01-19T02:59:10.3Z,4,REGULAR,steal,,[],1630678,,,1610612754,104,81,2023-01-19T02:59:13Z,5820000,False,,,0,,T. Taylor STEAL (1 STL),[1630678],1610612754.0,IND,,Taylor,T. Taylor,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
587,PT09M30.00S,2023-01-19T02:59:15.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",204456,92.9862023653088,47.05882352941176,1610612754,104,83,2023-01-19T02:59:21Z,5830000,False,-15.0,13.0,1,right,T. McConnell Layup (10 PTS),[204456],1610612754.0,IND,,McConnell,T. McConnell,,Restricted Area,0-8 Center,1.99,Made,10.0,,,,,,,,,,,,,,,,
588,PT09M09.00S,2023-01-19T02:59:36.4Z,4,REGULAR,3pt,Jump Shot,[],1629026,2.7102496714848883,95.34313725490196,1610612760,104,83,2023-01-19T02:59:40Z,5840000,False,-227.0,-27.0,1,left,MISS K. Williams 3PT,[1629026],1610612760.0,OKC,,Williams,K. Williams,,Left Corner 3,24+ Left,22.83,Missed,,,,,,,,,,,,,,,,,
589,PT09M07.00S,2023-01-19T02:59:38.4Z,4,REGULAR,rebound,defensive,[],1630537,,,1610612754,104,83,2023-01-19T02:59:40Z,5850000,False,,,0,,C. Duarte REBOUND (Off:0 Def:3),[1630537],1610612754.0,IND,,Duarte,C. Duarte,,Left Corner 3,24+ Left,,,,,,,588.0,3.0,3.0,0.0,,,,,,,,,
590,PT09M00.00S,2023-01-19T02:59:48.4Z,4,REGULAR,foul,personal,[],1630598,,,1610612754,104,83,2023-01-19T03:00:00Z,5860000,False,,,0,,A. Wiggins personal FOUL (2 PF),"[1630598, 1629048]",1610612760.0,OKC,1627519.0,Wiggins,A. Wiggins,,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Bitadze,1629048.0,,,,,
592,PT09M00.00S,2023-01-19T02:59:53.5Z,4,REGULAR,substitution,out,[],204456,,,1610612754,104,83,2023-01-19T03:00:01Z,5880000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,
593,PT09M00.00S,2023-01-19T02:59:53.5Z,4,REGULAR,substitution,in,[],1629614,,,1610612754,104,83,2023-01-19T03:00:01Z,5890000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,
594,PT08M54.00S,2023-01-19T03:00:12.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,93.77463863337714,54.90196078431373,1610612754,104,83,2023-01-19T03:00:17Z,5900000,False,25.0,6.0,1,right,MISS C. Duarte Layup,[1630537],1610612754.0,IND,,Duarte,C. Duarte,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,
595,PT08M52.00S,2023-01-19T03:00:14.4Z,4,REGULAR,rebound,offensive,[],1629048,,,1610612754,104,83,2023-01-19T03:00:17Z,5910000,False,,,0,,G. Bitadze REBOUND (Off:2 Def:0),[1629048],1610612754.0,IND,,Bitadze,G. Bitadze,,Restricted Area,0-8 Center,,,,,,,594.0,2.0,0.0,2.0,,,,,,,,,
596,PT08M51.00S,2023-01-19T03:00:15.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,91.14651773981603,49.26470588235294,1610612754,104,83,2023-01-19T03:00:40Z,5920000,False,-4.0,31.0,1,right,MISS G. Bitadze putback Layup,[1629048],1610612754.0,IND,,Bitadze,G. Bitadze,putback,Restricted Area,0-8 Center,3.09,Missed,,,,,,,,,,,,,,,,,
597,PT08M51.00S,2023-01-19T03:00:16.2Z,4,REGULAR,rebound,offensive,[],1629048,,,1610612754,104,83,2023-01-19T03:00:16Z,5930000,False,,,0,,G. Bitadze REBOUND (Off:3 Def:0),[1629048],1610612754.0,IND,,Bitadze,G. Bitadze,,Restricted Area,0-8 Center,,,,,,,596.0,3.0,0.0,3.0,,,,,,,,,
598,PT08M50.00S,2023-01-19T03:00:17.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,91.40932982917214,52.69607843137255,1610612754,104,83,2023-01-19T03:00:22Z,5940000,False,13.0,28.0,1,right,MISS G. Bitadze Layup - blocked,"[1629048, 1629026]",1610612754.0,IND,,Bitadze,G. Bitadze,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,Williams,1629026.0
600,PT08M50.00S,2023-01-19T03:00:17.4Z,4,REGULAR,block,,[],1629026,,,1610612754,104,83,2023-01-19T03:00:25Z,5945000,False,,,0,,K. Williams BLOCK (2 BLK),[1629026],1610612760.0,OKC,,Williams,K. Williams,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
599,PT08M48.00S,2023-01-19T03:00:19.4Z,4,REGULAR,rebound,offensive,[],1630537,,,1610612754,104,83,2023-01-19T03:00:25Z,5950000,False,,,0,,C. Duarte REBOUND (Off:1 Def:3),[1630537],1610612754.0,IND,,Duarte,C. Duarte,,Restricted Area,0-8 Center,,,,,,,598.0,4.0,3.0,1.0,,,,,,,,,
601,PT08M40.00S,2023-01-19T03:00:26.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630678,94.43166885676742,49.26470588235294,1610612754,104,85,2023-01-19T03:00:32Z,5960000,False,-4.0,0.0,1,right,T. Taylor driving floating Jump Shot (2 PTS) (C. Duarte 1 AST),"[1630678, 1630537]",1610612754.0,IND,,Taylor,T. Taylor,driving floating,Restricted Area,0-8 Center,0.37,Made,2.0,C. Duarte,1630537.0,1.0,,,,,,,,,,,,,
602,PT08M21.00S,2023-01-19T03:00:45.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,17.559132720105126,60.78431372549019,1610612760,106,85,2023-01-19T03:00:50Z,5970000,False,-54.0,113.0,1,left,J. Giddey 12' Jump Shot (14 PTS) (J. Williams 5 AST),"[1630581, 1631114]",1610612760.0,OKC,,Giddey,J. Giddey,,In The Paint (Non-RA),8-16 Center,12.48,Made,14.0,J. Williams,1631114.0,5.0,,,,,,,,,,,,,
604,PT08M14.00S,2023-01-19T03:00:58.1Z,4,REGULAR,foul,personal,[],1631114,,,1610612754,106,85,2023-01-19T03:01:14Z,5990000,False,,,0,,J. Williams personal FOUL (2 PF),"[1631114, 1629614]",1610612760.0,OKC,203591.0,Williams,J. Williams,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,0.0,Nembhard,1629614.0,,,,,
606,PT08M14.00S,2023-01-19T03:01:03.4Z,4,REGULAR,substitution,out,[],1630544,,,1610612754,106,85,2023-01-19T03:01:11Z,6010000,False,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,
607,PT08M14.00S,2023-01-19T03:01:03.4Z,4,REGULAR,substitution,out,[],1629026,,,1610612754,106,85,2023-01-19T03:01:11Z,6020000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,
608,PT08M14.00S,2023-01-19T03:01:03.4Z,4,REGULAR,substitution,in,[],203488,,,1610612754,106,85,2023-01-19T03:01:11Z,6030000,False,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,
609,PT08M14.00S,2023-01-19T03:01:03.4Z,4,REGULAR,substitution,in,[],1630198,,,1610612754,106,85,2023-01-19T03:01:11Z,6040000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,
610,PT08M07.00S,2023-01-19T03:01:27.1Z,4,REGULAR,turnover,out-of-bounds,[],1630678,,,1610612754,106,85,2023-01-19T03:01:34Z,6050000,False,,,0,,T. Taylor step out-of-bounds TURNOVER (2 TO),[1630678],1610612754.0,IND,203591.0,Taylor,T. Taylor,step,Left Corner 3,24+ Left,,,,,,,,,,,,,,,2.0,,,,
611,PT07M53.00S,2023-01-19T03:01:48.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630198,16.113666228646515,94.85294117647058,1610612760,109,85,2023-01-19T03:01:52Z,6060000,False,-224.0,99.0,1,left,I. Joe 24' 3PT  (15 PTS) (J. Giddey 11 AST),"[1630198, 1630581]",1610612760.0,OKC,,Joe,I. Joe,,Above the Break 3,24+ Left Center,24.52,Made,15.0,J. Giddey,1630581.0,11.0,,,,,,,,,,,,,
613,PT07M44.00S,2023-01-19T03:01:58.2Z,4,REGULAR,turnover,lost ball,[],1629048,,,1610612754,109,85,2023-01-19T03:02:01Z,6080000,False,,,0,,G. Bitadze lost ball TURNOVER (1 TO),"[1629048, 1630198]",1610612754.0,IND,,Bitadze,G. Bitadze,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,1.0,Joe,1630198.0,,
614,PT07M44.00S,2023-01-19T03:01:58.2Z,4,REGULAR,steal,,[],1630198,,,1610612760,109,85,2023-01-19T03:01:59Z,6090000,False,,,0,,I. Joe STEAL (1 STL),[1630198],1610612760.0,OKC,,Joe,I. Joe,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,
615,PT07M41.00S,2023-01-19T03:02:01.1Z,4,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612760,109,85,2023-01-19T03:02:14Z,6100000,False,,,0,,A. Nembhard shooting personal FOUL (4 PF) (Joe 2 FT),"[1629614, 1630198]",1610612754.0,IND,203591.0,Nembhard,A. Nembhard,shooting,Restricted Area,0-8 Center,,,,,,,,,,,4.0,0.0,Joe,1630198.0,,,,,
617,PT07M41.00S,2023-01-19T03:02:33.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630198,,,1610612760,110,85,2023-01-19T03:02:33Z,6120000,False,,,0,,I. Joe Free Throw 1 of 2 (16 PTS),[1630198],1610612760.0,OKC,,Joe,I. Joe,,,,,Made,16.0,,,,,,,,,,,,,,,,
618,PT07M41.00S,2023-01-19T03:02:46.7Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630198,,,1610612760,111,85,2023-01-19T03:02:46Z,6130000,False,,,0,,I. Joe Free Throw 2 of 2 (17 PTS),[1630198],1610612760.0,OKC,,Joe,I. Joe,,,,,Made,17.0,,,,,,,,,,,,,,,,
619,PT07M29.00S,2023-01-19T03:02:59.7Z,4,REGULAR,turnover,lost ball,[],1630243,,,1610612754,111,85,2023-01-19T03:03:03Z,6140000,False,,,0,,T. Queen lost ball TURNOVER (2 TO),"[1630243, 1630198]",1610612754.0,IND,,Queen,T. Queen,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,2.0,Joe,1630198.0,,
