actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
501,PT11M22.00S,2024-03-21T01:55:32.2Z,4,REGULAR,rebound,defensive,[],1630598,,,1610612760,84,80,2024-03-21T01:55:33Z,4920000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,500.0,1.0,1.0,0.0,,,
502,PT11M17.00S,2024-03-21T01:55:41.0Z,4,REGULAR,foul,personal,['2freethrow'],1630548,,,1610612760,84,80,2024-03-21T01:55:49Z,4930000,False,,,0,,J. Juzang shooting personal FOUL (2 PF) (Dort 2 FT),"[1630548, 1629652]",1610612762.0,UTA,shooting,,,Juzang,J. Juzang,,,,,Restricted Area,0-8 Center,202026.0,2.0,0.0,Dort,1629652.0,,,,,,,,,,,,,,,
504,PT11M17.00S,2024-03-21T01:56:07.8Z,4,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,85,80,2024-03-21T01:56:07Z,4950000,False,,,0,,L. Dort Free Throw 1 of 2 (6 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
505,PT11M17.00S,2024-03-21T01:56:24.6Z,4,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,86,80,2024-03-21T01:56:24Z,4960000,False,,,0,,L. Dort Free Throw 2 of 2 (7 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
506,PT11M00.00S,2024-03-21T01:56:47.6Z,4,REGULAR,3pt,Jump Shot,[],1630695,95.6143232588699,94.85294117647058,1610612762,86,80,2024-03-21T01:56:52Z,4970000,False,224.0,-11.0,1,right,MISS M. Potter 3PT,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,Right Corner 3,24+ Right,,,,,,Missed,,22.46,,,,,,,,,,,,
507,PT10M58.00S,2024-03-21T01:56:49.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,86,80,2024-03-21T01:56:52Z,4980000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,506.0,,,,,,
509,PT10M49.00S,2024-03-21T01:57:14.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629012,92.32917214191852,62.254901960784316,1610612762,86,82,2024-03-21T01:57:20Z,5000000,False,61.0,20.0,1,right,C. Sexton 6' driving floating bank Jump Shot (23 PTS),[1629012],1610612762.0,UTA,driving floating bank,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,23.0,6.44,,,,,,,,,,,,
510,PT10M38.00S,2024-03-21T01:57:25.5Z,4,REGULAR,3pt,Jump Shot,[],1631114,23.209592641261498,87.00980392156863,1610612760,86,82,2024-03-21T01:57:33Z,5010000,False,-185.0,166.0,1,left,MISS J. Williams 24' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.84,,,,,,,,,,,,
511,PT10M35.00S,2024-03-21T01:57:29.6Z,4,REGULAR,rebound,offensive,[],1631096,,,1610612760,86,82,2024-03-21T01:57:29Z,5020000,False,,,0,,C. Holmgren REBOUND (Off:3 Def:10),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,510.0,13.0,10.0,3.0,,,
512,PT10M32.00S,2024-03-21T01:57:32.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630598,5.338370565045992,3.6764705882352944,1610612760,89,82,2024-03-21T01:57:36Z,5030000,False,232.0,-2.0,1,left,A. Wiggins 3PT  (3 PTS) (J. Giddey 7 AST),"[1630598, 1630581]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,23.16,J. Giddey,1630581.0,7.0,,,,,,,,,
514,PT10M09.00S,2024-03-21T01:57:54.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,80.89684625492772,65.19607843137256,1610612762,89,84,2024-03-21T01:58:15Z,5050000,False,76.0,127.0,1,right,C. Sexton 14' step back Jump Shot (25 PTS),[1629012],1610612762.0,UTA,step back,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,25.0,14.81,,,,,,,,,,,,
515,PT09M52.00S,2024-03-21T01:58:11.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,7.046649145860711,44.6078431372549,1610612760,89,84,2024-03-21T01:58:15Z,5060000,False,27.0,14.0,1,left,MISS J. Giddey cutting Layup - blocked,"[1630581, 1631117]",1610612760.0,OKC,cutting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.03,,,,Kessler,1631117.0,,,,,,,
516,PT09M52.00S,2024-03-21T01:58:11.4Z,4,REGULAR,block,,[],1631117,,,1610612760,89,84,2024-03-21T01:58:14Z,5070000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
517,PT09M50.00S,2024-03-21T01:58:13.4Z,4,REGULAR,rebound,defensive,[],1629012,,,1610612762,89,84,2024-03-21T01:58:15Z,5080000,False,,,0,,C. Sexton REBOUND (Off:1 Def:4),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,515.0,5.0,4.0,1.0,,,
518,PT09M46.00S,2024-03-21T01:58:17.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629659,97.19119579500656,4.166666666666666,1610612762,89,84,2024-03-21T01:59:11Z,5090000,False,-229.0,-26.0,1,right,MISS T. Horton-Tucker running 3PT,[1629659],1610612762.0,UTA,running,,,Horton-Tucker,T. Horton-Tucker,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.07,,,,,,,,,,,,
519,PT09M40.00S,2024-03-21T01:58:23.7Z,4,REGULAR,rebound,offensive,[],1631117,,,1610612762,89,84,2024-03-21T01:58:26Z,5100000,False,,,0,,W. Kessler REBOUND (Off:2 Def:6),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,518.0,8.0,6.0,2.0,,,
520,PT09M40.00S,2024-03-21T01:58:23.4Z,4,REGULAR,turnover,lost ball,[],1631117,,,1610612762,89,84,2024-03-21T01:58:29Z,5110000,False,,,0,,W. Kessler lost ball TURNOVER (2 TO),"[1631117, 1631096]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Holmgren,1631096.0
521,PT09M40.00S,2024-03-21T01:58:23.4Z,4,REGULAR,steal,,[],1631096,,,1610612760,89,84,2024-03-21T01:58:25Z,5120000,False,,,0,,C. Holmgren STEAL (2 STL),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
522,PT09M37.00S,2024-03-21T01:58:26.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629652,4.5499342969776615,48.28431372549019,1610612760,91,84,2024-03-21T01:58:34Z,5130000,False,9.0,-10.0,1,left,L. Dort running DUNK (9 PTS) (A. Wiggins 1 AST),"[1629652, 1630598]",1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,1.3,A. Wiggins,1630598.0,1.0,,,,,,,,,
524,PT09M18.00S,2024-03-21T01:58:46.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,93.64323258869908,45.09803921568628,1610612762,91,86,2024-03-21T01:58:50Z,5150000,False,-25.0,7.0,1,right,T. Horton-Tucker driving reverse Layup (8 PTS),[1629659],1610612762.0,UTA,driving reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,2.56,,,,,,,,,,,,
525,PT09M10.00S,2024-03-21T01:58:54.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,6.1268068331143235,50.98039215686274,1610612760,93,86,2024-03-21T01:59:04Z,5160000,False,-5.0,5.0,1,left,C. Holmgren cutting DUNK (21 PTS) (J. Giddey 8 AST),"[1631096, 1630581]",1610612760.0,OKC,cutting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,Made,21.0,0.71,J. Giddey,1630581.0,8.0,,,,,,,,,
527,PT09M10.00S,2024-03-21T01:58:59.0Z,4,REGULAR,foul,personal,['1freethrow'],1629659,,,1610612760,93,86,2024-03-21T01:59:19Z,5180000,False,,,0,,T. Horton-Tucker shooting personal FOUL (2 PF) (Holmgren 1 FT),"[1629659, 1631096]",1610612762.0,UTA,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,202026.0,2.0,0.0,Holmgren,1631096.0,,,,,,,,,,,,,,,
529,PT09M10.00S,2024-03-21T02:00:21.9Z,4,REGULAR,freethrow,1 of 1,[],1631096,,,1610612760,94,86,2024-03-21T02:00:21Z,5200000,False,,,0,,C. Holmgren Free Throw 1 of 1 (22 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,Made,22.0,,,,,,,,,,,,,
530,PT08M52.00S,2024-03-21T02:00:42.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,93.77463863337714,54.166666666666664,1610612762,94,86,2024-03-21T02:00:48Z,5210000,False,21.0,6.0,1,right,MISS T. Horton-Tucker driving Layup - blocked,"[1629659, 1631096]",1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.16,,,,Holmgren,1631096.0,,,,,,,
531,PT08M52.00S,2024-03-21T02:00:42.1Z,4,REGULAR,block,,[],1631096,,,1610612762,94,86,2024-03-21T02:00:44Z,5220000,False,,,0,,C. Holmgren BLOCK (2 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
532,PT08M50.00S,2024-03-21T02:00:44.1Z,4,REGULAR,rebound,defensive,[],1631096,,,1610612760,94,86,2024-03-21T02:00:48Z,5230000,False,,,0,,C. Holmgren REBOUND (Off:3 Def:11),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,530.0,14.0,11.0,3.0,,,
533,PT08M46.00S,2024-03-21T02:00:48.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630598,4.5499342969776615,95.58823529411765,1610612760,97,86,2024-03-21T03:37:42Z,5240000,False,-228.0,-10.0,1,left,A. Wiggins 3PT running (6 PTS) (J. Williams 2 AST),"[1630598, 1631114]",1610612760.0,OKC,running,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,,,Made,6.0,22.81,J. Williams,1631114.0,2.0,,,,,,,,,
535,PT08M44.00S,2024-03-21T02:00:54.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,97,86,2024-03-21T02:00:54Z,5260000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT08M44.00S,2024-03-21T02:03:12.6Z,4,REGULAR,substitution,out,[],1629659,,,1610612762,97,86,2024-03-21T02:03:37Z,5270000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT08M44.00S,2024-03-21T02:03:12.6Z,4,REGULAR,substitution,in,[],1641718,,,1610612762,97,86,2024-03-21T02:03:37Z,5280000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT08M29.00S,2024-03-21T02:04:06.3Z,4,REGULAR,3pt,Jump Shot,[],1641718,74.32654402102497,11.519607843137255,1610612762,97,86,2024-03-21T02:04:11Z,5290000,False,-192.0,189.0,1,right,MISS K. George 26' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.96,,,,,,,,,,,,
539,PT08M26.00S,2024-03-21T02:04:09.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,97,86,2024-03-21T02:04:11Z,5300000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,538.0,,,,,,
541,PT08M16.00S,2024-03-21T02:04:27.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,6.389618922470433,49.26470588235294,1610612760,99,86,2024-03-21T02:04:31Z,5320000,False,4.0,8.0,1,left,C. Holmgren alley-oop DUNK (24 PTS) (J. Williams 3 AST),"[1631096, 1631114]",1610612760.0,OKC,alley-oop,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,Made,24.0,0.85,J. Williams,1631114.0,3.0,,,,,,,,,
543,PT08M16.00S,2024-03-21T02:04:30.8Z,4,REGULAR,foul,personal,['1freethrow'],1631117,,,1610612760,99,86,2024-03-21T02:04:36Z,5340000,False,,,0,,W. Kessler shooting personal FOUL (2 PF) (Holmgren 1 FT),"[1631117, 1631096]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,202056.0,2.0,0.0,Holmgren,1631096.0,,,,,,,,,,,,,,,
545,PT08M16.00S,2024-03-21T02:04:59.1Z,4,REGULAR,freethrow,1 of 1,[],1631096,,,1610612760,100,86,2024-03-21T02:04:59Z,5360000,False,,,0,,C. Holmgren Free Throw 1 of 1 (25 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,Made,25.0,,,,,,,,,,,,,
546,PT08M04.00S,2024-03-21T02:05:12.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,94.30026281208936,46.81372549019608,1610612762,100,88,2024-03-21T02:05:16Z,5370000,False,-16.0,1.0,1,right,K. George driving Layup (7 PTS),[1641718],1610612762.0,UTA,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,1.59,,,,,,,,,,,,
547,PT07M49.00S,2024-03-21T02:05:27.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630581,9.674770039421814,46.568627450980394,1610612760,100,88,2024-03-21T02:05:33Z,5380000,False,17.0,38.0,1,left,MISS J. Giddey driving Hook - blocked,"[1630581, 1630695]",1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,Missed,,4.21,,,,Potter,1630695.0,,,,,,,
548,PT07M49.00S,2024-03-21T02:05:27.3Z,4,REGULAR,block,,[],1630695,,,1610612760,100,88,2024-03-21T02:05:30Z,5390000,False,,,0,,M. Potter BLOCK (1 BLK),[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
549,PT07M45.00S,2024-03-21T02:05:31.3Z,4,REGULAR,rebound,offensive,[],1630581,,,1610612760,100,88,2024-03-21T02:05:33Z,5400000,False,,,0,,J. Giddey REBOUND (Off:2 Def:8),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,547.0,10.0,8.0,2.0,,,
550,PT07M44.00S,2024-03-21T02:05:32.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,24.52365308804205,13.480392156862745,1610612760,100,88,2024-03-21T02:05:36Z,5410000,False,183.0,178.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.5,,,,,,,,,,,,
551,PT07M42.00S,2024-03-21T02:05:34.3Z,4,REGULAR,rebound,defensive,[],1641718,,,1610612762,100,88,2024-03-21T02:05:36Z,5420000,False,,,0,,K. George REBOUND (Off:0 Def:7),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,550.0,7.0,7.0,0.0,,,
552,PT07M37.00S,2024-03-21T02:05:42.5Z,4,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612762,100,88,2024-03-21T02:05:47Z,5430000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (George 2 FT),"[1630598, 1641718]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,202056.0,1.0,0.0,George,1641718.0,,,,,,,,,,,,,,,
554,PT07M37.00S,2024-03-21T02:06:07.4Z,4,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,100,89,2024-03-21T02:06:07Z,5450000,False,,,0,,K. George Free Throw 1 of 2 (8 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
555,PT07M37.00S,2024-03-21T02:06:07.9Z,4,REGULAR,substitution,out,[],1630695,,,1610612762,100,89,2024-03-21T02:06:16Z,5460000,False,,,0,,SUB out: M. Potter,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT07M37.00S,2024-03-21T02:06:07.9Z,4,REGULAR,substitution,in,[],1641707,,,1610612762,100,89,2024-03-21T02:06:16Z,5470000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT07M37.00S,2024-03-21T02:06:33.2Z,4,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,100,90,2024-03-21T02:06:33Z,5480000,False,,,0,,K. George Free Throw 2 of 2 (9 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
558,PT07M23.00S,2024-03-21T02:06:49.1Z,4,REGULAR,turnover,out-of-bounds,[],1631114,,,1610612760,100,90,2024-03-21T02:09:51Z,5490000,False,,,0,,J. Williams bad pass out-of-bounds TURNOVER (3 TO),[1631114],1610612760.0,OKC,bad pass,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right Center,1627541.0,,,,,,,,,,,,,,,,,3.0,,
559,PT07M07.00S,2024-03-21T02:07:15.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641718,82.07950065703022,37.254901960784316,1610612762,100,90,2024-03-21T02:07:22Z,5500000,False,-64.0,116.0,1,right,MISS K. George 13' driving floating Shot,[1641718],1610612762.0,UTA,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,13.23,,,,,,,,,,,,
560,PT07M04.00S,2024-03-21T02:07:18.5Z,4,REGULAR,rebound,defensive,[],1630598,,,1610612760,100,90,2024-03-21T02:07:22Z,5510000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,559.0,2.0,2.0,0.0,,,
561,PT06M58.00S,2024-03-21T02:07:27.8Z,4,REGULAR,foul,personal,[],1641707,,,1610612760,100,90,2024-03-21T02:07:57Z,5520000,False,,,0,,T. Hendricks personal FOUL (3 PF),"[1641707, 1630581]",1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),8-16 Center,202026.0,3.0,0.0,Giddey,1630581.0,,,,,,,,,,,,,,,
563,PT06M58.00S,2024-03-21T02:08:00.9Z,4,REGULAR,substitution,out,[],1630548,,,1610612760,100,90,2024-03-21T02:08:11Z,5540000,False,,,0,,SUB out: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT06M58.00S,2024-03-21T02:08:00.9Z,4,REGULAR,substitution,in,[],1628381,,,1610612760,100,90,2024-03-21T02:08:11Z,5550000,False,,,0,,SUB in: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT06M58.00S,2024-03-21T02:08:33.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,100,90,2024-03-21T02:08:33Z,5560000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT06M49.00S,2024-03-21T02:11:11.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628381,,,1610612760,100,90,2024-03-21T02:11:22Z,5570000,False,,,0,,J. Collins shooting personal FOUL (4 PF) (Holmgren 2 FT),"[1628381, 1631096]",1610612762.0,UTA,shooting,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,202056.0,4.0,0.0,Holmgren,1631096.0,,,,,,,,,,,,,,,
568,PT06M49.00S,2024-03-21T02:11:35.3Z,4,REGULAR,freethrow,1 of 2,[],1631096,,,1610612760,100,90,2024-03-21T02:11:35Z,5590000,False,,,0,,MISS C. Holmgren Free Throw 1 of 2,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
569,PT06M49.00S,2024-03-21T02:11:35.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,100,90,2024-03-21T02:11:35Z,5600000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,568.0,,,,,,
570,PT06M49.00S,2024-03-21T02:11:54.5Z,4,REGULAR,freethrow,2 of 2,[],1631096,,,1610612760,101,90,2024-03-21T02:11:54Z,5610000,False,,,0,,C. Holmgren Free Throw 2 of 2 (26 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,Made,26.0,,,,,,,,,,,,,
571,PT06M33.00S,2024-03-21T02:12:12.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,92.46057818659659,63.725490196078425,1610612762,101,90,2024-03-21T02:13:42Z,5620000,False,69.0,18.0,1,right,MISS C. Sexton 7' floating Shot,[1629012],1610612762.0,UTA,floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.1,,,,,,,,,,,,
572,PT06M31.00S,2024-03-21T02:12:14.0Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,101,90,2024-03-21T02:12:17Z,5630000,False,,,0,,J. Giddey REBOUND (Off:2 Def:9),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,571.0,11.0,9.0,2.0,,,
573,PT06M17.00S,2024-03-21T02:12:28.6Z,4,REGULAR,3pt,Jump Shot,[],1631096,24.655059132720105,86.02941176470588,1610612760,104,90,2024-03-21T02:13:36Z,5640000,False,-180.0,179.0,1,left,C. Holmgren 25' 3PT  (29 PTS) (J. Williams 4 AST),"[1631096, 1631114]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,Made,29.0,25.41,J. Williams,1631114.0,4.0,,,,,,,,,
575,PT06M01.00S,2024-03-21T02:12:43.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,93.64323258869908,53.92156862745098,1610612762,104,90,2024-03-21T02:12:49Z,5660000,False,20.0,7.0,1,right,MISS K. George driving Layup - blocked,"[1641718, 1631096]",1610612762.0,UTA,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.09,,,,Holmgren,1631096.0,,,,,,,
576,PT06M01.00S,2024-03-21T02:12:43.9Z,4,REGULAR,block,,[],1631096,,,1610612762,104,90,2024-03-21T02:12:46Z,5670000,False,,,0,,C. Holmgren BLOCK (3 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
577,PT05M58.00S,2024-03-21T02:12:46.9Z,4,REGULAR,rebound,defensive,[],1631114,,,1610612760,104,90,2024-03-21T02:12:49Z,5680000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,575.0,2.0,2.0,0.0,,,
578,PT05M55.00S,2024-03-21T02:12:50.9Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631096,5.338370565045992,48.03921568627451,1610612760,106,90,2024-03-21T02:14:33Z,5690000,False,10.0,-2.0,1,left,C. Holmgren running DUNK (31 PTS) (A. Wiggins 2 AST),"[1631096, 1630598]",1610612760.0,OKC,running,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,Made,31.0,1.01,A. Wiggins,1630598.0,2.0,,,,,,,,,
580,PT05M55.00S,2024-03-21T02:12:55.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612762,106,90,2024-03-21T02:12:55Z,5710000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT05M55.00S,2024-03-21T02:12:59.3Z,4,REGULAR,substitution,out,[],1630581,,,1610612762,106,90,2024-03-21T02:14:19Z,5720000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT05M55.00S,2024-03-21T02:12:59.3Z,4,REGULAR,substitution,out,[],1629652,,,1610612762,106,90,2024-03-21T02:14:19Z,5730000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT05M55.00S,2024-03-21T02:12:59.3Z,4,REGULAR,substitution,in,[],1628983,,,1610612762,106,90,2024-03-21T02:14:19Z,5740000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT05M55.00S,2024-03-21T02:12:59.3Z,4,REGULAR,substitution,in,[],1641717,,,1610612762,106,90,2024-03-21T02:14:19Z,5750000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
