actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
336,PT09M56.00S,2024-02-23T02:18:24.7Z,3,REGULAR,foul,personal,[],1631096,,,1610612746,66,63,2024-02-23T02:18:36Z,3290000,False,,,0,,C. Holmgren personal FOUL (1 PF),"[1631096, 1627826]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Zubac,1627826.0
338,PT09M44.00S,2024-02-23T02:19:03.1Z,3,REGULAR,2pt,Jump Shot,[],202695,76.95466491458606,34.31372549019608,1610612746,66,65,2024-02-23T02:19:06Z,3310000,False,-78.0,164.0,1,right,K. Leonard 18' pullup Jump Shot (16 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left Center,18.19,Made,16.0,,,,,,,,,,,,,,,,,
339,PT09M29.00S,2024-02-23T02:19:17.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630198,6.389618922470433,51.9607843137255,1610612760,68,65,2024-02-23T02:19:21Z,3320000,False,-10.0,8.0,1,left,I. Joe cutting DUNK (2 PTS) (J. Williams 3 AST),"[1630198, 1631114]",1610612760.0,OKC,cutting,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,1.24,Made,2.0,,,,,,,,,,J. Williams,1631114.0,3.0,,,,,
341,PT09M21.00S,2024-02-23T02:19:30.4Z,3,REGULAR,foul,personal,[],1631114,,,1610612746,68,65,2024-02-23T02:19:38Z,3340000,False,,,0,,J. Williams personal FOUL (2 PF),"[1631114, 202695]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2002.0,2.0,0.0,Leonard,202695.0
343,PT09M14.00S,2024-02-23T02:20:00.3Z,3,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612746,68,65,2024-02-23T02:20:08Z,3360000,False,,,0,,J. Williams shooting personal FOUL (3 PF) (Leonard 2 FT),"[1631114, 202695]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,2714.0,3.0,0.0,Leonard,202695.0
345,PT09M14.00S,2024-02-23T02:20:35.7Z,3,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,68,66,2024-02-23T02:20:35Z,3380000,False,,,0,,K. Leonard Free Throw 1 of 2 (17 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
346,PT09M14.00S,2024-02-23T02:20:52.4Z,3,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,68,67,2024-02-23T02:20:52Z,3390000,False,,,0,,K. Leonard Free Throw 2 of 2 (18 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
347,PT09M01.00S,2024-02-23T02:21:06.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630198,5.469776609724048,48.77450980392157,1610612760,70,67,2024-02-23T02:21:10Z,3400000,False,6.0,-1.0,1,left,I. Joe cutting DUNK (4 PTS) (C. Holmgren 3 AST),"[1630198, 1631096]",1610612760.0,OKC,cutting,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,0.62,Made,4.0,,,,,,,,,,C. Holmgren,1631096.0,3.0,,,,,
349,PT08M46.00S,2024-02-23T02:21:21.0Z,3,REGULAR,3pt,Jump Shot,[],1629611,97.05978975032852,2.941176470588235,1610612746,70,70,2024-02-23T02:21:25Z,3420000,False,-235.0,-25.0,1,right,T. Mann 3PT  (6 PTS) (P. George 4 AST),"[1629611, 202331]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,23.66,Made,6.0,,,,,,,,,,P. George,202331.0,4.0,,,,,
351,PT08M30.00S,2024-02-23T02:21:36.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.338370565045992,61.029411764705884,1610612760,70,70,2024-02-23T02:21:42Z,3440000,False,-55.0,-2.0,1,left,MISS S. Gilgeous-Alexander driving finger roll Layup,[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,5.51,Missed,,,,,,,,,,,,,,,,,,
352,PT08M28.00S,2024-02-23T02:21:38.7Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,70,70,2024-02-23T02:21:42Z,3450000,False,,,0,,I. Zubac REBOUND (Off:2 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,351.0,6.0,4.0,2.0,,,,,,,,,,
353,PT08M13.00S,2024-02-23T02:21:54.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,94.43166885676742,40.68627450980392,1610612746,70,70,2024-02-23T02:22:03Z,3460000,False,-47.0,0.0,1,right,MISS I. Zubac Layup - blocked,"[1627826, 1631096]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,4.66,Missed,,,,,,,,,Holmgren,1631096.0,,,,,,,,
354,PT08M13.00S,2024-02-23T02:21:54.1Z,3,REGULAR,block,,[],1631096,,,1610612746,70,70,2024-02-23T02:24:22Z,3470000,False,,,0,,C. Holmgren BLOCK (3 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
355,PT08M13.00S,2024-02-23T02:21:54.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,70,70,2024-02-23T02:22:03Z,3480000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,353.0,,,,,,,,,,,,,
358,PT07M55.00S,2024-02-23T02:22:52.0Z,3,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612760,70,70,2024-02-23T02:23:00Z,3510000,False,,,0,,I. Zubac shooting personal FOUL (3 PF) (Holmgren 2 FT),"[1627826, 1631096]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2002.0,3.0,0.0,Holmgren,1631096.0
366,PT07M55.00S,2024-02-23T02:23:22.1Z,3,REGULAR,freethrow,1 of 2,[],1631096,,,1610612760,70,70,2024-02-23T02:23:22Z,3530000,False,,,0,,MISS C. Holmgren Free Throw 1 of 2,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
367,PT07M55.00S,2024-02-23T02:23:22.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,70,70,2024-02-23T02:23:22Z,3540000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,366.0,,,,,,,,,,,,,
368,PT07M55.00S,2024-02-23T02:23:41.8Z,3,REGULAR,freethrow,2 of 2,[],1631096,,,1610612760,71,70,2024-02-23T02:23:41Z,3550000,False,,,0,,C. Holmgren Free Throw 2 of 2 (12 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
369,PT07M43.00S,2024-02-23T02:23:55.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629611,93.9060446780552,50.98039215686274,1610612746,71,70,2024-02-23T02:23:59Z,3560000,False,5.0,5.0,1,right,MISS T. Mann driving DUNK,[1629611],1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,0.69,Missed,,,,,,,,,,,,,,,,,,
370,PT07M41.00S,2024-02-23T02:23:57.3Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,71,70,2024-02-23T02:23:59Z,3570000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,369.0,3.0,3.0,0.0,,,,,,,,,,
371,PT07M37.00S,2024-02-23T02:24:00.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630198,26.62614980289093,83.33333333333334,1610612760,74,70,2024-02-23T02:26:32Z,3580000,False,-167.0,198.0,1,left,I. Joe 25' 3PT running (7 PTS) (S. Gilgeous-Alexander 6 AST),"[1630198, 1628983]",1610612760.0,OKC,running,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,25.87,Made,7.0,,,,,,,,,,S. Gilgeous-Alexander,1628983.0,6.0,,,,,
373,PT07M36.00S,2024-02-23T02:24:05.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,74,70,2024-02-23T02:24:05Z,3600000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT07M36.00S,2024-02-23T02:26:23.0Z,3,REGULAR,substitution,out,[],201935,,,1610612746,74,70,2024-02-23T02:26:50Z,3610000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M36.00S,2024-02-23T02:26:23.0Z,3,REGULAR,substitution,in,[],201566,,,1610612746,74,70,2024-02-23T02:26:50Z,3620000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT07M26.00S,2024-02-23T02:27:15.0Z,3,REGULAR,2pt,Jump Shot,[],202331,78.9257555847569,59.55882352941176,1610612746,74,72,2024-02-23T02:27:20Z,3630000,False,48.0,146.0,1,right,P. George 15' pullup Jump Shot (9 PTS) (R. Westbrook 4 AST),"[202331, 201566]",1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,8-16 Center,15.32,Made,9.0,,,,,,,,,,R. Westbrook,201566.0,4.0,,,,,
378,PT07M14.00S,2024-02-23T02:27:29.2Z,3,REGULAR,foul,offensive,[],1631096,,,1610612760,74,72,2024-02-23T02:27:36Z,3650000,False,,,0,,C. Holmgren offensive FOUL (2 PF),"[1631096, 202331]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2714.0,2.0,0.0,George,202331.0
380,PT07M14.00S,2024-02-23T02:27:29.2Z,3,REGULAR,turnover,offensive foul,[],1631096,,,1610612760,74,72,2024-02-23T02:27:29Z,3670000,False,,,0,,C. Holmgren offensive foul TURNOVER (3 TO),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Right Center,,,,3.0,,,,,,,,,,,,2714.0,,,,
381,PT07M05.00S,2024-02-23T02:27:51.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202331,74.98357424441524,30.392156862745097,1610612746,74,72,2024-02-23T02:28:03Z,3680000,False,-98.0,183.0,1,right,MISS P. George 20' Jump Shot - blocked,"[202331, 1629652]",1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Left Center,20.73,Missed,,,,,,,,,Dort,1629652.0,,,,,,,,
382,PT07M05.00S,2024-02-23T02:27:51.0Z,3,REGULAR,block,,[],1629652,,,1610612746,74,72,2024-02-23T02:27:54Z,3690000,False,,,0,,L. Dort BLOCK (1 BLK),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
383,PT07M02.00S,2024-02-23T02:27:54.0Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,74,72,2024-02-23T02:28:03Z,3700000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Left Center,,,,,,,381.0,1.0,1.0,0.0,,,,,,,,,,
384,PT07M00.00S,2024-02-23T02:27:55.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629652,4.944152431011826,49.01960784313725,1610612760,76,72,2024-02-23T02:28:09Z,3710000,False,5.0,-6.0,1,left,L. Dort running Layup (15 PTS),[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,0.77,Made,15.0,,,,,,,,,,,,,,,,,
385,PT06M41.00S,2024-02-23T02:28:14.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,94.56307490144546,51.71568627450981,1610612746,76,74,2024-02-23T02:28:17Z,3720000,False,9.0,-1.0,1,right,I. Zubac DUNK (10 PTS) (P. George 5 AST),"[1627826, 202331]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.87,Made,10.0,,,,,,,,,,P. George,202331.0,5.0,,,,,
387,PT06M29.00S,2024-02-23T02:28:26.4Z,3,REGULAR,3pt,Jump Shot,[],1628983,31.225361366622867,69.11764705882352,1610612760,79,74,2024-02-23T02:28:30Z,3740000,False,-96.0,241.0,1,left,S. Gilgeous-Alexander 25' 3PT step back (22 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,25.93,Made,22.0,,,,,,,,,,,,,,,,,
388,PT06M03.00S,2024-02-23T02:28:52.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,92.72339027595268,46.32352941176471,1610612746,79,74,2024-02-23T02:29:00Z,3750000,False,-18.0,16.0,1,right,MISS I. Zubac DUNK - blocked,"[1627826, 1631114]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,Williams,1631114.0,,,,,,,,
389,PT06M03.00S,2024-02-23T02:28:52.2Z,3,REGULAR,block,,[],1631114,,,1610612746,79,74,2024-02-23T02:28:54Z,3760000,False,,,0,,J. Williams BLOCK (2 BLK),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
390,PT06M00.00S,2024-02-23T02:28:55.2Z,3,REGULAR,rebound,defensive,[],1631114,,,1610612760,79,74,2024-02-23T02:29:00Z,3770000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,388.0,3.0,3.0,0.0,,,,,,,,,,
391,PT05M59.00S,2024-02-23T02:28:56.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630198,5.995400788436268,48.77450980392157,1610612760,81,74,2024-02-23T02:29:03Z,3780000,False,6.0,4.0,1,left,I. Joe running DUNK (9 PTS) (J. Williams 4 AST),"[1630198, 1631114]",1610612760.0,OKC,running,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,0.72,Made,9.0,,,,,,,,,,J. Williams,1631114.0,4.0,,,,,
393,PT05M38.00S,2024-02-23T02:29:17.9Z,3,REGULAR,3pt,Jump Shot,[],201566,96.27135348226018,95.34313725490196,1610612746,81,74,2024-02-23T02:29:23Z,3800000,False,227.0,-17.0,1,right,MISS R. Westbrook 3PT,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,22.74,Missed,,,,,,,,,,,,,,,,,,
394,PT05M33.00S,2024-02-23T02:29:22.9Z,3,REGULAR,rebound,defensive,[],1630198,,,1610612760,81,74,2024-02-23T02:29:23Z,3810000,False,,,0,,I. Joe REBOUND (Off:0 Def:2),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Right Corner 3,24+ Right,,,,,,,393.0,2.0,2.0,0.0,,,,,,,,,,
395,PT05M27.00S,2024-02-23T02:29:28.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,17.0335085413929,38.72549019607843,1610612760,81,74,2024-02-23T02:29:32Z,3820000,False,56.0,108.0,1,left,MISS L. Dort 12' pullup Shot,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,12.15,Missed,,,,,,,,,,,,,,,,,,
396,PT05M25.00S,2024-02-23T02:29:30.5Z,3,REGULAR,rebound,defensive,[],202331,,,1610612746,81,74,2024-02-23T02:29:32Z,3830000,False,,,0,,P. George REBOUND (Off:1 Def:5),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,395.0,6.0,5.0,1.0,,,,,,,,,,
397,PT05M09.00S,2024-02-23T02:29:47.2Z,3,REGULAR,3pt,Jump Shot,[],202695,71.69842312746385,17.401960784313726,1610612746,81,74,2024-02-23T02:29:59Z,3840000,False,-163.0,214.0,1,right,MISS K. Leonard 26' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,26.86,Missed,,,,,,,,,,,,,,,,,,
398,PT05M06.00S,2024-02-23T02:29:50.2Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,81,74,2024-02-23T02:29:59Z,3850000,False,,,0,,I. Zubac REBOUND (Off:3 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,,397.0,7.0,4.0,3.0,,,,,,,,,,
399,PT05M05.00S,2024-02-23T02:29:53.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201566,93.9060446780552,47.549019607843135,1610612746,81,74,2024-02-23T02:31:09Z,3860000,False,-12.0,5.0,1,right,MISS R. Westbrook driving Layup,[201566],1610612746.0,LAC,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,,,
400,PT05M04.00S,2024-02-23T02:29:54.3Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,81,74,2024-02-23T02:31:09Z,3870000,False,,,0,,I. Zubac REBOUND (Off:4 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,399.0,8.0,4.0,4.0,,,,,,,,,,
401,PT05M03.00S,2024-02-23T02:30:01.7Z,3,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612746,81,74,2024-02-23T02:30:18Z,3880000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Zubac 2 FT),"[1628983, 1627826]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Zubac,1627826.0
403,PT05M03.00S,2024-02-23T02:30:30.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627826,,,1610612746,81,74,2024-02-23T02:30:30Z,3900000,False,,,0,,MISS I. Zubac Free Throw 1 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
404,PT05M03.00S,2024-02-23T02:30:30.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,81,74,2024-02-23T02:30:30Z,3910000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,403.0,,,,,,,,,,,,,
405,PT05M03.00S,2024-02-23T02:30:30.9Z,3,REGULAR,substitution,out,[],1629652,,,1610612746,81,74,2024-02-23T02:30:54Z,3920000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M03.00S,2024-02-23T02:30:30.9Z,3,REGULAR,substitution,out,[],1631096,,,1610612746,81,74,2024-02-23T02:30:54Z,3930000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M03.00S,2024-02-23T02:30:30.9Z,3,REGULAR,substitution,out,[],1629611,,,1610612746,81,74,2024-02-23T02:30:54Z,3940000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M03.00S,2024-02-23T02:30:30.9Z,3,REGULAR,substitution,in,[],1641717,,,1610612746,81,74,2024-02-23T02:30:54Z,3950000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M03.00S,2024-02-23T02:30:30.9Z,3,REGULAR,substitution,in,[],1629026,,,1610612746,81,74,2024-02-23T02:30:54Z,3960000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M03.00S,2024-02-23T02:30:30.9Z,3,REGULAR,substitution,in,[],1626181,,,1610612746,81,74,2024-02-23T02:30:54Z,3970000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M03.00S,2024-02-23T02:30:58.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627826,,,1610612746,81,75,2024-02-23T02:30:58Z,3980000,False,,,0,,I. Zubac Free Throw 2 of 2 (11 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
412,PT04M42.00S,2024-02-23T02:31:21.0Z,3,REGULAR,2pt,Jump Shot,[],1628983,24.392247043363994,31.372549019607842,1610612760,83,75,2024-02-23T02:31:25Z,3990000,False,93.0,177.0,1,left,S. Gilgeous-Alexander 19' step back Jump Shot (24 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,19.98,Made,24.0,,,,,,,,,,,,,,,,,
413,PT04M29.00S,2024-02-23T02:31:37.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629026,,,1610612746,83,75,2024-02-23T02:31:51Z,4000000,False,,,0,,K. Williams shooting personal FOUL (1 PF) (Zubac 2 FT),"[1629026, 1627826]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Zubac,1627826.0
415,PT04M29.00S,2024-02-23T02:32:04.4Z,3,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,83,76,2024-02-23T02:32:04Z,4020000,False,,,0,,I. Zubac Free Throw 1 of 2 (12 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
416,PT04M29.00S,2024-02-23T02:32:05.1Z,3,REGULAR,substitution,out,[],1630198,,,1610612746,83,76,2024-02-23T02:32:10Z,4030000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M29.00S,2024-02-23T02:32:05.1Z,3,REGULAR,substitution,in,[],1630581,,,1610612746,83,76,2024-02-23T02:32:10Z,4040000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M29.00S,2024-02-23T02:32:22.1Z,3,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,83,77,2024-02-23T02:32:22Z,4050000,False,,,0,,I. Zubac Free Throw 2 of 2 (13 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
419,PT04M15.00S,2024-02-23T02:32:37.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,13.748357424441524,35.78431372549019,1610612760,83,77,2024-02-23T02:32:42Z,4060000,False,71.0,77.0,1,left,MISS J. Giddey 10' floating Shot,[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Right,10.46,Missed,,,,,,,,,,,,,,,,,,
420,PT04M11.00S,2024-02-23T02:32:40.6Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,83,77,2024-02-23T02:32:40Z,4070000,False,,,0,,I. Zubac REBOUND (Off:4 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,419.0,9.0,5.0,4.0,,,,,,,,,,
421,PT04M07.00S,2024-02-23T02:32:44.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201566,94.03745072273325,45.588235294117645,1610612746,83,77,2024-02-23T02:32:52Z,4080000,False,-22.0,4.0,1,right,MISS R. Westbrook running reverse Layup,[201566],1610612746.0,LAC,running reverse,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
422,PT04M05.00S,2024-02-23T02:32:46.6Z,3,REGULAR,rebound,defensive,[],1641717,,,1610612760,83,77,2024-02-23T02:32:52Z,4090000,False,,,0,,C. Wallace REBOUND (Off:1 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,421.0,2.0,1.0,1.0,,,,,,,,,,
423,PT04M01.00S,2024-02-23T02:32:51.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628983,30.305519053876477,69.6078431372549,1610612760,83,77,2024-02-23T02:34:26Z,4100000,False,-98.0,232.0,1,left,MISS S. Gilgeous-Alexander 25' running 3PT,[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,25.22,Missed,,,,,,,,,,,,,,,,,,
424,PT03M58.00S,2024-02-23T02:32:54.5Z,3,REGULAR,rebound,defensive,[],202695,,,1610612746,83,77,2024-02-23T02:32:57Z,4110000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,,,,,,,423.0,2.0,2.0,0.0,,,,,,,,,,
425,PT03M54.00S,2024-02-23T02:32:58.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627826,93.24901445466492,54.65686274509803,1610612746,83,77,2024-02-23T04:43:44Z,4120000,False,23.0,11.0,1,right,MISS I. Zubac running Layup - blocked,"[1627826, 1631114]",1610612746.0,LAC,running,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,Williams,1631114.0,,,,,,,,
426,PT03M54.00S,2024-02-23T02:32:58.4Z,3,REGULAR,block,,[],1631114,,,1610612746,83,77,2024-02-23T02:33:01Z,4130000,False,,,0,,J. Williams BLOCK (3 BLK),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
