actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
350,PT12M00.00S,2025-03-31T02:23:54.1Z,3,REGULAR,substitution,out,['startperiod'],1628988,,,1610612756,49,78,2025-03-31T02:24:30Z,3330000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2025-03-31T02:23:54.1Z,3,REGULAR,substitution,in,['startperiod'],1630208,,,1610612756,49,78,2025-03-31T02:24:30Z,3340000,False,,,0,,SUB in: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2025-03-31T02:23:54.1Z,3,REGULAR,substitution,in,['startperiod'],1642346,,,1610612756,49,78,2025-03-31T02:24:30Z,3350000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2025-03-31T02:23:54.1Z,3,REGULAR,substitution,in,['startperiod'],1630578,,,1610612756,49,78,2025-03-31T02:24:30Z,3360000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2025-03-31T02:24:37.0Z,3,REGULAR,period,start,[],0,,,1610612745,49,78,2025-03-31T02:24:37Z,3370000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT11M48.00S,2025-03-31T02:24:48.4Z,3,REGULAR,turnover,bad pass,[],1627832,,,1610612745,49,78,2025-03-31T02:24:55Z,3390000,False,,,0,,F. VanVleet bad pass TURNOVER (1 TO),"[1627832, 1630208]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Richards,1630208.0
358,PT11M48.00S,2025-03-31T02:24:48.4Z,3,REGULAR,steal,,[],1630208,,,1610612756,49,78,2025-03-31T02:24:51Z,3400000,False,,,0,,N. Richards STEAL (1 STL),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
359,PT11M43.00S,2025-03-31T02:24:53.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631221,92.9862023653088,46.568627450980394,1610612756,49,78,2025-03-31T02:27:09Z,3410000,False,-17.0,13.0,1,right,MISS C. Gillespie running Layup - blocked,"[1631221, 1630578]",1610612756.0,PHX,running,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,2.18,Missed,,,,,,,,,,,Sengun,1630578.0,,,,,,
360,PT11M43.00S,2025-03-31T02:24:53.3Z,3,REGULAR,block,,[],1630578,,,1610612756,49,78,2025-03-31T02:24:55Z,3420000,False,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
361,PT11M40.00S,2025-03-31T02:24:56.3Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612745,49,78,2025-03-31T02:25:02Z,3430000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,,359.0,2.0,2.0,0.0,,,,,,,,
362,PT11M38.00S,2025-03-31T02:24:59.7Z,3,REGULAR,foul,personal,[],1630208,,,1610612745,49,78,2025-03-31T02:25:11Z,3440000,False,,,0,,N. Richards personal FOUL (2 PF),"[1630208, 1630578]",1610612756.0,PHX,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,203593.0,2.0,1.0,Sengun,1630578.0,,,,,,,,,,,,
364,PT11M24.00S,2025-03-31T02:25:29.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,14.14257555847569,45.588235294117645,1610612745,49,78,2025-03-31T02:27:59Z,3460000,False,22.0,80.0,1,left,MISS A. Thompson 8' fadeaway Shot,[1641708],1610612745.0,HOU,fadeaway,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,8.34,Missed,,,,,,,,,,,,,,,,,,
365,PT11M19.00S,2025-03-31T02:25:34.5Z,3,REGULAR,rebound,defensive,[],201142,,,1610612756,49,78,2025-03-31T02:25:36Z,3470000,False,,,0,,K. Durant REBOUND (Off:1 Def:4),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,364.0,5.0,4.0,1.0,,,,,,,,
367,PT11M14.00S,2025-03-31T02:25:39.8Z,3,REGULAR,violation,kicked ball,[],1630578,,,1610612756,49,78,2025-03-31T02:25:50Z,3490000,False,,,0,,A. Sengun kicked ball VIOLATION,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,1662.0,,,,,,,,,,,,,,,,
369,PT10M56.00S,2025-03-31T02:26:32.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631221,80.1084099868594,61.51960784313726,1610612756,49,78,2025-03-31T02:26:39Z,3510000,False,58.0,134.0,1,right,MISS C. Gillespie 14' driving floating Shot,[1631221],1610612756.0,PHX,driving floating,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),8-16 Center,14.63,Missed,,,,,,,,,,,,,,,,,,
370,PT10M53.00S,2025-03-31T02:26:34.9Z,3,REGULAR,rebound,defensive,[],1641708,,,1610612745,49,78,2025-03-31T02:26:34Z,3520000,False,,,0,,A. Thompson REBOUND (Off:5 Def:3),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,369.0,8.0,3.0,5.0,,,,,,,,
371,PT10M42.00S,2025-03-31T02:26:46.0Z,3,REGULAR,2pt,Jump Shot,[],1630578,21.76412614980289,44.36274509803921,1610612745,49,80,2025-03-31T02:26:51Z,3530000,False,28.0,152.0,1,left,A. Sengun 15' Jump Shot (12 PTS) (J. Green 2 AST),"[1630578, 1630224]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Center,15.47,Made,12.0,,,,,,,,,,,,J. Green,1630224.0,2.0,,,
373,PT10M30.00S,2025-03-31T02:27:00.1Z,3,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612756,49,80,2025-03-31T02:27:05Z,3550000,False,,,0,,A. Sengun shooting personal FOUL (2 PF) (Booker 2 FT),"[1630578, 1626164]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,203593.0,2.0,0.0,Booker,1626164.0,,,,,,,,,,,,
375,PT10M30.00S,2025-03-31T02:27:18.3Z,3,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,50,80,2025-03-31T02:27:18Z,3570000,False,,,0,,D. Booker Free Throw 1 of 2 (21 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
376,PT10M30.00S,2025-03-31T02:27:32.5Z,3,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,51,80,2025-03-31T02:27:32Z,3580000,False,,,0,,D. Booker Free Throw 2 of 2 (22 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
377,PT10M19.00S,2025-03-31T02:27:45.2Z,3,REGULAR,foul,personal,[],1630208,,,1610612745,51,80,2025-03-31T02:27:52Z,3590000,False,,,0,,N. Richards personal FOUL (3 PF),"[1630208, 1630578]",1610612756.0,PHX,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Right Center,,,,1662.0,3.0,1.0,Sengun,1630578.0,,,,,,,,,,,,
379,PT10M05.00S,2025-03-31T02:28:18.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,9.806176084099869,39.705882352941174,1610612745,51,80,2025-03-31T02:29:23Z,3610000,False,51.0,40.0,1,left,MISS J. Smith Jr. 6' driving floating Shot,[1631095],1610612745.0,HOU,driving floating,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.5,Missed,,,,,,,,,,,,,,,,,,
380,PT10M03.00S,2025-03-31T02:28:20.7Z,3,REGULAR,rebound,defensive,[],201142,,,1610612756,51,80,2025-03-31T02:28:23Z,3620000,False,,,0,,K. Durant REBOUND (Off:1 Def:5),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,379.0,6.0,5.0,1.0,,,,,,,,
383,PT10M00.00S,2025-03-31T02:28:25.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,74.58935611038108,85.04901960784314,1610612756,51,80,2025-03-31T02:30:19Z,3650000,False,175.0,186.0,1,right,MISS D. Booker 25' running 3PT,[1626164],1610612756.0,PHX,running,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
384,PT09M58.00S,2025-03-31T02:28:27.0Z,3,REGULAR,rebound,offensive,[],1630208,,,1610612756,51,80,2025-03-31T02:30:19Z,3660000,False,,,0,,N. Richards REBOUND (Off:2 Def:1),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,383.0,3.0,1.0,2.0,,,,,,,,
385,PT09M58.00S,2025-03-31T02:28:31.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630208,94.40999984741211,50.0,1610612756,53,80,2025-03-31T02:30:11Z,3670000,False,0.0,0.0,1,right,N. Richards tip Layup (4 PTS),[1630208],1610612756.0,PHX,tip,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
386,PT09M41.00S,2025-03-31T02:28:41.8Z,3,REGULAR,3pt,Jump Shot,[],1630224,11.12023653088042,2.2058823529411766,1610612745,53,83,2025-03-31T02:28:48Z,3680000,False,239.0,52.0,1,left,J. Green 24' 3PT step back (19 PTS),[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Right Corner 3,24+ Right,24.46,Made,19.0,,,,,,,,,,,,,,,,,
387,PT09M28.00S,2025-03-31T02:28:55.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,85.10183968462549,44.36274509803921,1610612756,55,83,2025-03-31T02:29:01Z,3690000,False,-28.0,88.0,1,right,D. Booker 9' turnaround fadeaway Jump Shot (24 PTS),[1626164],1610612756.0,PHX,turnaround fadeaway,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,9.19,Made,24.0,,,,,,,,,,,,,,,,,
388,PT09M07.00S,2025-03-31T02:29:16.3Z,3,REGULAR,3pt,Jump Shot,[],1630224,8.754927726675426,1.4705882352941175,1610612745,55,86,2025-03-31T02:29:21Z,3700000,False,243.0,30.0,1,left,J. Green 24' 3PT  (22 PTS) (F. VanVleet 5 AST),"[1630224, 1627832]",1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,24.44,Made,22.0,,,,,,,,,,,,F. VanVleet,1627832.0,5.0,,,
390,PT08M47.00S,2025-03-31T02:29:36.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,87.20433639947439,43.627450980392155,1610612756,55,86,2025-03-31T02:29:49Z,3720000,False,-32.0,68.0,1,right,MISS K. Durant 7' driving floating bank Shot,[201142],1610612756.0,PHX,driving floating bank,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,7.49,Missed,,,,,,,,,,,,,,,,,,
391,PT08M46.00S,2025-03-31T02:29:37.7Z,3,REGULAR,rebound,offensive,[],1630208,,,1610612756,55,86,2025-03-31T02:29:49Z,3730000,False,,,0,,N. Richards REBOUND (Off:3 Def:1),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,390.0,4.0,1.0,3.0,,,,,,,,
392,PT08M45.00S,2025-03-31T02:29:39.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630208,93.51182654402102,49.754901960784316,1610612756,57,86,2025-03-31T02:29:57Z,3740000,False,-1.0,8.0,1,right,N. Richards putback DUNK (6 PTS),[1630208],1610612756.0,PHX,putback,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.86,Made,6.0,,,,,,,,,,,,,,,,,
393,PT08M32.00S,2025-03-31T02:29:52.7Z,3,REGULAR,2pt,Jump Shot,[],1630224,26.10052562417871,63.725490196078425,1610612745,57,88,2025-03-31T02:29:59Z,3750000,False,-69.0,193.0,1,left,J. Green 20' pullup Jump Shot (24 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,20.46,Made,24.0,,,,,,,,,,,,,,,,,
394,PT08M12.00S,2025-03-31T02:30:12.7Z,3,REGULAR,foul,offensive,[],1626164,,,1610612756,57,88,2025-03-31T02:30:17Z,3760000,False,,,0,,D. Booker charge offensive FOUL (3 PF),"[1626164, 1627832]",1610612756.0,PHX,charge,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,1662.0,3.0,0.0,VanVleet,1627832.0,,,,,,,,,,,,
396,PT08M12.00S,2025-03-31T02:30:12.7Z,3,REGULAR,turnover,offensive foul,[],1626164,,,1610612756,57,88,2025-03-31T02:30:12Z,3780000,False,,,0,,D. Booker offensive foul TURNOVER (4 TO),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,1662.0,,,,,,,,,,,,,,4.0,,
397,PT07M58.00S,2025-03-31T02:30:42.1Z,3,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612745,57,88,2025-03-31T02:30:50Z,3790000,False,,,0,,D. Booker shooting personal FOUL (4 PF) (Green 2 FT),"[1626164, 1630224]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,1628954.0,4.0,0.0,Green,1630224.0,,,,,,,,,,,,
399,PT07M58.00S,2025-03-31T02:31:08.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630224,,,1610612745,57,88,2025-03-31T02:31:08Z,3810000,False,,,0,,MISS J. Green Free Throw 1 of 2,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
400,PT07M58.00S,2025-03-31T02:31:08.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,57,88,2025-03-31T02:31:08Z,3820000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,399.0,,,,,,,,,,,
401,PT07M58.00S,2025-03-31T02:31:27.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630224,,,1610612745,57,89,2025-03-31T02:31:27Z,3830000,False,,,0,,J. Green Free Throw 2 of 2 (25 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
403,PT07M48.00S,2025-03-31T02:31:54.2Z,3,REGULAR,foul,personal,[],1630578,,,1610612756,57,89,2025-03-31T02:32:03Z,3850000,False,,,0,,A. Sengun personal FOUL (3 PF),"[1630578, 1626164]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right Center,,,,1628954.0,3.0,0.0,Booker,1626164.0,,,,,,,,,,,,
405,PT07M36.00S,2025-03-31T02:32:13.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631221,91.14651773981603,63.725490196078425,1610612756,57,89,2025-03-31T02:33:12Z,3870000,False,69.0,31.0,1,right,MISS C. Gillespie 7' fadeaway Shot,[1631221],1610612756.0,PHX,fadeaway,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),0-8 Center,7.52,Missed,,,,,,,,,,,,,,,,,,
406,PT07M36.00S,2025-03-31T02:32:13.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,57,89,2025-03-31T02:35:31Z,3880000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,405.0,,,,,,,,,,,
408,PT07M36.00S,2025-03-31T02:32:53.3Z,3,REGULAR,jumpball,recovered,[],0,,,1610612745,57,89,2025-03-31T02:35:34Z,3900000,False,,,0,,Jump Ball A. Sengun vs. N. Richards: Tip to Team (HOU),"[1630578, 1630208]",1610612745.0,HOU,lodgedball,Team (HOU),,,,Sengun,1630578.0,Richards,1630208.0,,,,,,,,,,,,,,,,,,,,,,
415,PT07M27.00S,2025-03-31T02:33:18.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,7.703679369250986,50.49019607843137,1610612745,57,91,2025-03-31T02:34:15Z,3970000,False,-2.0,20.0,1,left,A. Sengun cutting Layup (14 PTS) (F. VanVleet 6 AST),"[1630578, 1627832]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.01,Made,14.0,,,,,,,,,,,,F. VanVleet,1627832.0,6.0,,,
417,PT07M27.00S,2025-03-31T02:33:23.0Z,3,REGULAR,foul,personal,['1freethrow'],1630208,,,1610612745,57,91,2025-03-31T02:33:28Z,3990000,False,,,0,,N. Richards shooting personal FOUL (4 PF) (Sengun 1 FT),"[1630208, 1630578]",1610612756.0,PHX,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,203593.0,4.0,1.0,Sengun,1630578.0,,,,,,,,,,,,
419,PT07M27.00S,2025-03-31T02:33:30.9Z,3,REGULAR,freethrow,1 of 1,[],1630578,,,1610612745,57,92,2025-03-31T02:33:41Z,4010000,False,,,0,,A. Sengun Free Throw 1 of 1 (15 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
420,PT07M13.00S,2025-03-31T02:33:47.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,88.64980289093299,39.46078431372549,1610612756,57,92,2025-03-31T02:37:52Z,4020000,False,-53.0,54.0,1,right,MISS D. Booker 7' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,7.56,Missed,,,,,,,,,,,,,,,,,,
421,PT07M13.00S,2025-03-31T02:33:47.0Z,3,REGULAR,rebound,defensive,[],1641708,,,1610612745,57,92,2025-03-31T02:34:10Z,4030000,False,,,0,,A. Thompson REBOUND (Off:5 Def:4),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,420.0,9.0,4.0,5.0,,,,,,,,
422,PT07M05.00S,2025-03-31T02:33:54.8Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1630224,9.543363994743759,90.93137254901961,1610612745,57,92,2025-03-31T02:38:19Z,4040000,False,-205.0,37.0,1,left,MISS J. Green 20' running Shot,[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,Mid-Range,16-24 Left,20.81,Missed,,,,,,,,,,,,,,,,,,
423,PT07M03.00S,2025-03-31T02:33:56.8Z,3,REGULAR,rebound,defensive,[],201142,,,1610612756,57,92,2025-03-31T02:34:14Z,4050000,False,,,0,,K. Durant REBOUND (Off:1 Def:6),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left,,,,,,,,,422.0,7.0,6.0,1.0,,,,,,,,
424,PT06M57.00S,2025-03-31T02:34:04.1Z,3,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612756,57,92,2025-03-31T02:38:12Z,4060000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Durant 2 FT),"[1631095, 201142]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,1628954.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,
426,PT06M57.00S,2025-03-31T02:34:41.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,57,92,2025-03-31T02:34:41Z,4080000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M57.00S,2025-03-31T02:37:02.1Z,3,REGULAR,substitution,out,[],201142,,,1610612756,57,92,2025-03-31T02:37:34Z,4090000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M57.00S,2025-03-31T02:37:02.1Z,3,REGULAR,substitution,in,[],1642345,,,1610612756,57,92,2025-03-31T02:37:34Z,4100000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT06M57.00S,2025-03-31T02:38:17.4Z,3,REGULAR,freethrow,1 of 2,[],1642345,,,1610612756,57,92,2025-03-31T02:39:14Z,4110000,False,,,0,,MISS O. Ighodaro Free Throw 1 of 2,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
430,PT06M57.00S,2025-03-31T02:38:17.4Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,57,92,2025-03-31T02:39:02Z,4120000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,429.0,,,,,,,,,,,
431,PT06M57.00S,2025-03-31T02:38:17.4Z,3,REGULAR,freethrow,2 of 2,[],1642345,,,1610612756,58,92,2025-03-31T02:39:14Z,4130000,False,,,0,,O. Ighodaro Free Throw 2 of 2 (5 PTS),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
432,PT06M38.00S,2025-03-31T02:38:47.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,13.61695137976347,40.19607843137255,1610612745,58,92,2025-03-31T02:38:52Z,4140000,False,49.0,75.0,1,left,MISS A. Sengun 9' turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Right,9.0,Missed,,,,,,,,,,,,,,,,,,
433,PT06M34.00S,2025-03-31T02:38:51.5Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,58,92,2025-03-31T02:38:55Z,4150000,False,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,432.0,2.0,2.0,0.0,,,,,,,,
434,PT06M26.00S,2025-03-31T02:39:00.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,92.32917214191852,48.28431372549019,1610612756,60,92,2025-03-31T02:39:09Z,4160000,False,-9.0,20.0,1,right,D. Booker driving Layup (26 PTS),[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,2.14,Made,26.0,,,,,,,,,,,,,,,,,
435,PT06M05.00S,2025-03-31T02:39:20.5Z,3,REGULAR,3pt,Jump Shot,[],1630224,29.25427069645204,74.50980392156863,1610612745,60,92,2025-03-31T02:41:48Z,4170000,False,-123.0,222.0,1,left,MISS J. Green 25' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
436,PT06M03.00S,2025-03-31T02:39:22.2Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612756,60,92,2025-03-31T02:39:22Z,4180000,False,,,0,,N. Richards REBOUND (Off:3 Def:2),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,435.0,5.0,2.0,3.0,,,,,,,,
437,PT06M00.00S,2025-03-31T02:39:25.1Z,3,REGULAR,3pt,Jump Shot,[],1631221,71.43561103810775,79.65686274509804,1610612756,60,92,2025-03-31T02:42:18Z,4190000,False,148.0,216.0,1,right,MISS C. Gillespie 26' 3PT,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
438,PT05M57.00S,2025-03-31T02:39:28.1Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,60,92,2025-03-31T02:39:32Z,4200000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,437.0,2.0,2.0,0.0,,,,,,,,
439,PT05M45.00S,2025-03-31T02:39:41.3Z,3,REGULAR,2pt,Jump Shot,[],1631095,3.630091984231275,11.27450980392157,1610612745,60,92,2025-03-31T02:39:45Z,4210000,False,194.0,-18.0,1,left,MISS J. Smith Jr. 19' Jump Shot,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right,19.45,Missed,,,,,,,,,,,,,,,,,,
440,PT05M42.00S,2025-03-31T02:39:44.3Z,3,REGULAR,rebound,defensive,[],1631221,,,1610612756,60,92,2025-03-31T02:39:45Z,4220000,False,,,0,,C. Gillespie REBOUND (Off:0 Def:3),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Mid-Range,16-24 Right,,,,,,,,,439.0,3.0,3.0,0.0,,,,,,,,
441,PT05M27.00S,2025-03-31T02:39:59.5Z,3,REGULAR,2pt,Jump Shot,[],1630208,84.97043363994744,68.62745098039215,1610612756,60,92,2025-03-31T02:40:03Z,4230000,False,93.0,89.0,1,right,MISS N. Richards 12' Jump Shot,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Right,12.87,Missed,,,,,,,,,,,,,,,,,,
442,PT05M25.00S,2025-03-31T02:40:01.5Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,60,92,2025-03-31T02:40:03Z,4240000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:5),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,441.0,6.0,5.0,1.0,,,,,,,,
443,PT05M12.00S,2025-03-31T02:40:13.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,6.389618922470433,49.754901960784316,1610612745,60,92,2025-03-31T02:40:19Z,4250000,False,1.0,8.0,1,left,MISS J. Smith Jr. driving Layup - blocked,"[1631095, 1642346]",1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,Dunn,1642346.0,,,,,,
