actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
284,PT04M11.00S,2025-01-07T03:56:22.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,38,40,2025-01-07T03:56:28Z,2660000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Center,,,,,283.0,,,,,,,,,,,,,,,
286,PT04M11.00S,2025-01-07T03:56:30.7Z,2,REGULAR,substitution,out,[],1626168,,,1610612758,38,40,2025-01-07T03:56:34Z,2680000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M11.00S,2025-01-07T03:56:30.7Z,2,REGULAR,substitution,in,[],1631099,,,1610612758,38,40,2025-01-07T03:56:34Z,2690000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M59.00S,2025-01-07T03:56:45.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,7.440867279894875,50.73529411764706,1610612758,40,40,2025-01-07T03:56:50Z,2700000,False,-4.0,17.0,1,left,D. DeRozan driving finger roll Layup (10 PTS),[201942],1610612758.0,SAC,driving finger roll,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,1.78,Made,,,,,,,,,,,10.0,,,,,
289,PT03M49.00S,2025-01-07T03:56:54.4Z,2,REGULAR,3pt,Jump Shot,[],1628389,72.88107752956637,83.08823529411765,1610612748,40,43,2025-01-07T03:56:58Z,2710000,False,165.0,202.0,1,right,B. Adebayo 26' 3PT pullup (9 PTS),[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,26.14,Made,,,,,,,,,,,9.0,,,,,
290,PT03M30.00S,2025-01-07T03:57:14.1Z,2,REGULAR,3pt,Jump Shot,[],1631165,27.677398160315374,80.63725490196079,1610612758,40,43,2025-01-07T03:57:18Z,2720000,False,-153.0,208.0,1,left,MISS K. Ellis 25' 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Left Center,,,25.81,Missed,,,,,,,,,,,,,,,,
291,PT03M27.00S,2025-01-07T03:57:17.1Z,2,REGULAR,rebound,defensive,[],1629312,,,1610612748,40,43,2025-01-07T03:57:18Z,2730000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:2),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,,,290.0,2.0,2.0,0.0,,,,,,,,,,,,
292,PT03M20.00S,2025-01-07T03:57:23.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,86.94152431011827,64.4607843137255,1610612748,40,43,2025-01-07T03:57:28Z,2740000,False,72.0,70.0,1,right,MISS B. Adebayo 10' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,,,10.08,Missed,,,,,,,,,,,,,,,,
293,PT03M18.00S,2025-01-07T03:57:25.6Z,2,REGULAR,rebound,defensive,[],1631165,,,1610612758,40,43,2025-01-07T04:00:53Z,2750000,False,,,0,,K. Ellis REBOUND (Off:0 Def:4),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),8-16 Right,,,,,292.0,4.0,4.0,0.0,,,,,,,,,,,,
294,PT03M04.00S,2025-01-07T03:57:39.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631165,12.828515111695138,45.83333333333333,1610612758,42,43,2025-01-07T03:57:43Z,2760000,False,21.0,68.0,1,left,K. Ellis 7' pullup Jump Shot (3 PTS) (D. Sabonis 5 AST),"[1631165, 1627734]",1610612758.0,SAC,pullup,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,,,7.12,Made,,,,,,,,,,,3.0,D. Sabonis,1627734.0,5.0,,
295,PT02M44.00S,2025-01-07T03:58:00.6Z,2,REGULAR,turnover,lost ball,[],1629130,,,1610612748,42,43,2025-01-07T03:58:07Z,2770000,False,,,0,,D. Robinson lost ball TURNOVER (1 TO),"[1629130, 1628370]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Center,,1.0,,,,,,,Monk,1628370.0,,,,,,,,,,
296,PT02M44.00S,2025-01-07T03:58:00.6Z,2,REGULAR,steal,,[],1628370,,,1610612758,42,43,2025-01-07T04:02:33Z,2780000,False,,,0,,M. Monk STEAL (1 STL),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
297,PT02M40.00S,2025-01-07T03:58:08.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631165,8.492115637319317,37.5,1610612758,44,43,2025-01-07T04:02:04Z,2790000,False,62.0,27.0,1,left,K. Ellis 6' running reverse Layup (5 PTS) (M. Monk 2 AST),"[1631165, 1628370]",1610612758.0,SAC,running reverse,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,,,6.82,Made,,,,,,,,,,,5.0,M. Monk,1628370.0,2.0,,
301,PT02M40.00S,2025-01-07T03:58:43.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,44,43,2025-01-07T03:58:43Z,2810000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M40.00S,2025-01-07T04:00:01.4Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,44,43,2025-01-07T04:00:50Z,2820000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M40.00S,2025-01-07T04:00:01.4Z,2,REGULAR,substitution,in,[],1629639,,,1610612748,44,43,2025-01-07T04:00:50Z,2830000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M16.00S,2025-01-07T04:01:28.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,89.43823915900131,59.55882352941176,1610612748,44,43,2025-01-07T04:01:34Z,2840000,False,48.0,47.0,1,right,MISS B. Adebayo 6' pullup bank Shot,[1628389],1610612748.0,MIA,pullup bank,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,6.69,Missed,,,,,,,,,,,,,,,,
305,PT02M15.00S,2025-01-07T04:01:29.2Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,44,43,2025-01-07T04:02:22Z,2850000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,304.0,9.0,7.0,2.0,,,,,,,,,,,,
306,PT02M05.00S,2025-01-07T04:01:43.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628370,8.015768725361367,44.30912990196079,1610612758,46,43,2025-01-07T04:02:35Z,2860000,False,28.0,23.0,1,left,M. Monk driving bank Hook (11 PTS) (D. Sabonis 6 AST),"[1628370, 1627734]",1610612758.0,SAC,driving bank,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,3.65,Made,,,,,,,,,,,11.0,D. Sabonis,1627734.0,6.0,,
307,PT02M05.00S,2025-01-07T04:01:46.6Z,2,REGULAR,foul,personal,['1freethrow'],1631170,,,1610612758,46,43,2025-01-07T04:01:57Z,2870000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (2 PF) (Monk 1 FT),"[1631170, 1628370]",1610612748.0,MIA,shooting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,1830.0,,,,,,,,,,2.0,0.0,Monk,1628370.0,,,,,,
310,PT02M05.00S,2025-01-07T04:02:06.1Z,2,REGULAR,freethrow,1 of 1,[],1628370,,,1610612758,47,43,2025-01-07T04:02:06Z,2890000,False,,,0,,M. Monk Free Throw 1 of 1 (12 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,Made,,,,,,,,,,,12.0,,,,,
311,PT01M54.00S,2025-01-07T04:02:18.2Z,2,REGULAR,2pt,Jump Shot,[],1629639,77.7431011826544,63.970588235294116,1610612748,47,45,2025-01-07T04:02:24Z,2900000,False,70.0,157.0,1,right,T. Herro 17' Jump Shot (17 PTS) (J. Jaquez Jr. 5 AST),"[1629639, 1631170]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,,,17.16,Made,,,,,,,,,,,17.0,J. Jaquez Jr.,1631170.0,5.0,,
313,PT01M36.00S,2025-01-07T04:02:37.0Z,2,REGULAR,3pt,Jump Shot,[],1628370,26.49474375821288,82.35294117647058,1610612758,47,45,2025-01-07T04:02:42Z,2920000,False,-162.0,197.0,1,left,MISS M. Monk 25' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,25.46,Missed,,,,,,,,,,,,,,,,
314,PT01M33.00S,2025-01-07T04:02:40.0Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612748,47,45,2025-01-07T04:02:42Z,2930000,False,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,,313.0,2.0,2.0,0.0,,,,,,,,,,,,
335,PT01M29.00S,2025-01-07T04:02:40.4Z,2,REGULAR,2pt,Layup,['fastbreak'],1629639,79.31997371879106,56.86274509803921,1610612748,47,45,2025-01-07T04:09:35Z,2935000,False,34.0,142.0,1,right,MISS T. Herro 14' running Layup - blocked,"[1629639, 201942]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Mid-Range,8-16 Center,,,14.6,Missed,,,,,,,,,,,,,,,DeRozan,201942.0
336,PT01M29.00S,2025-01-07T04:02:40.4Z,2,REGULAR,block,,[],201942,,,1610612748,47,45,2025-01-07T04:04:53Z,2937500,False,,,0,,D. DeRozan BLOCK (1 BLK),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
337,PT01M29.00S,2025-01-07T04:02:40.4Z,2,REGULAR,rebound,defensive,[],201942,,,1610612758,47,45,2025-01-07T04:04:53Z,2938750,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,,,,,335.0,2.0,2.0,0.0,,,,,,,,,,,,
317,PT01M23.00S,2025-01-07T04:02:52.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628370,4.5499342969776615,95.83333333333334,1610612758,50,45,2025-01-07T04:04:58Z,2960000,False,-229.0,-10.0,1,left,M. Monk 3PT running (15 PTS) (D. DeRozan 1 AST),"[1628370, 201942]",1610612758.0,SAC,running,,,Monk,M. Monk,,,,,Left Corner 3,24+ Left,,,22.94,Made,,,,,,,,,,,15.0,D. DeRozan,201942.0,1.0,,
319,PT01M07.00S,2025-01-07T04:03:06.4Z,2,REGULAR,3pt,Jump Shot,[],1626179,79.188567674113,93.13725490196079,1610612748,50,45,2025-01-07T04:03:12Z,2980000,False,216.0,143.0,1,right,MISS T. Rozier 25' 3PT,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,25.89,Missed,,,,,,,,,,,,,,,,
320,PT01M05.00S,2025-01-07T04:03:08.4Z,2,REGULAR,rebound,offensive,[],1629312,,,1610612748,50,45,2025-01-07T04:04:45Z,2990000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:2),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,,,,,319.0,3.0,2.0,1.0,,,,,,,,,,,,
321,PT01M05.00S,2025-01-07T04:03:11.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,90.80157687253615,97.08180147058823,1610612748,50,45,2025-01-07T04:05:05Z,3000000,False,235.0,34.0,1,right,MISS T. Rozier 3PT,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Right Corner 3,24+ Right,,,23.78,Missed,,,,,,,,,,,,,,,,
322,PT01M03.00S,2025-01-07T04:03:12.8Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,50,45,2025-01-07T04:05:05Z,3010000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:8),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Right Corner 3,24+ Right,,,,,321.0,10.0,8.0,2.0,,,,,,,,,,,,
323,PT00M56.10S,2025-01-07T04:03:17.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627734,6.521024967148489,57.59803921568627,1610612758,50,45,2025-01-07T05:23:34Z,3020000,False,-38.0,9.0,1,left,MISS D. Sabonis running finger roll Layup,[1627734],1610612758.0,SAC,running finger roll,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,3.9,Missed,,,,,,,,,,,,,,,,
324,PT00M54.20S,2025-01-07T04:03:19.7Z,2,REGULAR,rebound,defensive,[],1631170,,,1610612748,50,45,2025-01-07T04:03:23Z,3030000,False,,,0,,J. Jaquez Jr. REBOUND (Off:1 Def:5),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,323.0,6.0,5.0,1.0,,,,,,,,,,,,
325,PT00M50.90S,2025-01-07T04:03:23.9Z,2,REGULAR,foul,personal,['2freethrow'],1628370,,,1610612748,50,45,2025-01-07T04:03:38Z,3040000,False,,,0,,M. Monk shooting personal FOUL (1 PF) (Jaquez Jr. 2 FT),"[1628370, 1631170]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,1830.0,,,,,,,,,,1.0,0.0,Jaquez Jr.,1631170.0,,,,,,
327,PT00M50.90S,2025-01-07T04:03:54.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1631170,,,1610612748,50,46,2025-01-07T04:06:08Z,3060000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (5 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,Made,,,,,,,,,,,5.0,,,,,
328,PT00M50.90S,2025-01-07T04:03:56.1Z,2,REGULAR,substitution,out,[],1626179,,,1610612748,50,46,2025-01-07T04:04:04Z,3070000,False,,,0,,SUB out: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M50.90S,2025-01-07T04:03:56.1Z,2,REGULAR,substitution,in,[],1641796,,,1610612748,50,46,2025-01-07T04:04:04Z,3080000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M50.90S,2025-01-07T04:03:54.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1631170,,,1610612748,50,47,2025-01-07T04:06:08Z,3090000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (6 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,Made,,,,,,,,,,,6.0,,,,,
331,PT00M27.70S,2025-01-07T04:04:35.3Z,2,REGULAR,3pt,Jump Shot,[],201942,24.129434954007884,88.48039215686273,1610612758,50,47,2025-01-07T04:05:01Z,3100000,False,-192.0,174.0,1,left,MISS D. DeRozan 25' 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,25.96,Missed,,,,,,,,,,,,,,,,
332,PT00M24.90S,2025-01-07T04:04:38.1Z,2,REGULAR,rebound,offensive,[],1628370,,,1610612758,50,47,2025-01-07T04:04:38Z,3110000,False,,,0,,M. Monk REBOUND (Off:1 Def:0),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,,331.0,1.0,0.0,1.0,,,,,,,,,,,,
333,PT00M15.70S,2025-01-07T04:04:47.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628370,32.40801576872536,42.64705882352941,1610612758,50,47,2025-01-07T04:06:34Z,3120000,False,37.0,252.0,1,left,MISS M. Monk 25' step back 3PT,[1628370],1610612758.0,SAC,step back,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,,,25.48,Missed,,,,,,,,,,,,,,,,
334,PT00M13.10S,2025-01-07T04:04:49.8Z,2,REGULAR,rebound,defensive,[],1631170,,,1610612748,50,47,2025-01-07T04:05:03Z,3130000,False,,,0,,J. Jaquez Jr. REBOUND (Off:1 Def:6),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Center,,,,,333.0,7.0,6.0,1.0,,,,,,,,,,,,
338,PT00M03.20S,2025-01-07T04:04:59.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,89.56964520367937,62.00980392156863,1610612748,50,47,2025-01-07T04:06:55Z,3140000,False,60.0,46.0,1,right,MISS J. Jaquez Jr. 7' driving floating Shot,[1631170],1610612748.0,MIA,driving floating,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,7.53,Missed,,,,,,,,,,,,,,,,
339,PT00M00.70S,2025-01-07T04:05:02.2Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,50,47,2025-01-07T04:05:02Z,3150000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:9),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,338.0,11.0,9.0,2.0,,,,,,,,,,,,
341,PT00M00.00S,2025-01-07T04:05:21.8Z,2,REGULAR,period,end,[],0,,,1610612758,50,47,2025-01-07T04:05:21Z,3170000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2025-01-07T04:06:43.7Z,3,REGULAR,substitution,out,['startperiod'],1641796,,,1610612758,50,47,2025-01-07T04:20:19Z,3180000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2025-01-07T04:06:43.7Z,3,REGULAR,substitution,in,['startperiod'],1626179,,,1610612758,50,47,2025-01-07T04:20:19Z,3190000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2025-01-07T04:20:15.1Z,3,REGULAR,period,start,[],0,,,1610612758,50,47,2025-01-07T04:20:20Z,3200000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT11M44.00S,2025-01-07T04:20:30.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,91.80354796320631,62.00980392156863,1610612758,52,47,2025-01-07T04:20:38Z,3210000,False,60.0,25.0,1,right,M. Monk 6' driving floating Jump Shot (17 PTS) (D. Sabonis 7 AST),"[1628370, 1627734]",1610612758.0,SAC,driving floating,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,6.48,Made,,,,,,,,,,,17.0,D. Sabonis,1627734.0,7.0,,
347,PT11M24.00S,2025-01-07T04:20:49.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,9.411957950065702,48.28431372549019,1610612748,52,49,2025-01-07T04:21:10Z,3230000,False,9.0,36.0,1,left,J. Jaquez Jr. driving floating bank Jump Shot (8 PTS),[1631170],1610612748.0,MIA,driving floating bank,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,3.7,Made,,,,,,,,,,,8.0,,,,,
348,PT11M11.00S,2025-01-07T04:21:02.5Z,3,REGULAR,3pt,Jump Shot,[],1631099,69.46452036793693,16.42156862745098,1610612758,55,49,2025-01-07T04:21:07Z,3240000,False,-168.0,235.0,1,right,K. Murray 28' 3PT  (3 PTS) (D. DeRozan 2 AST),"[1631099, 201942]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,28.84,Made,,,,,,,,,,,3.0,D. DeRozan,201942.0,2.0,,
350,PT10M55.00S,2025-01-07T04:21:18.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,13.222733245729303,50.0,1610612748,55,51,2025-01-07T04:21:53Z,3260000,False,0.0,72.0,1,left,T. Rozier 7' driving floating Jump Shot (6 PTS) (J. Jaquez Jr. 6 AST),"[1626179, 1631170]",1610612748.0,MIA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,7.18,Made,,,,,,,,,,,6.0,J. Jaquez Jr.,1631170.0,6.0,,
352,PT10M39.00S,2025-01-07T04:21:35.4Z,3,REGULAR,3pt,Jump Shot,[],1631099,77.34888304862024,89.4607843137255,1610612758,58,51,2025-01-07T04:21:39Z,3280000,False,197.0,160.0,1,right,K. Murray 25' 3PT  (6 PTS) (D. Sabonis 8 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,25.43,Made,,,,,,,,,,,6.0,D. Sabonis,1627734.0,8.0,,
354,PT10M16.00S,2025-01-07T04:21:58.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,15.588042049934298,36.029411764705884,1610612748,58,51,2025-01-07T04:22:02Z,3300000,False,70.0,94.0,1,left,MISS B. Adebayo 11' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,,,11.71,Missed,,,,,,,,,,,,,,,,
355,PT10M14.00S,2025-01-07T04:22:00.2Z,3,REGULAR,rebound,defensive,[],1631099,,,1610612758,58,51,2025-01-07T04:22:02Z,3310000,False,,,0,,K. Murray REBOUND (Off:1 Def:3),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Right,,,,,354.0,4.0,3.0,1.0,,,,,,,,,,,,
356,PT09M57.00S,2025-01-07T04:22:17.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,88.64980289093299,57.84313725490197,1610612758,58,51,2025-01-07T04:22:40Z,3320000,False,39.0,54.0,1,right,MISS K. Murray 6' fadeaway Shot,[1631099],1610612758.0,SAC,fadeaway,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,6.69,Missed,,,,,,,,,,,,,,,,
357,PT09M55.00S,2025-01-07T04:22:19.2Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,58,51,2025-01-07T04:22:21Z,3330000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,356.0,4.0,4.0,0.0,,,,,,,,,,,,
358,PT09M33.00S,2025-01-07T04:22:40.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,13.354139290407357,62.5,1610612748,58,51,2025-01-07T05:34:22Z,3340000,False,-62.0,73.0,1,left,MISS T. Herro 9' bank Shot,[1629639],1610612748.0,MIA,bank,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Left,,,9.61,Missed,,,,,,,,,,,,,,,,
359,PT09M30.00S,2025-01-07T04:22:43.8Z,3,REGULAR,rebound,defensive,[],1631099,,,1610612758,58,51,2025-01-07T04:22:47Z,3350000,False,,,0,,K. Murray REBOUND (Off:1 Def:4),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,,,358.0,5.0,4.0,1.0,,,,,,,,,,,,
360,PT09M22.00S,2025-01-07T04:22:52.8Z,3,REGULAR,turnover,bad pass,[],1627734,,,1610612758,58,51,2025-01-07T04:23:50Z,3360000,False,,,0,,D. Sabonis bad pass TURNOVER (4 TO),"[1627734, 1631170]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Center,,4.0,,,,,,,Jaquez Jr.,1631170.0,,,,,,,,,,
361,PT09M22.00S,2025-01-07T04:22:52.8Z,3,REGULAR,steal,,[],1631170,,,1610612748,58,51,2025-01-07T04:23:50Z,3370000,False,,,0,,J. Jaquez Jr. STEAL (1 STL),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
365,PT09M17.00S,2025-01-07T04:23:13.1Z,3,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612748,58,51,2025-01-07T04:23:21Z,3410000,False,,,0,,D. Sabonis shooting personal FOUL (3 PF) (Rozier 2 FT),"[1627734, 1626179]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1830.0,,,,,,,,,,3.0,0.0,Rozier,1626179.0,,,,,,
367,PT09M17.00S,2025-01-07T04:23:30.5Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626179,,,1610612748,58,52,2025-01-07T04:23:30Z,3430000,False,,,0,,T. Rozier Free Throw 1 of 2 (7 PTS),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,Made,,,,,,,,,,,7.0,,,,,
368,PT09M17.00S,2025-01-07T04:23:47.1Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626179,,,1610612748,58,53,2025-01-07T04:23:47Z,3440000,False,,,0,,T. Rozier Free Throw 2 of 2 (8 PTS),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,Made,,,,,,,,,,,8.0,,,,,
369,PT09M09.00S,2025-01-07T04:24:00.1Z,3,REGULAR,foul,personal,[],1629312,,,1610612758,58,53,2025-01-07T04:25:06Z,3450000,False,,,0,,H. Highsmith personal FOUL (1 PF),"[1629312, 1628370]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,202901.0,,,,,,,,,,1.0,0.0,Monk,1628370.0,,,,,,
371,PT08M57.00S,2025-01-07T04:24:30.9Z,3,REGULAR,2pt,Jump Shot,[],1627734,73.06176084099869,48.89705882352941,1610612758,58,53,2025-01-07T04:24:52Z,3470000,False,-6.0,201.0,1,right,MISS D. Sabonis 20' pullup Shot,[1627734],1610612758.0,SAC,pullup,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Center,,,20.08,Missed,,,,,,,,,,,,,,,,
