actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
430,PT06M00.00S,2025-02-09T04:34:51.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627734,,,1610612758,71,77,2025-02-09T04:35:16Z,4210000,False,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
431,PT05M58.00S,2025-02-09T04:34:53.4Z,3,REGULAR,rebound,offensive,[],1631099,,,1610612758,71,77,2025-02-09T04:35:16Z,4220000,False,,,0,,K. Murray REBOUND (Off:2 Def:4),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,430.0,6.0,4.0,2.0,,,,,,,,,,,,,
432,PT05M58.00S,2025-02-09T04:35:14.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631099,5.601182654402102,48.28431372549019,1610612758,73,77,2025-02-09T04:38:51Z,4230000,False,9.0,0.0,1,left,K. Murray putback Layup (13 PTS),[1631099],1610612758.0,SAC,putback,,,Murray,K. Murray,,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,13.0,,,,,,,,,,,,
433,PT05M58.00S,2025-02-09T04:35:18.5Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629750,,,1610612758,73,77,2025-02-09T04:35:28Z,4240000,False,,,0,,J. Green shooting personal FOUL (3 PF) (Murray 1 FT),"[1629750, 1631099]",1610612740.0,NOP,shooting,,,Green,J. Green,,,,,202053.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,Murray,1631099.0
435,PT05M58.00S,2025-02-09T04:35:45.9Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1631099,,,1610612758,74,77,2025-02-09T04:35:45Z,4260000,False,,,0,,K. Murray Free Throw 1 of 1 (14 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,
436,PT05M36.00S,2025-02-09T04:36:10.7Z,3,REGULAR,3pt,Jump Shot,[],1629750,88.91261498028909,1.715686274509804,1610612740,74,77,2025-02-09T04:36:16Z,4270000,False,-241.0,52.0,1,right,MISS J. Green 24' 3PT,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,Left Corner 3,24+ Left,24.69,Missed,,,,,,,,,,,,,,,,,
437,PT05M33.00S,2025-02-09T04:36:13.7Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,74,77,2025-02-09T04:36:16Z,4280000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:8),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Left Corner 3,24+ Left,,,436.0,11.0,8.0,3.0,,,,,,,,,,,,,
438,PT05M22.00S,2025-02-09T04:36:25.0Z,3,REGULAR,3pt,Jump Shot,[],201942,29.911300919842315,31.372549019607842,1610612758,74,77,2025-02-09T04:36:30Z,4290000,False,93.0,229.0,1,left,MISS D. DeRozan 24' 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,Above the Break 3,24+ Right Center,24.69,Missed,,,,,,,,,,,,,,,,,
439,PT05M21.00S,2025-02-09T04:36:26.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,74,77,2025-02-09T04:36:30Z,4300000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,Above the Break 3,24+ Right Center,,,438.0,,,,,,,,,,,,,,,,
441,PT05M21.00S,2025-02-09T04:36:37.0Z,3,REGULAR,substitution,out,[],1642274,,,1610612740,74,77,2025-02-09T04:36:46Z,4320000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M21.00S,2025-02-09T04:36:37.0Z,3,REGULAR,substitution,in,[],1631255,,,1610612740,74,77,2025-02-09T04:36:46Z,4330000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M09.00S,2025-02-09T04:37:04.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,93.11760840998686,53.18627450980392,1610612740,74,77,2025-02-09T04:37:09Z,4340000,False,16.0,12.0,1,right,MISS T. Murphy III driving Layup,[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,,Restricted Area,0-8 Center,2.0,Missed,,,,,,,,,,,,,,,,,
444,PT05M07.00S,2025-02-09T04:37:06.0Z,3,REGULAR,rebound,defensive,[],1631165,,,1610612758,74,77,2025-02-09T04:37:09Z,4350000,False,,,0,,K. Ellis REBOUND (Off:0 Def:2),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,Restricted Area,0-8 Center,,,443.0,2.0,2.0,0.0,,,,,,,,,,,,,
445,PT05M02.00S,2025-02-09T04:37:11.4Z,3,REGULAR,3pt,Jump Shot,[],1631099,22.815374507227332,87.25490196078431,1610612758,74,77,2025-02-09T04:41:41Z,4360000,False,-186.0,162.0,1,left,MISS K. Murray 24' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,Above the Break 3,24+ Left Center,24.69,Missed,,,,,,,,,,,,,,,,,
446,PT05M00.00S,2025-02-09T04:37:13.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,74,77,2025-02-09T05:00:49Z,4370000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,Above the Break 3,24+ Left Center,,,445.0,,,,,,,,,,,,,,,,
447,PT05M00.00S,2025-02-09T04:37:27.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612758,74,77,2025-02-09T04:43:46Z,4380000,False,,,0,,J. Green loose ball personal FOUL (4 PF) (DeRozan 2 FT),"[1629750, 201942]",1610612740.0,NOP,loose ball,,,Green,J. Green,,,,,202053.0,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,4.0,0.0,DeRozan,201942.0
449,PT05M00.00S,2025-02-09T04:37:51.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],201942,,,1610612758,75,77,2025-02-09T04:37:51Z,4400000,False,,,0,,D. DeRozan Free Throw 1 of 2 (4 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
450,PT05M00.00S,2025-02-09T04:37:55.4Z,3,REGULAR,substitution,out,[],1630631,,,1610612758,75,77,2025-02-09T04:38:00Z,4410000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT05M00.00S,2025-02-09T04:37:55.4Z,3,REGULAR,substitution,in,[],1641722,,,1610612758,75,77,2025-02-09T04:38:00Z,4420000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT05M00.00S,2025-02-09T04:38:07.7Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],201942,,,1610612758,76,77,2025-02-09T04:38:07Z,4430000,False,,,0,,D. DeRozan Free Throw 2 of 2 (5 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
453,PT04M43.00S,2025-02-09T04:38:26.4Z,3,REGULAR,turnover,bad pass,[],203468,,,1610612740,76,77,2025-02-09T04:39:47Z,4440000,False,,,0,,C. McCollum bad pass TURNOVER (3 TO),"[203468, 1631165]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Above the Break 3,24+ Center,,,,,,,,3.0,Ellis,1631165.0,,,,,,,,,
454,PT04M43.00S,2025-02-09T04:38:26.4Z,3,REGULAR,steal,,[],1631165,,,1610612758,76,77,2025-02-09T04:38:32Z,4450000,False,,,0,,K. Ellis STEAL (1 STL),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
361,PT04M39.00S,2025-02-09T04:38:27.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,76,77,2025-02-09T05:41:12Z,4455000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT04M39.00S,2025-02-09T04:38:34.3Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631099,6.783837056504599,47.05882352941176,1610612758,78,77,2025-02-09T04:39:24Z,4460000,False,15.0,11.0,1,left,K. Murray running DUNK (16 PTS) (K. Ellis 1 AST),"[1631099, 1631165]",1610612758.0,SAC,running,,,Murray,K. Murray,,,,,,Restricted Area,0-8 Center,1.85,Made,,,,,16.0,,,,K. Ellis,1631165.0,1.0,,,,,,
457,PT04M39.00S,2025-02-09T04:39:37.1Z,3,REGULAR,substitution,out,[],201942,,,1610612740,78,77,2025-02-09T04:41:54Z,4480000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT04M39.00S,2025-02-09T04:39:37.1Z,3,REGULAR,substitution,in,[],1628370,,,1610612740,78,77,2025-02-09T04:41:54Z,4490000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT04M29.00S,2025-02-09T04:41:56.0Z,3,REGULAR,foul,personal,[],1627734,,,1610612740,78,77,2025-02-09T04:42:52Z,4500000,False,,,0,,D. Sabonis personal FOUL (3 PF),"[1627734, 1630530]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,1627524.0,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,3.0,0.0,Murphy III,1630530.0
461,PT04M26.00S,2025-02-09T04:42:03.8Z,3,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612740,78,77,2025-02-09T04:42:13Z,4520000,False,,,0,,D. Sabonis shooting personal FOUL (4 PF) (McCollum 2 FT),"[1627734, 203468]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,101284.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,4.0,0.0,McCollum,203468.0
463,PT04M26.00S,2025-02-09T04:42:31.0Z,3,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,78,78,2025-02-09T04:42:31Z,4540000,False,,,0,,C. McCollum Free Throw 1 of 2 (22 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,
464,PT04M26.00S,2025-02-09T04:42:34.2Z,3,REGULAR,substitution,out,[],1627734,,,1610612740,78,78,2025-02-09T04:42:38Z,4550000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT04M26.00S,2025-02-09T04:42:34.2Z,3,REGULAR,substitution,in,[],202685,,,1610612740,78,78,2025-02-09T04:42:38Z,4560000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT04M26.00S,2025-02-09T04:42:59.7Z,3,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,78,79,2025-02-09T04:42:59Z,4570000,False,,,0,,C. McCollum Free Throw 2 of 2 (23 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,
467,PT04M13.00S,2025-02-09T04:43:13.7Z,3,REGULAR,3pt,Jump Shot,[],1631099,28.465834428383708,76.9607843137255,1610612758,78,79,2025-02-09T04:43:21Z,4580000,False,-135.0,215.0,1,left,MISS K. Murray 25' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,Above the Break 3,24+ Left Center,25.38,Missed,,,,,,,,,,,,,,,,,
468,PT04M10.00S,2025-02-09T04:43:16.7Z,3,REGULAR,rebound,defensive,[],203468,,,1610612740,78,79,2025-02-09T04:43:21Z,4590000,False,,,0,,C. McCollum REBOUND (Off:0 Def:4),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Above the Break 3,24+ Left Center,,,467.0,4.0,4.0,0.0,,,,,,,,,,,,,
469,PT03M54.00S,2025-02-09T04:43:32.1Z,3,REGULAR,turnover,lost ball,[],1630530,,,1610612740,78,79,2025-02-09T04:43:49Z,4600000,False,,,0,,T. Murphy III lost ball TURNOVER (2 TO),"[1630530, 203897]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,LaVine,203897.0,,,,,,,,,
470,PT03M54.00S,2025-02-09T04:43:32.1Z,3,REGULAR,steal,,[],203897,,,1610612758,78,79,2025-02-09T04:43:34Z,4610000,False,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
471,PT03M50.00S,2025-02-09T04:43:36.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631099,3.630091984231275,96.07843137254902,1610612758,81,79,2025-02-09T04:43:54Z,4620000,False,-230.0,-18.0,1,left,K. Murray 3PT running (19 PTS) (Z. LaVine 3 AST),"[1631099, 203897]",1610612758.0,SAC,running,,,Murray,K. Murray,,,,,,Left Corner 3,24+ Left,23.11,Made,,,,,19.0,,,,Z. LaVine,203897.0,3.0,,,,,,
473,PT03M36.00S,2025-02-09T04:43:50.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,91.40932982917214,47.549019607843135,1610612740,81,79,2025-02-09T04:45:47Z,4640000,False,-12.0,28.0,1,right,MISS T. Murphy III driving Layup,[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,,Restricted Area,0-8 Center,3.09,Missed,,,,,,,,,,,,,,,,,
474,PT03M36.00S,2025-02-09T04:43:50.3Z,3,REGULAR,rebound,defensive,[],202685,,,1610612758,81,79,2025-02-09T04:43:57Z,4650000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:3),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,Restricted Area,0-8 Center,,,473.0,3.0,3.0,0.0,,,,,,,,,,,,,
475,PT03M29.00S,2025-02-09T04:43:57.4Z,3,REGULAR,3pt,Jump Shot,[],203897,5.075558475689881,3.6764705882352944,1610612758,81,79,2025-02-09T04:44:14Z,4660000,False,232.0,-5.0,1,left,MISS Z. LaVine 3PT,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,
476,PT03M25.00S,2025-02-09T04:44:02.1Z,3,REGULAR,rebound,offensive,[],1631165,,,1610612758,81,79,2025-02-09T04:44:02Z,4670000,False,,,0,,K. Ellis REBOUND (Off:1 Def:2),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,Right Corner 3,24+ Right,,,475.0,3.0,2.0,1.0,,,,,,,,,,,,,
477,PT03M25.00S,2025-02-09T04:44:06.9Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1630530,,,1610612758,81,79,2025-02-09T04:44:18Z,4680000,False,,,0,,T. Murphy III technical FOUL (1 Tech),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,202053.0,,,,,,,,,,,,,,,,,,2.0,1.0,,
478,PT03M25.00S,2025-02-09T04:44:31.6Z,3,REGULAR,freethrow,1 of 1,[],203897,,,1610612758,82,79,2025-02-09T04:44:31Z,4690000,False,,,0,,Z. LaVine technical Free Throw 1 of 1 (13 PTS),[203897],1610612758.0,SAC,technical,,,LaVine,Z. LaVine,,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,
479,PT03M25.00S,2025-02-09T04:44:37.0Z,3,REGULAR,substitution,out,[],203468,,,1610612758,82,79,2025-02-09T04:44:42Z,4700000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT03M25.00S,2025-02-09T04:44:37.0Z,3,REGULAR,substitution,in,[],1630527,,,1610612758,82,79,2025-02-09T04:44:42Z,4710000,False,,,0,,SUB in: B. Boston,[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT03M16.00S,2025-02-09T04:45:02.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203897,5.995400788436268,53.18627450980392,1610612758,84,79,2025-02-09T04:47:04Z,4720000,False,-16.0,4.0,1,left,Z. LaVine driving Layup (15 PTS) (J. Valančiūnas 1 AST),"[203897, 202685]",1610612758.0,SAC,driving,,,LaVine,Z. LaVine,,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,15.0,,,,J. Valančiūnas,202685.0,1.0,,,,,,
483,PT03M05.00S,2025-02-09T04:45:17.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202685,,,1610612740,84,79,2025-02-09T04:45:27Z,4740000,False,,,0,,J. Valančiūnas shooting personal FOUL (1 PF) (Murphy III 2 FT),"[202685, 1630530]",1610612758.0,SAC,shooting,,,Valančiūnas,J. Valančiūnas,,,,,1627524.0,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,1.0,0.0,Murphy III,1630530.0
485,PT03M05.00S,2025-02-09T04:45:42.2Z,3,REGULAR,freethrow,1 of 2,[],1630530,,,1610612740,84,79,2025-02-09T04:45:42Z,4760000,False,,,0,,MISS T. Murphy III Free Throw 1 of 2,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
486,PT03M05.00S,2025-02-09T04:45:42.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,84,79,2025-02-09T04:45:42Z,4770000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,485.0,,,,,,,,,,,,,,,,
487,PT03M05.00S,2025-02-09T04:46:00.9Z,3,REGULAR,freethrow,2 of 2,[],1630530,,,1610612740,84,80,2025-02-09T04:46:00Z,4780000,False,,,0,,T. Murphy III Free Throw 2 of 2 (17 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,
488,PT02M56.00S,2025-02-09T04:46:15.4Z,3,REGULAR,3pt,Jump Shot,[],1628370,5.075558475689881,96.07843137254902,1610612758,87,80,2025-02-09T04:46:22Z,4790000,False,-230.0,-5.0,1,left,M. Monk 3PT  (5 PTS) (Z. LaVine 4 AST),"[1628370, 203897]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,,Left Corner 3,24+ Left,23.04,Made,,,,,5.0,,,,Z. LaVine,203897.0,4.0,,,,,,
490,PT02M44.00S,2025-02-09T04:46:26.8Z,3,REGULAR,3pt,Jump Shot,[],1630530,70.38436268068331,21.813725490196077,1610612740,87,80,2025-02-09T04:47:59Z,4810000,False,-141.0,226.0,1,right,MISS T. Murphy III 26' step back 3PT,[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Left Center,26.62,Missed,,,,,,,,,,,,,,,,,
491,PT02M39.00S,2025-02-09T04:46:31.8Z,3,REGULAR,rebound,defensive,[],1631099,,,1610612758,87,80,2025-02-09T04:47:14Z,4820000,False,,,0,,K. Murray REBOUND (Off:2 Def:5),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,Above the Break 3,24+ Left Center,,,490.0,7.0,5.0,2.0,,,,,,,,,,,,,
493,PT02M37.00S,2025-02-09T04:46:41.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612758,87,80,2025-02-09T04:46:47Z,4840000,False,,,0,,J. Green shooting personal FOUL (5 PF) (LaVine 2 FT),"[1629750, 203897]",1610612740.0,NOP,shooting,,,Green,J. Green,,,,,1627524.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,5.0,0.0,LaVine,203897.0
495,PT02M37.00S,2025-02-09T04:47:04.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203897,,,1610612758,88,80,2025-02-09T04:47:04Z,4860000,False,,,0,,Z. LaVine Free Throw 1 of 2 (16 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,
496,PT02M37.00S,2025-02-09T04:47:22.2Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203897,,,1610612758,89,80,2025-02-09T04:47:22Z,4870000,False,,,0,,Z. LaVine Free Throw 2 of 2 (17 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,
497,PT02M20.00S,2025-02-09T04:47:45.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630527,87.86136662286465,51.225490196078425,1610612740,89,80,2025-02-09T04:49:24Z,4880000,False,6.0,62.0,1,right,MISS B. Boston 6' driving floating Shot,[1630527],1610612740.0,NOP,driving floating,,,Boston,B. Boston,,,,,,In The Paint (Non-RA),0-8 Center,6.19,Missed,,,,,,,,,,,,,,,,,
498,PT02M18.00S,2025-02-09T04:47:47.1Z,3,REGULAR,rebound,offensive,[],1631255,,,1610612740,89,80,2025-02-09T04:49:24Z,4890000,False,,,0,,K. Matković REBOUND (Off:2 Def:0),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,In The Paint (Non-RA),0-8 Center,,,497.0,2.0,0.0,2.0,,,,,,,,,,,,,
499,PT02M18.00S,2025-02-09T04:47:49.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631255,94.40999984741211,50.0,1610612740,89,82,2025-02-09T04:49:28Z,4900000,False,0.0,0.0,1,right,K. Matković tip Layup (6 PTS),[1631255],1610612740.0,NOP,tip,,,Matković,K. Matković,,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,6.0,,,,,,,,,,,,
501,PT02M06.00S,2025-02-09T04:47:58.7Z,3,REGULAR,substitution,out,[],1631099,,,1610612758,89,82,2025-02-09T04:48:04Z,4920000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT02M06.00S,2025-02-09T04:47:58.7Z,3,REGULAR,substitution,in,[],1631222,,,1610612758,89,82,2025-02-09T04:48:04Z,4930000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612758.0,SAC,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT01M55.00S,2025-02-09T04:48:29.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,16.90210249671485,41.42156862745098,1610612758,91,82,2025-02-09T04:50:06Z,4940000,False,43.0,106.0,1,left,M. Monk 11' turnaround fadeaway Jump Shot (7 PTS),[1628370],1610612758.0,SAC,turnaround fadeaway,,,Monk,M. Monk,,,,,,In The Paint (Non-RA),8-16 Center,11.47,Made,,,,,7.0,,,,,,,,,,,,
504,PT01M39.00S,2025-02-09T04:48:47.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631222,,,1610612740,91,82,2025-02-09T04:48:56Z,4950000,False,,,0,,J. LaRavia personal FOUL (1 PF) (Boston 2 FT),"[1631222, 1630527]",1610612758.0,SAC,,,,LaRavia,J. LaRavia,,,,,1627524.0,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,0.0,Boston,1630527.0
507,PT01M39.00S,2025-02-09T04:49:51.8Z,3,REGULAR,freethrow,1 of 2,[],1630527,,,1610612740,91,82,2025-02-09T04:49:51Z,4980000,False,,,0,,MISS B. Boston Free Throw 1 of 2,[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
508,PT01M39.00S,2025-02-09T04:49:51.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,91,82,2025-02-09T04:49:51Z,4990000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,507.0,,,,,,,,,,,,,,,,
509,PT01M39.00S,2025-02-09T04:49:52.5Z,3,REGULAR,substitution,out,[],1629750,,,1610612740,91,82,2025-02-09T04:49:57Z,5000000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT01M39.00S,2025-02-09T04:49:52.5Z,3,REGULAR,substitution,in,[],1629627,,,1610612740,91,82,2025-02-09T04:49:57Z,5010000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT01M39.00S,2025-02-09T04:50:17.5Z,3,REGULAR,freethrow,2 of 2,[],1630527,,,1610612740,91,83,2025-02-09T04:50:17Z,5020000,False,,,0,,B. Boston Free Throw 2 of 2 (11 PTS),[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
512,PT01M24.00S,2025-02-09T04:50:34.7Z,3,REGULAR,3pt,Jump Shot,[],203897,31.882391590013142,49.754901960784316,1610612758,94,83,2025-02-09T04:50:49Z,5030000,False,1.0,247.0,1,left,Z. LaVine 24' 3PT pullup (20 PTS),[203897],1610612758.0,SAC,pullup,,,LaVine,Z. LaVine,,,,,,Above the Break 3,24+ Center,24.72,Made,,,,,20.0,,,,,,,,,,,,
513,PT01M08.00S,2025-02-09T04:50:51.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.19776609724047,45.588235294117645,1610612740,94,85,2025-02-09T04:51:26Z,5040000,False,-22.0,21.0,1,right,Z. Williamson driving Layup (25 PTS) (T. Murphy III 4 AST),"[1629627, 1630530]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,,Restricted Area,0-8 Center,3.03,Made,,,,,25.0,,,,T. Murphy III,1630530.0,4.0,,,,,,
515,PT00M53.30S,2025-02-09T04:51:07.2Z,3,REGULAR,3pt,Jump Shot,[],203897,25.57490144546649,16.666666666666664,1610612758,94,85,2025-02-09T04:51:40Z,5060000,False,167.0,188.0,1,left,MISS Z. LaVine 25' step back 3PT,[203897],1610612758.0,SAC,step back,,,LaVine,Z. LaVine,,,,,,Above the Break 3,24+ Right Center,25.12,Missed,,,,,,,,,,,,,,,,,
