actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
352,PT11M47.00S,2024-11-19T04:18:28.5Z,3,REGULAR,3pt,Jump Shot,[],1629726,31.882391590013142,46.07843137254902,1610612737,66,64,2024-11-19T04:19:05Z,3420000,False,20.0,247.0,1,left,MISS G. Mathews 24' 3PT,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Center,,,,,24.8,Missed,,,,,,,,,,,,,,
353,PT11M45.00S,2024-11-19T04:18:30.5Z,3,REGULAR,rebound,defensive,[],1626168,,,1610612758,66,64,2024-11-19T04:19:05Z,3430000,False,,,0,,T. Lyles REBOUND (Off:2 Def:4),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Center,,,,,,,352.0,6.0,4.0,2.0,,,,,,,,,,
354,PT11M34.00S,2024-11-19T04:18:43.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,91.93495400788436,46.568627450980394,1610612758,68,64,2024-11-19T04:24:13Z,3440000,False,-17.0,23.0,1,right,K. Murray driving floating Jump Shot (7 PTS) (D. Fox 5 AST),"[1631099, 1628368]",1610612758.0,SAC,driving floating,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,2.9,Made,,,,,7.0,D. Fox,1628368.0,5.0,,,,,,
356,PT11M18.00S,2024-11-19T04:18:55.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642258,6.652431011826544,64.95098039215686,1610612737,68,66,2024-11-19T04:19:50Z,3460000,False,-75.0,10.0,1,left,Z. Risacher 7' driving floating bank Jump Shot (13 PTS) (T. Young 12 AST),"[1642258, 1629027]",1610612737.0,ATL,driving floating bank,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.55,Made,,,,,13.0,T. Young,1629027.0,12.0,,,,,,
359,PT10M54.00S,2024-11-19T04:19:21.7Z,3,REGULAR,3pt,Jump Shot,[],1628368,66.3107752956636,41.42156862745098,1610612758,68,66,2024-11-19T04:20:40Z,3470000,False,-43.0,264.0,1,right,MISS D. Fox 26' step back 3PT,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,,26.77,Missed,,,,,,,,,,,,,,
360,PT10M52.00S,2024-11-19T04:19:23.7Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,68,66,2024-11-19T04:20:40Z,3480000,False,,,0,,C. Capela REBOUND (Off:1 Def:8),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,,,,359.0,9.0,8.0,1.0,,,,,,,,,,
361,PT10M41.00S,2024-11-19T04:19:34.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,8.229303547963205,45.588235294117645,1610612737,68,66,2024-11-19T04:21:05Z,3490000,False,22.0,25.0,1,left,MISS T. Young driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,3.33,Missed,,,,,,,,,,,,,,
362,PT10M39.00S,2024-11-19T04:19:36.7Z,3,REGULAR,rebound,defensive,[],203458,,,1610612758,68,66,2024-11-19T04:25:03Z,3500000,False,,,0,,A. Len REBOUND (Off:0 Def:2),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,Restricted Area,0-8 Center,,,,,,,361.0,2.0,2.0,0.0,,,,,,,,,,
363,PT10M15.00S,2024-11-19T04:19:58.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,83.13074901445466,58.57843137254902,1610612758,68,66,2024-11-19T04:22:07Z,3510000,False,43.0,106.0,1,right,MISS K. Murray 11' fadeaway bank Shot,[1631099],1610612758.0,SAC,fadeaway bank,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,11.44,Missed,,,,,,,,,,,,,,
364,PT10M13.00S,2024-11-19T04:20:00.9Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,68,66,2024-11-19T04:20:06Z,3520000,False,,,0,,C. Capela REBOUND (Off:1 Def:9),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,363.0,10.0,9.0,1.0,,,,,,,,,,
365,PT10M09.00S,2024-11-19T04:20:05.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629726,5.206964520367937,98.0392156862745,1610612737,68,69,2024-11-19T04:20:18Z,3530000,False,-240.0,-4.0,1,left,G. Mathews 24' 3PT running (9 PTS) (T. Young 13 AST),"[1629726, 1629027]",1610612737.0,ATL,running,,,Mathews,G. Mathews,,,,,Left Corner 3,24+ Left,,,,,24.02,Made,,,,,9.0,T. Young,1629027.0,13.0,,,,,,
367,PT10M05.00S,2024-11-19T04:20:13.1Z,3,REGULAR,foul,personal,[],1630700,,,1610612758,68,69,2024-11-19T04:20:22Z,3550000,False,,,0,,D. Daniels personal FOUL (2 PF),"[1630700, 1628368]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,2002.0,,,,,,,,,,,,,,2.0,0.0,Fox,1628368.0,,
370,PT09M40.00S,2024-11-19T04:20:54.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,87.07293035479631,50.73529411764706,1610612758,68,69,2024-11-19T04:21:01Z,3570000,False,4.0,69.0,1,right,MISS K. Huerter 6' floating Shot,[1628989],1610612758.0,SAC,floating,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.91,Missed,,,,,,,,,,,,,,
371,PT09M38.00S,2024-11-19T04:20:56.0Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,68,69,2024-11-19T04:21:01Z,3580000,False,,,0,,D. Daniels REBOUND (Off:0 Def:4),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,370.0,4.0,4.0,0.0,,,,,,,,,,
372,PT09M24.00S,2024-11-19T04:21:10.0Z,3,REGULAR,turnover,lost ball,[],203991,,,1610612737,68,69,2024-11-19T04:21:14Z,3590000,False,,,0,,C. Capela lost ball TURNOVER (1 TO),"[203991, 1628989]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,1.0,Huerter,1628989.0,,,,,,,,,,,,,,,,
373,PT09M24.00S,2024-11-19T04:21:10.0Z,3,REGULAR,steal,,[],1628989,,,1610612758,68,69,2024-11-19T04:21:11Z,3600000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
374,PT09M20.00S,2024-11-19T04:21:15.4Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628989,70.12155059132719,75.73529411764706,1610612758,68,69,2024-11-19T04:26:53Z,3610000,False,129.0,228.0,1,right,MISS K. Huerter 26' running pullup 3PT,[1628989],1610612758.0,SAC,running pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,,26.22,Missed,,,,,,,,,,,,,,
375,PT09M18.00S,2024-11-19T04:21:17.4Z,3,REGULAR,rebound,defensive,[],1642258,,,1610612737,68,69,2024-11-19T04:26:53Z,3620000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,,,,,,,374.0,2.0,1.0,1.0,,,,,,,,,,
382,PT09M12.00S,2024-11-19T04:21:31.2Z,3,REGULAR,foul,offensive,[],203991,,,1610612737,68,69,2024-11-19T04:30:06Z,3645000,False,,,0,,C. Capela charge offensive FOUL (2 PF),"[203991, 1626168]",1610612737.0,ATL,charge,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,2003.0,,,,,,,,,,,,,,2.0,0.0,Lyles,1626168.0,,
383,PT09M12.00S,2024-11-19T04:21:31.2Z,3,REGULAR,turnover,offensive foul,[],203991,,,1610612737,68,69,2024-11-19T04:28:46Z,3657500,False,,,0,,C. Capela offensive foul TURNOVER (2 TO),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,2002.0,2.0,,,,,,,,,,,,,,,,,,
380,PT09M12.00S,2024-11-19T04:21:47.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,68,69,2024-11-19T04:21:31Z,3670000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT08M57.00S,2024-11-19T04:25:09.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626168,72.22404730617609,83.33333333333334,1610612758,71,69,2024-11-19T04:33:49Z,3690000,False,167.0,209.0,1,right,T. Lyles 26' 3PT  (11 PTS) (D. Fox 6 AST),"[1626168, 1628368]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,,,,,26.7,Made,,,,,11.0,D. Fox,1628368.0,6.0,,,,,,
387,PT08M37.00S,2024-11-19T04:25:32.2Z,3,REGULAR,2pt,Jump Shot,[],1629027,24.38608738501971,24.777879901960784,1610612737,71,69,2024-11-19T04:30:46Z,3710000,False,126.0,177.0,1,left,MISS T. Young 21' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,,,,,21.71,Missed,,,,,,,,,,,,,,
388,PT08M35.00S,2024-11-19T04:25:34.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,71,69,2024-11-19T04:30:46Z,3720000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,387.0,,,,,,,,,,,,,
389,PT08M32.00S,2024-11-19T04:25:53.1Z,3,REGULAR,foul,personal,[],1631099,,,1610612737,71,69,2024-11-19T04:31:25Z,3730000,False,,,0,,K. Murray personal FOUL (4 PF),"[1631099, 1629027]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,2003.0,,,,,,,,,,,,,,4.0,0.0,Young,1629027.0,,
391,PT08M32.00S,2024-11-19T04:26:18.2Z,3,REGULAR,substitution,out,[],1631099,,,1610612737,71,69,2024-11-19T04:26:22Z,3750000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT08M32.00S,2024-11-19T04:26:18.2Z,3,REGULAR,substitution,in,[],1631165,,,1610612737,71,69,2024-11-19T04:26:22Z,3760000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT08M25.00S,2024-11-19T04:26:45.4Z,3,REGULAR,violation,kicked ball,[],1628368,,,1610612737,71,69,2024-11-19T04:31:47Z,3770000,False,,,0,,D. Fox kicked ball VIOLATION,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,1626302.0,,,,,,,,,,,,,,,,,,,
394,PT08M23.00S,2024-11-19T04:26:57.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642258,4.02431011826544,94.6078431372549,1610612737,71,72,2024-11-19T04:27:04Z,3780000,False,-223.0,-15.0,1,left,Z. Risacher 3PT  (16 PTS) (D. Daniels 3 AST),"[1642258, 1630700]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,,,,,22.35,Made,,,,,16.0,D. Daniels,1630700.0,3.0,,,,,,
396,PT08M06.00S,2024-11-19T04:27:13.5Z,3,REGULAR,3pt,Jump Shot,[],1628989,69.59592641261499,32.1078431372549,1610612758,71,72,2024-11-19T04:32:23Z,3800000,False,-89.0,233.0,1,right,MISS K. Huerter 24' pullup 3PT,[1628989],1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,,24.99,Missed,,,,,,,,,,,,,,
397,PT08M04.00S,2024-11-19T04:27:15.5Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,71,72,2024-11-19T04:32:23Z,3810000,False,,,0,,C. Capela REBOUND (Off:1 Def:10),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,396.0,11.0,10.0,1.0,,,,,,,,,,
398,PT07M51.00S,2024-11-19T04:27:29.6Z,3,REGULAR,turnover,lost ball,[],1642258,,,1610612737,71,72,2024-11-19T04:27:35Z,3820000,False,,,0,,Z. Risacher lost ball TURNOVER (2 TO),"[1642258, 1626168]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Mid-Range,16-24 Right,,2.0,Lyles,1626168.0,,,,,,,,,,,,,,,,
399,PT07M51.00S,2024-11-19T04:27:29.6Z,3,REGULAR,steal,,[],1626168,,,1610612758,71,72,2024-11-19T04:28:41Z,3830000,False,,,0,,T. Lyles STEAL (1 STL),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
400,PT07M39.00S,2024-11-19T04:27:42.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628368,85.62746386333771,4.901960784313726,1610612758,74,72,2024-11-19T04:33:03Z,3840000,False,-225.0,83.0,1,right,D. Fox 24' 3PT step back (17 PTS),[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,,,,,24.02,Made,,,,,17.0,,,,,,,,,
401,PT07M21.00S,2024-11-19T04:27:59.4Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,74,72,2024-11-19T04:28:06Z,3850000,False,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1628989]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,2.0,Huerter,1628989.0,,,,,,,,,,,,,,,,
402,PT07M21.00S,2024-11-19T04:27:59.4Z,3,REGULAR,steal,,[],1628989,,,1610612758,74,72,2024-11-19T04:28:02Z,3860000,False,,,0,,K. Huerter STEAL (2 STL),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
403,PT07M11.00S,2024-11-19T04:28:09.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631165,68.54467805519053,66.66666666666666,1610612758,77,72,2024-11-19T04:28:18Z,3870000,False,83.0,243.0,1,right,K. Ellis 25' 3PT pullup (21 PTS) (A. Len 1 AST),"[1631165, 203458]",1610612758.0,SAC,pullup,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,,,,,25.71,Made,,,,,21.0,A. Len,203458.0,1.0,,,,,,
405,PT07M09.00S,2024-11-19T04:28:17.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,77,72,2024-11-19T04:28:17Z,3890000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M52.00S,2024-11-19T04:31:27.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203991,5.601182654402102,40.44117647058824,1610612737,77,72,2024-11-19T04:34:32Z,3900000,False,48.0,0.0,1,left,MISS C. Capela floating Shot - blocked,"[203991, 203458]",1610612737.0,ATL,floating,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.78,Missed,,,,,,,,,,,,,Len,203458.0
408,PT06M52.00S,2024-11-19T04:31:27.9Z,3,REGULAR,block,,[],203458,,,1610612737,77,72,2024-11-19T04:31:31Z,3910000,False,,,0,,A. Len BLOCK (3 BLK),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
409,PT06M49.00S,2024-11-19T04:31:30.9Z,3,REGULAR,rebound,defensive,[],1628989,,,1610612758,77,72,2024-11-19T04:36:35Z,3920000,False,,,0,,K. Huerter REBOUND (Off:0 Def:3),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,407.0,3.0,3.0,0.0,,,,,,,,,,
410,PT06M34.00S,2024-11-19T04:31:44.1Z,3,REGULAR,3pt,Jump Shot,[],1631165,69.85873850197109,71.07843137254902,1610612758,80,72,2024-11-19T04:31:50Z,3930000,False,105.0,231.0,1,right,K. Ellis 25' 3PT  (24 PTS) (D. Fox 7 AST),"[1631165, 1628368]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,,,,,25.37,Made,,,,,24.0,D. Fox,1628368.0,7.0,,,,,,
412,PT06M20.00S,2024-11-19T04:31:59.7Z,3,REGULAR,2pt,Jump Shot,[],1630700,13.485545335085414,66.42156862745098,1610612737,80,72,2024-11-19T04:35:27Z,3950000,False,-82.0,74.0,1,left,MISS D. Daniels 11' driving floating bank Shot,[1630700],1610612737.0,ATL,driving floating bank,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,,,11.07,Missed,,,,,,,,,,,,,,
413,PT06M18.00S,2024-11-19T04:32:01.7Z,3,REGULAR,rebound,defensive,[],1628368,,,1610612758,80,72,2024-11-19T04:35:27Z,3960000,False,,,0,,D. Fox REBOUND (Off:0 Def:3),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,,,,,,,412.0,3.0,3.0,0.0,,,,,,,,,,
414,PT06M13.00S,2024-11-19T04:32:07.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631165,71.82982917214193,78.92156862745098,1610612758,80,72,2024-11-19T04:35:58Z,3970000,False,145.0,212.0,1,right,MISS K. Ellis 25' running 3PT,[1631165],1610612758.0,SAC,running,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,,,,,25.69,Missed,,,,,,,,,,,,,,
415,PT06M11.00S,2024-11-19T04:32:09.6Z,3,REGULAR,rebound,defensive,[],1629726,,,1610612737,80,72,2024-11-19T04:35:58Z,3980000,False,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Right Center,,,,,,,414.0,1.0,1.0,0.0,,,,,,,,,,
416,PT06M06.00S,2024-11-19T04:32:13.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630700,5.469776609724048,51.225490196078425,1610612737,80,74,2024-11-19T04:36:25Z,3990000,False,-6.0,-1.0,1,left,D. Daniels running Layup (9 PTS) (G. Mathews 3 AST),"[1630700, 1629726]",1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,0.62,Made,,,,,9.0,G. Mathews,1629726.0,3.0,,,,,,
418,PT05M44.00S,2024-11-19T04:32:33.8Z,3,REGULAR,turnover,lost ball,[],1628989,,,1610612758,80,74,2024-11-19T04:32:38Z,4010000,False,,,0,,K. Huerter lost ball TURNOVER (2 TO),"[1628989, 1642258]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Right,,2.0,Risacher,1642258.0,,,,,,,,,,,,,,,,
419,PT05M44.00S,2024-11-19T04:32:33.8Z,3,REGULAR,steal,,[],1642258,,,1610612737,80,74,2024-11-19T04:32:35Z,4020000,False,,,0,,Z. Risacher STEAL (2 STL),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
420,PT05M34.00S,2024-11-19T04:32:43.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630700,22.28975032851511,10.294117647058822,1610612737,80,77,2024-11-19T04:32:52Z,4030000,False,199.0,157.0,1,left,D. Daniels 25' 3PT step back (12 PTS),[1630700],1610612737.0,ATL,step back,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,25.31,Made,,,,,12.0,,,,,,,,,
421,PT05M18.00S,2024-11-19T04:32:59.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,92.85479632063075,46.81372549019608,1610612758,82,77,2024-11-19T04:33:09Z,4040000,False,-16.0,15.0,1,right,D. Fox driving Layup (19 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,2.17,Made,,,,,19.0,,,,,,,,,
422,PT05M07.00S,2024-11-19T04:33:12.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,6.521024967148489,50.73529411764706,1610612737,82,77,2024-11-19T04:37:15Z,4050000,False,-4.0,9.0,1,left,MISS T. Young driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,0.95,Missed,,,,,,,,,,,,,,
423,PT05M05.00S,2024-11-19T04:33:14.3Z,3,REGULAR,rebound,defensive,[],1628989,,,1610612758,82,77,2024-11-19T04:37:15Z,4060000,False,,,0,,K. Huerter REBOUND (Off:0 Def:4),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,422.0,4.0,4.0,0.0,,,,,,,,,,
424,PT05M00.00S,2024-11-19T04:33:17.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631165,72.22404730617609,78.43137254901961,1610612758,85,77,2024-11-19T04:33:29Z,4070000,False,142.0,209.0,1,right,K. Ellis 25' 3PT running (27 PTS) (K. Huerter 2 AST),"[1631165, 1628989]",1610612758.0,SAC,running,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,,,,,25.25,Made,,,,,27.0,K. Huerter,1628989.0,2.0,,,,,,
426,PT04M58.00S,2024-11-19T04:33:24.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612737,85,77,2024-11-19T04:33:24Z,4090000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M58.00S,2024-11-19T04:34:03.5Z,3,REGULAR,substitution,out,[],1628368,,,1610612737,85,77,2024-11-19T04:34:55Z,4100000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M58.00S,2024-11-19T04:34:03.5Z,3,REGULAR,substitution,out,[],203458,,,1610612737,85,77,2024-11-19T04:34:55Z,4110000,False,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M58.00S,2024-11-19T04:34:03.5Z,3,REGULAR,substitution,out,[],203991,,,1610612737,85,77,2024-11-19T04:34:55Z,4120000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M58.00S,2024-11-19T04:34:03.5Z,3,REGULAR,substitution,out,[],1629726,,,1610612737,85,77,2024-11-19T04:34:55Z,4130000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M58.00S,2024-11-19T04:34:03.5Z,3,REGULAR,substitution,in,[],1629162,,,1610612737,85,77,2024-11-19T04:34:55Z,4140000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M58.00S,2024-11-19T04:34:03.5Z,3,REGULAR,substitution,in,[],1631115,,,1610612737,85,77,2024-11-19T04:34:55Z,4150000,False,,,0,,SUB in: O. Robinson,[1631115],1610612758.0,SAC,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M58.00S,2024-11-19T04:34:03.5Z,3,REGULAR,substitution,in,[],1630168,,,1610612737,85,77,2024-11-19T04:34:55Z,4160000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M58.00S,2024-11-19T04:34:03.5Z,3,REGULAR,substitution,in,[],203992,,,1610612737,85,77,2024-11-19T04:34:55Z,4170000,False,,,0,,SUB in: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M42.00S,2024-11-19T04:35:10.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,12.434296977660972,50.98039215686274,1610612737,85,79,2024-11-19T04:39:23Z,4180000,False,-5.0,64.0,1,left,D. Daniels 6' driving floating Jump Shot (14 PTS) (Z. Risacher 1 AST),"[1630700, 1642258]",1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.46,Made,,,,,14.0,Z. Risacher,1642258.0,1.0,,,,,,
436,PT04M27.00S,2024-11-19T04:35:29.6Z,3,REGULAR,foul,personal,['2freethrow'],1642258,,,1610612758,85,79,2024-11-19T04:35:51Z,4190000,False,,,0,,Z. Risacher shooting personal FOUL (3 PF) (Lyles 2 FT),"[1642258, 1626168]",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,2002.0,,,,,,,,,,,,,,3.0,0.0,Lyles,1626168.0,,
438,PT04M27.00S,2024-11-19T04:36:10.9Z,3,REGULAR,freethrow,1 of 2,[],1626168,,,1610612758,85,79,2024-11-19T04:36:10Z,4210000,False,,,0,,MISS T. Lyles Free Throw 1 of 2,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
439,PT04M27.00S,2024-11-19T04:36:10.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,85,79,2024-11-19T04:36:10Z,4220000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,438.0,,,,,,,,,,,,,
440,PT04M27.00S,2024-11-19T04:36:12.2Z,3,REGULAR,substitution,out,[],1630700,,,1610612758,85,79,2024-11-19T04:36:25Z,4230000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M27.00S,2024-11-19T04:36:12.2Z,3,REGULAR,substitution,out,[],1642258,,,1610612758,85,79,2024-11-19T04:36:25Z,4240000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M27.00S,2024-11-19T04:36:12.2Z,3,REGULAR,substitution,in,[],1631223,,,1610612758,85,79,2024-11-19T04:36:25Z,4250000,False,,,0,,SUB in: D. Roddy,[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
