actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
604,PT03M32.00S,2025-01-16T04:08:11.6Z,4,REGULAR,rebound,offensive,[],1641706,,,1610612766,105,106,2025-01-16T04:19:43Z,5940000,False,,,0,,B. Miller REBOUND (Off:2 Def:2),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,603.0,4.0,2.0,2.0,,,,,,
607,PT03M26.00S,2025-01-16T04:08:17.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,73.9323258869908,3.431372549019608,1610612766,105,106,2025-01-16T04:09:03Z,5970000,False,-233.0,193.0,1,right,MISS L. Ball 30' pullup 3PT - blocked,"[1630163, 1631117]",1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,30.21,Missed,,,,,,,Kessler,1631117.0,,,,,,,,,,
608,PT03M26.00S,2025-01-16T04:08:17.8Z,4,REGULAR,block,,[],1631117,,,1610612766,105,106,2025-01-16T04:08:20Z,5980000,False,,,0,,W. Kessler BLOCK (2 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
609,PT03M22.00S,2025-01-16T04:08:21.8Z,4,REGULAR,rebound,offensive,[],1631109,,,1610612766,105,106,2025-01-16T04:08:22Z,5990000,False,,,0,,M. Williams REBOUND (Off:6 Def:7),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,607.0,13.0,7.0,6.0,,,,,,
610,PT03M21.00S,2025-01-16T04:08:22.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628998,91.5407358738502,3.1862745098039214,1610612766,105,109,2025-01-16T04:08:27Z,6000000,False,-234.0,27.0,1,right,C. Martin 3PT  (9 PTS) (M. Williams 2 AST),"[1628998, 1631109]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,23.57,Made,9.0,M. Williams,1631109.0,2.0,,,,,,,,,,,,,,
612,PT02M55.00S,2025-01-16T04:08:51.9Z,4,REGULAR,foul,personal,[],1628970,,,1610612762,105,109,2025-01-16T04:18:03Z,6020000,False,,,0,,M. Bridges personal FOUL (3 PF),"[1628970, 1642268]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,,,,,,,1627964.0,,,,,,,,,,3.0,0.0,Collier,1642268.0
614,PT02M53.00S,2025-01-16T04:09:15.5Z,4,REGULAR,turnover,bad pass,[],1642268,,,1610612762,105,109,2025-01-16T04:09:20Z,6040000,False,,,0,,I. Collier bad pass TURNOVER (4 TO),"[1642268, 1641706]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,,,,,,4.0,,,,,,,Miller,1641706.0,,,,
615,PT02M53.00S,2025-01-16T04:09:15.5Z,4,REGULAR,steal,,[],1641706,,,1610612766,105,109,2025-01-16T04:09:17Z,6050000,False,,,0,,B. Miller STEAL (2 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
616,PT02M50.00S,2025-01-16T04:09:18.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641706,92.46057818659659,55.14705882352941,1610612766,105,111,2025-01-16T05:04:38Z,6060000,False,26.0,18.0,1,right,B. Miller driving Layup (20 PTS),[1641706],1610612766.0,CHA,driving,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,3.16,Made,20.0,,,,,,,,,,,,,,,,,
617,PT02M37.00S,2025-01-16T04:09:32.6Z,4,REGULAR,foul,offensive,[],1631117,,,1610612762,105,111,2025-01-16T04:09:44Z,6070000,False,,,0,,W. Kessler offensive FOUL (2 PF),"[1631117, 1631109]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627962.0,,,,,,,,,,2.0,0.0,Williams,1631109.0
619,PT02M37.00S,2025-01-16T04:09:32.6Z,4,REGULAR,turnover,offensive foul,[],1631117,,,1610612762,105,111,2025-01-16T04:09:32Z,6090000,False,,,0,,W. Kessler offensive foul TURNOVER (1 TO),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627962.0,1.0,,,,,,,,,,,,
620,PT02M24.00S,2025-01-16T04:10:06.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641706,71.56701708278581,6.372549019607843,1610612766,105,111,2025-01-16T04:10:11Z,6100000,False,-218.0,215.0,1,right,MISS B. Miller 30' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,30.61,Missed,,,,,,,,,,,,,,,,,,
621,PT02M21.00S,2025-01-16T04:10:09.4Z,4,REGULAR,rebound,defensive,[],1631117,,,1610612762,105,111,2025-01-16T04:10:11Z,6110000,False,,,0,,W. Kessler REBOUND (Off:3 Def:4),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,620.0,7.0,4.0,3.0,,,,,,
622,PT02M12.00S,2025-01-16T04:10:18.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,6.1268068331143235,54.41176470588235,1610612762,107,111,2025-01-16T04:10:23Z,6120000,False,-22.0,5.0,1,left,W. Kessler alley-oop DUNK (10 PTS) (B. Sensabaugh 4 AST),"[1631117, 1641729]",1610612762.0,UTA,alley-oop,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.27,Made,10.0,B. Sensabaugh,1641729.0,4.0,,,,,,,,,,,,,,
624,PT01M52.00S,2025-01-16T04:10:37.8Z,4,REGULAR,3pt,Jump Shot,[],1630163,68.15045992115637,19.11764705882353,1610612766,107,111,2025-01-16T04:10:43Z,6140000,False,-154.0,247.0,1,right,MISS L. Ball 29' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,29.12,Missed,,,,,,,,,,,,,,,,,,
625,PT01M50.00S,2025-01-16T04:10:39.8Z,4,REGULAR,rebound,defensive,[],1631117,,,1610612762,107,111,2025-01-16T04:10:43Z,6150000,False,,,0,,W. Kessler REBOUND (Off:3 Def:5),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,624.0,8.0,5.0,3.0,,,,,,
626,PT01M34.00S,2025-01-16T04:10:56.4Z,4,REGULAR,3pt,Jump Shot,[],1641718,21.632720105124836,9.803921568627452,1610612762,107,111,2025-01-16T04:11:00Z,6160000,False,201.0,151.0,1,left,MISS K. George 25' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Right Center,25.13,Missed,,,,,,,,,,,,,,,,,,
627,PT01M30.00S,2025-01-16T04:11:00.4Z,4,REGULAR,rebound,defensive,[],1630163,,,1610612766,107,111,2025-01-16T04:11:00Z,6170000,False,,,0,,L. Ball REBOUND (Off:0 Def:6),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,626.0,6.0,6.0,0.0,,,,,,
628,PT01M23.00S,2025-01-16T04:11:09.5Z,4,REGULAR,foul,personal,['2freethrow'],1642268,,,1610612766,107,111,2025-01-16T04:11:18Z,6180000,False,,,0,,I. Collier shooting personal FOUL (2 PF) (Williams 2 FT),"[1642268, 1631109]",1610612762.0,UTA,shooting,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,203591.0,,,,,,,,,,2.0,0.0,Williams,1631109.0
630,PT01M23.00S,2025-01-16T04:11:33.7Z,4,REGULAR,freethrow,1 of 2,[],1631109,,,1610612766,107,112,2025-01-16T04:11:33Z,6200000,False,,,0,,M. Williams Free Throw 1 of 2 (26 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
631,PT01M23.00S,2025-01-16T04:11:53.8Z,4,REGULAR,freethrow,2 of 2,[],1631109,,,1610612766,107,113,2025-01-16T04:11:53Z,6210000,False,,,0,,M. Williams Free Throw 2 of 2 (27 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
632,PT01M15.00S,2025-01-16T04:12:08.8Z,4,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612762,107,113,2025-01-16T04:12:14Z,6220000,False,,,0,,L. Ball shooting personal FOUL (4 PF) (George 2 FT),"[1630163, 1641718]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627962.0,,,,,,,,,,4.0,0.0,George,1641718.0
634,PT01M15.00S,2025-01-16T04:12:34.3Z,4,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,108,113,2025-01-16T04:12:57Z,6240000,False,,,0,,K. George Free Throw 1 of 2 (23 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
635,PT01M15.00S,2025-01-16T04:12:34.3Z,4,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,108,113,2025-01-16T04:12:57Z,6250000,False,,,0,,MISS K. George Free Throw 2 of 2,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
636,PT01M13.00S,2025-01-16T04:12:36.3Z,4,REGULAR,rebound,defensive,[],1641706,,,1610612766,108,113,2025-01-16T04:12:57Z,6260000,False,,,0,,B. Miller REBOUND (Off:2 Def:3),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,635.0,5.0,3.0,2.0,,,,,,
637,PT00M55.20S,2025-01-16T04:13:15.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642268,,,1610612766,108,113,2025-01-16T04:13:34Z,6270000,False,,,0,,I. Collier personal FOUL (3 PF) (Williams 2 FT),"[1642268, 1631109]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203591.0,,,,,,,,,,3.0,0.0,Williams,1631109.0
639,PT00M55.20S,2025-01-16T04:13:41.1Z,4,REGULAR,freethrow,1 of 2,[],1631109,,,1610612766,108,114,2025-01-16T04:13:41Z,6290000,False,,,0,,M. Williams Free Throw 1 of 2 (28 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
640,PT00M55.20S,2025-01-16T04:13:57.7Z,4,REGULAR,freethrow,2 of 2,[],1631109,,,1610612766,108,115,2025-01-16T04:13:57Z,6300000,False,,,0,,M. Williams Free Throw 2 of 2 (29 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,29.0,,,,,,,,,,,,,,,,,
641,PT00M34.90S,2025-01-16T04:14:22.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631109,,,1610612762,108,115,2025-01-16T04:14:29Z,6310000,False,,,0,,M. Williams shooting personal FOUL (1 PF) (Kessler 2 FT),"[1631109, 1631117]",1610612766.0,CHA,shooting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,203591.0,,,,,,,,,,1.0,0.0,Kessler,1631117.0
643,PT00M34.90S,2025-01-16T04:14:49.7Z,4,REGULAR,freethrow,1 of 2,[],1631117,,,1610612762,108,115,2025-01-16T04:14:49Z,6330000,False,,,0,,MISS W. Kessler Free Throw 1 of 2,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
644,PT00M34.90S,2025-01-16T04:14:49.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,108,115,2025-01-16T04:14:49Z,6340000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,643.0,,,,,,,,,
645,PT00M34.90S,2025-01-16T04:15:08.3Z,4,REGULAR,freethrow,2 of 2,[],1631117,,,1610612762,109,115,2025-01-16T04:15:08Z,6350000,False,,,0,,W. Kessler Free Throw 2 of 2 (11 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
646,PT00M23.30S,2025-01-16T04:15:25.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641718,,,1610612766,109,115,2025-01-16T04:15:31Z,6360000,False,,,0,,K. George personal FOUL (3 PF) (Williams 2 FT),"[1641718, 1631109]",1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,16-24 Left,,,,,,,1627964.0,,,,,,,,,,3.0,0.0,Williams,1631109.0
648,PT00M23.30S,2025-01-16T04:15:55.5Z,4,REGULAR,freethrow,1 of 2,[],1631109,,,1610612766,109,115,2025-01-16T04:16:19Z,6380000,False,,,0,,MISS M. Williams Free Throw 1 of 2,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
649,PT00M23.30S,2025-01-16T04:15:55.5Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,109,115,2025-01-16T04:16:19Z,6390000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,648.0,,,,,,,,,
650,PT00M23.30S,2025-01-16T04:15:55.5Z,4,REGULAR,freethrow,2 of 2,[],1631109,,,1610612766,109,115,2025-01-16T04:16:19Z,6400000,False,,,0,,MISS M. Williams Free Throw 2 of 2,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
651,PT00M21.50S,2025-01-16T04:15:57.3Z,4,REGULAR,rebound,offensive,[],1628970,,,1610612766,109,115,2025-01-16T04:16:19Z,6410000,False,,,0,,M. Bridges REBOUND (Off:2 Def:8),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,650.0,10.0,8.0,2.0,,,,,,
652,PT00M18.10S,2025-01-16T04:16:17.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631109,91.27792378449409,47.794117647058826,1610612766,109,117,2025-01-16T04:16:22Z,6420000,False,-11.0,29.0,1,right,M. Williams DUNK (31 PTS) (L. Ball 9 AST),"[1631109, 1630163]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,3.15,Made,31.0,L. Ball,1630163.0,9.0,,,,,,,,,,,,,,
654,PT00M13.30S,2025-01-16T04:16:26.4Z,4,REGULAR,3pt,Jump Shot,[],1641718,6.258212877792378,3.1862745098039214,1610612762,112,117,2025-01-16T04:16:31Z,6440000,False,234.0,6.0,1,left,K. George 3PT  (26 PTS) (I. Collier 10 AST),"[1641718, 1642268]",1610612762.0,UTA,,,,George,K. George,,,,,Right Corner 3,24+ Right,23.42,Made,26.0,I. Collier,1642268.0,10.0,,,,,,,,,,,,,,
656,PT00M12.40S,2025-01-16T04:16:36.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,112,117,2025-01-16T04:16:36Z,6460000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M12.40S,2025-01-16T04:18:05.8Z,4,REGULAR,substitution,out,[],1631109,,,1610612766,112,117,2025-01-16T04:18:08Z,6470000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M12.40S,2025-01-16T04:18:05.8Z,4,REGULAR,substitution,in,[],203552,,,1610612766,112,117,2025-01-16T04:18:08Z,6480000,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M11.40S,2025-01-16T04:18:25.0Z,4,REGULAR,turnover,out-of-bounds,[],1628998,,,1610612766,112,117,2025-01-16T04:18:33Z,6490000,False,,,0,,C. Martin lost ball out-of-bounds TURNOVER (2 TO),[1628998],1610612766.0,CHA,lost ball,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,203591.0,2.0,,,,,,,,,,,,
660,PT00M11.40S,2025-01-16T04:18:39.4Z,4,REGULAR,substitution,out,[],203552,,,1610612762,112,117,2025-01-16T04:18:53Z,6500000,False,,,0,,SUB out: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M11.40S,2025-01-16T04:18:39.4Z,4,REGULAR,substitution,in,[],1630182,,,1610612762,112,117,2025-01-16T04:18:53Z,6510000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M11.40S,2025-01-16T04:18:56.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612762,112,117,2025-01-16T04:18:56Z,6520000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M11.40S,2025-01-16T04:19:56.2Z,4,REGULAR,substitution,out,[],1631117,,,1610612762,112,117,2025-01-16T04:20:06Z,6530000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M11.40S,2025-01-16T04:19:56.2Z,4,REGULAR,substitution,in,[],1630695,,,1610612762,112,117,2025-01-16T04:20:06Z,6540000,False,,,0,,SUB in: M. Potter,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M11.40S,2025-01-16T04:19:56.2Z,4,REGULAR,substitution,out,[],1630163,,,1610612762,112,117,2025-01-16T04:20:16Z,6550000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M11.40S,2025-01-16T04:19:56.2Z,4,REGULAR,substitution,in,[],1631109,,,1610612762,112,117,2025-01-16T04:20:16Z,6560000,False,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M06.30S,2025-01-16T04:20:32.1Z,4,REGULAR,turnover,bad pass,[],1642268,,,1610612762,112,117,2025-01-16T04:20:36Z,6570000,False,,,0,,I. Collier bad pass TURNOVER (5 TO),"[1642268, 1641706]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,,,,,,5.0,,,,,,,Miller,1641706.0,,,,
668,PT00M06.30S,2025-01-16T04:20:32.1Z,4,REGULAR,steal,,[],1641706,,,1610612766,112,117,2025-01-16T04:24:34Z,6580000,False,,,0,,B. Miller STEAL (3 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
669,PT00M00.00S,2025-01-16T04:20:41.1Z,4,REGULAR,period,end,[],0,,,1610612766,112,117,2025-01-16T04:20:41Z,6590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M00.00S,2025-01-16T04:20:44.5Z,4,REGULAR,game,end,[],0,,,0,112,117,2025-01-16T04:20:44Z,6600000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
