actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
597,PT00M47.00S,2024-11-29T19:16:10.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,92,96,2024-11-29T19:16:15Z,5880000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,596.0,,,,,,,,,,,,,,,,
598,PT00M47.00S,2024-11-29T19:16:13.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612766,92,96,2024-11-29T19:16:21Z,5890000,False,,,0,,J. Brunson loose ball personal FOUL (4 PF) (Martin 2 FT),"[1628973, 1628998]",1610612752.0,NYK,loose ball,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,,,,,2003.0,,,,4.0,0.0,Martin,1628998.0,,,,,,,,
600,PT00M47.00S,2024-11-29T19:16:38.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628998,,,1610612766,92,96,2024-11-29T19:16:38Z,5910000,False,,,0,,MISS C. Martin Free Throw 1 of 2,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
601,PT00M47.00S,2024-11-29T19:16:38.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,92,96,2024-11-29T19:16:38Z,5920000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,,
602,PT00M47.00S,2024-11-29T19:16:57.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628998,,,1610612766,93,96,2024-11-29T19:16:57Z,5930000,False,,,0,,C. Martin Free Throw 2 of 2 (9 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
603,PT00M33.60S,2024-11-29T19:17:16.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,85.75886990801577,45.83333333333333,1610612752,93,96,2024-11-29T19:20:36Z,5940000,False,-21.0,81.0,1,right,MISS J. Brunson 8' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,8.4,Missed,,,,,,,,,,,,,,,,,,
604,PT00M31.80S,2024-11-29T19:17:18.1Z,4,REGULAR,rebound,defensive,[],1641706,,,1610612766,93,96,2024-11-29T19:20:36Z,5950000,False,,,0,,B. Miller REBOUND (Off:3 Def:2),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,603.0,,,,,,,,,5.0,2.0,3.0,,,,,
605,PT00M23.50S,2024-11-29T19:17:26.4Z,4,REGULAR,3pt,Jump Shot,[],1628998,8.09789750328515,97.79411764705883,1610612766,93,96,2024-11-29T19:21:18Z,5960000,False,-239.0,24.0,1,left,MISS C. Martin 24' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,24.02,Missed,,,,,,,,,,,,,,,,,,
606,PT00M21.30S,2024-11-29T19:17:28.6Z,4,REGULAR,rebound,defensive,[],1628973,,,1610612752,93,96,2024-11-29T19:21:18Z,5970000,False,,,0,,J. Brunson REBOUND (Off:0 Def:6),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,,,,605.0,,,,,,,,,6.0,6.0,0.0,,,,,
607,PT00M14.20S,2024-11-29T19:17:36.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642275,,,1610612752,93,96,2024-11-29T19:22:17Z,5980000,False,,,0,,T. Salaün take personal FOUL (4 PF) (Brunson 2 FT),"[1642275, 1628973]",1610612766.0,CHA,take,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Left Center,,,,,1628954.0,,,,4.0,0.0,Brunson,1628973.0,,,,,,,,
609,PT00M14.20S,2024-11-29T19:18:08.3Z,4,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,93,97,2024-11-29T19:22:23Z,6000000,False,,,0,,J. Brunson Free Throw 1 of 2 (29 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,29.0,,,,,,,,,,,,,,,,,
610,PT00M14.20S,2024-11-29T19:18:19.3Z,4,REGULAR,substitution,out,[],1630182,,,1610612752,93,97,2024-11-29T19:18:27Z,6010000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT00M14.20S,2024-11-29T19:18:19.3Z,4,REGULAR,substitution,in,[],201959,,,1610612752,93,97,2024-11-29T19:18:27Z,6020000,False,,,0,,SUB in: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT00M14.20S,2024-11-29T19:18:08.3Z,4,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,93,97,2024-11-29T19:22:23Z,6030000,False,,,0,,MISS J. Brunson Free Throw 2 of 2,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
613,PT00M13.00S,2024-11-29T19:18:09.5Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612766,93,97,2024-11-29T19:18:48Z,6040000,False,,,0,,C. Martin REBOUND (Off:2 Def:5),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,612.0,,,,,,,,,7.0,5.0,2.0,,,,,
614,PT00M13.00S,2024-11-29T19:18:49.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,93,97,2024-11-29T19:18:49Z,6050000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT00M13.00S,2024-11-29T19:19:38.3Z,4,REGULAR,substitution,out,[],201959,,,1610612766,93,97,2024-11-29T19:20:24Z,6060000,False,,,0,,SUB out: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT00M13.00S,2024-11-29T19:19:38.3Z,4,REGULAR,substitution,out,[],1628973,,,1610612766,93,97,2024-11-29T19:20:24Z,6070000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT00M13.00S,2024-11-29T19:19:38.3Z,4,REGULAR,substitution,in,[],1630182,,,1610612766,93,97,2024-11-29T19:20:24Z,6080000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT00M13.00S,2024-11-29T19:19:38.3Z,4,REGULAR,substitution,in,[],1628969,,,1610612766,93,97,2024-11-29T19:20:24Z,6090000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT00M11.40S,2024-11-29T19:20:41.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628384,,,1610612766,93,97,2024-11-29T19:20:52Z,6100000,False,,,0,,O. Anunoby shooting personal FOUL (4 PF) (Miller 2 FT),"[1628384, 1641706]",1610612752.0,NYK,shooting,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,1628954.0,,,,4.0,0.0,Miller,1641706.0,,,,,,,,
621,PT00M11.40S,2024-11-29T19:21:06.8Z,4,REGULAR,freethrow,1 of 2,[],1641706,,,1610612766,94,97,2024-11-29T19:21:06Z,6120000,False,,,0,,B. Miller Free Throw 1 of 2 (19 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
622,PT00M11.40S,2024-11-29T19:21:07.8Z,4,REGULAR,substitution,out,[],1630540,,,1610612766,94,97,2024-11-29T19:21:23Z,6130000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M11.40S,2024-11-29T19:21:07.8Z,4,REGULAR,substitution,out,[],1628969,,,1610612766,94,97,2024-11-29T19:21:23Z,6140000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT00M11.40S,2024-11-29T19:21:07.8Z,4,REGULAR,substitution,in,[],1630579,,,1610612766,94,97,2024-11-29T19:21:23Z,6150000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT00M11.40S,2024-11-29T19:21:07.8Z,4,REGULAR,substitution,in,[],1628973,,,1610612766,94,97,2024-11-29T19:21:23Z,6160000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M11.40S,2024-11-29T19:21:33.9Z,4,REGULAR,freethrow,2 of 2,[],1641706,,,1610612766,95,97,2024-11-29T19:21:33Z,6170000,False,,,0,,B. Miller Free Throw 2 of 2 (20 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
627,PT00M11.40S,2024-11-29T19:21:42.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,95,97,2024-11-29T19:21:42Z,6180000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M11.40S,2024-11-29T19:22:10.0Z,4,REGULAR,substitution,out,[],1630579,,,1610612752,95,97,2024-11-29T19:23:07Z,6190000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT00M11.40S,2024-11-29T19:22:10.0Z,4,REGULAR,substitution,in,[],1630540,,,1610612752,95,97,2024-11-29T19:23:07Z,6200000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT00M08.60S,2024-11-29T19:23:52.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628998,,,1610612752,95,97,2024-11-29T19:24:02Z,6210000,False,,,0,,C. Martin take personal FOUL (1 PF) (Brunson 2 FT),"[1628998, 1628973]",1610612766.0,CHA,take,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,2003.0,,,,1.0,0.0,Brunson,1628973.0,,,,,,,,
632,PT00M08.60S,2024-11-29T19:24:26.4Z,4,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,95,98,2024-11-29T19:24:26Z,6230000,False,,,0,,J. Brunson Free Throw 1 of 2 (30 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,30.0,,,,,,,,,,,,,,,,,
633,PT00M08.60S,2024-11-29T19:24:45.0Z,4,REGULAR,substitution,out,[],1630182,,,1610612752,95,98,2024-11-29T19:24:53Z,6240000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT00M08.60S,2024-11-29T19:24:45.0Z,4,REGULAR,substitution,out,[],1626157,,,1610612752,95,98,2024-11-29T19:24:53Z,6250000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M08.60S,2024-11-29T19:24:45.0Z,4,REGULAR,substitution,in,[],201959,,,1610612752,95,98,2024-11-29T19:24:53Z,6260000,False,,,0,,SUB in: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT00M08.60S,2024-11-29T19:24:45.0Z,4,REGULAR,substitution,in,[],1628969,,,1610612752,95,98,2024-11-29T19:24:53Z,6270000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M08.60S,2024-11-29T19:25:15.1Z,4,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,95,99,2024-11-29T19:25:15Z,6280000,False,,,0,,J. Brunson Free Throw 2 of 2 (31 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,31.0,,,,,,,,,,,,,,,,,
638,PT00M08.60S,2024-11-29T19:25:18.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,95,99,2024-11-29T19:25:18Z,6290000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT00M08.60S,2024-11-29T19:26:10.2Z,4,REGULAR,substitution,out,[],201959,,,1610612766,95,99,2024-11-29T19:26:45Z,6300000,False,,,0,,SUB out: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT00M08.60S,2024-11-29T19:26:10.2Z,4,REGULAR,substitution,in,[],1630182,,,1610612766,95,99,2024-11-29T19:26:45Z,6310000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M06.40S,2024-11-29T19:27:01.8Z,4,REGULAR,3pt,Jump Shot,[],1642275,28.07161629434954,9.803921568627452,1610612766,95,99,2024-11-29T19:28:47Z,6320000,False,201.0,211.0,1,left,MISS T. Salaün 29' 3PT,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Right Center,29.17,Missed,,,,,,,,,,,,,,,,,,
642,PT00M03.50S,2024-11-29T19:27:04.7Z,4,REGULAR,rebound,offensive,[],1641706,,,1610612766,95,99,2024-11-29T19:29:01Z,6330000,False,,,0,,B. Miller REBOUND (Off:4 Def:2),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,,641.0,,,,,,,,,6.0,2.0,4.0,,,,,
644,PT00M00.00S,2024-11-29T19:27:25.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630182,5.995400788436268,97.54901960784314,1610612766,98,99,2024-11-29T19:27:30Z,6350000,False,-238.0,4.0,1,left,J. Green 3PT  (15 PTS) (C. Martin 5 AST),"[1630182, 1628998]",1610612766.0,CHA,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.77,Made,15.0,,,C. Martin,1628998.0,5.0,,,,,,,,,,,,
648,PT00M00.00S,2024-11-29T19:28:56.0Z,4,REGULAR,period,end,[],0,,,1610612752,98,99,2024-11-29T19:28:56Z,6390000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M00.00S,2024-11-29T19:29:16.3Z,4,REGULAR,game,end,[],0,,,0,98,99,2024-11-29T19:29:16Z,6400000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
