actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,pointsTotal,area,areaDetail,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
249,PT05M37.00S,2024-11-30T23:50:50.4Z,2,REGULAR,rebound,defensive,[],203995,,,1610612766,41,35,2024-11-30T23:57:30Z,2450000,False,,,0,,V. Micić REBOUND (Off:1 Def:3),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,Above the Break 3,24+ Right Center,,248.0,4.0,3.0,1.0,,,,,,,,,,
250,PT05M20.00S,2024-11-30T23:51:07.6Z,2,REGULAR,3pt,Jump Shot,[],1630182,92.9862023653088,96.32352941176471,1610612766,41,35,2024-11-30T23:57:54Z,2460000,False,232.0,13.0,1,right,MISS J. Green 3PT,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,Missed,,Right Corner 3,24+ Right,23.2,,,,,,,,,,,,,,
251,PT05M18.00S,2024-11-30T23:51:09.6Z,2,REGULAR,rebound,defensive,[],1629726,,,1610612737,41,35,2024-11-30T23:57:54Z,2470000,False,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,Right Corner 3,24+ Right,,250.0,1.0,1.0,0.0,,,,,,,,,,
252,PT05M09.00S,2024-11-30T23:51:19.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,6.389618922470433,49.754901960784316,1610612737,41,35,2024-11-30T23:58:57Z,2480000,False,1.0,8.0,1,left,MISS C. Capela cutting DUNK - blocked,"[203991, 1630208]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,,,,Missed,,Restricted Area,0-8 Center,0.77,,,,,,,,,,,,,Richards,1630208.0
253,PT05M09.00S,2024-11-30T23:51:19.6Z,2,REGULAR,block,,[],1630208,,,1610612737,41,35,2024-11-30T23:51:21Z,2490000,False,,,0,,N. Richards BLOCK (2 BLK),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
254,PT05M08.00S,2024-11-30T23:51:20.6Z,2,REGULAR,rebound,offensive,[],1630700,,,1610612737,41,35,2024-11-30T23:58:57Z,2500000,False,,,0,,D. Daniels REBOUND (Off:1 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,Restricted Area,0-8 Center,,252.0,3.0,2.0,1.0,,,,,,,,,,
255,PT05M04.00S,2024-11-30T23:51:24.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630700,5.590000152587891,50.0,1610612737,41,37,2024-11-30T23:59:16Z,2510000,False,0.0,0.0,1,left,D. Daniels putback Layup (4 PTS),[1630700],1610612737.0,ATL,putback,,,Daniels,D. Daniels,,,,,,,,Made,4.0,Restricted Area,0-8 Center,0.0,,,,,,,,,,,,,,
256,PT04M43.00S,2024-11-30T23:51:45.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203995,89.17542706964521,49.01960784313725,1610612766,41,37,2024-11-30T23:59:37Z,2520000,False,-5.0,49.0,1,right,MISS V. Micić driving floating Shot,[203995],1610612766.0,CHA,driving floating,,,Micić,V. Micić,,,,,,,,Missed,,In The Paint (Non-RA),0-8 Center,4.95,,,,,,,,,,,,,,
257,PT04M41.00S,2024-11-30T23:51:47.6Z,2,REGULAR,rebound,offensive,[],203995,,,1610612766,41,37,2024-11-30T23:59:37Z,2530000,False,,,0,,V. Micić REBOUND (Off:2 Def:3),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,256.0,5.0,3.0,2.0,,,,,,,,,,
258,PT04M38.00S,2024-11-30T23:51:49.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642275,68.67608409986859,68.87254901960785,1610612766,41,37,2024-11-30T23:59:53Z,2540000,False,94.0,242.0,1,right,MISS T. Salaün 25' 3PT,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,Missed,,Above the Break 3,24+ Right Center,25.97,,,,,,,,,,,,,,
259,PT04M35.00S,2024-11-30T23:51:52.4Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,41,37,2024-11-30T23:59:53Z,2550000,False,,,0,,C. Capela REBOUND (Off:2 Def:8),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,Above the Break 3,24+ Right Center,,258.0,10.0,8.0,2.0,,,,,,,,,,
260,PT04M33.00S,2024-11-30T23:51:56.6Z,2,REGULAR,foul,personal,[],203995,,,1610612737,41,37,2024-11-30T23:54:21Z,2560000,False,,,0,,V. Micić personal FOUL (1 PF),"[203995, 1629027]",1610612766.0,CHA,,,,Micić,V. Micić,,,,,200834.0,1.0,0.0,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,Young,1629027.0,,
262,PT04M33.00S,2024-11-30T23:52:14.8Z,2,REGULAR,substitution,out,[],203991,,,1610612737,41,37,2024-11-30T23:52:41Z,2580000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M33.00S,2024-11-30T23:52:14.8Z,2,REGULAR,substitution,out,[],1629726,,,1610612737,41,37,2024-11-30T23:52:41Z,2590000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M33.00S,2024-11-30T23:52:14.8Z,2,REGULAR,substitution,in,[],1630168,,,1610612737,41,37,2024-11-30T23:52:41Z,2600000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M33.00S,2024-11-30T23:52:14.8Z,2,REGULAR,substitution,in,[],1630552,,,1610612737,41,37,2024-11-30T23:52:41Z,2610000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M23.00S,2024-11-30T23:52:49.7Z,2,REGULAR,3pt,Jump Shot,[],1630700,23.73521681997372,85.04901960784314,1610612737,41,37,2024-12-01T00:00:39Z,2620000,False,-175.0,171.0,1,left,MISS D. Daniels 24' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Missed,,Above the Break 3,24+ Left Center,24.45,,,,,,,,,,,,,,
267,PT04M21.00S,2024-11-30T23:52:51.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,41,37,2024-12-01T00:00:39Z,2630000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,Above the Break 3,24+ Left Center,,266.0,,,,,,,,,,,,,
268,PT04M21.00S,2024-11-30T23:53:01.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203995,,,1610612737,41,37,2024-12-01T00:01:00Z,2640000,False,,,0,,V. Micić loose ball personal FOUL (2 PF) (Okongwu 2 FT),"[203995, 1630168]",1610612766.0,CHA,loose ball,,,Micić,V. Micić,,,,,1626300.0,2.0,0.0,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,Okongwu,1630168.0,,
270,PT04M21.00S,2024-11-30T23:53:21.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630168,,,1610612737,41,38,2024-11-30T23:53:21Z,2660000,False,,,0,,O. Okongwu Free Throw 1 of 2 (5 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
271,PT04M21.00S,2024-11-30T23:53:22.4Z,2,REGULAR,substitution,out,[],1630182,,,1610612737,41,38,2024-11-30T23:53:34Z,2670000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M21.00S,2024-11-30T23:53:22.4Z,2,REGULAR,substitution,out,[],203995,,,1610612737,41,38,2024-11-30T23:53:34Z,2680000,False,,,0,,SUB out: V. Micić,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M21.00S,2024-11-30T23:53:22.4Z,2,REGULAR,substitution,in,[],1641733,,,1610612737,41,38,2024-11-30T23:53:34Z,2690000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M21.00S,2024-11-30T23:53:22.4Z,2,REGULAR,substitution,in,[],1642354,,,1610612737,41,38,2024-11-30T23:53:34Z,2700000,False,,,0,,SUB in: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M21.00S,2024-11-30T23:53:46.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630168,,,1610612737,41,39,2024-11-30T23:53:46Z,2710000,False,,,0,,O. Okongwu Free Throw 2 of 2 (6 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
276,PT04M10.00S,2024-11-30T23:53:59.5Z,2,REGULAR,3pt,Jump Shot,[],1642354,71.17279894875165,78.18627450980392,1610612766,44,39,2024-12-01T00:01:37Z,2720000,False,141.0,218.0,1,right,K. Simpson 26' 3PT pullup (8 PTS) (N. Richards 1 AST),"[1642354, 1630208]",1610612766.0,CHA,pullup,,,Simpson,K. Simpson,,,,,,,,Made,8.0,Above the Break 3,24+ Right Center,26.0,,,,,N. Richards,1630208.0,1.0,,,,,,,
278,PT04M08.00S,2024-11-30T23:54:06.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,44,39,2024-11-30T23:54:06Z,2740000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M54.00S,2024-11-30T23:57:15.1Z,2,REGULAR,3pt,Jump Shot,[],1629027,33.590670170827856,45.09803921568628,1610612737,44,42,2024-12-01T00:01:52Z,2750000,False,25.0,263.0,1,left,T. Young 26' 3PT pullup (3 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,,Made,3.0,Above the Break 3,24+ Center,26.44,,,,,,,,,,,,,,
280,PT03M45.00S,2024-11-30T23:57:26.3Z,2,REGULAR,turnover,bad pass,[],1642354,,,1610612766,44,42,2024-12-01T00:02:04Z,2760000,False,,,0,,K. Simpson bad pass TURNOVER (1 TO),"[1642354, 1630700]",1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,Daniels,1630700.0,,,,
281,PT03M45.00S,2024-11-30T23:57:26.3Z,2,REGULAR,steal,,[],1630700,,,1610612737,44,42,2024-11-30T23:57:28Z,2770000,False,,,0,,D. Daniels STEAL (2 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,
282,PT03M41.00S,2024-11-30T23:57:29.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630700,7.227332457293031,50.81571691176471,1610612737,44,44,2024-12-01T00:02:22Z,2780000,False,-4.0,15.0,1,left,D. Daniels running Layup (6 PTS),[1630700],1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,,,,Made,6.0,Restricted Area,0-8 Center,1.59,,,,,,,,,,,,,,
283,PT03M23.00S,2024-11-30T23:57:48.9Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612766,44,44,2024-11-30T23:57:59Z,2790000,False,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Richards 2 FT),"[1630168, 1630208]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,1626300.0,1.0,0.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,Richards,1630208.0,,
285,PT03M23.00S,2024-11-30T23:58:16.3Z,2,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,44,44,2024-11-30T23:58:16Z,2810000,False,,,0,,MISS N. Richards Free Throw 1 of 2,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
286,PT03M23.00S,2024-11-30T23:58:16.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,44,44,2024-11-30T23:58:16Z,2820000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,285.0,,,,,,,,,,,,,
287,PT03M23.00S,2024-11-30T23:58:34.7Z,2,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,45,44,2024-11-30T23:58:34Z,2830000,False,,,0,,N. Richards Free Throw 2 of 2 (4 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
288,PT03M07.00S,2024-11-30T23:58:54.9Z,2,REGULAR,3pt,Jump Shot,[],1629631,5.469776609724048,3.9215686274509802,1610612737,45,47,2024-11-30T23:58:59Z,2840000,False,230.0,-1.0,1,left,D. Hunter 3PT  (7 PTS) (T. Young 2 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,7.0,Right Corner 3,24+ Right,23.04,,,,,T. Young,1629027.0,2.0,,,,,,,
291,PT02M47.00S,2024-11-30T23:59:32.0Z,2,REGULAR,3pt,Jump Shot,[],1642354,69.46452036793693,24.754901960784316,1610612766,45,47,2024-12-01T00:03:20Z,2870000,False,-126.0,235.0,1,right,MISS K. Simpson 26' 3PT,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,Missed,,Above the Break 3,24+ Left Center,26.63,,,,,,,,,,,,,,
292,PT02M45.00S,2024-11-30T23:59:34.0Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,45,47,2024-12-01T00:03:20Z,2880000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,Above the Break 3,24+ Left Center,,291.0,1.0,1.0,0.0,,,,,,,,,,
331,PT02M34.00S,2024-11-30T23:59:47.1Z,2,REGULAR,turnover,lost ball,[],1630168,,,1610612737,45,47,2024-12-01T00:13:22Z,2915000,False,,,0,,O. Okongwu lost ball TURNOVER (1 TO),"[1630168, 1642354]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,Simpson,1642354.0,,,,
332,PT02M34.00S,2024-11-30T23:59:47.1Z,2,REGULAR,steal,,[],1642354,,,1610612766,45,47,2024-12-01T00:06:53Z,2917500,False,,,0,,K. Simpson STEAL (1 STL),[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
296,PT02M28.00S,2024-11-30T23:59:50.6Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641733,64.20827858081472,37.5,1610612766,45,47,2024-12-01T00:06:53Z,2920000,False,-62.0,284.0,1,right,MISS N. Smith Jr. 29' running 3PT,[1641733],1610612766.0,CHA,running,,,Smith Jr.,N. Smith Jr.,,,,,,,,Missed,,Above the Break 3,24+ Center,29.07,,,,,,,,,,,,,,
297,PT02M26.00S,2024-11-30T23:59:52.6Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,45,47,2024-12-01T00:06:50Z,2930000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,Above the Break 3,24+ Center,,296.0,2.0,2.0,0.0,,,,,,,,,,
298,PT02M15.00S,2024-12-01T00:00:01.5Z,2,REGULAR,3pt,Jump Shot,[],1630700,28.07161629434954,19.11764705882353,1610612737,45,47,2024-12-01T00:00:07Z,2940000,False,154.0,211.0,1,left,MISS D. Daniels 26' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Missed,,Above the Break 3,24+ Right Center,26.18,,,,,,,,,,,,,,
299,PT02M12.00S,2024-12-01T00:00:05.1Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,45,47,2024-12-01T00:00:05Z,2950000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,Above the Break 3,24+ Right Center,,298.0,3.0,1.0,2.0,,,,,,,,,,
300,PT02M10.00S,2024-12-01T00:00:07.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630552,28.07161629434954,77.94117647058823,1610612737,45,50,2024-12-01T00:00:10Z,2960000,False,-140.0,211.0,1,left,J. Johnson 25' 3PT  (8 PTS) (O. Okongwu 2 AST),"[1630552, 1630168]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,8.0,Above the Break 3,24+ Left Center,25.34,,,,,O. Okongwu,1630168.0,2.0,,,,,,,
330,PT01M44.00S,2024-12-01T00:00:23.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612766,45,50,2024-12-01T00:05:10Z,2985000,False,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,200834.0,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,
304,PT01M44.00S,2024-12-01T00:00:40.1Z,2,REGULAR,substitution,out,[],1641733,,,1610612737,45,50,2024-12-01T00:05:10Z,3000000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M44.00S,2024-12-01T00:00:40.1Z,2,REGULAR,substitution,in,[],1630182,,,1610612737,45,50,2024-12-01T00:05:10Z,3010000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT01M44.00S,2024-12-01T00:00:57.5Z,2,REGULAR,substitution,out,[],1642275,,,1610612737,45,50,2024-12-01T00:05:10Z,3020000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M44.00S,2024-12-01T00:00:57.5Z,2,REGULAR,substitution,in,[],1628998,,,1610612737,45,50,2024-12-01T00:05:10Z,3030000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M33.00S,2024-12-01T00:01:19.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,35.43035479632063,36.27450980392157,1610612737,45,53,2024-12-01T00:07:27Z,3040000,False,69.0,281.0,1,left,T. Young 28' 3PT pullup (6 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,,Made,6.0,Above the Break 3,24+ Center,28.88,,,,,,,,,,,,,,
309,PT01M15.00S,2024-12-01T00:01:39.3Z,2,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612766,45,53,2024-12-01T00:01:51Z,3050000,False,,,0,,D. Hunter shooting personal FOUL (1 PF) (Miller 2 FT),"[1629631, 1641706]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,1626300.0,1.0,0.0,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,Miller,1641706.0,,
311,PT01M15.00S,2024-12-01T00:02:05.5Z,2,REGULAR,freethrow,1 of 2,[],1641706,,,1610612766,46,53,2024-12-01T00:02:05Z,3070000,False,,,0,,B. Miller Free Throw 1 of 2 (15 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
312,PT01M15.00S,2024-12-01T00:02:06.2Z,2,REGULAR,substitution,out,[],1630208,,,1610612766,46,53,2024-12-01T00:02:08Z,3080000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M15.00S,2024-12-01T00:02:06.2Z,2,REGULAR,substitution,in,[],1631217,,,1610612766,46,53,2024-12-01T00:02:08Z,3090000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M15.00S,2024-12-01T00:02:23.0Z,2,REGULAR,freethrow,2 of 2,[],1641706,,,1610612766,47,53,2024-12-01T00:02:23Z,3100000,False,,,0,,B. Miller Free Throw 2 of 2 (16 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
315,PT00M50.50S,2024-12-01T00:02:49.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,14.4053876478318,58.57843137254902,1610612737,47,55,2024-12-01T00:02:53Z,3110000,False,-43.0,83.0,1,left,O. Okongwu 9' floating Jump Shot (8 PTS) (J. Johnson 5 AST),"[1630168, 1630552]",1610612737.0,ATL,floating,,,Okongwu,O. Okongwu,,,,,,,,Made,8.0,In The Paint (Non-RA),8-16 Center,9.33,,,,,J. Johnson,1630552.0,5.0,,,,,,,
317,PT00M30.50S,2024-12-01T00:03:10.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631217,93.64323258869908,48.28431372549019,1610612766,49,55,2024-12-01T00:08:45Z,3130000,False,-9.0,7.0,1,right,M. Diabaté cutting DUNK (2 PTS) (C. Martin 2 AST),"[1631217, 1628998]",1610612766.0,CHA,cutting,,,Diabaté,M. Diabaté,,,,,,,,Made,2.0,Restricted Area,0-8 Center,1.13,,,,,C. Martin,1628998.0,2.0,,,,,,,
319,PT00M30.50S,2024-12-01T00:03:12.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630168,,,1610612766,49,55,2024-12-01T00:03:20Z,3150000,False,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Diabaté 1 FT),"[1630168, 1631217]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,1626300.0,2.0,0.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,Diabaté,1631217.0,,
321,PT00M30.50S,2024-12-01T00:03:40.8Z,2,REGULAR,freethrow,1 of 1,[],1631217,,,1610612766,50,55,2024-12-01T00:03:40Z,3170000,False,,,0,,M. Diabaté Free Throw 1 of 1 (3 PTS),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
322,PT00M14.60S,2024-12-01T00:04:00.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,11.015522339027598,44.12147671568627,1610612737,50,55,2024-12-01T00:09:55Z,3180000,False,29.0,51.0,1,left,MISS T. Young driving Layup - blocked,"[1629027, 1631217]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,,,,Missed,,In The Paint (Non-RA),0-8 Center,5.89,,,,,,,,,,,,,Diabaté,1631217.0
323,PT00M14.60S,2024-12-01T00:04:00.4Z,2,REGULAR,block,,[],1631217,,,1610612737,50,55,2024-12-01T00:04:02Z,3190000,False,,,0,,M. Diabaté BLOCK (1 BLK),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,
324,PT00M12.00S,2024-12-01T00:04:03.0Z,2,REGULAR,rebound,defensive,[],1630182,,,1610612766,50,55,2024-12-01T00:09:22Z,3200000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,Restricted Area,0-8 Center,,322.0,1.0,1.0,0.0,,,,,,,,,,
325,PT00M08.00S,2024-12-01T00:04:05.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642354,93.38042049934296,51.71568627450981,1610612766,50,55,2024-12-01T00:04:12Z,3210000,False,9.0,10.0,1,right,MISS K. Simpson running Layup,[1642354],1610612766.0,CHA,running,,,Simpson,K. Simpson,,,,,,,,Missed,,Restricted Area,0-8 Center,1.3,,,,,,,,,,,,,,
326,PT00M07.20S,2024-12-01T00:04:05.8Z,2,REGULAR,rebound,offensive,[],1641706,,,1610612766,50,55,2024-12-01T00:10:34Z,3220000,False,,,0,,B. Miller REBOUND (Off:1 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,Restricted Area,0-8 Center,,325.0,2.0,1.0,1.0,,,,,,,,,,
327,PT00M00.90S,2024-12-01T00:04:13.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641706,70.12155059132719,21.07843137254902,1610612766,50,55,2024-12-01T00:11:17Z,3230000,False,-145.0,228.0,1,right,MISS B. Miller 27' step back 3PT,[1641706],1610612766.0,CHA,step back,,,Miller,B. Miller,,,,,,,,Missed,,Above the Break 3,24+ Left Center,27.03,,,,,,,,,,,,,,
328,PT00M00.10S,2024-12-01T00:04:14.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,50,55,2024-12-01T00:11:17Z,3240000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,Above the Break 3,24+ Left Center,,327.0,,,,,,,,,,,,,
329,PT00M00.00S,2024-12-01T00:04:23.6Z,2,REGULAR,period,end,[],0,,,1610612766,50,55,2024-12-01T00:04:23Z,3250000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2024-12-01T00:18:54.7Z,3,REGULAR,substitution,out,['startperiod'],1628998,,,1610612766,50,55,2024-12-01T00:19:37Z,3260000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2024-12-01T00:18:54.7Z,3,REGULAR,substitution,out,['startperiod'],1642354,,,1610612766,50,55,2024-12-01T00:19:37Z,3270000,False,,,0,,SUB out: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2024-12-01T00:18:54.7Z,3,REGULAR,substitution,out,['startperiod'],1629631,,,1610612766,50,55,2024-12-01T00:19:37Z,3280000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2024-12-01T00:18:54.7Z,3,REGULAR,substitution,out,['startperiod'],1630168,,,1610612766,50,55,2024-12-01T00:19:37Z,3290000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
