actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,area,areaDetail,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
522,PT08M19.00S,2023-01-16T22:03:42.4Z,4,REGULAR,substitution,in,[],1630631,,,1610612740,89,81,2023-01-16T22:04:48Z,5100000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT08M04.00S,2023-01-16T22:05:11.3Z,4,REGULAR,2pt,Jump Shot,[],1630530,7.703679369250986,19.362745098039216,1610612740,89,81,2023-01-16T22:05:15Z,5110000,False,153.0,20.0,1,left,MISS T. Murphy III 15' pullup Shot,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,15.45,Missed,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,
524,PT08M02.00S,2023-01-16T22:05:13.3Z,4,REGULAR,rebound,defensive,[],1630596,,,1610612739,89,81,2023-01-16T22:05:15Z,5120000,False,,,0,,E. Mobley REBOUND (Off:1 Def:7),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,Mid-Range,8-16 Right,523.0,8.0,7.0,1.0,,,,,,,,,,
525,PT07M41.00S,2023-01-16T22:05:35.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201937,82.21090670170827,38.48039215686275,1610612739,89,81,2023-01-16T22:05:39Z,5130000,False,-58.0,115.0,1,right,MISS R. Rubio 12' fadeaway Shot,[201937],1610612739.0,CLE,fadeaway,,,Rubio,R. Rubio,,,,,12.84,Missed,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,
526,PT07M39.00S,2023-01-16T22:05:37.0Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612740,89,81,2023-01-16T22:05:39Z,5140000,False,,,0,,D. Daniels REBOUND (Off:0 Def:3),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,In The Paint (Non-RA),8-16 Center,525.0,3.0,3.0,0.0,,,,,,,,,,
527,PT07M37.00S,2023-01-16T22:05:41.8Z,4,REGULAR,foul,personal,[],201937,,,1610612740,89,81,2023-01-16T22:05:48Z,5150000,False,,,0,,R. Rubio personal FOUL (3 PF),"[201937, 203468]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1628480.0,3.0,0.0,McCollum,203468.0
529,PT07M31.00S,2023-01-16T22:06:05.4Z,4,REGULAR,foul,personal,['3freethrow'],201937,,,1610612740,89,81,2023-01-16T22:06:17Z,5170000,False,,,0,,R. Rubio shooting personal FOUL (4 PF) (McCollum 3 FT),"[201937, 203468]",1610612739.0,CLE,shooting,,,Rubio,R. Rubio,,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1628480.0,4.0,0.0,McCollum,203468.0
531,PT07M31.00S,2023-01-16T22:06:44.8Z,4,REGULAR,freethrow,1 of 3,[],203468,,,1610612740,89,82,2023-01-16T22:07:23Z,5190000,False,,,0,,C. McCollum Free Throw 1 of 3 (19 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,,
532,PT07M31.00S,2023-01-16T22:06:44.8Z,4,REGULAR,freethrow,2 of 3,[],203468,,,1610612740,89,83,2023-01-16T22:07:23Z,5200000,False,,,0,,C. McCollum Free Throw 2 of 3 (20 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,,
533,PT07M31.00S,2023-01-16T22:06:44.8Z,4,REGULAR,freethrow,3 of 3,[],203468,,,1610612740,89,83,2023-01-16T22:07:23Z,5210000,False,,,0,,MISS C. McCollum Free Throw 3 of 3,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Missed,,,,,,,,,,,,,,,,,,,,
534,PT07M28.00S,2023-01-16T22:06:47.8Z,4,REGULAR,rebound,defensive,[],1630205,,,1610612739,89,83,2023-01-16T22:07:23Z,5220000,False,,,0,,L. Stevens REBOUND (Off:1 Def:2),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,533.0,3.0,2.0,1.0,,,,,,,,,,
535,PT07M05.00S,2023-01-16T22:07:43.9Z,4,REGULAR,3pt,Jump Shot,[],201937,65.52233902759527,39.950980392156865,1610612739,89,83,2023-01-16T22:07:50Z,5230000,False,-50.0,272.0,1,right,MISS R. Rubio 27' step back 3PT,[201937],1610612739.0,CLE,step back,,,Rubio,R. Rubio,,,,,27.62,Missed,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,
536,PT07M01.00S,2023-01-16T22:07:48.1Z,4,REGULAR,rebound,defensive,[],1630631,,,1610612740,89,83,2023-01-16T22:07:48Z,5240000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:3),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,Above the Break 3,24+ Center,535.0,3.0,3.0,0.0,,,,,,,,,,
537,PT06M55.00S,2023-01-16T22:07:55.7Z,4,REGULAR,turnover,out-of-bounds,[],203468,,,1610612740,89,83,2023-01-16T22:08:06Z,5250000,False,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (3 TO),[203468],1610612740.0,NOP,bad pass,,,McCollum,C. McCollum,,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,3.0,,,,,2530.0,,,,
538,PT06M38.00S,2023-01-16T22:08:18.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,66.5735873850197,50.73529411764706,1610612739,92,83,2023-01-16T22:08:23Z,5260000,False,4.0,262.0,1,right,D. Garland 26' 3PT  (21 PTS) (J. Allen 4 AST),"[1629636, 1628386]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,26.17,Made,21.0,J. Allen,1628386.0,4.0,Above the Break 3,24+ Center,,,,,,,,,,,,,,
540,PT06M27.00S,2023-01-16T22:08:30.0Z,4,REGULAR,3pt,Jump Shot,[],1630530,28.465834428383708,8.088235294117647,1610612740,92,83,2023-01-16T22:08:34Z,5280000,False,210.0,215.0,1,left,MISS T. Murphy III 30' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,30.03,Missed,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,
541,PT06M24.00S,2023-01-16T22:08:33.0Z,4,REGULAR,rebound,defensive,[],201937,,,1610612739,92,83,2023-01-16T22:08:34Z,5290000,False,,,0,,R. Rubio REBOUND (Off:0 Def:1),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,Above the Break 3,24+ Right Center,540.0,1.0,1.0,0.0,,,,,,,,,,
542,PT06M15.00S,2023-01-16T22:08:44.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630700,,,1610612739,92,83,2023-01-16T22:08:58Z,5300000,False,,,0,,D. Daniels shooting personal FOUL (2 PF) (Allen 2 FT),"[1630700, 1628386]",1610612740.0,NOP,shooting,,,Daniels,D. Daniels,,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628480.0,2.0,0.0,Allen,1628386.0
544,PT06M15.00S,2023-01-16T22:09:11.7Z,4,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,93,83,2023-01-16T22:09:11Z,5320000,False,,,0,,J. Allen Free Throw 1 of 2 (19 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,,
545,PT06M15.00S,2023-01-16T22:09:15.2Z,4,REGULAR,substitution,out,[],201937,,,1610612739,93,83,2023-01-16T22:09:23Z,5330000,False,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT06M15.00S,2023-01-16T22:09:15.2Z,4,REGULAR,substitution,in,[],1630171,,,1610612739,93,83,2023-01-16T22:09:23Z,5340000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT06M15.00S,2023-01-16T22:09:29.4Z,4,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,94,83,2023-01-16T22:09:29Z,5350000,False,,,0,,J. Allen Free Throw 2 of 2 (20 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,,
548,PT05M55.00S,2023-01-16T22:09:49.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,7.178055190538765,52.20588235294118,1610612740,94,85,2023-01-16T22:09:58Z,5360000,False,-11.0,15.0,1,left,T. Murphy III driving Layup (12 PTS) (C. McCollum 2 AST),"[1630530, 203468]",1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,1.86,Made,12.0,C. McCollum,203468.0,2.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,
549,PT05M34.00S,2023-01-16T22:10:11.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,91.67214191852825,55.63725490196079,1610612739,94,85,2023-01-16T22:10:16Z,5370000,False,28.0,26.0,1,right,MISS D. Garland driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,3.82,Missed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,
550,PT05M33.00S,2023-01-16T22:10:12.1Z,4,REGULAR,rebound,offensive,[],1628386,,,1610612739,94,85,2023-01-16T22:10:24Z,5380000,False,,,0,,J. Allen REBOUND (Off:6 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Restricted Area,0-8 Center,549.0,10.0,4.0,6.0,,,,,,,,,,
551,PT05M33.00S,2023-01-16T22:10:15.4Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628386,94.40999984741211,50.0,1610612739,96,85,2023-01-16T22:10:29Z,5390000,False,0.0,0.0,1,right,J. Allen tip Layup (22 PTS),[1628386],1610612739.0,CLE,tip,,,Allen,J. Allen,,,,,0.0,Made,22.0,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,
552,PT05M19.00S,2023-01-16T22:10:25.4Z,4,REGULAR,2pt,Jump Shot,[],203468,21.23850197109067,69.85294117647058,1610612740,96,87,2023-01-16T22:10:33Z,5400000,False,-99.0,147.0,1,left,C. McCollum 17' fadeaway Jump Shot (22 PTS),[203468],1610612740.0,NOP,fadeaway,,,McCollum,C. McCollum,,,,,17.75,Made,22.0,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,
553,PT04M57.00S,2023-01-16T22:10:47.2Z,4,REGULAR,3pt,Jump Shot,[],1630171,89.17542706964521,94.85294117647058,1610612739,99,87,2023-01-16T22:10:52Z,5410000,False,224.0,49.0,1,right,I. Okoro 3PT  (9 PTS) (J. Allen 5 AST),"[1630171, 1628386]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,22.97,Made,9.0,J. Allen,1628386.0,5.0,Right Corner 3,24+ Right,,,,,,,,,,,,,,
555,PT04M42.00S,2023-01-16T22:11:03.1Z,4,REGULAR,3pt,Jump Shot,[],1630530,11.251642575558476,2.941176470588235,1610612740,99,90,2023-01-16T22:11:08Z,5430000,False,235.0,53.0,1,left,T. Murphy III 24' 3PT  (15 PTS) (D. Daniels 3 AST),"[1630530, 1630700]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,24.13,Made,15.0,D. Daniels,1630700.0,3.0,Right Corner 3,24+ Right,,,,,,,,,,,,,,
557,PT04M15.00S,2023-01-16T22:11:29.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630171,92.59198423127464,52.94117647058824,1610612739,99,90,2023-01-16T22:11:35Z,5450000,False,15.0,17.0,1,right,MISS I. Okoro driving floating bank Shot,[1630171],1610612739.0,CLE,driving floating bank,,,Okoro,I. Okoro,,,,,2.25,Missed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,
558,PT04M13.00S,2023-01-16T22:11:31.8Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,99,90,2023-01-16T22:11:35Z,5460000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:11),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Restricted Area,0-8 Center,557.0,13.0,11.0,2.0,,,,,,,,,,
559,PT04M08.00S,2023-01-16T22:11:36.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203468,28.203022339027594,79.16666666666666,1610612740,99,93,2023-01-16T22:15:36Z,5470000,False,-146.0,213.0,1,left,C. McCollum 25' 3PT running pullup (25 PTS) (D. Daniels 4 AST),"[203468, 1630700]",1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,25.78,Made,25.0,D. Daniels,1630700.0,4.0,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,
560,PT04M08.00S,2023-01-16T22:11:43.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,99,93,2023-01-16T22:11:43Z,5480000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT04M08.00S,2023-01-16T22:12:43.4Z,4,REGULAR,substitution,out,[],1630700,,,1610612739,99,93,2023-01-16T22:13:08Z,5490000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT04M08.00S,2023-01-16T22:12:43.4Z,4,REGULAR,substitution,in,[],1630230,,,1610612739,99,93,2023-01-16T22:13:08Z,5500000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT03M47.00S,2023-01-16T22:13:41.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630171,92.46057818659659,51.225490196078425,1610612739,101,93,2023-01-16T22:16:36Z,5510000,False,6.0,18.0,1,right,I. Okoro cutting DUNK (11 PTS) (D. Garland 11 AST),"[1630171, 1629636]",1610612739.0,CLE,cutting,,,Okoro,I. Okoro,,,,,1.94,Made,11.0,D. Garland,1629636.0,11.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,
567,PT03M36.00S,2023-01-16T22:13:59.4Z,4,REGULAR,foul,offensive,['inpenalty'],202685,,,1610612740,101,93,2023-01-16T22:14:11Z,5530000,False,,,0,,J. Valanciunas offensive FOUL (3 PF),"[202685, 1629636]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,2530.0,3.0,0.0,Garland,1629636.0
569,PT03M36.00S,2023-01-16T22:13:59.4Z,4,REGULAR,turnover,offensive foul,[],202685,,,1610612740,101,93,2023-01-16T22:13:59Z,5550000,False,,,0,,J. Valanciunas offensive foul TURNOVER (4 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Mid-Range,8-16 Right,,,,,4.0,,,,,2530.0,,,,
570,PT03M17.00S,2023-01-16T22:14:26.8Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628386,88.51839684625493,39.46078431372549,1610612739,103,93,2023-01-16T22:17:17Z,5560000,False,-53.0,55.0,1,right,J. Allen 7' turnaround Hook (24 PTS),[1628386],1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,7.65,Made,24.0,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,
571,PT02M56.00S,2023-01-16T22:14:53.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202685,6.915243101182654,51.9607843137255,1610612740,103,95,2023-01-16T22:15:02Z,5570000,False,-10.0,13.0,1,left,J. Valanciunas turnaround Hook (18 PTS) (C. McCollum 3 AST),"[202685, 203468]",1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,1.59,Made,18.0,C. McCollum,203468.0,3.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,
573,PT02M56.00S,2023-01-16T22:15:02.2Z,4,REGULAR,foul,personal,['1freethrow'],1630205,,,1610612740,103,95,2023-01-16T22:15:16Z,5590000,False,,,0,,L. Stevens shooting personal FOUL (1 PF) (Valanciunas 1 FT),"[1630205, 202685]",1610612739.0,CLE,shooting,,,Stevens,L. Stevens,,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628480.0,1.0,0.0,Valanciunas,202685.0
575,PT02M56.00S,2023-01-16T22:15:23.5Z,4,REGULAR,freethrow,1 of 1,[],202685,,,1610612740,103,96,2023-01-16T22:15:23Z,5610000,False,,,0,,J. Valanciunas Free Throw 1 of 1 (19 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,,
577,PT02M34.00S,2023-01-16T22:15:53.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630171,92.46057818659659,49.754901960784316,1610612739,103,96,2023-01-16T22:16:01Z,5630000,False,-1.0,18.0,1,right,MISS I. Okoro driving DUNK,[1630171],1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,1.84,Missed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,
578,PT02M34.00S,2023-01-16T22:15:53.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612740,103,96,2023-01-16T22:16:01Z,5640000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,Restricted Area,0-8 Center,577.0,,,,,,,,,,,,,
580,PT02M23.00S,2023-01-16T22:16:07.4Z,4,REGULAR,3pt,Jump Shot,[],203468,24.917871222076215,11.27450980392157,1610612740,103,96,2023-01-16T22:16:12Z,5660000,False,194.0,182.0,1,left,MISS C. McCollum 26' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,26.55,Missed,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,
581,PT02M21.00S,2023-01-16T22:16:09.7Z,4,REGULAR,rebound,defensive,[],1630205,,,1610612739,103,96,2023-01-16T22:16:09Z,5670000,False,,,0,,L. Stevens REBOUND (Off:1 Def:3),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,Above the Break 3,24+ Right Center,580.0,4.0,3.0,1.0,,,,,,,,,,
582,PT01M59.00S,2023-01-16T22:16:33.6Z,4,REGULAR,3pt,Jump Shot,[],1629636,69.59592641261499,8.823529411764707,1610612739,106,96,2023-01-16T22:18:24Z,5680000,False,-206.0,233.0,1,right,D. Garland 31' 3PT pullup (24 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,31.12,Made,24.0,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,
583,PT01M42.00S,2023-01-16T22:16:55.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,7.835085413929041,50.98039215686274,1610612740,106,98,2023-01-16T22:17:09Z,5690000,False,-5.0,21.0,1,left,T. Murphy III driving Layup (17 PTS) (C. McCollum 4 AST),"[1630530, 203468]",1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,2.17,Made,17.0,C. McCollum,203468.0,4.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,
585,PT01M39.00S,2023-01-16T22:17:02.6Z,4,REGULAR,turnover,bad pass,[],1628386,,,1610612739,106,98,2023-01-16T22:17:12Z,5710000,False,,,0,,J. Allen bad pass TURNOVER (1 TO),"[1628386, 1630631]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,1.0,,,Alvarado,1630631.0,,,,,
586,PT01M39.00S,2023-01-16T22:17:02.6Z,4,REGULAR,steal,,[],1630631,,,1610612740,106,98,2023-01-16T22:17:06Z,5720000,False,,,0,,J. Alvarado STEAL (3 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,
587,PT01M27.00S,2023-01-16T22:17:18.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630205,,,1610612740,106,98,2023-01-16T22:17:29Z,5730000,False,,,0,,L. Stevens shooting personal FOUL (2 PF) (Valanciunas 2 FT),"[1630205, 202685]",1610612739.0,CLE,shooting,,,Stevens,L. Stevens,,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,2530.0,2.0,0.0,Valanciunas,202685.0
589,PT01M27.00S,2023-01-16T22:17:49.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],202685,,,1610612740,106,98,2023-01-16T22:17:49Z,5750000,False,,,0,,MISS J. Valanciunas Free Throw 1 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Missed,,,,,,,,,,,,,,,,,,,,
590,PT01M27.00S,2023-01-16T22:17:49.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,106,98,2023-01-16T22:17:49Z,5760000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,589.0,,,,,,,,,,,,,
591,PT01M27.00S,2023-01-16T22:18:08.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],202685,,,1610612740,106,99,2023-01-16T22:18:08Z,5770000,False,,,0,,J. Valanciunas Free Throw 2 of 2 (20 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,,
592,PT01M26.00S,2023-01-16T22:18:18.2Z,4,REGULAR,turnover,traveling,[],1630171,,,1610612739,106,99,2023-01-16T22:18:25Z,5780000,False,,,0,,I. Okoro traveling TURNOVER (1 TO),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,Mid-Range,8-16 Left,,,,,1.0,,,,,1628480.0,,,,
593,PT01M15.00S,2023-01-16T22:18:45.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203468,7.835085413929041,56.127450980392155,1610612740,106,99,2023-01-16T22:18:54Z,5790000,False,-31.0,21.0,1,left,MISS C. McCollum driving floating bank Shot,[203468],1610612740.0,NOP,driving floating bank,,,McCollum,C. McCollum,,,,,3.72,Missed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,
594,PT01M14.00S,2023-01-16T22:18:46.3Z,4,REGULAR,rebound,defensive,[],1629636,,,1610612739,106,99,2023-01-16T22:18:54Z,5800000,False,,,0,,D. Garland REBOUND (Off:2 Def:4),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,Restricted Area,0-8 Center,593.0,6.0,4.0,2.0,,,,,,,,,,
595,PT01M14.00S,2023-01-16T22:18:55.7Z,4,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203468,,,1610612739,106,99,2023-01-16T22:19:03Z,5810000,False,,,0,,C. McCollum technical FOUL (1 Tech),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,1626300.0,1.0,1.0,,
596,PT01M14.00S,2023-01-16T22:19:12.5Z,4,REGULAR,freethrow,1 of 1,[],1629636,,,1610612739,107,99,2023-01-16T22:19:12Z,5820000,False,,,0,,D. Garland technical Free Throw 1 of 1 (25 PTS),[1629636],1610612739.0,CLE,technical,,,Garland,D. Garland,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,,
597,PT01M02.00S,2023-01-16T22:19:39.5Z,4,REGULAR,3pt,Jump Shot,[],1630205,75.77201051248358,11.519607843137255,1610612739,107,99,2023-01-16T22:19:46Z,5830000,False,-192.0,175.0,1,right,MISS L. Stevens 26' 3PT,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,26.02,Missed,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,
598,PT00M58.80S,2023-01-16T22:19:43.3Z,4,REGULAR,rebound,offensive,[],1628386,,,1610612739,107,99,2023-01-16T22:19:43Z,5840000,False,,,0,,J. Allen REBOUND (Off:7 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Above the Break 3,24+ Left Center,597.0,11.0,4.0,7.0,,,,,,,,,,
600,PT00M48.80S,2023-01-16T22:20:07.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,66.44218134034165,14.460784313725492,1610612739,110,99,2023-01-16T22:20:13Z,5860000,False,-178.0,263.0,1,right,D. Garland 31' 3PT pullup (28 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,31.73,Made,28.0,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,
601,PT00M48.80S,2023-01-16T22:20:14.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,110,99,2023-01-16T22:20:14Z,5870000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT00M48.80S,2023-01-16T22:20:55.1Z,4,REGULAR,substitution,in,[],1630700,,,1610612740,110,99,2023-01-16T22:21:34Z,5890000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT00M48.80S,2023-01-16T22:20:55.1Z,4,REGULAR,substitution,out,[],202685,,,1610612740,110,99,2023-01-16T22:22:55Z,5895000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT00M43.80S,2023-01-16T22:22:09.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,6.652431011826544,51.71568627450981,1610612740,110,101,2023-01-16T22:22:14Z,5900000,False,-9.0,10.0,1,left,N. Marshall driving Layup (14 PTS),[1630230],1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,1.32,Made,14.0,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,
605,PT00M40.40S,2023-01-16T22:22:18.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630230,,,1610612739,110,101,2023-01-16T22:22:26Z,5910000,False,,,0,,N. Marshall personal FOUL (2 PF) (Stevens 2 FT),"[1630230, 1630205]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,1628480.0,2.0,0.0,Stevens,1630205.0
607,PT00M40.40S,2023-01-16T22:22:45.3Z,4,REGULAR,freethrow,1 of 2,[],1630205,,,1610612739,110,101,2023-01-16T22:22:45Z,5930000,False,,,0,,MISS L. Stevens Free Throw 1 of 2,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,Missed,,,,,,,,,,,,,,,,,,,,
608,PT00M40.40S,2023-01-16T22:22:45.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,110,101,2023-01-16T22:22:45Z,5940000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,607.0,,,,,,,,,,,,,
