actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
608,PT00M47.20S,2023-03-16T02:07:42.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,7.046649145860711,51.9607843137255,1610612739,109,115,2023-03-16T02:17:02Z,6030000,False,-10.0,14.0,1,left,D. Mitchell driving Layup (21 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,Made,21.0,1.68,,,,,,,,,,,,
610,PT00M41.30S,2023-03-16T02:08:12.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626224,,,1610612755,109,115,2023-03-16T02:08:27Z,6050000,False,,,0,,C. Osman personal FOUL (1 PF) (Harris 2 FT),"[1626224, 202699]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,1204.0,1.0,0.0,Harris,202699.0,,,,,,,,,,,,,,,
612,PT00M41.30S,2023-03-16T02:08:36.6Z,4,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,109,116,2023-03-16T02:08:36Z,6070000,False,,,0,,T. Harris Free Throw 1 of 2 (6 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
613,PT00M41.30S,2023-03-16T02:08:51.4Z,4,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,109,117,2023-03-16T02:08:51Z,6080000,False,,,0,,T. Harris Free Throw 2 of 2 (7 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
614,PT00M41.30S,2023-03-16T02:08:57.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,109,117,2023-03-16T02:08:57Z,6090000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT00M36.20S,2023-03-16T02:10:39.5Z,4,REGULAR,turnover,lost ball,[],1628378,,,1610612739,109,117,2023-03-16T02:10:44Z,6100000,False,,,0,,D. Mitchell lost ball TURNOVER (1 TO),"[1628378, 200782]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,1.0,Tucker,200782.0,,,
616,PT00M36.20S,2023-03-16T02:10:39.5Z,4,REGULAR,steal,,[],200782,,,1610612755,109,117,2023-03-16T02:18:21Z,6110000,False,,,0,,P. Tucker STEAL (3 STL),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
617,PT00M35.30S,2023-03-16T02:10:44.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626224,,,1610612755,109,117,2023-03-16T02:10:50Z,6120000,False,,,0,,C. Osman personal FOUL (2 PF) (Harden 2 FT),"[1626224, 201935]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,202007.0,2.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,
619,PT00M35.30S,2023-03-16T02:11:09.2Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],201935,,,1610612755,109,117,2023-03-16T02:11:09Z,6140000,False,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
620,PT00M35.30S,2023-03-16T02:11:09.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,109,117,2023-03-16T02:11:09Z,6150000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,619.0,,,,,,,,,,,
621,PT00M35.30S,2023-03-16T02:11:24.1Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],201935,,,1610612755,109,118,2023-03-16T02:11:24Z,6160000,False,,,0,,J. Harden Free Throw 2 of 2 (28 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,Made,28.0,,,,,,,,,,,,,
622,PT00M26.90S,2023-03-16T02:11:34.3Z,4,REGULAR,3pt,Jump Shot,[],1627747,33.196452036793694,32.1078431372549,1610612739,109,118,2023-03-16T02:11:38Z,6170000,False,89.0,260.0,1,left,MISS C. LeVert 27' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,27.45,,,,,,,,,,,,
623,PT00M24.50S,2023-03-16T02:11:36.6Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,109,118,2023-03-16T02:11:36Z,6180000,False,,,0,,J. Embiid REBOUND (Off:3 Def:15),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,,,,622.0,18.0,15.0,3.0,,,,,,,,
624,PT00M02.30S,2023-03-16T02:12:00.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612755,109,118,2023-03-16T02:18:40Z,6190000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
625,PT00M00.00S,2023-03-16T02:12:10.9Z,4,REGULAR,period,end,[],0,,,1610612739,109,118,2023-03-16T02:12:10Z,6200000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M00.00S,2023-03-16T02:12:28.0Z,4,REGULAR,game,end,[],0,,,0,109,118,2023-03-16T02:12:28Z,6210000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
