actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
332,PT12M00.00S,2023-12-16T01:17:38.7Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,39,50,2023-12-16T01:18:23Z,3310000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2023-12-16T01:18:26.1Z,3,REGULAR,period,start,[],0,,,1610612766,39,50,2023-12-16T01:18:26Z,3320000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT11M38.00S,2023-12-16T01:18:50.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.46057818659659,63.970588235294116,1610612766,39,50,2023-12-16T01:19:59Z,3330000,False,70.0,18.0,1,right,MISS M. Bridges 7' driving Layup - blocked,"[1628970, 202685]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,7.23,Missed,,,,,,,Valanciunas,202685.0,,,,,,,,,,
335,PT11M38.00S,2023-12-16T01:18:50.4Z,3,REGULAR,block,,[],202685,,,1610612766,39,50,2023-12-16T01:18:53Z,3340000,False,,,0,,J. Valanciunas BLOCK (1 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
336,PT11M38.00S,2023-12-16T01:18:50.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,39,50,2023-12-16T01:19:10Z,3350000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,334.0,,,,,,,,,,,,,,,,,
337,PT11M34.00S,2023-12-16T01:19:19.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,88.91261498028909,95.58823529411765,1610612766,39,50,2023-12-16T01:19:23Z,3360000,False,228.0,52.0,1,right,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Right Corner 3,24+ Right,23.37,Missed,,,,,,,,,,,,,,,,,,
338,PT11M32.00S,2023-12-16T01:19:21.9Z,3,REGULAR,rebound,defensive,[],203468,,,1610612740,39,50,2023-12-16T01:19:23Z,3370000,False,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Right Corner 3,24+ Right,,,337.0,2.0,2.0,0.0,,,,,,,,,,,,,,
339,PT11M25.00S,2023-12-16T01:19:29.1Z,3,REGULAR,turnover,bad pass,[],202685,,,1610612740,39,50,2023-12-16T01:19:33Z,3380000,False,,,0,,J. Valanciunas bad pass TURNOVER (1 TO),"[202685, 1626179]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,,,,,Rozier,1626179.0
340,PT11M25.00S,2023-12-16T01:19:29.1Z,3,REGULAR,steal,,[],1626179,,,1610612766,39,50,2023-12-16T01:19:31Z,3390000,False,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
341,PT11M11.00S,2023-12-16T01:19:43.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1626179,75.77201051248358,57.35294117647059,1610612766,41,50,2023-12-16T01:19:49Z,3400000,False,37.0,175.0,1,right,T. Rozier 17' step back Jump Shot (8 PTS),[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Center,17.9,Made,,,,,,,,,8.0,,,,,,,,,
342,PT10M51.00S,2023-12-16T01:20:04.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203468,6.389618922470433,47.30392156862745,1610612740,41,52,2023-12-16T01:21:13Z,3410000,False,13.0,8.0,1,left,C. McCollum driving Layup (4 PTS),[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,,,,,4.0,,,,,,,,,
344,PT10M31.00S,2023-12-16T01:20:23.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,88.64980289093299,56.86274509803921,1610612766,43,52,2023-12-16T01:21:34Z,3430000,False,34.0,54.0,1,right,B. Miller 6' pullup Jump Shot (9 PTS),[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,6.41,Made,,,,,,,,,9.0,,,,,,,,,
345,PT10M21.00S,2023-12-16T01:20:33.0Z,3,REGULAR,3pt,Jump Shot,[],203468,33.590670170827856,39.21568627450981,1610612740,43,52,2023-12-16T01:20:37Z,3440000,False,54.0,263.0,1,left,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,26.88,Missed,,,,,,,,,,,,,,,,,,
346,PT10M20.00S,2023-12-16T01:20:36.7Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,43,52,2023-12-16T01:20:36Z,3450000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,345.0,8.0,6.0,2.0,,,,,,,,,,,,,,
347,PT10M20.00S,2023-12-16T01:20:41.7Z,3,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612740,43,52,2023-12-16T01:20:49Z,3460000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1628970, 202685]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1204.0,,,,,1.0,0.0,Valanciunas,202685.0,,,,,
349,PT10M20.00S,2023-12-16T01:21:06.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],202685,,,1610612740,43,53,2023-12-16T01:21:06Z,3480000,False,,,0,,J. Valanciunas Free Throw 1 of 2 (16 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,,,,,16.0,,,,,,,,,
350,PT10M20.00S,2023-12-16T01:21:25.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],202685,,,1610612740,43,54,2023-12-16T01:21:25Z,3490000,False,,,0,,J. Valanciunas Free Throw 2 of 2 (17 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,,,,,17.0,,,,,,,,,
351,PT09M58.00S,2023-12-16T01:21:50.3Z,3,REGULAR,2pt,Jump Shot,[],1626179,74.19513797634691,38.23529411764706,1610612766,43,54,2023-12-16T01:21:58Z,3500000,False,-59.0,190.0,1,right,MISS T. Rozier 19' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Center,19.9,Missed,,,,,,,,,,,,,,,,,,
352,PT09M55.00S,2023-12-16T01:21:53.3Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,43,54,2023-12-16T01:21:58Z,3510000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Center,,,351.0,9.0,7.0,2.0,,,,,,,,,,,,,,
353,PT09M42.00S,2023-12-16T01:22:05.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.652431011826544,47.549019607843135,1610612740,43,56,2023-12-16T01:23:08Z,3520000,False,12.0,10.0,1,left,Z. Williamson driving Layup (13 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,,,13.0,,,,,,,,,
354,PT09M25.00S,2023-12-16T01:22:22.7Z,3,REGULAR,3pt,Jump Shot,[],1641706,69.72733245729303,19.11764705882353,1610612766,43,56,2023-12-16T01:22:27Z,3530000,False,-154.0,232.0,1,right,MISS B. Miller 27' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,27.88,Missed,,,,,,,,,,,,,,,,,,
355,PT09M22.00S,2023-12-16T01:22:25.7Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,43,56,2023-12-16T01:22:27Z,3540000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,354.0,1.0,1.0,0.0,,,,,,,,,,,,,,
356,PT09M14.00S,2023-12-16T01:22:34.0Z,3,REGULAR,3pt,Jump Shot,[],202685,32.14520367936925,50.98039215686274,1610612740,43,56,2023-12-16T01:22:38Z,3550000,False,-5.0,250.0,1,left,MISS J. Valanciunas 24' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,24.97,Missed,,,,,,,,,,,,,,,,,,
357,PT09M11.00S,2023-12-16T01:22:37.0Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,43,56,2023-12-16T01:22:38Z,3560000,False,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,,,356.0,2.0,2.0,0.0,,,,,,,,,,,,,,
358,PT09M06.00S,2023-12-16T01:22:41.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626179,92.9862023653088,53.431372549019606,1610612766,45,56,2023-12-16T01:24:27Z,3570000,False,17.0,13.0,1,right,T. Rozier running Layup (10 PTS),[1626179],1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.18,Made,,,,,,,,,10.0,,,,,,,,,
359,PT08M55.00S,2023-12-16T01:23:00.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,8.360709592641262,54.65686274509803,1610612740,45,56,2023-12-16T01:23:05Z,3580000,False,-23.0,26.0,1,left,MISS Z. Williamson Layup - blocked,"[1629627, 202330]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.5,Missed,,,,,,,Hayward,202330.0,,,,,,,,,,
380,PT08M55.00S,2023-12-16T01:23:00.2Z,3,REGULAR,block,,[],202330,,,1610612740,45,56,2023-12-16T01:27:01Z,3585000,False,,,0,,G. Hayward BLOCK (1 BLK),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
360,PT08M54.00S,2023-12-16T01:23:01.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612766,45,56,2023-12-16T01:27:01Z,3590000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,359.0,,,,,,,,,,,,,,,,,
362,PT08M34.00S,2023-12-16T01:23:22.3Z,3,REGULAR,2pt,Jump Shot,[],202330,95.3515111695138,77.69607843137256,1610612766,47,56,2023-12-16T01:26:28Z,3610000,False,138.0,-9.0,1,right,G. Hayward 13' Jump Shot (6 PTS) (N. Richards 1 AST),"[202330, 1630208]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Right,13.88,Made,,,,,,,,,6.0,,,,,N. Richards,1630208.0,1.0,,
364,PT08M23.00S,2023-12-16T01:23:32.1Z,3,REGULAR,2pt,Jump Shot,[],203468,20.45006570302234,28.186274509803923,1610612740,47,58,2023-12-16T01:23:37Z,3630000,False,109.0,140.0,1,left,C. McCollum 17' pullup Jump Shot (6 PTS) (B. Ingram 4 AST),"[203468, 1627742]",1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,17.73,Made,,,,,,,,,6.0,,,,,B. Ingram,1627742.0,4.0,,
366,PT08M11.00S,2023-12-16T01:23:48.6Z,3,REGULAR,foul,personal,['2freethrow'],1629627,,,1610612766,47,58,2023-12-16T01:23:58Z,3650000,False,,,0,,Z. Williamson shooting personal FOUL (2 PF) (Bridges 2 FT),"[1629627, 1628970]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1204.0,,,,,2.0,0.0,Bridges,1628970.0,,,,,
368,PT08M11.00S,2023-12-16T01:24:12.0Z,3,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,47,58,2023-12-16T01:24:12Z,3670000,False,,,0,,MISS M. Bridges Free Throw 1 of 2,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
369,PT08M11.00S,2023-12-16T01:24:12.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,47,58,2023-12-16T01:24:12Z,3680000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,368.0,,,,,,,,,,,,,,,,,
370,PT08M11.00S,2023-12-16T01:24:28.2Z,3,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,48,58,2023-12-16T01:24:28Z,3690000,False,,,0,,M. Bridges Free Throw 2 of 2 (8 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
371,PT07M53.00S,2023-12-16T01:24:46.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,8.360709592641262,49.26470588235294,1610612740,48,60,2023-12-16T01:29:26Z,3700000,False,4.0,26.0,1,left,B. Ingram driving floating Jump Shot (4 PTS) (Z. Williamson 3 AST),"[1627742, 1629627]",1610612740.0,NOP,driving floating,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,2.64,Made,,,,,,,,,4.0,,,,,Z. Williamson,1629627.0,3.0,,
373,PT07M44.00S,2023-12-16T01:24:56.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.67214191852825,50.98039215686274,1610612766,50,60,2023-12-16T01:30:06Z,3720000,False,5.0,26.0,1,right,M. Bridges driving finger roll Layup (10 PTS) (T. Rozier 4 AST),"[1628970, 1626179]",1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,,,,,10.0,,,,,T. Rozier,1626179.0,4.0,,
375,PT07M33.00S,2023-12-16T01:25:07.0Z,3,REGULAR,turnover,bad pass,[],1627742,,,1610612740,50,60,2023-12-16T01:25:12Z,3740000,False,,,0,,B. Ingram bad pass TURNOVER (4 TO),"[1627742, 202330]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,4.0,,,,,,,,,,,Hayward,202330.0
376,PT07M33.00S,2023-12-16T01:25:07.0Z,3,REGULAR,steal,,[],202330,,,1610612766,50,60,2023-12-16T01:27:26Z,3750000,False,,,0,,G. Hayward STEAL (1 STL),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
377,PT07M27.00S,2023-12-16T01:25:13.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641706,68.28186596583443,73.0392156862745,1610612766,53,60,2023-12-16T01:25:18Z,3760000,False,115.0,246.0,1,right,B. Miller 27' 3PT  (12 PTS) (T. Rozier 5 AST),"[1641706, 1626179]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,27.14,Made,,,,,,,,,12.0,,,,,T. Rozier,1626179.0,5.0,,
379,PT07M26.00S,2023-12-16T01:25:22.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,53,60,2023-12-16T01:25:22Z,3780000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M56.00S,2023-12-16T01:28:39.8Z,3,REGULAR,turnover,bad pass,[],1627742,,,1610612740,53,60,2023-12-16T01:28:48Z,3790000,False,,,0,,B. Ingram bad pass TURNOVER (5 TO),"[1627742, 1628970]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,5.0,,,,,,,,,,,Bridges,1628970.0
382,PT06M56.00S,2023-12-16T01:28:39.8Z,3,REGULAR,steal,,[],1628970,,,1610612766,53,60,2023-12-16T01:36:33Z,3800000,False,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
383,PT06M49.00S,2023-12-16T01:28:45.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628970,91.27792378449409,51.9607843137255,1610612766,55,60,2023-12-16T01:35:06Z,3810000,False,10.0,29.0,1,right,M. Bridges running Layup (12 PTS),[1628970],1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.11,Made,,,,,,,,,12.0,,,,,,,,,
384,PT06M37.00S,2023-12-16T01:28:58.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,8.623521681997373,54.41176470588235,1610612740,55,62,2023-12-16T01:35:29Z,3820000,False,-22.0,29.0,1,left,Z. Williamson driving floating Jump Shot (15 PTS),[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.61,Made,,,,,,,,,15.0,,,,,,,,,
385,PT06M15.00S,2023-12-16T01:29:20.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,90.75229960578186,61.029411764705884,1610612766,55,62,2023-12-16T01:36:15Z,3830000,False,55.0,34.0,1,right,MISS B. Miller 6' pullup Shot - blocked,"[1641706, 203468]",1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,6.5,Missed,,,,,,,McCollum,203468.0,,,,,,,,,,
386,PT06M15.00S,2023-12-16T01:29:20.3Z,3,REGULAR,block,,[],203468,,,1610612766,55,62,2023-12-16T01:29:23Z,3840000,False,,,0,,C. McCollum BLOCK (1 BLK),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
387,PT06M11.00S,2023-12-16T01:29:24.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,55,62,2023-12-16T01:29:30Z,3850000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,385.0,,,,,,,,,,,,,,,,,
389,PT06M10.00S,2023-12-16T01:29:27.8Z,3,REGULAR,substitution,out,[],1628970,,,1610612740,55,62,2023-12-16T01:29:42Z,3870000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M10.00S,2023-12-16T01:29:27.8Z,3,REGULAR,substitution,out,[],1629627,,,1610612740,55,62,2023-12-16T01:29:42Z,3880000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M10.00S,2023-12-16T01:29:27.8Z,3,REGULAR,substitution,out,[],1630529,,,1610612740,55,62,2023-12-16T01:29:42Z,3890000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M10.00S,2023-12-16T01:29:27.8Z,3,REGULAR,substitution,in,[],1630550,,,1610612740,55,62,2023-12-16T01:29:42Z,3900000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M10.00S,2023-12-16T01:29:27.8Z,3,REGULAR,substitution,in,[],1630530,,,1610612740,55,62,2023-12-16T01:29:42Z,3910000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT06M10.00S,2023-12-16T01:29:27.8Z,3,REGULAR,substitution,in,[],1630230,,,1610612740,55,62,2023-12-16T01:29:42Z,3920000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT05M53.00S,2023-12-16T01:30:10.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,7.30946123521682,64.2156862745098,1610612740,55,62,2023-12-16T01:36:54Z,3930000,False,-71.0,16.0,1,left,MISS C. McCollum 7' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,7.29,Missed,,,,,,,,,,,,,,,,,,
396,PT05M47.00S,2023-12-16T01:30:16.4Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,55,62,2023-12-16T01:30:18Z,3940000,False,,,0,,J. Valanciunas REBOUND (Off:3 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,395.0,10.0,7.0,3.0,,,,,,,,,,,,,,
397,PT05M47.00S,2023-12-16T01:30:16.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,5.590000152587891,50.0,1610612740,55,62,2023-12-16T01:30:16Z,3950000,False,0.0,0.0,1,left,MISS J. Valanciunas putback Layup,[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
398,PT05M45.00S,2023-12-16T01:30:18.1Z,3,REGULAR,rebound,defensive,[],1641706,,,1610612766,55,62,2023-12-16T01:30:18Z,3960000,False,,,0,,B. Miller REBOUND (Off:0 Def:3),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,8-16 Left,,,397.0,3.0,3.0,0.0,,,,,,,,,,,,,,
399,PT05M43.00S,2023-12-16T01:30:20.6Z,3,REGULAR,3pt,Jump Shot,[],1626179,66.83639947437582,63.725490196078425,1610612766,58,62,2023-12-16T01:40:09Z,3970000,False,69.0,259.0,1,right,T. Rozier 26' 3PT  (13 PTS) (B. Miller 1 AST),"[1626179, 1641706]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,26.81,Made,,,,,,,,,13.0,,,,,B. Miller,1641706.0,1.0,,
401,PT05M31.00S,2023-12-16T01:30:32.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,6.258212877792378,48.77450980392157,1610612740,58,64,2023-12-16T01:40:27Z,3990000,False,6.0,6.0,1,left,B. Ingram driving finger roll Layup (6 PTS),[1627742],1610612740.0,NOP,driving finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,,,6.0,,,,,,,,,
402,PT05M19.00S,2023-12-16T01:30:45.1Z,3,REGULAR,3pt,Jump Shot,[],1626179,71.69842312746385,19.362745098039216,1610612766,61,64,2023-12-16T01:30:51Z,4000000,False,-153.0,214.0,1,right,T. Rozier 26' 3PT step back (16 PTS),[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,26.28,Made,,,,,,,,,16.0,,,,,,,,,
403,PT05M03.00S,2023-12-16T01:31:00.1Z,3,REGULAR,3pt,Jump Shot,[],202685,32.40801576872536,55.392156862745104,1610612740,61,67,2023-12-16T01:31:04Z,4010000,False,-27.0,252.0,1,left,J. Valanciunas 25' 3PT  (20 PTS) (C. McCollum 4 AST),"[202685, 203468]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,25.35,Made,,,,,,,,,20.0,,,,,C. McCollum,203468.0,4.0,,
405,PT04M54.00S,2023-12-16T01:31:14.3Z,3,REGULAR,turnover,backcourt,[],1626179,,,1610612766,61,67,2023-12-16T01:31:33Z,4030000,False,,,0,,T. Rozier backcourt TURNOVER (2 TO),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,,,,,,,1204.0,2.0,,,,,,,,,,,,
406,PT04M54.00S,2023-12-16T01:31:20.2Z,3,REGULAR,substitution,out,[],1626179,,,1610612740,61,67,2023-12-16T01:31:30Z,4040000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT04M54.00S,2023-12-16T01:31:20.2Z,3,REGULAR,substitution,out,[],203468,,,1610612740,61,67,2023-12-16T01:31:30Z,4050000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M54.00S,2023-12-16T01:31:20.2Z,3,REGULAR,substitution,in,[],202397,,,1610612740,61,67,2023-12-16T01:31:30Z,4060000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M54.00S,2023-12-16T01:31:20.2Z,3,REGULAR,substitution,in,[],1630631,,,1610612740,61,67,2023-12-16T01:31:30Z,4070000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M40.00S,2023-12-16T01:31:45.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202685,6.915243101182654,51.470588235294116,1610612740,61,69,2023-12-16T01:31:49Z,4080000,False,-7.0,13.0,1,left,J. Valanciunas DUNK (22 PTS) (B. Ingram 5 AST),"[202685, 1627742]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,,,,,22.0,,,,,B. Ingram,1627742.0,5.0,,
412,PT04M23.00S,2023-12-16T01:32:03.3Z,3,REGULAR,2pt,Jump Shot,[],1641706,91.5407358738502,31.372549019607842,1610612766,61,69,2023-12-16T01:41:43Z,4100000,False,-93.0,27.0,1,right,MISS B. Miller 9' driving floating Shot - blocked,"[1641706, 202685]",1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,Mid-Range,8-16 Left,9.69,Missed,,,,,,,Valanciunas,202685.0,,,,,,,,,,
413,PT04M23.00S,2023-12-16T01:32:03.3Z,3,REGULAR,block,,[],202685,,,1610612766,61,69,2023-12-16T01:32:06Z,4110000,False,,,0,,J. Valanciunas BLOCK (2 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
