actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
418,PT03M58.00S,2023-12-24T01:35:43.0Z,3,REGULAR,substitution,in,[],1641733,,,1610612743,61,76,2023-12-24T01:36:02Z,4110000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT03M58.00S,2023-12-24T01:35:43.0Z,3,REGULAR,substitution,in,[],1628998,,,1610612743,61,76,2023-12-24T01:36:02Z,4120000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M42.00S,2023-12-24T01:36:12.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,67.09921156373193,77.20588235294117,1610612743,61,79,2023-12-24T01:36:22Z,4130000,False,136.0,257.0,1,right,M. Porter Jr. 29' 3PT  (21 PTS) (K. Caldwell-Pope 2 AST),"[1629008, 203484]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,29.06,Made,21.0,,,,,,,,K. Caldwell-Pope,203484.0,2.0,,,,,,,
422,PT03M26.00S,2023-12-24T01:36:35.8Z,3,REGULAR,foul,personal,['2freethrow'],203999,,,1610612766,61,79,2023-12-24T01:36:47Z,4150000,False,,,0,,N. Jokic shooting personal FOUL (3 PF) (Bridges 2 FT),"[203999, 1628970]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,200834.0,,,,,,,3.0,1.0,Bridges,1628970.0
424,PT03M26.00S,2023-12-24T01:36:53.3Z,3,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,62,79,2023-12-24T01:36:53Z,4170000,False,,,0,,M. Bridges Free Throw 1 of 2 (16 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
425,PT03M26.00S,2023-12-24T01:37:07.2Z,3,REGULAR,substitution,out,[],203932,,,1610612766,62,79,2023-12-24T01:37:10Z,4180000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M26.00S,2023-12-24T01:37:07.2Z,3,REGULAR,substitution,in,[],1631212,,,1610612766,62,79,2023-12-24T01:37:10Z,4190000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT03M26.00S,2023-12-24T01:37:07.2Z,3,REGULAR,substitution,out,[],1627750,,,1610612766,62,79,2023-12-24T01:48:41Z,4195000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT03M26.00S,2023-12-24T01:37:07.2Z,3,REGULAR,substitution,in,[],202704,,,1610612766,62,79,2023-12-24T01:48:41Z,4197500,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT03M26.00S,2023-12-24T01:37:16.1Z,3,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,63,79,2023-12-24T01:37:16Z,4200000,False,,,0,,M. Bridges Free Throw 2 of 2 (17 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
428,PT03M13.00S,2023-12-24T01:37:32.6Z,3,REGULAR,2pt,Jump Shot,[],1629008,81.68528252299606,24.264705882352942,1610612743,63,79,2023-12-24T01:37:37Z,4210000,False,-129.0,120.0,1,right,MISS M. Porter Jr. 17' pullup Shot,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,17.58,Missed,,,,,,,,,,,,,,,,,,
429,PT03M10.00S,2023-12-24T01:37:35.6Z,3,REGULAR,rebound,defensive,[],1641733,,,1610612766,63,79,2023-12-24T01:37:37Z,4220000,False,,,0,,N. Smith Jr. REBOUND (Off:0 Def:1),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,428.0,1.0,1.0,0.0,,,,,,,,,,,
430,PT02M59.00S,2023-12-24T01:37:46.4Z,3,REGULAR,2pt,Jump Shot,[],1641733,22.421156373193167,23.03921568627451,1610612766,63,79,2023-12-24T01:37:51Z,4230000,False,135.0,158.0,1,left,MISS N. Smith Jr. 20' pullup Shot,[1641733],1610612766.0,CHA,pullup,,,Smith Jr.,N. Smith Jr.,,,,,Mid-Range,16-24 Right Center,20.79,Missed,,,,,,,,,,,,,,,,,,
431,PT02M55.00S,2023-12-24T01:37:50.4Z,3,REGULAR,rebound,offensive,[],1630208,,,1610612766,63,79,2023-12-24T01:37:51Z,4240000,False,,,0,,N. Richards REBOUND (Off:5 Def:6),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Right Center,,,,,,430.0,11.0,6.0,5.0,,,,,,,,,,,
432,PT02M52.00S,2023-12-24T01:37:53.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641733,14.799605781865965,48.77450980392157,1610612766,63,79,2023-12-24T01:37:59Z,4250000,False,6.0,87.0,1,left,MISS N. Smith Jr. 8' Jump Shot,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,8.68,Missed,,,,,,,,,,,,,,,,,,
433,PT02M51.00S,2023-12-24T01:37:54.2Z,3,REGULAR,rebound,offensive,[],1641733,,,1610612766,63,79,2023-12-24T01:37:59Z,4260000,False,,,0,,N. Smith Jr. REBOUND (Off:1 Def:1),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,432.0,2.0,1.0,1.0,,,,,,,,,,,
434,PT02M51.00S,2023-12-24T01:38:01.7Z,3,REGULAR,foul,personal,['2freethrow'],203999,,,1610612766,63,79,2023-12-24T01:38:18Z,4270000,False,,,0,,N. Jokic shooting personal FOUL (4 PF) (Smith Jr. 2 FT),"[203999, 1641733]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,201638.0,,,,,,,4.0,1.0,Smith Jr.,1641733.0
436,PT02M51.00S,2023-12-24T01:38:20.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1641733,,,1610612766,64,79,2023-12-24T01:38:20Z,4290000,False,,,0,,N. Smith Jr. Free Throw 1 of 2 (1 PTS),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
437,PT02M51.00S,2023-12-24T01:38:22.4Z,3,REGULAR,substitution,out,[],1630208,,,1610612766,64,79,2023-12-24T01:38:37Z,4300000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M51.00S,2023-12-24T01:38:22.4Z,3,REGULAR,substitution,out,[],203999,,,1610612766,64,79,2023-12-24T01:38:37Z,4310000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M51.00S,2023-12-24T01:38:22.4Z,3,REGULAR,substitution,in,[],1641877,,,1610612766,64,79,2023-12-24T01:38:37Z,4320000,False,,,0,,SUB in: N. Mensah,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M51.00S,2023-12-24T01:38:22.4Z,3,REGULAR,substitution,in,[],1630192,,,1610612766,64,79,2023-12-24T01:38:37Z,4330000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT02M51.00S,2023-12-24T01:38:45.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1641733,,,1610612766,65,79,2023-12-24T01:38:45Z,4340000,False,,,0,,N. Smith Jr. Free Throw 2 of 2 (2 PTS),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
442,PT02M36.00S,2023-12-24T01:39:01.3Z,3,REGULAR,3pt,Jump Shot,[],1629008,68.67608409986859,26.715686274509803,1610612743,65,79,2023-12-24T01:39:08Z,4350000,False,-116.0,242.0,1,right,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.84,Missed,,,,,,,,,,,,,,,,,,
443,PT02M34.00S,2023-12-24T01:39:03.4Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,65,79,2023-12-24T01:39:03Z,4360000,False,,,0,,P. Washington REBOUND (Off:0 Def:4),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,,,,442.0,4.0,4.0,0.0,,,,,,,,,,,
444,PT02M26.00S,2023-12-24T01:39:12.1Z,3,REGULAR,3pt,Jump Shot,[],1629023,31.225361366622867,33.33333333333333,1610612766,65,79,2023-12-24T01:39:17Z,4370000,False,83.0,241.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,25.5,Missed,,,,,,,,,,,,,,,,,,
445,PT02M22.00S,2023-12-24T01:39:16.1Z,3,REGULAR,rebound,defensive,[],203484,,,1610612743,65,79,2023-12-24T01:39:17Z,4380000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,,,,444.0,2.0,2.0,0.0,,,,,,,,,,,
446,PT02M14.00S,2023-12-24T01:39:23.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202704,90.62089356110381,62.99019607843137,1610612743,65,79,2023-12-24T01:39:38Z,4390000,False,65.0,36.0,1,right,MISS R. Jackson 7' driving Layup,[202704],1610612743.0,DEN,driving,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,7.42,Missed,,,,,,,,,,,,,,,,,,
447,PT02M03.00S,2023-12-24T01:39:34.1Z,3,REGULAR,rebound,defensive,[],1641877,,,1610612766,65,79,2023-12-24T01:39:34Z,4400000,False,,,0,,N. Mensah REBOUND (Off:0 Def:1),[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,In The Paint (Non-RA),0-8 Center,,,,,,446.0,1.0,1.0,0.0,,,,,,,,,,,
448,PT02M02.00S,2023-12-24T01:39:36.3Z,3,REGULAR,3pt,Jump Shot,[],1641733,27.808804204993432,19.607843137254903,1610612766,65,79,2023-12-24T01:48:23Z,4410000,False,152.0,209.0,1,left,MISS N. Smith Jr. 25' pullup 3PT,[1641733],1610612766.0,CHA,pullup,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Right Center,25.83,Missed,,,,,,,,,,,,,,,,,,
449,PT01M57.00S,2023-12-24T01:39:41.3Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,65,79,2023-12-24T01:39:44Z,4420000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,448.0,5.0,4.0,1.0,,,,,,,,,,,
452,PT01M42.00S,2023-12-24T01:39:56.0Z,3,REGULAR,turnover,bad pass,[],1630192,,,1610612743,65,79,2023-12-24T03:55:57Z,4450000,False,,,0,,Z. Nnaji bad pass TURNOVER (2 TO),"[1630192, 1629023]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,2.0,Washington,1629023.0,,,,
453,PT01M42.00S,2023-12-24T01:39:56.0Z,3,REGULAR,steal,,[],1629023,,,1610612766,65,79,2023-12-24T01:39:58Z,4460000,False,,,0,,P. Washington STEAL (3 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
454,PT01M31.00S,2023-12-24T01:40:06.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628998,7.30946123521682,46.07843137254902,1610612766,65,79,2023-12-24T01:40:15Z,4470000,False,20.0,16.0,1,left,MISS C. Martin Jump Shot - blocked,"[1628998, 1630192]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.54,Missed,,Nnaji,1630192.0,,,,,,,,,,,,,,,
457,PT01M31.00S,2023-12-24T01:40:06.6Z,3,REGULAR,block,,[],1630192,,,1610612766,65,79,2023-12-24T01:40:10Z,4480000,False,,,0,,Z. Nnaji BLOCK (1 BLK),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
458,PT01M27.00S,2023-12-24T01:40:10.6Z,3,REGULAR,rebound,defensive,[],202704,,,1610612743,65,79,2023-12-24T01:40:15Z,4490000,False,,,0,,R. Jackson REBOUND (Off:0 Def:3),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,,,,454.0,3.0,3.0,0.0,,,,,,,,,,,
459,PT01M21.00S,2023-12-24T01:40:17.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203484,74.85216819973719,87.74509803921569,1610612743,65,82,2023-12-24T01:40:34Z,4500000,False,189.0,184.0,1,right,K. Caldwell-Pope 26' 3PT running (3 PTS) (R. Jackson 3 AST),"[203484, 202704]",1610612743.0,DEN,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,26.35,Made,3.0,,,,,,,,R. Jackson,202704.0,3.0,,,,,,,
461,PT01M06.00S,2023-12-24T01:40:32.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,10.85742444152431,50.49019607843137,1610612766,65,82,2023-12-24T01:51:05Z,4520000,False,-2.0,50.0,1,left,MISS P. Washington driving Layup - blocked,"[1629023, 203484]",1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,4.97,Missed,,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,
462,PT01M06.00S,2023-12-24T01:40:32.0Z,3,REGULAR,block,,[],203484,,,1610612766,65,82,2023-12-24T01:40:34Z,4530000,False,,,0,,K. Caldwell-Pope BLOCK (2 BLK),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
466,PT01M06.00S,2023-12-24T01:40:32.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,65,82,2023-12-24T03:55:11Z,4540000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,461.0,,,,,,,,,,,,,,
463,PT01M00.00S,2023-12-24T01:41:13.3Z,3,REGULAR,jumpball,recovered,[],1628970,,,1610612766,65,82,2023-12-24T01:41:13Z,4550000,False,,,0,,Jump Ball N. Mensah vs. P. Watson: Tip to M. Bridges,"[1628970, 1641877, 1631212]",1610612766.0,CHA,heldball,M. Bridges,1628970.0,Bridges,M. Bridges,Mensah,1641877.0,Watson,1631212.0,,,,,,,,,,,,,,,,,,,,,,
467,PT00M58.00S,2023-12-24T01:41:17.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,7.178055190538765,46.568627450980394,1610612766,67,82,2023-12-24T01:41:20Z,4580000,False,17.0,15.0,1,left,M. Bridges driving Layup (19 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.28,Made,19.0,,,,,,,,,,,,,,,,,
468,PT00M58.00S,2023-12-24T01:41:19.9Z,3,REGULAR,substitution,out,[],1629008,,,1610612743,67,82,2023-12-24T01:41:35Z,4590000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT00M58.00S,2023-12-24T01:41:19.9Z,3,REGULAR,substitution,out,[],203484,,,1610612743,67,82,2023-12-24T01:41:35Z,4600000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT00M58.00S,2023-12-24T01:41:19.9Z,3,REGULAR,substitution,in,[],1631128,,,1610612743,67,82,2023-12-24T01:41:35Z,4610000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT00M58.00S,2023-12-24T01:41:19.9Z,3,REGULAR,substitution,in,[],1631124,,,1610612743,67,82,2023-12-24T01:41:35Z,4620000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT00M49.40S,2023-12-24T01:41:37.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631124,92.46057818659659,51.470588235294116,1610612743,67,84,2023-12-24T02:20:40Z,4630000,False,7.0,18.0,1,right,J. Strawther driving Layup (8 PTS) (R. Jackson 4 AST),"[1631124, 202704]",1610612743.0,DEN,driving,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,1.98,Made,8.0,,,,,,,,R. Jackson,202704.0,4.0,,,,,,,
473,PT00M31.60S,2023-12-24T01:41:54.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,5.732588699080158,45.83333333333333,1610612766,69,84,2023-12-24T01:41:59Z,4640000,False,21.0,1.0,1,left,P. Washington driving Layup (18 PTS) (N. Smith Jr. 2 AST),"[1629023, 1641733]",1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,2.08,Made,18.0,,,,,,,,N. Smith Jr.,1641733.0,2.0,,,,,,,
474,PT00M05.30S,2023-12-24T01:42:24.5Z,3,REGULAR,3pt,Jump Shot,[],1631212,90.75229960578186,4.6568627450980395,1610612743,69,84,2023-12-24T01:42:28Z,4650000,False,-227.0,34.0,1,right,MISS P. Watson 3PT,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
475,PT00M02.90S,2023-12-24T01:42:26.8Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,69,84,2023-12-24T01:42:26Z,4660000,False,,,0,,P. Washington REBOUND (Off:0 Def:5),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,,,474.0,5.0,5.0,0.0,,,,,,,,,,,
476,PT00M00.60S,2023-12-24T01:42:29.1Z,3,REGULAR,3pt,Jump Shot,[],1628970,37.66425755584757,19.362745098039216,1610612766,69,84,2023-12-24T01:42:37Z,4670000,False,153.0,302.0,1,left,MISS M. Bridges 33' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,33.82,Missed,,,,,,,,,,,,,,,,,,
477,PT00M00.60S,2023-12-24T01:42:29.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,69,84,2023-12-24T01:42:37Z,4680000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,476.0,,,,,,,,,,,,,,
478,PT00M00.00S,2023-12-24T01:42:37.9Z,3,REGULAR,period,end,[],0,,,1610612766,69,84,2023-12-24T01:42:37Z,4690000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2023-12-24T01:42:42.5Z,4,REGULAR,substitution,out,['startperiod'],1628970,,,1610612766,69,84,2023-12-24T01:45:16Z,4700000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2023-12-24T01:42:42.5Z,4,REGULAR,substitution,out,['startperiod'],1628998,,,1610612766,69,84,2023-12-24T01:45:16Z,4710000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2023-12-24T01:42:42.5Z,4,REGULAR,substitution,out,['startperiod'],1641877,,,1610612766,69,84,2023-12-24T01:45:16Z,4720000,False,,,0,,SUB out: N. Mensah,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2023-12-24T01:42:42.5Z,4,REGULAR,substitution,in,['startperiod'],1630208,,,1610612766,69,84,2023-12-24T01:45:16Z,4730000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2023-12-24T01:42:42.5Z,4,REGULAR,substitution,in,['startperiod'],202397,,,1610612766,69,84,2023-12-24T01:45:16Z,4740000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2023-12-24T01:42:42.5Z,4,REGULAR,substitution,in,['startperiod'],1631121,,,1610612766,69,84,2023-12-24T01:45:16Z,4750000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2023-12-24T01:45:10.8Z,4,REGULAR,period,start,[],0,,,1610612766,69,84,2023-12-24T01:45:16Z,4760000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT11M49.00S,2023-12-24T01:45:23.7Z,4,REGULAR,foul,personal,['2freethrow'],202704,,,1610612766,69,84,2023-12-24T01:45:41Z,4770000,False,,,0,,R. Jackson shooting personal FOUL (2 PF) (Washington 2 FT),"[202704, 1629023]",1610612743.0,DEN,shooting,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627524.0,,,,,,,2.0,0.0,Washington,1629023.0
488,PT11M49.00S,2023-12-24T01:45:53.0Z,4,REGULAR,freethrow,1 of 2,[],1629023,,,1610612766,70,84,2023-12-24T01:46:13Z,4790000,False,,,0,,P. Washington Free Throw 1 of 2 (19 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
489,PT11M49.00S,2023-12-24T01:45:53.0Z,4,REGULAR,freethrow,2 of 2,[],1629023,,,1610612766,70,84,2023-12-24T01:46:13Z,4800000,False,,,0,,MISS P. Washington Free Throw 2 of 2,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
490,PT11M45.00S,2023-12-24T01:45:57.0Z,4,REGULAR,rebound,defensive,[],1631212,,,1610612743,70,84,2023-12-24T01:46:13Z,4810000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,489.0,2.0,2.0,0.0,,,,,,,,,,,
491,PT11M36.00S,2023-12-24T01:46:22.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631124,91.40932982917214,46.07843137254902,1610612743,70,84,2023-12-24T02:19:00Z,4820000,False,-20.0,28.0,1,right,MISS J. Strawther driving Layup,[1631124],1610612743.0,DEN,driving,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,3.44,Missed,,,,,,,,,,,,,,,,,,
492,PT11M35.00S,2023-12-24T01:46:23.4Z,4,REGULAR,rebound,offensive,[],1630192,,,1610612743,70,84,2023-12-24T02:19:00Z,4830000,False,,,0,,Z. Nnaji REBOUND (Off:2 Def:0),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,,,491.0,2.0,0.0,2.0,,,,,,,,,,,
582,PT11M35.00S,2023-12-24T01:46:29.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630192,92.19776609724047,52.450980392156865,1610612743,70,84,2023-12-24T02:19:13Z,4835000,False,12.0,21.0,1,right,MISS Z. Nnaji tip Layup,[1630192],1610612743.0,DEN,tip,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,2.42,Missed,,,,,,,,,,,,,,,,,,
583,PT11M33.00S,2023-12-24T01:46:31.9Z,4,REGULAR,rebound,defensive,[],1641733,,,1610612766,70,84,2023-12-24T02:19:13Z,4837500,False,,,0,,N. Smith Jr. REBOUND (Off:1 Def:2),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,582.0,3.0,2.0,1.0,,,,,,,,,,,
493,PT11M22.00S,2023-12-24T01:46:37.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,17.16491458607096,53.18627450980392,1610612766,70,84,2023-12-24T01:56:39Z,4840000,False,-16.0,109.0,1,left,MISS P. Washington 11' Jump Shot - blocked,"[1629023, 1631128]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,11.01,Missed,,Braun,1631128.0,,,,,,,,,,,,,,,
494,PT11M22.00S,2023-12-24T01:46:37.4Z,4,REGULAR,block,,[],1631128,,,1610612766,70,84,2023-12-24T01:46:40Z,4850000,False,,,0,,C. Braun BLOCK (1 BLK),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
495,PT11M20.00S,2023-12-24T01:46:39.4Z,4,REGULAR,rebound,offensive,[],1631121,,,1610612766,70,84,2023-12-24T01:56:39Z,4860000,False,,,0,,B. McGowens REBOUND (Off:1 Def:1),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),8-16 Center,,,,,,493.0,2.0,1.0,1.0,,,,,,,,,,,
