actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
462,PT00M50.40S,2021-12-04T03:47:54.0Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,94,94,2021-12-04T03:47:54Z,4580000,,,0,,J. Tatum Free Throw 1 of 2 (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,23.0,,,,,,,,,,,,,,,,,,
463,PT00M50.40S,2021-12-04T03:48:12.1Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,94,95,2021-12-04T03:48:12Z,4590000,,,0,,J. Tatum Free Throw 2 of 2 (24 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
464,PT00M40.80S,2021-12-04T03:48:25.8Z,3,REGULAR,3pt,Jump Shot,[],201144,73.40670170827858,80.88235294117648,1610612762,97,95,2021-12-04T03:48:30Z,4600000,154.0,197.0,1,right,M. Conley 25' 3PT step back (16 PTS),[201144],1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,25.07,Made,16.0,,,,,,,,,,,,,,,,,,
465,PT00M35.10S,2021-12-04T03:48:39.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200752,,,1610612738,97,95,2021-12-04T03:49:02Z,4610000,,,0,,R. Gay personal FOUL (2 PF) (Tatum 2 FT),"[200752, 1628369]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,1201.0,2.0,0.0,Tatum,1628369.0,,,,,,
467,PT00M35.10S,2021-12-04T03:49:08.9Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,97,96,2021-12-04T03:49:08Z,4630000,,,0,,J. Tatum Free Throw 1 of 2 (25 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,
468,PT00M35.10S,2021-12-04T03:49:28.8Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,97,97,2021-12-04T03:49:28Z,4640000,,,0,,J. Tatum Free Throw 2 of 2 (26 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,26.0,,,,,,,,,,,,,,,,,,
469,PT00M14.00S,2021-12-04T03:49:52.0Z,3,REGULAR,3pt,Jump Shot,[],203903,70.77858081471747,15.931372549019606,1610612762,100,97,2021-12-04T03:49:58Z,4650000,-170.0,222.0,1,right,J. Clarkson 28' 3PT step back (11 PTS),[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,28.0,Made,11.0,,,,,,,,,,,,,,,,,,
470,PT00M00.30S,2021-12-04T03:50:08.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,14.536793692509855,48.28431372549019,1610612738,100,97,2021-12-04T03:50:14Z,4660000,9.0,84.0,1,left,MISS J. Richardson 8' pullup Shot,[1626196],1610612738.0,BOS,pullup,,,Richardson,J. Richardson,,,,,8.45,Missed,,,,,,,,,,,,,,,,,,,
471,PT00M00.30S,2021-12-04T03:50:08.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,100,97,2021-12-04T03:50:14Z,4670000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,,,
472,PT00M00.00S,2021-12-04T03:50:12.4Z,3,REGULAR,period,end,[],0,,,1610612738,100,97,2021-12-04T03:50:12Z,4680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2021-12-04T03:52:17.2Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,100,97,2021-12-04T03:52:58Z,4690000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2021-12-04T03:52:17.2Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,100,97,2021-12-04T03:52:58Z,4700000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2021-12-04T03:52:17.2Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,100,97,2021-12-04T03:52:58Z,4710000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2021-12-04T03:52:17.2Z,4,REGULAR,substitution,in,['startperiod'],203471,,,1610612738,100,97,2021-12-04T03:52:58Z,4720000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2021-12-04T03:53:12.5Z,4,REGULAR,period,start,[],0,,,1610612762,100,97,2021-12-04T03:53:12Z,4730000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT11M56.00S,2021-12-04T03:53:16.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,84.83902759526939,47.794117647058826,1610612762,100,97,2021-12-04T03:53:26Z,4740000,-11.0,90.0,1,right,MISS J. Clarkson 9' driving floating Shot - blocked,"[203903, 201143]",1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,9.07,Missed,,,,,,,,,,,,,,,,,Horford,201143.0,
486,PT11M56.00S,2021-12-04T03:53:16.4Z,4,REGULAR,block,,[],201143,,,1610612762,100,97,2021-12-04T03:54:34Z,4745000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT11M53.00S,2021-12-04T03:53:19.4Z,4,REGULAR,rebound,offensive,[],201144,,,1610612762,100,97,2021-12-04T03:53:19Z,4750000,,,0,,M. Conley REBOUND (Off:1 Def:2),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,478.0,3.0,2.0,1.0,,,,,,,,,,,,,,
480,PT11M51.00S,2021-12-04T03:53:20.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],200752,70.64717477003943,79.90196078431373,1610612762,100,97,2021-12-04T03:53:29Z,4760000,150.0,223.0,1,right,MISS R. Gay 26' 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,26.88,Missed,,,,,,,,,,,,,,,,,,,
481,PT11M48.00S,2021-12-04T03:53:23.5Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,100,97,2021-12-04T03:53:29Z,4770000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,480.0,2.0,2.0,0.0,,,,,,,,,,,,,,
482,PT11M36.00S,2021-12-04T03:53:39.1Z,4,REGULAR,foul,personal,['2freethrow'],201144,,,1610612738,100,97,2021-12-04T03:53:56Z,4780000,,,0,,M. Conley shooting personal FOUL (2 PF) (Richardson 2 FT),"[201144, 1626196]",1610612762.0,UTA,shooting,,,Conley,M. Conley,,,,,,,,,,,,,,,2002.0,2.0,0.0,Richardson,1626196.0,,,,,,
484,PT11M36.00S,2021-12-04T03:54:05.0Z,4,REGULAR,freethrow,1 of 2,[],1626196,,,1610612738,100,98,2021-12-04T03:54:05Z,4800000,,,0,,J. Richardson Free Throw 1 of 2 (5 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
485,PT11M36.00S,2021-12-04T03:54:28.1Z,4,REGULAR,freethrow,2 of 2,[],1626196,,,1610612738,100,99,2021-12-04T03:54:28Z,4810000,,,0,,J. Richardson Free Throw 2 of 2 (6 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
487,PT11M18.00S,2021-12-04T03:54:49.0Z,4,REGULAR,turnover,out-of-bounds,[],201144,,,1610612762,100,99,2021-12-04T03:54:56Z,4820000,,,0,,M. Conley bad pass out-of-bounds TURNOVER (3 TO),[201144],1610612762.0,UTA,bad pass,,,Conley,M. Conley,,,,,,,,,,,,,,,1201.0,,,,,3.0,,,,,
488,PT11M07.00S,2021-12-04T03:55:06.5Z,4,REGULAR,turnover,lost ball,[],203471,,,1610612738,100,99,2021-12-04T03:55:10Z,4830000,,,0,,D. Schroder lost ball TURNOVER (2 TO),"[203471, 203903]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,2.0,Clarkson,203903.0,,,
489,PT11M07.00S,2021-12-04T03:55:06.5Z,4,REGULAR,steal,,[],203903,,,1610612762,100,99,2021-12-04T03:55:08Z,4840000,,,0,,J. Clarkson STEAL (1 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT10M59.00S,2021-12-04T03:55:14.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],200752,72.35545335085413,18.872549019607842,1610612762,103,99,2021-12-04T03:55:20Z,4850000,-156.0,207.0,1,right,R. Gay 25' 3PT  (6 PTS) (J. Clarkson 2 AST),"[200752, 203903]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,25.93,Made,6.0,,,,,J. Clarkson,203903.0,2.0,,,,,,,,,,,
492,PT10M48.00S,2021-12-04T03:55:29.0Z,4,REGULAR,foul,personal,[],203903,,,1610612738,103,99,2021-12-04T03:55:35Z,4870000,,,0,,J. Clarkson personal FOUL (2 PF),"[203903, 1626196]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,2004.0,2.0,0.0,Richardson,1626196.0,,,,,,
494,PT10M41.00S,2021-12-04T03:55:58.7Z,4,REGULAR,3pt,Jump Shot,[],201143,22.552562417871222,12.254901960784313,1610612738,103,99,2021-12-04T03:56:03Z,4890000,189.0,159.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,24.71,Missed,,,,,,,,,,,,,,,,,,,
495,PT10M37.00S,2021-12-04T03:56:02.7Z,4,REGULAR,rebound,defensive,[],204060,,,1610612762,103,99,2021-12-04T03:56:03Z,4900000,,,0,,J. Ingles REBOUND (Off:0 Def:3),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,494.0,3.0,3.0,0.0,,,,,,,,,,,,,,
497,PT10M26.00S,2021-12-04T03:56:16.3Z,4,REGULAR,foul,offensive,[],203497,,,1610612762,103,99,2021-12-04T03:56:30Z,4920000,,,0,,R. Gobert offensive FOUL (4 PF),"[203497, 1630174]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,2002.0,4.0,0.0,Nesmith,1630174.0,,,,,,
499,PT10M26.00S,2021-12-04T03:56:16.3Z,4,REGULAR,turnover,offensive foul,[],203497,,,1610612762,103,99,2021-12-04T03:56:16Z,4940000,,,0,,R. Gobert offensive foul TURNOVER (3 TO),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,2002.0,,,,,3.0,,,,,
500,PT10M12.00S,2021-12-04T03:56:51.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626196,25.57490144546649,82.84313725490196,1610612738,103,102,2021-12-04T03:56:56Z,4950000,-164.0,188.0,1,left,J. Richardson 24' 3PT  (9 PTS) (G. Williams 3 AST),"[1626196, 1629684]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,24.95,Made,9.0,,,,,G. Williams,1629684.0,3.0,,,,,,,,,,,
502,PT09M53.00S,2021-12-04T03:57:10.2Z,4,REGULAR,3pt,Jump Shot,[],200752,94.69448094612353,2.941176470588235,1610612762,103,102,2021-12-04T03:57:15Z,4970000,-235.0,-3.0,1,right,MISS R. Gay 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,,
503,PT09M51.00S,2021-12-04T03:57:12.2Z,4,REGULAR,rebound,defensive,[],203471,,,1610612738,103,102,2021-12-04T03:57:15Z,4980000,,,0,,D. Schroder REBOUND (Off:0 Def:2),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,502.0,2.0,2.0,0.0,,,,,,,,,,,,,,
504,PT09M43.00S,2021-12-04T03:57:21.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,20.18725361366623,64.4607843137255,1610612738,103,104,2021-12-04T03:57:27Z,4990000,-72.0,137.0,1,left,J. Richardson 15' pullup Jump Shot (11 PTS),[1626196],1610612738.0,BOS,pullup,,,Richardson,J. Richardson,,,,,15.52,Made,11.0,,,,,,,,,,,,,,,,,,
506,PT09M41.00S,2021-12-04T03:57:26.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,103,104,2021-12-04T03:57:26Z,5010000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT09M30.00S,2021-12-04T04:00:36.6Z,4,REGULAR,3pt,Jump Shot,[],203903,66.70499342969777,46.568627450980394,1610612762,103,104,2021-12-04T04:00:42Z,5020000,-17.0,260.0,1,right,MISS J. Clarkson 26' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,,
508,PT09M28.00S,2021-12-04T04:00:38.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,103,104,2021-12-04T04:00:42Z,5030000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,507.0,,,,,,,,,,,,,,,,,
509,PT09M28.00S,2021-12-04T04:00:41.0Z,4,REGULAR,foul,personal,[],1630174,,,1610612762,103,104,2021-12-04T04:00:52Z,5040000,,,0,,A. Nesmith loose ball personal FOUL (2 PF),"[1630174, 203497]",1610612738.0,BOS,loose ball,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,2004.0,2.0,0.0,Gobert,203497.0,,,,,,
511,PT09M28.00S,2021-12-04T04:01:04.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,103,104,2021-12-04T04:01:04Z,5060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT09M14.00S,2021-12-04T04:01:36.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],200752,61.44875164257556,29.411764705882355,1610612762,103,104,2021-12-04T04:02:06Z,5070000,-103.0,310.0,1,right,MISS R. Gay 32' pullup 3PT,[200752],1610612762.0,UTA,pullup,,,Gay,R. Gay,,,,,32.65,Missed,,,,,,,,,,,,,,,,,,,
513,PT09M13.00S,2021-12-04T04:01:39.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,103,104,2021-12-04T04:01:39Z,5080000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,,,
514,PT09M13.00S,2021-12-04T04:01:39.7Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612762,103,104,2021-12-04T04:01:48Z,5090000,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,1201.0,,,,,,,,,,
515,PT09M05.00S,2021-12-04T04:02:03.2Z,4,REGULAR,foul,personal,[],200752,,,1610612738,103,104,2021-12-04T04:02:08Z,5100000,,,0,,R. Gay personal FOUL (3 PF),"[200752, 1629684]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,2002.0,3.0,0.0,Williams,1629684.0,,,,,,
517,PT08M52.00S,2021-12-04T04:02:37.0Z,4,REGULAR,foul,offensive,[],1629684,,,1610612738,103,104,2021-12-04T04:02:48Z,5120000,,,0,,G. Williams offensive FOUL (5 PF),"[1629684, 200752]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,2002.0,5.0,0.0,Gay,200752.0,,,,,,
519,PT08M52.00S,2021-12-04T04:02:37.0Z,4,REGULAR,turnover,offensive foul,[],1629684,,,1610612738,103,104,2021-12-04T04:02:37Z,5140000,,,0,,G. Williams offensive foul TURNOVER (2 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,2002.0,,,,,2.0,,,,,
520,PT08M40.00S,2021-12-04T04:03:05.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],204060,92.59198423127464,95.58823529411765,1610612762,106,104,2021-12-04T04:03:09Z,5150000,228.0,17.0,1,right,J. Ingles 3PT  (6 PTS) (M. Conley 4 AST),"[204060, 201144]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,22.85,Made,6.0,,,,,M. Conley,201144.0,4.0,,,,,,,,,,,
522,PT08M24.00S,2021-12-04T04:03:20.9Z,4,REGULAR,3pt,Jump Shot,[],1626196,31.750985545335087,34.80392156862745,1610612738,106,104,2021-12-04T04:03:24Z,5170000,76.0,246.0,1,left,MISS J. Richardson 25' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
523,PT08M22.00S,2021-12-04T04:03:22.9Z,4,REGULAR,rebound,defensive,[],200752,,,1610612762,106,104,2021-12-04T04:03:24Z,5180000,,,0,,R. Gay REBOUND (Off:0 Def:4),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,522.0,4.0,4.0,0.0,,,,,,,,,,,,,,
524,PT08M17.00S,2021-12-04T04:03:28.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],204060,69.46452036793693,20.588235294117645,1610612762,109,104,2021-12-04T04:03:35Z,5190000,-147.0,235.0,1,right,J. Ingles 27' 3PT pullup (9 PTS),[204060],1610612762.0,UTA,pullup,,,Ingles,J. Ingles,,,,,27.68,Made,9.0,,,,,,,,,,,,,,,,,,
525,PT08M15.00S,2021-12-04T04:03:33.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,109,104,2021-12-04T04:03:33Z,5200000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT08M15.00S,2021-12-04T04:05:50.9Z,4,REGULAR,substitution,out,[],200752,,,1610612738,109,104,2021-12-04T04:06:12Z,5210000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT08M15.00S,2021-12-04T04:05:50.9Z,4,REGULAR,substitution,out,[],201144,,,1610612738,109,104,2021-12-04T04:06:12Z,5220000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT08M15.00S,2021-12-04T04:05:50.9Z,4,REGULAR,substitution,out,[],203497,,,1610612738,109,104,2021-12-04T04:06:12Z,5230000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT08M15.00S,2021-12-04T04:05:50.9Z,4,REGULAR,substitution,in,[],202355,,,1610612738,109,104,2021-12-04T04:06:12Z,5240000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT08M15.00S,2021-12-04T04:05:50.9Z,4,REGULAR,substitution,in,[],1628378,,,1610612738,109,104,2021-12-04T04:06:12Z,5250000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT08M15.00S,2021-12-04T04:05:50.9Z,4,REGULAR,substitution,in,[],202711,,,1610612738,109,104,2021-12-04T04:06:12Z,5260000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT08M15.00S,2021-12-04T04:05:50.9Z,4,REGULAR,substitution,out,[],1630174,,,1610612738,109,104,2021-12-04T04:06:28Z,5270000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT08M15.00S,2021-12-04T04:05:50.9Z,4,REGULAR,substitution,out,[],201143,,,1610612738,109,104,2021-12-04T04:06:28Z,5280000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT08M15.00S,2021-12-04T04:05:50.9Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,109,104,2021-12-04T04:06:28Z,5290000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT08M15.00S,2021-12-04T04:05:50.9Z,4,REGULAR,substitution,in,[],203935,,,1610612738,109,104,2021-12-04T04:06:28Z,5300000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT08M15.00S,2021-12-04T04:05:50.9Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,109,104,2021-12-04T04:06:28Z,5310000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT08M15.00S,2021-12-04T04:05:50.9Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,109,104,2021-12-04T04:06:28Z,5320000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT07M57.00S,2021-12-04T04:06:50.4Z,4,REGULAR,3pt,Jump Shot,[],203471,30.699737187910642,32.84313725490196,1610612738,109,104,2021-12-04T04:06:56Z,5330000,86.0,236.0,1,left,MISS D. Schroder 25' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,25.12,Missed,,,,,,,,,,,,,,,,,,,
539,PT07M54.00S,2021-12-04T04:06:53.4Z,4,REGULAR,rebound,defensive,[],202711,,,1610612762,109,104,2021-12-04T04:06:56Z,5340000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:3),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,538.0,3.0,3.0,0.0,,,,,,,,,,,,,,
540,PT07M42.00S,2021-12-04T04:07:05.0Z,4,REGULAR,turnover,bad pass,[],204060,,,1610612762,109,104,2021-12-04T04:07:08Z,5350000,,,0,,J. Ingles bad pass TURNOVER (3 TO),"[204060, 1626196]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,3.0,Richardson,1626196.0,,,
541,PT07M42.00S,2021-12-04T04:07:05.0Z,4,REGULAR,steal,,[],1626196,,,1610612738,109,104,2021-12-04T04:07:06Z,5360000,,,0,,J. Richardson STEAL (2 STL),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT07M39.00S,2021-12-04T04:07:11.9Z,4,REGULAR,foul,personal,[],203903,,,1610612738,109,104,2021-12-04T04:07:17Z,5370000,,,0,,J. Clarkson personal FOUL (3 PF),"[203903, 1628369]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,2004.0,3.0,0.0,Tatum,1628369.0,,,,,,
544,PT07M39.00S,2021-12-04T04:07:28.3Z,4,REGULAR,substitution,out,[],204060,,,1610612738,109,104,2021-12-04T04:07:31Z,5390000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT07M39.00S,2021-12-04T04:07:28.3Z,4,REGULAR,substitution,in,[],1626220,,,1610612738,109,104,2021-12-04T04:07:31Z,5400000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT07M17.00S,2021-12-04T04:07:59.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203935,3.630091984231275,3.1862745098039214,1610612738,109,107,2021-12-04T04:08:05Z,5410000,234.0,-18.0,1,left,M. Smart 3PT step back (15 PTS) (J. Tatum 4 AST),"[203935, 1628369]",1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,23.48,Made,15.0,,,,,J. Tatum,1628369.0,4.0,,,,,,,,,,,
548,PT07M03.00S,2021-12-04T04:08:13.3Z,4,REGULAR,3pt,Jump Shot,[],1628378,68.80749014454665,77.20588235294117,1610612762,109,107,2021-12-04T04:08:19Z,5430000,136.0,241.0,1,right,MISS D. Mitchell 27' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,27.65,Missed,,,,,,,,,,,,,,,,,,,
549,PT07M01.00S,2021-12-04T04:08:15.3Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,109,107,2021-12-04T04:08:19Z,5440000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,548.0,2.0,1.0,1.0,,,,,,,,,,,,,,
550,PT06M54.00S,2021-12-04T04:08:23.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,7.046649145860711,54.90196078431373,1610612738,109,107,2021-12-04T04:08:29Z,5450000,-25.0,14.0,1,left,MISS J. Richardson driving reverse Layup,[1626196],1610612738.0,BOS,driving reverse,,,Richardson,J. Richardson,,,,,2.81,Missed,,,,,,,,,,,,,,,,,,,
551,PT06M51.00S,2021-12-04T04:08:26.3Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,109,107,2021-12-04T04:08:29Z,5460000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,550.0,5.0,3.0,2.0,,,,,,,,,,,,,,
552,PT06M51.00S,2021-12-04T04:08:25.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,5.590000152587891,50.0,1610612738,109,109,2021-12-04T04:08:25Z,5470000,0.0,0.0,1,left,R. Williams III tip Layup (4 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
553,PT06M41.00S,2021-12-04T04:08:35.7Z,4,REGULAR,3pt,Jump Shot,[],1628378,72.48685939553219,77.45098039215686,1610612762,109,109,2021-12-04T04:08:45Z,5480000,137.0,206.0,1,right,MISS D. Mitchell 24' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,24.76,Missed,,,,,,,,,,,,,,,,,,,
554,PT06M40.00S,2021-12-04T04:08:36.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,109,109,2021-12-04T04:08:45Z,5490000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,553.0,,,,,,,,,,,,,,,,,
