actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
365,PT09M10.00S,2021-11-17T04:23:46.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,14.931011826544022,44.36274509803921,1610612762,70,51,2021-11-17T04:23:52Z,3600000,28.0,88.0,1,left,MISS M. Conley 9' floating Shot,[201144],1610612762.0,UTA,floating,,,Conley,M. Conley,,,,,9.23,Missed,,,,,,,,,,,,,,,,,,
366,PT09M06.00S,2021-11-17T04:23:50.5Z,3,REGULAR,rebound,defensive,[],1629003,,,1610612755,70,51,2021-11-17T04:28:50Z,3610000,,,0,,S. Milton REBOUND (Off:0 Def:3),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,365.0,3.0,3.0,0.0,,,
367,PT09M04.00S,2021-11-17T04:23:53.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629003,90.88370565045992,50.98039215686274,1610612755,70,51,2021-11-17T04:27:13Z,3620000,5.0,33.0,1,right,MISS S. Milton running Layup - blocked,"[1629003, 1626220]",1610612755.0,PHI,running,,,Milton,S. Milton,,,,,3.36,Missed,,,,,,,,,,O'Neale,1626220.0,,,,,,,
368,PT09M04.00S,2021-11-17T04:23:53.6Z,3,REGULAR,block,,[],1626220,,,1610612755,70,51,2021-11-17T04:23:55Z,3630000,,,0,,R. O'Neale BLOCK (1 BLK),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
369,PT09M01.00S,2021-11-17T04:23:56.6Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,70,51,2021-11-17T04:27:26Z,3640000,,,0,,R. Gobert REBOUND (Off:0 Def:12),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,367.0,12.0,12.0,0.0,,,
370,PT09M00.00S,2021-11-17T04:23:58.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202711,4.944152431011826,2.941176470588235,1610612762,73,51,2021-11-17T04:24:05Z,3650000,235.0,-6.0,1,left,B. Bogdanovic 3PT  (17 PTS) (M. Conley 4 AST),"[202711, 201144]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,23.54,Made,17.0,,,,,,M. Conley,201144.0,4.0,,,,,,,,,
372,PT08M56.00S,2021-11-17T04:24:04.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,73,51,2021-11-17T04:24:04Z,3670000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT08M56.00S,2021-11-17T04:26:59.3Z,3,REGULAR,substitution,out,[],203083,,,1610612755,73,51,2021-11-17T04:27:09Z,3680000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
374,PT08M56.00S,2021-11-17T04:26:59.3Z,3,REGULAR,substitution,in,[],1627777,,,1610612755,73,51,2021-11-17T04:27:09Z,3690000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
375,PT08M42.00S,2021-11-17T04:27:47.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,85.75886990801577,43.627450980392155,1610612755,73,51,2021-11-17T04:27:53Z,3700000,-32.0,81.0,1,right,MISS T. Maxey 8' turnaround fadeaway Shot,[1630178],1610612755.0,PHI,turnaround fadeaway,,,Maxey,T. Maxey,,,,,8.74,Missed,,,,,,,,,,,,,,,,,,
376,PT08M39.00S,2021-11-17T04:27:50.1Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,73,51,2021-11-17T04:27:53Z,3710000,,,0,,R. Gobert REBOUND (Off:0 Def:13),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,375.0,13.0,13.0,0.0,,,
377,PT08M35.00S,2021-11-17T04:27:53.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201144,16.90210249671485,4.166666666666666,1610612762,76,51,2021-11-17T04:28:06Z,3720000,229.0,106.0,1,left,M. Conley 25' 3PT running (10 PTS) (D. Mitchell 3 AST),"[201144, 1628378]",1610612762.0,UTA,running,,,Conley,M. Conley,,,,,25.27,Made,10.0,,,,,,D. Mitchell,1628378.0,3.0,,,,,,,,,
379,PT08M10.00S,2021-11-17T04:28:17.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627777,86.02168199737189,52.69607843137255,1610612755,76,51,2021-11-17T04:28:54Z,3740000,13.0,79.0,1,right,MISS G. Niang 8' driving floating Shot,[1627777],1610612755.0,PHI,driving floating,,,Niang,G. Niang,,,,,8.0,Missed,,,,,,,,,,,,,,,,,,
380,PT08M08.00S,2021-11-17T04:28:19.9Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,76,51,2021-11-17T04:28:54Z,3750000,,,0,,R. Gobert REBOUND (Off:0 Def:14),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,379.0,14.0,14.0,0.0,,,
381,PT08M00.00S,2021-11-17T04:28:29.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,5.732588699080158,44.85294117647059,1610612762,78,51,2021-11-17T04:29:03Z,3760000,26.0,1.0,1,left,R. Gobert DUNK (13 PTS) (M. Conley 5 AST),"[203497, 201144]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,2.57,Made,13.0,,,,,,M. Conley,201144.0,5.0,,,,,,,,,
383,PT08M00.00S,2021-11-17T04:28:32.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,78,51,2021-11-17T04:28:32Z,3780000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT07M48.00S,2021-11-17T04:32:09.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,91.27792378449409,57.35294117647059,1610612755,78,51,2021-11-17T04:32:47Z,3790000,37.0,29.0,1,right,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,4.72,Missed,,,,,,,,,,,,,,,,,,
385,PT07M45.00S,2021-11-17T04:32:12.2Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,78,51,2021-11-17T04:32:15Z,3800000,,,0,,R. Gobert REBOUND (Off:0 Def:15),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,384.0,15.0,15.0,0.0,,,
386,PT07M38.00S,2021-11-17T04:32:22.2Z,3,REGULAR,foul,personal,[],203552,,,1610612762,78,51,2021-11-17T04:32:28Z,3810000,,,0,,S. Curry personal FOUL (4 PF),"[203552, 203497]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,201246.0,4.0,0.0,Gobert,203497.0,,,,,,,,,,,,
388,PT07M32.00S,2021-11-17T04:32:44.5Z,3,REGULAR,3pt,Jump Shot,[],202711,29.517082785808146,72.54901960784314,1610612762,81,51,2021-11-17T04:32:50Z,3830000,-113.0,225.0,1,left,B. Bogdanovic 25' 3PT step back (20 PTS) (M. Conley 6 AST),"[202711, 201144]",1610612762.0,UTA,step back,,,Bogdanovic,B. Bogdanovic,,,,,25.16,Made,20.0,,,,,,M. Conley,201144.0,6.0,,,,,,,,,
390,PT07M19.00S,2021-11-17T04:32:58.8Z,3,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612755,81,51,2021-11-17T04:33:07Z,3850000,,,0,,R. O'Neale shooting personal FOUL (3 PF) (Harris 2 FT),"[1626220, 202699]",1610612762.0,UTA,shooting,,,O'Neale,R. O'Neale,,,,,,,,201246.0,3.0,0.0,Harris,202699.0,,,,,,,,,,,,
392,PT07M19.00S,2021-11-17T04:33:25.9Z,3,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,81,52,2021-11-17T04:33:25Z,3870000,,,0,,T. Harris Free Throw 1 of 2 (5 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
393,PT07M19.00S,2021-11-17T04:33:26.5Z,3,REGULAR,substitution,out,[],201144,,,1610612755,81,52,2021-11-17T04:33:31Z,3880000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M19.00S,2021-11-17T04:33:26.5Z,3,REGULAR,substitution,out,[],203497,,,1610612755,81,52,2021-11-17T04:33:31Z,3890000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
395,PT07M19.00S,2021-11-17T04:33:26.5Z,3,REGULAR,substitution,in,[],202355,,,1610612755,81,52,2021-11-17T04:33:31Z,3900000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M19.00S,2021-11-17T04:33:26.5Z,3,REGULAR,substitution,in,[],204060,,,1610612755,81,52,2021-11-17T04:33:31Z,3910000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M19.00S,2021-11-17T04:33:48.3Z,3,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,81,53,2021-11-17T04:33:48Z,3920000,,,0,,T. Harris Free Throw 2 of 2 (6 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
398,PT07M08.00S,2021-11-17T04:34:04.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,81,53,2021-11-17T04:34:04Z,3930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT07M00.00S,2021-11-17T04:34:27.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202355,5.601182654402102,47.794117647058826,1610612762,83,53,2021-11-17T04:34:32Z,3940000,11.0,0.0,1,left,H. Whiteside cutting DUNK (10 PTS) (J. Ingles 5 AST),"[202355, 204060]",1610612762.0,UTA,cutting,,,Whiteside,H. Whiteside,,,,,1.1,Made,10.0,,,,,,J. Ingles,204060.0,5.0,,,,,,,,,
401,PT06M37.00S,2021-11-17T04:34:51.1Z,3,REGULAR,3pt,Jump Shot,[],1629003,69.07030223390277,73.77450980392157,1610612755,83,53,2021-11-17T04:34:57Z,3960000,119.0,238.0,1,right,MISS S. Milton 26' 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,26.62,Missed,,,,,,,,,,,,,,,,,,
402,PT06M33.00S,2021-11-17T04:34:55.1Z,3,REGULAR,rebound,defensive,[],202711,,,1610612762,83,53,2021-11-17T04:34:57Z,3970000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:5),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,401.0,5.0,5.0,0.0,,,
403,PT06M22.00S,2021-11-17T04:35:04.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202355,10.5946123521682,46.07843137254902,1610612762,83,53,2021-11-17T04:35:12Z,3980000,20.0,47.0,1,left,MISS H. Whiteside floating Shot - blocked,"[202355, 202699]",1610612762.0,UTA,floating,,,Whiteside,H. Whiteside,,,,,5.1,Missed,,,,,,,,,,Harris,202699.0,,,,,,,
404,PT06M22.00S,2021-11-17T04:35:04.9Z,3,REGULAR,block,,[],202699,,,1610612762,83,53,2021-11-17T04:35:08Z,3990000,,,0,,T. Harris BLOCK (2 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M18.00S,2021-11-17T04:35:08.9Z,3,REGULAR,rebound,defensive,[],1627777,,,1610612755,83,53,2021-11-17T04:35:12Z,4000000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,403.0,1.0,1.0,0.0,,,
406,PT06M16.00S,2021-11-17T04:35:12.5Z,3,REGULAR,turnover,bad pass,[],1627777,,,1610612755,83,53,2021-11-17T04:38:49Z,4010000,,,0,,G. Niang bad pass TURNOVER (1 TO),"[1627777, 204060]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,1.0,Ingles,204060.0
407,PT06M16.00S,2021-11-17T04:35:12.5Z,3,REGULAR,steal,,[],204060,,,1610612762,83,53,2021-11-17T04:38:49Z,4020000,,,0,,J. Ingles STEAL (1 STL),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M57.00S,2021-11-17T04:35:31.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628378,14.799605781865965,60.5392156862745,1610612762,83,53,2021-11-17T04:35:36Z,4030000,-53.0,87.0,1,left,MISS D. Mitchell 10' floating Shot,[1628378],1610612762.0,UTA,floating,,,Mitchell,D. Mitchell,,,,,10.14,Missed,,,,,,,,,,,,,,,,,,
409,PT05M55.00S,2021-11-17T04:35:33.1Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,83,53,2021-11-17T04:35:36Z,4040000,,,0,,T. Maxey REBOUND (Off:0 Def:3),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,408.0,3.0,3.0,0.0,,,
410,PT05M47.00S,2021-11-17T04:35:45.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",202699,88.91261498028909,60.5392156862745,1610612755,83,55,2021-11-17T04:36:20Z,4050000,53.0,52.0,1,right,T. Harris 7' floating Jump Shot (8 PTS),[202699],1610612755.0,PHI,floating,,,Harris,T. Harris,,,,,7.38,Made,8.0,,,,,,,,,,,,,,,,,
411,PT05M47.00S,2021-11-17T04:35:49.4Z,3,REGULAR,foul,personal,['1freethrow'],1628378,,,1610612755,83,55,2021-11-17T04:35:59Z,4060000,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Harris 1 FT),"[1628378, 202699]",1610612762.0,UTA,shooting,,,Mitchell,D. Mitchell,,,,,,,,2005.0,2.0,0.0,Harris,202699.0,,,,,,,,,,,,
413,PT05M47.00S,2021-11-17T04:36:01.2Z,3,REGULAR,violation,defensive goaltending,[],202355,,,1610612755,83,55,2021-11-17T04:36:20Z,4080000,,,0,,H. Whiteside defensive goaltending VIOLATION,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,1162.0,,,,,,,,,,,,,,,,
414,PT05M47.00S,2021-11-17T04:36:07.3Z,3,REGULAR,substitution,out,[],1628378,,,1610612755,83,55,2021-11-17T04:36:35Z,4090000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M47.00S,2021-11-17T04:36:07.3Z,3,REGULAR,substitution,in,[],1630235,,,1610612755,83,55,2021-11-17T04:36:35Z,4110000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M47.00S,2021-11-17T04:36:07.3Z,3,REGULAR,substitution,in,[],1627788,,,1610612755,83,55,2021-11-17T04:36:35Z,4120000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M47.00S,2021-11-17T04:36:07.3Z,3,REGULAR,substitution,out,[],1629003,,,1610612755,83,55,2021-11-17T04:38:01Z,4125000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
418,PT05M47.00S,2021-11-17T04:36:19.4Z,3,REGULAR,freethrow,1 of 1,[],202699,,,1610612755,83,56,2021-11-17T04:36:19Z,4130000,,,0,,T. Harris Free Throw 1 of 1 (9 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
419,PT05M37.00S,2021-11-17T04:36:35.0Z,3,REGULAR,foul,offensive,[],202355,,,1610612762,83,56,2021-11-17T04:36:50Z,4140000,,,0,,H. Whiteside offensive FOUL (2 PF),"[202355, 1630178]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,1162.0,2.0,0.0,Maxey,1630178.0,,,,,,,,,,,,
421,PT05M37.00S,2021-11-17T04:36:35.0Z,3,REGULAR,turnover,offensive foul,[],202355,,,1610612762,83,56,2021-11-17T04:36:35Z,4160000,,,0,,H. Whiteside offensive foul TURNOVER (1 TO),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,1162.0,,,,,,,,,,,,,,1.0,,
422,PT05M26.00S,2021-11-17T04:37:01.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,83,56,2021-11-17T04:37:01Z,4170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M12.00S,2021-11-17T04:37:25.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627788,95.48291721419186,50.73529411764706,1610612755,83,56,2021-11-17T04:37:35Z,4180000,4.0,-10.0,1,right,MISS F. Korkmaz driving reverse Layup,[1627788],1610612755.0,PHI,driving reverse,,,Korkmaz,F. Korkmaz,,,,,1.07,Missed,,,,,,,,,,,,,,,,,,
424,PT05M10.00S,2021-11-17T04:37:27.4Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612762,83,56,2021-11-17T04:37:27Z,4190000,,,0,,R. O'Neale REBOUND (Off:0 Def:7),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,423.0,7.0,7.0,0.0,,,
425,PT05M06.00S,2021-11-17T04:37:31.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202711,21.23850197109067,6.372549019607843,1610612762,86,56,2021-11-17T04:37:41Z,4200000,218.0,147.0,1,left,B. Bogdanovic 26' 3PT  (23 PTS) (J. Ingles 6 AST),"[202711, 204060]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,26.31,Made,23.0,,,,,,J. Ingles,204060.0,6.0,,,,,,,,,
427,PT04M50.00S,2021-11-17T04:37:48.6Z,3,REGULAR,3pt,Jump Shot,[],202699,69.07030223390277,65.68627450980392,1610612755,86,59,2021-11-17T04:38:02Z,4220000,78.0,238.0,1,right,T. Harris 25' 3PT pullup (12 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,25.08,Made,12.0,,,,,,,,,,,,,,,,,
429,PT04M32.00S,2021-11-17T04:38:06.6Z,3,REGULAR,3pt,Jump Shot,[],202711,31.35676741130092,32.35294117647059,1610612762,86,59,2021-11-17T04:38:11Z,4230000,88.0,242.0,1,left,MISS B. Bogdanovic 25' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,
430,PT04M30.00S,2021-11-17T04:38:08.6Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,86,59,2021-11-17T04:38:11Z,4240000,,,0,,T. Maxey REBOUND (Off:0 Def:4),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,429.0,4.0,4.0,0.0,,,
431,PT04M24.00S,2021-11-17T04:38:14.0Z,3,REGULAR,3pt,Jump Shot,[],1627777,69.07030223390277,68.13725490196079,1610612755,86,59,2021-11-17T04:38:18Z,4250000,91.0,238.0,1,right,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,
432,PT04M22.00S,2021-11-17T04:38:16.0Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612762,86,59,2021-11-17T04:38:18Z,4260000,,,0,,R. O'Neale REBOUND (Off:0 Def:8),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,431.0,8.0,8.0,0.0,,,
433,PT04M13.00S,2021-11-17T04:38:25.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],204060,6.1268068331143235,57.107843137254896,1610612762,86,59,2021-11-17T04:38:29Z,4270000,-36.0,5.0,1,left,MISS J. Ingles driving Layup,[204060],1610612762.0,UTA,driving,,,Ingles,J. Ingles,,,,,3.59,Missed,,,,,,,,,,,,,,,,,,
434,PT04M11.00S,2021-11-17T04:38:27.1Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,86,59,2021-11-17T04:38:29Z,4280000,,,0,,T. Harris REBOUND (Off:1 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,433.0,4.0,3.0,1.0,,,
435,PT04M06.00S,2021-11-17T04:38:31.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203552,83.26215505913272,94.6078431372549,1610612755,86,62,2021-11-17T04:38:39Z,4290000,223.0,105.0,1,right,S. Curry 24' 3PT  (3 PTS) (T. Harris 5 AST),"[203552, 202699]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,24.64,Made,3.0,,,,,,T. Harris,202699.0,5.0,,,,,,,,,
437,PT04M05.00S,2021-11-17T04:38:40.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,86,62,2021-11-17T04:38:40Z,4310000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M05.00S,2021-11-17T04:39:47.6Z,3,REGULAR,substitution,out,[],202711,,,1610612762,86,62,2021-11-17T04:40:08Z,4320000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M05.00S,2021-11-17T04:39:47.6Z,3,REGULAR,substitution,out,[],202355,,,1610612762,86,62,2021-11-17T04:40:08Z,4330000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M05.00S,2021-11-17T04:39:47.6Z,3,REGULAR,substitution,in,[],203903,,,1610612762,86,62,2021-11-17T04:40:08Z,4340000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M05.00S,2021-11-17T04:39:47.6Z,3,REGULAR,substitution,in,[],203497,,,1610612762,86,62,2021-11-17T04:40:08Z,4350000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M41.00S,2021-11-17T04:40:30.7Z,3,REGULAR,3pt,Jump Shot,[],203903,31.09395532194481,26.47058823529412,1610612762,86,62,2021-11-17T04:42:44Z,4360000,118.0,240.0,1,left,MISS J. Clarkson 26' step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,26.71,Missed,,,,,,,,,,,,,,,,,,
443,PT03M38.00S,2021-11-17T04:40:33.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,86,62,2021-11-17T04:40:37Z,4370000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,442.0,,,,,,
444,PT03M38.00S,2021-11-17T04:40:36.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,86,62,2021-11-17T04:40:36Z,4380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M35.00S,2021-11-17T04:40:56.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],204060,13.87976346911958,1.9607843137254901,1610612762,86,62,2021-11-17T04:41:02Z,4390000,240.0,78.0,1,left,MISS J. Ingles 25' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,
446,PT03M31.00S,2021-11-17T04:41:00.1Z,3,REGULAR,rebound,defensive,[],1627777,,,1610612755,86,62,2021-11-17T04:41:02Z,4400000,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,445.0,2.0,2.0,0.0,,,
447,PT03M12.00S,2021-11-17T04:41:19.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,92.85479632063075,54.65686274509803,1610612755,86,64,2021-11-17T04:41:25Z,4410000,23.0,15.0,1,right,T. Maxey driving Layup (16 PTS) (S. Curry 2 AST),"[1630178, 203552]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,2.75,Made,16.0,,,,,,S. Curry,203552.0,2.0,,,,,,,,,
449,PT02M57.00S,2021-11-17T04:41:33.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,7.30946123521682,50.245098039215684,1610612762,88,64,2021-11-17T04:41:39Z,4430000,-1.0,16.0,1,left,R. Gobert cutting DUNK (15 PTS),[203497],1610612762.0,UTA,cutting,,,Gobert,R. Gobert,,,,,1.62,Made,15.0,,,,,,,,,,,,,,,,,
451,PT02M41.00S,2021-11-17T04:41:49.7Z,3,REGULAR,3pt,Jump Shot,[],202699,72.48685939553219,20.34313725490196,1610612755,88,64,2021-11-17T04:41:55Z,4450000,-148.0,206.0,1,right,MISS T. Harris 25' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,
452,PT02M38.00S,2021-11-17T04:41:52.7Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612762,88,64,2021-11-17T04:41:55Z,4460000,,,0,,R. O'Neale REBOUND (Off:0 Def:9),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,451.0,9.0,9.0,0.0,,,
453,PT02M24.00S,2021-11-17T04:42:06.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,12.959921156373195,49.50980392156863,1610612762,88,64,2021-11-17T04:42:13Z,4470000,2.0,69.0,1,left,MISS J. Clarkson 6' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,6.93,Missed,,,,,,,,,,,,,,,,,,
454,PT02M23.00S,2021-11-17T04:42:07.2Z,3,REGULAR,rebound,defensive,[],1627788,,,1610612755,88,64,2021-11-17T04:42:13Z,4480000,,,0,,F. Korkmaz REBOUND (Off:0 Def:4),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,453.0,4.0,4.0,0.0,,,
