actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
643,PT02M22.00S,2021-11-28T04:10:40.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630230,7.440867279894875,59.068627450980394,1610612740,122,95,2021-11-28T04:10:46Z,6380000,-45.0,17.0,1,left,N. Marshall driving Layup (8 PTS),[1630230],1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,4.85,Made,8.0,,,,,,,,,,,,,,,,,
644,PT02M22.00S,2021-11-28T04:10:43.4Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629672,,,1610612740,122,95,2021-11-28T04:10:51Z,6390000,,,0,,E. Paschall shooting personal FOUL (2 PF) (Marshall 1 FT),"[1629672, 1630230]",1610612762.0,UTA,shooting,,,Paschall,E. Paschall,,,,,,,,,,,,202049.0,2.0,0.0,Marshall,1630230.0,,,,,,,,
646,PT02M22.00S,2021-11-28T04:10:54.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,122,95,2021-11-28T04:10:54Z,6410000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT02M22.00S,2021-11-28T04:13:41.9Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1630230,,,1610612740,122,95,2021-11-28T04:13:46Z,6420000,,,0,,MISS N. Marshall Free Throw 1 of 1,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Missed,,,,,,,,,,,,,,,,,,
648,PT02M20.00S,2021-11-28T04:13:43.9Z,4,REGULAR,rebound,defensive,[],1630235,,,1610612762,122,95,2021-11-28T04:13:46Z,6430000,,,0,,T. Forrest REBOUND (Off:0 Def:2),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,647.0,,,,,,,2.0,2.0,0.0,,,,
649,PT02M01.00S,2021-11-28T04:14:01.9Z,4,REGULAR,3pt,Jump Shot,[],1630215,70.64717477003943,79.41176470588235,1610612762,125,95,2021-11-28T04:14:07Z,6440000,147.0,223.0,1,right,J. Butler 26' 3PT  (5 PTS) (M. Oni 1 AST),"[1630215, 1629671]",1610612762.0,UTA,,,,Butler,J. Butler,,,,,26.75,Made,5.0,M. Oni,1629671.0,1.0,,,,,,,,,,,,,,
651,PT01M47.00S,2021-11-28T04:14:17.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,8.360709592641262,59.31372549019608,1610612740,125,95,2021-11-28T04:14:22Z,6460000,-47.0,26.0,1,left,MISS J. Hayes alley-oop Layup,[1629637],1610612740.0,NOP,alley-oop,,,Hayes,J. Hayes,,,,,5.34,Missed,,,,,,,,,,,,,,,,,,
652,PT01M45.00S,2021-11-28T04:14:20.2Z,4,REGULAR,rebound,offensive,[],1630230,,,1610612740,125,95,2021-11-28T04:14:20Z,6470000,,,0,,N. Marshall REBOUND (Off:2 Def:0),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,651.0,,,,,,,2.0,0.0,2.0,,,,
653,PT01M43.00S,2021-11-28T04:14:20.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630230,8.229303547963205,50.0,1610612740,125,95,2021-11-28T04:14:25Z,6480000,0.0,25.0,1,left,MISS N. Marshall Layup,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,2.49,Missed,,,,,,,,,,,,,,,,,,
654,PT01M43.00S,2021-11-28T04:14:20.9Z,4,REGULAR,rebound,defensive,[],1629671,,,1610612762,125,95,2021-11-28T04:14:25Z,6490000,,,0,,M. Oni REBOUND (Off:0 Def:1),[1629671],1610612762.0,UTA,,,,Oni,M. Oni,,,,,,,,,,,653.0,,,,,,,1.0,1.0,0.0,,,,
655,PT01M30.00S,2021-11-28T04:14:33.7Z,4,REGULAR,3pt,Jump Shot,[],1630235,92.46057818659659,97.05882352941177,1610612762,125,95,2021-11-28T04:14:38Z,6500000,235.0,18.0,1,right,MISS T. Forrest 3PT,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,23.6,Missed,,,,,,,,,,,,,,,,,,
656,PT01M26.00S,2021-11-28T04:14:37.7Z,4,REGULAR,rebound,defensive,[],1630631,,,1610612740,125,95,2021-11-28T04:14:38Z,6510000,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,655.0,,,,,,,1.0,1.0,0.0,,,,
657,PT01M24.00S,2021-11-28T04:14:41.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629637,7.835085413929041,46.568627450980394,1610612740,125,97,2021-11-28T04:14:48Z,6520000,17.0,21.0,1,left,J. Hayes DUNK (15 PTS) (J. Alvarado 5 AST),"[1629637, 1630631]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,2.72,Made,15.0,J. Alvarado,1630631.0,5.0,,,,,,,,,,,,,,
659,PT01M09.00S,2021-11-28T04:15:02.4Z,4,REGULAR,3pt,Jump Shot,[],1630215,68.80749014454665,73.0392156862745,1610612762,125,97,2021-11-28T04:15:07Z,6540000,115.0,241.0,1,right,MISS J. Butler 26' step back 3PT,[1630215],1610612762.0,UTA,step back,,,Butler,J. Butler,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,
660,PT01M06.00S,2021-11-28T04:15:05.4Z,4,REGULAR,rebound,defensive,[],203107,,,1610612740,125,97,2021-11-28T04:15:07Z,6550000,,,0,,T. Satoransky REBOUND (Off:0 Def:1),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,659.0,,,,,,,1.0,1.0,0.0,,,,
661,PT01M02.00S,2021-11-28T04:15:09.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,7.5722733245729295,2.941176470588235,1610612740,125,100,2021-11-28T04:15:15Z,6560000,235.0,19.0,1,left,T. Murphy III 3PT  (3 PTS) (T. Satoransky 3 AST),"[1630530, 203107]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,23.6,Made,3.0,T. Satoransky,203107.0,3.0,,,,,,,,,,,,,,
663,PT00M55.70S,2021-11-28T04:15:20.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203107,,,1610612762,125,100,2021-11-28T04:15:25Z,6580000,,,0,,T. Satoransky personal FOUL (2 PF) (Forrest 2 FT),"[203107, 1630235]",1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,2714.0,2.0,0.0,Forrest,1630235.0,,,,,,,,
665,PT00M55.70S,2021-11-28T04:15:43.5Z,4,REGULAR,freethrow,1 of 2,[],1630235,,,1610612762,126,100,2021-11-28T04:15:43Z,6600000,,,0,,T. Forrest Free Throw 1 of 2 (3 PTS),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
666,PT00M55.70S,2021-11-28T04:15:58.7Z,4,REGULAR,freethrow,2 of 2,[],1630235,,,1610612762,127,100,2021-11-28T04:15:58Z,6610000,,,0,,T. Forrest Free Throw 2 of 2 (4 PTS),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
667,PT00M43.30S,2021-11-28T04:16:13.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,8.229303547963205,59.31372549019608,1610612740,127,100,2021-11-28T04:16:18Z,6620000,-47.0,25.0,1,left,MISS N. Marshall driving Layup,[1630230],1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,5.28,Missed,,,,,,,,,,,,,,,,,,
668,PT00M39.70S,2021-11-28T04:16:17.5Z,4,REGULAR,rebound,offensive,[],1629637,,,1610612740,127,100,2021-11-28T04:16:18Z,6630000,,,0,,J. Hayes REBOUND (Off:1 Def:3),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,667.0,,,,,,,4.0,3.0,1.0,,,,
669,PT00M38.00S,2021-11-28T04:16:19.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630530,21.632720105124836,89.70588235294117,1610612740,127,103,2021-11-28T04:16:24Z,6640000,-199.0,151.0,1,left,T. Murphy III 24' 3PT  (6 PTS) (J. Hayes 1 AST),"[1630530, 1629637]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,24.93,Made,6.0,J. Hayes,1629637.0,1.0,,,,,,,,,,,,,,
671,PT00M22.60S,2021-11-28T04:16:41.5Z,4,REGULAR,turnover,out-of-bounds,[],1629671,,,1610612762,127,103,2021-11-28T04:16:51Z,6660000,,,0,,M. Oni step out-of-bounds TURNOVER (1 TO),[1629671],1610612762.0,UTA,step,,,Oni,M. Oni,,,,,,,,,,,,2714.0,,,,,1.0,,,,,,,
672,PT00M14.10S,2021-11-28T04:16:59.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630230,6.389618922470433,44.11764705882353,1610612740,127,105,2021-11-28T04:17:04Z,6670000,29.0,8.0,1,left,N. Marshall driving Layup (10 PTS),[1630230],1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,3.04,Made,10.0,,,,,,,,,,,,,,,,,
673,PT00M00.00S,2021-11-28T04:17:22.7Z,4,REGULAR,period,end,[],0,,,1610612762,127,105,2021-11-28T04:17:22Z,6680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M00.00S,2021-11-28T04:17:27.2Z,4,REGULAR,game,end,[],0,,,0,127,105,2021-11-28T04:17:27Z,6690000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
