actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
418,PT07M00.00S,2025-12-23T04:03:42.1Z,3,REGULAR,3pt,Jump Shot,[],203484,21.107095926412615,91.42156862745098,1610612763,70,60,2025-12-23T04:03:46Z,4130000,False,-207.0,146.0,1,left,K. Caldwell-Pope 25' 3PT  (10 PTS) (C. Spencer 6 AST),"[203484, 1642285]",1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,25.33,Made,,,,,10.0,C. Spencer,1642285.0,6.0,,,,,,,,,,
420,PT07M00.00S,2025-12-23T04:03:47.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,70,60,2025-12-23T04:03:47Z,4150000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M42.00S,2025-12-23T04:07:26.8Z,3,REGULAR,2pt,Jump Shot,[],1628983,94.03745072273325,25.49019607843137,1610612760,70,60,2025-12-23T04:07:35Z,4160000,False,-123.0,4.0,1,right,MISS S. Gilgeous-Alexander 12' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,12.25,Missed,,,,,,,,,,,,,,,,,,
422,PT06M39.00S,2025-12-23T04:07:29.8Z,3,REGULAR,rebound,defensive,[],1630583,,,1610612763,70,60,2025-12-23T04:07:35Z,4170000,False,,,0,,S. Aldama REBOUND (Off:1 Def:4),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Left,,,421.0,5.0,4.0,1.0,,,,,,,,,,,,,,
423,PT06M32.00S,2025-12-23T04:07:36.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642285,11.645860709592641,60.5392156862745,1610612763,70,60,2025-12-23T04:07:41Z,4180000,False,-53.0,57.0,1,left,MISS C. Spencer 7' pullup Shot - blocked,"[1642285, 1629652]",1610612763.0,MEM,pullup,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),0-8 Center,7.76,Missed,,,,,,,,,,Dort,1629652.0,,,,,,,
424,PT06M32.00S,2025-12-23T04:07:36.4Z,3,REGULAR,block,,[],1629652,,,1610612763,70,60,2025-12-23T04:07:39Z,4190000,False,,,0,,L. Dort BLOCK (3 BLK),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
425,PT06M29.00S,2025-12-23T04:07:39.4Z,3,REGULAR,rebound,offensive,[],1629111,,,1610612763,70,60,2025-12-23T04:07:41Z,4200000,False,,,0,,J. Landale REBOUND (Off:2 Def:5),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,423.0,7.0,5.0,2.0,,,,,,,,,,,,,,
427,PT06M24.00S,2025-12-23T04:07:48.1Z,3,REGULAR,turnover,out-of-bounds,[],1630583,,,1610612763,70,60,2025-12-23T04:07:53Z,4220000,False,,,0,,S. Aldama bad pass out-of-bounds TURNOVER (2 TO),[1630583],1610612763.0,MEM,bad pass,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,,,,,,,,,,,2.0,,,101284.0,,,,,,
428,PT06M14.00S,2025-12-23T04:08:04.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1631114,92.59198423127464,25.49019607843137,1610612760,70,60,2025-12-23T04:08:10Z,4230000,False,-123.0,17.0,1,right,MISS J. Williams 12' pullup Shot,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,12.37,Missed,,,,,,,,,,,,,,,,,,
429,PT06M11.00S,2025-12-23T04:08:07.6Z,3,REGULAR,rebound,defensive,[],1629111,,,1610612763,70,60,2025-12-23T04:08:10Z,4240000,False,,,0,,J. Landale REBOUND (Off:2 Def:6),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Mid-Range,8-16 Left,,,428.0,8.0,6.0,2.0,,,,,,,,,,,,,,
430,PT05M57.00S,2025-12-23T04:08:21.3Z,3,REGULAR,3pt,Jump Shot,[],203484,23.866622864651774,9.068627450980392,1610612763,70,60,2025-12-23T04:08:30Z,4250000,False,205.0,172.0,1,left,MISS K. Caldwell-Pope 26' 3PT,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
431,PT05M54.00S,2025-12-23T04:08:24.3Z,3,REGULAR,rebound,offensive,[],1629111,,,1610612763,70,60,2025-12-23T04:08:30Z,4260000,False,,,0,,J. Landale REBOUND (Off:3 Def:6),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,,,430.0,9.0,6.0,3.0,,,,,,,,,,,,,,
432,PT05M51.00S,2025-12-23T04:08:28.1Z,3,REGULAR,turnover,bad pass,[],1629111,,,1610612763,70,60,2025-12-23T04:08:31Z,4270000,False,,,0,,J. Landale bad pass TURNOVER (1 TO),"[1629111, 1629652]",1610612763.0,MEM,,,,Landale,J. Landale,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,,,,,,,,Dort,1629652.0
433,PT05M51.00S,2025-12-23T04:08:28.1Z,3,REGULAR,steal,,[],1629652,,,1610612760,70,60,2025-12-23T04:08:29Z,4280000,False,,,0,,L. Dort STEAL (2 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
434,PT05M44.00S,2025-12-23T04:08:36.0Z,3,REGULAR,foul,personal,['2freethrow'],1642377,,,1610612760,70,60,2025-12-23T04:08:42Z,4290000,False,,,0,,J. Wells shooting personal FOUL (4 PF) (Gilgeous-Alexander 2 FT),"[1642377, 1628983]",1610612763.0,MEM,shooting,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,204058.0,4.0,0.0,Gilgeous-Alexander,1628983.0,,
436,PT05M44.00S,2025-12-23T04:08:59.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628983,,,1610612760,71,60,2025-12-23T04:08:59Z,4310000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (18 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
437,PT05M44.00S,2025-12-23T04:08:59.7Z,3,REGULAR,substitution,out,[],1631114,,,1610612760,71,60,2025-12-23T04:09:10Z,4320000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M44.00S,2025-12-23T04:08:59.7Z,3,REGULAR,substitution,out,[],1641717,,,1610612760,71,60,2025-12-23T04:09:10Z,4330000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M44.00S,2025-12-23T04:08:59.7Z,3,REGULAR,substitution,out,[],1642285,,,1610612760,71,60,2025-12-23T04:09:10Z,4340000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT05M44.00S,2025-12-23T04:08:59.7Z,3,REGULAR,substitution,out,[],1629111,,,1610612760,71,60,2025-12-23T04:09:10Z,4350000,False,,,0,,SUB out: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M44.00S,2025-12-23T04:08:59.7Z,3,REGULAR,substitution,in,[],1630198,,,1610612760,71,60,2025-12-23T04:09:10Z,4360000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M44.00S,2025-12-23T04:08:59.7Z,3,REGULAR,substitution,in,[],1642349,,,1610612760,71,60,2025-12-23T04:09:10Z,4370000,False,,,0,,SUB in: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M44.00S,2025-12-23T04:08:59.7Z,3,REGULAR,substitution,in,[],1631132,,,1610612760,71,60,2025-12-23T04:09:10Z,4380000,False,,,0,,SUB in: C. Koloko,[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT05M44.00S,2025-12-23T04:08:59.7Z,3,REGULAR,substitution,in,[],1641765,,,1610612760,71,60,2025-12-23T04:09:10Z,4390000,False,,,0,,SUB in: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M44.00S,2025-12-23T04:09:24.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628983,,,1610612760,72,60,2025-12-23T04:09:24Z,4400000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (19 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
446,PT05M33.00S,2025-12-23T04:09:37.9Z,3,REGULAR,2pt,Jump Shot,[],1630583,19.793035479632064,71.56862745098039,1610612763,72,60,2025-12-23T04:11:34Z,4410000,False,-108.0,134.0,1,left,MISS S. Aldama 17' pullup Shot,[1630583],1610612763.0,MEM,pullup,,,Aldama,S. Aldama,,,,,Mid-Range,16-24 Left Center,17.17,Missed,,,,,,,,,,,,,,,,,,
447,PT05M29.00S,2025-12-23T04:09:41.9Z,3,REGULAR,rebound,offensive,[],1642377,,,1610612763,72,60,2025-12-23T04:14:27Z,4420000,False,,,0,,J. Wells REBOUND (Off:1 Def:2),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,16-24 Left Center,,,446.0,3.0,2.0,1.0,,,,,,,,,,,,,,
448,PT05M18.00S,2025-12-23T04:09:54.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1642377,10.5946123521682,37.5,1610612763,72,60,2025-12-23T04:13:40Z,4430000,False,62.0,47.0,1,left,MISS J. Wells 7' driving bank Hook,[1642377],1610612763.0,MEM,driving bank,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,7.83,Missed,,,,,,,,,,,,,,,,,,
449,PT05M17.00S,2025-12-23T04:09:55.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,72,60,2025-12-23T04:10:16Z,4440000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,448.0,,,,,,,,,,,,,,,,,
450,PT05M17.00S,2025-12-23T04:10:03.5Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612763,72,60,2025-12-23T04:10:09Z,4450000,False,,,0,,MEM shot clock Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,101284.0,,,,,,
451,PT05M02.00S,2025-12-23T04:10:20.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,88.12417871222075,19.362745098039216,1610612760,72,60,2025-12-23T04:10:24Z,4460000,False,-153.0,59.0,1,right,MISS S. Gilgeous-Alexander 16' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left,16.42,Missed,,,,,,,,,,,,,,,,,,
452,PT04M59.00S,2025-12-23T04:10:23.1Z,3,REGULAR,rebound,defensive,[],1642377,,,1610612763,72,60,2025-12-23T04:10:24Z,4470000,False,,,0,,J. Wells REBOUND (Off:1 Def:3),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,16-24 Left,,,451.0,4.0,3.0,1.0,,,,,,,,,,,,,,
453,PT04M51.00S,2025-12-23T04:10:31.1Z,3,REGULAR,turnover,lost ball,[],1641765,,,1610612763,72,60,2025-12-23T04:10:38Z,4480000,False,,,0,,O. Prosper lost ball TURNOVER (1 TO),"[1641765, 1628983]",1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1.0,,,,,,,,Gilgeous-Alexander,1628983.0
454,PT04M51.00S,2025-12-23T04:10:31.1Z,3,REGULAR,steal,,[],1628983,,,1610612760,72,60,2025-12-23T04:10:32Z,4490000,False,,,0,,S. Gilgeous-Alexander STEAL (3 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
455,PT04M45.00S,2025-12-23T04:10:36.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628983,91.14651773981603,50.245098039215684,1610612760,72,60,2025-12-23T04:14:52Z,4500000,False,1.0,31.0,1,right,MISS S. Gilgeous-Alexander running reverse Layup,[1628983],1610612760.0,OKC,running reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,,,,,
456,PT04M43.00S,2025-12-23T04:10:38.2Z,3,REGULAR,rebound,offensive,[],1629652,,,1610612760,72,60,2025-12-23T04:10:46Z,4510000,False,,,0,,L. Dort REBOUND (Off:1 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,455.0,3.0,2.0,1.0,,,,,,,,,,,,,,
457,PT04M42.00S,2025-12-23T04:10:39.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629652,91.93495400788436,52.20588235294118,1610612760,74,60,2025-12-23T04:10:48Z,4520000,False,11.0,23.0,1,right,L. Dort putback Layup (13 PTS),[1629652],1610612760.0,OKC,putback,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,13.0,,,,,,,,,,,,,
458,PT04M39.00S,2025-12-23T04:10:44.6Z,3,REGULAR,3pt,Jump Shot,[],1630583,32.14520367936925,35.049019607843135,1610612763,74,60,2025-12-23T04:16:15Z,4530000,False,75.0,250.0,1,left,MISS S. Aldama 26' pullup 3PT,[1630583],1610612763.0,MEM,pullup,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,26.07,Missed,,,,,,,,,,,,,,,,,,
459,PT04M37.00S,2025-12-23T04:10:46.6Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,74,60,2025-12-23T04:16:15Z,4540000,False,,,0,,L. Dort REBOUND (Off:1 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,,,458.0,4.0,3.0,1.0,,,,,,,,,,,,,,
460,PT04M26.00S,2025-12-23T04:10:54.6Z,3,REGULAR,3pt,Jump Shot,[],1630198,95.87713534822602,5.392156862745098,1610612760,74,60,2025-12-23T04:11:00Z,4550000,False,-223.0,-14.0,1,right,MISS I. Joe 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,22.34,Missed,,,,,,,,,,,,,,,,,,
461,PT04M25.00S,2025-12-23T04:10:55.6Z,3,REGULAR,rebound,defensive,[],1630583,,,1610612763,74,60,2025-12-23T04:11:00Z,4560000,False,,,0,,S. Aldama REBOUND (Off:1 Def:5),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,,,460.0,6.0,5.0,1.0,,,,,,,,,,,,,,
462,PT04M18.00S,2025-12-23T04:11:03.9Z,3,REGULAR,3pt,Jump Shot,[],1641765,1.7904073587385019,95.58823529411765,1610612763,74,63,2025-12-23T04:11:08Z,4570000,False,-228.0,-36.0,1,left,O. Prosper 3PT  (5 PTS) (K. Caldwell-Pope 2 AST),"[1641765, 203484]",1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Left Corner 3,24+ Left,23.07,Made,,,,,5.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,,,,
464,PT03M52.00S,2025-12-23T04:11:28.7Z,3,REGULAR,3pt,Jump Shot,[],1630198,75.77201051248358,9.803921568627452,1610612760,74,63,2025-12-23T04:11:33Z,4590000,False,-201.0,175.0,1,right,MISS I. Joe 26' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,26.66,Missed,,,,,,,,,,,,,,,,,,
465,PT03M50.00S,2025-12-23T04:11:30.7Z,3,REGULAR,rebound,defensive,[],1630583,,,1610612763,74,63,2025-12-23T04:11:33Z,4600000,False,,,0,,S. Aldama REBOUND (Off:1 Def:6),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,464.0,7.0,6.0,1.0,,,,,,,,,,,,,,
466,PT03M45.00S,2025-12-23T04:11:36.9Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630583,11.383048620236531,41.17647058823529,1610612763,74,65,2025-12-23T04:17:13Z,4610000,False,44.0,55.0,1,left,S. Aldama 7' floating Jump Shot (9 PTS) (K. Caldwell-Pope 3 AST),"[1630583, 203484]",1610612763.0,MEM,floating,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,7.01,Made,,,,,9.0,K. Caldwell-Pope,203484.0,3.0,,,,,,,,,,
468,PT03M45.00S,2025-12-23T04:11:43.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,74,65,2025-12-23T04:11:43Z,4630000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT03M45.00S,2025-12-23T04:11:45.7Z,3,REGULAR,substitution,out,[],1628983,,,1610612760,74,65,2025-12-23T04:14:48Z,4640000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT03M45.00S,2025-12-23T04:11:45.7Z,3,REGULAR,substitution,out,[],1629652,,,1610612760,74,65,2025-12-23T04:14:48Z,4650000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT03M45.00S,2025-12-23T04:11:45.7Z,3,REGULAR,substitution,out,[],1642382,,,1610612760,74,65,2025-12-23T04:14:48Z,4660000,False,,,0,,SUB out: B. Carlson,[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT03M45.00S,2025-12-23T04:11:45.7Z,3,REGULAR,substitution,in,[],1642964,,,1610612760,74,65,2025-12-23T04:14:48Z,4670000,False,,,0,,SUB in: B. Barnhizer,[1642964],1610612760.0,OKC,,,,Barnhizer,B. Barnhizer,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT03M45.00S,2025-12-23T04:11:45.7Z,3,REGULAR,substitution,in,[],1629026,,,1610612760,74,65,2025-12-23T04:14:48Z,4680000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT03M45.00S,2025-12-23T04:11:45.7Z,3,REGULAR,substitution,in,[],1631114,,,1610612760,74,65,2025-12-23T04:14:48Z,4690000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT03M28.00S,2025-12-23T04:15:17.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642349,87.86136662286465,52.20588235294118,1610612760,74,65,2025-12-23T04:15:26Z,4700000,False,11.0,62.0,1,right,MISS A. Mitchell 6' driving floating Shot,[1642349],1610612760.0,OKC,driving floating,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,6.26,Missed,,,,,,,,,,,,,,,,,,
476,PT03M26.00S,2025-12-23T04:15:19.0Z,3,REGULAR,rebound,offensive,[],1642349,,,1610612760,74,65,2025-12-23T04:15:26Z,4710000,False,,,0,,A. Mitchell REBOUND (Off:2 Def:3),[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,475.0,5.0,3.0,2.0,,,,,,,,,,,,,,
477,PT03M26.00S,2025-12-23T04:15:20.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642349,91.93495400788436,50.98039215686274,1610612760,76,65,2025-12-23T04:17:48Z,4720000,False,5.0,23.0,1,right,A. Mitchell floating Jump Shot (7 PTS),[1642349],1610612760.0,OKC,floating,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,2.38,Made,,,,,7.0,,,,,,,,,,,,,
478,PT03M10.00S,2025-12-23T04:15:36.3Z,3,REGULAR,3pt,Jump Shot,[],1630583,10.5946123521682,95.34313725490196,1610612763,76,65,2025-12-23T04:15:45Z,4730000,False,-227.0,47.0,1,left,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,23.15,Missed,,,,,,,,,,,,,,,,,,
479,PT03M06.00S,2025-12-23T04:15:40.3Z,3,REGULAR,rebound,defensive,[],1642349,,,1610612760,76,65,2025-12-23T04:19:17Z,4740000,False,,,0,,A. Mitchell REBOUND (Off:2 Def:4),[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Left Corner 3,24+ Left,,,478.0,6.0,4.0,2.0,,,,,,,,,,,,,,
480,PT03M03.00S,2025-12-23T04:15:42.9Z,3,REGULAR,turnover,lost ball,[],1642349,,,1610612760,76,65,2025-12-23T04:15:48Z,4750000,False,,,0,,A. Mitchell lost ball TURNOVER (2 TO),"[1642349, 1642377]",1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,2.0,,,,,,,,Wells,1642377.0
481,PT03M03.00S,2025-12-23T04:15:42.9Z,3,REGULAR,steal,,[],1642377,,,1610612763,76,65,2025-12-23T04:15:44Z,4760000,False,,,0,,J. Wells STEAL (2 STL),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
482,PT02M58.00S,2025-12-23T04:15:48.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641765,1.3961892247043364,95.34313725490196,1610612763,76,68,2025-12-23T04:16:03Z,4770000,False,-227.0,-39.0,1,left,O. Prosper 3PT running (8 PTS) (C. Koloko 1 AST),"[1641765, 1631132]",1610612763.0,MEM,running,,,Prosper,O. Prosper,,,,,Left Corner 3,24+ Left,23.01,Made,,,,,8.0,C. Koloko,1631132.0,1.0,,,,,,,,,,
484,PT02M39.00S,2025-12-23T04:16:06.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,92.59198423127464,46.81372549019608,1610612760,76,68,2025-12-23T04:20:13Z,4790000,False,-16.0,17.0,1,right,MISS K. Williams driving reverse Layup,[1629026],1610612760.0,OKC,driving reverse,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
485,PT02M38.00S,2025-12-23T04:16:07.9Z,3,REGULAR,rebound,offensive,[],1642349,,,1610612760,76,68,2025-12-23T04:20:13Z,4800000,False,,,0,,A. Mitchell REBOUND (Off:3 Def:4),[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,,,484.0,7.0,4.0,3.0,,,,,,,,,,,,,,
486,PT02M38.00S,2025-12-23T04:16:11.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642349,94.40999984741211,50.0,1610612760,78,68,2025-12-23T04:20:17Z,4810000,False,0.0,0.0,1,right,A. Mitchell tip Layup (9 PTS),[1642349],1610612760.0,OKC,tip,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,9.0,,,,,,,,,,,,,
487,PT02M25.00S,2025-12-23T04:16:19.7Z,3,REGULAR,3pt,Jump Shot,[],203484,9.543363994743759,96.56862745098039,1610612763,78,71,2025-12-23T04:16:46Z,4820000,False,-233.0,37.0,1,left,K. Caldwell-Pope 3PT  (13 PTS) (S. Aldama 1 AST),"[203484, 1630583]",1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,23.58,Made,,,,,13.0,S. Aldama,1630583.0,1.0,,,,,,,,,,
489,PT02M13.00S,2025-12-23T04:16:32.4Z,3,REGULAR,2pt,Jump Shot,[],1631114,73.40670170827858,50.0,1610612760,80,71,2025-12-23T04:16:42Z,4840000,False,0.0,197.0,1,right,J. Williams 19' step back Jump Shot (14 PTS),[1631114],1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,Mid-Range,16-24 Center,19.75,Made,,,,,14.0,,,,,,,,,,,,,
490,PT01M59.00S,2025-12-23T04:16:45.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,7.835085413929041,53.67647058823529,1610612763,80,71,2025-12-23T04:16:52Z,4850000,False,-18.0,21.0,1,left,MISS S. Aldama driving bank Shot,[1630583],1610612763.0,MEM,driving bank,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
492,PT01M56.00S,2025-12-23T04:16:48.6Z,3,REGULAR,rebound,defensive,[],1642349,,,1610612760,80,71,2025-12-23T04:16:52Z,4870000,False,,,0,,A. Mitchell REBOUND (Off:3 Def:5),[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,,,490.0,8.0,5.0,3.0,,,,,,,,,,,,,,
493,PT01M39.00S,2025-12-23T04:17:06.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,88.12417871222075,63.725490196078425,1610612760,82,71,2025-12-23T04:17:10Z,4880000,False,69.0,59.0,1,right,J. Williams 9' step back Jump Shot (16 PTS),[1631114],1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Right,9.05,Made,,,,,16.0,,,,,,,,,,,,,
494,PT01M21.00S,2025-12-23T04:17:26.4Z,3,REGULAR,turnover,out-of-bounds,[],1641765,,,1610612763,82,71,2025-12-23T04:17:33Z,4890000,False,,,0,,O. Prosper bad pass out-of-bounds TURNOVER (2 TO),[1641765],1610612763.0,MEM,bad pass,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2.0,,,101284.0,,,,,,
