actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
525,PT01M20.00S,2024-11-28T01:48:56.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628378,,,1610612737,91,96,2024-11-28T01:49:06Z,5160000,False,,,0,,D. Mitchell personal FOUL (3 PF) (Hunter 2 FT),"[1628378, 1629631]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,202041.0,3.0,0.0,Hunter,1629631.0,,,,,,
527,PT01M20.00S,2024-11-28T01:49:12.6Z,3,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,91,96,2024-11-28T01:49:12Z,5180000,False,,,0,,MISS D. Hunter Free Throw 1 of 2,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
528,PT01M20.00S,2024-11-28T01:49:12.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,91,96,2024-11-28T01:49:12Z,5190000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,
529,PT01M20.00S,2024-11-28T01:49:29.7Z,3,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,91,97,2024-11-28T01:49:29Z,5200000,False,,,0,,D. Hunter Free Throw 2 of 2 (18 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,Made,,,,,,,,,,18.0,,,,,
530,PT01M09.00S,2024-11-28T01:49:43.0Z,3,REGULAR,2pt,Jump Shot,[],1628378,21.50131406044678,33.82352941176471,1610612739,91,97,2024-11-28T01:55:50Z,5210000,False,81.0,150.0,1,left,MISS D. Mitchell 17' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,,,,17.01,Missed,,,,,,,,,,,,,,,
531,PT01M06.00S,2024-11-28T01:49:48.8Z,3,REGULAR,rebound,offensive,[],1627777,,,1610612739,91,97,2024-11-28T01:49:48Z,5220000,False,,,0,,G. Niang REBOUND (Off:1 Def:4),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Mid-Range,16-24 Right Center,,,,,,530.0,5.0,4.0,1.0,,,,,,,,,,,
533,PT01M04.00S,2024-11-28T01:50:08.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630241,5.469776609724048,50.73529411764706,1610612739,93,97,2024-11-28T01:50:12Z,5240000,False,-4.0,-1.0,1,left,S. Merrill cutting Layup (8 PTS) (D. Mitchell 4 AST),"[1630241, 1628378]",1610612739.0,CLE,cutting,,,Merrill,S. Merrill,,,,,Restricted Area,0-8 Center,,,,0.39,Made,,,,,,,,,,8.0,,,D. Mitchell,1628378.0,4.0
535,PT00M40.40S,2024-11-28T01:50:32.2Z,3,REGULAR,2pt,Jump Shot,[],1630552,94.82588699080158,68.38235294117648,1610612737,93,97,2024-11-28T01:50:36Z,5260000,False,92.0,-4.0,1,right,MISS J. Johnson 9' fadeaway Shot,[1630552],1610612737.0,ATL,fadeaway,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,,,,9.2,Missed,,,,,,,,,,,,,,,
536,PT00M38.00S,2024-11-28T01:50:34.6Z,3,REGULAR,rebound,defensive,[],1628378,,,1610612739,93,97,2024-11-28T01:50:36Z,5270000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,,,,,,535.0,3.0,3.0,0.0,,,,,,,,,,,
537,PT00M33.00S,2024-11-28T01:50:39.9Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629660,14.011169513797633,54.166666666666664,1610612739,93,97,2024-11-28T01:57:30Z,5280000,False,-21.0,79.0,1,left,MISS T. Jerome 8' running pullup Shot,[1629660],1610612739.0,CLE,running pullup,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,,,,8.19,Missed,,,,,,,,,,,,,,,
538,PT00M30.90S,2024-11-28T01:50:42.0Z,3,REGULAR,rebound,defensive,[],1641723,,,1610612737,93,97,2024-11-28T01:50:44Z,5290000,False,,,0,,K. Bufkin REBOUND (Off:0 Def:3),[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,537.0,3.0,3.0,0.0,,,,,,,,,,,
539,PT00M29.80S,2024-11-28T01:50:46.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629660,,,1610612737,93,97,2024-11-28T01:50:51Z,5300000,False,,,0,,T. Jerome personal FOUL (3 PF) (Bufkin 2 FT),"[1629660, 1641723]",1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1628951.0,3.0,0.0,Bufkin,1641723.0,,,,,,
541,PT00M29.80S,2024-11-28T01:51:17.2Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1641723,,,1610612737,93,97,2024-11-28T01:58:31Z,5320000,False,,,0,,MISS K. Bufkin Free Throw 1 of 2,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
542,PT00M29.80S,2024-11-28T01:51:17.2Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,93,97,2024-11-28T01:58:31Z,5330000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,541.0,,,,,,,,,,,,,,
543,PT00M29.80S,2024-11-28T01:51:17.2Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1641723,,,1610612737,93,98,2024-11-28T01:58:31Z,5340000,False,,,0,,K. Bufkin Free Throw 2 of 2 (9 PTS),[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,Made,,,,,,,,,,9.0,,,,,
544,PT00M10.90S,2024-11-28T01:52:00.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630241,6.783837056504599,48.529411764705884,1610612739,95,98,2024-11-28T01:52:04Z,5350000,False,7.0,11.0,1,left,S. Merrill driving Layup (10 PTS) (D. Mitchell 5 AST),"[1630241, 1628378]",1610612739.0,CLE,driving,,,Merrill,S. Merrill,,,,,Restricted Area,0-8 Center,,,,1.35,Made,,,,,,,,,,10.0,,,D. Mitchell,1628378.0,5.0
546,PT00M02.80S,2024-11-28T01:52:10.7Z,3,REGULAR,2pt,Jump Shot,[],1630552,94.95729303547962,27.450980392156865,1610612737,95,98,2024-11-28T01:59:55Z,5370000,False,-113.0,-5.0,1,right,MISS J. Johnson 11' driving floating Shot,[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,,,,11.28,Missed,,,,,,,,,,,,,,,
547,PT00M00.50S,2024-11-28T01:52:13.0Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,95,98,2024-11-28T01:52:13Z,5380000,False,,,0,,E. Mobley REBOUND (Off:3 Def:8),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,,,,,,546.0,11.0,8.0,3.0,,,,,,,,,,,
548,PT00M00.00S,2024-11-28T01:52:24.4Z,3,REGULAR,period,end,[],0,,,1610612739,95,98,2024-11-28T01:52:24Z,5390000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT12M00.00S,2024-11-28T01:52:31.4Z,4,REGULAR,substitution,out,['startperiod'],1629660,,,1610612739,95,98,2024-11-28T01:54:58Z,5400000,False,,,0,,SUB out: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT12M00.00S,2024-11-28T01:52:31.4Z,4,REGULAR,substitution,in,['startperiod'],1642281,,,1610612739,95,98,2024-11-28T01:54:58Z,5410000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT12M00.00S,2024-11-28T01:55:01.0Z,4,REGULAR,period,start,[],0,,,1610612739,95,98,2024-11-28T01:55:01Z,5420000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT11M46.00S,2024-11-28T01:55:13.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627777,14.4053876478318,49.50980392156863,1610612739,97,98,2024-11-28T01:55:18Z,5430000,False,2.0,83.0,1,left,G. Niang 8' driving floating Jump Shot (8 PTS) (E. Mobley 4 AST),"[1627777, 1630596]",1610612739.0,CLE,driving floating,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Center,,,,8.29,Made,,,,,,,,,,8.0,,,E. Mobley,1630596.0,4.0
554,PT11M32.00S,2024-11-28T01:55:27.9Z,4,REGULAR,turnover,bad pass,[],1629631,,,1610612737,97,98,2024-11-28T01:55:31Z,5450000,False,,,0,,D. Hunter bad pass TURNOVER (2 TO),"[1629631, 1630596]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Left,2.0,Mobley,1630596.0,,,,,,,,,,,,,,,,,
555,PT11M32.00S,2024-11-28T01:55:27.9Z,4,REGULAR,steal,,[],1630596,,,1610612739,97,98,2024-11-28T01:55:30Z,5460000,False,,,0,,E. Mobley STEAL (4 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
556,PT11M24.00S,2024-11-28T01:55:36.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628378,6.652431011826544,2.941176470588235,1610612739,100,98,2024-11-28T01:55:41Z,5470000,False,235.0,10.0,1,left,D. Mitchell 3PT running (20 PTS) (E. Mobley 5 AST),"[1628378, 1630596]",1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,,,,23.55,Made,,,,,,,,,,20.0,,,E. Mobley,1630596.0,5.0
558,PT11M24.00S,2024-11-28T01:55:41.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,100,98,2024-11-28T01:55:41Z,5490000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT11M00.00S,2024-11-28T01:58:57.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641723,82.34231274638634,44.36274509803921,1610612737,100,98,2024-11-28T01:59:05Z,5500000,False,-28.0,113.0,1,right,MISS K. Bufkin 11' turnaround fadeaway Shot,[1641723],1610612737.0,ATL,turnaround fadeaway,,,Bufkin,K. Bufkin,,,,,In The Paint (Non-RA),8-16 Center,,,,11.7,Missed,,,,,,,,,,,,,,,
560,PT11M00.00S,2024-11-28T01:58:57.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,100,98,2024-11-28T01:59:05Z,5510000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,559.0,,,,,,,,,,,,,,
561,PT11M00.00S,2024-11-28T01:59:01.4Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612737,100,98,2024-11-28T01:59:10Z,5520000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,202041.0,,,,,,,,,,
562,PT10M49.00S,2024-11-28T01:59:23.2Z,4,REGULAR,foul,personal,['2freethrow'],203992,,,1610612739,100,98,2024-11-28T01:59:31Z,5530000,False,,,0,,B. Bogdanović shooting personal FOUL (2 PF) (Mobley 2 FT),"[203992, 1630596]",1610612737.0,ATL,shooting,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628951.0,2.0,0.0,Mobley,1630596.0,,,,,,
564,PT10M49.00S,2024-11-28T01:59:46.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630596,,,1610612739,101,98,2024-11-28T01:59:46Z,5550000,False,,,0,,E. Mobley Free Throw 1 of 2 (20 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,Made,,,,,,,,,,20.0,,,,,
565,PT10M49.00S,2024-11-28T02:00:04.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630596,,,1610612739,102,98,2024-11-28T02:00:04Z,5560000,False,,,0,,E. Mobley Free Throw 2 of 2 (21 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,Made,,,,,,,,,,21.0,,,,,
566,PT10M24.00S,2024-11-28T02:00:30.2Z,4,REGULAR,3pt,Jump Shot,[],1629631,66.83639947437582,46.568627450980394,1610612737,102,98,2024-11-28T02:00:34Z,5570000,False,-17.0,259.0,1,right,MISS D. Hunter 25' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,,25.98,Missed,,,,,,,,,,,,,,,
567,PT10M22.00S,2024-11-28T02:00:32.0Z,4,REGULAR,rebound,offensive,[],1641723,,,1610612737,102,98,2024-11-28T02:00:32Z,5580000,False,,,0,,K. Bufkin REBOUND (Off:1 Def:3),[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,Above the Break 3,24+ Center,,,,,,566.0,4.0,3.0,1.0,,,,,,,,,,,
568,PT10M14.00S,2024-11-28T02:00:45.0Z,4,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612737,102,98,2024-11-28T02:00:54Z,5590000,False,,,0,,G. Niang shooting personal FOUL (2 PF) (Johnson 2 FT),"[1627777, 1630552]",1610612739.0,CLE,shooting,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628951.0,2.0,0.0,Johnson,1630552.0,,,,,,
570,PT10M14.00S,2024-11-28T02:01:06.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630552,,,1610612737,102,99,2024-11-28T02:01:06Z,5610000,False,,,0,,J. Johnson Free Throw 1 of 2 (16 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,Made,,,,,,,,,,16.0,,,,,
571,PT10M14.00S,2024-11-28T02:01:10.1Z,4,REGULAR,substitution,out,[],1641723,,,1610612737,102,99,2024-11-28T02:01:16Z,5620000,False,,,0,,SUB out: K. Bufkin,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT10M14.00S,2024-11-28T02:01:10.1Z,4,REGULAR,substitution,in,[],1629027,,,1610612737,102,99,2024-11-28T02:01:16Z,5630000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT10M14.00S,2024-11-28T02:01:25.1Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630552,,,1610612737,102,100,2024-11-28T02:01:25Z,5640000,False,,,0,,J. Johnson Free Throw 2 of 2 (17 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,Made,,,,,,,,,,17.0,,,,,
574,PT09M56.00S,2024-11-28T02:01:45.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,7.046649145860711,51.225490196078425,1610612739,104,100,2024-11-28T02:01:49Z,5650000,False,-6.0,14.0,1,left,D. Mitchell driving Layup (22 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,1.5,Made,,,,,,,,,,22.0,,,,,
575,PT09M37.00S,2024-11-28T02:02:03.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,86.94152431011827,50.73529411764706,1610612737,104,100,2024-11-28T02:02:07Z,5660000,False,4.0,70.0,1,right,MISS O. Okongwu 7' turnaround fadeaway Shot,[1630168],1610612737.0,ATL,turnaround fadeaway,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,7.03,Missed,,,,,,,,,,,,,,,
576,PT09M35.00S,2024-11-28T02:02:05.1Z,4,REGULAR,rebound,defensive,[],1642281,,,1610612739,104,100,2024-11-28T02:02:07Z,5670000,False,,,0,,J. Tyson REBOUND (Off:0 Def:2),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,575.0,2.0,2.0,0.0,,,,,,,,,,,
577,PT09M31.00S,2024-11-28T02:02:13.0Z,4,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612739,104,100,2024-11-28T02:02:22Z,5680000,False,,,0,,O. Okongwu shooting personal FOUL (4 PF) (Mitchell 2 FT),"[1630168, 1628378]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,202041.0,4.0,0.0,Mitchell,1628378.0,,,,,,
579,PT09M31.00S,2024-11-28T02:02:41.8Z,4,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,105,100,2024-11-28T02:02:41Z,5700000,False,,,0,,D. Mitchell Free Throw 1 of 2 (23 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,Made,,,,,,,,,,23.0,,,,,
580,PT09M31.00S,2024-11-28T02:02:42.4Z,4,REGULAR,substitution,out,[],1629631,,,1610612739,105,100,2024-11-28T02:02:51Z,5710000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT09M31.00S,2024-11-28T02:02:42.4Z,4,REGULAR,substitution,out,[],1630168,,,1610612739,105,100,2024-11-28T02:02:51Z,5720000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT09M31.00S,2024-11-28T02:02:42.4Z,4,REGULAR,substitution,in,[],203991,,,1610612739,105,100,2024-11-28T02:02:51Z,5730000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT09M31.00S,2024-11-28T02:02:42.4Z,4,REGULAR,substitution,in,[],1630700,,,1610612739,105,100,2024-11-28T02:02:51Z,5740000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT09M31.00S,2024-11-28T02:03:08.7Z,4,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,106,100,2024-11-28T02:03:08Z,5750000,False,,,0,,D. Mitchell Free Throw 2 of 2 (24 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,Made,,,,,,,,,,24.0,,,,,
585,PT09M10.00S,2024-11-28T02:03:30.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203991,85.62746386333771,44.11764705882353,1610612737,106,102,2024-11-28T02:03:40Z,5760000,False,-29.0,83.0,1,right,C. Capela 8' Hook (2 PTS) (T. Young 15 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,8.77,Made,,,,,,,,,,2.0,,,T. Young,1629027.0,15.0
587,PT08M50.00S,2024-11-28T02:03:51.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,7.5722733245729295,49.26470588235294,1610612739,106,102,2024-11-28T02:10:08Z,5780000,False,4.0,19.0,1,left,MISS E. Mobley cutting DUNK - blocked,"[1630596, 203992]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,1.91,Missed,,,,,,,,,,,Bogdanović,203992.0,,,
588,PT08M50.00S,2024-11-28T02:03:51.9Z,4,REGULAR,block,,[],203992,,,1610612739,106,102,2024-11-28T02:10:08Z,5790000,False,,,0,,B. Bogdanović BLOCK (1 BLK),[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
589,PT08M47.00S,2024-11-28T02:03:54.9Z,4,REGULAR,rebound,offensive,[],1627777,,,1610612739,106,102,2024-11-28T02:10:45Z,5800000,False,,,0,,G. Niang REBOUND (Off:2 Def:4),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,587.0,6.0,4.0,2.0,,,,,,,,,,,
590,PT08M46.00S,2024-11-28T02:04:01.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,20.97568988173456,88.72549019607843,1610612739,109,102,2024-11-28T02:10:29Z,5810000,False,-194.0,145.0,1,left,D. Mitchell 24' 3PT  (27 PTS) (G. Niang 1 AST),"[1628378, 1627777]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,24.17,Made,,,,,,,,,,27.0,,,G. Niang,1627777.0,1.0
592,PT08M39.00S,2024-11-28T02:04:06.0Z,4,REGULAR,3pt,Jump Shot,[],1630552,77.21747700394218,10.049019607843137,1610612737,109,105,2024-11-28T02:12:16Z,5830000,False,-200.0,162.0,1,right,J. Johnson 25' 3PT  (20 PTS) (T. Young 16 AST),"[1630552, 1629027]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,25.7,Made,,,,,,,,,,20.0,,,T. Young,1629027.0,16.0
594,PT08M29.00S,2024-11-28T02:04:16.3Z,4,REGULAR,foul,offensive,[],1630241,,,1610612739,109,105,2024-11-28T02:04:24Z,5850000,False,,,0,,S. Merrill offensive FOUL (2 PF),"[1630241, 1630700]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,202041.0,2.0,0.0,Daniels,1630700.0,,,,,,
596,PT08M29.00S,2024-11-28T02:04:16.3Z,4,REGULAR,turnover,offensive foul,[],1630241,,,1610612739,109,105,2024-11-28T02:04:16Z,5870000,False,,,0,,S. Merrill offensive foul TURNOVER (1 TO),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,202041.0,,,,,,,,,,
597,PT08M29.00S,2024-11-28T02:04:25.1Z,4,REGULAR,substitution,out,[],1630241,,,1610612737,109,105,2024-11-28T02:04:44Z,5880000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT08M29.00S,2024-11-28T02:04:25.1Z,4,REGULAR,substitution,out,[],1628378,,,1610612737,109,105,2024-11-28T02:04:44Z,5890000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT08M29.00S,2024-11-28T02:04:25.1Z,4,REGULAR,substitution,out,[],203992,,,1610612737,109,105,2024-11-28T02:04:44Z,5900000,False,,,0,,SUB out: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT08M29.00S,2024-11-28T02:04:25.1Z,4,REGULAR,substitution,in,[],1630171,,,1610612737,109,105,2024-11-28T02:04:44Z,5910000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT08M29.00S,2024-11-28T02:04:25.1Z,4,REGULAR,substitution,in,[],1629636,,,1610612737,109,105,2024-11-28T02:04:44Z,5920000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT08M29.00S,2024-11-28T02:04:25.1Z,4,REGULAR,substitution,in,[],1642258,,,1610612737,109,105,2024-11-28T02:04:44Z,5930000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT08M20.00S,2024-11-28T02:04:59.4Z,4,REGULAR,foul,personal,[],1627777,,,1610612737,109,105,2024-11-28T02:05:04Z,5940000,False,,,0,,G. Niang personal FOUL (3 PF),"[1627777, 1642258]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,Mid-Range,16-24 Center,,,,,,,,,,1627524.0,3.0,0.0,Risacher,1642258.0,,,,,,
605,PT08M20.00S,2024-11-28T02:05:07.2Z,4,REGULAR,substitution,out,[],1630596,,,1610612737,109,105,2024-11-28T02:05:16Z,5960000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT08M20.00S,2024-11-28T02:05:07.2Z,4,REGULAR,substitution,in,[],1628386,,,1610612737,109,105,2024-11-28T02:05:16Z,5970000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT08M20.00S,2024-11-28T02:05:22.8Z,4,REGULAR,substitution,out,[],1630552,,,1610612737,109,105,2024-11-28T02:05:28Z,5980000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT08M20.00S,2024-11-28T02:05:22.8Z,4,REGULAR,substitution,in,[],203992,,,1610612737,109,105,2024-11-28T02:05:28Z,5990000,False,,,0,,SUB in: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT08M14.00S,2024-11-28T02:05:40.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203992,66.3107752956636,71.56862745098039,1610612737,109,105,2024-11-28T02:05:44Z,6000000,False,108.0,264.0,1,right,MISS B. Bogdanović 28' 3PT,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Right Center,,,,28.53,Missed,,,,,,,,,,,,,,,
610,PT08M11.00S,2024-11-28T02:05:43.8Z,4,REGULAR,rebound,defensive,[],1627777,,,1610612739,109,105,2024-11-28T02:05:44Z,6010000,False,,,0,,G. Niang REBOUND (Off:2 Def:5),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,,,,609.0,7.0,5.0,2.0,,,,,,,,,,,
611,PT07M57.00S,2024-11-28T02:05:58.9Z,4,REGULAR,3pt,Jump Shot,[],1627777,24.52365308804205,12.254901960784313,1610612739,109,105,2024-11-28T02:06:01Z,6020000,False,189.0,178.0,1,left,MISS G. Niang 25' 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,,25.94,Missed,,,,,,,,,,,,,,,
