actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
441,PT02M36.00S,2026-03-26T01:19:30.2Z,3,REGULAR,3pt,Jump Shot,[],201935,32.013797634691194,42.40196078431372,1610612739,70,79,2026-03-26T01:19:34Z,4270000,False,38.0,248.0,1,left,MISS J. Harden 25' pullup 3PT,[201935],1610612739.0,CLE,pullup,,,,,,Above the Break 3,24+ Center,25.13,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
442,PT02M33.00S,2026-03-26T01:19:33.2Z,3,REGULAR,rebound,defensive,[],1642857,,,1610612748,70,79,2026-03-26T01:19:34Z,4280000,False,,,0,,K. Jakučionis REBOUND (Off:0 Def:1),[1642857],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,Jakučionis,K. Jakučionis,441.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
443,PT02M30.00S,2026-03-26T01:19:39.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626181,93.64323258869908,54.41176470588235,1610612748,70,79,2026-03-26T01:22:35Z,4290000,False,22.0,7.0,1,right,MISS N. Powell running Layup - blocked,"[1626181, 201935]",1610612748.0,MIA,running,,,,,,Restricted Area,0-8 Center,2.33,Missed,Powell,N. Powell,,,,,,,,,,,,,,,,,Harden,201935.0,
444,PT02M30.00S,2026-03-26T01:19:39.7Z,3,REGULAR,block,,[],201935,,,1610612748,70,79,2026-03-26T01:19:42Z,4300000,False,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
445,PT02M30.00S,2026-03-26T01:19:39.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,70,79,2026-03-26T01:19:48Z,4310000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,,443.0,,,,,,,,,,,,,,,,,,
447,PT02M28.00S,2026-03-26T01:19:56.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628389,73.53810775295663,85.04901960784314,1610612748,70,79,2026-03-26T01:20:00Z,4330000,False,175.0,196.0,1,right,MISS B. Adebayo 26' 3PT,[1628389],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,26.3,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
448,PT02M25.00S,2026-03-26T01:19:59.3Z,3,REGULAR,rebound,defensive,[],201935,,,1610612739,70,79,2026-03-26T01:20:00Z,4340000,False,,,0,,J. Harden REBOUND (Off:0 Def:8),[201935],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,Harden,J. Harden,447.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
449,PT02M10.00S,2026-03-26T01:20:14.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,14.799605781865965,38.23529411764706,1610612739,72,79,2026-03-26T01:20:19Z,4350000,False,59.0,87.0,1,left,D. Mitchell 10' turnaround Jump Shot (20 PTS),[1628378],1610612739.0,CLE,turnaround,,,,,,In The Paint (Non-RA),8-16 Right,10.47,Made,Mitchell,D. Mitchell,,,,,,,,20.0,,,,,,,,,,,
450,PT02M01.00S,2026-03-26T01:20:22.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,94.95729303547962,51.9607843137255,1610612748,72,81,2026-03-26T01:20:29Z,4360000,False,10.0,-5.0,1,right,J. Jaquez Jr. driving Layup (7 PTS),[1631170],1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,1.1,Made,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,7.0,,,,,,,,,,,
451,PT01M43.00S,2026-03-26T01:20:40.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,6.521024967148489,49.754901960784316,1610612739,74,81,2026-03-26T01:20:43Z,4370000,False,1.0,9.0,1,left,T. Bryant driving Layup (2 PTS) (D. Schröder 4 AST),"[1628418, 203471]",1610612739.0,CLE,driving,,,,,,Restricted Area,0-8 Center,0.89,Made,Bryant,T. Bryant,,,,,,,,2.0,,,,,,D. Schröder,203471.0,4.0,,,
453,PT01M28.00S,2026-03-26T01:20:55.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,89.56964520367937,38.970588235294116,1610612748,74,83,2026-03-26T01:21:00Z,4390000,False,-55.0,46.0,1,right,B. Adebayo 7' turnaround Hook (14 PTS),[1628389],1610612748.0,MIA,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.15,Made,Adebayo,B. Adebayo,,,,,,,,14.0,,,,,,,,,,,
454,PT01M13.00S,2026-03-26T01:21:10.2Z,3,REGULAR,3pt,Jump Shot,[],201935,28.33442838370565,74.50980392156863,1610612739,77,83,2026-03-26T01:21:13Z,4400000,False,-123.0,214.0,1,left,J. Harden 24' 3PT  (12 PTS) (D. Schröder 5 AST),"[201935, 203471]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,24.64,Made,Harden,J. Harden,,,,,,,,12.0,,,,,,D. Schröder,203471.0,5.0,,,
456,PT00M51.30S,2026-03-26T01:21:33.2Z,3,REGULAR,2pt,Jump Shot,[],1631170,95.74572930354796,72.54901960784314,1610612748,77,83,2026-03-26T01:21:36Z,4420000,False,113.0,-13.0,1,right,MISS J. Jaquez Jr. 11' pullup Shot,[1631170],1610612748.0,MIA,pullup,,,,,,Mid-Range,8-16 Right,11.34,Missed,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,
457,PT00M49.40S,2026-03-26T01:21:35.1Z,3,REGULAR,rebound,defensive,[],1628418,,,1610612739,77,83,2026-03-26T01:21:36Z,4430000,False,,,0,,T. Bryant REBOUND (Off:0 Def:4),[1628418],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Right,,,Bryant,T. Bryant,456.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
458,PT00M41.40S,2026-03-26T01:21:44.0Z,3,REGULAR,3pt,Jump Shot,[],1628378,24.917871222076215,81.61764705882352,1610612739,80,83,2026-03-26T01:22:12Z,4440000,False,-158.0,182.0,1,left,D. Mitchell 24' 3PT pullup (23 PTS),[1628378],1610612739.0,CLE,pullup,,,,,,Above the Break 3,24+ Left Center,24.09,Made,Mitchell,D. Mitchell,,,,,,,,23.0,,,,,,,,,,,
460,PT00M29.60S,2026-03-26T01:22:18.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641796,86.67871222076215,38.23529411764706,1610612748,80,83,2026-03-26T01:26:13Z,4460000,False,-59.0,73.0,1,right,MISS P. Larsson 9' driving floating Shot,[1641796],1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),8-16 Left,9.35,Missed,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,
461,PT00M27.60S,2026-03-26T01:22:20.9Z,3,REGULAR,rebound,defensive,[],1641772,,,1610612739,80,83,2026-03-26T01:22:20Z,4470000,False,,,0,,N. Tomlin REBOUND (Off:1 Def:2),[1641772],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Left,,,Tomlin,N. Tomlin,460.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
462,PT00M11.90S,2026-03-26T01:22:37.6Z,3,REGULAR,3pt,Jump Shot,[],1628378,18.084756898817346,94.36274509803921,1610612739,83,83,2026-03-26T01:22:41Z,4480000,False,-222.0,117.0,1,left,D. Mitchell 25' 3PT pullup (26 PTS),[1628378],1610612739.0,CLE,pullup,,,,,,Above the Break 3,24+ Left Center,25.1,Made,Mitchell,D. Mitchell,,,,,,,,26.0,,,,,,,,,,,
463,PT00M01.70S,2026-03-26T01:22:54.1Z,3,REGULAR,foul,offensive,[],1641796,,,1610612748,83,83,2026-03-26T01:23:11Z,4490000,False,,,0,,P. Larsson offensive FOUL (1 PF),"[1641796, 1628418]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Larsson,P. Larsson,,,,,,,,,1627526.0,1.0,0.0,Bryant,1628418.0,,,,,,
465,PT00M01.70S,2026-03-26T01:22:54.1Z,3,REGULAR,turnover,offensive foul,[],1641796,,,1610612748,83,83,2026-03-26T01:22:54Z,4510000,False,,,0,,P. Larsson offensive foul TURNOVER (3 TO),[1641796],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Larsson,P. Larsson,,,,,3.0,,,,1627526.0,,,,,,,,,,
466,PT00M01.70S,2026-03-26T01:23:13.1Z,3,REGULAR,substitution,out,[],1628418,,,1610612739,83,83,2026-03-26T01:23:33Z,4520000,False,,,0,,SUB out: T. Bryant,[1628418],1610612739.0,CLE,,,,,,,,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,
467,PT00M01.70S,2026-03-26T01:23:13.1Z,3,REGULAR,substitution,out,[],203471,,,1610612739,83,83,2026-03-26T01:23:33Z,4530000,False,,,0,,SUB out: D. Schröder,[203471],1610612739.0,CLE,,,,,,,,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,
468,PT00M01.70S,2026-03-26T01:23:13.1Z,3,REGULAR,substitution,out,[],1641772,,,1610612739,83,83,2026-03-26T01:23:33Z,4540000,False,,,0,,SUB out: N. Tomlin,[1641772],1610612739.0,CLE,,,,,,,,,,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,,
469,PT00M01.70S,2026-03-26T01:23:13.1Z,3,REGULAR,substitution,out,[],1628389,,,1610612739,83,83,2026-03-26T01:23:33Z,4550000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
470,PT00M01.70S,2026-03-26T01:23:13.1Z,3,REGULAR,substitution,out,[],1626181,,,1610612739,83,83,2026-03-26T01:23:33Z,4560000,False,,,0,,SUB out: N. Powell,[1626181],1610612748.0,MIA,,,,,,,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,
471,PT00M01.70S,2026-03-26T01:23:13.1Z,3,REGULAR,substitution,in,[],1630241,,,1610612739,83,83,2026-03-26T01:23:33Z,4570000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,,,,,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,
472,PT00M01.70S,2026-03-26T01:23:13.1Z,3,REGULAR,substitution,in,[],1630596,,,1610612739,83,83,2026-03-26T01:23:33Z,4580000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,,,,,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,
473,PT00M01.70S,2026-03-26T01:23:13.1Z,3,REGULAR,substitution,in,[],1631165,,,1610612739,83,83,2026-03-26T01:23:33Z,4590000,False,,,0,,SUB in: K. Ellis,[1631165],1610612739.0,CLE,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
474,PT00M01.70S,2026-03-26T01:23:13.1Z,3,REGULAR,substitution,in,[],1629639,,,1610612739,83,83,2026-03-26T01:23:33Z,4600000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,,,,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
475,PT00M01.70S,2026-03-26T01:23:13.1Z,3,REGULAR,substitution,in,[],1642276,,,1610612739,83,83,2026-03-26T01:23:33Z,4610000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,,,,,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,
476,PT00M01.60S,2026-03-26T01:23:44.7Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612739,83,83,2026-03-26T01:27:22Z,4620000,False,,,0,,J. Harden bad pass TURNOVER (4 TO),"[201935, 1629639]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,Harden,J. Harden,,,,,4.0,Herro,1629639.0,,,,,,,,,,,,
477,PT00M01.60S,2026-03-26T01:23:44.7Z,3,REGULAR,steal,,[],1629639,,,1610612748,83,83,2026-03-26T01:23:48Z,4630000,False,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
478,PT00M00.00S,2026-03-26T01:23:51.7Z,3,REGULAR,heave,,['fromturnover'],0,,,1610612748,83,83,2026-03-26T01:27:39Z,4640000,False,,,0,,MIA Heave,[],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,43.13,,,,,,,,,,,,,,,,,,,,,,
479,PT00M00.00S,2026-03-26T01:23:51.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,83,83,2026-03-26T01:24:14Z,4650000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,,478.0,,,,,,,,,,,,,,,,,,
480,PT00M00.00S,2026-03-26T01:23:56.3Z,3,REGULAR,period,end,[],0,,,1610612748,83,83,2026-03-26T01:23:56Z,4660000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2026-03-26T01:24:11.1Z,4,REGULAR,substitution,out,['startperiod'],201935,,,1610612748,83,83,2026-03-26T01:26:30Z,4670000,False,,,0,,SUB out: J. Harden,[201935],1610612739.0,CLE,,,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2026-03-26T01:24:11.1Z,4,REGULAR,substitution,out,['startperiod'],1630241,,,1610612748,83,83,2026-03-26T01:26:30Z,4680000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,,,,,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2026-03-26T01:24:11.1Z,4,REGULAR,substitution,out,['startperiod'],1630596,,,1610612748,83,83,2026-03-26T01:26:30Z,4690000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,,,,,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2026-03-26T01:24:11.1Z,4,REGULAR,substitution,in,['startperiod'],1642878,,,1610612748,83,83,2026-03-26T01:26:30Z,4700000,False,,,0,,SUB in: T. Proctor,[1642878],1610612739.0,CLE,,,,,,,,,,,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2026-03-26T01:24:11.1Z,4,REGULAR,substitution,in,['startperiod'],203471,,,1610612748,83,83,2026-03-26T01:26:30Z,4710000,False,,,0,,SUB in: D. Schröder,[203471],1610612739.0,CLE,,,,,,,,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2026-03-26T01:24:11.1Z,4,REGULAR,substitution,in,['startperiod'],1641772,,,1610612748,83,83,2026-03-26T01:26:30Z,4720000,False,,,0,,SUB in: N. Tomlin,[1641772],1610612739.0,CLE,,,,,,,,,,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2026-03-26T01:26:35.2Z,4,REGULAR,period,start,[],0,,,1610612748,83,83,2026-03-26T01:26:35Z,4730000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT11M37.00S,2026-03-26T01:26:57.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,93.9060446780552,51.9607843137255,1610612748,83,85,2026-03-26T01:27:02Z,4740000,False,10.0,5.0,1,right,J. Jaquez Jr. driving Layup (9 PTS),[1631170],1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,1.09,Made,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,9.0,,,,,,,,,,,
489,PT11M25.00S,2026-03-26T01:27:09.6Z,4,REGULAR,3pt,Jump Shot,[],1631165,17.0335085413929,96.56862745098039,1610612739,86,85,2026-03-26T01:27:13Z,4750000,False,-233.0,108.0,1,left,K. Ellis 25' 3PT  (17 PTS) (D. Mitchell 4 AST),"[1631165, 1628378]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,25.65,Made,Ellis,K. Ellis,,,,,,,,17.0,,,,,,D. Mitchell,1628378.0,4.0,,,
491,PT11M13.00S,2026-03-26T01:27:21.0Z,4,REGULAR,turnover,lost ball,[],1641796,,,1610612748,86,85,2026-03-26T01:27:24Z,4770000,False,,,0,,P. Larsson lost ball TURNOVER (4 TO),"[1641796, 1642878]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Larsson,P. Larsson,,,,,4.0,Proctor,1642878.0,,,,,,,,,,,,
492,PT11M13.00S,2026-03-26T01:27:21.0Z,4,REGULAR,steal,,[],1642878,,,1610612739,86,85,2026-03-26T01:34:11Z,4780000,False,,,0,,T. Proctor STEAL (2 STL),[1642878],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,,,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,,
493,PT11M08.00S,2026-03-26T01:27:26.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642878,8.886333771353483,49.754901960784316,1610612739,86,85,2026-03-26T01:27:33Z,4790000,False,1.0,31.0,1,left,MISS T. Proctor running Layup,[1642878],1610612739.0,CLE,running,,,,,,Restricted Area,0-8 Center,3.1,Missed,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,,
494,PT11M07.00S,2026-03-26T01:27:28.0Z,4,REGULAR,rebound,offensive,[],1641772,,,1610612739,86,85,2026-03-26T01:27:28Z,4800000,False,,,0,,N. Tomlin REBOUND (Off:2 Def:2),[1641772],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,Tomlin,N. Tomlin,493.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
495,PT11M00.00S,2026-03-26T01:27:35.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628378,18.478975032851512,92.40196078431373,1610612739,86,85,2026-03-26T01:27:39Z,4810000,False,-212.0,121.0,1,left,MISS D. Mitchell 24' step back 3PT,[1628378],1610612739.0,CLE,step back,,,,,,Above the Break 3,24+ Left Center,24.42,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
496,PT10M57.00S,2026-03-26T01:27:38.2Z,4,REGULAR,rebound,defensive,[],1642276,,,1610612748,86,85,2026-03-26T01:27:39Z,4820000,False,,,0,,K. Ware REBOUND (Off:0 Def:8),[1642276],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,Ware,K. Ware,495.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
497,PT10M46.00S,2026-03-26T01:27:48.3Z,4,REGULAR,3pt,Jump Shot,[],1629639,64.86530880420499,16.666666666666664,1610612748,86,88,2026-03-26T01:27:56Z,4830000,False,-167.0,278.0,1,right,T. Herro 32' 3PT step back (16 PTS) (K. Ware 2 AST),"[1629639, 1642276]",1610612748.0,MIA,step back,,,,,,Above the Break 3,24+ Left Center,32.4,Made,Herro,T. Herro,,,,,,,,16.0,,,,,,K. Ware,1642276.0,2.0,,,
498,PT10M26.00S,2026-03-26T01:28:12.4Z,4,REGULAR,turnover,lost ball,[],1628378,,,1610612739,86,88,2026-03-26T01:28:21Z,4840000,False,,,0,,D. Mitchell lost ball TURNOVER (2 TO),"[1628378, 1629639]",1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,Mitchell,D. Mitchell,,,,,2.0,Herro,1629639.0,,,,,,,,,,,,
499,PT10M26.00S,2026-03-26T01:28:12.4Z,4,REGULAR,steal,,[],1629639,,,1610612748,86,88,2026-03-26T01:36:58Z,4850000,False,,,0,,T. Herro STEAL (2 STL),[1629639],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
500,PT10M26.00S,2026-03-26T01:28:16.1Z,4,REGULAR,foul,personal,[],1628378,,,1610612748,86,88,2026-03-26T01:28:34Z,4860000,False,,,0,,D. Mitchell personal FOUL (3 PF),"[1628378, 1629639]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,,,Mitchell,D. Mitchell,,,,,,,,,2004.0,3.0,0.0,Herro,1629639.0,,,,,,
502,PT10M26.00S,2026-03-26T01:28:34.7Z,4,REGULAR,substitution,out,[],1642878,,,1610612748,86,88,2026-03-26T01:28:45Z,4880000,False,,,0,,SUB out: T. Proctor,[1642878],1610612739.0,CLE,,,,,,,,,,,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,,
503,PT10M26.00S,2026-03-26T01:28:34.7Z,4,REGULAR,substitution,out,[],1642857,,,1610612748,86,88,2026-03-26T01:28:45Z,4890000,False,,,0,,SUB out: K. Jakučionis,[1642857],1610612748.0,MIA,,,,,,,,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,
504,PT10M26.00S,2026-03-26T01:28:34.7Z,4,REGULAR,substitution,in,[],201935,,,1610612748,86,88,2026-03-26T01:28:45Z,4900000,False,,,0,,SUB in: J. Harden,[201935],1610612739.0,CLE,,,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
505,PT10M26.00S,2026-03-26T01:28:34.7Z,4,REGULAR,substitution,in,[],203952,,,1610612748,86,88,2026-03-26T01:28:45Z,4910000,False,,,0,,SUB in: A. Wiggins,[203952],1610612748.0,MIA,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,
506,PT10M09.00S,2026-03-26T01:29:11.3Z,4,REGULAR,turnover,out-of-bounds,[],1631170,,,1610612748,86,88,2026-03-26T01:29:19Z,4920000,False,,,0,,J. Jaquez Jr. lost ball out-of-bounds TURNOVER (1 TO),[1631170],1610612748.0,MIA,lost ball,,,,,,Mid-Range,8-16 Left,,,Jaquez Jr.,J. Jaquez Jr.,,,,,1.0,,,,1627526.0,,,,,,,,,,
507,PT09M57.00S,2026-03-26T01:29:29.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641772,5.601182654402102,48.28431372549019,1610612739,88,88,2026-03-26T01:29:38Z,4930000,False,9.0,0.0,1,left,N. Tomlin reverse Layup (4 PTS) (D. Schröder 6 AST),"[1641772, 203471]",1610612739.0,CLE,reverse,,,,,,Restricted Area,0-8 Center,0.86,Made,Tomlin,N. Tomlin,,,,,,,,4.0,,,,,,D. Schröder,203471.0,6.0,,,
509,PT09M40.00S,2026-03-26T01:29:46.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,87.72996057818659,43.627450980392155,1610612748,88,88,2026-03-26T01:29:50Z,4950000,False,-32.0,63.0,1,right,MISS J. Jaquez Jr. 7' driving floating Shot,[1631170],1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.04,Missed,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,
511,PT09M38.00S,2026-03-26T01:29:48.0Z,4,REGULAR,rebound,defensive,[],203471,,,1610612739,88,88,2026-03-26T01:29:50Z,4960000,False,,,0,,D. Schröder REBOUND (Off:0 Def:6),[203471],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,,,Schröder,D. Schröder,509.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
512,PT09M30.00S,2026-03-26T01:29:58.4Z,4,REGULAR,foul,personal,['2freethrow'],203952,,,1610612739,88,88,2026-03-26T01:30:07Z,4970000,False,,,0,,A. Wiggins shooting personal FOUL (4 PF) (Tomlin 2 FT),"[203952, 1641772]",1610612748.0,MIA,shooting,,,,,,Restricted Area,0-8 Center,,,Wiggins,A. Wiggins,,,,,,,,,2004.0,4.0,0.0,Tomlin,1641772.0,,,,,,
514,PT09M30.00S,2026-03-26T01:30:25.1Z,4,REGULAR,freethrow,1 of 2,[],1641772,,,1610612739,89,88,2026-03-26T01:30:25Z,4990000,False,,,0,,N. Tomlin Free Throw 1 of 2 (5 PTS),[1641772],1610612739.0,CLE,,,,,,,,,,Made,Tomlin,N. Tomlin,,,,,,,,5.0,,,,,,,,,,,
515,PT09M30.00S,2026-03-26T01:30:42.8Z,4,REGULAR,freethrow,2 of 2,[],1641772,,,1610612739,90,88,2026-03-26T01:30:42Z,5000000,False,,,0,,N. Tomlin Free Throw 2 of 2 (6 PTS),[1641772],1610612739.0,CLE,,,,,,,,,,Made,Tomlin,N. Tomlin,,,,,,,,6.0,,,,,,,,,,,
516,PT09M17.00S,2026-03-26T01:30:58.5Z,4,REGULAR,3pt,Jump Shot,[],1629639,65.78515111695138,25.0,1610612748,90,88,2026-03-26T01:31:09Z,5010000,False,-125.0,269.0,1,right,MISS T. Herro 29' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,,,,Above the Break 3,24+ Left Center,29.67,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
517,PT09M15.00S,2026-03-26T01:31:00.5Z,4,REGULAR,rebound,offensive,[],1641796,,,1610612748,90,88,2026-03-26T02:01:22Z,5020000,False,,,0,,P. Larsson REBOUND (Off:1 Def:0),[1641796],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,Larsson,P. Larsson,516.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
518,PT09M10.00S,2026-03-26T01:31:10.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641796,93.51182654402102,51.71568627450981,1610612748,90,90,2026-03-26T01:40:24Z,5030000,False,9.0,8.0,1,right,P. Larsson driving Layup (7 PTS),[1641796],1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,1.21,Made,Larsson,P. Larsson,,,,,,,,7.0,,,,,,,,,,,
520,PT08M47.00S,2026-03-26T01:31:27.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628378,11.777266754270697,45.34313725490196,1610612739,90,90,2026-03-26T01:31:33Z,5050000,False,23.0,58.0,1,left,MISS D. Mitchell 6' driving Hook,[1628378],1610612739.0,CLE,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.27,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
521,PT08M45.00S,2026-03-26T01:31:29.8Z,4,REGULAR,rebound,defensive,[],1642276,,,1610612748,90,90,2026-03-26T01:31:33Z,5060000,False,,,0,,K. Ware REBOUND (Off:0 Def:9),[1642276],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Ware,K. Ware,520.0,9.0,9.0,0.0,,,,,,,,,,,,,,,
522,PT08M40.00S,2026-03-26T01:31:35.4Z,4,REGULAR,3pt,Jump Shot,[],1631170,94.95729303547962,1.9607843137254901,1610612748,90,93,2026-03-26T01:41:37Z,5070000,False,-240.0,-5.0,1,right,J. Jaquez Jr. 24' 3PT  (12 PTS) (T. Herro 4 AST),"[1631170, 1629639]",1610612748.0,MIA,,,,,,,Left Corner 3,24+ Left,24.03,Made,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,12.0,,,,,,T. Herro,1629639.0,4.0,,,
