actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
354,PT00M04.70S,2025-12-23T01:12:31.5Z,2,REGULAR,substitution,out,[],1629731,,,1610612739,67,63,2025-12-23T01:12:42Z,3490000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,,,,,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,
355,PT00M04.70S,2025-12-23T01:12:31.5Z,2,REGULAR,substitution,out,[],1630163,,,1610612739,67,63,2025-12-23T01:12:42Z,3500000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
356,PT00M04.70S,2025-12-23T01:12:31.5Z,2,REGULAR,substitution,in,[],1642281,,,1610612739,67,63,2025-12-23T01:12:42Z,3510000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,,,,,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,
357,PT00M04.70S,2025-12-23T01:12:31.5Z,2,REGULAR,substitution,in,[],1630182,,,1610612739,67,63,2025-12-23T01:12:42Z,3520000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
358,PT00M00.00S,2025-12-23T01:13:00.8Z,2,REGULAR,3pt,Jump Shot,[],1628378,35.03613666228647,48.529411764705884,1610612739,70,63,2025-12-23T01:13:10Z,3530000,False,7.0,277.0,1,left,D. Mitchell 27' 3PT pullup (18 PTS),[1628378],1610612739.0,CLE,pullup,,,,,,Above the Break 3,24+ Center,,,Mitchell,D. Mitchell,27.69,Made,,,,,,,,,18.0,,,,,,,,
359,PT00M00.00S,2025-12-23T01:13:08.6Z,2,REGULAR,period,end,[],0,,,1610612766,70,63,2025-12-23T01:13:08Z,3540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2025-12-23T01:28:50.1Z,3,REGULAR,substitution,out,['startperiod'],1630241,,,1610612766,70,63,2025-12-23T01:29:05Z,3560000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,,,,,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2025-12-23T01:28:50.1Z,3,REGULAR,substitution,out,['startperiod'],1629631,,,1610612766,70,63,2025-12-23T01:29:05Z,3570000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,,,,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2025-12-23T01:28:50.1Z,3,REGULAR,substitution,out,['startperiod'],1642883,,,1610612766,70,63,2025-12-23T01:29:05Z,3590000,False,,,0,,SUB out: S. James,[1642883],1610612766.0,CHA,,,,,,,,,,,James,S. James,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2025-12-23T01:28:50.1Z,3,REGULAR,substitution,out,['startperiod'],1642275,,,1610612766,70,63,2025-12-23T01:29:05Z,3600000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,,,,,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2025-12-23T01:28:50.1Z,3,REGULAR,substitution,out,['startperiod'],1630182,,,1610612766,70,63,2025-12-23T01:29:05Z,3610000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2025-12-23T01:28:50.1Z,3,REGULAR,substitution,in,['startperiod'],1628386,,,1610612766,70,63,2025-12-23T01:29:05Z,3620000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2025-12-23T01:28:50.1Z,3,REGULAR,substitution,in,['startperiod'],1629731,,,1610612766,70,63,2025-12-23T01:29:05Z,3640000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,,,,,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2025-12-23T01:28:50.1Z,3,REGULAR,substitution,in,['startperiod'],1630163,,,1610612766,70,63,2025-12-23T01:29:05Z,3650000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2025-12-23T01:28:50.1Z,3,REGULAR,substitution,in,['startperiod'],203486,,,1610612766,70,63,2025-12-23T01:29:05Z,3660000,False,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2025-12-23T01:28:50.1Z,3,REGULAR,substitution,in,['startperiod'],1641706,,,1610612766,70,63,2025-12-23T01:29:05Z,3670000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2025-12-23T01:29:33.0Z,3,REGULAR,period,start,[],0,,,1610612766,70,63,2025-12-23T01:29:33Z,3680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT11M42.00S,2025-12-23T01:29:50.6Z,3,REGULAR,turnover,bad pass,[],203486,,,1610612766,70,63,2025-12-23T01:29:57Z,3690000,False,,,0,,M. Plumlee bad pass TURNOVER (3 TO),"[203486, 1642281]",1610612766.0,CHA,,,,,,,Mid-Range,16-24 Right Center,,3.0,Plumlee,M. Plumlee,,,,,,,,,,,,,,,Tyson,1642281.0,,,
375,PT11M42.00S,2025-12-23T01:29:50.6Z,3,REGULAR,steal,,[],1642281,,,1610612739,70,63,2025-12-23T01:29:52Z,3700000,False,,,0,,J. Tyson STEAL (3 STL),[1642281],1610612739.0,CLE,,,,,,,Mid-Range,16-24 Right Center,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,
376,PT11M39.00S,2025-12-23T01:29:55.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628378,93.64323258869908,52.450980392156865,1610612739,72,63,2025-12-23T01:30:53Z,3710000,False,12.0,7.0,1,right,D. Mitchell driving Layup (20 PTS) (J. Tyson 1 AST),"[1628378, 1642281]",1610612739.0,CLE,driving,,,,,,Restricted Area,0-8 Center,,,Mitchell,D. Mitchell,1.43,Made,,,,,,,,,20.0,J. Tyson,1642281.0,1.0,,,,,
380,PT11M39.00S,2025-12-23T01:30:17.3Z,3,REGULAR,foul,personal,['1freethrow'],1641706,,,1610612739,72,63,2025-12-23T01:30:32Z,3750000,False,,,0,,B. Miller shooting personal FOUL (3 PF) (Mitchell 1 FT),"[1641706, 1628378]",1610612766.0,CHA,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1629178.0,,Miller,B. Miller,,,,,,,3.0,0.0,Mitchell,1628378.0,,,,,,,,,
382,PT11M39.00S,2025-12-23T01:30:33.3Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1628378,,,1610612739,73,63,2025-12-23T01:30:33Z,3770000,False,,,0,,D. Mitchell Free Throw 1 of 1 (21 PTS),[1628378],1610612739.0,CLE,,,,,,,,,,,Mitchell,D. Mitchell,,Made,,,,,,,,,21.0,,,,,,,,
383,PT11M20.00S,2025-12-23T01:30:48.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,16.113666228646515,36.029411764705884,1610612766,73,63,2025-12-23T01:33:54Z,3780000,False,70.0,99.0,1,left,MISS B. Miller 12' driving floating Shot,[1641706],1610612766.0,CHA,driving floating,,,,,,In The Paint (Non-RA),8-16 Right,,,Miller,B. Miller,12.12,Missed,,,,,,,,,,,,,,,,,
384,PT11M19.00S,2025-12-23T01:30:49.8Z,3,REGULAR,rebound,offensive,[],203486,,,1610612766,73,63,2025-12-23T01:33:54Z,3790000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:2),[203486],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),8-16 Right,,,Plumlee,M. Plumlee,,,383.0,4.0,2.0,2.0,,,,,,,,,,,,,
385,PT11M18.00S,2025-12-23T01:30:52.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203486,5.590000152587891,50.0,1610612766,73,63,2025-12-23T01:34:27Z,3800000,False,0.0,0.0,1,left,MISS M. Plumlee tip Layup,[203486],1610612766.0,CHA,tip,,,,,,Restricted Area,0-8 Center,,,Plumlee,M. Plumlee,0.0,Missed,,,,,,,,,,,,,,,,,
386,PT11M16.00S,2025-12-23T01:30:54.4Z,3,REGULAR,rebound,offensive,[],1628970,,,1610612766,73,63,2025-12-23T01:34:27Z,3810000,False,,,0,,M. Bridges REBOUND (Off:1 Def:4),[1628970],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Bridges,M. Bridges,,,385.0,5.0,4.0,1.0,,,,,,,,,,,,,
387,PT11M15.00S,2025-12-23T01:30:54.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,7.703679369250986,51.9607843137255,1610612766,73,63,2025-12-23T01:34:41Z,3820000,False,-10.0,20.0,1,left,MISS M. Bridges putback Layup - blocked,"[1628970, 1628386]",1610612766.0,CHA,putback,,,,,,Restricted Area,0-8 Center,,,Bridges,M. Bridges,2.22,Missed,,,,,,,,,,,,,,,Allen,1628386.0,
388,PT11M15.00S,2025-12-23T01:30:54.8Z,3,REGULAR,block,,[],1628386,,,1610612766,73,63,2025-12-23T01:30:57Z,3830000,False,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,
389,PT11M14.00S,2025-12-23T01:30:55.8Z,3,REGULAR,rebound,offensive,[],1628970,,,1610612766,73,63,2025-12-23T01:34:41Z,3840000,False,,,0,,M. Bridges REBOUND (Off:2 Def:4),[1628970],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Bridges,M. Bridges,,,387.0,6.0,4.0,2.0,,,,,,,,,,,,,
390,PT11M12.00S,2025-12-23T01:31:00.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,28.203022339027594,78.92156862745098,1610612766,73,66,2025-12-23T01:35:10Z,3850000,False,-145.0,213.0,1,left,L. Ball 25' 3PT  (18 PTS) (M. Bridges 3 AST),"[1630163, 1628970]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,Ball,L. Ball,25.71,Made,,,,,,,,,18.0,M. Bridges,1628970.0,3.0,,,,,
392,PT10M54.00S,2025-12-23T01:31:11.9Z,3,REGULAR,2pt,Jump Shot,[],1642281,89.43823915900131,32.59803921568628,1610612739,73,66,2025-12-23T01:31:16Z,3870000,False,-87.0,47.0,1,right,MISS J. Tyson 9' floating Shot,[1642281],1610612739.0,CLE,floating,,,,,,Mid-Range,8-16 Left,,,Tyson,J. Tyson,9.88,Missed,,,,,,,,,,,,,,,,,
393,PT10M52.00S,2025-12-23T01:31:14.6Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,73,66,2025-12-23T01:31:14Z,3880000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:3),[203486],1610612766.0,CHA,,,,,,,Mid-Range,8-16 Left,,,Plumlee,M. Plumlee,,,392.0,5.0,3.0,2.0,,,,,,,,,,,,,
394,PT10M48.00S,2025-12-23T01:31:19.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,29.122864651773984,17.892156862745097,1610612766,73,66,2025-12-23T01:37:58Z,3890000,False,161.0,221.0,1,left,MISS L. Ball 27' running pullup 3PT,[1630163],1610612766.0,CHA,running pullup,,,,,,Above the Break 3,24+ Right Center,,,Ball,L. Ball,27.34,Missed,,,,,,,,,,,,,,,,,
395,PT10M48.00S,2025-12-23T01:31:19.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,73,66,2025-12-23T01:37:58Z,3900000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,,,,,394.0,,,,,,,,,,,,,,,,
396,PT10M48.00S,2025-12-23T01:31:28.8Z,3,REGULAR,foul,personal,[],1628378,,,1610612766,73,66,2025-12-23T01:31:43Z,3910000,False,,,0,,D. Mitchell loose ball personal FOUL (2 PF),"[1628378, 1628970]",1610612739.0,CLE,loose ball,,,,,,In The Paint (Non-RA),8-16 Center,202058.0,,Mitchell,D. Mitchell,,,,,,,2.0,0.0,Bridges,1628970.0,,,,,,,,,
398,PT10M34.00S,2025-12-23T01:31:54.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203486,9.986859395532194,44.20189950980392,1610612766,73,66,2025-12-23T01:38:31Z,3930000,False,29.0,41.0,1,left,MISS M. Plumlee driving Hook - blocked,"[203486, 1628386]",1610612766.0,CHA,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,Plumlee,M. Plumlee,5.05,Missed,,,,,,,,,,,,,,,Allen,1628386.0,
399,PT10M34.00S,2025-12-23T01:31:54.9Z,3,REGULAR,block,,[],1628386,,,1610612766,73,66,2025-12-23T01:31:57Z,3940000,False,,,0,,J. Allen BLOCK (2 BLK),[1628386],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,
400,PT10M34.00S,2025-12-23T01:31:54.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,73,66,2025-12-23T01:32:05Z,3950000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,398.0,,,,,,,,,,,,,,,,
402,PT10M34.00S,2025-12-23T01:32:23.0Z,3,REGULAR,substitution,out,[],203486,,,1610612766,73,66,2025-12-23T01:32:26Z,3970000,False,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,
403,PT10M34.00S,2025-12-23T01:32:23.0Z,3,REGULAR,substitution,in,[],1631217,,,1610612766,73,66,2025-12-23T01:32:26Z,3980000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,,,,,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,
404,PT10M33.00S,2025-12-23T01:32:49.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631217,10.33180026281209,54.166666666666664,1610612766,73,66,2025-12-23T01:39:26Z,3990000,False,-21.0,45.0,1,left,MISS M. Diabaté alley-oop Layup,[1631217],1610612766.0,CHA,alley-oop,,,,,,In The Paint (Non-RA),0-8 Center,,,Diabaté,M. Diabaté,4.92,Missed,,,,,,,,,,,,,,,,,
405,PT10M32.00S,2025-12-23T01:32:50.9Z,3,REGULAR,rebound,defensive,[],1628378,,,1610612739,73,66,2025-12-23T01:39:26Z,4000000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:3),[1628378],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,,,Mitchell,D. Mitchell,,,404.0,4.0,3.0,1.0,,,,,,,,,,,,,
446,PT10M29.00S,2025-12-23T01:33:04.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642281,94.95729303547962,50.73529411764706,1610612739,73,66,2025-12-23T01:44:32Z,4015000,False,4.0,-5.0,1,right,MISS J. Tyson running Layup - blocked,"[1642281, 1641706]",1610612739.0,CLE,running,,,,,,Restricted Area,0-8 Center,,,Tyson,J. Tyson,0.63,Missed,,,,,,,,,,,,,,,Miller,1641706.0,
447,PT10M29.00S,2025-12-23T01:33:04.6Z,3,REGULAR,block,,[],1641706,,,1610612739,73,66,2025-12-23T01:44:32Z,4022500,False,,,0,,B. Miller BLOCK (1 BLK),[1641706],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,
448,PT10M29.00S,2025-12-23T01:33:04.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,73,66,2025-12-23T03:46:10Z,4026250,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,,,,446.0,,,,,,,,,,,,,,,,
408,PT10M29.00S,2025-12-23T01:33:19.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,73,66,2025-12-23T01:33:19Z,4030000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT10M23.00S,2025-12-23T01:37:26.1Z,3,REGULAR,turnover,bad pass,[],1629636,,,1610612739,73,66,2025-12-23T01:37:30Z,4050000,False,,,0,,D. Garland bad pass TURNOVER (2 TO),"[1629636, 1631217]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Center,,2.0,Garland,D. Garland,,,,,,,,,,,,,,,Diabaté,1631217.0,,,
411,PT10M23.00S,2025-12-23T01:37:26.1Z,3,REGULAR,steal,,[],1631217,,,1610612766,73,66,2025-12-23T01:37:28Z,4060000,False,,,0,,M. Diabaté STEAL (3 STL),[1631217],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),8-16 Center,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,
412,PT10M20.00S,2025-12-23T01:37:29.4Z,3,REGULAR,turnover,bad pass,[],1630163,,,1610612766,73,66,2025-12-23T01:37:33Z,4070000,False,,,0,,L. Ball bad pass TURNOVER (3 TO),"[1630163, 1629636]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,3.0,Ball,L. Ball,,,,,,,,,,,,,,,Garland,1629636.0,,,
413,PT10M20.00S,2025-12-23T01:37:29.4Z,3,REGULAR,steal,,[],1629636,,,1610612739,73,66,2025-12-23T01:37:31Z,4080000,False,,,0,,D. Garland STEAL (2 STL),[1629636],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,
414,PT10M16.00S,2025-12-23T01:37:32.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,70.12155059132719,22.54901960784314,1610612739,76,66,2025-12-23T01:37:41Z,4090000,False,-137.0,228.0,1,right,D. Garland 26' 3PT  (20 PTS),[1629636],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,Garland,D. Garland,26.65,Made,,,,,,,,,20.0,,,,,,,,
415,PT10M02.00S,2025-12-23T01:37:46.6Z,3,REGULAR,2pt,Jump Shot,[],1630163,22.552562417871222,33.33333333333333,1610612766,76,66,2025-12-23T01:37:53Z,4100000,False,83.0,159.0,1,left,MISS L. Ball 17' turnaround fadeaway Shot,[1630163],1610612766.0,CHA,turnaround fadeaway,,,,,,Mid-Range,16-24 Right Center,,,Ball,L. Ball,17.99,Missed,,,,,,,,,,,,,,,,,
416,PT10M00.00S,2025-12-23T01:37:48.6Z,3,REGULAR,rebound,offensive,[],1631217,,,1610612766,76,66,2025-12-23T01:37:48Z,4110000,False,,,0,,M. Diabaté REBOUND (Off:6 Def:5),[1631217],1610612766.0,CHA,,,,,,,Mid-Range,16-24 Right Center,,,Diabaté,M. Diabaté,,,415.0,11.0,5.0,6.0,,,,,,,,,,,,,
417,PT09M55.00S,2025-12-23T01:37:52.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,4.02431011826544,97.79411764705883,1610612766,76,69,2025-12-23T01:43:08Z,4120000,False,-239.0,-15.0,1,left,L. Ball 3PT  (21 PTS) (M. Bridges 4 AST),"[1630163, 1628970]",1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,,,Ball,L. Ball,23.95,Made,,,,,,,,,21.0,M. Bridges,1628970.0,4.0,,,,,
419,PT09M55.00S,2025-12-23T01:38:00.5Z,3,REGULAR,foul,personal,['1freethrow'],1628386,,,1610612766,76,69,2025-12-23T01:44:48Z,4140000,False,,,0,,J. Allen personal FOUL (4 PF) (Diabaté 1 FT),"[1628386, 1631217]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Center,202058.0,,Allen,J. Allen,,,,,,,4.0,0.0,Diabaté,1631217.0,,,,,,,,,
444,PT09M55.00S,2025-12-23T01:38:20.9Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1631217,,,1610612766,76,69,2025-12-23T01:44:56Z,4165000,False,,,0,,MISS M. Diabaté Free Throw 1 of 1,[1631217],1610612766.0,CHA,,,,,,,,,,,Diabaté,M. Diabaté,,Missed,,,,,,,,,,,,,,,,,
445,PT09M55.00S,2025-12-23T01:38:20.9Z,3,REGULAR,rebound,defensive,[],1642281,,,1610612739,76,69,2025-12-23T01:42:43Z,4167500,False,,,0,,J. Tyson REBOUND (Off:0 Def:1),[1642281],1610612739.0,CLE,,,,,,,,,,,Tyson,J. Tyson,,,444.0,1.0,1.0,0.0,,,,,,,,,,,,,
422,PT09M55.00S,2025-12-23T01:38:41.3Z,3,REGULAR,violation,lane,[],1629731,,,1610612739,76,69,2025-12-23T01:42:43Z,4170000,False,,,0,,D. Wade lane VIOLATION,[1629731],1610612739.0,CLE,,,,,,,,,202058.0,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,
423,PT09M55.00S,2025-12-23T01:38:47.2Z,3,REGULAR,substitution,out,[],1628386,,,1610612739,76,69,2025-12-23T01:42:43Z,4180000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,
424,PT09M55.00S,2025-12-23T01:38:47.2Z,3,REGULAR,substitution,in,[],1628418,,,1610612739,76,69,2025-12-23T01:42:43Z,4190000,False,,,0,,SUB in: T. Bryant,[1628418],1610612739.0,CLE,,,,,,,,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,
425,PT09M44.00S,2025-12-23T01:39:20.5Z,3,REGULAR,turnover,traveling,[],1628378,,,1610612739,76,69,2025-12-23T01:42:13Z,4200000,False,,,0,,D. Mitchell traveling TURNOVER (2 TO),[1628378],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Left,,2.0,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
426,PT09M31.00S,2025-12-23T01:39:45.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1641706,8.754927726675426,32.35294117647059,1610612766,76,71,2025-12-23T01:49:54Z,4210000,False,88.0,30.0,1,left,B. Miller 9' driving floating Jump Shot (9 PTS),[1641706],1610612766.0,CHA,driving floating,,,,,,Mid-Range,8-16 Right,,,Miller,B. Miller,9.31,Made,,,,,,,,,9.0,,,,,,,,
427,PT09M31.00S,2025-12-23T01:39:49.0Z,3,REGULAR,foul,personal,['1freethrow'],1628378,,,1610612766,76,71,2025-12-23T01:40:01Z,4220000,False,,,0,,D. Mitchell shooting personal FOUL (3 PF) (Miller 1 FT),"[1628378, 1641706]",1610612739.0,CLE,shooting,,,,,,Mid-Range,8-16 Right,1629178.0,,Mitchell,D. Mitchell,,,,,,,3.0,0.0,Miller,1641706.0,,,,,,,,,
429,PT09M31.00S,2025-12-23T01:40:07.9Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1641706,,,1610612766,76,72,2025-12-23T01:40:07Z,4240000,False,,,0,,B. Miller Free Throw 1 of 1 (10 PTS),[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,Made,,,,,,,,,10.0,,,,,,,,
430,PT09M11.00S,2025-12-23T01:40:31.9Z,3,REGULAR,3pt,Jump Shot,[],1642281,67.09921156373193,51.71568627450981,1610612739,76,72,2025-12-23T01:40:39Z,4250000,False,9.0,257.0,1,right,MISS J. Tyson 25' 3PT,[1642281],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,,,Tyson,J. Tyson,25.69,Missed,,,,,,,,,,,,,,,,,
431,PT09M11.00S,2025-12-23T01:40:31.9Z,3,REGULAR,rebound,defensive,[],1642851,,,1610612766,76,72,2025-12-23T01:40:39Z,4260000,False,,,0,,K. Knueppel REBOUND (Off:0 Def:1),[1642851],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Center,,,Knueppel,K. Knueppel,,,430.0,1.0,1.0,0.0,,,,,,,,,,,,,
432,PT09M04.00S,2025-12-23T01:40:39.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641706,7.30946123521682,50.245098039215684,1610612766,76,72,2025-12-23T01:50:50Z,4270000,False,-1.0,16.0,1,left,MISS B. Miller running finger roll Layup,[1641706],1610612766.0,CHA,running finger roll,,,,,,Restricted Area,0-8 Center,,,Miller,B. Miller,1.62,Missed,,,,,,,,,,,,,,,,,
433,PT09M01.00S,2025-12-23T01:40:42.0Z,3,REGULAR,rebound,defensive,[],1629731,,,1610612739,76,72,2025-12-23T01:40:45Z,4280000,False,,,0,,D. Wade REBOUND (Off:0 Def:4),[1629731],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,Wade,D. Wade,,,432.0,4.0,4.0,0.0,,,,,,,,,,,,,
434,PT08M56.00S,2025-12-23T01:40:46.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628418,95.22010512483574,50.245098039215684,1610612739,78,72,2025-12-23T01:51:37Z,4290000,False,1.0,-8.0,1,right,T. Bryant cutting DUNK (4 PTS) (J. Tyson 2 AST),"[1628418, 1642281]",1610612739.0,CLE,cutting,,,,,,Restricted Area,0-8 Center,,,Bryant,T. Bryant,0.77,Made,,,,,,,,,4.0,J. Tyson,1642281.0,2.0,,,,,
436,PT08M40.00S,2025-12-23T01:41:01.8Z,3,REGULAR,2pt,Jump Shot,[],1642851,11.777266754270697,29.901960784313726,1610612766,78,72,2025-12-23T01:41:08Z,4310000,False,100.0,58.0,1,left,MISS K. Knueppel 11' turnaround Shot,[1642851],1610612766.0,CHA,turnaround,,,,,,Mid-Range,8-16 Right,,,Knueppel,K. Knueppel,11.61,Missed,,,,,,,,,,,,,,,,,
437,PT08M37.00S,2025-12-23T01:41:04.8Z,3,REGULAR,rebound,defensive,[],1629731,,,1610612739,78,72,2025-12-23T01:41:08Z,4320000,False,,,0,,D. Wade REBOUND (Off:0 Def:5),[1629731],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Right,,,Wade,D. Wade,,,436.0,5.0,5.0,0.0,,,,,,,,,,,,,
438,PT08M29.00S,2025-12-23T01:41:13.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,81.02825229960578,46.81372549019608,1610612739,80,72,2025-12-23T01:41:18Z,4330000,False,-16.0,126.0,1,right,D. Garland 12' driving floating Jump Shot (22 PTS),[1629636],1610612739.0,CLE,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,Garland,D. Garland,12.68,Made,,,,,,,,,22.0,,,,,,,,
