actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
267,PT01M28.00S,2022-01-04T04:26:54.5Z,2,REGULAR,rebound,offensive,[],201586,,,1610612746,42,62,2022-01-04T04:26:56Z,2640000,,,0,,S. Ibaka REBOUND (Off:1 Def:1),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,266.0,,,,,,,2.0,1.0,1.0,,,,,,,
268,PT01M28.00S,2022-01-04T04:26:54.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201586,94.40999984741211,50.0,1610612746,44,62,2022-01-04T04:26:59Z,2650000,0.0,0.0,1,right,S. Ibaka tip Layup (15 PTS),[201586],1610612746.0,LAC,tip,,,Ibaka,S. Ibaka,,,,,,,0.0,Made,,,,15.0,,,,,,,,,,,,,
269,PT01M08.00S,2022-01-04T04:27:13.8Z,2,REGULAR,3pt,Jump Shot,[],1630162,33.820630749014455,73.2843137254902,1610612750,44,62,2022-01-04T04:27:20Z,2660000,-116.0,265.0,1,left,MISS A. Edwards 28' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,,,28.98,Missed,,,,,,,,,,,,,,,,,
270,PT01M06.00S,2022-01-04T04:27:15.8Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,44,62,2022-01-04T04:27:20Z,2670000,,,0,,A. Coffey REBOUND (Off:0 Def:3),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,269.0,,,,,,,3.0,3.0,0.0,,,,,,,
271,PT01M00.00S,2022-01-04T04:27:22.7Z,2,REGULAR,3pt,Jump Shot,[],202704,65.09526938239159,63.72549019607843,1610612746,44,62,2022-01-04T04:27:30Z,2680000,69.0,276.0,1,right,MISS R. Jackson 28' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,28.4,Missed,,,,,,,,,,,,,,,,,
272,PT00M57.00S,2022-01-04T04:27:25.7Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,44,62,2022-01-04T04:27:30Z,2690000,,,0,,N. Reid REBOUND (Off:1 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,271.0,,,,,,,3.0,2.0,1.0,,,,,,,
273,PT00M51.90S,2022-01-04T04:27:33.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,44,62,2022-01-04T04:27:33Z,2700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT00M43.50S,2022-01-04T04:28:02.6Z,2,REGULAR,foul,personal,[],202704,,,1610612750,44,62,2022-01-04T04:28:06Z,2710000,,,0,,R. Jackson personal FOUL (1 PF),"[202704, 201976]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,1627962.0,,,,,,,,,,,,,,,,1.0,0.0,Beverley,201976.0,
276,PT00M31.10S,2022-01-04T04:28:30.0Z,2,REGULAR,3pt,Jump Shot,[],1629675,7.145203679369246,94.6078431372549,1610612750,44,62,2022-01-04T04:28:35Z,2730000,-223.0,15.0,1,left,MISS N. Reid 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,22.35,Missed,,,,,,,,,,,,,,,,,
277,PT00M28.20S,2022-01-04T04:28:33.0Z,2,REGULAR,rebound,defensive,[],201586,,,1610612746,44,62,2022-01-04T04:28:33Z,2740000,,,0,,S. Ibaka REBOUND (Off:1 Def:2),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,276.0,,,,,,,3.0,2.0,1.0,,,,,,,
278,PT00M28.20S,2022-01-04T04:28:37.9Z,2,REGULAR,turnover,traveling,[],201586,,,1610612746,44,62,2022-01-04T04:28:43Z,2750000,,,0,,S. Ibaka traveling TURNOVER (2 TO),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,2002.0,2.0,,,,,,,,,,,,,,,,,,,
279,PT00M08.10S,2022-01-04T04:29:25.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629611,,,1610612750,44,62,2022-01-04T04:29:34Z,2760000,,,0,,T. Mann shooting personal FOUL (1 PF) (Beverley 2 FT),"[1629611, 201976]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,1627962.0,,,,,,,,,,,,,,,,1.0,0.0,Beverley,201976.0,
281,PT00M08.10S,2022-01-04T04:29:55.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201976,,,1610612750,44,63,2022-01-04T04:29:55Z,2780000,,,0,,P. Beverley Free Throw 1 of 2 (5 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,Made,,,,5.0,,,,,,,,,,,,,
282,PT00M08.10S,2022-01-04T04:30:08.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201976,,,1610612750,44,64,2022-01-04T04:30:08Z,2790000,,,0,,P. Beverley Free Throw 2 of 2 (6 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,Made,,,,6.0,,,,,,,,,,,,,
283,PT00M02.60S,2022-01-04T04:30:18.2Z,2,REGULAR,2pt,Jump Shot,[],202704,78.63009198423127,66.42156862745098,1610612746,46,64,2022-01-04T04:30:27Z,2800000,82.0,148.0,1,right,R. Jackson 16' step back Jump Shot (5 PTS),[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,,,16.96,Made,,,,5.0,,,,,,,,,,,,,
284,PT00M00.00S,2022-01-04T04:30:26.1Z,2,REGULAR,period,end,[],0,,,1610612750,46,64,2022-01-04T04:30:26Z,2810000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT12M00.00S,2022-01-04T04:45:29.3Z,3,REGULAR,substitution,out,['startperiod'],1629599,,,1610612750,46,64,2022-01-04T04:45:53Z,2820000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT12M00.00S,2022-01-04T04:45:29.3Z,3,REGULAR,substitution,out,['startperiod'],1630183,,,1610612750,46,64,2022-01-04T04:45:53Z,2830000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT12M00.00S,2022-01-04T04:45:29.3Z,3,REGULAR,substitution,in,['startperiod'],202339,,,1610612750,46,64,2022-01-04T04:45:53Z,2840000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT12M00.00S,2022-01-04T04:45:29.3Z,3,REGULAR,substitution,in,['startperiod'],1627736,,,1610612750,46,64,2022-01-04T04:45:53Z,2850000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT12M00.00S,2022-01-04T04:45:48.1Z,3,REGULAR,period,start,[],0,,,1610612750,46,64,2022-01-04T04:45:54Z,2860000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT11M37.00S,2022-01-04T04:46:10.0Z,3,REGULAR,2pt,Jump Shot,[],201976,94.53022339027595,81.86274509803921,1610612750,46,64,2022-01-04T04:46:16Z,2870000,159.0,-1.0,1,right,MISS P. Beverley 15' step back Shot,[201976],1610612750.0,MIN,step back,,,Beverley,P. Beverley,,,,,,,15.93,Missed,,,,,,,,,,,,,,,,,
291,PT11M34.00S,2022-01-04T04:46:13.0Z,3,REGULAR,rebound,offensive,[],1629675,,,1610612750,46,64,2022-01-04T04:46:16Z,2880000,,,0,,N. Reid REBOUND (Off:2 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,290.0,,,,,,,4.0,2.0,2.0,,,,,,,
292,PT11M29.00S,2022-01-04T04:46:18.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629675,93.61038107752957,96.56862745098039,1610612750,46,64,2022-01-04T04:46:24Z,2890000,233.0,8.0,1,right,MISS N. Reid 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,23.29,Missed,,,,,,,,,,,,,,,,,
293,PT11M26.00S,2022-01-04T04:46:21.1Z,3,REGULAR,rebound,defensive,[],202704,,,1610612746,46,64,2022-01-04T04:46:24Z,2900000,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,292.0,,,,,,,2.0,2.0,0.0,,,,,,,
294,PT11M11.00S,2022-01-04T04:46:36.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201586,6.750985545335084,47.79411764705882,1610612746,48,64,2022-01-04T04:46:42Z,2910000,11.0,11.0,1,left,S. Ibaka Layup (17 PTS) (T. Mann 3 AST),"[201586, 1629611]",1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,1.56,Made,,,,17.0,T. Mann,1629611.0,3.0,,,,,,,,,,
296,PT10M56.00S,2022-01-04T04:46:51.4Z,3,REGULAR,3pt,Jump Shot,[],1627736,70.08869908015768,26.225490196078425,1610612750,48,67,2022-01-04T04:46:57Z,2930000,-119.0,229.0,1,right,M. Beasley 25' 3PT  (8 PTS) (P. Beverley 7 AST),"[1627736, 201976]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,25.78,Made,,,,8.0,P. Beverley,201976.0,7.0,,,,,,,,,,
298,PT10M28.00S,2022-01-04T04:47:18.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,17.132063074901453,56.86274509803921,1610612746,50,67,2022-01-04T04:47:24Z,2950000,-34.0,109.0,1,left,T. Mann 11' step back Jump Shot (7 PTS) (R. Jackson 1 AST),"[1629611, 202704]",1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,,,11.38,Made,,,,7.0,R. Jackson,202704.0,1.0,,,,,,,,,,
300,PT10M04.00S,2022-01-04T04:47:42.9Z,3,REGULAR,3pt,Jump Shot,[],201976,66.01511169513799,42.64705882352941,1610612750,50,67,2022-01-04T04:47:51Z,2970000,-37.0,267.0,1,right,MISS P. Beverley 26' step back 3PT,[201976],1610612750.0,MIN,step back,,,Beverley,P. Beverley,,,,,,,26.95,Missed,,,,,,,,,,,,,,,,,
301,PT10M00.00S,2022-01-04T04:47:46.9Z,3,REGULAR,rebound,defensive,[],201586,,,1610612746,50,67,2022-01-04T04:47:51Z,2980000,,,0,,S. Ibaka REBOUND (Off:1 Def:3),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,300.0,,,,,,,4.0,3.0,1.0,,,,,,,
303,PT09M58.00S,2022-01-04T04:47:54.9Z,3,REGULAR,turnover,bad pass,[],202704,,,1610612746,50,67,2022-01-04T04:48:15Z,3000000,,,0,,R. Jackson bad pass TURNOVER (3 TO),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,3.0,,,,,,,,,,,,,,,,,,,
304,PT09M58.00S,2022-01-04T04:48:01.3Z,3,REGULAR,foul,personal,[],202339,,,1610612750,50,67,2022-01-04T04:48:06Z,3010000,,,0,,E. Bledsoe personal FOUL (2 PF),"[202339, 1629020]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,1627962.0,,,,,,,,,,,,,,,,2.0,0.0,Vanderbilt,1629020.0,
306,PT09M42.00S,2022-01-04T04:48:44.7Z,3,REGULAR,turnover,bad pass,[],1629675,,,1610612750,50,67,2022-01-04T04:48:49Z,3030000,,,0,,N. Reid bad pass TURNOVER (2 TO),"[1629675, 1629611]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,2.0,,,,Mann,1629611.0,,,,,,,,,,,,,,
307,PT09M42.00S,2022-01-04T04:48:44.7Z,3,REGULAR,steal,,[],1629611,,,1610612746,50,67,2022-01-04T04:48:46Z,3040000,,,0,,T. Mann STEAL (1 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT09M38.00S,2022-01-04T04:48:48.4Z,3,REGULAR,turnover,lost ball,[],1629611,,,1610612746,50,67,2022-01-04T04:48:53Z,3050000,,,0,,T. Mann lost ball TURNOVER (1 TO),"[1629611, 1629020]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,1.0,,,,Vanderbilt,1629020.0,,,,,,,,,,,,,,
309,PT09M38.00S,2022-01-04T04:48:48.4Z,3,REGULAR,steal,,[],1629020,,,1610612750,50,67,2022-01-04T04:48:49Z,3060000,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT09M36.00S,2022-01-04T04:48:51.3Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629020,93.87319316688567,49.50980392156863,1610612750,50,69,2022-01-04T04:50:30Z,3070000,-2.0,5.0,1,right,J. Vanderbilt running DUNK (6 PTS) (P. Beverley 8 AST),"[1629020, 201976]",1610612750.0,MIN,running,,,Vanderbilt,J. Vanderbilt,,,,,,,0.57,Made,,,,6.0,P. Beverley,201976.0,8.0,,,,,,,,,,
312,PT09M18.00S,2022-01-04T04:49:08.7Z,3,REGULAR,3pt,Jump Shot,[],202704,28.95860709592641,85.5392156862745,1610612746,50,69,2022-01-04T04:49:12Z,3090000,-178.0,220.0,1,left,MISS R. Jackson 28' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,28.26,Missed,,,,,,,,,,,,,,,,,
313,PT09M16.00S,2022-01-04T04:49:10.7Z,3,REGULAR,rebound,defensive,[],1627736,,,1610612750,50,69,2022-01-04T04:49:12Z,3100000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,312.0,,,,,,,1.0,1.0,0.0,,,,,,,
314,PT09M04.00S,2022-01-04T04:49:22.9Z,3,REGULAR,3pt,Jump Shot,[],201976,66.80354796320631,31.372549019607845,1610612750,50,69,2022-01-04T04:49:29Z,3110000,-93.0,260.0,1,right,MISS P. Beverley 27' step back 3PT,[201976],1610612750.0,MIN,step back,,,Beverley,P. Beverley,,,,,,,27.57,Missed,,,,,,,,,,,,,,,,,
315,PT08M59.00S,2022-01-04T04:49:27.9Z,3,REGULAR,rebound,offensive,[],1629675,,,1610612750,50,69,2022-01-04T04:49:29Z,3120000,,,0,,N. Reid REBOUND (Off:3 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,314.0,,,,,,,5.0,2.0,3.0,,,,,,,
316,PT08M47.00S,2022-01-04T04:49:39.4Z,3,REGULAR,turnover,lost ball,[],1630162,,,1610612750,50,69,2022-01-04T04:49:44Z,3130000,,,0,,A. Edwards lost ball TURNOVER (4 TO),"[1630162, 202339]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,4.0,,,,Bledsoe,202339.0,,,,,,,,,,,,,,
317,PT08M47.00S,2022-01-04T04:49:39.4Z,3,REGULAR,steal,,[],202339,,,1610612746,50,69,2022-01-04T04:49:41Z,3140000,,,0,,E. Bledsoe STEAL (1 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT08M42.00S,2022-01-04T04:49:45.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202694,31.061103810775293,33.08823529411765,1610612746,53,69,2022-01-04T04:50:00Z,3150000,85.0,239.0,1,left,M. Morris Sr. 25' 3PT  (11 PTS) (E. Bledsoe 5 AST),"[202694, 202339]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,25.4,Made,,,,11.0,E. Bledsoe,202339.0,5.0,,,,,,,,,,
320,PT08M42.00S,2022-01-04T04:49:57.1Z,3,REGULAR,foul,personal,['1freethrow'],201976,,,1610612746,53,69,2022-01-04T04:51:27Z,3170000,,,0,,P. Beverley shooting personal FOUL (1 PF) (Morris Sr. 1 FT),"[201976, 202694]",1610612750.0,MIN,shooting,,,Beverley,P. Beverley,,,,,1627962.0,,,,,,,,,,,,,,,,1.0,0.0,Morris Sr.,202694.0,
322,PT08M42.00S,2022-01-04T04:50:15.9Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],202694,,,1610612746,54,69,2022-01-04T04:51:36Z,3190000,,,0,,M. Morris Sr. Free Throw 1 of 1 (12 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,Made,,,,12.0,,,,,,,,,,,,,
323,PT08M16.00S,2022-01-04T04:50:41.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,87.56570302233902,50.98039215686275,1610612750,54,69,2022-01-04T04:50:49Z,3200000,5.0,64.0,1,right,MISS P. Beverley 6' driving floating Shot,[201976],1610612750.0,MIN,driving floating,,,Beverley,P. Beverley,,,,,,,6.46,Missed,,,,,,,,,,,,,,,,,
324,PT08M14.00S,2022-01-04T04:50:43.3Z,3,REGULAR,rebound,defensive,[],202694,,,1610612746,54,69,2022-01-04T04:50:43Z,3210000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:2),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,323.0,,,,,,,2.0,2.0,0.0,,,,,,,
325,PT08M07.00S,2022-01-04T04:50:50.0Z,3,REGULAR,2pt,Jump Shot,[],202704,16.080814717476997,74.01960784313725,1610612746,54,69,2022-01-04T04:50:55Z,3220000,-120.0,99.0,1,left,MISS R. Jackson 15' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,15.55,Missed,,,,,,,,,,,,,,,,,
326,PT08M05.00S,2022-01-04T04:50:52.0Z,3,REGULAR,rebound,defensive,[],201976,,,1610612750,54,69,2022-01-04T04:50:55Z,3230000,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,325.0,,,,,,,2.0,2.0,0.0,,,,,,,
327,PT07M56.00S,2022-01-04T04:51:02.4Z,3,REGULAR,3pt,Jump Shot,[],1630162,67.7233902759527,42.40196078431373,1610612750,54,72,2022-01-04T04:51:51Z,3240000,-38.0,251.0,1,right,A. Edwards 25' 3PT  (15 PTS) (P. Beverley 9 AST),"[1630162, 201976]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,25.38,Made,,,,15.0,P. Beverley,201976.0,9.0,,,,,,,,,,
329,PT07M56.00S,2022-01-04T04:51:07.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,54,72,2022-01-04T04:51:07Z,3260000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT07M56.00S,2022-01-04T04:53:04.0Z,3,REGULAR,substitution,out,[],202704,,,1610612746,54,72,2022-01-04T04:53:45Z,3270000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT07M56.00S,2022-01-04T04:53:04.0Z,3,REGULAR,substitution,out,[],201586,,,1610612746,54,72,2022-01-04T04:53:45Z,3280000,,,0,,SUB out: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT07M56.00S,2022-01-04T04:53:04.0Z,3,REGULAR,substitution,in,[],1629875,,,1610612746,54,72,2022-01-04T04:53:45Z,3290000,,,0,,SUB in: X. Moon,[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT07M56.00S,2022-01-04T04:53:04.0Z,3,REGULAR,substitution,in,[],1626159,,,1610612746,54,72,2022-01-04T04:53:45Z,3300000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT07M35.00S,2022-01-04T04:54:20.7Z,3,REGULAR,turnover,out-of-bounds,[],1629611,,,1610612746,54,72,2022-01-04T04:54:27Z,3310000,,,0,,T. Mann step out-of-bounds TURNOVER (2 TO),[1629611],1610612746.0,LAC,step,,,Mann,T. Mann,,,,,1627962.0,2.0,,,,,,,,,,,,,,,,,,,
335,PT07M15.00S,2022-01-04T04:54:57.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,72.19119579500656,84.55882352941177,1610612750,54,75,2022-01-04T04:55:04Z,3320000,173.0,209.0,1,right,M. Beasley 27' 3PT  (11 PTS) (P. Beverley 10 AST),"[1627736, 201976]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,27.11,Made,,,,11.0,P. Beverley,201976.0,10.0,,,,,,,,,,
337,PT06M48.00S,2022-01-04T04:55:23.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626159,9.641918528252305,41.42156862745098,1610612746,54,75,2022-01-04T04:55:33Z,3340000,43.0,38.0,1,left,MISS J. Winslow turnaround fadeaway bank Shot,[1626159],1610612746.0,LAC,turnaround fadeaway bank,,,Winslow,J. Winslow,,,,,,,5.74,Missed,,,,,,,,,,,,,,,,,
338,PT06M46.00S,2022-01-04T04:55:25.9Z,3,REGULAR,rebound,defensive,[],1629020,,,1610612750,54,75,2022-01-04T04:55:33Z,3350000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:4),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,337.0,,,,,,,6.0,4.0,2.0,,,,,,,
339,PT06M36.00S,2022-01-04T04:55:36.0Z,3,REGULAR,3pt,Jump Shot,[],201976,71.27135348226018,20.588235294117652,1610612750,54,75,2022-01-04T04:55:48Z,3360000,-147.0,218.0,1,right,MISS P. Beverley 26' 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,26.26,Missed,,,,,,,,,,,,,,,,,
340,PT06M32.00S,2022-01-04T04:55:40.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,54,75,2022-01-04T04:55:48Z,3370000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,339.0,,,,,,,,,,,,,,,,
341,PT06M32.00S,2022-01-04T04:55:44.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,54,75,2022-01-04T04:55:44Z,3380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT06M20.00S,2022-01-04T04:56:01.8Z,3,REGULAR,3pt,Jump Shot,[],202694,19.8915900131406,94.11764705882354,1610612746,54,75,2022-01-04T04:56:07Z,3390000,-221.0,134.0,1,left,MISS M. Morris Sr. 25' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,25.84,Missed,,,,,,,,,,,,,,,,,
343,PT06M15.00S,2022-01-04T04:56:06.8Z,3,REGULAR,rebound,defensive,[],201976,,,1610612750,54,75,2022-01-04T04:56:07Z,3400000,,,0,,P. Beverley REBOUND (Off:0 Def:3),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,342.0,,,,,,,3.0,3.0,0.0,,,,,,,
344,PT05M56.00S,2022-01-04T04:56:24.8Z,3,REGULAR,3pt,Jump Shot,[],1629020,65.3580814717477,39.70588235294118,1610612750,54,75,2022-01-04T04:56:33Z,3410000,-51.0,273.0,1,right,MISS J. Vanderbilt 27' 3PT,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,27.79,Missed,,,,,,,,,,,,,,,,,
345,PT05M56.00S,2022-01-04T04:56:24.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,54,75,2022-01-04T04:56:33Z,3420000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,344.0,,,,,,,,,,,,,,,,
346,PT05M56.00S,2022-01-04T04:56:31.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,54,75,2022-01-04T04:56:31Z,3430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT05M56.00S,2022-01-04T04:56:32.5Z,3,REGULAR,substitution,out,[],201976,,,1610612746,54,75,2022-01-04T04:56:38Z,3440000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT05M56.00S,2022-01-04T04:56:32.5Z,3,REGULAR,substitution,in,[],1629669,,,1610612746,54,75,2022-01-04T04:56:38Z,3450000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT05M42.00S,2022-01-04T04:56:52.8Z,3,REGULAR,3pt,Jump Shot,[],202339,21.994086727989497,9.068627450980387,1610612746,54,75,2022-01-04T04:56:59Z,3460000,205.0,154.0,1,left,MISS E. Bledsoe 25' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,25.63,Missed,,,,,,,,,,,,,,,,,
350,PT05M38.00S,2022-01-04T04:56:56.8Z,3,REGULAR,rebound,defensive,[],1629020,,,1610612750,54,75,2022-01-04T04:56:59Z,3470000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:5),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,349.0,,,,,,,7.0,5.0,2.0,,,,,,,
351,PT05M33.00S,2022-01-04T04:57:02.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,73.50525624178712,84.31372549019608,1610612750,54,75,2022-01-04T04:57:10Z,3480000,172.0,197.0,1,right,MISS M. Beasley 26' running 3PT,[1627736],1610612750.0,MIN,running,,,Beasley,M. Beasley,,,,,,,26.1,Missed,,,,,,,,,,,,,,,,,
352,PT05M30.00S,2022-01-04T04:57:05.7Z,3,REGULAR,rebound,defensive,[],202339,,,1610612746,54,75,2022-01-04T04:57:10Z,3490000,,,0,,E. Bledsoe REBOUND (Off:0 Def:2),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,351.0,,,,,,,2.0,2.0,0.0,,,,,,,
353,PT05M16.00S,2022-01-04T04:57:20.7Z,3,REGULAR,turnover,out-of-bounds,[],1626159,,,1610612746,54,75,2022-01-04T04:57:28Z,3500000,,,0,,J. Winslow bad pass out-of-bounds TURNOVER (2 TO),[1626159],1610612746.0,LAC,bad pass,,,Winslow,J. Winslow,,,,,203054.0,2.0,,,,,,,,,,,,,,,,,,,
354,PT05M16.00S,2022-01-04T04:57:24.4Z,3,REGULAR,substitution,out,[],202694,,,1610612750,54,75,2022-01-04T04:57:36Z,3510000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
