actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
629,PT02M17.00S,2021-11-14T05:33:42.4Z,4,REGULAR,3pt,Jump Shot,[],1628392,35.00328515111694,51.470588235294116,1610612746,125,95,2021-11-14T05:33:47Z,6190000,-7.0,277.0,1,left,I. Hartenstein 27' 3PT  (12 PTS) (T. Mann 4 AST),"[1628392, 1629611]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,27.66,Made,12.0,,,,,,,,,,,,T. Mann,1629611.0,4.0
631,PT02M05.00S,2021-11-14T05:33:55.6Z,4,REGULAR,3pt,Jump Shot,[],1630195,68.51182654402103,74.26470588235294,1610612750,125,95,2021-11-14T05:34:00Z,6210000,121.0,243.0,1,right,MISS L. Bolmaro 27' 3PT,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,27.2,Missed,,,,,,,,,,,,,,,
632,PT02M05.00S,2021-11-14T05:33:55.6Z,4,REGULAR,rebound,offensive,[],1630183,,,1610612750,125,95,2021-11-14T05:34:00Z,6220000,,,0,,J. McDaniels REBOUND (Off:3 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,631.0,5.0,2.0,3.0,,,,,,,,,,
633,PT02M00.00S,2021-11-14T05:34:00.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629669,73.37385019710908,14.215686274509807,1610612750,125,95,2021-11-14T05:34:04Z,6230000,-179.0,198.0,1,right,MISS J. Nowell 26' 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,26.67,Missed,,,,,,,,,,,,,,,
634,PT01M55.00S,2021-11-14T05:34:05.9Z,4,REGULAR,rebound,defensive,[],1626159,,,1610612746,125,95,2021-11-14T05:34:04Z,6240000,,,0,,J. Winslow REBOUND (Off:2 Def:6),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,633.0,8.0,6.0,2.0,,,,,,,,,,
635,PT01M44.00S,2021-11-14T05:34:15.9Z,4,REGULAR,3pt,Jump Shot,[],1626159,12.532851511169525,97.30392156862744,1610612746,125,95,2021-11-14T05:34:20Z,6250000,-237.0,65.0,1,left,MISS J. Winslow 24' 3PT,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,24.53,Missed,,,,,,,,,,,,,,,
636,PT01M42.00S,2021-11-14T05:34:17.9Z,4,REGULAR,rebound,defensive,[],1629020,,,1610612750,125,95,2021-11-14T05:34:20Z,6260000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,635.0,4.0,2.0,2.0,,,,,,,,,,
637,PT01M35.00S,2021-11-14T05:34:24.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627774,94.53022339027595,43.627450980392155,1610612750,125,95,2021-11-14T05:34:54Z,6270000,-32.0,-1.0,1,right,MISS J. Layman running Layup,[1627774],1610612750.0,MIN,running,,,Layman,J. Layman,,,,,,,,3.19,Missed,,,,,,,,,,,,,,,
638,PT01M33.00S,2021-11-14T05:34:26.6Z,4,REGULAR,rebound,offensive,[],1629020,,,1610612750,125,95,2021-11-14T05:34:32Z,6280000,,,0,,J. Vanderbilt REBOUND (Off:3 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,637.0,5.0,2.0,3.0,,,,,,,,,,
639,PT01M33.00S,2021-11-14T05:34:27.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629020,94.40999984741211,50.0,1610612750,125,95,2021-11-14T05:34:27Z,6290000,0.0,0.0,1,right,MISS J. Vanderbilt tip Layup,[1629020],1610612750.0,MIN,tip,,,Vanderbilt,J. Vanderbilt,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,
640,PT01M32.00S,2021-11-14T05:34:28.7Z,4,REGULAR,rebound,offensive,[],1630183,,,1610612750,125,95,2021-11-14T05:34:28Z,6300000,,,0,,J. McDaniels REBOUND (Off:4 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,639.0,6.0,2.0,4.0,,,,,,,,,,
641,PT01M28.00S,2021-11-14T05:34:33.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627774,87.43429697766098,96.81372549019608,1610612750,125,98,2021-11-14T05:34:36Z,6310000,234.0,66.0,1,right,J. Layman 24' 3PT  (3 PTS) (J. Nowell 1 AST),"[1627774, 1629669]",1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,24.31,Made,3.0,,,,,,,,,,,,J. Nowell,1629669.0,1.0
643,PT01M06.00S,2021-11-14T05:34:58.0Z,4,REGULAR,3pt,Jump Shot,[],1629611,24.227989487516425,11.029411764705884,1610612746,125,98,2021-11-14T05:35:06Z,6330000,195.0,175.0,1,left,MISS T. Mann 26' 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,26.21,Missed,,,,,,,,,,,,,,,
644,PT01M06.00S,2021-11-14T05:34:58.0Z,4,REGULAR,rebound,defensive,[],1627774,,,1610612750,125,98,2021-11-14T05:35:06Z,6340000,,,0,,J. Layman REBOUND (Off:0 Def:1),[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,643.0,1.0,1.0,0.0,,,,,,,,,,
645,PT01M01.00S,2021-11-14T05:35:04.3Z,4,REGULAR,turnover,out-of-bounds,[],1630195,,,1610612750,125,98,2021-11-14T05:35:09Z,6350000,,,0,,L. Bolmaro bad pass out-of-bounds TURNOVER (1 TO),[1630195],1610612750.0,MIN,bad pass,,,Bolmaro,L. Bolmaro,,,,,1.0,,,,,,,,,,,,202007.0,,,,,,,
646,PT00M50.80S,2021-11-14T05:35:23.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626159,10.82457293035479,49.50980392156863,1610612746,127,98,2021-11-14T05:35:26Z,6360000,2.0,49.0,1,left,J. Winslow floating Jump Shot (7 PTS) (J. Scrubb 1 AST),"[1626159, 1630206]",1610612746.0,LAC,floating,,,Winslow,J. Winslow,,,,,,,,4.94,Made,7.0,,,,,,,,,,,,J. Scrubb,1630206.0,1.0
648,PT00M46.80S,2021-11-14T05:35:29.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629020,93.74178712220763,49.26470588235294,1610612750,127,100,2021-11-14T05:43:22Z,6380000,-4.0,6.0,1,right,J. Vanderbilt running Layup (6 PTS) (J. Nowell 2 AST),"[1629020, 1629669]",1610612750.0,MIN,running,,,Vanderbilt,J. Vanderbilt,,,,,,,,0.73,Made,6.0,,,,,,,,,,,,J. Nowell,1629669.0,2.0
650,PT00M33.80S,2021-11-14T05:35:46.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,9.116294349540084,52.205882352941174,1610612746,129,100,2021-11-14T05:35:52Z,6400000,-11.0,33.0,1,left,T. Mann reverse Layup (16 PTS) (J. Scrubb 2 AST),"[1629611, 1630206]",1610612746.0,LAC,reverse,,,Mann,T. Mann,,,,,,,,3.5,Made,16.0,,,,,,,,,,,,J. Scrubb,1630206.0,2.0
652,PT00M22.30S,2021-11-14T05:36:00.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,82.83508541392904,48.28431372549019,1610612750,129,102,2021-11-14T05:36:05Z,6420000,-9.0,109.0,1,right,J. McDaniels 10' pullup Jump Shot (15 PTS) (J. Nowell 3 AST),"[1630183, 1629669]",1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,,,,10.92,Made,15.0,,,,,,,,,,,,J. Nowell,1629669.0,3.0
654,PT00M00.00S,2021-11-14T05:36:28.4Z,4,REGULAR,period,end,[],0,,,1610612746,129,102,2021-11-14T05:36:28Z,6440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M00.00S,2021-11-14T05:38:19.5Z,4,REGULAR,game,end,[],0,,,0,129,102,2021-11-14T05:38:19Z,6450000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
