actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
261,PT02M30.00S,2022-04-11T02:25:49.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629676,28.038764783180028,80.63725490196079,1610612760,63,39,2022-04-11T02:25:57Z,2580000,-153.0,211.0,1,left,I. Roby 26' 3PT running pullup (16 PTS) (G. Kalaitzakis 1 AST),"[1629676, 1630686]",1610612760.0,OKC,running pullup,,,Roby,I. Roby,,,,,26.08,Made,16.0,,,,,,,G. Kalaitzakis,1630686.0,1.0,,,,,,,,
263,PT02M09.00S,2022-04-11T02:26:10.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,90.45663600525624,53.67647058823529,1610612746,63,39,2022-04-11T02:26:14Z,2600000,18.0,37.0,1,right,MISS I. Zubac turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,4.15,Missed,,,,,,,,,,,,,,,,,,
264,PT02M07.00S,2022-04-11T02:26:12.6Z,2,REGULAR,rebound,defensive,[],1629658,,,1610612760,63,39,2022-04-11T02:26:14Z,2610000,,,0,,J. Hoard REBOUND (Off:1 Def:5),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,263.0,6.0,5.0,1.0,,,,,,,,,,,,,
265,PT02M00.00S,2022-04-11T02:26:19.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630285,6.619579500657039,47.05882352941176,1610612760,63,41,2022-04-11T02:26:23Z,2620000,15.0,10.0,1,left,Z. Simpson driving Layup (9 PTS),[1630285],1610612760.0,OKC,driving,,,Simpson,Z. Simpson,,,,,1.76,Made,9.0,,,,,,,,,,,,,,,,,
266,PT01M47.00S,2022-04-11T02:26:32.7Z,2,REGULAR,3pt,Jump Shot,[],1628379,73.50525624178712,83.57843137254902,1610612746,63,41,2022-04-11T02:26:36Z,2630000,168.0,197.0,1,right,MISS L. Kennard 25' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,
267,PT01M45.00S,2022-04-11T02:26:34.7Z,2,REGULAR,rebound,defensive,[],1628982,,,1610612760,63,41,2022-04-11T02:26:36Z,2640000,,,0,,M. Frazier Jr. REBOUND (Off:1 Def:1),[1628982],1610612760.0,OKC,,,,Frazier Jr.,M. Frazier Jr.,,,,,,,,266.0,2.0,1.0,1.0,,,,,,,,,,,,,
268,PT01M35.00S,2022-04-11T02:26:43.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630285,14.980289093298296,44.649969362745104,1610612760,63,43,2022-04-11T02:26:51Z,2650000,27.0,88.0,1,left,Z. Simpson 9' driving Hook (11 PTS) (I. Roby 1 AST),"[1630285, 1629676]",1610612760.0,OKC,driving,,,Simpson,Z. Simpson,,,,,9.23,Made,11.0,,,,,,,I. Roby,1629676.0,1.0,,,,,,,,
270,PT01M24.00S,2022-04-11T02:26:56.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,92.82194480946123,54.65686274509804,1610612746,63,43,2022-04-11T02:27:00Z,2670000,23.0,15.0,1,right,MISS B. Boston Jr. driving Layup,[1630527],1610612746.0,LAC,driving,,,Boston Jr.,B. Boston Jr.,,,,,2.77,Missed,,,,,,,,,,,,,,,,,,
271,PT01M24.00S,2022-04-11T02:26:56.2Z,2,REGULAR,rebound,offensive,[],1630527,,,1610612746,63,43,2022-04-11T02:27:00Z,2680000,,,0,,B. Boston Jr. REBOUND (Off:1 Def:4),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,270.0,5.0,4.0,1.0,,,,,,,,,,,,,
272,PT01M24.00S,2022-04-11T02:26:59.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629658,,,1610612746,63,43,2022-04-11T02:27:06Z,2690000,,,0,,J. Hoard shooting personal FOUL (1 PF) (Boston Jr. 2 FT),"[1629658, 1630527]",1610612760.0,OKC,shooting,,,Hoard,J. Hoard,,,,,,,,,,,,201246.0,,,,,1.0,0.0,Boston Jr.,1630527.0,,,,
274,PT01M24.00S,2022-04-11T02:27:19.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630527,,,1610612746,64,43,2022-04-11T02:27:19Z,2710000,,,0,,B. Boston Jr. Free Throw 1 of 2 (10 PTS),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
275,PT01M24.00S,2022-04-11T02:27:20.1Z,2,REGULAR,substitution,out,[],1629676,,,1610612746,64,43,2022-04-11T02:27:26Z,2720000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
276,PT01M24.00S,2022-04-11T02:27:20.1Z,2,REGULAR,substitution,in,[],1630249,,,1610612746,64,43,2022-04-11T02:27:26Z,2730000,,,0,,SUB in: V. Krejci,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,
277,PT01M24.00S,2022-04-11T02:27:19.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630527,,,1610612746,64,43,2022-04-11T02:27:42Z,2740000,,,0,,MISS B. Boston Jr. Free Throw 2 of 2,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
278,PT01M21.00S,2022-04-11T02:27:22.4Z,2,REGULAR,rebound,defensive,[],1629658,,,1610612760,64,43,2022-04-11T02:27:42Z,2750000,,,0,,J. Hoard REBOUND (Off:1 Def:6),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,277.0,7.0,6.0,1.0,,,,,,,,,,,,,
279,PT01M02.00S,2022-04-11T02:28:01.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630285,7.145203679369246,40.68627450980392,1610612760,64,45,2022-04-11T02:28:05Z,2760000,47.0,15.0,1,left,Z. Simpson driving bank Jump Shot (13 PTS),[1630285],1610612760.0,OKC,driving bank,,,Simpson,Z. Simpson,,,,,4.89,Made,13.0,,,,,,,,,,,,,,,,,
280,PT00M53.50S,2022-04-11T02:28:11.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629611,93.2161629434954,49.754901960784316,1610612746,64,45,2022-04-11T02:28:18Z,2770000,-1.0,11.0,1,right,MISS T. Mann driving DUNK,[1629611],1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,1.14,Missed,,,,,,,,,,,,,,,,,,
281,PT00M49.70S,2022-04-11T02:28:15.3Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,64,45,2022-04-11T02:28:18Z,2780000,,,0,,I. Zubac REBOUND (Off:3 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,280.0,7.0,4.0,3.0,,,,,,,,,,,,,
282,PT00M49.70S,2022-04-11T02:28:17.0Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1627826,94.40999984741211,50.0,1610612746,66,45,2022-04-11T02:28:19Z,2790000,0.0,0.0,1,right,I. Zubac putback DUNK (10 PTS),[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,0.0,Made,10.0,,,,,,,,,,,,,,,,,
283,PT00M46.10S,2022-04-11T02:28:23.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629658,6.619579500657039,54.90196078431372,1610612760,66,47,2022-04-11T02:28:32Z,2800000,-25.0,10.0,1,left,J. Hoard driving Layup (5 PTS) (G. Kalaitzakis 2 AST),"[1629658, 1630686]",1610612760.0,OKC,driving,,,Hoard,J. Hoard,,,,,2.64,Made,5.0,,,,,,,G. Kalaitzakis,1630686.0,2.0,,,,,,,,
285,PT00M46.10S,2022-04-11T02:28:26.5Z,2,REGULAR,foul,personal,['1freethrow'],1627826,,,1610612760,66,47,2022-04-11T02:28:36Z,2820000,,,0,,I. Zubac shooting personal FOUL (2 PF) (Hoard 1 FT),"[1627826, 1629658]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,,,,,,,,201246.0,,,,,2.0,0.0,Hoard,1629658.0,,,,
287,PT00M46.10S,2022-04-11T02:28:55.4Z,2,REGULAR,freethrow,1 of 1,[],1629658,,,1610612760,66,48,2022-04-11T02:28:55Z,2840000,,,0,,J. Hoard Free Throw 1 of 1 (6 PTS),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
288,PT00M34.50S,2022-04-11T02:29:08.5Z,2,REGULAR,2pt,Jump Shot,[],1628379,75.73915900131406,68.87254901960785,1610612746,66,48,2022-04-11T02:29:15Z,2850000,94.0,176.0,1,right,MISS L. Kennard 19' pullup Shot,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,19.94,Missed,,,,,,,,,,,,,,,,,,
289,PT00M31.80S,2022-04-11T02:29:11.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,66,48,2022-04-11T02:29:15Z,2860000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,288.0,,,,,,,,,,,,,,,,
290,PT00M31.80S,2022-04-11T02:29:16.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,66,48,2022-04-11T02:29:16Z,2870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT00M21.30S,2022-04-11T02:29:31.3Z,2,REGULAR,3pt,Jump Shot,[],1630249,33.163600525624176,52.450980392156865,1610612760,66,51,2022-04-11T02:29:35Z,2880000,-12.0,259.0,1,left,V. Krejci 25' 3PT pullup (10 PTS),[1630249],1610612760.0,OKC,pullup,,,Krejci,V. Krejci,,,,,25.95,Made,10.0,,,,,,,,,,,,,,,,,
292,PT00M03.80S,2022-04-11T02:29:54.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629599,94.00459921156373,45.58823529411765,1610612746,66,51,2022-04-11T02:29:57Z,2890000,-22.0,4.0,1,right,MISS A. Coffey driving Layup,[1629599],1610612746.0,LAC,driving,,,Coffey,A. Coffey,,,,,2.24,Missed,,,,,,,,,,,,,,,,,,
293,PT00M02.00S,2022-04-11T02:29:56.0Z,2,REGULAR,rebound,defensive,[],1629658,,,1610612760,66,51,2022-04-11T02:29:56Z,2900000,,,0,,J. Hoard REBOUND (Off:1 Def:7),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,292.0,8.0,7.0,1.0,,,,,,,,,,,,,
294,PT00M00.00S,2022-04-11T02:30:03.1Z,2,REGULAR,period,end,[],0,,,1610612760,66,51,2022-04-11T02:30:03Z,2910000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT12M00.00S,2022-04-11T02:45:12.7Z,3,REGULAR,period,start,[],0,,,1610612760,66,51,2022-04-11T02:45:20Z,2920000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT11M45.00S,2022-04-11T02:45:27.1Z,3,REGULAR,2pt,Jump Shot,[],1630249,75.42706964520369,63.30805759803921,1610612760,66,53,2022-04-11T02:50:32Z,2930000,67.0,178.0,1,right,V. Krejci 19' pullup Jump Shot (12 PTS) (Z. Simpson 4 AST),"[1630249, 1630285]",1610612760.0,OKC,pullup,,,Krejci,V. Krejci,,,,,19.05,Made,12.0,,,,,,,Z. Simpson,1630285.0,4.0,,,,,,,,
298,PT11M34.00S,2022-04-11T02:45:39.9Z,3,REGULAR,foul,personal,[],1630686,,,1610612746,66,53,2022-04-11T02:45:45Z,2950000,,,0,,G. Kalaitzakis personal FOUL (2 PF),"[1630686, 1629611]",1610612760.0,OKC,,,,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,,,1363.0,,,,,2.0,0.0,Mann,1629611.0,,,,
300,PT11M28.00S,2022-04-11T02:46:00.6Z,3,REGULAR,2pt,Jump Shot,[],1629599,19.84231274638634,28.408394607843135,1610612746,66,53,2022-04-11T02:46:06Z,2970000,108.0,134.0,1,left,MISS A. Coffey 17' pullup Shot,[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,17.21,Missed,,,,,,,,,,,,,,,,,,
301,PT11M24.00S,2022-04-11T02:46:04.6Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,66,53,2022-04-11T02:46:06Z,2980000,,,0,,I. Zubac REBOUND (Off:4 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,300.0,8.0,4.0,4.0,,,,,,,,,,,,,
302,PT11M21.00S,2022-04-11T02:46:07.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629599,5.568331143232584,31.372549019607845,1610612746,68,53,2022-04-11T02:46:14Z,2990000,93.0,0.0,1,left,A. Coffey 9' fadeaway Jump Shot (12 PTS) (I. Zubac 2 AST),"[1629599, 1627826]",1610612746.0,LAC,fadeaway,,,Coffey,A. Coffey,,,,,9.31,Made,12.0,,,,,,,I. Zubac,1627826.0,2.0,,,,,,,,
304,PT11M09.00S,2022-04-11T02:46:20.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630249,84.80617608409987,51.22549019607843,1610612760,68,53,2022-04-11T02:46:25Z,3010000,6.0,90.0,1,right,MISS V. Krejci 9' bank Shot,[1630249],1610612760.0,OKC,bank,,,Krejci,V. Krejci,,,,,9.05,Missed,,,,,,,,,,,,,,,,,,
305,PT11M04.00S,2022-04-11T02:46:24.5Z,3,REGULAR,rebound,offensive,[],1630249,,,1610612760,68,53,2022-04-11T02:46:24Z,3020000,,,0,,V. Krejci REBOUND (Off:2 Def:0),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,304.0,2.0,0.0,2.0,,,,,,,,,,,,,
306,PT11M04.00S,2022-04-11T02:46:24.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630249,94.40999984741211,50.0,1610612760,68,55,2022-04-11T02:46:28Z,3030000,0.0,0.0,1,right,V. Krejci tip Layup (14 PTS),[1630249],1610612760.0,OKC,tip,,,Krejci,V. Krejci,,,,,0.0,Made,14.0,,,,,,,,,,,,,,,,,
307,PT10M53.00S,2022-04-11T02:46:35.6Z,3,REGULAR,2pt,Jump Shot,[],1628379,16.737844940867276,27.450980392156865,1610612746,70,55,2022-04-11T02:46:41Z,3040000,113.0,105.0,1,left,L. Kennard 15' step back Jump Shot (15 PTS) (T. Mann 3 AST),"[1628379, 1629611]",1610612746.0,LAC,step back,,,Kennard,L. Kennard,,,,,15.39,Made,15.0,,,,,,,T. Mann,1629611.0,3.0,,,,,,,,
309,PT10M35.00S,2022-04-11T02:46:52.8Z,3,REGULAR,3pt,Jump Shot,[],1630249,69.81767411300919,19.094669117647058,1610612760,70,55,2022-04-11T02:47:00Z,3060000,-155.0,231.0,1,right,MISS V. Krejci 27' 3PT,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,27.81,Missed,,,,,,,,,,,,,,,,,,
310,PT10M30.00S,2022-04-11T02:46:57.8Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612746,70,55,2022-04-11T02:47:00Z,3070000,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,309.0,2.0,2.0,0.0,,,,,,,,,,,,,
311,PT10M22.00S,2022-04-11T02:47:07.1Z,3,REGULAR,3pt,Jump Shot,[],1628379,28.43298291721419,18.627450980392155,1610612746,70,55,2022-04-11T02:47:15Z,3080000,157.0,215.0,1,left,MISS L. Kennard 26' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,26.6,Missed,,,,,,,,,,,,,,,,,,
312,PT10M14.00S,2022-04-11T02:47:15.1Z,3,REGULAR,rebound,offensive,[],1628379,,,1610612746,70,55,2022-04-11T02:47:15Z,3090000,,,0,,L. Kennard REBOUND (Off:1 Def:2),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,311.0,3.0,2.0,1.0,,,,,,,,,,,,,
313,PT10M13.00S,2022-04-11T02:47:15.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628379,6.8823915900131425,55.63725490196079,1610612746,72,55,2022-04-11T02:47:18Z,3100000,-28.0,12.0,1,left,L. Kennard reverse Layup (17 PTS),[1628379],1610612746.0,LAC,reverse,,,Kennard,L. Kennard,,,,,3.07,Made,17.0,,,,,,,,,,,,,,,,,
314,PT10M09.00S,2022-04-11T02:47:18.7Z,3,REGULAR,3pt,Jump Shot,[],1628982,90.45663600525624,3.4313725490196134,1610612760,72,55,2022-04-11T02:47:27Z,3110000,-233.0,37.0,1,right,MISS M. Frazier Jr. 3PT,[1628982],1610612760.0,OKC,,,,Frazier Jr.,M. Frazier Jr.,,,,,23.58,Missed,,,,,,,,,,,,,,,,,,
315,PT10M06.00S,2022-04-11T02:47:23.0Z,3,REGULAR,rebound,offensive,[],1629658,,,1610612760,72,55,2022-04-11T02:47:23Z,3120000,,,0,,J. Hoard REBOUND (Off:2 Def:7),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,314.0,9.0,7.0,2.0,,,,,,,,,,,,,
316,PT09M53.00S,2022-04-11T02:47:35.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630249,85.85742444152432,4.166666666666657,1610612760,72,55,2022-04-11T02:47:40Z,3130000,-229.0,80.0,1,right,MISS V. Krejci 24' 3PT,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,24.29,Missed,,,,,,,,,,,,,,,,,,
317,PT09M51.00S,2022-04-11T02:47:37.9Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,72,55,2022-04-11T02:47:57Z,3140000,,,0,,I. Zubac REBOUND (Off:4 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,316.0,9.0,5.0,4.0,,,,,,,,,,,,,
318,PT09M44.00S,2022-04-11T02:47:44.4Z,3,REGULAR,3pt,Jump Shot,[],1628379,7.145203679369246,96.81372549019608,1610612746,72,55,2022-04-11T02:47:52Z,3150000,-234.0,15.0,1,left,MISS L. Kennard 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,23.46,Missed,,,,,,,,,,,,,,,,,,
319,PT09M40.00S,2022-04-11T02:47:48.4Z,3,REGULAR,rebound,defensive,[],1630285,,,1610612760,72,55,2022-04-11T02:47:52Z,3160000,,,0,,Z. Simpson REBOUND (Off:0 Def:3),[1630285],1610612760.0,OKC,,,,Simpson,Z. Simpson,,,,,,,,318.0,3.0,3.0,0.0,,,,,,,,,,,,,
320,PT09M39.00S,2022-04-11T02:47:52.3Z,3,REGULAR,foul,personal,[],1629599,,,1610612760,72,55,2022-04-11T02:53:00Z,3170000,,,0,,A. Coffey personal FOUL (1 PF),"[1629599, 1630285]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,1363.0,,,,,1.0,0.0,Simpson,1630285.0,,,,
322,PT09M25.00S,2022-04-11T02:48:30.2Z,3,REGULAR,3pt,Jump Shot,[],1630686,69.14627135348226,67.08026960784314,1610612760,72,55,2022-04-11T02:53:18Z,3190000,85.0,238.0,1,right,MISS G. Kalaitzakis 25' pullup 3PT,[1630686],1610612760.0,OKC,pullup,,,Kalaitzakis,G. Kalaitzakis,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,
323,PT09M21.00S,2022-04-11T02:48:34.2Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612746,72,55,2022-04-11T02:48:34Z,3200000,,,0,,T. Mann REBOUND (Off:0 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,322.0,3.0,3.0,0.0,,,,,,,,,,,,,
324,PT09M14.00S,2022-04-11T02:48:39.9Z,3,REGULAR,3pt,Jump Shot,[],1629599,31.192509855453352,30.637254901960787,1610612746,75,55,2022-04-11T02:48:45Z,3210000,97.0,241.0,1,left,A. Coffey 25' 3PT  (15 PTS) (L. Kennard 4 AST),"[1629599, 1628379]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,25.94,Made,15.0,,,,,,,L. Kennard,1628379.0,4.0,,,,,,,,
326,PT08M53.00S,2022-04-11T02:49:01.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629658,92.24704336399475,36.00643382352941,1610612760,75,55,2022-04-11T02:54:04Z,3230000,-70.0,20.0,1,right,MISS J. Hoard 7' turnaround fadeaway Shot,[1629658],1610612760.0,OKC,turnaround fadeaway,,,Hoard,J. Hoard,,,,,7.29,Missed,,,,,,,,,,,,,,,,,,
327,PT08M51.00S,2022-04-11T02:49:03.8Z,3,REGULAR,rebound,defensive,[],1630527,,,1610612746,75,55,2022-04-11T02:54:04Z,3240000,,,0,,B. Boston Jr. REBOUND (Off:1 Def:5),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,326.0,6.0,5.0,1.0,,,,,,,,,,,,,
328,PT08M47.00S,2022-04-11T02:49:08.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,11.48160315374507,49.50980392156863,1610612746,77,55,2022-04-11T02:49:18Z,3250000,2.0,55.0,1,left,I. Zubac turnaround Hook (12 PTS) (A. Coffey 3 AST),"[1627826, 1629599]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,5.55,Made,12.0,,,,,,,A. Coffey,1629599.0,3.0,,,,,,,,
330,PT08M28.00S,2022-04-11T02:49:31.2Z,3,REGULAR,turnover,3-second-violation,[],1630285,,,1610612760,77,55,2022-04-11T02:49:39Z,3270000,,,0,,Z. Simpson 3-second-violation TURNOVER (1 TO),[1630285],1610612760.0,OKC,,,,Simpson,Z. Simpson,,,,,,,,,,,,201246.0,1.0,,,,,,,,,,,
331,PT08M18.00S,2022-04-11T02:49:52.5Z,3,REGULAR,turnover,lost ball,[],1627826,,,1610612746,77,55,2022-04-11T02:49:58Z,3280000,,,0,,I. Zubac lost ball TURNOVER (1 TO),"[1627826, 1630686]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,1.0,,,,,,,,Kalaitzakis,1630686.0,,
332,PT08M18.00S,2022-04-11T02:49:52.5Z,3,REGULAR,steal,,[],1630686,,,1610612760,77,55,2022-04-11T02:49:54Z,3290000,,,0,,G. Kalaitzakis STEAL (1 STL),[1630686],1610612760.0,OKC,,,,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,,,,,,,,,,,,,,,
333,PT08M15.00S,2022-04-11T02:49:55.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630686,92.16491458607096,48.28431372549019,1610612760,77,55,2022-04-11T02:50:05Z,3300000,-9.0,21.0,1,right,MISS G. Kalaitzakis running DUNK,[1630686],1610612760.0,OKC,running,,,Kalaitzakis,G. Kalaitzakis,,,,,2.28,Missed,,,,,,,,,,,,,,,,,,
334,PT08M10.00S,2022-04-11T02:50:00.9Z,3,REGULAR,rebound,defensive,[],1629599,,,1610612746,77,55,2022-04-11T02:50:05Z,3310000,,,0,,A. Coffey REBOUND (Off:0 Def:5),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,333.0,5.0,5.0,0.0,,,,,,,,,,,,,
335,PT08M08.00S,2022-04-11T02:50:05.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629611,7.013797634691201,51.22549019607843,1610612746,79,55,2022-04-11T02:55:43Z,3320000,-6.0,13.0,1,left,T. Mann driving finger roll Layup (7 PTS) (A. Coffey 4 AST),"[1629611, 1629599]",1610612746.0,LAC,driving finger roll,,,Mann,T. Mann,,,,,1.47,Made,7.0,,,,,,,A. Coffey,1629599.0,4.0,,,,,,,,
337,PT08M08.00S,2022-04-11T02:50:10.7Z,3,REGULAR,foul,personal,['1freethrow'],1630686,,,1610612746,79,55,2022-04-11T02:50:33Z,3340000,,,0,,G. Kalaitzakis shooting personal FOUL (3 PF) (Mann 1 FT),"[1630686, 1629611]",1610612760.0,OKC,shooting,,,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,,,1363.0,,,,,3.0,0.0,Mann,1629611.0,,,,
339,PT08M08.00S,2022-04-11T02:50:33.8Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1629611,,,1610612746,80,55,2022-04-11T02:50:33Z,3360000,,,0,,T. Mann Free Throw 1 of 1 (8 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
340,PT07M59.00S,2022-04-11T02:50:46.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,80,55,2022-04-11T02:50:46Z,3370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT07M49.00S,2022-04-11T02:51:12.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630686,91.24507227332458,49.26470588235294,1610612760,80,55,2022-04-11T02:51:16Z,3380000,-4.0,30.0,1,right,MISS G. Kalaitzakis driving finger roll Layup,[1630686],1610612760.0,OKC,driving finger roll,,,Kalaitzakis,G. Kalaitzakis,,,,,3.0,Missed,,,,,,,,,,,,,,,,,,
342,PT07M47.00S,2022-04-11T02:51:14.6Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,80,55,2022-04-11T02:51:16Z,3390000,,,0,,I. Zubac REBOUND (Off:4 Def:6),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,341.0,10.0,6.0,4.0,,,,,,,,,,,,,
343,PT07M44.00S,2022-04-11T02:51:18.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630527,7.013797634691201,51.470588235294116,1610612746,82,55,2022-04-11T02:51:31Z,3400000,-7.0,13.0,1,left,B. Boston Jr. running Layup (12 PTS),[1630527],1610612746.0,LAC,running,,,Boston Jr.,B. Boston Jr.,,,,,1.53,Made,12.0,,,,,,,,,,,,,,,,,
345,PT07M22.00S,2022-04-11T02:51:39.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630285,85.06898817345598,60.78431372549019,1610612760,82,55,2022-04-11T02:51:44Z,3420000,54.0,88.0,1,right,MISS Z. Simpson 10' driving Hook,[1630285],1610612760.0,OKC,driving,,,Simpson,Z. Simpson,,,,,10.31,Missed,,,,,,,,,,,,,,,,,,
346,PT07M20.00S,2022-04-11T02:51:41.7Z,3,REGULAR,rebound,defensive,[],1629599,,,1610612746,82,55,2022-04-11T02:51:44Z,3430000,,,0,,A. Coffey REBOUND (Off:0 Def:6),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,345.0,6.0,6.0,0.0,,,,,,,,,,,,,
