actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
265,PT02M06.00S,2021-12-11T21:26:43.9Z,2,REGULAR,steal,,[],1628976,,,1610612753,45,39,2021-12-11T21:32:24Z,2640000,,,0,,W. Carter Jr. STEAL (1 STL),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
266,PT02M01.00S,2021-12-11T21:26:48.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630175,94.00459921156373,48.529411764705884,1610612753,45,41,2021-12-11T21:26:56Z,2650000,-7.0,4.0,1,right,C. Anthony running Layup (8 PTS),[1630175],1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,0.84,Made,,,,,8.0,,,,,,,,,,,,,
267,PT01M33.00S,2021-12-11T21:27:17.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,8.065045992115643,50.245098039215684,1610612746,47,41,2021-12-11T21:27:24Z,2660000,-1.0,23.0,1,left,I. Zubac driving DUNK (9 PTS) (L. Kennard 2 AST),"[1627826, 1628379]",1610612746.0,LAC,driving,,,Zubac,I. Zubac,,,,,2.33,Made,,,,,9.0,L. Kennard,1628379.0,2.0,,,,,,,,,,
269,PT01M12.00S,2021-12-11T21:27:37.5Z,2,REGULAR,3pt,Jump Shot,[],1628964,69.69448094612352,27.205882352941174,1610612753,47,41,2021-12-11T21:33:55Z,2680000,-114.0,232.0,1,right,MISS M. Bamba 25' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,
270,PT01M10.00S,2021-12-11T21:27:39.5Z,2,REGULAR,rebound,offensive,[],1628964,,,1610612753,47,41,2021-12-11T21:33:36Z,2690000,,,0,,M. Bamba REBOUND (Off:1 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,269.0,3.0,2.0,1.0,,,,,,,,,,,,,,
271,PT01M07.00S,2021-12-11T21:27:42.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203914,82.44086727989487,4.166666666666657,1610612753,47,44,2021-12-11T21:27:46Z,2700000,-229.0,113.0,1,right,G. Harris 25' 3PT  (9 PTS) (M. Bamba 1 AST),"[203914, 1628964]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,25.54,Made,,,,,9.0,M. Bamba,1628964.0,1.0,,,,,,,,,,
273,PT00M49.80S,2021-12-11T21:28:00.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,19.628777923784497,35.294117647058826,1610612746,47,44,2021-12-11T21:35:09Z,2720000,74.0,132.0,1,left,MISS L. Kennard 15' pullup Shot,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,15.11,Missed,,,,,,,,,,,,,,,,,,
274,PT00M47.60S,2021-12-11T21:28:02.4Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,47,44,2021-12-11T21:28:05Z,2730000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:7),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,273.0,9.0,7.0,2.0,,,,,,,,,,,,,,
275,PT00M32.70S,2021-12-11T21:28:21.9Z,2,REGULAR,turnover,out-of-bounds,[],1630175,,,1610612753,47,44,2021-12-11T21:28:29Z,2740000,,,0,,C. Anthony lost ball out-of-bounds TURNOVER (2 TO),[1630175],1610612753.0,ORL,lost ball,,,Anthony,C. Anthony,,,,,,,,,,,,,,,2.0,1628487.0,,,,,,,,
276,PT00M12.00S,2021-12-11T21:28:59.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202704,7.276609724047319,52.205882352941174,1610612746,49,44,2021-12-11T21:29:05Z,2750000,-11.0,16.0,1,left,R. Jackson driving Layup (11 PTS),[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,1.93,Made,,,,,11.0,,,,,,,,,,,,,
278,PT00M01.70S,2021-12-11T21:29:07.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,87.12220762155059,48.50643382352941,1610612753,49,44,2021-12-11T21:31:07Z,2755000,-7.0,69.0,1,right,MISS C. Anthony 6' driving Layup - blocked,"[1630175, 202704]",1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,6.9,Missed,,,,,,,,,,,,,,,Jackson,202704.0,,
279,PT00M01.70S,2021-12-11T21:29:07.8Z,2,REGULAR,block,,[],202704,,,1610612753,49,44,2021-12-11T21:31:07Z,2757500,,,0,,R. Jackson BLOCK (1 BLK),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
280,PT00M00.10S,2021-12-11T21:29:09.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,49,44,2021-12-11T21:31:07Z,2758750,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,278.0,,,,,,,,,,,,,,,,,
277,PT00M00.00S,2021-12-11T21:29:16.5Z,2,REGULAR,period,end,[],0,,,1610612753,49,44,2021-12-11T21:29:16Z,2760000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT12M00.00S,2021-12-11T21:44:30.7Z,3,REGULAR,period,start,[],0,,,1610612753,49,44,2021-12-11T21:44:30Z,2770000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT11M42.00S,2021-12-11T21:44:47.7Z,3,REGULAR,2pt,Jump Shot,[],203914,21.468462549277262,68.87254901960785,1610612753,49,44,2021-12-11T21:44:52Z,2780000,-94.0,149.0,1,left,MISS G. Harris 17' pullup Shot,[203914],1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,17.66,Missed,,,,,,,,,,,,,,,,,,
283,PT11M38.00S,2021-12-11T21:44:51.7Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,49,44,2021-12-11T21:44:52Z,2790000,,,0,,I. Zubac REBOUND (Off:2 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,282.0,3.0,1.0,2.0,,,,,,,,,,,,,,
284,PT11M29.00S,2021-12-11T21:45:03.6Z,3,REGULAR,turnover,out-of-bounds,[],202704,,,1610612746,49,44,2021-12-11T21:45:11Z,2800000,,,0,,R. Jackson bad pass out-of-bounds TURNOVER (2 TO),[202704],1610612746.0,LAC,bad pass,,,Jackson,R. Jackson,,,,,,,,,,,,,,,2.0,204059.0,,,,,,,,
285,PT11M08.00S,2021-12-11T21:45:32.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630532,17.394875164257556,50.98039215686275,1610612753,49,44,2021-12-11T21:45:36Z,2810000,-5.0,111.0,1,left,MISS F. Wagner 11' pullup Shot,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,11.11,Missed,,,,,,,,,,,,,,,,,,
286,PT11M05.00S,2021-12-11T21:45:35.4Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612746,49,44,2021-12-11T21:45:35Z,2820000,,,0,,T. Mann REBOUND (Off:1 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,285.0,4.0,3.0,1.0,,,,,,,,,,,,,,
287,PT10M52.00S,2021-12-11T21:45:48.2Z,3,REGULAR,3pt,Jump Shot,[],202704,74.03088042049934,80.14705882352942,1610612746,52,44,2021-12-11T21:45:53Z,2830000,151.0,192.0,1,right,R. Jackson 24' 3PT step back (14 PTS),[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,24.38,Made,,,,,14.0,,,,,,,,,,,,,
288,PT10M33.00S,2021-12-11T21:46:07.5Z,3,REGULAR,3pt,Jump Shot,[],1630175,30.66688567674113,25.735294117647058,1610612753,52,47,2021-12-11T21:46:11Z,2840000,121.0,236.0,1,left,C. Anthony 26' 3PT  (11 PTS) (F. Wagner 2 AST),"[1630175, 1630532]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,26.52,Made,,,,,11.0,F. Wagner,1630532.0,2.0,,,,,,,,,,
290,PT10M13.00S,2021-12-11T21:46:26.4Z,3,REGULAR,2pt,Jump Shot,[],202704,92.55913272010513,77.45098039215686,1610612746,54,47,2021-12-11T21:46:31Z,2860000,137.0,17.0,1,right,R. Jackson 13' step back Jump Shot (16 PTS),[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,13.84,Made,,,,,16.0,,,,,,,,,,,,,
291,PT09M53.00S,2021-12-11T21:46:47.1Z,3,REGULAR,3pt,Jump Shot,[],203914,12.8777923784494,94.58486519607843,1610612753,54,50,2021-12-11T21:46:52Z,2870000,-223.0,69.0,1,left,G. Harris 3PT  (12 PTS) (W. Carter Jr. 4 AST),"[203914, 1628976]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,23.32,Made,,,,,12.0,W. Carter Jr.,1628976.0,4.0,,,,,,,,,,
293,PT09M31.00S,2021-12-11T21:47:09.5Z,3,REGULAR,3pt,Jump Shot,[],1628379,71.40275952693824,78.67647058823529,1610612746,57,50,2021-12-11T21:47:13Z,2890000,143.0,216.0,1,right,L. Kennard 25' 3PT  (14 PTS) (T. Mann 2 AST),"[1628379, 1629611]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,25.95,Made,,,,,14.0,T. Mann,1629611.0,2.0,,,,,,,,,,
295,PT09M12.00S,2021-12-11T21:47:28.2Z,3,REGULAR,3pt,Jump Shot,[],1628964,30.798291721419176,75.0,1610612753,57,50,2021-12-11T21:47:32Z,2910000,-125.0,237.0,1,left,MISS M. Bamba 26' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,26.79,Missed,,,,,,,,,,,,,,,,,,
296,PT09M09.00S,2021-12-11T21:47:31.2Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612746,57,50,2021-12-11T21:47:32Z,2920000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,295.0,1.0,1.0,0.0,,,,,,,,,,,,,,
297,PT09M06.00S,2021-12-11T21:47:39.4Z,3,REGULAR,foul,personal,[],1630532,,,1610612746,57,50,2021-12-11T21:47:57Z,2930000,,,0,,F. Wagner take personal FOUL (2 PF),"[1630532, 202694]",1610612753.0,ORL,take,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,204059.0,2.0,0.0,Morris Sr.,202694.0,,,,
299,PT09M06.00S,2021-12-11T21:48:01.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,57,50,2021-12-11T21:48:01Z,2950000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT08M59.00S,2021-12-11T21:50:52.5Z,3,REGULAR,foul,personal,[],1630532,,,1610612746,57,50,2021-12-11T21:51:03Z,2960000,,,0,,F. Wagner personal FOUL (3 PF),"[1630532, 1629611]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,1628487.0,3.0,0.0,Mann,1629611.0,,,,
302,PT08M51.00S,2021-12-11T21:51:28.8Z,3,REGULAR,2pt,Jump Shot,[],1629611,92.82194480946123,68.87254901960785,1610612746,57,50,2021-12-11T21:51:37Z,2980000,94.0,15.0,1,right,MISS T. Mann 9' pullup Shot - blocked,"[1629611, 1630532]",1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,9.56,Missed,,,,,,,,,,,,,,,Wagner,1630532.0,,
303,PT08M51.00S,2021-12-11T21:51:28.8Z,3,REGULAR,block,,[],1630532,,,1610612746,57,50,2021-12-11T21:51:31Z,2990000,,,0,,F. Wagner BLOCK (1 BLK),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
304,PT08M51.00S,2021-12-11T21:51:28.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612753,57,50,2021-12-11T21:51:37Z,3000000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,302.0,,,,,,,,,,,,,,,,,
305,PT08M50.00S,2021-12-11T21:51:34.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,57,50,2021-12-11T21:51:34Z,3010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT08M34.00S,2021-12-11T21:51:48.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630532,7.670827858081481,52.94117647058824,1610612753,57,52,2021-12-11T21:51:52Z,3020000,-15.0,20.0,1,left,F. Wagner cutting DUNK (9 PTS) (W. Carter Jr. 5 AST),"[1630532, 1628976]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,2.45,Made,,,,,9.0,W. Carter Jr.,1628976.0,5.0,,,,,,,,,,
308,PT08M18.00S,2021-12-11T21:52:05.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,93.2161629434954,58.088235294117645,1610612746,57,52,2021-12-11T21:52:11Z,3040000,40.0,11.0,1,right,MISS R. Jackson driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,4.2,Missed,,,,,,,,,,,,,,,,,,
309,PT08M16.00S,2021-12-11T21:52:07.3Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,57,52,2021-12-11T21:52:11Z,3050000,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,308.0,1.0,1.0,0.0,,,,,,,,,,,,,,
311,PT08M11.00S,2021-12-11T21:52:13.0Z,3,REGULAR,3pt,Jump Shot,[],1630175,26.593298291721425,89.70588235294117,1610612753,57,55,2021-12-11T21:52:19Z,3070000,-199.0,197.0,1,left,C. Anthony 28' 3PT pullup (14 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,28.0,Made,,,,,14.0,,,,,,,,,,,,,
312,PT07M47.00S,2021-12-11T21:52:36.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,83.36070959264126,54.65686274509804,1610612746,57,55,2021-12-11T21:52:42Z,3080000,23.0,104.0,1,right,MISS L. Kennard 10' pullup Shot,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,10.65,Missed,,,,,,,,,,,,,,,,,,
313,PT07M44.00S,2021-12-11T21:52:39.9Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,57,55,2021-12-11T21:52:42Z,3090000,,,0,,C. Anthony REBOUND (Off:0 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,312.0,3.0,3.0,0.0,,,,,,,,,,,,,,
314,PT07M35.00S,2021-12-11T21:52:48.1Z,3,REGULAR,turnover,bad pass,[],1628976,,,1610612753,57,55,2021-12-11T21:52:52Z,3100000,,,0,,W. Carter Jr. bad pass TURNOVER (2 TO),"[1628976, 202704]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,2.0,,,,,,,,Jackson,202704.0
315,PT07M35.00S,2021-12-11T21:52:48.1Z,3,REGULAR,steal,,[],202704,,,1610612746,57,55,2021-12-11T21:52:50Z,3110000,,,0,,R. Jackson STEAL (1 STL),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
316,PT07M28.00S,2021-12-11T21:52:55.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202694,93.87319316688567,48.529411764705884,1610612746,57,55,2021-12-11T21:53:01Z,3120000,-7.0,5.0,1,right,MISS M. Morris Sr. running Layup,[202694],1610612746.0,LAC,running,,,Morris Sr.,M. Morris Sr.,,,,,0.9,Missed,,,,,,,,,,,,,,,,,,
317,PT07M25.00S,2021-12-11T21:52:59.0Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,57,55,2021-12-11T21:52:59Z,3130000,,,0,,I. Zubac REBOUND (Off:3 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,316.0,4.0,1.0,3.0,,,,,,,,,,,,,,
318,PT07M25.00S,2021-12-11T21:52:59.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1627826,94.40999984741211,50.0,1610612746,57,55,2021-12-11T21:53:03Z,3140000,0.0,0.0,1,right,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
319,PT07M24.00S,2021-12-11T21:53:00.0Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,57,55,2021-12-11T21:53:03Z,3150000,,,0,,I. Zubac REBOUND (Off:4 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,318.0,5.0,1.0,4.0,,,,,,,,,,,,,,
320,PT07M20.00S,2021-12-11T21:53:03.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202704,78.10446780551905,10.294117647058826,1610612746,57,55,2021-12-11T21:53:10Z,3160000,-199.0,153.0,1,right,MISS R. Jackson 25' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,
321,PT07M18.00S,2021-12-11T21:53:05.2Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,57,55,2021-12-11T21:53:06Z,3170000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:8),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,320.0,10.0,8.0,2.0,,,,,,,,,,,,,,
322,PT07M07.00S,2021-12-11T21:53:17.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,7.276609724047319,49.754901960784316,1610612753,57,57,2021-12-11T21:55:29Z,3180000,1.0,16.0,1,left,F. Wagner cutting Layup (11 PTS) (W. Carter Jr. 6 AST),"[1630532, 1628976]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,1.59,Made,,,,,11.0,W. Carter Jr.,1628976.0,6.0,,,,,,,,,,
324,PT07M07.00S,2021-12-11T21:53:24.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,57,57,2021-12-11T21:53:24Z,3200000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT07M07.00S,2021-12-11T21:55:59.3Z,3,REGULAR,substitution,out,[],202704,,,1610612746,57,57,2021-12-11T21:56:17Z,3210000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
326,PT07M07.00S,2021-12-11T21:55:59.3Z,3,REGULAR,substitution,out,[],202694,,,1610612746,57,57,2021-12-11T21:56:17Z,3220000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,
327,PT07M07.00S,2021-12-11T21:55:59.3Z,3,REGULAR,substitution,out,[],1628964,,,1610612746,57,57,2021-12-11T21:56:17Z,3230000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
328,PT07M07.00S,2021-12-11T21:55:59.3Z,3,REGULAR,substitution,in,[],1630527,,,1610612746,57,57,2021-12-11T21:56:17Z,3240000,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
329,PT07M07.00S,2021-12-11T21:55:59.3Z,3,REGULAR,substitution,in,[],202339,,,1610612746,57,57,2021-12-11T21:56:17Z,3250000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
330,PT07M07.00S,2021-12-11T21:55:59.3Z,3,REGULAR,substitution,in,[],1629021,,,1610612746,57,57,2021-12-11T21:56:17Z,3260000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
331,PT06M55.00S,2021-12-11T21:56:25.6Z,3,REGULAR,3pt,Jump Shot,[],1628379,66.40932982917215,56.86274509803921,1610612746,57,57,2021-12-11T21:56:29Z,3270000,34.0,263.0,1,right,MISS L. Kennard 26' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,
332,PT06M53.00S,2021-12-11T21:56:27.6Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,57,57,2021-12-11T21:56:29Z,3280000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:9),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,331.0,11.0,9.0,2.0,,,,,,,,,,,,,,
333,PT06M42.00S,2021-12-11T21:56:39.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,8.065045992115643,51.470588235294116,1610612753,57,59,2021-12-11T21:56:44Z,3290000,-7.0,23.0,1,left,F. Wagner driving Layup (13 PTS) (W. Carter Jr. 7 AST),"[1630532, 1628976]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,2.44,Made,,,,,13.0,W. Carter Jr.,1628976.0,7.0,,,,,,,,,,
335,PT06M28.00S,2021-12-11T21:56:52.6Z,3,REGULAR,3pt,Jump Shot,[],1630527,71.27135348226018,74.26470588235294,1610612746,60,59,2021-12-11T21:57:02Z,3310000,121.0,218.0,1,right,B. Boston Jr. 24' 3PT  (3 PTS),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,24.9,Made,,,,,3.0,,,,,,,,,,,,,
337,PT06M14.00S,2021-12-11T21:57:06.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629021,7.933639947437584,48.774509803921575,1610612753,60,59,2021-12-11T21:57:16Z,3330000,6.0,22.0,1,left,MISS M. Wagner driving floating Shot,[1629021],1610612753.0,ORL,driving floating,,,Wagner,M. Wagner,,,,,2.29,Missed,,,,,,,,,,,,,,,,,,
338,PT06M14.00S,2021-12-11T21:57:06.8Z,3,REGULAR,rebound,offensive,[],1630532,,,1610612753,60,59,2021-12-11T21:57:16Z,3340000,,,0,,F. Wagner REBOUND (Off:1 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,337.0,2.0,1.0,1.0,,,,,,,,,,,,,,
339,PT06M14.00S,2021-12-11T21:57:11.5Z,3,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612753,60,59,2021-12-11T21:57:23Z,3350000,,,0,,T. Mann shooting personal FOUL (1 PF) (Wagner 2 FT),"[1629611, 1630532]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Wagner,1630532.0,,,,
341,PT06M14.00S,2021-12-11T21:57:39.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630532,,,1610612753,60,60,2021-12-11T21:57:39Z,3370000,,,0,,F. Wagner Free Throw 1 of 2 (14 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
342,PT06M14.00S,2021-12-11T21:57:53.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630532,,,1610612753,60,61,2021-12-11T21:57:54Z,3380000,,,0,,F. Wagner Free Throw 2 of 2 (15 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
343,PT06M02.00S,2021-12-11T21:58:06.8Z,3,REGULAR,3pt,Jump Shot,[],1628379,71.13994743758212,20.588235294117652,1610612746,60,61,2021-12-11T21:58:11Z,3390000,-147.0,219.0,1,right,MISS L. Kennard 26' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,
344,PT05M59.00S,2021-12-11T21:58:09.8Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,60,61,2021-12-11T21:58:11Z,3400000,,,0,,C. Anthony REBOUND (Off:0 Def:4),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,343.0,4.0,4.0,0.0,,,,,,,,,,,,,,
345,PT05M57.00S,2021-12-11T21:58:11.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203914,7.145203679369246,50.49019607843137,1610612753,60,63,2021-12-11T21:58:17Z,3410000,-2.0,15.0,1,left,G. Harris running Layup (14 PTS) (C. Anthony 2 AST),"[203914, 1630175]",1610612753.0,ORL,running,,,Harris,G. Harris,,,,,1.49,Made,,,,,14.0,C. Anthony,1630175.0,2.0,,,,,,,,,,
347,PT05M43.00S,2021-12-11T21:58:25.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,92.95335085413929,45.34313725490197,1610612746,60,63,2021-12-11T21:58:29Z,3430000,-23.0,14.0,1,right,MISS B. Boston Jr. driving Layup,[1630527],1610612746.0,LAC,driving,,,Boston Jr.,B. Boston Jr.,,,,,2.7,Missed,,,,,,,,,,,,,,,,,,
348,PT05M41.00S,2021-12-11T21:58:27.2Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,60,63,2021-12-11T21:58:29Z,3440000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:10),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,347.0,12.0,10.0,2.0,,,,,,,,,,,,,,
349,PT05M36.00S,2021-12-11T21:58:32.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630175,8.459264126149804,47.05882352941176,1610612753,60,63,2021-12-11T21:58:38Z,3450000,15.0,27.0,1,left,MISS C. Anthony running Layup,[1630175],1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,3.07,Missed,,,,,,,,,,,,,,,,,,
350,PT05M34.00S,2021-12-11T21:58:34.3Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612746,60,63,2021-12-11T21:58:38Z,3460000,,,0,,T. Mann REBOUND (Off:1 Def:4),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,349.0,5.0,4.0,1.0,,,,,,,,,,,,,,
351,PT05M19.00S,2021-12-11T21:58:49.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202339,91.37647831800263,50.245098039215684,1610612746,60,63,2021-12-11T21:58:52Z,3470000,1.0,29.0,1,right,MISS E. Bledsoe pullup Shot,[202339],1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,2.86,Missed,,,,,,,,,,,,,,,,,,
