actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
419,PT03M43.00S,2025-03-01T02:19:01.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,9.806176084099869,51.470588235294116,1610612739,91,83,2025-03-01T02:19:05Z,4080000,False,-7.0,40.0,1,left,J. Allen turnaround Hook (10 PTS) (D. Garland 7 AST),"[1628386, 1629636]",1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,4.04,Made,10.0,,,,,,D. Garland,1629636.0,7.0,,,,,,,,,
421,PT03M23.00S,2025-03-01T02:19:22.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,86.94152431011827,62.745098039215684,1610612738,93,83,2025-03-01T02:19:27Z,4100000,False,64.0,70.0,1,right,J. Tatum 9' fadeaway Jump Shot (38 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,9.48,Made,38.0,,,,,,,,,,,,,,,,,
422,PT03M01.00S,2025-03-01T02:19:43.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,18.791064388961892,44.67294730392157,1610612739,93,83,2025-03-01T02:21:17Z,4110000,False,27.0,124.0,1,left,MISS T. Jerome 12' driving floating Shot,[1629660],1610612739.0,CLE,driving floating,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,12.69,Missed,,,,,,,,,,,,,,,,,,
423,PT03M00.00S,2025-03-01T02:19:44.3Z,3,REGULAR,rebound,offensive,[],1629660,,,1610612739,93,83,2025-03-01T02:21:17Z,4120000,False,,,0,,T. Jerome REBOUND (Off:1 Def:1),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,,,,422.0,2.0,1.0,1.0,,,,,,,,,,,,,
424,PT02M56.00S,2025-03-01T02:19:48.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,33.196452036793694,62.00980392156863,1610612739,93,83,2025-03-01T02:19:56Z,4130000,False,-60.0,260.0,1,left,MISS D. Garland 26' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,26.63,Missed,,,,,,,,,,,,,,,,,,
425,PT02M56.00S,2025-03-01T02:19:48.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,93,83,2025-03-01T02:19:56Z,4140000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Center,,,,424.0,,,,,,,,,,,,,,,,
426,PT02M55.00S,2025-03-01T02:19:55.4Z,3,REGULAR,foul,personal,[],1628369,,,1610612739,93,83,2025-03-01T02:20:11Z,4150000,False,,,0,,J. Tatum loose ball personal FOUL (3 PF),"[1628369, 1630241]",1610612738.0,BOS,loose ball,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202027.0,3.0,0.0,Merrill,1630241.0,,
428,PT02M55.00S,2025-03-01T02:20:09.6Z,3,REGULAR,substitution,out,[],1630573,,,1610612739,93,83,2025-03-01T02:20:24Z,4170000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT02M55.00S,2025-03-01T02:20:09.6Z,3,REGULAR,substitution,out,[],1629636,,,1610612739,93,83,2025-03-01T02:20:24Z,4180000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M55.00S,2025-03-01T02:20:09.6Z,3,REGULAR,substitution,out,[],1628386,,,1610612739,93,83,2025-03-01T02:20:24Z,4190000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT02M55.00S,2025-03-01T02:20:09.6Z,3,REGULAR,substitution,in,[],1628401,,,1610612739,93,83,2025-03-01T02:20:24Z,4200000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT02M55.00S,2025-03-01T02:20:09.6Z,3,REGULAR,substitution,in,[],1630596,,,1610612739,93,83,2025-03-01T02:20:24Z,4210000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M55.00S,2025-03-01T02:20:09.6Z,3,REGULAR,substitution,in,[],1628378,,,1610612739,93,83,2025-03-01T02:20:24Z,4220000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M47.00S,2025-03-01T02:20:32.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629631,18.74178712220762,37.99019607843137,1610612739,93,85,2025-03-01T02:20:37Z,4230000,False,60.0,124.0,1,left,D. Hunter 13' driving floating Jump Shot (12 PTS) (E. Mobley 3 AST),"[1629631, 1630596]",1610612739.0,CLE,driving floating,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,13.75,Made,12.0,,,,,,E. Mobley,1630596.0,3.0,,,,,,,,,
436,PT02M28.00S,2025-03-01T02:20:50.0Z,3,REGULAR,3pt,Jump Shot,[],1628401,71.96123521681997,22.058823529411764,1610612738,93,85,2025-03-01T02:20:54Z,4250000,False,-140.0,211.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,,
437,PT02M26.00S,2025-03-01T02:20:52.0Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,93,85,2025-03-01T02:20:54Z,4260000,False,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,436.0,6.0,5.0,1.0,,,,,,,,,,,,,
438,PT02M23.00S,2025-03-01T02:20:55.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,72.09264126149803,81.12745098039215,1610612738,96,85,2025-03-01T02:21:00Z,4270000,False,156.0,210.0,1,right,P. Pritchard 26' 3PT  (6 PTS) (J. Tatum 8 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,26.12,Made,6.0,,,,,,J. Tatum,1628369.0,8.0,,,,,,,,,
440,PT02M08.00S,2025-03-01T02:21:10.8Z,3,REGULAR,3pt,Jump Shot,[],1628378,31.61957950065703,37.5,1610612739,96,88,2025-03-01T02:21:14Z,4290000,False,62.0,245.0,1,left,D. Mitchell 25' 3PT pullup (22 PTS),[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.26,Made,22.0,,,,,,,,,,,,,,,,,
441,PT01M41.00S,2025-03-01T02:21:37.7Z,3,REGULAR,3pt,Jump Shot,[],1628401,66.83639947437582,53.92156862745098,1610612738,96,88,2025-03-01T02:22:40Z,4300000,False,20.0,259.0,1,right,MISS D. White 25' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,25.99,Missed,,,,,,,,,,,,,,,,,,
442,PT01M37.00S,2025-03-01T02:21:41.7Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,96,88,2025-03-01T02:21:46Z,4310000,False,,,0,,J. Tatum REBOUND (Off:2 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,441.0,12.0,10.0,2.0,,,,,,,,,,,,,
443,PT01M36.00S,2025-03-01T02:21:43.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,93.11760840998686,58.08823529411765,1610612738,96,88,2025-03-01T02:21:49Z,4320000,False,40.0,12.0,1,right,MISS J. Tatum driving reverse Layup,[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,4.22,Missed,,,,,,,,,,,,,,,,,,
444,PT01M34.00S,2025-03-01T02:21:45.2Z,3,REGULAR,rebound,defensive,[],1628378,,,1610612739,96,88,2025-03-01T02:21:49Z,4330000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,443.0,2.0,2.0,0.0,,,,,,,,,,,,,
445,PT01M26.00S,2025-03-01T02:21:52.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,12.565703022339028,52.69607843137255,1610612739,96,90,2025-03-01T02:21:57Z,4340000,False,-13.0,66.0,1,left,D. Mitchell 6' driving floating Jump Shot (24 PTS),[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,6.7,Made,24.0,,,,,,,,,,,,,,,,,
446,PT01M06.00S,2025-03-01T02:22:12.4Z,3,REGULAR,3pt,Jump Shot,[],1628369,72.22404730617609,82.84313725490196,1610612738,96,90,2025-03-01T02:22:18Z,4350000,False,164.0,209.0,1,right,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.55,Missed,,,,,,,,,,,,,,,,,,
447,PT01M02.00S,2025-03-01T02:22:16.4Z,3,REGULAR,rebound,defensive,[],1629660,,,1610612739,96,90,2025-03-01T02:22:18Z,4360000,False,,,0,,T. Jerome REBOUND (Off:1 Def:2),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Right Center,,,,446.0,3.0,2.0,1.0,,,,,,,,,,,,,
448,PT00M56.60S,2025-03-01T02:22:22.2Z,3,REGULAR,3pt,Jump Shot,[],1628378,32.40801576872536,63.48039215686274,1610612739,96,93,2025-03-01T02:25:00Z,4370000,False,-67.0,252.0,1,left,D. Mitchell 26' 3PT  (27 PTS) (D. Hunter 1 AST),"[1628378, 1629631]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,26.1,Made,27.0,,,,,,D. Hunter,1629631.0,1.0,,,,,,,,,
450,PT00M41.20S,2025-03-01T02:22:53.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,67.49342969776609,50.0,1610612738,96,93,2025-03-01T02:23:03Z,4390000,False,0.0,253.0,1,right,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.31,Missed,,,,,,,,,,,,,,,,,,
451,PT00M38.80S,2025-03-01T02:22:56.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,96,93,2025-03-01T02:23:03Z,4400000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Center,,,,450.0,,,,,,,,,,,,,,,,
453,PT00M32.60S,2025-03-01T02:23:20.8Z,3,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612739,96,93,2025-03-01T02:23:32Z,4420000,False,,,0,,L. Kornet shooting personal FOUL (3 PF) (Mitchell 2 FT),"[1628436, 1628378]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,202049.0,3.0,0.0,Mitchell,1628378.0,,
455,PT00M32.60S,2025-03-01T02:23:50.2Z,3,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,96,94,2025-03-01T02:23:50Z,4440000,False,,,0,,D. Mitchell Free Throw 1 of 2 (28 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
456,PT00M32.60S,2025-03-01T02:23:50.8Z,3,REGULAR,substitution,out,[],1628436,,,1610612739,96,94,2025-03-01T02:23:53Z,4450000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT00M32.60S,2025-03-01T02:23:50.8Z,3,REGULAR,substitution,in,[],1630573,,,1610612739,96,94,2025-03-01T02:23:53Z,4460000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT00M32.60S,2025-03-01T02:23:59.2Z,3,REGULAR,substitution,out,[],1629660,,,1610612739,96,94,2025-03-01T02:24:03Z,4470000,False,,,0,,SUB out: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT00M32.60S,2025-03-01T02:23:59.2Z,3,REGULAR,substitution,in,[],1630171,,,1610612739,96,94,2025-03-01T02:24:03Z,4480000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT00M32.60S,2025-03-01T02:24:26.8Z,3,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,96,95,2025-03-01T02:24:26Z,4490000,False,,,0,,D. Mitchell Free Throw 2 of 2 (29 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,29.0,,,,,,,,,,,,,,,,,
461,PT00M11.30S,2025-03-01T02:24:52.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.38042049934296,56.127450980392155,1610612738,98,95,2025-03-01T02:24:58Z,4500000,False,31.0,10.0,1,right,J. Tatum driving Layup (40 PTS) (D. White 3 AST),"[1628369, 1628401]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.21,Made,40.0,,,,,,D. White,1628401.0,3.0,,,,,,,,,
463,PT00M02.70S,2025-03-01T02:25:04.8Z,3,REGULAR,3pt,Jump Shot,[],1628378,37.27003942181341,49.26470588235294,1610612739,98,95,2025-03-01T02:25:16Z,4520000,False,4.0,298.0,1,left,MISS D. Mitchell 29' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,29.78,Missed,,,,,,,,,,,,,,,,,,
464,PT00M01.70S,2025-03-01T02:25:05.8Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,98,95,2025-03-01T02:25:16Z,4530000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,463.0,1.0,1.0,0.0,,,,,,,,,,,,,
465,PT00M00.00S,2025-03-01T02:25:10.4Z,3,REGULAR,period,end,[],0,,,1610612738,98,95,2025-03-01T02:25:10Z,4540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2025-03-01T02:27:56.5Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,98,95,2025-03-01T02:28:28Z,4550000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2025-03-01T02:27:56.5Z,4,REGULAR,substitution,out,['startperiod'],201143,,,1610612738,98,95,2025-03-01T02:28:28Z,4560000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2025-03-01T02:27:56.5Z,4,REGULAR,substitution,out,['startperiod'],1629631,,,1610612738,98,95,2025-03-01T02:28:28Z,4570000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2025-03-01T02:27:56.5Z,4,REGULAR,substitution,out,['startperiod'],1630171,,,1610612738,98,95,2025-03-01T02:28:28Z,4580000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2025-03-01T02:27:56.5Z,4,REGULAR,substitution,in,['startperiod'],1628436,,,1610612738,98,95,2025-03-01T02:28:28Z,4590000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2025-03-01T02:27:56.5Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,98,95,2025-03-01T02:28:28Z,4600000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2025-03-01T02:27:56.5Z,4,REGULAR,substitution,in,['startperiod'],1629731,,,1610612738,98,95,2025-03-01T02:28:28Z,4610000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2025-03-01T02:27:56.5Z,4,REGULAR,substitution,in,['startperiod'],1629660,,,1610612738,98,95,2025-03-01T02:28:28Z,4620000,False,,,0,,SUB in: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2025-03-01T02:28:46.8Z,4,REGULAR,period,start,[],0,,,1610612738,98,95,2025-03-01T02:28:46Z,4630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT11M44.00S,2025-03-01T02:29:02.5Z,4,REGULAR,2pt,Jump Shot,[],1627759,86.28449408672799,23.03921568627451,1610612738,100,95,2025-03-01T02:29:08Z,4640000,False,-135.0,76.0,1,right,J. Brown 15' turnaround Jump Shot (29 PTS) (D. White 4 AST),"[1627759, 1628401]",1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,15.49,Made,29.0,,,,,,D. White,1628401.0,4.0,,,,,,,,,
477,PT11M29.00S,2025-03-01T02:29:16.8Z,4,REGULAR,2pt,Jump Shot,[],1630596,7.966491458607096,80.3921568627451,1610612739,100,95,2025-03-01T02:29:27Z,4660000,False,-152.0,22.0,1,left,MISS E. Mobley 15' Jump Shot,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,15.36,Missed,,,,,,,,,,,,,,,,,,
478,PT11M25.00S,2025-03-01T02:29:20.8Z,4,REGULAR,rebound,offensive,[],1630241,,,1610612739,100,95,2025-03-01T02:29:42Z,4670000,False,,,0,,S. Merrill REBOUND (Off:2 Def:1),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Mid-Range,8-16 Left,,,,477.0,3.0,1.0,2.0,,,,,,,,,,,,,
479,PT11M25.00S,2025-03-01T02:29:22.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629660,7.5722733245729295,39.21568627450981,1610612739,100,95,2025-03-01T02:30:27Z,4680000,False,54.0,19.0,1,left,MISS T. Jerome driving Layup - blocked,"[1629660, 1628436]",1610612739.0,CLE,driving,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),0-8 Center,5.71,Missed,,,,,,,,,,,,,,,,,Kornet,1628436.0
480,PT11M25.00S,2025-03-01T02:29:22.9Z,4,REGULAR,block,,[],1628436,,,1610612739,100,95,2025-03-01T02:29:24Z,4690000,False,,,0,,L. Kornet BLOCK (2 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
481,PT11M24.00S,2025-03-01T02:29:23.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,100,95,2025-03-01T02:30:01Z,4700000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,479.0,,,,,,,,,,,,,,,,
484,PT11M22.00S,2025-03-01T02:29:51.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630596,30.436925098554536,27.450980392156865,1610612739,100,98,2025-03-01T02:30:04Z,4730000,False,113.0,234.0,1,left,E. Mobley 25' 3PT  (9 PTS) (T. Jerome 2 AST),"[1630596, 1629660]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,25.94,Made,9.0,,,,,,T. Jerome,1629660.0,2.0,,,,,,,,,
486,PT10M59.00S,2025-03-01T02:30:14.0Z,4,REGULAR,2pt,Jump Shot,[],1627759,87.33574244415243,81.61764705882352,1610612738,100,98,2025-03-01T02:30:19Z,4750000,False,158.0,67.0,1,right,MISS J. Brown 17' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right,17.15,Missed,,,,,,,,,,,,,,,,,,
487,PT10M56.00S,2025-03-01T02:30:17.0Z,4,REGULAR,rebound,defensive,[],1630596,,,1610612739,100,98,2025-03-01T02:30:19Z,4760000,False,,,0,,E. Mobley REBOUND (Off:1 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Right,,,,486.0,5.0,4.0,1.0,,,,,,,,,,,,,
488,PT10M40.00S,2025-03-01T02:30:33.3Z,4,REGULAR,2pt,Hook,[],1630596,9.149145860709593,67.40196078431373,1610612739,100,100,2025-03-01T02:30:41Z,4770000,False,-87.0,34.0,1,left,E. Mobley 9' turnaround Hook (11 PTS) (T. Jerome 3 AST),"[1630596, 1629660]",1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,9.32,Made,11.0,,,,,,T. Jerome,1629660.0,3.0,,,,,,,,,
490,PT10M23.00S,2025-03-01T02:30:51.5Z,4,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612738,100,100,2025-03-01T02:31:01Z,4790000,False,,,0,,D. Wade shooting personal FOUL (2 PF) (Brown 2 FT),"[1629731, 1627759]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,202049.0,2.0,0.0,Brown,1627759.0,,
492,PT10M23.00S,2025-03-01T02:31:27.7Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,101,100,2025-03-01T02:31:57Z,4810000,False,,,0,,J. Brown Free Throw 1 of 2 (30 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,30.0,,,,,,,,,,,,,,,,,
493,PT10M23.00S,2025-03-01T02:31:27.7Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,101,100,2025-03-01T02:31:57Z,4820000,False,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
494,PT10M20.00S,2025-03-01T02:31:30.7Z,4,REGULAR,rebound,offensive,[],1628436,,,1610612738,101,100,2025-03-01T02:34:02Z,4830000,False,,,0,,L. Kornet REBOUND (Off:2 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,493.0,4.0,2.0,2.0,,,,,,,,,,,,,
495,PT10M20.00S,2025-03-01T02:31:51.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,68.15045992115637,35.78431372549019,1610612738,101,100,2025-03-01T02:32:00Z,4840000,False,-71.0,247.0,1,right,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,25.69,Missed,,,,,,,,,,,,,,,,,,
496,PT10M16.00S,2025-03-01T02:31:54.6Z,4,REGULAR,rebound,defensive,[],1629660,,,1610612739,101,100,2025-03-01T02:31:54Z,4850000,False,,,0,,T. Jerome REBOUND (Off:1 Def:3),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Center,,,,495.0,4.0,3.0,1.0,,,,,,,,,,,,,
497,PT10M06.00S,2025-03-01T02:32:04.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,10.90670170827858,37.87913602941176,1610612739,101,100,2025-03-01T02:32:11Z,4860000,False,61.0,50.0,1,left,MISS D. Mitchell 7' driving Layup,[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,7.86,Missed,,,,,,,,,,,,,,,,,,
498,PT10M04.00S,2025-03-01T02:32:06.4Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,101,100,2025-03-01T02:32:11Z,4870000,False,,,0,,L. Kornet REBOUND (Off:2 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,497.0,5.0,3.0,2.0,,,,,,,,,,,,,
499,PT09M43.00S,2025-03-01T02:32:28.7Z,4,REGULAR,2pt,Jump Shot,[],1628401,79.71419185282524,32.1078431372549,1610612738,101,100,2025-03-01T02:32:33Z,4880000,False,-89.0,138.0,1,right,MISS D. White 16' pullup Shot,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,16-24 Left Center,16.46,Missed,,,,,,,,,,,,,,,,,,
500,PT09M39.00S,2025-03-01T02:32:32.7Z,4,REGULAR,rebound,defensive,[],1629731,,,1610612739,101,100,2025-03-01T02:32:33Z,4890000,False,,,0,,D. Wade REBOUND (Off:1 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,16-24 Left Center,,,,499.0,3.0,2.0,1.0,,,,,,,,,,,,,
501,PT09M32.00S,2025-03-01T02:32:39.0Z,4,REGULAR,3pt,Jump Shot,[],1629660,27.54599211563732,81.86274509803921,1610612739,101,100,2025-03-01T02:32:45Z,4900000,False,-159.0,206.0,1,left,MISS T. Jerome 26' step back 3PT,[1629660],1610612739.0,CLE,step back,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Left Center,26.07,Missed,,,,,,,,,,,,,,,,,,
502,PT09M28.00S,2025-03-01T02:32:42.5Z,4,REGULAR,rebound,offensive,[],1630596,,,1610612739,101,100,2025-03-01T02:32:42Z,4910000,False,,,0,,E. Mobley REBOUND (Off:2 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,,501.0,6.0,4.0,2.0,,,,,,,,,,,,,
503,PT09M16.00S,2025-03-01T02:32:54.4Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628378,12.171484888304862,28.676470588235293,1610612739,101,100,2025-03-01T02:35:22Z,4920000,False,107.0,62.0,1,left,MISS D. Mitchell 12' driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,12.33,Missed,,,,,,,,,,,,,,,,,,
