actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
508,PT10M31.00S,2022-11-01T04:22:10.7Z,4,REGULAR,foul,personal,['2freethrow'],201569,,,1610612746,74,76,2022-11-01T04:22:19Z,5030000,,,0,,E. Gordon shooting personal FOUL (1 PF) (Coffey 2 FT),"[201569, 1629599]",1610612745.0,HOU,shooting,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2534.0,1.0,0.0,Coffey,1629599.0,,,
510,PT10M31.00S,2022-11-01T04:22:31.4Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629599,,,1610612746,75,76,2022-11-01T04:22:31Z,5050000,,,0,,A. Coffey Free Throw 1 of 2 (2 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
511,PT10M31.00S,2022-11-01T04:22:41.9Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629599,,,1610612746,76,76,2022-11-01T04:22:41Z,5060000,,,0,,A. Coffey Free Throw 2 of 2 (3 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
512,PT10M19.00S,2022-11-01T04:22:57.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,92.95335085413929,49.26470588235294,1610612745,76,78,2022-11-01T04:23:04Z,5070000,-4.0,14.0,1,right,K. Martin Jr. cutting DUNK (20 PTS) (E. Gordon 2 AST),"[1630231, 201569]",1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,1.42,Made,20.0,,,,,,,,,,,,,,,E. Gordon,201569.0,2.0
514,PT10M08.00S,2022-11-01T04:23:08.2Z,4,REGULAR,3pt,Jump Shot,[],202331,32.50657030223391,66.17647058823529,1610612746,76,78,2022-11-01T04:23:13Z,5090000,-81.0,253.0,1,left,MISS P. George 26' step back 3PT,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Above the Break 3,24+ Center,26.57,Missed,,,,,,,,,,,,,,,,,,
515,PT10M05.00S,2022-11-01T04:23:12.5Z,4,REGULAR,rebound,offensive,[],1629599,,,1610612746,76,78,2022-11-01T04:23:12Z,5100000,,,0,,A. Coffey REBOUND (Off:2 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Center,,,,,,514.0,3.0,1.0,2.0,,,,,,,,,,,
516,PT10M03.00S,2022-11-01T04:23:13.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202704,30.798291721419176,26.225490196078425,1610612746,76,78,2022-11-01T04:23:21Z,5110000,119.0,237.0,1,left,MISS R. Jackson 26' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,26.52,Missed,,,,,,,,,,,,,,,,,,
517,PT09M59.00S,2022-11-01T04:23:17.8Z,4,REGULAR,rebound,defensive,[],201569,,,1610612745,76,78,2022-11-01T04:23:21Z,5120000,,,0,,E. Gordon REBOUND (Off:0 Def:2),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,,,,,,516.0,2.0,2.0,0.0,,,,,,,,,,,
518,PT09M58.00S,2022-11-01T04:23:21.3Z,4,REGULAR,foul,offensive,[],1630231,,,1610612745,76,78,2022-11-01T04:23:29Z,5130000,,,0,,K. Martin Jr. charge offensive FOUL (3 PF),"[1630231, 1629599]",1610612745.0,HOU,charge,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2534.0,3.0,0.0,Coffey,1629599.0,,,
520,PT09M58.00S,2022-11-01T04:23:21.3Z,4,REGULAR,turnover,offensive foul,[],1630231,,,1610612745,76,78,2022-11-01T04:23:21Z,5150000,,,0,,K. Martin Jr. offensive foul TURNOVER (1 TO),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,,,2534.0,,,,,,,
521,PT09M58.00S,2022-11-01T04:23:29.4Z,4,REGULAR,substitution,out,[],1629726,,,1610612746,76,78,2022-11-01T04:23:32Z,5160000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT09M58.00S,2022-11-01T04:23:29.4Z,4,REGULAR,substitution,in,[],1629645,,,1610612746,76,78,2022-11-01T04:23:32Z,5170000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT09M38.00S,2022-11-01T04:24:00.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202331,12.401445466491452,50.73529411764706,1610612746,78,78,2022-11-01T04:24:05Z,5180000,-4.0,64.0,1,left,P. George 6' floating Jump Shot (27 PTS),[202331],1610612746.0,LAC,floating,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,6.42,Made,27.0,,,,,,,,,,,,,,,,,
524,PT09M25.00S,2022-11-01T04:24:13.0Z,4,REGULAR,3pt,Jump Shot,[],201569,70.22010512483574,18.382352941176478,1610612745,78,78,2022-11-01T04:24:18Z,5190000,-158.0,227.0,1,right,MISS E. Gordon 27' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,27.7,Missed,,,,,,,,,,,,,,,,,,
525,PT09M21.00S,2022-11-01T04:24:17.0Z,4,REGULAR,rebound,defensive,[],202331,,,1610612746,78,78,2022-11-01T04:24:18Z,5200000,,,0,,P. George REBOUND (Off:0 Def:7),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,524.0,7.0,7.0,0.0,,,,,,,,,,,
526,PT08M58.00S,2022-11-01T04:24:40.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,14.241130091984232,48.28431372549019,1610612746,78,78,2022-11-01T04:24:47Z,5210000,9.0,81.0,1,left,MISS T. Mann 8' turnaround Shot,[1629611],1610612746.0,LAC,turnaround,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,8.19,Missed,,,,,,,,,,,,,,,,,,
527,PT08M55.00S,2022-11-01T04:24:43.3Z,4,REGULAR,rebound,defensive,[],1630231,,,1610612745,78,78,2022-11-01T04:24:43Z,5220000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:5),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,526.0,5.0,5.0,0.0,,,,,,,,,,,
528,PT08M47.00S,2022-11-01T04:24:51.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,88.74835742444152,49.754901960784316,1610612745,78,78,2022-11-01T04:26:34Z,5230000,-1.0,53.0,1,right,MISS J. Green floating Shot,[1630224],1610612745.0,HOU,floating,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,5.33,Missed,,,,,,,,,,,,,,,,,,
529,PT08M45.00S,2022-11-01T04:24:55.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612745,78,78,2022-11-01T04:24:55Z,5240000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,528.0,,,,,,,,,,,,,,
531,PT08M45.00S,2022-11-01T04:24:57.0Z,4,REGULAR,substitution,out,[],201587,,,1610612745,78,78,2022-11-01T04:25:04Z,5260000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT08M45.00S,2022-11-01T04:24:57.0Z,4,REGULAR,substitution,in,[],1627826,,,1610612745,78,78,2022-11-01T04:25:04Z,5270000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT08M36.00S,2022-11-01T04:25:25.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630231,93.47897503285151,49.01960784313726,1610612745,78,80,2022-11-01T04:25:30Z,5280000,-5.0,9.0,1,right,K. Martin Jr. cutting DUNK (22 PTS) (K. Porter Jr. 5 AST),"[1630231, 1629645]",1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,1.01,Made,22.0,,,,,,,,,,,,,,,K. Porter Jr.,1629645.0,5.0
535,PT08M36.00S,2022-11-01T04:25:35.5Z,4,REGULAR,foul,personal,['1freethrow'],202704,,,1610612745,78,80,2022-11-01T04:25:41Z,5300000,,,0,,R. Jackson shooting personal FOUL (1 PF) (Martin Jr. 1 FT),"[202704, 1630231]",1610612746.0,LAC,shooting,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202007.0,1.0,0.0,Martin Jr.,1630231.0,,,
537,PT08M36.00S,2022-11-01T04:25:51.2Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1630231,,,1610612745,78,81,2022-11-01T04:25:51Z,5320000,,,0,,K. Martin Jr. Free Throw 1 of 1 (23 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
542,PT08M24.00S,2022-11-01T04:26:06.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,7.670827858081481,52.94117647058824,1610612746,78,81,2022-11-01T04:29:15Z,5345000,-15.0,20.0,1,left,MISS I. Zubac alley-oop DUNK - blocked,"[1627826, 1630231]",1610612746.0,LAC,alley-oop,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.45,Missed,,Martin Jr.,1630231.0,,,,,,,,,,,,,,,
543,PT08M24.00S,2022-11-01T04:26:06.2Z,4,REGULAR,block,,[],1630231,,,1610612746,78,81,2022-11-01T04:29:15Z,5347500,,,0,,K. Martin Jr. BLOCK (2 BLK),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
544,PT08M24.00S,2022-11-01T04:26:06.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612745,78,81,2022-11-01T04:29:15Z,5348750,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,542.0,,,,,,,,,,,,,,
540,PT08M24.00S,2022-11-01T04:26:29.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,78,81,2022-11-01T04:29:43Z,5350000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT08M12.00S,2022-11-01T04:29:43.0Z,4,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612745,78,81,2022-11-01T04:29:49Z,5370000,,,0,,I. Zubac shooting personal FOUL (5 PF) (Martin Jr. 2 FT),"[1627826, 1630231]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202007.0,5.0,0.0,Martin Jr.,1630231.0,,,
547,PT08M12.00S,2022-11-01T04:30:08.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,78,81,2022-11-01T04:30:08Z,5390000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT08M12.00S,2022-11-01T04:33:07.8Z,4,REGULAR,freethrow,1 of 2,[],1630231,,,1610612745,78,81,2022-11-01T04:33:27Z,5410000,,,0,,MISS K. Martin Jr. Free Throw 1 of 2,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
550,PT08M12.00S,2022-11-01T04:33:07.8Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,78,81,2022-11-01T04:33:27Z,5420000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,549.0,,,,,,,,,,,,,,
551,PT08M12.00S,2022-11-01T04:33:07.8Z,4,REGULAR,freethrow,2 of 2,[],1630231,,,1610612745,78,81,2022-11-01T04:33:27Z,5430000,,,0,,MISS K. Martin Jr. Free Throw 2 of 2,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
552,PT08M09.00S,2022-11-01T04:33:10.8Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,78,81,2022-11-01T04:33:27Z,5440000,,,0,,I. Zubac REBOUND (Off:1 Def:9),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,551.0,10.0,9.0,1.0,,,,,,,,,,,
553,PT07M57.00S,2022-11-01T04:33:40.8Z,4,REGULAR,turnover,out-of-bounds,[],1627826,,,1610612746,78,81,2022-11-01T04:33:46Z,5450000,,,0,,I. Zubac lost ball out-of-bounds TURNOVER (3 TO),[1627826],1610612746.0,LAC,lost ball,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,3.0,,,2534.0,,,,,,,
554,PT07M57.00S,2022-11-01T04:33:46.1Z,4,REGULAR,substitution,out,[],1629599,,,1610612745,78,81,2022-11-01T04:33:52Z,5460000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT07M57.00S,2022-11-01T04:33:46.1Z,4,REGULAR,substitution,out,[],1629611,,,1610612745,78,81,2022-11-01T04:33:52Z,5470000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT07M57.00S,2022-11-01T04:33:46.1Z,4,REGULAR,substitution,in,[],1628379,,,1610612745,78,81,2022-11-01T04:33:52Z,5480000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT07M57.00S,2022-11-01T04:33:46.1Z,4,REGULAR,substitution,in,[],202694,,,1610612745,78,81,2022-11-01T04:33:52Z,5490000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT07M49.00S,2022-11-01T04:34:05.3Z,4,REGULAR,foul,personal,[],1628379,,,1610612745,78,81,2022-11-01T04:34:20Z,5500000,,,0,,L. Kennard personal FOUL (2 PF),"[1628379, 201569]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,2534.0,2.0,0.0,Gordon,201569.0,,,
560,PT07M37.00S,2022-11-01T04:34:28.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630231,66.27792378449408,37.5,1610612745,78,81,2022-11-01T04:34:33Z,5520000,-62.0,264.0,1,right,MISS K. Martin Jr. 27' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Center,27.18,Missed,,,,,,,,,,,,,,,,,,
561,PT07M33.00S,2022-11-01T04:34:32.3Z,4,REGULAR,rebound,defensive,[],1628379,,,1610612746,78,81,2022-11-01T04:34:33Z,5530000,,,0,,L. Kennard REBOUND (Off:1 Def:6),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,,,,,,560.0,7.0,6.0,1.0,,,,,,,,,,,
562,PT07M19.00S,2022-11-01T04:34:51.0Z,4,REGULAR,turnover,out-of-bounds,[],1628379,,,1610612746,78,81,2022-11-01T04:34:57Z,5540000,,,0,,L. Kennard lost ball out-of-bounds TURNOVER (2 TO),[1628379],1610612746.0,LAC,lost ball,,,Kennard,L. Kennard,,,,,Mid-Range,8-16 Right,,,,,,,,,,2.0,,,1201.0,,,,,,,
563,PT07M19.00S,2022-11-01T04:34:58.6Z,4,REGULAR,substitution,out,[],201569,,,1610612745,78,81,2022-11-01T04:35:01Z,5550000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT07M19.00S,2022-11-01T04:34:58.6Z,4,REGULAR,substitution,in,[],1630578,,,1610612745,78,81,2022-11-01T04:35:01Z,5560000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT07M08.00S,2022-11-01T04:35:11.1Z,4,REGULAR,foul,personal,['2freethrow'],202331,,,1610612745,78,81,2022-11-01T04:35:16Z,5570000,,,0,,P. George shooting personal FOUL (2 PF) (Sengun 2 FT),"[202331, 1630578]",1610612746.0,LAC,shooting,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1201.0,2.0,0.0,Sengun,1630578.0,,,
567,PT07M08.00S,2022-11-01T04:35:37.7Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630578,,,1610612745,78,82,2022-11-01T04:35:37Z,5590000,,,0,,A. Sengun Free Throw 1 of 2 (11 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
568,PT07M08.00S,2022-11-01T04:35:56.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630578,,,1610612745,78,83,2022-11-01T04:35:56Z,5600000,,,0,,A. Sengun Free Throw 2 of 2 (12 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
569,PT06M55.00S,2022-11-01T04:36:11.7Z,4,REGULAR,3pt,Jump Shot,[],202704,27.513140604467807,17.64705882352942,1610612746,78,83,2022-11-01T04:36:17Z,5610000,162.0,206.0,1,left,MISS R. Jackson 26' step back 3PT,[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
570,PT06M50.00S,2022-11-01T04:36:16.7Z,4,REGULAR,rebound,defensive,[],1630231,,,1610612745,78,83,2022-11-01T04:36:17Z,5620000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:6),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,569.0,6.0,6.0,0.0,,,,,,,,,,,
571,PT06M40.00S,2022-11-01T04:36:25.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,85.98883048620237,61.27450980392157,1610612745,78,83,2022-11-01T04:37:13Z,5630000,56.0,79.0,1,right,MISS K. Porter Jr. 9' fadeaway Shot,[1629645],1610612745.0,HOU,fadeaway,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Right,9.72,Missed,,,,,,,,,,,,,,,,,,
572,PT06M37.00S,2022-11-01T04:36:28.8Z,4,REGULAR,rebound,defensive,[],1628379,,,1610612746,78,83,2022-11-01T04:36:31Z,5640000,,,0,,L. Kennard REBOUND (Off:1 Def:7),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Right,,,,,,571.0,8.0,7.0,1.0,,,,,,,,,,,
573,PT06M29.00S,2022-11-01T04:36:40.4Z,4,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612746,78,83,2022-11-01T04:36:48Z,5650000,,,0,,J. Green shooting personal FOUL (2 PF) (Jackson 2 FT),"[1630224, 202704]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2534.0,2.0,0.0,Jackson,202704.0,,,
575,PT06M29.00S,2022-11-01T04:37:12.1Z,4,REGULAR,freethrow,1 of 2,[],202704,,,1610612746,79,83,2022-11-01T04:37:12Z,5670000,,,0,,R. Jackson Free Throw 1 of 2 (5 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
576,PT06M29.00S,2022-11-01T04:37:35.4Z,4,REGULAR,freethrow,2 of 2,[],202704,,,1610612746,80,83,2022-11-01T04:37:35Z,5680000,,,0,,R. Jackson Free Throw 2 of 2 (6 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
577,PT06M14.00S,2022-11-01T04:37:52.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,90.19382391590013,48.0392156862745,1610612745,80,85,2022-11-01T04:37:57Z,5690000,-10.0,40.0,1,right,A. Sengun turnaround Hook (14 PTS),[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,4.09,Made,14.0,,,,,,,,,,,,,,,,,
578,PT06M01.00S,2022-11-01T04:38:04.9Z,4,REGULAR,3pt,Jump Shot,[],202694,33.6892247043364,50.0,1610612746,83,85,2022-11-01T04:38:10Z,5700000,0.0,264.0,1,left,M. Morris Sr. 26' 3PT  (11 PTS) (P. George 6 AST),"[202694, 202331]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Center,26.42,Made,11.0,,,,,,,,,,,,,,,P. George,202331.0,6.0
580,PT05M43.00S,2022-11-01T04:38:22.7Z,4,REGULAR,3pt,Jump Shot,[],1630224,66.40932982917215,73.77450980392157,1610612745,83,88,2022-11-01T04:38:30Z,5720000,119.0,263.0,1,right,J. Green 28' 3PT pullup (10 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,28.89,Made,10.0,,,,,,,,,,,,,,,,,
582,PT05M23.00S,2022-11-01T04:38:42.5Z,4,REGULAR,3pt,Jump Shot,[],202331,31.192509855453352,72.79411764705883,1610612746,86,88,2022-11-01T04:38:48Z,5740000,-114.0,241.0,1,left,P. George 26' 3PT pullup (30 PTS) (R. Jackson 6 AST),"[202331, 202704]",1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Left Center,26.63,Made,30.0,,,,,,,,,,,,,,,R. Jackson,202704.0,6.0
584,PT05M01.00S,2022-11-01T04:39:04.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,88.87976346911958,49.01960784313726,1610612745,86,88,2022-11-01T04:39:13Z,5760000,-5.0,52.0,1,right,MISS A. Sengun driving Layup - blocked,"[1630578, 1627826]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,5.22,Missed,,Zubac,1627826.0,,,,,,,,,,,,,,,
585,PT05M01.00S,2022-11-01T04:39:04.7Z,4,REGULAR,block,,[],1627826,,,1610612745,86,88,2022-11-01T04:39:07Z,5770000,,,0,,I. Zubac BLOCK (4 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
586,PT04M58.00S,2022-11-01T04:39:07.7Z,4,REGULAR,rebound,defensive,[],202704,,,1610612746,86,88,2022-11-01T04:39:13Z,5780000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,584.0,1.0,1.0,0.0,,,,,,,,,,,
587,PT04M54.00S,2022-11-01T04:39:11.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202704,7.670827858081481,44.85294117647059,1610612746,86,88,2022-11-01T04:39:17Z,5790000,26.0,20.0,1,left,MISS R. Jackson running Layup,[202704],1610612746.0,LAC,running,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
588,PT04M54.00S,2022-11-01T04:39:11.0Z,4,REGULAR,rebound,offensive,[],202704,,,1610612746,86,88,2022-11-01T04:39:17Z,5800000,,,0,,R. Jackson REBOUND (Off:1 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,,,,587.0,2.0,1.0,1.0,,,,,,,,,,,
589,PT04M51.00S,2022-11-01T04:39:14.5Z,4,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",202704,5.590000152587891,50.0,1610612746,86,88,2022-11-01T04:39:20Z,5810000,0.0,0.0,1,left,MISS R. Jackson tip Layup - blocked,"[202704, 1631095]",1610612746.0,LAC,tip,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,0.0,Missed,,Smith Jr.,1631095.0,,,,,,,,,,,,,,,
590,PT04M51.00S,2022-11-01T04:39:14.5Z,4,REGULAR,block,,[],1631095,,,1610612746,86,88,2022-11-01T04:39:15Z,5820000,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
591,PT04M49.00S,2022-11-01T04:39:16.5Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,86,88,2022-11-01T04:39:20Z,5830000,,,0,,J. Smith Jr. REBOUND (Off:1 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,589.0,5.0,4.0,1.0,,,,,,,,,,,
592,PT04M40.00S,2022-11-01T04:39:25.4Z,4,REGULAR,3pt,Jump Shot,[],1630224,68.11760840998686,73.52941176470588,1610612745,86,88,2022-11-01T04:39:31Z,5840000,118.0,247.0,1,right,MISS J. Green 27' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,27.37,Missed,,,,,,,,,,,,,,,,,,
593,PT04M36.00S,2022-11-01T04:39:29.4Z,4,REGULAR,rebound,defensive,[],1628379,,,1610612746,86,88,2022-11-01T04:39:31Z,5850000,,,0,,L. Kennard REBOUND (Off:1 Def:8),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,,,592.0,9.0,8.0,1.0,,,,,,,,,,,
594,PT04M32.00S,2022-11-01T04:39:34.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202694,12.270039421813408,96.81372549019608,1610612746,86,88,2022-11-01T04:39:52Z,5860000,-234.0,63.0,1,left,MISS M. Morris Sr. 24' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Left Corner 3,24+ Left,24.24,Missed,,,,,,,,,,,,,,,,,,
