actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
339,PT09M01.00S,2024-01-23T03:22:50.2Z,3,REGULAR,rebound,defensive,[],203994,,,1610612756,56,73,2024-01-23T03:22:51Z,3370000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:4),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Right,,,338.0,,,,,4.0,4.0,0.0,,,,,,,,,,
340,PT08M50.00S,2024-01-23T03:23:00.7Z,3,REGULAR,2pt,Jump Shot,[],203078,82.21090670170827,77.45098039215686,1610612756,56,73,2024-01-23T03:23:03Z,3380000,False,137.0,115.0,1,right,MISS B. Beal 17' pullup Shot,[203078],1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right Center,17.89,Missed,,,,,,,,,,,,,,,,,,
341,PT08M49.00S,2024-01-23T03:23:01.7Z,3,REGULAR,rebound,offensive,[],203994,,,1610612756,56,73,2024-01-23T03:23:03Z,3390000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:4),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Right Center,,,340.0,,,,,5.0,4.0,1.0,,,,,,,,,,
342,PT08M48.00S,2024-01-23T03:23:03.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,93.11760840998686,50.245098039215684,1610612756,56,73,2024-01-23T03:23:06Z,3400000,False,1.0,12.0,1,right,MISS J. Nurkic putback Layup,[203994],1610612756.0,PHX,putback,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
343,PT08M48.00S,2024-01-23T03:23:03.0Z,3,REGULAR,rebound,defensive,[],1629632,,,1610612741,56,73,2024-01-23T03:23:06Z,3410000,False,,,0,,C. White REBOUND (Off:1 Def:6),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Restricted Area,0-8 Center,,,342.0,,,,,7.0,6.0,1.0,,,,,,,,,,
344,PT08M38.00S,2024-01-23T03:23:12.4Z,3,REGULAR,3pt,Jump Shot,[],1627936,33.196452036793694,47.30392156862745,1610612741,56,76,2024-01-23T03:23:17Z,3420000,False,13.0,260.0,1,left,A. Caruso 25' 3PT  (15 PTS) (N. Vucevic 7 AST),"[1627936, 202696]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,25.99,Made,,15.0,N. Vucevic,202696.0,7.0,,,,,,,,,,,,,
346,PT08M18.00S,2024-01-23T03:23:32.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,81.07752956636006,52.67310049019608,1610612756,56,76,2024-01-23T03:23:38Z,3440000,False,13.0,125.0,1,right,MISS K. Durant 12' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,12.61,Missed,,,,,,,,,,,,,,,,,,
347,PT08M16.00S,2024-01-23T03:23:34.2Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,56,76,2024-01-23T03:23:38Z,3450000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:9),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,,,346.0,,,,,11.0,9.0,2.0,,,,,,,,,,
348,PT08M06.00S,2024-01-23T03:23:44.8Z,3,REGULAR,3pt,Jump Shot,[],201942,23.866622864651774,88.23529411764706,1610612741,56,79,2024-01-23T03:23:50Z,3460000,False,-191.0,172.0,1,left,D. DeRozan 25' 3PT  (11 PTS) (C. White 7 AST),"[201942, 1629632]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,25.7,Made,,11.0,C. White,1629632.0,7.0,,,,,,,,,,,,,
350,PT08M06.00S,2024-01-23T03:23:47.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,56,79,2024-01-23T03:23:47Z,3480000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT07M49.00S,2024-01-23T03:27:00.2Z,3,REGULAR,foul,personal,[],1627936,,,1610612756,56,79,2024-01-23T03:27:10Z,3490000,False,,,0,,A. Caruso personal FOUL (3 PF),"[1627936, 203994]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1628159.0,,3.0,0.0,Nurkic,203994.0,,,,
353,PT07M40.00S,2024-01-23T03:27:22.7Z,3,REGULAR,foul,personal,[],1627936,,,1610612756,56,79,2024-01-23T03:27:27Z,3510000,False,,,0,,A. Caruso personal FOUL (4 PF),"[1627936, 1626164]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1628159.0,,4.0,0.0,Booker,1626164.0,,,,
355,PT07M34.00S,2024-01-23T03:27:42.9Z,3,REGULAR,3pt,Jump Shot,[],1628960,67.36202365308804,71.07843137254902,1610612756,59,79,2024-01-23T03:27:54Z,3530000,False,105.0,254.0,1,right,G. Allen 27' 3PT pullup (6 PTS) (J. Nurkic 3 AST),"[1628960, 203994]",1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,27.53,Made,,6.0,J. Nurkic,203994.0,3.0,,,,,,,,,,,,,
357,PT07M31.00S,2024-01-23T03:27:53.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,59,79,2024-01-23T03:27:53Z,3550000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT07M31.00S,2024-01-23T03:30:14.5Z,3,REGULAR,substitution,out,[],1627936,,,1610612741,59,79,2024-01-23T03:30:40Z,3560000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT07M31.00S,2024-01-23T03:30:14.5Z,3,REGULAR,substitution,in,[],1630245,,,1610612741,59,79,2024-01-23T03:30:40Z,3570000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT07M18.00S,2024-01-23T03:30:55.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201942,6.389618922470433,51.225490196078425,1610612741,59,81,2024-01-23T03:32:14Z,3580000,False,-6.0,8.0,1,left,D. DeRozan driving Layup (13 PTS),[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,0.97,Made,,13.0,,,,,,,,,,,,,,,,
361,PT07M02.00S,2024-01-23T03:31:12.0Z,3,REGULAR,2pt,Jump Shot,[],201142,87.86136662286465,26.47058823529412,1610612756,59,81,2024-01-23T03:51:13Z,3590000,False,-118.0,62.0,1,right,MISS K. Durant 13' Jump Shot,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,13.28,Missed,,,,,,,,,,,,,,,,,,
362,PT07M00.00S,2024-01-23T03:31:14.0Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,59,81,2024-01-23T03:31:15Z,3600000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:10),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,,,361.0,,,,,12.0,10.0,2.0,,,,,,,,,,
363,PT06M57.00S,2024-01-23T03:31:18.7Z,3,REGULAR,foul,personal,[],201142,,,1610612741,59,81,2024-01-23T03:31:34Z,3610000,False,,,0,,K. Durant personal FOUL (2 PF),"[201142, 1629632]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202026.0,,2.0,0.0,White,1629632.0,,,,
365,PT06M50.00S,2024-01-23T03:31:45.2Z,3,REGULAR,turnover,out-of-bounds,[],1630172,,,1610612741,59,81,2024-01-23T03:31:50Z,3630000,False,,,0,,P. Williams step out-of-bounds TURNOVER (2 TO),[1630172],1610612741.0,CHI,step,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,,,,1628159.0,2.0,,,,,,,,
366,PT06M34.00S,2024-01-23T03:32:12.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201142,95.0886990801577,1.9607843137254901,1610612756,62,81,2024-01-23T03:32:17Z,3640000,False,-240.0,-6.0,1,right,K. Durant 24' 3PT  (16 PTS) (B. Beal 3 AST),"[201142, 203078]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,24.03,Made,,16.0,B. Beal,203078.0,3.0,,,,,,,,,,,,,
368,PT06M09.00S,2024-01-23T03:32:37.2Z,3,REGULAR,3pt,Jump Shot,[],201942,12.040078843626807,95.09803921568627,1610612741,62,81,2024-01-23T03:32:41Z,3660000,False,-225.0,61.0,1,left,MISS D. DeRozan 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,23.35,Missed,,,,,,,,,,,,,,,,,,
369,PT06M07.00S,2024-01-23T03:32:39.2Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612756,62,81,2024-01-23T03:32:41Z,3670000,False,,,0,,G. Allen REBOUND (Off:0 Def:4),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,,,368.0,,,,,4.0,4.0,0.0,,,,,,,,,,
370,PT05M54.00S,2024-01-23T03:32:52.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,87.20433639947439,50.0,1610612756,62,81,2024-01-23T03:33:18Z,3680000,False,0.0,68.0,1,right,MISS D. Booker 6' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,6.78,Missed,,,,,,,,,,,,,,,,,,
371,PT05M52.00S,2024-01-23T03:32:54.8Z,3,REGULAR,rebound,defensive,[],1630172,,,1610612741,62,81,2024-01-23T03:33:18Z,3690000,False,,,0,,P. Williams REBOUND (Off:0 Def:3),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,370.0,,,,,3.0,3.0,0.0,,,,,,,,,,
372,PT05M48.00S,2024-01-23T03:32:58.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,5.863994743758213,46.32352941176471,1610612741,62,83,2024-01-23T03:33:04Z,3700000,False,18.0,3.0,1,left,A. Dosunmu running Layup (12 PTS) (P. Williams 1 AST),"[1630245, 1630172]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.86,Made,,12.0,P. Williams,1630172.0,1.0,,,,,,,,,,,,,
374,PT05M32.00S,2024-01-23T03:33:15.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203994,91.80354796320631,40.44117647058824,1610612756,64,83,2024-01-23T03:33:18Z,3720000,False,-48.0,25.0,1,right,J. Nurkic Hook (6 PTS) (G. Allen 2 AST),"[203994, 1628960]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,5.37,Made,,6.0,G. Allen,1628960.0,2.0,,,,,,,,,,,,,
376,PT05M18.00S,2024-01-23T03:33:29.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201942,6.389618922470433,50.98039215686274,1610612741,64,83,2024-01-23T03:33:33Z,3740000,False,-5.0,8.0,1,left,MISS D. DeRozan driving Layup,[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,0.9,Missed,,,,,,,,,,,,,,,,,,
377,PT05M17.00S,2024-01-23T03:33:30.3Z,3,REGULAR,rebound,defensive,[],203994,,,1610612756,64,83,2024-01-23T03:33:33Z,3750000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:5),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,376.0,,,,,6.0,5.0,1.0,,,,,,,,,,
378,PT05M01.00S,2024-01-23T03:33:45.7Z,3,REGULAR,3pt,Jump Shot,[],1628960,74.24441524310119,14.483762254901961,1610612756,64,83,2024-01-23T03:33:53Z,3760000,False,-178.0,190.0,1,right,MISS G. Allen 25' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
379,PT05M00.00S,2024-01-23T03:33:46.7Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,64,83,2024-01-23T03:33:48Z,3770000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,378.0,,,,,2.0,2.0,0.0,,,,,,,,,,
380,PT04M56.00S,2024-01-23T03:33:58.1Z,3,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612741,64,83,2024-01-23T03:34:08Z,3780000,False,,,0,,G. Allen shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1628960, 201942]",1610612756.0,PHX,shooting,,,Allen,G. Allen,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1628159.0,,1.0,0.0,DeRozan,201942.0,,,,
382,PT04M56.00S,2024-01-23T03:34:35.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],201942,,,1610612741,64,83,2024-01-23T03:34:35Z,3800000,False,,,0,,MISS D. DeRozan Free Throw 1 of 2,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
383,PT04M56.00S,2024-01-23T03:34:35.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,64,83,2024-01-23T03:34:35Z,3810000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,382.0,,,,,,,,,,,,,,,,,
384,PT04M56.00S,2024-01-23T03:34:36.1Z,3,REGULAR,substitution,out,[],203078,,,1610612741,64,83,2024-01-23T03:34:49Z,3820000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT04M56.00S,2024-01-23T03:34:36.1Z,3,REGULAR,substitution,out,[],203994,,,1610612741,64,83,2024-01-23T03:34:49Z,3830000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT04M56.00S,2024-01-23T03:34:36.1Z,3,REGULAR,substitution,in,[],1629234,,,1610612741,64,83,2024-01-23T03:34:49Z,3840000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT04M56.00S,2024-01-23T03:34:36.1Z,3,REGULAR,substitution,in,[],1628966,,,1610612741,64,83,2024-01-23T03:34:49Z,3850000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT04M56.00S,2024-01-23T03:34:59.2Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],201942,,,1610612741,64,84,2024-01-23T03:34:59Z,3860000,False,,,0,,D. DeRozan Free Throw 2 of 2 (14 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,14.0,,,,,,,,,,,,,,,,
389,PT04M50.00S,2024-01-23T03:35:09.1Z,3,REGULAR,foul,personal,[],1629632,,,1610612756,64,84,2024-01-23T03:35:18Z,3870000,False,,,0,,C. White personal FOUL (3 PF),"[1629632, 1628960]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202026.0,,3.0,0.0,Allen,1628960.0,,,,
391,PT04M50.00S,2024-01-23T03:35:15.8Z,3,REGULAR,substitution,out,[],201942,,,1610612756,64,84,2024-01-23T03:35:18Z,3890000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT04M50.00S,2024-01-23T03:35:15.8Z,3,REGULAR,substitution,in,[],1631207,,,1610612756,64,84,2024-01-23T03:35:18Z,3900000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT04M44.00S,2024-01-23T03:35:45.4Z,3,REGULAR,3pt,Jump Shot,[],201142,75.77201051248358,91.91176470588235,1610612756,67,84,2024-01-23T03:35:49Z,3910000,False,210.0,175.0,1,right,K. Durant 27' 3PT  (19 PTS) (D. Booker 2 AST),"[201142, 1626164]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,27.32,Made,,19.0,D. Booker,1626164.0,2.0,,,,,,,,,,,,,
395,PT04M30.00S,2024-01-23T03:35:58.9Z,3,REGULAR,3pt,Jump Shot,[],1630172,30.699737187910642,23.774509803921568,1610612741,67,84,2024-01-23T03:36:03Z,3930000,False,131.0,236.0,1,left,MISS P. Williams 27' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,27.01,Missed,,,,,,,,,,,,,,,,,,
396,PT04M27.00S,2024-01-23T03:36:01.9Z,3,REGULAR,rebound,defensive,[],201142,,,1610612756,67,84,2024-01-23T03:36:03Z,3940000,False,,,0,,K. Durant REBOUND (Off:1 Def:3),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,395.0,,,,,4.0,3.0,1.0,,,,,,,,,,
397,PT04M10.00S,2024-01-23T03:36:19.6Z,3,REGULAR,3pt,Jump Shot,[],201142,66.96780551905388,54.90196078431373,1610612756,70,84,2024-01-23T03:36:23Z,3950000,False,25.0,258.0,1,right,K. Durant 25' 3PT  (22 PTS) (D. Booker 3 AST),"[201142, 1626164]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,25.92,Made,,22.0,D. Booker,1626164.0,3.0,,,,,,,,,,,,,
399,PT03M56.00S,2024-01-23T03:36:38.2Z,3,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612741,70,84,2024-01-23T03:36:43Z,3970000,False,,,0,,D. Booker shooting personal FOUL (2 PF) (Dosunmu 2 FT),"[1626164, 1630245]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628159.0,,2.0,0.0,Dosunmu,1630245.0,,,,
401,PT03M56.00S,2024-01-23T03:37:23.3Z,3,REGULAR,freethrow,1 of 2,[],1630245,,,1610612741,70,85,2024-01-23T03:37:25Z,3990000,False,,,0,,A. Dosunmu Free Throw 1 of 2 (13 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,,13.0,,,,,,,,,,,,,,,,
402,PT03M56.00S,2024-01-23T03:37:23.3Z,3,REGULAR,freethrow,2 of 2,[],1630245,,,1610612741,70,85,2024-01-23T03:37:25Z,4000000,False,,,0,,MISS A. Dosunmu Free Throw 2 of 2,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
403,PT03M52.00S,2024-01-23T03:37:27.3Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612756,70,85,2024-01-23T03:37:25Z,4010000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:2),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,402.0,,,,,2.0,2.0,0.0,,,,,,,,,,
404,PT03M46.00S,2024-01-23T03:37:30.9Z,3,REGULAR,turnover,lost ball,[],1626164,,,1610612756,70,85,2024-01-23T03:37:34Z,4020000,False,,,0,,D. Booker lost ball TURNOVER (2 TO),"[1626164, 1629632]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,2.0,,,,,White,1629632.0,,
405,PT03M46.00S,2024-01-23T03:37:30.9Z,3,REGULAR,steal,,[],1629632,,,1610612741,70,85,2024-01-23T03:37:32Z,4030000,False,,,0,,C. White STEAL (2 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
406,PT03M43.00S,2024-01-23T03:37:35.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631207,7.30946123521682,56.372549019607845,1610612741,70,85,2024-01-23T03:41:26Z,4040000,False,-32.0,16.0,1,left,MISS D. Terry running reverse Layup - blocked,"[1631207, 201142]",1610612741.0,CHI,running reverse,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,3.58,Missed,,,,,,,,,,,,,,,,,Durant,201142.0
407,PT03M43.00S,2024-01-23T03:37:35.9Z,3,REGULAR,block,,[],201142,,,1610612741,70,85,2024-01-23T03:37:39Z,4050000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
408,PT03M41.00S,2024-01-23T03:37:37.9Z,3,REGULAR,rebound,offensive,[],1629632,,,1610612741,70,85,2024-01-23T03:41:26Z,4060000,False,,,0,,C. White REBOUND (Off:2 Def:6),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Restricted Area,0-8 Center,,,406.0,,,,,8.0,6.0,2.0,,,,,,,,,,
409,PT03M40.00S,2024-01-23T03:37:42.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629632,5.469776609724048,46.07843137254902,1610612741,70,85,2024-01-23T03:41:51Z,4070000,False,20.0,-1.0,1,left,MISS C. White putback Layup,[1629632],1610612741.0,CHI,putback,,,White,C. White,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
410,PT03M39.00S,2024-01-23T03:37:43.2Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,70,85,2024-01-23T03:41:51Z,4080000,False,,,0,,N. Vucevic REBOUND (Off:3 Def:10),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,409.0,,,,,13.0,10.0,3.0,,,,,,,,,,
411,PT03M39.00S,2024-01-23T03:37:50.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202696,8.754927726675426,50.245098039215684,1610612741,70,87,2024-01-23T03:38:15Z,4090000,False,-1.0,30.0,1,left,N. Vucevic tip Layup (15 PTS),[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,2.98,Made,,15.0,,,,,,,,,,,,,,,,
412,PT03M39.00S,2024-01-23T03:37:57.8Z,3,REGULAR,foul,technical,['1freethrow'],1629234,,,1610612756,70,87,2024-01-23T03:38:07Z,4100000,False,,,0,,D. Eubanks technical FOUL (1 Tech),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,202026.0,,0.0,1.0,,,,,,
413,PT03M39.00S,2024-01-23T03:38:08.3Z,3,REGULAR,freethrow,1 of 1,[],1629632,,,1610612756,70,88,2024-01-23T03:38:08Z,4110000,False,,,0,,C. White technical Free Throw 1 of 1 (16 PTS),[1629632],1610612741.0,CHI,technical,,,White,C. White,,,,,,,,Made,,16.0,,,,,,,,,,,,,,,,
414,PT03M26.00S,2024-01-23T03:38:33.9Z,3,REGULAR,foul,personal,['2freethrow'],202696,,,1610612756,70,88,2024-01-23T03:38:38Z,4120000,False,,,0,,N. Vucevic shooting personal FOUL (2 PF) (Eubanks 2 FT),"[202696, 1629234]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202026.0,,2.0,0.0,Eubanks,1629234.0,,,,
416,PT03M26.00S,2024-01-23T03:39:08.7Z,3,REGULAR,freethrow,1 of 2,[],1629234,,,1610612756,71,88,2024-01-23T03:39:08Z,4140000,False,,,0,,D. Eubanks Free Throw 1 of 2 (3 PTS),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
417,PT03M26.00S,2024-01-23T03:39:09.3Z,3,REGULAR,substitution,out,[],1629632,,,1610612756,71,88,2024-01-23T03:39:31Z,4150000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT03M26.00S,2024-01-23T03:39:09.3Z,3,REGULAR,substitution,out,[],202696,,,1610612756,71,88,2024-01-23T03:39:31Z,4160000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT03M26.00S,2024-01-23T03:39:09.3Z,3,REGULAR,substitution,in,[],201942,,,1610612756,71,88,2024-01-23T03:39:31Z,4170000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M26.00S,2024-01-23T03:39:09.3Z,3,REGULAR,substitution,in,[],203083,,,1610612756,71,88,2024-01-23T03:39:31Z,4180000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M26.00S,2024-01-23T03:39:32.1Z,3,REGULAR,freethrow,2 of 2,[],1629234,,,1610612756,72,88,2024-01-23T03:39:32Z,4190000,False,,,0,,D. Eubanks Free Throw 2 of 2 (4 PTS),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
422,PT03M09.00S,2024-01-23T03:39:52.4Z,3,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612741,72,88,2024-01-23T03:40:27Z,4200000,False,,,0,,D. Eubanks shooting personal FOUL (1 PF) (Drummond 2 FT),"[1629234, 203083]",1610612756.0,PHX,shooting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202026.0,,1.0,1.0,Drummond,203083.0,,,,
424,PT03M09.00S,2024-01-23T03:40:29.4Z,3,REGULAR,foul,technical,['1freethrow'],203083,,,1610612741,72,88,2024-01-23T03:40:38Z,4220000,False,,,0,,A. Drummond technical FOUL (1 Tech),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,202026.0,,0.0,1.0,,,,,,
