actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,jumpBallRecoverdPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
509,PT10M14.00S,2026-02-26T02:54:45.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630173,85.75886990801577,44.85294117647059,1610612758,111,79,2026-02-26T02:54:54Z,4990000,False,-26.0,81.0,1,right,MISS P. Achiuwa 8' driving floating Shot,[1630173],1610612758.0,SAC,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.54,Missed,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,
510,PT10M11.00S,2026-02-26T02:54:48.5Z,4,REGULAR,rebound,offensive,[],1630173,,,1610612758,111,79,2026-02-26T02:54:54Z,5000000,False,,,0,,P. Achiuwa REBOUND (Off:5 Def:4),[1630173],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Achiuwa,P. Achiuwa,,,509.0,9.0,4.0,5.0,,,,,,,,,,,,,
511,PT10M11.00S,2026-02-26T02:54:47.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,94.40999984741211,50.0,1610612758,111,81,2026-02-26T02:54:47Z,5010000,False,0.0,0.0,1,right,P. Achiuwa tip Layup (4 PTS),[1630173],1610612758.0,SAC,tip,,,,,,Mid-Range,8-16 Left,0.0,Made,Achiuwa,P. Achiuwa,,,,,,,4.0,,,,,,,,,,,,
516,PT09M54.00S,2026-02-26T02:55:16.5Z,4,REGULAR,2pt,Hook,[],1630578,9.674770039421814,32.59803921568628,1610612745,113,81,2026-02-26T03:17:44Z,5060000,False,87.0,38.0,1,left,A. Sengun 9' turnaround bank Hook (26 PTS),[1630578],1610612745.0,HOU,turnaround bank,,,,,,Mid-Range,8-16 Right,9.51,Made,Sengun,A. Sengun,,,,,,,26.0,,,,,,,,,,,,
517,PT09M29.00S,2026-02-26T02:55:40.8Z,4,REGULAR,3pt,Jump Shot,[],1631342,66.70499342969777,68.13725490196079,1610612758,113,81,2026-02-26T04:58:50Z,5070000,False,91.0,260.0,1,right,MISS D. Plowden 27' 3PT,[1631342],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,27.58,Missed,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,
518,PT09M28.00S,2026-02-26T02:55:41.8Z,4,REGULAR,rebound,defensive,[],1642263,,,1610612745,113,81,2026-02-26T02:56:03Z,5080000,False,,,0,,R. Sheppard REBOUND (Off:2 Def:2),[1642263],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Center,,,Sheppard,R. Sheppard,,,517.0,4.0,2.0,2.0,,,,,,,,,,,,,
519,PT09M13.00S,2026-02-26T02:55:57.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,6.521024967148489,59.31372549019608,1610612745,113,81,2026-02-26T03:03:42Z,5090000,False,-47.0,9.0,1,left,MISS J. Okogie driving Layup,[1629006],1610612745.0,HOU,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.74,Missed,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,
520,PT09M11.00S,2026-02-26T02:55:59.5Z,4,REGULAR,rebound,defensive,[],1631342,,,1610612758,113,81,2026-02-26T02:56:07Z,5100000,False,,,0,,D. Plowden REBOUND (Off:0 Def:1),[1631342],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Plowden,D. Plowden,,,519.0,1.0,1.0,0.0,,,,,,,,,,,,,
521,PT09M05.00S,2026-02-26T02:56:05.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631342,91.01511169513797,59.80392156862745,1610612758,113,81,2026-02-26T03:05:02Z,5110000,False,49.0,32.0,1,right,MISS D. Plowden running Layup,[1631342],1610612758.0,SAC,running,,,,,,In The Paint (Non-RA),0-8 Center,5.85,Missed,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,
522,PT09M05.00S,2026-02-26T02:56:05.8Z,4,REGULAR,rebound,offensive,[],1631116,,,1610612758,113,81,2026-02-26T02:56:11Z,5120000,False,,,0,,P. Baldwin Jr. REBOUND (Off:1 Def:0),[1631116],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Baldwin Jr.,P. Baldwin Jr.,,,521.0,1.0,0.0,1.0,,,,,,,,,,,,,
523,PT09M00.00S,2026-02-26T02:56:10.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631116,94.40999984741211,50.0,1610612758,113,83,2026-02-26T02:56:10Z,5130000,False,0.0,0.0,1,right,P. Baldwin Jr. tip Layup (3 PTS),[1631116],1610612758.0,SAC,tip,,,,,,Mid-Range,8-16 Left,0.0,Made,Baldwin Jr.,P. Baldwin Jr.,,,,,,,3.0,,,,,,,,,,,,
524,PT08M49.00S,2026-02-26T02:56:21.2Z,4,REGULAR,3pt,Jump Shot,[],1642263,27.151773981603156,19.852941176470587,1610612745,116,83,2026-02-26T02:56:25Z,5140000,False,151.0,203.0,1,left,R. Sheppard 25' 3PT  (28 PTS) (A. Sengun 11 AST),"[1642263, 1630578]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,25.26,Made,Sheppard,R. Sheppard,,,,,,,28.0,,,A. Sengun,1630578.0,11.0,,,,,,,
526,PT08M49.00S,2026-02-26T02:56:40.2Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612758,116,83,2026-02-26T02:56:57Z,5160000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,1627964.0,,,,,,,,,,,
527,PT08M27.00S,2026-02-26T02:56:53.6Z,4,REGULAR,3pt,Jump Shot,[],1631116,92.59198423127464,98.0392156862745,1610612758,116,83,2026-02-26T02:57:01Z,5170000,False,240.0,17.0,1,right,MISS P. Baldwin Jr. 24' 3PT,[1631116],1610612758.0,SAC,,,,,,,Right Corner 3,24+ Right,24.08,Missed,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,
528,PT08M24.00S,2026-02-26T02:56:56.6Z,4,REGULAR,rebound,defensive,[],1642384,,,1610612745,116,83,2026-02-26T02:57:01Z,5180000,False,,,0,,I. Crawford REBOUND (Off:1 Def:2),[1642384],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,,,Crawford,I. Crawford,,,527.0,3.0,2.0,1.0,,,,,,,,,,,,,
529,PT08M13.00S,2026-02-26T02:57:08.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642263,7.440867279894875,54.41176470588235,1610612745,116,83,2026-02-26T03:06:59Z,5190000,False,-22.0,17.0,1,left,MISS R. Sheppard driving Layup,[1642263],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,2.81,Missed,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,
530,PT08M11.00S,2026-02-26T02:57:10.1Z,4,REGULAR,rebound,defensive,[],1628370,,,1610612758,116,83,2026-02-26T02:57:14Z,5200000,False,,,0,,M. Monk REBOUND (Off:0 Def:5),[1628370],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,Monk,M. Monk,,,529.0,5.0,5.0,0.0,,,,,,,,,,,,,
531,PT08M08.00S,2026-02-26T02:57:13.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630173,92.72339027595268,49.50980392156863,1610612758,116,85,2026-02-26T02:57:19Z,5210000,False,-2.0,16.0,1,right,P. Achiuwa running alley-oop DUNK (6 PTS) (M. Monk 3 AST),"[1630173, 1628370]",1610612758.0,SAC,running alley-oop,,,,,,Restricted Area,0-8 Center,1.61,Made,Achiuwa,P. Achiuwa,,,,,,,6.0,,,M. Monk,1628370.0,3.0,,,,,,,
534,PT07M50.00S,2026-02-26T02:57:36.8Z,4,REGULAR,substitution,out,[],1629006,,,1610612745,116,85,2026-02-26T02:57:53Z,5240000,False,,,0,,SUB out: J. Okogie,[1629006],1610612745.0,HOU,,,,,,,,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,
535,PT07M50.00S,2026-02-26T02:57:36.8Z,4,REGULAR,substitution,out,[],1628370,,,1610612745,116,85,2026-02-26T02:57:53Z,5250000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,
536,PT07M50.00S,2026-02-26T02:57:36.8Z,4,REGULAR,substitution,in,[],201145,,,1610612745,116,85,2026-02-26T02:57:53Z,5260000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
537,PT07M50.00S,2026-02-26T02:57:36.8Z,4,REGULAR,substitution,in,[],1642363,,,1610612745,116,85,2026-02-26T02:57:53Z,5270000,False,,,0,,SUB in: N. Clifford,[1642363],1610612758.0,SAC,,,,,,,,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,
538,PT07M41.00S,2026-02-26T02:58:03.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,7.440867279894875,45.34313725490196,1610612745,118,85,2026-02-26T02:58:06Z,5280000,False,23.0,17.0,1,left,J. Smith Jr. driving Layup (12 PTS),[1631095],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,2.91,Made,Smith Jr.,J. Smith Jr.,,,,,,,12.0,,,,,,,,,,,,
539,PT07M20.00S,2026-02-26T02:58:23.6Z,4,REGULAR,3pt,Jump Shot,[],1642363,67.49342969776609,30.392156862745097,1610612758,118,88,2026-02-26T02:58:28Z,5290000,False,-98.0,253.0,1,right,N. Clifford 27' 3PT pullup (13 PTS),[1642363],1610612758.0,SAC,pullup,,,,,,Above the Break 3,24+ Left Center,27.14,Made,Clifford,N. Clifford,,,,,,,13.0,,,,,,,,,,,,
540,PT06M52.00S,2026-02-26T02:58:51.4Z,4,REGULAR,3pt,Jump Shot,[],201145,4.5499342969776615,1.9607843137254901,1610612745,118,88,2026-02-26T02:58:58Z,5300000,False,240.0,-10.0,1,left,MISS J. Green 24' 3PT,[201145],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,24.04,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,,
541,PT06M52.00S,2026-02-26T02:58:51.4Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612758,118,88,2026-02-26T02:58:58Z,5310000,False,,,0,,P. Achiuwa REBOUND (Off:5 Def:5),[1630173],1610612758.0,SAC,,,,,,,Right Corner 3,24+ Right,,,Achiuwa,P. Achiuwa,,,540.0,10.0,5.0,5.0,,,,,,,,,,,,,
542,PT06M39.00S,2026-02-26T02:59:06.5Z,4,REGULAR,turnover,out-of-bounds,[],1642363,,,1610612758,118,88,2026-02-26T02:59:42Z,5320000,False,,,0,,N. Clifford bad pass out-of-bounds TURNOVER (3 TO),[1642363],1610612758.0,SAC,bad pass,,,,,,In The Paint (Non-RA),0-8 Center,,,Clifford,N. Clifford,,,,,,,,202058.0,3.0,,,,,,,,,,
543,PT06M39.00S,2026-02-26T02:59:16.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,118,88,2026-02-26T02:59:16Z,5330000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT06M39.00S,2026-02-26T03:01:30.4Z,4,REGULAR,substitution,out,[],1631095,,,1610612745,118,88,2026-02-26T03:02:03Z,5340000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,
545,PT06M39.00S,2026-02-26T03:01:30.4Z,4,REGULAR,substitution,out,[],1630578,,,1610612745,118,88,2026-02-26T03:02:03Z,5350000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,
546,PT06M39.00S,2026-02-26T03:01:30.4Z,4,REGULAR,substitution,out,[],1630173,,,1610612745,118,88,2026-02-26T03:02:03Z,5360000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,
547,PT06M39.00S,2026-02-26T03:01:30.4Z,4,REGULAR,substitution,in,[],1629006,,,1610612745,118,88,2026-02-26T03:02:03Z,5370000,False,,,0,,SUB in: J. Okogie,[1629006],1610612745.0,HOU,,,,,,,,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,
548,PT06M39.00S,2026-02-26T03:01:30.4Z,4,REGULAR,substitution,in,[],203991,,,1610612745,118,88,2026-02-26T03:02:03Z,5380000,False,,,0,,SUB in: C. Capela,[203991],1610612745.0,HOU,,,,,,,,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,
549,PT06M39.00S,2026-02-26T03:01:30.4Z,4,REGULAR,substitution,in,[],1629234,,,1610612745,118,88,2026-02-26T03:02:03Z,5390000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612758.0,SAC,,,,,,,,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,
550,PT06M25.00S,2026-02-26T03:02:31.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642263,6.521024967148489,40.19607843137255,1610612745,118,88,2026-02-26T03:02:38Z,5400000,False,49.0,9.0,1,left,MISS R. Sheppard driving floating Shot,[1642263],1610612745.0,HOU,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,4.98,Missed,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,
551,PT06M24.00S,2026-02-26T03:02:32.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612745,118,88,2026-02-26T03:02:38Z,5410000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,550.0,,,,,,,,,,,,,,,,
553,PT06M21.00S,2026-02-26T03:03:17.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642263,7.046649145860711,1.715686274509804,1610612745,118,88,2026-02-26T03:03:22Z,5430000,False,241.0,14.0,1,left,MISS R. Sheppard 24' 3PT,[1642263],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,24.18,Missed,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,
554,PT06M20.00S,2026-02-26T03:03:18.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612758,118,88,2026-02-26T03:03:22Z,5440000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,Right Corner 3,24+ Right,,,,,,,553.0,,,,,,,,,,,,,,,,
556,PT06M06.00S,2026-02-26T03:03:40.0Z,4,REGULAR,turnover,bad pass,[],1642363,,,1610612758,118,88,2026-02-26T03:03:44Z,5460000,False,,,0,,N. Clifford bad pass TURNOVER (4 TO),"[1642363, 1629006]",1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Clifford,N. Clifford,,,,,,,,,4.0,,,,,Okogie,1629006.0,,,,
557,PT06M06.00S,2026-02-26T03:03:40.0Z,4,REGULAR,steal,,[],1629006,,,1610612745,118,88,2026-02-26T03:03:42Z,5470000,False,,,0,,J. Okogie STEAL (2 STL),[1629006],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,
558,PT05M55.00S,2026-02-26T03:03:51.2Z,4,REGULAR,turnover,bad pass,[],203991,,,1610612745,118,88,2026-02-26T03:03:56Z,5480000,False,,,0,,C. Capela bad pass TURNOVER (1 TO),"[203991, 1642363]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Capela,C. Capela,,,,,,,,,1.0,,,,,Clifford,1642363.0,,,,
559,PT05M55.00S,2026-02-26T03:03:51.2Z,4,REGULAR,steal,,[],1642363,,,1610612758,118,88,2026-02-26T03:03:53Z,5490000,False,,,0,,N. Clifford STEAL (3 STL),[1642363],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,
560,PT05M49.00S,2026-02-26T03:03:56.8Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629234,93.24901445466492,62.99019607843137,1610612758,118,88,2026-02-26T03:11:33Z,5500000,False,65.0,11.0,1,right,MISS D. Eubanks 6' running alley-oop DUNK,[1629234],1610612758.0,SAC,running alley-oop,,,,,,In The Paint (Non-RA),0-8 Center,6.59,Missed,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,
561,PT05M47.00S,2026-02-26T03:03:58.8Z,4,REGULAR,rebound,defensive,[],203991,,,1610612745,118,88,2026-02-26T03:04:07Z,5510000,False,,,0,,C. Capela REBOUND (Off:1 Def:3),[203991],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Capela,C. Capela,,,560.0,4.0,3.0,1.0,,,,,,,,,,,,,
562,PT05M25.00S,2026-02-26T03:04:22.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203991,6.915243101182654,43.38235294117647,1610612745,118,88,2026-02-26T03:04:29Z,5520000,False,33.0,13.0,1,left,MISS C. Capela Layup - blocked,"[203991, 1629234]",1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,3.54,Missed,Capela,C. Capela,Eubanks,1629234.0,,,,,,,,,,,,,,,,,
563,PT05M25.00S,2026-02-26T03:04:22.1Z,4,REGULAR,block,,[],1629234,,,1610612745,118,88,2026-02-26T03:04:24Z,5530000,False,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,
564,PT05M25.00S,2026-02-26T03:04:22.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612745,118,88,2026-02-26T03:04:29Z,5540000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,,,,,562.0,,,,,,,,,,,,,,,,
565,PT05M25.00S,2026-02-26T03:04:28.7Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612745,118,88,2026-02-26T03:04:36Z,5550000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202058.0,,,,,,,,,,,
566,PT05M25.00S,2026-02-26T03:04:30.3Z,4,REGULAR,substitution,out,[],1642263,,,1610612758,118,88,2026-02-26T03:04:39Z,5560000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,,,,,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,
567,PT05M25.00S,2026-02-26T03:04:30.3Z,4,REGULAR,substitution,out,[],203991,,,1610612758,118,88,2026-02-26T03:04:39Z,5570000,False,,,0,,SUB out: C. Capela,[203991],1610612745.0,HOU,,,,,,,,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,
568,PT05M25.00S,2026-02-26T03:04:30.3Z,4,REGULAR,substitution,in,[],1628988,,,1610612758,118,88,2026-02-26T03:04:39Z,5580000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,,,,,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,
569,PT05M25.00S,2026-02-26T03:04:30.3Z,4,REGULAR,substitution,in,[],1631120,,,1610612758,118,88,2026-02-26T03:04:39Z,5590000,False,,,0,,SUB in: J. Davison,[1631120],1610612745.0,HOU,,,,,,,,,,,Davison,J. Davison,,,,,,,,,,,,,,,,,,,
570,PT05M17.00S,2026-02-26T03:04:54.5Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630165,76.95466491458606,30.14705882352941,1610612758,118,88,2026-02-26T03:05:12Z,5600000,False,-99.0,164.0,1,right,MISS K. Hayes 19' pullup Shot,[1630165],1610612758.0,SAC,pullup,,,,,,Mid-Range,16-24 Left Center,19.18,Missed,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,
571,PT05M13.00S,2026-02-26T03:04:58.7Z,4,REGULAR,rebound,offensive,[],1629234,,,1610612758,118,88,2026-02-26T03:04:58Z,5610000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:1),[1629234],1610612758.0,SAC,,,,,,,Mid-Range,16-24 Left Center,,,Eubanks,D. Eubanks,,,570.0,2.0,1.0,1.0,,,,,,,,,,,,,
572,PT05M12.00S,2026-02-26T03:05:00.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630165,84.09986859395532,43.09512867647059,1610612758,118,88,2026-02-26T03:05:27Z,5620000,False,-35.0,97.0,1,right,MISS K. Hayes 10' floating Shot,[1630165],1610612758.0,SAC,floating,,,,,,In The Paint (Non-RA),8-16 Center,10.3,Missed,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,
573,PT05M10.00S,2026-02-26T03:05:02.3Z,4,REGULAR,rebound,defensive,[],201145,,,1610612745,118,88,2026-02-26T03:05:07Z,5630000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Green,J. Green,,,572.0,1.0,1.0,0.0,,,,,,,,,,,,,
574,PT04M53.00S,2026-02-26T03:05:19.1Z,4,REGULAR,2pt,Jump Shot,[],1631120,6.1268068331143235,65.93137254901961,1610612745,118,88,2026-02-26T03:05:23Z,5640000,False,-80.0,5.0,1,left,MISS J. Davison 7' driving floating bank Shot,[1631120],1610612745.0,HOU,driving floating bank,,,,,,Mid-Range,0-8 Center,7.99,Missed,Davison,J. Davison,,,,,,,,,,,,,,,,,,,
575,PT04M51.00S,2026-02-26T03:05:21.1Z,4,REGULAR,rebound,defensive,[],1629234,,,1610612758,118,88,2026-02-26T03:05:23Z,5650000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:2),[1629234],1610612758.0,SAC,,,,,,,Mid-Range,0-8 Center,,,Eubanks,D. Eubanks,,,574.0,3.0,2.0,1.0,,,,,,,,,,,,,
576,PT04M45.00S,2026-02-26T03:05:26.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,83.65637319316689,64.70588235294117,1610612758,118,88,2026-02-26T03:05:31Z,5660000,False,74.0,101.0,1,right,MISS K. Hayes 12' fadeaway Shot,[1630165],1610612758.0,SAC,fadeaway,,,,,,In The Paint (Non-RA),8-16 Right,12.5,Missed,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,
577,PT04M42.00S,2026-02-26T03:05:29.7Z,4,REGULAR,rebound,defensive,[],1629006,,,1610612745,118,88,2026-02-26T03:05:31Z,5670000,False,,,0,,J. Okogie REBOUND (Off:0 Def:6),[1629006],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Right,,,Okogie,J. Okogie,,,576.0,6.0,6.0,0.0,,,,,,,,,,,,,
578,PT04M36.00S,2026-02-26T03:05:35.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1642384,5.075558475689881,2.696078431372549,1610612745,121,88,2026-02-26T03:15:24Z,5680000,False,237.0,-5.0,1,left,I. Crawford 3PT running (3 PTS) (J. Davison 1 AST),"[1642384, 1631120]",1610612745.0,HOU,running,,,,,,Right Corner 3,24+ Right,23.65,Made,Crawford,I. Crawford,,,,,,,3.0,,,J. Davison,1631120.0,1.0,,,,,,,
580,PT04M20.00S,2026-02-26T03:05:52.4Z,4,REGULAR,3pt,Jump Shot,[],1631342,65.78515111695138,62.00980392156863,1610612758,121,88,2026-02-26T03:05:58Z,5700000,False,60.0,269.0,1,right,MISS D. Plowden 27' 3PT,[1631342],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,27.57,Missed,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,
581,PT04M18.00S,2026-02-26T03:05:54.4Z,4,REGULAR,rebound,defensive,[],1631120,,,1610612745,121,88,2026-02-26T03:05:58Z,5710000,False,,,0,,J. Davison REBOUND (Off:0 Def:1),[1631120],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,Davison,J. Davison,,,580.0,1.0,1.0,0.0,,,,,,,,,,,,,
582,PT04M08.00S,2026-02-26T03:06:03.6Z,4,REGULAR,3pt,Jump Shot,[],201145,24.78646517739816,10.53921568627451,1610612745,124,88,2026-02-26T03:06:08Z,5720000,False,197.0,180.0,1,left,J. Green 26' 3PT  (5 PTS) (A. Holiday 3 AST),"[201145, 1628988]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,26.74,Made,Green,J. Green,,,,,,,5.0,,,A. Holiday,1628988.0,3.0,,,,,,,
584,PT03M57.00S,2026-02-26T03:06:14.7Z,4,REGULAR,3pt,Jump Shot,[],1642363,73.01248357424441,9.068627450980392,1610612758,124,88,2026-02-26T03:17:26Z,5740000,False,-205.0,201.0,1,right,MISS N. Clifford 28' pullup 3PT,[1642363],1610612758.0,SAC,pullup,,,,,,Above the Break 3,24+ Left Center,28.7,Missed,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,
585,PT03M56.00S,2026-02-26T03:06:15.7Z,4,REGULAR,rebound,offensive,[],1629234,,,1610612758,124,88,2026-02-26T03:06:21Z,5750000,False,,,0,,D. Eubanks REBOUND (Off:2 Def:2),[1629234],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,Eubanks,D. Eubanks,,,584.0,4.0,2.0,2.0,,,,,,,,,,,,,
586,PT03M51.00S,2026-02-26T03:06:20.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631116,88.38699080157687,3.9215686274509802,1610612758,124,88,2026-02-26T03:17:47Z,5760000,False,-230.0,57.0,1,right,MISS P. Baldwin Jr. pullup 3PT,[1631116],1610612758.0,SAC,pullup,,,,,,Left Corner 3,24+ Left,23.73,Missed,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,
587,PT03M49.00S,2026-02-26T03:06:22.8Z,4,REGULAR,rebound,offensive,[],1642363,,,1610612758,124,88,2026-02-26T03:10:38Z,5770000,False,,,0,,N. Clifford REBOUND (Off:1 Def:1),[1642363],1610612758.0,SAC,,,,,,,Left Corner 3,24+ Left,,,Clifford,N. Clifford,,,586.0,2.0,1.0,1.0,,,,,,,,,,,,,
611,PT03M49.00S,2026-02-26T03:06:28.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642363,91.93495400788436,52.94117647058824,1610612758,124,88,2026-02-26T03:10:46Z,5775000,False,15.0,23.0,1,right,MISS N. Clifford tip Layup,[1642363],1610612758.0,SAC,tip,,,,,,Restricted Area,0-8 Center,2.75,Missed,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,
