actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
334,PT00M39.80S,2023-02-25T01:43:52.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203109,17.69053876478318,62.254901960784316,1610612749,71,56,2023-02-25T01:54:20Z,3320000,False,-61.0,114.0,1,left,MISS J. Crowder 12' step back Shot,[203109],1610612749.0,MIL,step back,,,,,,In The Paint (Non-RA),8-16 Center,,,,Crowder,J. Crowder,,,Missed,,,,,,12.93,,,,,,,,,
335,PT00M39.40S,2023-02-25T01:43:52.8Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,71,56,2023-02-25T01:43:57Z,3330000,False,,,0,,B. Lopez REBOUND (Off:2 Def:1),[201572],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Lopez,B. Lopez,,,,,334.0,3.0,1.0,2.0,,,,,,,,,,
336,PT00M39.40S,2023-02-25T01:43:56.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201572,5.590000152587891,50.0,1610612749,73,56,2023-02-25T01:43:56Z,3340000,False,0.0,0.0,1,left,B. Lopez tip Layup (9 PTS),[201572],1610612749.0,MIL,tip,,,,,,Mid-Range,8-16 Left,,,,Lopez,B. Lopez,,,Made,9.0,,,,,0.0,,,,,,,,,
337,PT00M27.90S,2023-02-25T01:44:07.8Z,2,REGULAR,3pt,Jump Shot,[],1629216,67.36202365308804,67.40196078431373,1610612748,73,56,2023-02-25T01:44:16Z,3350000,False,87.0,254.0,1,right,MISS G. Vincent 26' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,,,,Above the Break 3,24+ Right Center,,,,Vincent,G. Vincent,,,Missed,,,,,,26.88,,,,,,,,,
338,PT00M25.00S,2023-02-25T01:44:10.7Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,73,56,2023-02-25T01:44:16Z,3360000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Middleton,K. Middleton,,,,,337.0,1.0,1.0,0.0,,,,,,,,,,
339,PT00M04.80S,2023-02-25T01:44:31.9Z,2,REGULAR,3pt,Jump Shot,[],1628975,32.14520367936925,74.01960784313727,1610612749,73,56,2023-02-25T01:55:05Z,3370000,False,-120.0,250.0,1,left,MISS J. Carter 27' fadeaway 3PT,[1628975],1610612749.0,MIL,fadeaway,,,,,,Above the Break 3,24+ Left Center,,,,Carter,J. Carter,,,Missed,,,,,,27.71,,,,,,,,,
340,PT00M03.10S,2023-02-25T01:44:33.6Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,73,56,2023-02-25T01:46:55Z,3380000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:6),[1628389],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Adebayo,B. Adebayo,,,,,339.0,7.0,6.0,1.0,,,,,,,,,,
341,PT00M01.00S,2023-02-25T01:44:39.2Z,2,REGULAR,3pt,Jump Shot,[],1628389,58.95203679369251,67.40196078431373,1610612748,73,56,2023-02-25T01:55:29Z,3390000,False,87.0,333.0,1,right,MISS B. Adebayo 34' running pullup 3PT,[1628389],1610612748.0,MIA,running pullup,,,,,,Above the Break 3,24+ Center,,,,Adebayo,B. Adebayo,,,Missed,,,,,,34.46,,,,,,,,,
342,PT00M01.00S,2023-02-25T01:44:39.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,73,56,2023-02-25T01:44:55Z,3400000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,341.0,,,,,,,,,,,,,
343,PT00M00.00S,2023-02-25T01:44:46.7Z,2,REGULAR,period,end,[],0,,,1610612748,73,56,2023-02-25T01:44:46Z,3410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2023-02-25T01:59:18.7Z,3,REGULAR,substitution,out,['startperiod'],203114,,,1610612748,73,56,2023-02-25T01:59:51Z,3420000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,,,,,,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2023-02-25T01:59:18.7Z,3,REGULAR,substitution,out,['startperiod'],203109,,,1610612748,73,56,2023-02-25T01:59:51Z,3430000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,,,,,,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2023-02-25T01:59:18.7Z,3,REGULAR,substitution,in,['startperiod'],1626171,,,1610612748,73,56,2023-02-25T01:59:51Z,3440000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,,,,,,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2023-02-25T01:59:18.7Z,3,REGULAR,substitution,in,['startperiod'],1628960,,,1610612748,73,56,2023-02-25T01:59:51Z,3450000,False,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,,,,,,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2023-02-25T02:00:11.2Z,3,REGULAR,period,start,[],0,,,1610612749,73,56,2023-02-25T02:00:11Z,3460000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT11M44.00S,2023-02-25T02:00:26.1Z,3,REGULAR,3pt,Jump Shot,[],1626171,73.14388961892247,83.33333333333334,1610612749,73,56,2023-02-25T02:00:31Z,3470000,False,167.0,200.0,1,right,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Portis,B. Portis,,,Missed,,,,,,26.03,,,,,,,,,
350,PT11M41.00S,2023-02-25T02:00:29.1Z,3,REGULAR,rebound,defensive,[],201567,,,1610612748,73,56,2023-02-25T02:00:31Z,3480000,False,,,0,,K. Love REBOUND (Off:1 Def:5),[201567],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,,Love,K. Love,,,,,349.0,6.0,5.0,1.0,,,,,,,,,,
351,PT11M36.00S,2023-02-25T02:00:38.3Z,3,REGULAR,foul,personal,[],1628960,,,1610612748,73,56,2023-02-25T02:00:45Z,3490000,False,,,0,,G. Allen personal FOUL (2 PF),"[1628960, 1629216]",1610612749.0,MIL,,,,,,,Mid-Range,16-24 Left Center,201246.0,2.0,0.0,Allen,G. Allen,Vincent,1629216.0,,,,,,,,,,,,,,,,
353,PT11M19.00S,2023-02-25T02:01:08.6Z,3,REGULAR,3pt,Jump Shot,[],201567,33.85348226018397,51.9607843137255,1610612748,73,56,2023-02-25T02:01:16Z,3510000,False,-10.0,266.0,1,left,MISS K. Love 26' fadeaway 3PT,[201567],1610612748.0,MIA,fadeaway,,,,,,Above the Break 3,24+ Center,,,,Love,K. Love,,,Missed,,,,,,26.59,,,,,,,,,
354,PT11M16.00S,2023-02-25T02:01:11.9Z,3,REGULAR,rebound,defensive,[],1628975,,,1610612749,73,56,2023-02-25T02:01:11Z,3520000,False,,,0,,J. Carter REBOUND (Off:0 Def:4),[1628975],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Carter,J. Carter,,,,,353.0,4.0,4.0,0.0,,,,,,,,,,
355,PT11M03.00S,2023-02-25T02:01:30.1Z,3,REGULAR,foul,personal,[],1629639,,,1610612749,73,56,2023-02-25T02:01:37Z,3530000,False,,,0,,T. Herro personal FOUL (2 PF),"[1629639, 1628975]",1610612748.0,MIA,,,,,,,Mid-Range,16-24 Center,2005.0,2.0,0.0,Herro,T. Herro,Carter,1628975.0,,,,,,,,,,,,,,,,
357,PT10M56.00S,2023-02-25T02:01:46.8Z,3,REGULAR,3pt,Jump Shot,[],201950,79.97700394218134,5.392156862745098,1610612749,73,56,2023-02-25T02:01:53Z,3550000,False,-223.0,136.0,1,right,MISS J. Holiday 26' step back 3PT,[201950],1610612749.0,MIL,step back,,,,,,Above the Break 3,24+ Left Center,,,,Holiday,J. Holiday,,,Missed,,,,,,26.1,,,,,,,,,
358,PT10M53.00S,2023-02-25T02:01:49.8Z,3,REGULAR,rebound,defensive,[],201567,,,1610612748,73,56,2023-02-25T02:01:53Z,3560000,False,,,0,,K. Love REBOUND (Off:1 Def:6),[201567],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Love,K. Love,,,,,357.0,7.0,6.0,1.0,,,,,,,,,,
359,PT10M36.00S,2023-02-25T02:02:06.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,18.873193166885677,48.77450980392157,1610612748,73,58,2023-02-25T02:02:10Z,3570000,False,6.0,125.0,1,left,B. Adebayo 12' turnaround fadeaway Jump Shot (16 PTS),[1628389],1610612748.0,MIA,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,,,,Adebayo,B. Adebayo,,,Made,16.0,,,,,12.5,,,,,,,,,
361,PT10M23.00S,2023-02-25T02:02:38.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628975,92.59198423127464,50.49019607843137,1610612749,75,58,2023-02-25T02:02:43Z,3590000,False,2.0,17.0,1,right,J. Carter alley-oop Layup (9 PTS) (J. Holiday 4 AST),"[1628975, 201950]",1610612749.0,MIL,alley-oop,,,,,,Restricted Area,0-8 Center,,,,Carter,J. Carter,,,Made,9.0,,,,,1.73,J. Holiday,201950.0,4.0,,,,,,
363,PT10M10.00S,2023-02-25T02:02:51.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,16.031537450722734,34.33670343137255,1610612748,75,60,2023-02-25T02:02:59Z,3610000,False,78.0,98.0,1,left,B. Adebayo 12' Jump Shot (18 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Adebayo,B. Adebayo,,,Made,18.0,,,,,12.56,T. Herro,1629639.0,1.0,,,,,,
366,PT09M48.00S,2023-02-25T02:03:28.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628975,93.77463863337714,49.26470588235294,1610612749,75,60,2023-02-25T02:03:35Z,3640000,False,-4.0,6.0,1,right,MISS J. Carter driving Layup,[1628975],1610612749.0,MIL,driving,,,,,,Restricted Area,0-8 Center,,,,Carter,J. Carter,,,Missed,,,,,,0.7,,,,,,,,,
367,PT09M45.00S,2023-02-25T02:03:30.5Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,75,60,2023-02-25T02:03:30Z,3650000,False,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Herro,T. Herro,,,,,366.0,3.0,3.0,0.0,,,,,,,,,,
368,PT09M42.00S,2023-02-25T02:03:33.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,31.35676741130092,22.058823529411764,1610612748,75,60,2023-02-25T02:03:43Z,3660000,False,140.0,242.0,1,left,MISS T. Herro 27' running pullup 3PT,[1629639],1610612748.0,MIA,running pullup,,,,,,Above the Break 3,24+ Right Center,,,,Herro,T. Herro,,,Missed,,,,,,27.97,,,,,,,,,
369,PT09M38.00S,2023-02-25T02:03:37.5Z,3,REGULAR,rebound,defensive,[],1628975,,,1610612749,75,60,2023-02-25T02:03:43Z,3670000,False,,,0,,J. Carter REBOUND (Off:0 Def:5),[1628975],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Carter,J. Carter,,,,,368.0,5.0,5.0,0.0,,,,,,,,,,
370,PT09M32.00S,2023-02-25T02:03:47.1Z,3,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612749,75,60,2023-02-25T02:04:11Z,3680000,False,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Holiday 2 FT),"[1628389, 201950]",1610612748.0,MIA,shooting,,,,,,Restricted Area,0-8 Center,2004.0,1.0,0.0,Adebayo,B. Adebayo,Holiday,201950.0,,,,,,,,,,,,,,,,
372,PT09M32.00S,2023-02-25T02:04:12.5Z,3,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,75,60,2023-02-25T02:04:12Z,3700000,False,,,0,,MISS J. Holiday Free Throw 1 of 2,[201950],1610612749.0,MIL,,,,,,,,,,,,Holiday,J. Holiday,,,Missed,,,,,,,,,,,,,,,
373,PT09M32.00S,2023-02-25T02:04:12.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,75,60,2023-02-25T02:04:12Z,3710000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,372.0,,,,,,,,,,,,,
374,PT09M32.00S,2023-02-25T02:04:28.6Z,3,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,76,60,2023-02-25T02:04:28Z,3720000,False,,,0,,J. Holiday Free Throw 2 of 2 (13 PTS),[201950],1610612749.0,MIL,,,,,,,,,,,,Holiday,J. Holiday,,,Made,13.0,,,,,,,,,,,,,,
375,PT09M15.00S,2023-02-25T02:04:46.2Z,3,REGULAR,3pt,Jump Shot,[],201567,33.85348226018397,36.27450980392157,1610612748,76,60,2023-02-25T02:04:51Z,3730000,False,69.0,266.0,1,left,MISS K. Love 27' step back 3PT,[201567],1610612748.0,MIA,step back,,,,,,Above the Break 3,24+ Center,,,,Love,K. Love,,,Missed,,,,,,27.44,,,,,,,,,
376,PT09M11.00S,2023-02-25T02:04:50.2Z,3,REGULAR,rebound,defensive,[],201572,,,1610612749,76,60,2023-02-25T02:04:51Z,3740000,False,,,0,,B. Lopez REBOUND (Off:2 Def:2),[201572],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Lopez,B. Lopez,,,,,375.0,4.0,2.0,2.0,,,,,,,,,,
377,PT09M01.00S,2023-02-25T02:04:59.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,94.30026281208936,50.73529411764706,1610612749,78,60,2023-02-25T02:05:04Z,3750000,False,4.0,1.0,1,right,J. Holiday driving finger roll Layup (15 PTS),[201950],1610612749.0,MIL,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,Holiday,J. Holiday,,,Made,15.0,,,,,0.39,,,,,,,,,
378,PT08M46.00S,2023-02-25T02:05:14.2Z,3,REGULAR,3pt,Jump Shot,[],201567,6.915243101182654,4.166666666666666,1610612748,78,60,2023-02-25T02:05:19Z,3760000,False,229.0,13.0,1,left,MISS K. Love 3PT,[201567],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,,,,Love,K. Love,,,Missed,,,,,,22.95,,,,,,,,,
379,PT08M43.00S,2023-02-25T02:05:17.2Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,78,60,2023-02-25T02:05:19Z,3770000,False,,,0,,B. Portis REBOUND (Off:1 Def:6),[1626171],1610612749.0,MIL,,,,,,,Right Corner 3,24+ Right,,,,Portis,B. Portis,,,,,378.0,7.0,6.0,1.0,,,,,,,,,,
380,PT08M35.00S,2023-02-25T02:05:25.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201572,93.77463863337714,49.26470588235294,1610612749,80,60,2023-02-25T02:05:31Z,3780000,False,-4.0,6.0,1,right,B. Lopez cutting DUNK (11 PTS) (J. Holiday 5 AST),"[201572, 201950]",1610612749.0,MIL,cutting,,,,,,Restricted Area,0-8 Center,,,,Lopez,B. Lopez,,,Made,11.0,,,,,0.7,J. Holiday,201950.0,5.0,,,,,,
382,PT08M22.00S,2023-02-25T02:05:38.2Z,3,REGULAR,3pt,Jump Shot,[],1629639,23.078186596583443,7.352941176470589,1610612748,80,63,2023-02-25T02:05:44Z,3800000,False,213.0,164.0,1,left,T. Herro 26' 3PT step back (14 PTS) (K. Love 3 AST),"[1629639, 201567]",1610612748.0,MIA,step back,,,,,,Above the Break 3,24+ Right Center,,,,Herro,T. Herro,,,Made,14.0,,,,,26.92,K. Love,201567.0,3.0,,,,,,
384,PT08M04.00S,2023-02-25T02:05:56.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201572,85.23324572930355,50.0,1610612749,80,63,2023-02-25T02:06:51Z,3820000,False,0.0,86.0,1,right,MISS B. Lopez 8' Hook,[201572],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Lopez,B. Lopez,,,Missed,,,,,,8.63,,,,,,,,,
385,PT08M02.00S,2023-02-25T02:05:58.8Z,3,REGULAR,rebound,offensive,[],201572,,,1610612749,80,63,2023-02-25T02:05:58Z,3830000,False,,,0,,B. Lopez REBOUND (Off:3 Def:2),[201572],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Lopez,B. Lopez,,,,,384.0,5.0,2.0,3.0,,,,,,,,,,
386,PT08M02.00S,2023-02-25T02:06:07.0Z,3,REGULAR,foul,offensive,[],201572,,,1610612749,80,63,2023-02-25T02:06:14Z,3840000,False,,,0,,B. Lopez charge offensive FOUL (3 PF),"[201572, 201567]",1610612749.0,MIL,charge,,,,,,In The Paint (Non-RA),0-8 Center,2004.0,3.0,0.0,Lopez,B. Lopez,Love,201567.0,,,,,,,,,,,,,,,,
388,PT08M02.00S,2023-02-25T02:06:07.0Z,3,REGULAR,turnover,offensive foul,[],201572,,,1610612749,80,63,2023-02-25T02:06:07Z,3860000,False,,,0,,B. Lopez offensive foul TURNOVER (1 TO),[201572],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,2004.0,,,Lopez,B. Lopez,,,,,,,,,,,,,,,1.0,,,
389,PT08M02.00S,2023-02-25T02:06:26.5Z,3,REGULAR,substitution,out,[],201572,,,1610612748,80,63,2023-02-25T02:06:32Z,3870000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,,,,,,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,
390,PT08M02.00S,2023-02-25T02:06:26.5Z,3,REGULAR,substitution,in,[],203109,,,1610612748,80,63,2023-02-25T02:06:32Z,3880000,False,,,0,,SUB in: J. Crowder,[203109],1610612749.0,MIL,,,,,,,,,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,
391,PT07M52.00S,2023-02-25T02:06:49.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629216,8.09789750328515,54.41176470588235,1610612748,80,65,2023-02-25T02:06:54Z,3890000,False,-22.0,24.0,1,left,G. Vincent cutting Layup (2 PTS) (B. Adebayo 1 AST),"[1629216, 1628389]",1610612748.0,MIA,cutting,,,,,,Restricted Area,0-8 Center,,,,Vincent,G. Vincent,,,Made,2.0,,,,,3.23,B. Adebayo,1628389.0,1.0,,,,,,
393,PT07M35.00S,2023-02-25T02:07:06.2Z,3,REGULAR,2pt,Jump Shot,[],1626171,86.85939553219448,22.583486519607842,1610612749,82,65,2023-02-25T02:07:14Z,3910000,False,-137.0,71.0,1,right,B. Portis 15' turnaround fadeaway Jump Shot (16 PTS),[1626171],1610612749.0,MIL,turnaround fadeaway,,,,,,Mid-Range,8-16 Left,,,,Portis,B. Portis,,,Made,16.0,,,,,15.44,,,,,,,,,
394,PT07M24.00S,2023-02-25T02:07:17.5Z,3,REGULAR,2pt,Jump Shot,[],1628389,21.369908015768726,44.11764705882353,1610612748,82,65,2023-02-25T02:07:26Z,3920000,False,29.0,148.0,1,left,MISS B. Adebayo 15' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,,,,Mid-Range,8-16 Center,,,,Adebayo,B. Adebayo,,,Missed,,,,,,15.13,,,,,,,,,
395,PT07M21.00S,2023-02-25T02:07:20.5Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,82,65,2023-02-25T02:13:45Z,3930000,False,,,0,,B. Portis REBOUND (Off:1 Def:7),[1626171],1610612749.0,MIL,,,,,,,Mid-Range,8-16 Center,,,,Portis,B. Portis,,,,,394.0,8.0,7.0,1.0,,,,,,,,,,
396,PT07M06.00S,2023-02-25T02:07:35.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,85.3646517739816,53.431372549019606,1610612749,84,65,2023-02-25T02:07:39Z,3940000,False,17.0,85.0,1,right,B. Portis 8' turnaround fadeaway Jump Shot (18 PTS) (J. Holiday 6 AST),"[1626171, 201950]",1610612749.0,MIL,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,,,,Portis,B. Portis,,,Made,18.0,,,,,8.68,J. Holiday,201950.0,6.0,,,,,,
398,PT06M46.00S,2023-02-25T02:07:55.9Z,3,REGULAR,3pt,Jump Shot,[],1629216,27.151773981603156,84.31372549019608,1610612748,84,65,2023-02-25T02:11:04Z,3960000,False,-172.0,203.0,1,left,MISS G. Vincent 26' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,,,,Above the Break 3,24+ Left Center,,,,Vincent,G. Vincent,,,Missed,,,,,,26.56,,,,,,,,,
399,PT06M43.00S,2023-02-25T02:07:58.9Z,3,REGULAR,rebound,defensive,[],201950,,,1610612749,84,65,2023-02-25T02:08:04Z,3970000,False,,,0,,J. Holiday REBOUND (Off:0 Def:4),[201950],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Holiday,J. Holiday,,,,,398.0,4.0,4.0,0.0,,,,,,,,,,
400,PT06M38.00S,2023-02-25T02:08:03.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628975,93.11760840998686,4.411764705882353,1610612749,84,65,2023-02-25T02:08:09Z,3980000,False,-228.0,12.0,1,right,MISS J. Carter running 3PT,[1628975],1610612749.0,MIL,running,,,,,,Left Corner 3,24+ Left,,,,Carter,J. Carter,,,Missed,,,,,,22.82,,,,,,,,,
401,PT06M35.00S,2023-02-25T02:08:06.8Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,84,65,2023-02-25T02:08:09Z,3990000,False,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,,,,Left Corner 3,24+ Left,,,,Herro,T. Herro,,,,,400.0,4.0,4.0,0.0,,,,,,,,,,
402,PT06M31.00S,2023-02-25T02:08:11.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629216,25.443495400788436,87.5,1610612748,84,65,2023-02-25T02:08:16Z,4000000,False,-188.0,187.0,1,left,MISS G. Vincent 26' running 3PT,[1629216],1610612748.0,MIA,running,,,,,,Above the Break 3,24+ Left Center,,,,Vincent,G. Vincent,,,Missed,,,,,,26.46,,,,,,,,,
403,PT06M28.00S,2023-02-25T02:08:14.0Z,3,REGULAR,rebound,defensive,[],203109,,,1610612749,84,65,2023-02-25T02:08:16Z,4010000,False,,,0,,J. Crowder REBOUND (Off:0 Def:3),[203109],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Crowder,J. Crowder,,,,,402.0,3.0,3.0,0.0,,,,,,,,,,
404,PT06M25.00S,2023-02-25T02:08:20.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,84,65,2023-02-25T02:08:20Z,4020000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M25.00S,2023-02-25T02:11:12.0Z,3,REGULAR,substitution,out,[],1628975,,,1610612749,84,65,2023-02-25T02:11:41Z,4030000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,,,,,,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,
406,PT06M25.00S,2023-02-25T02:11:12.0Z,3,REGULAR,substitution,out,[],1626171,,,1610612749,84,65,2023-02-25T02:11:41Z,4040000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,,,,,,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,
407,PT06M25.00S,2023-02-25T02:11:12.0Z,3,REGULAR,substitution,in,[],203086,,,1610612749,84,65,2023-02-25T02:11:41Z,4050000,False,,,0,,SUB in: M. Leonard,[203086],1610612749.0,MIL,,,,,,,,,,,,Leonard,M. Leonard,,,,,,,,,,,,,,,,,,
408,PT06M25.00S,2023-02-25T02:11:12.0Z,3,REGULAR,substitution,in,[],204060,,,1610612749,84,65,2023-02-25T02:11:41Z,4060000,False,,,0,,SUB in: J. Ingles,[204060],1610612749.0,MIL,,,,,,,,,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,
409,PT06M14.00S,2023-02-25T02:11:59.8Z,3,REGULAR,3pt,Jump Shot,[],1628960,68.9388961892247,75.49019607843137,1610612749,84,65,2023-02-25T02:12:04Z,4070000,False,127.0,239.0,1,right,MISS G. Allen 27' 3PT,[1628960],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Allen,G. Allen,,,Missed,,,,,,27.13,,,,,,,,,
410,PT06M12.00S,2023-02-25T02:12:01.8Z,3,REGULAR,rebound,offensive,[],203086,,,1610612749,84,65,2023-02-25T02:21:34Z,4080000,False,,,0,,M. Leonard REBOUND (Off:1 Def:0),[203086],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Leonard,M. Leonard,,,,,409.0,1.0,0.0,1.0,,,,,,,,,,
411,PT06M04.00S,2023-02-25T02:12:14.1Z,3,REGULAR,foul,personal,['2freethrow'],201567,,,1610612749,84,65,2023-02-25T02:12:35Z,4090000,False,,,0,,K. Love shooting personal FOUL (2 PF) (Leonard 2 FT),"[201567, 203086]",1610612748.0,MIA,shooting,,,,,,Restricted Area,0-8 Center,201246.0,2.0,0.0,Love,K. Love,Leonard,203086.0,,,,,,,,,,,,,,,,
413,PT06M04.00S,2023-02-25T02:12:36.7Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203086,,,1610612749,85,65,2023-02-25T02:12:36Z,4110000,False,,,0,,M. Leonard Free Throw 1 of 2 (1 PTS),[203086],1610612749.0,MIL,,,,,,,,,,,,Leonard,M. Leonard,,,Made,1.0,,,,,,,,,,,,,,
414,PT06M04.00S,2023-02-25T02:12:56.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203086,,,1610612749,86,65,2023-02-25T02:12:56Z,4120000,False,,,0,,M. Leonard Free Throw 2 of 2 (2 PTS),[203086],1610612749.0,MIL,,,,,,,,,,,,Leonard,M. Leonard,,,Made,2.0,,,,,,,,,,,,,,
415,PT05M44.00S,2023-02-25T02:13:18.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,17.16491458607096,40.931372549019606,1610612748,86,65,2023-02-25T02:13:25Z,4130000,False,45.0,109.0,1,left,MISS B. Adebayo 11' floating Shot,[1628389],1610612748.0,MIA,floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Adebayo,B. Adebayo,,,Missed,,,,,,11.79,,,,,,,,,
416,PT05M40.00S,2023-02-25T02:13:22.4Z,3,REGULAR,rebound,defensive,[],204060,,,1610612749,86,65,2023-02-25T02:13:25Z,4140000,False,,,0,,J. Ingles REBOUND (Off:0 Def:4),[204060],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Ingles,J. Ingles,,,,,415.0,4.0,4.0,0.0,,,,,,,,,,
