actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
429,PT07M49.00S,2022-10-23T01:38:30.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630586,5.590000152587891,50.0,1610612745,77,65,2022-10-23T01:38:30Z,4130000,0.0,0.0,1,left,U. Garuba tip Layup (6 PTS),[1630586],1610612745.0,HOU,tip,,,Garuba,U. Garuba,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,6.0,,,,,,,,,,
430,PT07M37.00S,2022-10-23T01:38:42.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,92.9862023653088,52.94117647058824,1610612749,79,65,2022-10-23T01:43:24Z,4140000,15.0,13.0,1,right,G. Antetokounmpo DUNK (30 PTS) (J. Holiday 7 AST),"[203507, 201950]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,,,,30.0,,J. Holiday,201950.0,7.0,,,,,,
432,PT07M24.00S,2022-10-23T01:39:03.2Z,3,REGULAR,foul,personal,[],1628975,,,1610612745,79,65,2022-10-23T01:39:14Z,4160000,,,0,,J. Carter personal FOUL (3 PF),"[1628975, 1630224]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,202041.0,,,,3.0,0.0,Green,1630224.0,,
434,PT07M21.00S,2022-10-23T01:39:24.8Z,3,REGULAR,turnover,bad pass,[],1630224,,,1610612745,79,65,2022-10-23T01:39:31Z,4180000,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630224, 1628975]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Carter,1628975.0,,,,,,,,,,,
435,PT07M21.00S,2022-10-23T01:39:24.8Z,3,REGULAR,steal,,[],1628975,,,1610612749,79,65,2022-10-23T01:39:27Z,4190000,,,0,,J. Carter STEAL (2 STL),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
436,PT07M18.00S,2022-10-23T01:39:28.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201950,92.59198423127464,53.18627450980392,1610612749,81,65,2022-10-23T01:39:37Z,4200000,16.0,17.0,1,right,J. Holiday running DUNK (19 PTS) (J. Carter 2 AST),"[201950, 1628975]",1610612749.0,MIL,running,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.33,Made,,,,,,,,19.0,,J. Carter,1628975.0,2.0,,,,,,
438,PT07M04.00S,2022-10-23T01:39:41.8Z,3,REGULAR,2pt,Jump Shot,[],1630224,23.99802890932983,39.950980392156865,1610612745,81,65,2022-10-23T01:39:52Z,4220000,50.0,173.0,1,left,MISS J. Green 18' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Center,18.02,Missed,,,,,,,,,,,,,,,,,,
439,PT07M01.00S,2022-10-23T01:39:44.8Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,81,65,2022-10-23T01:39:52Z,4230000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,,,438.0,9.0,7.0,2.0,,,,,,,,,,,,,,
440,PT06M56.00S,2022-10-23T01:39:50.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,90.88370565045992,49.01960784313725,1610612749,81,65,2022-10-23T01:40:01Z,4240000,-5.0,33.0,1,right,MISS G. Antetokounmpo driving finger roll Layup,[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.36,Missed,,,,,,,,,,,,,,,,,,
441,PT06M53.00S,2022-10-23T01:39:53.4Z,3,REGULAR,rebound,offensive,[],1628960,,,1610612749,81,65,2022-10-23T01:39:53Z,4250000,,,0,,G. Allen REBOUND (Off:1 Def:3),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,440.0,4.0,3.0,1.0,,,,,,,,,,,,,,
442,PT06M50.00S,2022-10-23T01:39:55.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201572,74.58935611038108,10.784313725490197,1610612749,81,65,2022-10-23T01:40:05Z,4260000,-196.0,186.0,1,right,MISS B. Lopez 27' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,27.06,Missed,,,,,,,,,,,,,,,,,,
443,PT06M46.00S,2022-10-23T01:39:59.8Z,3,REGULAR,rebound,defensive,[],1630231,,,1610612745,81,65,2022-10-23T01:39:59Z,4270000,,,0,,K. Martin Jr. REBOUND (Off:2 Def:3),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Left Center,,,442.0,5.0,3.0,2.0,,,,,,,,,,,,,,
444,PT06M41.00S,2022-10-23T01:40:08.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,11.514454664914586,45.588235294117645,1610612745,81,65,2022-10-23T01:47:57Z,4280000,22.0,56.0,1,left,MISS K. Porter Jr. driving Layup - blocked,"[1629645, 201572]",1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.99,Missed,,,,,,,,,,,,,,,,,Lopez,201572.0
445,PT06M41.00S,2022-10-23T01:40:08.4Z,3,REGULAR,block,,[],201572,,,1610612745,81,65,2022-10-23T01:40:13Z,4290000,,,0,,B. Lopez BLOCK (4 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
446,PT06M40.00S,2022-10-23T01:40:09.4Z,3,REGULAR,rebound,offensive,[],1630224,,,1610612745,81,65,2022-10-23T01:47:57Z,4300000,,,0,,J. Green REBOUND (Off:1 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,444.0,3.0,2.0,1.0,,,,,,,,,,,,,,
447,PT06M39.00S,2022-10-23T01:40:16.4Z,3,REGULAR,foul,personal,['2freethrow'],201572,,,1610612745,81,65,2022-10-23T01:40:41Z,4310000,,,0,,B. Lopez shooting personal FOUL (2 PF) (Green 2 FT),"[201572, 1630224]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1155.0,,,,2.0,0.0,Green,1630224.0,,
449,PT06M39.00S,2022-10-23T01:40:44.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630224,,,1610612745,81,66,2022-10-23T01:40:44Z,4330000,,,0,,J. Green Free Throw 1 of 2 (19 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,19.0,,,,,,,,,,
450,PT06M39.00S,2022-10-23T01:40:46.3Z,3,REGULAR,substitution,out,[],203507,,,1610612745,81,66,2022-10-23T01:40:49Z,4340000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT06M39.00S,2022-10-23T01:40:46.3Z,3,REGULAR,substitution,in,[],1626171,,,1610612745,81,66,2022-10-23T01:40:49Z,4350000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT06M39.00S,2022-10-23T01:40:56.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630224,,,1610612745,81,67,2022-10-23T01:40:56Z,4360000,,,0,,J. Green Free Throw 2 of 2 (20 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,20.0,,,,,,,,,,
453,PT06M23.00S,2022-10-23T01:41:16.2Z,3,REGULAR,foul,personal,[],1629645,,,1610612749,81,67,2022-10-23T01:41:26Z,4370000,,,0,,K. Porter Jr. personal FOUL (3 PF),"[1629645, 1628960]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1628954.0,,,,3.0,0.0,Allen,1628960.0,,
455,PT06M23.00S,2022-10-23T01:41:29.9Z,3,REGULAR,substitution,out,[],1628975,,,1610612749,81,67,2022-10-23T01:41:33Z,4390000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT06M23.00S,2022-10-23T01:41:29.9Z,3,REGULAR,substitution,in,[],201588,,,1610612749,81,67,2022-10-23T01:41:33Z,4400000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT06M18.00S,2022-10-23T01:41:52.2Z,3,REGULAR,3pt,Jump Shot,[],1628960,65.78515111695138,56.127450980392155,1610612749,84,67,2022-10-23T01:41:59Z,4410000,31.0,269.0,1,right,G. Allen 27' 3PT  (8 PTS) (B. Lopez 2 AST),"[1628960, 201572]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,27.08,Made,,,,,,,,8.0,,B. Lopez,201572.0,2.0,,,,,,
459,PT05M58.00S,2022-10-23T01:42:12.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,12.040078843626807,43.38235294117647,1610612745,84,67,2022-10-23T01:42:19Z,4430000,33.0,61.0,1,left,MISS J. Smith Jr. 6' driving Layup - blocked,"[1631095, 201572]",1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.91,Missed,,,,,,,,,,,,,,,,,Lopez,201572.0
460,PT05M58.00S,2022-10-23T01:42:12.3Z,3,REGULAR,block,,[],201572,,,1610612745,84,67,2022-10-23T01:42:15Z,4440000,,,0,,B. Lopez BLOCK (5 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
461,PT05M57.00S,2022-10-23T01:42:13.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,84,67,2022-10-23T01:42:19Z,4450000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,459.0,,,,,,,,,,,,,,,,,
463,PT05M57.00S,2022-10-23T01:42:30.3Z,3,REGULAR,substitution,out,[],1629645,,,1610612745,84,67,2022-10-23T01:42:38Z,4470000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT05M57.00S,2022-10-23T01:42:30.3Z,3,REGULAR,substitution,out,[],1630586,,,1610612745,84,67,2022-10-23T01:42:38Z,4480000,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT05M57.00S,2022-10-23T01:42:30.3Z,3,REGULAR,substitution,in,[],1630227,,,1610612745,84,67,2022-10-23T01:42:38Z,4490000,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT05M57.00S,2022-10-23T01:42:30.3Z,3,REGULAR,substitution,in,[],1630578,,,1610612745,84,67,2022-10-23T01:42:38Z,4500000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT05M51.00S,2022-10-23T01:42:49.1Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612745,84,67,2022-10-23T01:43:33Z,4510000,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,202041.0,,,,,,,,,
468,PT05M33.00S,2022-10-23T01:43:21.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626171,88.91261498028909,64.95098039215686,1610612749,84,67,2022-10-23T01:43:26Z,4520000,75.0,52.0,1,right,MISS B. Portis 9' driving floating Shot - blocked,"[1626171, 1631095]",1610612749.0,MIL,driving floating,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Right,9.09,Missed,,,,,,,,,,,,,,,,,Smith Jr.,1631095.0
469,PT05M33.00S,2022-10-23T01:43:21.1Z,3,REGULAR,block,,[],1631095,,,1610612749,84,67,2022-10-23T01:43:24Z,4530000,,,0,,J. Smith Jr. BLOCK (2 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
470,PT05M33.00S,2022-10-23T01:43:21.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,84,67,2022-10-23T01:43:26Z,4540000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,468.0,,,,,,,,,,,,,,,,,
472,PT05M33.00S,2022-10-23T01:43:30.3Z,3,REGULAR,substitution,out,[],1631095,,,1610612749,84,67,2022-10-23T01:43:35Z,4560000,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT05M33.00S,2022-10-23T01:43:30.3Z,3,REGULAR,substitution,in,[],1631106,,,1610612749,84,67,2022-10-23T01:43:35Z,4570000,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT05M29.00S,2022-10-23T01:43:45.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628960,94.69448094612353,97.54901960784314,1610612749,84,67,2022-10-23T01:51:30Z,4580000,238.0,-3.0,1,right,MISS G. Allen 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,23.77,Missed,,,,,,,,,,,,,,,,,,
475,PT05M28.00S,2022-10-23T01:43:46.1Z,3,REGULAR,rebound,offensive,[],1626171,,,1610612749,84,67,2022-10-23T01:51:30Z,4590000,,,0,,B. Portis REBOUND (Off:2 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,,,474.0,6.0,4.0,2.0,,,,,,,,,,,,,,
476,PT05M27.00S,2022-10-23T01:43:50.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1626171,94.40999984741211,50.0,1610612749,86,67,2022-10-23T01:51:52Z,4600000,0.0,0.0,1,right,B. Portis putback Layup (9 PTS),[1626171],1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,9.0,,,,,,,,,,
477,PT05M13.00S,2022-10-23T01:44:00.0Z,3,REGULAR,3pt,Jump Shot,[],1630231,29.6484888304862,17.401960784313726,1610612745,86,67,2022-10-23T01:44:10Z,4610000,163.0,226.0,1,left,MISS K. Martin Jr. 27' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Right Center,27.88,Missed,,,,,,,,,,,,,,,,,,
478,PT05M10.00S,2022-10-23T01:44:03.0Z,3,REGULAR,rebound,offensive,[],1630578,,,1610612745,86,67,2022-10-23T01:44:10Z,4620000,,,0,,A. Sengun REBOUND (Off:2 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,477.0,4.0,2.0,2.0,,,,,,,,,,,,,,
479,PT05M03.00S,2022-10-23T01:44:10.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631106,30.56833114323259,26.47058823529412,1610612745,86,70,2022-10-23T01:44:16Z,4630000,118.0,235.0,1,left,T. Eason 26' 3PT  (6 PTS) (K. Martin Jr. 1 AST),"[1631106, 1630231]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,26.26,Made,,,,,,,,6.0,,K. Martin Jr.,1630231.0,1.0,,,,,,
481,PT04M58.00S,2022-10-23T01:44:21.9Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612749,86,70,2022-10-23T01:44:28Z,4650000,,,0,,TEAM delay-of-game VIOLATION,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,1628954.0,,,,,,,,,
482,PT04M40.00S,2022-10-23T01:44:42.4Z,3,REGULAR,3pt,Jump Shot,[],1628960,69.07030223390277,71.81372549019608,1610612749,86,70,2022-10-23T01:44:48Z,4660000,109.0,238.0,1,right,MISS G. Allen 26' step back 3PT,[1628960],1610612749.0,MIL,step back,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
483,PT04M37.00S,2022-10-23T01:44:45.4Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,86,70,2022-10-23T01:44:48Z,4670000,,,0,,J. Green REBOUND (Off:1 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,482.0,4.0,3.0,1.0,,,,,,,,,,,,,,
484,PT04M28.00S,2022-10-23T01:44:54.4Z,3,REGULAR,turnover,bad pass,[],1630224,,,1610612745,86,70,2022-10-23T01:45:02Z,4680000,,,0,,J. Green bad pass TURNOVER (2 TO),"[1630224, 1626171]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,2.0,Portis,1626171.0,,,,,,,,,,,
485,PT04M28.00S,2022-10-23T01:44:54.4Z,3,REGULAR,steal,,[],1626171,,,1610612749,86,70,2022-10-23T01:44:56Z,4690000,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
486,PT04M24.00S,2022-10-23T01:44:58.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626171,92.46057818659659,53.431372549019606,1610612749,86,70,2022-10-23T01:45:07Z,4700000,17.0,18.0,1,right,MISS B. Portis running Layup,[1626171],1610612749.0,MIL,running,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
487,PT04M19.00S,2022-10-23T01:45:03.6Z,3,REGULAR,rebound,offensive,[],1628960,,,1610612749,86,70,2022-10-23T01:45:03Z,4710000,,,0,,G. Allen REBOUND (Off:2 Def:3),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,486.0,5.0,3.0,2.0,,,,,,,,,,,,,,
488,PT04M19.00S,2022-10-23T01:45:03.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1628960,94.40999984741211,50.0,1610612749,88,70,2022-10-23T01:45:12Z,4720000,0.0,0.0,1,right,G. Allen tip Layup (10 PTS),[1628960],1610612749.0,MIL,tip,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,10.0,,,,,,,,,,
489,PT04M03.00S,2022-10-23T01:45:19.6Z,3,REGULAR,3pt,Jump Shot,[],1630231,31.488173455978973,22.794117647058822,1610612745,88,73,2022-10-23T01:45:24Z,4730000,136.0,243.0,1,left,K. Martin Jr. 27' 3PT  (10 PTS) (A. Sengun 2 AST),"[1630231, 1630578]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Right Center,27.89,Made,,,,,,,,10.0,,A. Sengun,1630578.0,2.0,,,,,,
491,PT03M50.00S,2022-10-23T01:45:38.7Z,3,REGULAR,foul,offensive,[],1626171,,,1610612749,88,73,2022-10-23T01:45:51Z,4750000,,,0,,B. Portis offensive FOUL (2 PF),"[1626171, 1630224]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Center,,,,,,,,,,,202041.0,,,,2.0,0.0,Green,1630224.0,,
493,PT03M50.00S,2022-10-23T01:45:38.7Z,3,REGULAR,turnover,offensive foul,[],1626171,,,1610612749,88,73,2022-10-23T01:45:38Z,4770000,,,0,,B. Portis offensive foul TURNOVER (2 TO),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Center,,,,,,,2.0,,,,202041.0,,,,,,,,,
494,PT03M50.00S,2022-10-23T01:45:51.0Z,3,REGULAR,substitution,out,[],1628960,,,1610612745,88,73,2022-10-23T01:45:58Z,4780000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT03M50.00S,2022-10-23T01:45:51.0Z,3,REGULAR,substitution,out,[],201950,,,1610612745,88,73,2022-10-23T01:45:58Z,4790000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT03M50.00S,2022-10-23T01:45:51.0Z,3,REGULAR,substitution,in,[],1629670,,,1610612745,88,73,2022-10-23T01:45:58Z,4800000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT03M50.00S,2022-10-23T01:45:51.0Z,3,REGULAR,substitution,in,[],202083,,,1610612745,88,73,2022-10-23T01:45:58Z,4810000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT03M38.00S,2022-10-23T01:46:16.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201572,,,1610612745,88,73,2022-10-23T01:46:26Z,4820000,,,0,,B. Lopez personal FOUL (3 PF) (Sengun 2 FT),"[201572, 1630578]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628954.0,,,,3.0,0.0,Sengun,1630578.0,,
500,PT03M38.00S,2022-10-23T01:46:46.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630578,,,1610612745,88,74,2022-10-23T01:47:09Z,4840000,,,0,,A. Sengun Free Throw 1 of 2 (5 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
501,PT03M38.00S,2022-10-23T01:46:47.3Z,3,REGULAR,substitution,out,[],201572,,,1610612745,88,74,2022-10-23T01:46:56Z,4850000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT03M38.00S,2022-10-23T01:46:47.3Z,3,REGULAR,substitution,in,[],203507,,,1610612745,88,74,2022-10-23T01:46:56Z,4860000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT03M38.00S,2022-10-23T01:46:46.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630578,,,1610612745,88,74,2022-10-23T01:47:09Z,4870000,,,0,,MISS A. Sengun Free Throw 2 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
504,PT03M35.00S,2022-10-23T01:46:49.3Z,3,REGULAR,rebound,defensive,[],1629670,,,1610612749,88,74,2022-10-23T01:47:09Z,4880000,,,0,,J. Nwora REBOUND (Off:0 Def:3),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,503.0,3.0,3.0,0.0,,,,,,,,,,,,,,
505,PT03M23.00S,2022-10-23T01:47:25.1Z,3,REGULAR,foul,personal,[],1630227,,,1610612749,88,74,2022-10-23T01:47:36Z,4890000,,,0,,D. Nix personal FOUL (1 PF),"[1630227, 201588]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202041.0,,,,1.0,0.0,Hill,201588.0,,
507,PT03M11.00S,2022-10-23T01:47:48.4Z,3,REGULAR,3pt,Jump Shot,[],203507,67.23061760840999,65.19607843137256,1610612749,91,74,2022-10-23T01:47:54Z,4910000,76.0,256.0,1,right,G. Antetokounmpo 26' 3PT  (33 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,26.66,Made,,,,,,,,33.0,,,,,,,,,,
508,PT02M55.00S,2022-10-23T01:48:04.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,9.806176084099869,49.01960784313725,1610612745,91,74,2022-10-23T01:48:11Z,4920000,5.0,40.0,1,left,MISS T. Eason driving Layup,[1631106],1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,,,,,
509,PT02M50.00S,2022-10-23T01:48:09.3Z,3,REGULAR,rebound,offensive,[],1630578,,,1610612745,91,74,2022-10-23T01:48:11Z,4930000,,,0,,A. Sengun REBOUND (Off:3 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,508.0,5.0,2.0,3.0,,,,,,,,,,,,,,
510,PT02M50.00S,2022-10-23T01:48:09.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630578,5.590000152587891,50.0,1610612745,91,76,2022-10-23T01:48:09Z,4940000,0.0,0.0,1,left,A. Sengun tip DUNK (7 PTS),[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,7.0,,,,,,,,,,
511,PT02M33.00S,2022-10-23T01:48:27.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.19776609724047,56.61764705882353,1610612749,93,76,2022-10-23T01:48:32Z,4950000,33.0,21.0,1,right,G. Antetokounmpo driving finger roll Layup (35 PTS) (G. Hill 4 AST),"[203507, 201588]",1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.91,Made,,,,,,,,35.0,,G. Hill,201588.0,4.0,,,,,,
512,PT02M23.00S,2022-10-23T01:48:39.4Z,3,REGULAR,turnover,out-of-bounds,[],1631106,,,1610612745,93,76,2022-10-23T01:48:49Z,4960000,,,0,,T. Eason step out-of-bounds TURNOVER (1 TO),[1631106],1610612745.0,HOU,step,,,Eason,T. Eason,,,,,Mid-Range,16-24 Right,,,,,,,1.0,,,,1155.0,,,,,,,,,
