actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
430,PT05M17.00S,2025-04-12T02:39:19.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,91.14651773981603,54.166666666666664,1610612750,84,64,2025-04-12T02:39:29Z,4270000,False,21.0,31.0,1,right,N. Alexander-Walker driving Layup (2 PTS) (A. Edwards 4 AST),"[1629638, 1630162]",1610612750.0,MIN,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,3.71,Made,,,,,,,,,,,,2.0,A. Edwards,1630162.0,4.0,,,
432,PT05M17.00S,2025-04-12T02:39:22.2Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630553,,,1610612750,84,64,2025-04-12T02:39:28Z,4290000,False,,,0,,K. Johnson shooting personal FOUL (2 PF) (Alexander-Walker 1 FT),"[1630553, 1629638]",1610612751.0,BKN,shooting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,1662.0,2.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,,
434,PT05M17.00S,2025-04-12T02:39:34.5Z,3,REGULAR,substitution,out,[],203497,,,1610612750,84,64,2025-04-12T02:40:06Z,4310000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT05M17.00S,2025-04-12T02:39:34.5Z,3,REGULAR,substitution,out,[],1630553,,,1610612750,84,64,2025-04-12T02:40:06Z,4320000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M17.00S,2025-04-12T02:39:34.5Z,3,REGULAR,substitution,in,[],203944,,,1610612750,84,64,2025-04-12T02:40:06Z,4330000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M17.00S,2025-04-12T02:39:34.5Z,3,REGULAR,substitution,in,[],1630592,,,1610612750,84,64,2025-04-12T02:40:06Z,4340000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M17.00S,2025-04-12T02:40:00.8Z,3,REGULAR,freethrow,1 of 1,[],1629638,,,1610612750,85,64,2025-04-12T02:40:00Z,4350000,False,,,0,,N. Alexander-Walker Free Throw 1 of 1 (3 PTS),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,,,,,,,,,,,,3.0,,,,,,
440,PT04M54.00S,2025-04-12T02:40:41.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,6.652431011826544,54.90196078431373,1610612751,85,66,2025-04-12T02:40:48Z,4370000,False,-25.0,10.0,1,left,T. Watford driving Layup (10 PTS) (T. Martin 2 AST),"[1630570, 1631213]",1610612751.0,BKN,driving,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,2.65,Made,,,,,,,,,,,,10.0,T. Martin,1631213.0,2.0,,,
442,PT04M33.00S,2025-04-12T02:41:02.1Z,3,REGULAR,3pt,Jump Shot,[],203944,91.01511169513797,95.09803921568627,1610612750,88,66,2025-04-12T02:41:07Z,4390000,False,225.0,32.0,1,right,J. Randle 3PT  (18 PTS) (D. DiVincenzo 4 AST),"[203944, 1628978]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,22.78,Made,,,,,,,,,,,,18.0,D. DiVincenzo,1628978.0,4.0,,,
444,PT04M23.00S,2025-04-12T02:41:12.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641787,5.469776609724048,54.65686274509803,1610612751,88,66,2025-04-12T02:41:16Z,4410000,False,-23.0,-1.0,1,left,MISS T. Evbuomwan driving Layup - blocked,"[1641787, 1629675]",1610612751.0,BKN,driving,,,Evbuomwan,T. Evbuomwan,,,,,Restricted Area,0-8 Center,2.33,Missed,Reid,1629675.0,,,,,,,,,,,,,,,,
445,PT04M23.00S,2025-04-12T02:41:12.4Z,3,REGULAR,block,,[],1629675,,,1610612751,88,66,2025-04-12T02:41:14Z,4420000,False,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
446,PT04M21.00S,2025-04-12T02:41:14.4Z,3,REGULAR,rebound,defensive,[],1628978,,,1610612750,88,66,2025-04-12T02:41:16Z,4430000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:5),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,444.0,,,,,,5.0,5.0,0.0,,,,,,,
447,PT04M12.00S,2025-04-12T02:41:24.5Z,3,REGULAR,3pt,Jump Shot,[],1629638,92.85479632063075,4.411764705882353,1610612750,91,66,2025-04-12T02:41:29Z,4440000,False,-228.0,15.0,1,right,N. Alexander-Walker 3PT  (6 PTS) (A. Edwards 5 AST),"[1629638, 1630162]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,22.84,Made,,,,,,,,,,,,6.0,A. Edwards,1630162.0,5.0,,,
449,PT04M09.00S,2025-04-12T02:41:32.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,91,66,2025-04-12T02:41:32Z,4460000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M09.00S,2025-04-12T02:43:35.7Z,3,REGULAR,substitution,out,[],1630162,,,1610612751,91,66,2025-04-12T02:44:06Z,4470000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M09.00S,2025-04-12T02:43:35.7Z,3,REGULAR,substitution,out,[],1630570,,,1610612751,91,66,2025-04-12T02:44:06Z,4480000,False,,,0,,SUB out: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT04M09.00S,2025-04-12T02:43:35.7Z,3,REGULAR,substitution,out,[],1630623,,,1610612751,91,66,2025-04-12T02:44:06Z,4490000,False,,,0,,SUB out: T. Etienne,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT04M09.00S,2025-04-12T02:43:35.7Z,3,REGULAR,substitution,in,[],1641740,,,1610612751,91,66,2025-04-12T02:44:06Z,4500000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M09.00S,2025-04-12T02:43:35.7Z,3,REGULAR,substitution,in,[],1641727,,,1610612751,91,66,2025-04-12T02:44:06Z,4510000,False,,,0,,SUB in: D. Whitehead,[1641727],1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT04M09.00S,2025-04-12T02:43:35.7Z,3,REGULAR,substitution,in,[],1631166,,,1610612751,91,66,2025-04-12T02:44:06Z,4520000,False,,,0,,SUB in: D. Timme,[1631166],1610612751.0,BKN,,,,Timme,D. Timme,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT03M46.00S,2025-04-12T02:44:47.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631213,16.819973718791065,34.34819240196079,1610612751,91,68,2025-04-12T02:44:57Z,4530000,False,78.0,106.0,1,left,T. Martin 13' floating Jump Shot (2 PTS) (J. Wilson 2 AST),"[1631213, 1630592]",1610612751.0,BKN,floating,,,Martin,T. Martin,,,,,In The Paint (Non-RA),8-16 Right,13.15,Made,,,,,,,,,,,,2.0,J. Wilson,1630592.0,2.0,,,
458,PT03M35.00S,2025-04-12T02:44:58.8Z,3,REGULAR,turnover,bad pass,[],1628978,,,1610612750,91,68,2025-04-12T02:45:08Z,4550000,False,,,0,,D. DiVincenzo bad pass TURNOVER (3 TO),"[1628978, 1641787]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,3.0,Evbuomwan,1641787.0
459,PT03M35.00S,2025-04-12T02:44:58.8Z,3,REGULAR,steal,,[],1641787,,,1610612751,91,68,2025-04-12T02:45:01Z,4560000,False,,,0,,T. Evbuomwan STEAL (1 STL),[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
461,PT03M27.00S,2025-04-12T02:45:45.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631213,10.5946123521682,64.2156862745098,1610612751,91,68,2025-04-12T02:46:40Z,4580000,False,-71.0,47.0,1,left,MISS T. Martin 8' turnaround Shot,[1631213],1610612751.0,BKN,turnaround,,,Martin,T. Martin,,,,,In The Paint (Non-RA),8-16 Left,8.53,Missed,,,,,,,,,,,,,,,,,,
462,PT03M25.00S,2025-04-12T02:45:47.2Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,91,68,2025-04-12T02:46:40Z,4590000,False,,,0,,N. Reid REBOUND (Off:2 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Left,,,,,461.0,,,,,,5.0,3.0,2.0,,,,,,,
470,PT03M07.00S,2025-04-12T02:46:01.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,92.06636005256242,54.41176470588235,1610612750,93,68,2025-04-12T02:48:40Z,4610000,False,22.0,22.0,1,right,N. Alexander-Walker driving Layup (8 PTS) (J. Randle 3 AST),"[1629638, 203944]",1610612750.0,MIN,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,3.13,Made,,,,,,,,,,,,8.0,J. Randle,203944.0,3.0,,,
468,PT03M07.00S,2025-04-12T02:46:32.5Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641787,,,1610612750,93,68,2025-04-12T02:54:43Z,4625000,False,,,0,,T. Evbuomwan shooting personal FOUL (2 PF) (Alexander-Walker 1 FT),"[1641787, 1629638]",1610612751.0,BKN,shooting,,,Evbuomwan,T. Evbuomwan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1662.0,2.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,,
466,PT03M07.00S,2025-04-12T02:46:34.9Z,3,REGULAR,timeout,challenge,['team'],0,,,1610612750,93,68,2025-04-12T02:53:31Z,4630000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT03M07.00S,2025-04-12T02:48:43.3Z,3,REGULAR,freethrow,1 of 1,[],1629638,,,1610612750,93,68,2025-04-12T02:48:54Z,4670000,False,,,0,,MISS N. Alexander-Walker Free Throw 1 of 1,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
472,PT03M05.00S,2025-04-12T02:48:45.3Z,3,REGULAR,rebound,defensive,[],1630592,,,1610612751,93,68,2025-04-12T02:48:54Z,4680000,False,,,0,,J. Wilson REBOUND (Off:1 Def:5),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,471.0,,,,,,6.0,5.0,1.0,,,,,,,
474,PT02M44.00S,2025-04-12T02:49:05.3Z,3,REGULAR,3pt,Jump Shot,[],1631213,6.389618922470433,95.83333333333334,1610612751,93,68,2025-04-12T02:49:12Z,4690000,False,-229.0,8.0,1,left,MISS T. Martin 3PT,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
475,PT02M41.00S,2025-04-12T02:49:08.3Z,3,REGULAR,rebound,offensive,[],1631166,,,1610612751,93,68,2025-04-12T02:49:12Z,4700000,False,,,0,,D. Timme REBOUND (Off:3 Def:2),[1631166],1610612751.0,BKN,,,,Timme,D. Timme,,,,,Left Corner 3,24+ Left,,,,,474.0,,,,,,5.0,2.0,3.0,,,,,,,
476,PT02M40.00S,2025-04-12T02:49:09.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631166,7.30946123521682,44.36274509803921,1610612751,93,68,2025-04-12T02:50:33Z,4710000,False,28.0,16.0,1,left,MISS D. Timme putback Layup,[1631166],1610612751.0,BKN,putback,,,Timme,D. Timme,,,,,Restricted Area,0-8 Center,3.25,Missed,,,,,,,,,,,,,,,,,,
477,PT02M40.00S,2025-04-12T02:49:09.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612750,93,68,2025-04-12T02:49:16Z,4720000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,476.0,,,,,,,,,,,,,,,
479,PT02M19.00S,2025-04-12T02:49:37.7Z,3,REGULAR,3pt,Jump Shot,[],203944,73.66951379763469,81.37254901960785,1610612750,96,68,2025-04-12T02:49:43Z,4740000,False,157.0,195.0,1,right,J. Randle 25' 3PT step back (21 PTS),[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,25.03,Made,,,,,,,,,,,,21.0,,,,,,
480,PT01M54.00S,2025-04-12T02:50:03.3Z,3,REGULAR,3pt,Jump Shot,[],1630592,31.882391590013142,34.55882352941176,1610612751,96,68,2025-04-12T02:50:08Z,4750000,False,77.0,247.0,1,left,MISS J. Wilson 25' pullup 3PT,[1630592],1610612751.0,BKN,pullup,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,25.9,Missed,,,,,,,,,,,,,,,,,,
481,PT01M51.00S,2025-04-12T02:50:06.3Z,3,REGULAR,rebound,defensive,[],1628978,,,1610612750,96,68,2025-04-12T02:50:08Z,4760000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:6),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,,,480.0,,,,,,6.0,6.0,0.0,,,,,,,
482,PT01M39.00S,2025-04-12T02:50:17.5Z,3,REGULAR,turnover,lost ball,[],203944,,,1610612750,96,68,2025-04-12T02:50:20Z,4770000,False,,,0,,J. Randle lost ball TURNOVER (2 TO),"[203944, 1641787]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,2.0,Evbuomwan,1641787.0
483,PT01M39.00S,2025-04-12T02:50:17.5Z,3,REGULAR,steal,,[],1641787,,,1610612751,96,68,2025-04-12T02:50:19Z,4780000,False,,,0,,T. Evbuomwan STEAL (2 STL),[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
484,PT01M36.00S,2025-04-12T02:50:21.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631213,7.046649145860711,52.20588235294118,1610612751,96,70,2025-04-12T02:50:31Z,4790000,False,-11.0,14.0,1,left,T. Martin running Layup (4 PTS) (T. Evbuomwan 3 AST),"[1631213, 1641787]",1610612751.0,BKN,running,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,,,,,,4.0,T. Evbuomwan,1641787.0,3.0,,,
486,PT01M09.00S,2025-04-12T02:50:47.4Z,3,REGULAR,3pt,Jump Shot,[],1628978,77.34888304862024,11.519607843137255,1610612750,96,70,2025-04-12T02:57:21Z,4810000,False,-192.0,160.0,1,right,MISS D. DiVincenzo 25' step back 3PT - blocked,"[1628978, 1630592]",1610612750.0,MIN,step back,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.05,Missed,Wilson,1630592.0,,,,,,,,,,,,,,,,
487,PT01M09.00S,2025-04-12T02:50:47.4Z,3,REGULAR,block,,[],1630592,,,1610612750,96,70,2025-04-12T02:50:50Z,4820000,False,,,0,,J. Wilson BLOCK (1 BLK),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
488,PT01M06.00S,2025-04-12T02:50:50.4Z,3,REGULAR,rebound,defensive,[],1631166,,,1610612751,96,70,2025-04-12T02:50:52Z,4830000,False,,,0,,D. Timme REBOUND (Off:3 Def:3),[1631166],1610612751.0,BKN,,,,Timme,D. Timme,,,,,Above the Break 3,24+ Left Center,,,,,486.0,,,,,,6.0,3.0,3.0,,,,,,,
489,PT00M59.60S,2025-04-12T02:50:59.2Z,3,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612751,96,70,2025-04-12T02:51:15Z,4840000,False,,,0,,D. DiVincenzo shooting personal FOUL (2 PF) (Evbuomwan 2 FT),"[1628978, 1641787]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,1626300.0,2.0,0.0,Evbuomwan,1641787.0,,,,,,,,,,
491,PT00M59.60S,2025-04-12T02:51:29.4Z,3,REGULAR,freethrow,1 of 2,[],1641787,,,1610612751,96,70,2025-04-12T02:51:29Z,4860000,False,,,0,,MISS T. Evbuomwan Free Throw 1 of 2,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
492,PT00M59.60S,2025-04-12T02:51:29.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,96,70,2025-04-12T02:51:29Z,4870000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,491.0,,,,,,,,,,,,,,,
493,PT00M59.60S,2025-04-12T02:51:30.5Z,3,REGULAR,substitution,out,[],1631213,,,1610612751,96,70,2025-04-12T02:51:34Z,4880000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT00M59.60S,2025-04-12T02:51:30.5Z,3,REGULAR,substitution,in,[],1630553,,,1610612751,96,70,2025-04-12T02:51:34Z,4890000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT00M59.60S,2025-04-12T02:51:49.3Z,3,REGULAR,freethrow,2 of 2,[],1641787,,,1610612751,96,71,2025-04-12T02:51:49Z,4900000,False,,,0,,T. Evbuomwan Free Throw 2 of 2 (4 PTS),[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,Made,,,,,,,,,,,,4.0,,,,,,
496,PT00M48.90S,2025-04-12T02:52:03.7Z,3,REGULAR,3pt,Jump Shot,[],1629675,67.88764783180025,24.509803921568626,1610612750,96,71,2025-04-12T02:52:10Z,4910000,False,-127.0,249.0,1,right,MISS N. Reid 28' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,28.01,Missed,,,,,,,,,,,,,,,,,,
497,PT00M45.10S,2025-04-12T02:52:07.5Z,3,REGULAR,rebound,defensive,[],1630553,,,1610612751,96,71,2025-04-12T02:52:10Z,4920000,False,,,0,,K. Johnson REBOUND (Off:1 Def:4),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,496.0,,,,,,5.0,4.0,1.0,,,,,,,
498,PT00M40.50S,2025-04-12T02:52:14.0Z,3,REGULAR,turnover,out-of-bounds,[],1630553,,,1610612751,96,71,2025-04-12T02:52:20Z,4930000,False,,,0,,K. Johnson bad pass out-of-bounds TURNOVER (1 TO),[1630553],1610612751.0,BKN,bad pass,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,,,,1662.0,,,,,,,,,,,,1.0,,
499,PT00M40.50S,2025-04-12T02:52:19.1Z,3,REGULAR,substitution,out,[],1641787,,,1610612750,96,71,2025-04-12T02:52:21Z,4940000,False,,,0,,SUB out: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT00M40.50S,2025-04-12T02:52:19.1Z,3,REGULAR,substitution,in,[],1630570,,,1610612750,96,71,2025-04-12T02:52:21Z,4950000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT00M30.80S,2025-04-12T02:52:39.4Z,3,REGULAR,turnover,out-of-bounds,[],1629638,,,1610612750,96,71,2025-04-12T02:52:44Z,4960000,False,,,0,,N. Alexander-Walker bad pass out-of-bounds TURNOVER (1 TO),[1629638],1610612750.0,MIN,bad pass,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1626300.0,,,,,,,,,,,,1.0,,
502,PT00M15.40S,2025-04-12T02:53:07.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630570,9.411957950065702,36.76470588235294,1610612751,96,73,2025-04-12T02:53:13Z,4970000,False,66.0,36.0,1,left,T. Watford 7' turnaround Jump Shot (12 PTS),[1630570],1610612751.0,BKN,turnaround,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,7.54,Made,,,,,,,,,,,,12.0,,,,,,
503,PT00M02.40S,2025-04-12T02:53:23.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631166,,,1610612750,96,73,2025-04-12T02:53:33Z,4980000,False,,,0,,D. Timme shooting personal FOUL (3 PF) (Clark 2 FT),"[1631166, 1641740]",1610612751.0,BKN,shooting,,,Timme,D. Timme,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1628159.0,3.0,0.0,Clark,1641740.0,,,,,,,,,,
505,PT00M02.40S,2025-04-12T02:53:48.8Z,3,REGULAR,freethrow,1 of 2,[],1641740,,,1610612750,97,73,2025-04-12T02:53:48Z,5000000,False,,,0,,J. Clark Free Throw 1 of 2 (6 PTS),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,Made,,,,,,,,,,,,6.0,,,,,,
506,PT00M02.40S,2025-04-12T02:54:00.5Z,3,REGULAR,freethrow,2 of 2,[],1641740,,,1610612750,98,73,2025-04-12T02:54:00Z,5010000,False,,,0,,J. Clark Free Throw 2 of 2 (7 PTS),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,Made,,,,,,,,,,,,7.0,,,,,,
507,PT00M00.00S,2025-04-12T02:54:07.1Z,3,REGULAR,period,end,[],0,,,1610612751,98,73,2025-04-12T02:54:07Z,5020000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2025-04-12T02:56:15.9Z,4,REGULAR,substitution,out,['startperiod'],1628978,,,1610612751,98,73,2025-04-12T02:56:30Z,5030000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2025-04-12T02:56:15.9Z,4,REGULAR,substitution,out,['startperiod'],1641740,,,1610612751,98,73,2025-04-12T02:56:30Z,5040000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2025-04-12T02:56:15.9Z,4,REGULAR,substitution,out,['startperiod'],203944,,,1610612751,98,73,2025-04-12T02:56:30Z,5050000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2025-04-12T02:56:15.9Z,4,REGULAR,substitution,out,['startperiod'],1630553,,,1610612751,98,73,2025-04-12T02:56:30Z,5060000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2025-04-12T02:56:15.9Z,4,REGULAR,substitution,in,['startperiod'],203497,,,1610612751,98,73,2025-04-12T02:56:30Z,5070000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2025-04-12T02:56:15.9Z,4,REGULAR,substitution,in,['startperiod'],1630183,,,1610612751,98,73,2025-04-12T02:56:30Z,5080000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2025-04-12T02:56:15.9Z,4,REGULAR,substitution,in,['startperiod'],1630162,,,1610612751,98,73,2025-04-12T02:56:30Z,5090000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2025-04-12T02:56:15.9Z,4,REGULAR,substitution,in,['startperiod'],1641736,,,1610612751,98,73,2025-04-12T02:56:30Z,5100000,False,,,0,,SUB in: R. Beekman,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2025-04-12T02:56:44.2Z,4,REGULAR,period,start,[],0,,,1610612751,98,73,2025-04-12T02:56:44Z,5110000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT11M42.00S,2025-04-12T02:57:01.4Z,4,REGULAR,3pt,Jump Shot,[],1631166,31.09395532194481,58.57843137254902,1610612751,98,73,2025-04-12T02:57:06Z,5120000,False,-43.0,240.0,1,left,MISS D. Timme 24' 3PT,[1631166],1610612751.0,BKN,,,,Timme,D. Timme,,,,,Above the Break 3,24+ Center,24.36,Missed,,,,,,,,,,,,,,,,,,
518,PT11M39.00S,2025-04-12T02:57:04.4Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,98,73,2025-04-12T02:57:06Z,5130000,False,,,0,,R. Gobert REBOUND (Off:2 Def:6),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,517.0,,,,,,8.0,6.0,2.0,,,,,,,
519,PT11M29.00S,2025-04-12T02:57:18.0Z,4,REGULAR,foul,personal,['2freethrow'],1641727,,,1610612750,98,73,2025-04-12T02:57:24Z,5140000,False,,,0,,D. Whitehead shooting personal FOUL (2 PF) (Gobert 2 FT),"[1641727, 203497]",1610612751.0,BKN,shooting,,,Whitehead,D. Whitehead,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1626300.0,2.0,0.0,Gobert,203497.0,,,,,,,,,,
