actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
425,PT05M33.00S,2025-12-07T22:10:00.5Z,3,REGULAR,3pt,Jump Shot,[],1629014,71.17279894875165,23.774509803921568,1610612738,75,89,2025-12-07T22:10:05Z,4200000,False,-131.0,218.0,1,right,MISS A. Simons 25' pullup 3PT,[1629014],1610612738.0,BOS,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,25.48,Missed,,,,,,,,,,,,,,,,
426,PT05M31.00S,2025-12-07T22:10:02.5Z,3,REGULAR,rebound,defensive,[],1630534,,,1610612761,75,89,2025-12-07T22:10:05Z,4210000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:1),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,,,,,425.0,2.0,1.0,1.0,,,,,,,,,,,,
427,PT05M25.00S,2025-12-07T22:10:08.5Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630193,9.149145860709593,54.166666666666664,1610612761,77,89,2025-12-07T22:11:04Z,4220000,False,-21.0,34.0,1,left,I. Quickley driving floating Jump Shot (9 PTS),[1630193],1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,3.94,Made,,,,,,,,,,,,,9.0,,,
428,PT05M06.00S,2025-12-07T22:10:27.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.85479632063075,46.07843137254902,1610612738,77,91,2025-12-07T22:10:32Z,4230000,False,-20.0,15.0,1,right,J. Brown driving finger roll Layup (22 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,2.45,Made,,,,,,,,,,,,,22.0,,,
429,PT05M01.00S,2025-12-07T22:10:36.9Z,3,REGULAR,foul,personal,[],1630573,,,1610612761,77,91,2025-12-07T22:10:46Z,4240000,False,,,0,,S. Hauser personal FOUL (3 PF),"[1630573, 1630193]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Right,101284.0,,,,,,,,,,3.0,0.0,Quickley,1630193.0,,,,,,
431,PT04M46.00S,2025-12-07T22:11:11.4Z,3,REGULAR,2pt,Jump Shot,[],1627742,14.273981603153747,74.50980392156863,1610612761,77,91,2025-12-07T22:11:15Z,4260000,False,-123.0,82.0,1,left,MISS B. Ingram 14' turnaround fadeaway Shot,[1627742],1610612761.0,TOR,turnaround fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,,,14.72,Missed,,,,,,,,,,,,,,,,
432,PT04M42.00S,2025-12-07T22:11:15.4Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,77,91,2025-12-07T22:11:15Z,4270000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Left,,,,,431.0,3.0,2.0,1.0,,,,,,,,,,,,
433,PT04M30.00S,2025-12-07T22:11:26.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,85.23324572930355,51.71568627450981,1610612738,77,91,2025-12-07T22:11:29Z,4280000,False,9.0,86.0,1,right,MISS J. Brown 8' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,8.67,Missed,,,,,,,,,,,,,,,,
434,PT04M28.00S,2025-12-07T22:11:28.3Z,3,REGULAR,rebound,offensive,[],1629674,,,1610612738,77,91,2025-12-07T22:11:28Z,4290000,False,,,0,,N. Queta REBOUND (Off:5 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,,,,,433.0,7.0,2.0,5.0,,,,,,,,,,,,
435,PT04M24.00S,2025-12-07T22:11:32.7Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,77,91,2025-12-07T22:11:39Z,4300000,False,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1630567]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,Barnes,1630567.0,,,,
436,PT04M24.00S,2025-12-07T22:11:32.7Z,3,REGULAR,steal,,[],1630567,,,1610612761,77,91,2025-12-07T22:11:35Z,4310000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
437,PT04M19.00S,2025-12-07T22:11:37.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630534,7.5722733245729295,52.20588235294118,1610612761,77,91,2025-12-07T22:13:00Z,4320000,False,-11.0,19.0,1,left,MISS O. Agbaji running Layup - blocked,"[1630534, 1630573]",1610612761.0,TOR,running,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,2.17,Missed,,,,,Hauser,1630573.0,,,,,,,,,,
438,PT04M19.00S,2025-12-07T22:11:37.8Z,3,REGULAR,block,,[],1630573,,,1610612761,77,91,2025-12-07T22:11:40Z,4330000,False,,,0,,S. Hauser BLOCK (2 BLK),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
439,PT04M18.00S,2025-12-07T22:11:38.8Z,3,REGULAR,rebound,offensive,[],1630534,,,1610612761,77,91,2025-12-07T22:12:05Z,4340000,False,,,0,,O. Agbaji REBOUND (Off:2 Def:1),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,437.0,3.0,1.0,2.0,,,,,,,,,,,,
440,PT04M17.00S,2025-12-07T22:11:42.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1630534,5.590000152587891,50.0,1610612761,79,91,2025-12-07T22:12:11Z,4350000,False,0.0,0.0,1,left,O. Agbaji putback Layup (8 PTS),[1630534],1610612761.0,TOR,putback,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,0.0,Made,,,,,,,,,,,,,8.0,,,
441,PT04M08.00S,2025-12-07T22:11:51.7Z,3,REGULAR,foul,personal,[],1630534,,,1610612738,79,91,2025-12-07T22:12:00Z,4360000,False,,,0,,O. Agbaji personal FOUL (3 PF),"[1630534, 1630573]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,202053.0,,,,,,,,,,3.0,0.0,Hauser,1630573.0,,,,,,
443,PT04M08.00S,2025-12-07T22:11:57.2Z,3,REGULAR,substitution,out,[],1630193,,,1610612738,79,91,2025-12-07T22:12:01Z,4380000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M08.00S,2025-12-07T22:11:57.2Z,3,REGULAR,substitution,in,[],1642347,,,1610612738,79,91,2025-12-07T22:12:01Z,4390000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M08.00S,2025-12-07T22:11:57.2Z,3,REGULAR,substitution,out,[],1630567,,,1610612738,79,91,2025-12-07T22:12:35Z,4400000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M08.00S,2025-12-07T22:11:57.2Z,3,REGULAR,substitution,out,[],1627751,,,1610612738,79,91,2025-12-07T22:12:35Z,4410000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M08.00S,2025-12-07T22:11:57.2Z,3,REGULAR,substitution,out,[],1630202,,,1610612738,79,91,2025-12-07T22:12:35Z,4430000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M08.00S,2025-12-07T22:11:57.2Z,3,REGULAR,substitution,out,[],1629674,,,1610612738,79,91,2025-12-07T22:12:35Z,4440000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M08.00S,2025-12-07T22:11:57.2Z,3,REGULAR,substitution,in,[],1642867,,,1610612738,79,91,2025-12-07T22:12:35Z,4450000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT04M08.00S,2025-12-07T22:11:57.2Z,3,REGULAR,substitution,in,[],1630572,,,1610612738,79,91,2025-12-07T22:12:35Z,4470000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT04M08.00S,2025-12-07T22:11:57.2Z,3,REGULAR,substitution,in,[],1631169,,,1610612738,79,91,2025-12-07T22:12:35Z,4480000,False,,,0,,SUB in: J. Minott,[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M08.00S,2025-12-07T22:11:57.2Z,3,REGULAR,substitution,in,[],1628401,,,1610612738,79,91,2025-12-07T22:12:35Z,4490000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M58.00S,2025-12-07T22:13:01.9Z,3,REGULAR,foul,personal,[],1642347,,,1610612738,79,91,2025-12-07T22:13:08Z,4500000,False,,,0,,J. Shead personal FOUL (1 PF),"[1642347, 1627759]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Left Center,1629177.0,,,,,,,,,,1.0,0.0,Brown,1627759.0,,,,,,
457,PT03M52.00S,2025-12-07T22:13:25.3Z,3,REGULAR,3pt,Jump Shot,[],1628401,70.77858081471747,81.12745098039215,1610612738,79,91,2025-12-07T22:13:30Z,4520000,False,156.0,222.0,1,right,MISS D. White 27' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,27.13,Missed,,,,,,,,,,,,,,,,
458,PT03M47.00S,2025-12-07T22:13:30.3Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612761,79,91,2025-12-07T22:13:30Z,4530000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,,457.0,3.0,3.0,0.0,,,,,,,,,,,,
459,PT03M39.00S,2025-12-07T22:13:42.0Z,3,REGULAR,turnover,traveling,[],1642347,,,1610612761,79,91,2025-12-07T22:13:47Z,4540000,False,,,0,,J. Shead traveling TURNOVER (2 TO),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,16-24 Right Center,202053.0,2.0,,,,,,,,,,,,,,,,,,
460,PT03M18.00S,2025-12-07T22:14:09.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628401,87.99277266754271,45.34313725490196,1610612738,79,91,2025-12-07T22:14:22Z,4550000,False,-23.0,60.0,1,right,MISS D. White 6' finger roll Layup - blocked,"[1628401, 1630534]",1610612738.0,BOS,finger roll,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,6.47,Missed,,,,,Agbaji,1630534.0,,,,,,,,,,
461,PT03M18.00S,2025-12-07T22:14:09.3Z,3,REGULAR,block,,[],1630534,,,1610612738,79,91,2025-12-07T22:14:17Z,4560000,False,,,0,,O. Agbaji BLOCK (2 BLK),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
462,PT03M09.00S,2025-12-07T22:14:18.3Z,3,REGULAR,rebound,defensive,[],1630572,,,1610612761,79,91,2025-12-07T22:14:22Z,4570000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,,,,,460.0,2.0,1.0,1.0,,,,,,,,,,,,
463,PT03M05.00S,2025-12-07T22:14:23.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,6.1268068331143235,52.20588235294118,1610612761,81,91,2025-12-07T22:15:33Z,4580000,False,-11.0,5.0,1,left,B. Ingram cutting finger roll Layup (25 PTS) (C. Murray-Boyles 1 AST),"[1627742, 1642867]",1610612761.0,TOR,cutting finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,1.21,Made,,,,,,,,,,,,,25.0,C. Murray-Boyles,1642867.0,1.0
465,PT02M42.00S,2025-12-07T22:14:45.7Z,3,REGULAR,2pt,Jump Shot,[],1629014,80.6340341655716,70.58823529411765,1610612738,81,91,2025-12-07T22:16:22Z,4600000,False,103.0,130.0,1,right,MISS A. Simons 16' driving floating Shot,[1629014],1610612738.0,BOS,driving floating,,,Simons,A. Simons,,,,,Mid-Range,16-24 Right Center,,,16.54,Missed,,,,,,,,,,,,,,,,
466,PT02M40.00S,2025-12-07T22:14:47.7Z,3,REGULAR,rebound,defensive,[],1642867,,,1610612761,81,91,2025-12-07T22:15:08Z,4610000,False,,,0,,C. Murray-Boyles REBOUND (Off:1 Def:1),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Mid-Range,16-24 Right Center,,,,,465.0,2.0,1.0,1.0,,,,,,,,,,,,
468,PT02M24.00S,2025-12-07T22:15:15.1Z,3,REGULAR,3pt,Jump Shot,[],1630534,6.652431011826544,2.696078431372549,1610612761,84,91,2025-12-07T22:15:20Z,4630000,False,237.0,10.0,1,left,O. Agbaji 3PT  (11 PTS) (B. Ingram 2 AST),"[1630534, 1627742]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,,,23.67,Made,,,,,,,,,,,,,11.0,B. Ingram,1627742.0,2.0
470,PT02M22.00S,2025-12-07T22:15:23.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,84,91,2025-12-07T22:15:23Z,4650000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT02M22.00S,2025-12-07T22:15:59.9Z,3,REGULAR,substitution,in,[],1631248,,,1610612738,84,91,2025-12-07T22:16:59Z,4670000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT02M22.00S,2025-12-07T22:15:59.9Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,84,91,2025-12-07T22:18:00Z,4675000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT02M08.00S,2025-12-07T22:17:05.8Z,3,REGULAR,3pt,Jump Shot,[],1630573,71.56701708278581,13.725490196078432,1610612738,84,91,2025-12-07T22:17:11Z,4680000,False,-181.0,215.0,1,right,MISS S. Hauser 28' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,28.11,Missed,,,,,,,,,,,,,,,,
474,PT02M04.00S,2025-12-07T22:17:09.8Z,3,REGULAR,rebound,defensive,[],1630572,,,1610612761,84,91,2025-12-07T22:17:11Z,4690000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:2),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,,,473.0,3.0,2.0,1.0,,,,,,,,,,,,
475,PT01M47.00S,2025-12-07T22:17:25.6Z,3,REGULAR,3pt,Jump Shot,[],1642347,28.07161629434954,11.519607843137255,1610612761,87,91,2025-12-07T22:17:30Z,4700000,False,192.0,211.0,1,left,J. Shead 28' 3PT  (3 PTS) (B. Ingram 3 AST),"[1642347, 1627742]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Right Center,,,28.58,Made,,,,,,,,,,,,,3.0,B. Ingram,1627742.0,3.0
477,PT01M34.00S,2025-12-07T22:17:39.1Z,3,REGULAR,3pt,Jump Shot,[],1628401,69.59592641261499,18.872549019607842,1610612738,87,94,2025-12-07T22:17:47Z,4720000,False,-156.0,233.0,1,right,D. White 28' 3PT pullup (19 PTS) (J. Minott 2 AST),"[1628401, 1631169]",1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,28.04,Made,,,,,,,,,,,,,19.0,J. Minott,1631169.0,2.0
479,PT01M24.00S,2025-12-07T22:17:52.5Z,3,REGULAR,foul,personal,[],1631248,,,1610612761,87,94,2025-12-07T22:18:23Z,4740000,False,,,0,,B. Scheierman personal FOUL (2 PF),"[1631248, 1630572]",1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Left Center,202053.0,,,,,,,,,,2.0,0.0,Mamukelashvili,1630572.0,,,,,,
482,PT01M07.00S,2025-12-07T22:18:36.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630572,11.777266754270697,39.950980392156865,1610612761,87,94,2025-12-07T22:18:41Z,4760000,False,50.0,58.0,1,left,MISS S. Mamukelashvili 7' Hook,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,,,7.69,Missed,,,,,,,,,,,,,,,,
483,PT01M04.00S,2025-12-07T22:18:39.7Z,3,REGULAR,rebound,defensive,[],1631248,,,1610612738,87,94,2025-12-07T22:18:41Z,4770000,False,,,0,,B. Scheierman REBOUND (Off:0 Def:1),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),0-8 Center,,,,,482.0,1.0,1.0,0.0,,,,,,,,,,,,
484,PT00M48.40S,2025-12-07T22:18:55.3Z,3,REGULAR,3pt,Jump Shot,[],1628401,65.65374507227332,23.03921568627451,1610612738,87,94,2025-12-07T22:19:00Z,4780000,False,-135.0,270.0,1,right,MISS D. White 30' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,30.21,Missed,,,,,,,,,,,,,,,,
485,PT00M46.20S,2025-12-07T22:18:57.5Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612761,87,94,2025-12-07T22:19:00Z,4790000,False,,,0,,B. Ingram REBOUND (Off:0 Def:4),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,484.0,4.0,4.0,0.0,,,,,,,,,,,,
486,PT00M38.90S,2025-12-07T22:19:05.7Z,3,REGULAR,2pt,Jump Shot,[],1627742,21.76412614980289,48.03921568627451,1610612761,89,94,2025-12-07T22:20:08Z,4800000,False,10.0,152.0,1,left,B. Ingram 15' pullup Jump Shot (27 PTS),[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Center,,,15.24,Made,,,,,,,,,,,,,27.0,,,
487,PT00M30.80S,2025-12-07T22:19:17.5Z,3,REGULAR,3pt,Jump Shot,[],1629014,62.89421813403416,52.20588235294118,1610612738,89,97,2025-12-07T22:19:22Z,4810000,False,11.0,296.0,1,right,A. Simons 29' 3PT step back (12 PTS),[1629014],1610612738.0,BOS,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,29.65,Made,,,,,,,,,,,,,12.0,,,
488,PT00M08.90S,2025-12-07T22:19:45.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,6.258212877792378,49.754901960784316,1610612761,91,97,2025-12-07T22:19:49Z,4820000,False,1.0,6.0,1,left,J. Shead driving Layup (5 PTS),[1642347],1610612761.0,TOR,driving,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,0.64,Made,,,,,,,,,,,,,5.0,,,
489,PT00M01.50S,2025-12-07T22:19:53.4Z,3,REGULAR,turnover,lost ball,[],1628401,,,1610612738,91,97,2025-12-07T22:19:58Z,4830000,False,,,0,,D. White lost ball TURNOVER (4 TO),"[1628401, 1642347]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,16-24 Right Center,,4.0,,,,,,,,,,,,,Shead,1642347.0,,,,
490,PT00M01.50S,2025-12-07T22:19:53.4Z,3,REGULAR,steal,,[],1642347,,,1610612761,91,97,2025-12-07T22:19:55Z,4840000,False,,,0,,J. Shead STEAL (1 STL),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
491,PT00M00.00S,2025-12-07T22:19:57.6Z,3,REGULAR,period,end,[],0,,,1610612761,91,97,2025-12-07T22:19:57Z,4850000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2025-12-07T22:22:10.8Z,4,REGULAR,substitution,out,['startperiod'],1627742,,,1610612761,91,97,2025-12-07T22:22:45Z,4860000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2025-12-07T22:22:10.8Z,4,REGULAR,substitution,out,['startperiod'],1630534,,,1610612761,91,97,2025-12-07T22:22:45Z,4870000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2025-12-07T22:22:10.8Z,4,REGULAR,substitution,out,['startperiod'],1642867,,,1610612761,91,97,2025-12-07T22:22:45Z,4880000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2025-12-07T22:22:10.8Z,4,REGULAR,substitution,out,['startperiod'],1630573,,,1610612761,91,97,2025-12-07T22:22:45Z,4890000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2025-12-07T22:22:10.8Z,4,REGULAR,substitution,out,['startperiod'],1631169,,,1610612761,91,97,2025-12-07T22:22:45Z,4900000,False,,,0,,SUB out: J. Minott,[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2025-12-07T22:22:10.8Z,4,REGULAR,substitution,out,['startperiod'],1631248,,,1610612761,91,97,2025-12-07T22:22:45Z,4910000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2025-12-07T22:22:10.8Z,4,REGULAR,substitution,in,['startperiod'],1630567,,,1610612761,91,97,2025-12-07T22:22:45Z,4920000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2025-12-07T22:22:10.8Z,4,REGULAR,substitution,in,['startperiod'],1642918,,,1610612761,91,97,2025-12-07T22:22:45Z,4930000,False,,,0,,SUB in: A. Martin,[1642918],1610612761.0,TOR,,,,Martin,A. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2025-12-07T22:22:10.8Z,4,REGULAR,substitution,in,['startperiod'],1630639,,,1610612761,91,97,2025-12-07T22:22:45Z,4940000,False,,,0,,SUB in: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2025-12-07T22:22:10.8Z,4,REGULAR,substitution,in,['startperiod'],1630202,,,1610612761,91,97,2025-12-07T22:22:45Z,4950000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2025-12-07T22:22:10.8Z,4,REGULAR,substitution,in,['startperiod'],1641775,,,1610612761,91,97,2025-12-07T22:22:45Z,4960000,False,,,0,,SUB in: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2025-12-07T22:22:10.8Z,4,REGULAR,substitution,in,['startperiod'],1629674,,,1610612761,91,97,2025-12-07T22:22:45Z,4970000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2025-12-07T22:22:47.3Z,4,REGULAR,period,start,[],0,,,1610612761,91,97,2025-12-07T22:22:47Z,4980000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT11M44.00S,2025-12-07T22:23:02.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642347,15.062417871222076,41.17647058823529,1610612761,93,97,2025-12-07T22:23:07Z,4990000,False,44.0,89.0,1,left,J. Shead 9' driving floating Jump Shot (7 PTS),[1642347],1610612761.0,TOR,driving floating,,,Shead,J. Shead,,,,,In The Paint (Non-RA),8-16 Center,,,9.94,Made,,,,,,,,,,,,,7.0,,,
506,PT11M26.00S,2025-12-07T22:23:20.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,93.64323258869908,53.67647058823529,1610612738,93,97,2025-12-07T22:24:47Z,5000000,False,18.0,7.0,1,right,MISS A. Simons driving Layup,[1629014],1610612738.0,BOS,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,1.98,Missed,,,,,,,,,,,,,,,,
507,PT11M23.00S,2025-12-07T22:23:23.7Z,4,REGULAR,rebound,defensive,[],1630639,,,1610612761,93,97,2025-12-07T22:23:25Z,5010000,False,,,0,,A. Lawson REBOUND (Off:1 Def:2),[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Restricted Area,0-8 Center,,,,,506.0,3.0,2.0,1.0,,,,,,,,,,,,
508,PT11M17.00S,2025-12-07T22:23:29.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630639,32.013797634691194,64.4607843137255,1610612761,96,97,2025-12-07T22:26:18Z,5020000,False,-72.0,248.0,1,left,A. Lawson 25' 3PT running (10 PTS) (J. Shead 2 AST),"[1630639, 1642347]",1610612761.0,TOR,running,,,Lawson,A. Lawson,,,,,Above the Break 3,24+ Center,,,25.87,Made,,,,,,,,,,,,,10.0,J. Shead,1642347.0,2.0
