actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
268,PT06M09.00S,2022-10-29T22:56:24.2Z,2,REGULAR,3pt,Jump Shot,[],1629639,66.96780551905388,56.127450980392155,1610612748,48,40,2022-10-29T22:56:31Z,2650000,31.0,258.0,1,right,T. Herro 25' 3PT pullup (9 PTS) (B. Adebayo 1 AST),"[1629639, 1628389]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,25.98,Made,,,9.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,,
270,PT05M52.00S,2022-10-29T22:56:41.4Z,2,REGULAR,2pt,Jump Shot,[],1627734,21.76412614980289,46.07843137254902,1610612758,50,40,2022-10-29T22:56:47Z,2670000,20.0,152.0,1,left,D. Sabonis 15' Jump Shot (12 PTS) (K. Huerter 3 AST),"[1627734, 1628989]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Center,15.34,Made,,,12.0,K. Huerter,1628989.0,3.0,,,,,,,,,,,,
272,PT05M28.00S,2022-10-29T22:57:06.7Z,2,REGULAR,3pt,Jump Shot,[],1629622,79.84559789750328,92.40196078431373,1610612748,50,40,2022-10-29T22:57:17Z,2690000,212.0,137.0,1,right,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,25.24,Missed,,,,,,,,,,,,,,,,,,
273,PT05M25.00S,2022-10-29T22:57:09.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,50,40,2022-10-29T22:57:17Z,2700000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,272.0,,,,,,,,,,,,,,,,,
275,PT05M25.00S,2022-10-29T22:57:13.8Z,2,REGULAR,substitution,out,[],1630558,,,1610612748,50,40,2022-10-29T22:57:27Z,2720000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M25.00S,2022-10-29T22:57:13.8Z,2,REGULAR,substitution,out,[],1628997,,,1610612748,50,40,2022-10-29T22:57:27Z,2730000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M25.00S,2022-10-29T22:57:13.8Z,2,REGULAR,substitution,in,[],1628368,,,1610612748,50,40,2022-10-29T22:57:27Z,2740000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M25.00S,2022-10-29T22:57:13.8Z,2,REGULAR,substitution,in,[],202710,,,1610612748,50,40,2022-10-29T22:57:27Z,2750000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M20.00S,2022-10-29T22:57:39.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,89.56964520367937,3.9215686274509802,1610612748,50,43,2022-10-29T22:57:46Z,2760000,-230.0,46.0,1,right,T. Herro 3PT  (12 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Left Corner 3,24+ Left,23.48,Made,,,12.0,,,,,,,,,,,,,,,
280,PT04M57.00S,2022-10-29T22:58:02.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,5.995400788436268,53.431372549019606,1610612758,52,43,2022-10-29T22:58:08Z,2770000,-17.0,4.0,1,left,D. Fox driving Layup (9 PTS) (K. Murray 2 AST),"[1628368, 1631099]",1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,1.76,Made,,,9.0,K. Murray,1631099.0,2.0,,,,,,,,,,,,
282,PT04M40.00S,2022-10-29T22:58:19.2Z,2,REGULAR,2pt,Jump Shot,[],1629639,92.72339027595268,32.84313725490196,1610612748,52,43,2022-10-29T23:14:11Z,2790000,-86.0,16.0,1,right,MISS T. Herro 8' driving floating bank Shot,[1629639],1610612748.0,MIA,driving floating bank,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,8.73,Missed,,,,,,,,,,,,,,,,,,
283,PT04M38.00S,2022-10-29T22:58:21.2Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,52,43,2022-10-29T22:58:25Z,2800000,,,0,,D. Sabonis REBOUND (Off:2 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,282.0,,,,,,5.0,3.0,2.0,,,,,,,,,
284,PT04M29.00S,2022-10-29T22:58:30.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,15.982260183968464,34.80392156862745,1610612758,52,43,2022-10-29T22:58:36Z,2810000,76.0,98.0,1,left,MISS D. Fox 12' floating Shot,[1628368],1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Right,12.38,Missed,,,,,,,,,,,,,,,,,,
285,PT04M25.00S,2022-10-29T22:58:33.8Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,52,43,2022-10-29T22:58:33Z,2820000,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,,,284.0,,,,,,4.0,3.0,1.0,,,,,,,,,
286,PT04M21.00S,2022-10-29T22:58:41.2Z,2,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,52,43,2022-10-29T22:59:05Z,2830000,,,0,,J. Butler bad pass out-of-bounds TURNOVER (1 TO),[202710],1610612748.0,MIA,bad pass,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,2882.0,,,,,,,,,,,,,,1.0,,
287,PT04M21.00S,2022-10-29T22:58:43.9Z,2,REGULAR,substitution,out,[],1629056,,,1610612758,52,43,2022-10-29T22:58:55Z,2840000,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M21.00S,2022-10-29T22:58:43.9Z,2,REGULAR,substitution,in,[],203084,,,1610612758,52,43,2022-10-29T22:58:55Z,2850000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M06.00S,2022-10-29T22:59:12.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631099,6.258212877792378,52.94117647058824,1610612758,54,43,2022-10-29T22:59:17Z,2860000,-15.0,6.0,1,left,K. Murray cutting Layup (12 PTS) (K. Huerter 4 AST),"[1631099, 1628989]",1610612758.0,SAC,cutting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,1.6,Made,,,12.0,K. Huerter,1628989.0,4.0,,,,,,,,,,,,
291,PT03M51.00S,2022-10-29T22:59:27.7Z,2,REGULAR,2pt,Jump Shot,[],1628389,72.22404730617609,44.6078431372549,1610612748,54,43,2022-10-29T22:59:33Z,2880000,-27.0,209.0,1,right,MISS B. Adebayo 21' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,21.03,Missed,,,,,,,,,,,,,,,,,,
292,PT03M47.00S,2022-10-29T22:59:31.3Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,54,43,2022-10-29T22:59:31Z,2890000,,,0,,D. Fox REBOUND (Off:0 Def:3),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Center,,,291.0,,,,,,3.0,3.0,0.0,,,,,,,,,
293,PT03M41.00S,2022-10-29T22:59:37.8Z,2,REGULAR,3pt,Jump Shot,[],1631099,4.5499342969776615,95.09803921568627,1610612758,54,43,2022-10-29T22:59:42Z,2900000,-225.0,-10.0,1,left,MISS K. Murray 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,22.57,Missed,,,,,,,,,,,,,,,,,,
294,PT03M38.00S,2022-10-29T22:59:40.8Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,54,43,2022-10-29T22:59:42Z,2910000,,,0,,J. Butler REBOUND (Off:1 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,293.0,,,,,,4.0,3.0,1.0,,,,,,,,,
295,PT03M25.00S,2022-10-29T22:59:53.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,93.11760840998686,56.61764705882353,1610612748,54,45,2022-10-29T22:59:59Z,2920000,33.0,12.0,1,right,J. Butler Layup (5 PTS) (B. Adebayo 2 AST),"[202710, 1628389]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,3.53,Made,,,5.0,B. Adebayo,1628389.0,2.0,,,,,,,,,,,,
299,PT03M05.00S,2022-10-29T23:00:14.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,6.521024967148489,48.529411764705884,1610612758,56,45,2022-10-29T23:00:18Z,2940000,7.0,9.0,1,left,D. Sabonis Layup (14 PTS) (H. Barnes 2 AST),"[1627734, 203084]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.15,Made,,,14.0,H. Barnes,203084.0,2.0,,,,,,,,,,,,
301,PT02M55.00S,2022-10-29T23:00:27.4Z,2,REGULAR,foul,offensive,[],200768,,,1610612748,56,45,2022-10-29T23:00:49Z,2960000,,,0,,K. Lowry offensive FOUL (2 PF),"[200768, 1628368]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,16-24 Right Center,,,,202007.0,,,,,,,,,,2.0,0.0,Fox,1628368.0,,,
303,PT02M55.00S,2022-10-29T23:00:27.4Z,2,REGULAR,turnover,offensive foul,[],200768,,,1610612748,56,45,2022-10-29T23:00:27Z,2980000,,,0,,K. Lowry offensive foul TURNOVER (2 TO),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,16-24 Right Center,,,,202007.0,,,,,,,,,,,,,,2.0,,
304,PT02M55.00S,2022-10-29T23:00:41.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,56,45,2022-10-29T23:00:41Z,2990000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M55.00S,2022-10-29T23:02:16.1Z,2,REGULAR,substitution,out,[],1629639,,,1610612758,56,45,2022-10-29T23:03:20Z,3000000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M55.00S,2022-10-29T23:02:16.1Z,2,REGULAR,substitution,in,[],1629216,,,1610612758,56,45,2022-10-29T23:03:20Z,3010000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M43.00S,2022-10-29T23:03:40.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,31.61957950065703,56.86274509803921,1610612758,59,45,2022-10-29T23:03:51Z,3020000,-34.0,245.0,1,left,K. Huerter 24' 3PT  (12 PTS) (D. Fox 3 AST),"[1628989, 1628368]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,24.71,Made,,,12.0,D. Fox,1628368.0,3.0,,,,,,,,,,,,
310,PT02M19.00S,2022-10-29T23:04:22.4Z,2,REGULAR,3pt,Jump Shot,[],1629622,68.01905387647832,31.862745098039213,1610612748,59,45,2022-10-29T23:04:27Z,3050000,-91.0,248.0,1,right,MISS M. Strus 26' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,26.42,Missed,,,,,,,,,,,,,,,,,,
311,PT02M15.00S,2022-10-29T23:04:26.4Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,59,45,2022-10-29T23:04:27Z,3060000,,,0,,D. Fox REBOUND (Off:0 Def:4),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,310.0,,,,,,4.0,4.0,0.0,,,,,,,,,
312,PT02M06.00S,2022-10-29T23:04:35.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,6.1268068331143235,54.41176470588235,1610612758,61,45,2022-10-29T23:04:43Z,3070000,-22.0,5.0,1,left,D. Sabonis Layup (16 PTS) (H. Barnes 3 AST),"[1627734, 203084]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.27,Made,,,16.0,H. Barnes,203084.0,3.0,,,,,,,,,,,,
314,PT01M51.00S,2022-10-29T23:04:50.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,89.96386333771353,38.970588235294116,1610612748,61,45,2022-10-29T23:16:49Z,3090000,-55.0,42.0,1,right,MISS B. Adebayo 6' driving Layup - blocked,"[1628389, 1627734]",1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,6.92,Missed,,,,,,,,,,Sabonis,1627734.0,,,,,,,
315,PT01M51.00S,2022-10-29T23:04:50.7Z,2,REGULAR,block,,[],1627734,,,1610612748,61,45,2022-10-29T23:04:53Z,3100000,,,0,,D. Sabonis BLOCK (1 BLK),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
316,PT01M48.00S,2022-10-29T23:04:53.7Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,61,45,2022-10-29T23:04:56Z,3110000,,,0,,D. Fox REBOUND (Off:0 Def:5),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,314.0,,,,,,5.0,5.0,0.0,,,,,,,,,
317,PT01M45.00S,2022-10-29T23:04:56.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203084,5.075558475689881,95.09803921568627,1610612758,64,45,2022-10-29T23:05:09Z,3120000,-225.0,-5.0,1,left,H. Barnes 3PT running (3 PTS) (K. Murray 3 AST),"[203084, 1631099]",1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,22.56,Made,,,3.0,K. Murray,1631099.0,3.0,,,,,,,,,,,,
319,PT01M30.00S,2022-10-29T23:05:16.2Z,2,REGULAR,violation,kicked ball,[],1628368,,,1610612748,64,45,2022-10-29T23:05:37Z,3140000,,,0,,D. Fox kicked ball VIOLATION,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,1628482.0,,,,,,,,,,,,,,,,
320,PT01M30.00S,2022-10-29T23:05:20.1Z,2,REGULAR,substitution,out,[],1627734,,,1610612748,64,45,2022-10-29T23:05:26Z,3150000,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M30.00S,2022-10-29T23:05:20.1Z,2,REGULAR,substitution,in,[],1626158,,,1610612748,64,45,2022-10-29T23:05:26Z,3160000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M14.00S,2022-10-29T23:05:44.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,93.24901445466492,46.07843137254902,1610612748,64,47,2022-10-29T23:05:48Z,3170000,-20.0,11.0,1,right,J. Butler Layup (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,2.25,Made,,,7.0,,,,,,,,,,,,,,,
323,PT00M53.60S,2022-10-29T23:06:08.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,11.645860709592641,45.09803921568628,1610612758,66,47,2022-10-29T23:18:04Z,3180000,25.0,57.0,1,left,D. Fox 6' turnaround Jump Shot (11 PTS),[1628368],1610612758.0,SAC,turnaround,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,6.2,Made,,,11.0,,,,,,,,,,,,,,,
324,PT00M39.90S,2022-10-29T23:06:26.8Z,2,REGULAR,3pt,Jump Shot,[],1629622,67.49342969776609,44.36274509803921,1610612748,66,47,2022-10-29T23:06:31Z,3190000,-28.0,253.0,1,right,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
325,PT00M36.40S,2022-10-29T23:06:30.3Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612758,66,47,2022-10-29T23:06:31Z,3200000,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,324.0,,,,,,2.0,2.0,0.0,,,,,,,,,
326,PT00M32.20S,2022-10-29T23:06:36.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,24.655059132720105,11.76470588235294,1610612758,69,47,2022-10-29T23:06:48Z,3210000,191.0,179.0,1,left,K. Huerter 26' 3PT running pullup (15 PTS),[1628989],1610612758.0,SAC,running pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,26.21,Made,,,15.0,,,,,,,,,,,,,,,
327,PT00M27.90S,2022-10-29T23:06:57.1Z,2,REGULAR,foul,personal,[],203084,,,1610612748,69,47,2022-10-29T23:30:26Z,3220000,,,0,,H. Barnes personal FOUL (2 PF),"[203084, 200768]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,1628482.0,,,,,,,,,,2.0,0.0,Lowry,200768.0,,,
329,PT00M27.90S,2022-10-29T23:07:10.5Z,2,REGULAR,substitution,out,[],1631099,,,1610612748,69,47,2022-10-29T23:07:14Z,3240000,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M27.90S,2022-10-29T23:07:10.5Z,2,REGULAR,substitution,in,[],1626168,,,1610612748,69,47,2022-10-29T23:07:14Z,3250000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M16.70S,2022-10-29T23:07:33.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626168,,,1610612748,69,47,2022-10-29T23:09:17Z,3260000,,,0,,T. Lyles shooting personal FOUL (1 PF) (Lowry 2 FT),"[1626168, 200768]",1610612758.0,SAC,shooting,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),8-16 Center,,,,1628482.0,,,,,,,,,,1.0,0.0,Lowry,200768.0,,,
333,PT00M16.70S,2022-10-29T23:08:02.7Z,2,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,69,48,2022-10-29T23:08:02Z,3280000,,,0,,K. Lowry Free Throw 1 of 2 (1 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Made,,,1.0,,,,,,,,,,,,,,,
344,PT00M16.70S,2022-10-29T23:08:02.7Z,2,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,69,49,2022-10-29T23:09:08Z,3285000,,,0,,K. Lowry Free Throw 2 of 2 (2 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Made,,,2.0,,,,,,,,,,,,,,,
334,PT00M16.70S,2022-10-29T23:08:04.1Z,2,REGULAR,substitution,out,[],1626158,,,1610612758,69,49,2022-10-29T23:08:34Z,3290000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M16.70S,2022-10-29T23:08:04.1Z,2,REGULAR,substitution,out,[],1626168,,,1610612758,69,49,2022-10-29T23:08:34Z,3300000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M16.70S,2022-10-29T23:08:04.1Z,2,REGULAR,substitution,out,[],1628389,,,1610612758,69,49,2022-10-29T23:08:34Z,3310000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M16.70S,2022-10-29T23:08:04.1Z,2,REGULAR,substitution,out,[],1629622,,,1610612758,69,49,2022-10-29T23:08:34Z,3320000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M16.70S,2022-10-29T23:08:04.1Z,2,REGULAR,substitution,in,[],1627734,,,1610612758,69,49,2022-10-29T23:08:34Z,3330000,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M16.70S,2022-10-29T23:08:04.1Z,2,REGULAR,substitution,in,[],1631099,,,1610612758,69,49,2022-10-29T23:08:34Z,3340000,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M16.70S,2022-10-29T23:08:04.1Z,2,REGULAR,substitution,in,[],2617,,,1610612758,69,49,2022-10-29T23:08:34Z,3350000,,,0,,SUB in: U. Haslem,[2617],1610612748.0,MIA,,,,Haslem,U. Haslem,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M16.70S,2022-10-29T23:08:04.1Z,2,REGULAR,substitution,in,[],1628997,,,1610612758,69,49,2022-10-29T23:08:34Z,3360000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT00M01.20S,2022-10-29T23:08:52.8Z,2,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612758,69,49,2022-10-29T23:09:17Z,3370000,,,0,,C. Martin shooting personal FOUL (2 PF) (Sabonis 2 FT),"[1628997, 1627734]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,1628482.0,,,,,,,,,,2.0,0.0,Sabonis,1627734.0,,,
345,PT00M01.20S,2022-10-29T23:09:25.0Z,2,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,70,49,2022-10-29T23:09:25Z,3390000,,,0,,D. Sabonis Free Throw 1 of 2 (17 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,17.0,,,,,,,,,,,,,,,
346,PT00M01.20S,2022-10-29T23:09:27.0Z,2,REGULAR,substitution,out,[],1628368,,,1610612758,70,49,2022-10-29T23:09:40Z,3400000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT00M01.20S,2022-10-29T23:09:27.0Z,2,REGULAR,substitution,out,[],1628989,,,1610612758,70,49,2022-10-29T23:09:40Z,3410000,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M01.20S,2022-10-29T23:09:27.0Z,2,REGULAR,substitution,out,[],1631099,,,1610612758,70,49,2022-10-29T23:09:40Z,3420000,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M01.20S,2022-10-29T23:09:27.0Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,70,49,2022-10-29T23:09:40Z,3430000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M01.20S,2022-10-29T23:09:27.0Z,2,REGULAR,substitution,in,[],1629644,,,1610612758,70,49,2022-10-29T23:09:40Z,3440000,,,0,,SUB in: K. Okpala,[1629644],1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M01.20S,2022-10-29T23:09:27.0Z,2,REGULAR,substitution,in,[],1626168,,,1610612758,70,49,2022-10-29T23:09:40Z,3450000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M01.20S,2022-10-29T23:09:50.6Z,2,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,71,49,2022-10-29T23:09:50Z,3460000,,,0,,D. Sabonis Free Throw 2 of 2 (18 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,18.0,,,,,,,,,,,,,,,
353,PT00M00.00S,2022-10-29T23:10:04.8Z,2,REGULAR,period,end,[],0,,,1610612748,71,49,2022-10-29T23:10:04Z,3470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2022-10-29T23:24:54.4Z,3,REGULAR,substitution,out,['startperiod'],1630558,,,1610612748,71,49,2022-10-29T23:25:21Z,3480000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2022-10-29T23:24:54.4Z,3,REGULAR,substitution,out,['startperiod'],1629644,,,1610612748,71,49,2022-10-29T23:25:21Z,3490000,,,0,,SUB out: K. Okpala,[1629644],1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2022-10-29T23:24:54.4Z,3,REGULAR,substitution,out,['startperiod'],1626168,,,1610612748,71,49,2022-10-29T23:25:21Z,3500000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-10-29T23:24:54.4Z,3,REGULAR,substitution,out,['startperiod'],1629216,,,1610612748,71,49,2022-10-29T23:25:21Z,3510000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2022-10-29T23:24:54.4Z,3,REGULAR,substitution,out,['startperiod'],2617,,,1610612748,71,49,2022-10-29T23:25:21Z,3520000,,,0,,SUB out: U. Haslem,[2617],1610612748.0,MIA,,,,Haslem,U. Haslem,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2022-10-29T23:24:54.4Z,3,REGULAR,substitution,in,['startperiod'],1628989,,,1610612748,71,49,2022-10-29T23:25:21Z,3530000,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
