actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
443,PT12M00.00S,2021-11-07T02:17:52.6Z,4,REGULAR,substitution,in,['startperiod'],203493,,,1610612742,79,72,2021-11-07T02:20:10Z,4400000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT12M00.00S,2021-11-07T02:17:52.6Z,4,REGULAR,substitution,in,['startperiod'],1630202,,,1610612742,79,72,2021-11-07T02:20:10Z,4410000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT12M00.00S,2021-11-07T02:20:21.1Z,4,REGULAR,period,start,[],0,,,1610612742,79,72,2021-11-07T02:20:21Z,4420000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT11M42.00S,2021-11-07T02:20:37.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,83.65637319316689,40.19607843137255,1610612742,79,72,2021-11-07T02:20:42Z,4430000,-49.0,101.0,1,right,MISS J. Brunson 11' turnaround Shot,[1628973],1610612742.0,DAL,turnaround,,,Brunson,J. Brunson,,,,,11.23,Missed,,,,,,,,,,,,,,,,,,,
447,PT11M40.00S,2021-11-07T02:20:39.4Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,79,72,2021-11-07T02:20:42Z,4440000,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,446.0,4.0,3.0,1.0,,,,,,,,,
448,PT11M29.00S,2021-11-07T02:20:52.7Z,4,REGULAR,foul,personal,['2freethrow'],1628373,,,1610612738,79,72,2021-11-07T02:21:00Z,4450000,,,0,,F. Ntilikina shooting personal FOUL (2 PF) (Horford 2 FT),"[1628373, 201143]",1610612742.0,DAL,shooting,,,Ntilikina,F. Ntilikina,,,,,,,,1198.0,2.0,0.0,Horford,201143.0,,,,,,,,,,,,,
450,PT11M29.00S,2021-11-07T02:21:28.3Z,4,REGULAR,freethrow,1 of 2,[],201143,,,1610612738,79,73,2021-11-07T02:21:28Z,4470000,,,0,,A. Horford Free Throw 1 of 2 (13 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
451,PT11M29.00S,2021-11-07T02:21:47.1Z,4,REGULAR,freethrow,2 of 2,[],201143,,,1610612738,79,74,2021-11-07T02:21:47Z,4480000,,,0,,A. Horford Free Throw 2 of 2 (14 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
452,PT11M12.00S,2021-11-07T02:22:07.0Z,4,REGULAR,3pt,Jump Shot,[],203501,66.70499342969777,36.029411764705884,1610612742,79,74,2021-11-07T02:22:14Z,4490000,-70.0,260.0,1,right,MISS T. Hardaway Jr. 26' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,26.97,Missed,,,,,,,,,,,,,,,,,,,
453,PT11M09.00S,2021-11-07T02:22:10.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,79,74,2021-11-07T02:22:14Z,4500000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,452.0,7.0,7.0,0.0,,,,,,,,,
454,PT11M01.00S,2021-11-07T02:22:18.1Z,4,REGULAR,3pt,Jump Shot,[],1626196,9.017739816031538,2.450980392156863,1610612738,79,77,2021-11-07T02:22:25Z,4510000,238.0,32.0,1,left,J. Richardson 3PT  (9 PTS) (A. Horford 3 AST),"[1626196, 201143]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,23.99,Made,9.0,,,,,,,,,,A. Horford,201143.0,3.0,,,,,,
456,PT10M46.00S,2021-11-07T02:22:33.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203493,91.67214191852825,55.392156862745104,1610612742,79,77,2021-11-07T02:22:38Z,4530000,27.0,26.0,1,right,MISS R. Bullock driving Layup - blocked,"[203493, 1626196]",1610612742.0,DAL,driving,,,Bullock,R. Bullock,,,,,3.73,Missed,,,,,,,,,,,,,,Richardson,1626196.0,,,,
457,PT10M46.00S,2021-11-07T02:22:33.9Z,4,REGULAR,block,,[],1626196,,,1610612742,79,77,2021-11-07T02:22:36Z,4540000,,,0,,J. Richardson BLOCK (1 BLK),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT10M43.00S,2021-11-07T02:22:36.9Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,79,77,2021-11-07T02:22:38Z,4550000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,456.0,8.0,8.0,0.0,,,,,,,,,
459,PT10M40.00S,2021-11-07T02:22:39.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626196,19.004599211563733,90.19607843137256,1610612738,79,77,2021-11-07T02:22:45Z,4560000,-201.0,126.0,1,left,MISS J. Richardson pullup 3PT,[1626196],1610612738.0,BOS,pullup,,,Richardson,J. Richardson,,,,,23.73,Missed,,,,,,,,,,,,,,,,,,,
460,PT10M37.00S,2021-11-07T02:22:42.0Z,4,REGULAR,rebound,defensive,[],1628973,,,1610612742,79,77,2021-11-07T02:22:45Z,4570000,,,0,,J. Brunson REBOUND (Off:0 Def:4),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,459.0,4.0,4.0,0.0,,,,,,,,,
461,PT10M30.00S,2021-11-07T02:22:49.2Z,4,REGULAR,3pt,Jump Shot,[],203493,89.56964520367937,95.34313725490196,1610612742,82,77,2021-11-07T02:22:53Z,4580000,227.0,46.0,1,right,R. Bullock 3PT  (10 PTS) (T. Hardaway Jr. 2 AST),"[203493, 203501]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,23.12,Made,10.0,,,,,,,,,,T. Hardaway Jr.,203501.0,2.0,,,,,,
463,PT10M13.00S,2021-11-07T02:23:05.9Z,4,REGULAR,2pt,Jump Shot,[],1626196,25.443495400788436,47.794117647058826,1610612738,82,79,2021-11-07T02:23:11Z,4600000,11.0,187.0,1,left,J. Richardson 18' step back Jump Shot (11 PTS),[1626196],1610612738.0,BOS,step back,,,Richardson,J. Richardson,,,,,18.7,Made,11.0,,,,,,,,,,,,,,,,,,
464,PT10M00.00S,2021-11-07T02:23:19.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,92.32917214191852,48.77450980392157,1610612742,84,79,2021-11-07T02:23:24Z,4610000,-6.0,20.0,1,right,K. Porzingis cutting DUNK (13 PTS) (J. Brunson 4 AST),"[204001, 1628973]",1610612742.0,DAL,cutting,,,Porzingis,K. Porzingis,,,,,2.05,Made,13.0,,,,,,,,,,J. Brunson,1628973.0,4.0,,,,,,
466,PT09M51.00S,2021-11-07T02:23:32.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203471,8.623521681997373,53.92156862745098,1610612738,84,81,2021-11-07T02:25:11Z,4630000,-20.0,29.0,1,left,D. Schroder driving Layup (15 PTS),[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,3.47,Made,15.0,,,,,,,,,,,,,,,,,,
467,PT09M48.00S,2021-11-07T02:23:44.0Z,4,REGULAR,foul,personal,['2freethrow'],203471,,,1610612742,84,81,2021-11-07T02:23:51Z,4640000,,,0,,D. Schroder shooting personal FOUL (1 PF) (Porzingis 2 FT),"[203471, 204001]",1610612738.0,BOS,shooting,,,Schroder,D. Schroder,,,,,,,,1198.0,1.0,0.0,Porzingis,204001.0,,,,,,,,,,,,,
469,PT09M48.00S,2021-11-07T02:24:14.1Z,4,REGULAR,freethrow,1 of 2,[],204001,,,1610612742,85,81,2021-11-07T02:24:14Z,4660000,,,0,,K. Porzingis Free Throw 1 of 2 (14 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
470,PT09M48.00S,2021-11-07T02:24:14.8Z,4,REGULAR,substitution,out,[],1628373,,,1610612742,85,81,2021-11-07T02:24:20Z,4670000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT09M48.00S,2021-11-07T02:24:14.8Z,4,REGULAR,substitution,out,[],201143,,,1610612742,85,81,2021-11-07T02:24:20Z,4680000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT09M48.00S,2021-11-07T02:24:14.8Z,4,REGULAR,substitution,in,[],1629029,,,1610612742,85,81,2021-11-07T02:24:20Z,4690000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT09M48.00S,2021-11-07T02:24:14.8Z,4,REGULAR,substitution,in,[],1629057,,,1610612742,85,81,2021-11-07T02:24:20Z,4700000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT09M48.00S,2021-11-07T02:24:34.5Z,4,REGULAR,freethrow,2 of 2,[],204001,,,1610612742,86,81,2021-11-07T02:24:34Z,4710000,,,0,,K. Porzingis Free Throw 2 of 2 (15 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
475,PT09M30.00S,2021-11-07T02:24:56.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203471,8.623521681997373,54.65686274509803,1610612738,86,83,2021-11-07T02:25:16Z,4720000,-23.0,29.0,1,left,D. Schroder Layup (17 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,3.69,Made,17.0,,,,,,,,,,,,,,,,,,
476,PT09M09.00S,2021-11-07T02:25:16.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,81.2910643889619,48.28431372549019,1610612742,88,83,2021-11-07T02:25:22Z,4730000,-9.0,123.0,1,right,K. Porzingis 12' Jump Shot (17 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,12.37,Made,17.0,,,,,,,,,,,,,,,,,,
477,PT08M57.00S,2021-11-07T02:25:28.2Z,4,REGULAR,3pt,Jump Shot,[],1628369,19.793035479632064,91.66666666666666,1610612738,88,86,2021-11-07T02:25:33Z,4740000,-208.0,134.0,1,left,J. Tatum 24' 3PT  (28 PTS) (D. Schroder 4 AST),"[1628369, 203471]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.75,Made,28.0,,,,,,,,,,D. Schroder,203471.0,4.0,,,,,,
479,PT08M37.00S,2021-11-07T02:25:48.1Z,4,REGULAR,3pt,Jump Shot,[],204001,66.3107752956636,64.4607843137255,1610612742,88,86,2021-11-07T02:25:55Z,4760000,72.0,264.0,1,right,MISS K. Porzingis 27' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,27.39,Missed,,,,,,,,,,,,,,,,,,,
480,PT08M34.00S,2021-11-07T02:25:51.1Z,4,REGULAR,rebound,offensive,[],1629029,,,1610612742,88,86,2021-11-07T02:25:55Z,4770000,,,0,,L. Doncic REBOUND (Off:1 Def:7),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,479.0,8.0,7.0,1.0,,,,,,,,,
481,PT08M33.00S,2021-11-07T02:25:53.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203501,67.7562417871222,38.48039215686275,1610612742,88,86,2021-11-07T02:26:01Z,4780000,-58.0,251.0,1,right,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,,
482,PT08M33.00S,2021-11-07T02:25:53.4Z,4,REGULAR,rebound,offensive,[],204001,,,1610612742,88,86,2021-11-07T02:26:01Z,4790000,,,0,,K. Porzingis REBOUND (Off:3 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,481.0,5.0,2.0,3.0,,,,,,,,,
483,PT08M27.00S,2021-11-07T02:25:59.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203493,91.01511169513797,3.6764705882352944,1610612742,91,86,2021-11-07T02:26:04Z,4800000,-232.0,32.0,1,right,R. Bullock 3PT  (13 PTS) (J. Brunson 5 AST),"[203493, 1628973]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,23.38,Made,13.0,,,,,,,,,,J. Brunson,1628973.0,5.0,,,,,,
485,PT08M23.00S,2021-11-07T02:26:08.0Z,4,REGULAR,stoppage,other,[],0,,,1610612738,91,86,2021-11-07T02:26:08Z,4820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT08M14.00S,2021-11-07T02:26:29.3Z,4,REGULAR,3pt,Jump Shot,[],203471,12.828515111695138,3.1862745098039214,1610612738,91,86,2021-11-07T02:26:36Z,4830000,234.0,68.0,1,left,MISS D. Schroder 24' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,24.38,Missed,,,,,,,,,,,,,,,,,,,
487,PT08M11.00S,2021-11-07T02:26:32.3Z,4,REGULAR,rebound,defensive,[],204001,,,1610612742,91,86,2021-11-07T02:26:36Z,4840000,,,0,,K. Porzingis REBOUND (Off:3 Def:3),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,486.0,6.0,3.0,3.0,,,,,,,,,
488,PT08M07.00S,2021-11-07T02:26:37.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203501,92.46057818659659,46.568627450980394,1610612742,93,86,2021-11-07T02:26:45Z,4850000,-17.0,18.0,1,right,T. Hardaway Jr. running Layup (5 PTS) (K. Porzingis 2 AST),"[203501, 204001]",1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,2.52,Made,5.0,,,,,,,,,,K. Porzingis,204001.0,2.0,,,,,,
490,PT08M07.00S,2021-11-07T02:26:41.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,93,86,2021-11-07T02:26:41Z,4870000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT08M07.00S,2021-11-07T02:28:56.7Z,4,REGULAR,substitution,out,[],204001,,,1610612738,93,86,2021-11-07T02:29:20Z,4880000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT08M07.00S,2021-11-07T02:28:56.7Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,93,86,2021-11-07T02:29:20Z,4890000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT08M07.00S,2021-11-07T02:28:56.7Z,4,REGULAR,substitution,in,[],203939,,,1610612738,93,86,2021-11-07T02:29:20Z,4900000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT08M07.00S,2021-11-07T02:28:56.7Z,4,REGULAR,substitution,in,[],203935,,,1610612738,93,86,2021-11-07T02:29:20Z,4910000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT07M56.00S,2021-11-07T02:29:41.2Z,4,REGULAR,3pt,Jump Shot,[],1626196,20.97568988173456,7.8431372549019605,1610612738,93,86,2021-11-07T02:29:47Z,4920000,211.0,145.0,1,left,MISS J. Richardson 25' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,25.57,Missed,,,,,,,,,,,,,,,,,,,
496,PT07M53.00S,2021-11-07T02:29:44.2Z,4,REGULAR,rebound,defensive,[],1628973,,,1610612742,93,86,2021-11-07T02:29:47Z,4930000,,,0,,J. Brunson REBOUND (Off:0 Def:5),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,495.0,5.0,5.0,0.0,,,,,,,,,
497,PT07M36.00S,2021-11-07T02:30:01.8Z,4,REGULAR,2pt,Jump Shot,[],1629029,88.38699080157687,22.54901960784314,1610612742,93,86,2021-11-07T02:31:21Z,4940000,-137.0,57.0,1,right,MISS L. Doncic 14' turnaround fadeaway Shot,[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,14.85,Missed,,,,,,,,,,,,,,,,,,,
498,PT07M35.00S,2021-11-07T02:30:02.8Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,93,86,2021-11-07T02:30:05Z,4950000,,,0,,R. Williams III REBOUND (Off:3 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,497.0,7.0,4.0,3.0,,,,,,,,,
499,PT07M23.00S,2021-11-07T02:30:15.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,10.200394218134035,43.872549019607845,1610612738,93,88,2021-11-07T02:30:22Z,4960000,31.0,43.0,1,left,J. Tatum driving finger roll Layup (30 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,5.31,Made,30.0,,,,,,,,,,M. Smart,203935.0,5.0,,,,,,
501,PT06M56.00S,2021-11-07T02:30:41.5Z,4,REGULAR,3pt,Jump Shot,[],1629029,67.88764783180025,63.23529411764706,1610612742,96,88,2021-11-07T02:30:47Z,4980000,66.0,249.0,1,right,L. Doncic 25' 3PT step back (28 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,25.8,Made,28.0,,,,,,,,,,,,,,,,,,
502,PT06M46.00S,2021-11-07T02:30:53.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,7.835085413929041,52.20588235294118,1610612738,96,90,2021-11-07T02:31:04Z,4990000,-11.0,21.0,1,left,R. Williams III finger roll Layup (12 PTS) (D. Schroder 5 AST),"[1629057, 203471]",1610612738.0,BOS,finger roll,,,Williams III,R. Williams III,,,,,2.38,Made,12.0,,,,,,,,,,D. Schroder,203471.0,5.0,,,,,,
504,PT06M46.00S,2021-11-07T02:30:56.3Z,4,REGULAR,foul,personal,['1freethrow'],1629029,,,1610612738,96,90,2021-11-07T02:31:10Z,5010000,,,0,,L. Doncic shooting personal FOUL (4 PF) (Williams III 1 FT),"[1629029, 1629057]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,,,,1198.0,4.0,0.0,Williams III,1629057.0,,,,,,,,,,,,,
506,PT06M46.00S,2021-11-07T02:31:02.8Z,4,REGULAR,substitution,out,[],1628973,,,1610612738,96,90,2021-11-07T02:31:21Z,5030000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT06M46.00S,2021-11-07T02:31:02.8Z,4,REGULAR,substitution,in,[],1627827,,,1610612738,96,90,2021-11-07T02:31:21Z,5040000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT06M46.00S,2021-11-07T02:31:35.2Z,4,REGULAR,freethrow,1 of 1,[],1629057,,,1610612738,96,90,2021-11-07T02:31:38Z,5050000,,,0,,MISS R. Williams III Free Throw 1 of 1,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Missed,,,,,,,,,,,,,,,,,,,
509,PT06M42.00S,2021-11-07T02:31:39.2Z,4,REGULAR,rebound,defensive,[],203939,,,1610612742,96,90,2021-11-07T02:31:38Z,5060000,,,0,,D. Powell REBOUND (Off:0 Def:6),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,508.0,6.0,6.0,0.0,,,,,,,,,
510,PT06M27.00S,2021-11-07T02:31:52.6Z,4,REGULAR,turnover,bad pass,[],203493,,,1610612742,96,90,2021-11-07T02:31:56Z,5070000,,,0,,R. Bullock bad pass TURNOVER (1 TO),"[203493, 1629057]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,1.0,Williams III,1629057.0,
511,PT06M27.00S,2021-11-07T02:31:52.6Z,4,REGULAR,steal,,[],1629057,,,1610612738,96,90,2021-11-07T02:31:54Z,5080000,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT06M17.00S,2021-11-07T02:32:03.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203471,17.69053876478318,79.16666666666666,1610612738,96,90,2021-11-07T02:32:09Z,5090000,-146.0,114.0,1,left,MISS D. Schroder 18' pullup Shot,[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,18.5,Missed,,,,,,,,,,,,,,,,,,,
513,PT06M14.00S,2021-11-07T02:32:06.0Z,4,REGULAR,rebound,defensive,[],203493,,,1610612742,96,90,2021-11-07T02:32:09Z,5100000,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,512.0,2.0,2.0,0.0,,,,,,,,,
514,PT05M58.00S,2021-11-07T02:32:21.8Z,4,REGULAR,3pt,Jump Shot,[],1627827,70.64717477003943,75.49019607843137,1610612742,96,90,2021-11-07T02:32:28Z,5110000,127.0,223.0,1,right,MISS D. Finney-Smith 25' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,,
515,PT05M54.00S,2021-11-07T02:32:25.8Z,4,REGULAR,rebound,defensive,[],1626196,,,1610612738,96,90,2021-11-07T02:32:28Z,5120000,,,0,,J. Richardson REBOUND (Off:0 Def:2),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,514.0,2.0,2.0,0.0,,,,,,,,,
516,PT05M48.00S,2021-11-07T02:32:31.5Z,4,REGULAR,2pt,Jump Shot,[],1626196,8.229303547963205,66.42156862745098,1610612738,96,92,2021-11-07T02:32:42Z,5130000,-82.0,25.0,1,left,J. Richardson 8' Jump Shot (13 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,8.58,Made,13.0,,,,,,,,,,,,,,,,,,
517,PT05M34.00S,2021-11-07T02:32:49.8Z,4,REGULAR,violation,kicked ball,[],203935,,,1610612742,96,92,2021-11-07T02:32:56Z,5140000,,,0,,M. Smart kicked ball VIOLATION,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,1628951.0,,,,,,,,,,,,,,,,,
518,PT05M34.00S,2021-11-07T02:33:01.9Z,4,REGULAR,substitution,out,[],203501,,,1610612742,96,92,2021-11-07T02:33:05Z,5150000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT05M34.00S,2021-11-07T02:33:01.9Z,4,REGULAR,substitution,in,[],1628973,,,1610612742,96,92,2021-11-07T02:33:05Z,5160000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT05M24.00S,2021-11-07T02:33:16.2Z,4,REGULAR,turnover,bad pass,[],1629029,,,1610612742,96,92,2021-11-07T02:38:53Z,5165000,,,0,,L. Doncic bad pass TURNOVER (5 TO),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,5.0,,,
520,PT05M24.00S,2021-11-07T02:33:30.5Z,4,REGULAR,foul,personal,[],203939,,,1610612738,96,92,2021-11-07T02:38:53Z,5170000,,,0,,D. Powell loose ball personal FOUL (2 PF),"[203939, 1626196]",1610612742.0,DAL,loose ball,,,Powell,D. Powell,,,,,,,,1198.0,2.0,0.0,Richardson,1626196.0,,,,,,,,,,,,,
523,PT05M09.00S,2021-11-07T02:34:01.4Z,4,REGULAR,foul,offensive,[],1628369,,,1610612738,96,92,2021-11-07T02:34:11Z,5200000,,,0,,J. Tatum offensive FOUL (4 PF),"[1628369, 203939]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,1198.0,4.0,0.0,Powell,203939.0,,,,,,,,,,,,,
525,PT05M09.00S,2021-11-07T02:34:01.4Z,4,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,96,92,2021-11-07T02:34:01Z,5220000,,,0,,J. Tatum offensive foul TURNOVER (4 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,1198.0,,,,,,,,,,,,,,4.0,,,
526,PT04M46.00S,2021-11-07T02:34:48.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203493,90.09526938239159,4.166666666666666,1610612742,96,92,2021-11-07T02:34:54Z,5230000,-229.0,41.0,1,right,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
527,PT04M42.00S,2021-11-07T02:34:52.4Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,96,92,2021-11-07T02:34:54Z,5240000,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,526.0,9.0,9.0,0.0,,,,,,,,,
528,PT04M36.00S,2021-11-07T02:34:58.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,5.469776609724048,45.588235294117645,1610612738,96,94,2021-11-07T02:35:04Z,5250000,22.0,-1.0,1,left,R. Williams III alley-oop DUNK (14 PTS) (D. Schroder 6 AST),"[1629057, 203471]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,2.21,Made,14.0,,,,,,,,,,D. Schroder,203471.0,6.0,,,,,,
530,PT04M35.00S,2021-11-07T02:35:07.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,96,94,2021-11-07T02:35:07Z,5270000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT04M35.00S,2021-11-07T02:35:44.5Z,4,REGULAR,substitution,out,[],1627827,,,1610612742,96,94,2021-11-07T02:37:55Z,5280000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
