actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
639,PT01M41.00S,2021-12-22T03:48:08.6Z,4,REGULAR,rebound,defensive,[],1628373,,,1610612742,108,100,2021-12-22T03:48:09Z,6330000,,,0,,F. Ntilikina REBOUND (Off:1 Def:1),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,638.0,2.0,1.0,1.0,,,,,,,
640,PT01M23.00S,2021-12-22T03:48:28.7Z,4,REGULAR,2pt,Jump Shot,[],1628973,23.603810775295663,36.76470588235294,1610612742,108,100,2021-12-22T03:48:38Z,6340000,66.0,169.0,1,left,MISS J. Brunson 18' turnaround fadeaway Shot,[1628973],1610612742.0,DAL,turnaround fadeaway,,,Brunson,J. Brunson,,,,,,,,,,,,,18.19,Missed,,,,,,,,,,,
641,PT01M20.00S,2021-12-22T03:48:31.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,108,100,2021-12-22T03:48:38Z,6350000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,640.0,,,,,,,,,,
642,PT01M20.00S,2021-12-22T03:48:33.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,108,100,2021-12-22T03:48:33Z,6360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT01M16.00S,2021-12-22T03:48:54.6Z,4,REGULAR,turnover,out-of-bounds,[],1627827,,,1610612742,108,100,2021-12-22T03:52:57Z,6370000,,,0,,D. Finney-Smith bad pass out-of-bounds TURNOVER (3 TO),[1627827],1610612742.0,DAL,bad pass,,,Finney-Smith,D. Finney-Smith,,,,,3.0,,,2715.0,,,,,,,,,,,,,,,,,
644,PT01M11.00S,2021-12-22T03:49:06.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629669,92.59198423127464,48.77450980392157,1610612750,108,102,2021-12-22T03:49:24Z,6380000,-6.0,17.0,1,right,J. Nowell Layup (8 PTS) (D. Russell 12 AST),"[1629669, 1626156]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,1.82,Made,,,,,8.0,D. Russell,1626156.0,12.0,,,
646,PT01M11.00S,2021-12-22T03:49:07.9Z,4,REGULAR,foul,personal,['1freethrow'],1628973,,,1610612750,108,102,2021-12-22T03:49:17Z,6400000,,,0,,J. Brunson shooting personal FOUL (3 PF) (Nowell 1 FT),"[1628973, 1629669]",1610612742.0,DAL,shooting,,,Brunson,J. Brunson,,,,,,,,202026.0,3.0,0.0,Nowell,1629669.0,,,,,,,,,,,,,
648,PT01M11.00S,2021-12-22T03:49:41.7Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1629669,,,1610612750,108,102,2021-12-22T03:49:46Z,6420000,,,0,,MISS J. Nowell Free Throw 1 of 1,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,Missed,,,,,,,,,,,
649,PT01M08.00S,2021-12-22T03:49:44.7Z,4,REGULAR,rebound,defensive,[],1627737,,,1610612742,108,102,2021-12-22T03:49:46Z,6430000,,,0,,M. Chriss REBOUND (Off:1 Def:6),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,648.0,7.0,6.0,1.0,,,,,,,
650,PT01M03.00S,2021-12-22T03:49:53.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,108,102,2021-12-22T03:49:53Z,6440000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M49.30S,2021-12-22T03:51:46.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,6.521024967148489,53.67647058823529,1610612742,110,102,2021-12-22T03:54:42Z,6450000,-18.0,9.0,1,left,J. Brunson driving finger roll Layup (24 PTS),[1628973],1610612742.0,DAL,driving finger roll,,,Brunson,J. Brunson,,,,,,,,,,,,,2.04,Made,,,,,24.0,,,,,,
652,PT00M44.70S,2021-12-22T03:51:59.5Z,4,REGULAR,3pt,Jump Shot,[],1626156,76.42904073587385,87.00980392156863,1610612750,110,102,2021-12-22T03:52:07Z,6460000,185.0,169.0,1,right,MISS D. Russell 25' step back 3PT,[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,,,,,,,,,25.06,Missed,,,,,,,,,,,
653,PT00M41.60S,2021-12-22T03:52:02.6Z,4,REGULAR,rebound,defensive,[],1627737,,,1610612742,110,102,2021-12-22T03:52:07Z,6470000,,,0,,M. Chriss REBOUND (Off:1 Def:7),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,652.0,8.0,7.0,1.0,,,,,,,
654,PT00M41.10S,2021-12-22T03:52:04.5Z,4,REGULAR,foul,personal,[],1626157,,,1610612742,110,102,2021-12-22T03:52:20Z,6480000,,,0,,K. Towns take personal FOUL (3 PF),"[1626157, 1627737]",1610612750.0,MIN,take,,,Towns,K. Towns,,,,,,,,2715.0,3.0,0.0,Chriss,1627737.0,,,,,,,,,,,,,
656,PT00M31.50S,2021-12-22T03:52:33.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612742,110,102,2021-12-22T03:52:40Z,6500000,,,0,,J. McDaniels take personal FOUL (3 PF) (Brunson 2 FT),"[1630183, 1628973]",1610612750.0,MIN,take,,,McDaniels,J. McDaniels,,,,,,,,1628951.0,3.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,
658,PT00M31.50S,2021-12-22T03:53:03.6Z,4,REGULAR,freethrow,1 of 2,[],1628973,,,1610612742,111,102,2021-12-22T03:53:03Z,6520000,,,0,,J. Brunson Free Throw 1 of 2 (25 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,Made,,,,,25.0,,,,,,
659,PT00M31.50S,2021-12-22T03:53:21.0Z,4,REGULAR,freethrow,2 of 2,[],1628973,,,1610612742,112,102,2021-12-22T03:53:21Z,6530000,,,0,,J. Brunson Free Throw 2 of 2 (26 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,Made,,,,,26.0,,,,,,
660,PT00M31.50S,2021-12-22T03:53:23.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612750,112,102,2021-12-22T03:53:23Z,6540000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M31.50S,2021-12-22T03:54:26.4Z,4,REGULAR,memo,,[],0,,,1610612750,112,102,2021-12-22T03:54:26Z,6550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S. Brown season high rebounds (was 8)
662,PT00M30.70S,2021-12-22T03:55:08.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,112,102,2021-12-22T03:55:08Z,6560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M30.70S,2021-12-22T03:55:30.4Z,4,REGULAR,turnover,out-of-bounds,[],1626156,,,1610612750,112,102,2021-12-22T03:56:13Z,6570000,,,0,,D. Russell bad pass out-of-bounds TURNOVER (3 TO),[1626156],1610612750.0,MIN,bad pass,,,Russell,D. Russell,,,,,3.0,,,1628951.0,,,,,,,,,,,,,,,,,
664,PT00M25.40S,2021-12-22T03:55:50.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612742,112,102,2021-12-22T03:55:58Z,6580000,,,0,,J. McDaniels personal FOUL (4 PF) (Brunson 2 FT),"[1630183, 1628973]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,2715.0,4.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,
666,PT00M25.40S,2021-12-22T03:56:21.7Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628973,,,1610612742,113,102,2021-12-22T03:56:21Z,6600000,,,0,,J. Brunson Free Throw 1 of 2 (27 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,Made,,,,,27.0,,,,,,
667,PT00M25.40S,2021-12-22T03:56:40.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628973,,,1610612742,114,102,2021-12-22T03:56:40Z,6610000,,,0,,J. Brunson Free Throw 2 of 2 (28 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,Made,,,,,28.0,,,,,,
668,PT00M20.00S,2021-12-22T03:56:49.1Z,4,REGULAR,3pt,Jump Shot,[],1627736,76.16622864651774,10.294117647058822,1610612750,114,102,2021-12-22T03:56:59Z,6620000,-199.0,172.0,1,right,MISS M. Beasley 26' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,26.23,Missed,,,,,,,,,,,
669,PT00M17.00S,2021-12-22T03:56:52.1Z,4,REGULAR,rebound,defensive,[],1628425,,,1610612742,114,102,2021-12-22T03:56:59Z,6630000,,,0,,S. Brown REBOUND (Off:2 Def:9),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,668.0,11.0,9.0,2.0,,,,,,,
670,PT00M01.40S,2021-12-22T03:57:40.2Z,4,REGULAR,memo,,[],0,,,1610612742,114,102,2021-12-22T03:57:40Z,6640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russell season high assists (was 11)
671,PT00M00.00S,2021-12-22T03:57:41.6Z,4,REGULAR,period,end,[],0,,,1610612742,114,102,2021-12-22T03:57:41Z,6650000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M00.00S,2021-12-22T03:58:34.1Z,4,REGULAR,game,end,[],0,,,0,114,102,2021-12-22T03:58:34Z,6660000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
