actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
626,PT01M58.00S,2022-03-10T02:47:22.2Z,4,REGULAR,rebound,defensive,[],202687,,,1610612756,84,109,2022-03-10T02:47:24Z,6160000,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,625.0,1.0,1.0,0.0,,,,,,,,,,,
627,PT01M44.00S,2022-03-10T02:47:36.2Z,4,REGULAR,3pt,Jump Shot,[],1630688,93.9060446780552,95.34313725490196,1610612756,84,109,2022-03-10T02:47:41Z,6170000,227.0,5.0,1,right,MISS I. Wainright 3PT,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,22.68,Missed,,,,,,,,,,,,,,,
628,PT01M41.00S,2022-03-10T02:47:39.2Z,4,REGULAR,rebound,defensive,[],1630209,,,1610612748,84,109,2022-03-10T02:47:41Z,6180000,,,0,,O. Yurtseven REBOUND (Off:0 Def:3),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,627.0,3.0,3.0,0.0,,,,,,,,,,,
629,PT01M27.00S,2022-03-10T02:47:53.3Z,4,REGULAR,3pt,Jump Shot,[],1629130,31.225361366622867,71.32352941176471,1610612748,87,109,2022-03-10T02:47:59Z,6190000,-107.0,241.0,1,left,D. Robinson 26' 3PT  (22 PTS) (O. Yurtseven 1 AST),"[1629130, 1630209]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,26.35,Made,,,,,,22.0,O. Yurtseven,1630209.0,1.0,,,,,,
631,PT01M14.00S,2022-03-10T02:48:12.4Z,4,REGULAR,turnover,out-of-bounds,[],203901,,,1610612756,87,109,2022-03-10T02:48:17Z,6210000,,,0,,E. Payton step out-of-bounds TURNOVER (1 TO),[203901],1610612756.0,PHX,step,,,Payton,E. Payton,,,,,1.0,,,,,,,,,2534.0,,,,,,,,,,
632,PT01M09.00S,2022-03-10T02:48:25.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202687,,,1610612748,87,109,2022-03-10T02:48:37Z,6220000,,,0,,B. Biyombo personal FOUL (1 PF) (Yurtseven 2 FT),"[202687, 1630209]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,2534.0,,,,,1.0,0.0,Yurtseven,1630209.0,,
634,PT01M09.00S,2022-03-10T02:48:44.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630209,,,1610612748,87,109,2022-03-10T02:48:44Z,6240000,,,0,,MISS O. Yurtseven Free Throw 1 of 2,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,Missed,,,,,,,,,,,,,,,
635,PT01M09.00S,2022-03-10T02:48:44.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,87,109,2022-03-10T02:48:44Z,6250000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,634.0,,,,,,,,,,,,,,
636,PT01M09.00S,2022-03-10T02:48:59.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630209,,,1610612748,88,109,2022-03-10T02:48:59Z,6260000,,,0,,O. Yurtseven Free Throw 2 of 2 (5 PTS),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,Made,,,,,,5.0,,,,,,,,,
637,PT00M55.50S,2022-03-10T02:49:16.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202687,93.64323258869908,41.42156862745098,1610612756,88,111,2022-03-10T02:49:40Z,6270000,-43.0,7.0,1,right,B. Biyombo turnaround Hook (2 PTS),[202687],1610612756.0,PHX,turnaround,,,Biyombo,B. Biyombo,,,,,,,,4.35,Made,,,,,,2.0,,,,,,,,,
639,PT00M46.00S,2022-03-10T02:49:28.1Z,4,REGULAR,turnover,bad pass,[],1629312,,,1610612748,88,111,2022-03-10T02:49:32Z,6290000,,,0,,H. Highsmith bad pass TURNOVER (1 TO),"[1629312, 1630688]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,1.0,Wainright,1630688.0,,,,,,,,,,,,,,,,,
640,PT00M46.00S,2022-03-10T02:49:28.1Z,4,REGULAR,steal,,[],1630688,,,1610612756,88,111,2022-03-10T02:49:30Z,6300000,,,0,,I. Wainright STEAL (1 STL),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M28.30S,2022-03-10T02:49:45.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203901,90.3580814717477,69.36274509803921,1610612756,88,111,2022-03-10T02:49:59Z,6310000,97.0,38.0,1,right,MISS E. Payton 10' pullup Shot,[203901],1610612756.0,PHX,pullup,,,Payton,E. Payton,,,,,,,,10.4,Missed,,,,,,,,,,,,,,,
642,PT00M26.10S,2022-03-10T02:49:47.8Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,88,111,2022-03-10T02:49:59Z,6320000,,,0,,D. Robinson REBOUND (Off:0 Def:3),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,641.0,3.0,3.0,0.0,,,,,,,,,,,
643,PT00M18.10S,2022-03-10T02:49:56.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630209,6.258212877792378,50.0,1610612748,90,111,2022-03-10T02:50:04Z,6330000,0.0,6.0,1,left,O. Yurtseven cutting DUNK (7 PTS) (D. Robinson 2 AST),"[1630209, 1629130]",1610612748.0,MIA,cutting,,,Yurtseven,O. Yurtseven,,,,,,,,0.63,Made,,,,,,7.0,D. Robinson,1629130.0,2.0,,,,,,
645,PT00M00.00S,2022-03-10T02:50:18.9Z,4,REGULAR,period,end,[],0,,,1610612756,90,111,2022-03-10T02:50:18Z,6350000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M00.00S,2022-03-10T02:50:22.9Z,4,REGULAR,game,end,[],0,,,0,90,111,2022-03-10T02:50:22Z,6360000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
