actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
537,PT09M14.00S,2021-12-22T02:23:22.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,106,76,2021-12-22T02:23:22Z,5320000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT08M52.00S,2021-12-22T02:26:59.2Z,4,REGULAR,turnover,traveling,[],1628470,,,1610612754,106,76,2021-12-22T02:27:11Z,5330000,,,0,,T. Craig traveling TURNOVER (1 TO),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,1.0,200832.0,,,,,,,,
539,PT08M34.00S,2021-12-22T02:27:26.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630209,94.95729303547962,65.68627450980392,1610612748,106,76,2021-12-22T02:27:30Z,5340000,78.0,-5.0,1,right,MISS O. Yurtseven 7' turnaround fadeaway Shot,[1630209],1610612748.0,MIA,turnaround fadeaway,,,Yurtseven,O. Yurtseven,,,,,7.86,Missed,,,,,,,,,,,,,,,,,,
540,PT08M31.00S,2021-12-22T02:27:29.4Z,4,REGULAR,rebound,defensive,[],1629052,,,1610612754,106,76,2021-12-22T02:27:30Z,5350000,,,0,,O. Brissett REBOUND (Off:1 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,539.0,2.0,1.0,1.0,,,,,,,,,,,,,
541,PT08M25.00S,2021-12-22T02:27:35.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,7.046649145860711,54.90196078431373,1610612754,106,76,2021-12-22T02:27:43Z,5360000,-25.0,14.0,1,left,MISS O. Brissett driving Layup,[1629052],1610612754.0,IND,driving,,,Brissett,O. Brissett,,,,,2.81,Missed,,,,,,,,,,,,,,,,,,
542,PT08M18.00S,2021-12-22T02:27:41.8Z,4,REGULAR,rebound,offensive,[],1630543,,,1610612754,106,76,2021-12-22T02:27:41Z,5370000,,,0,,I. Jackson REBOUND (Off:1 Def:0),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,541.0,1.0,0.0,1.0,,,,,,,,,,,,,
543,PT08M18.00S,2021-12-22T02:27:41.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630543,5.590000152587891,50.0,1610612754,106,78,2021-12-22T02:27:41Z,5380000,0.0,0.0,1,left,I. Jackson tip Layup (2 PTS),[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
544,PT08M13.00S,2021-12-22T02:27:47.6Z,4,REGULAR,3pt,Jump Shot,[],1629639,67.88764783180025,63.970588235294116,1610612748,106,78,2021-12-22T02:27:56Z,5390000,70.0,249.0,1,right,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,
545,PT08M10.00S,2021-12-22T02:27:50.6Z,4,REGULAR,rebound,defensive,[],1629052,,,1610612754,106,78,2021-12-22T02:27:56Z,5400000,,,0,,O. Brissett REBOUND (Off:1 Def:2),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,544.0,3.0,2.0,1.0,,,,,,,,,,,,,
546,PT07M58.00S,2021-12-22T02:28:02.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,6.389618922470433,52.20588235294118,1610612754,106,78,2021-12-22T02:28:06Z,5410000,-11.0,8.0,1,left,MISS T. Craig driving Layup,[1628470],1610612754.0,IND,driving,,,Craig,T. Craig,,,,,1.34,Missed,,,,,,,,,,,,,,,,,,
547,PT07M56.00S,2021-12-22T02:28:04.4Z,4,REGULAR,rebound,defensive,[],1630209,,,1610612748,106,78,2021-12-22T02:28:06Z,5420000,,,0,,O. Yurtseven REBOUND (Off:6 Def:5),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,546.0,11.0,5.0,6.0,,,,,,,,,,,,,
548,PT07M36.00S,2021-12-22T02:28:24.8Z,4,REGULAR,3pt,Jump Shot,[],1629644,95.6143232588699,95.83333333333334,1610612748,109,78,2021-12-22T02:28:31Z,5430000,229.0,-11.0,1,right,K. Okpala 3PT  (10 PTS) (T. Herro 5 AST),"[1629644, 1629639]",1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,22.95,Made,10.0,,,,,T. Herro,1629639.0,5.0,,,,,,,,,,
550,PT07M23.00S,2021-12-22T02:28:37.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202954,11.645860709592641,43.627450980392155,1610612754,109,78,2021-12-22T02:28:44Z,5450000,32.0,57.0,1,left,MISS B. Wanamaker 6' driving floating Shot,[202954],1610612754.0,IND,driving floating,,,Wanamaker,B. Wanamaker,,,,,6.53,Missed,,,,,,,,,,,,,,,,,,
551,PT07M20.00S,2021-12-22T02:28:40.8Z,4,REGULAR,rebound,defensive,[],1630209,,,1610612748,109,78,2021-12-22T02:28:44Z,5460000,,,0,,O. Yurtseven REBOUND (Off:6 Def:6),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,550.0,12.0,6.0,6.0,,,,,,,,,,,,,
552,PT07M16.00S,2021-12-22T02:28:44.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629644,93.77463863337714,50.98039215686274,1610612748,111,78,2021-12-22T02:28:50Z,5470000,5.0,6.0,1,right,K. Okpala driving Layup (12 PTS) (G. Vincent 2 AST),"[1629644, 1629216]",1610612748.0,MIA,driving,,,Okpala,K. Okpala,,,,,0.77,Made,12.0,,,,,G. Vincent,1629216.0,2.0,,,,,,,,,,
554,PT07M16.00S,2021-12-22T02:28:56.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,111,78,2021-12-22T02:28:56Z,5490000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT07M16.00S,2021-12-22T02:28:57.9Z,4,REGULAR,substitution,out,[],1629639,,,1610612754,111,78,2021-12-22T02:31:30Z,5500000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
556,PT07M16.00S,2021-12-22T02:28:57.9Z,4,REGULAR,substitution,out,[],1628470,,,1610612754,111,78,2021-12-22T02:31:30Z,5510000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
557,PT07M16.00S,2021-12-22T02:28:57.9Z,4,REGULAR,substitution,out,[],1629103,,,1610612754,111,78,2021-12-22T02:31:30Z,5520000,,,0,,SUB out: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,
558,PT07M16.00S,2021-12-22T02:28:57.9Z,4,REGULAR,substitution,in,[],1630585,,,1610612754,111,78,2021-12-22T02:31:30Z,5530000,,,0,,SUB in: M. Garrett,[1630585],1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,,,,,,,,,,,,,,,,,,,,
559,PT07M16.00S,2021-12-22T02:28:57.9Z,4,REGULAR,substitution,in,[],203087,,,1610612754,111,78,2021-12-22T02:31:30Z,5540000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,
560,PT07M16.00S,2021-12-22T02:28:57.9Z,4,REGULAR,substitution,in,[],1629048,,,1610612754,111,78,2021-12-22T02:31:30Z,5550000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,
561,PT06M53.00S,2021-12-22T02:32:31.4Z,4,REGULAR,3pt,Jump Shot,[],1629048,32.14520367936925,49.26470588235294,1610612754,111,78,2021-12-22T02:32:37Z,5560000,4.0,250.0,1,left,MISS G. Bitadze 24' 3PT,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,
562,PT06M50.00S,2021-12-22T02:32:34.4Z,4,REGULAR,rebound,defensive,[],1630209,,,1610612748,111,78,2021-12-22T02:32:37Z,5570000,,,0,,O. Yurtseven REBOUND (Off:6 Def:7),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,561.0,13.0,7.0,6.0,,,,,,,,,,,,,
563,PT06M38.00S,2021-12-22T02:32:55.0Z,4,REGULAR,foul,offensive,[],1630209,,,1610612748,111,78,2021-12-22T02:33:07Z,5580000,,,0,,O. Yurtseven charge offensive FOUL (5 PF),"[1630209, 1629048]",1610612748.0,MIA,charge,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,201640.0,5.0,0.0,Bitadze,1629048.0,,,,
565,PT06M38.00S,2021-12-22T02:32:55.0Z,4,REGULAR,turnover,offensive foul,[],1630209,,,1610612748,111,78,2021-12-22T02:32:55Z,5600000,,,0,,O. Yurtseven offensive foul TURNOVER (2 TO),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,2.0,201640.0,,,,,,,,
566,PT06M26.00S,2021-12-22T02:33:14.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629052,9.149145860709593,96.07843137254902,1610612754,111,81,2021-12-22T02:33:18Z,5610000,-230.0,34.0,1,left,O. Brissett 3PT  (5 PTS) (B. Wanamaker 4 AST),"[1629052, 202954]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,23.28,Made,5.0,,,,,B. Wanamaker,202954.0,4.0,,,,,,,,,,
568,PT06M14.00S,2021-12-22T02:33:25.6Z,4,REGULAR,3pt,Jump Shot,[],1630209,68.28186596583443,57.59803921568627,1610612748,111,81,2021-12-22T02:33:33Z,5630000,38.0,246.0,1,right,MISS O. Yurtseven 24' 3PT,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,24.86,Missed,,,,,,,,,,,,,,,,,,
569,PT06M08.00S,2021-12-22T02:33:31.6Z,4,REGULAR,rebound,defensive,[],203087,,,1610612754,111,81,2021-12-22T02:33:33Z,5640000,,,0,,J. Lamb REBOUND (Off:1 Def:2),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,568.0,3.0,2.0,1.0,,,,,,,,,,,,,
570,PT05M58.00S,2021-12-22T02:33:42.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203087,7.178055190538765,35.294117647058826,1610612754,111,81,2021-12-22T02:33:46Z,5650000,74.0,15.0,1,left,MISS J. Lamb 7' driving floating bank Shot,[203087],1610612754.0,IND,driving floating bank,,,Lamb,J. Lamb,,,,,7.5,Missed,,,,,,,,,,,,,,,,,,
571,PT05M58.00S,2021-12-22T02:33:46.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,111,81,2021-12-22T02:33:46Z,5660000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,570.0,,,,,,,,,,,,,,,,
572,PT05M58.00S,2021-12-22T02:33:47.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,111,81,2021-12-22T02:33:47Z,5670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT05M52.00S,2021-12-22T02:34:11.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629052,19.267411300919843,62.00980392156863,1610612754,111,83,2021-12-22T02:34:18Z,5680000,-60.0,129.0,1,left,O. Brissett 14' driving floating Jump Shot (7 PTS),[1629052],1610612754.0,IND,driving floating,,,Brissett,O. Brissett,,,,,14.19,Made,7.0,,,,,,,,,,,,,,,,,
574,PT05M52.00S,2021-12-22T02:34:17.3Z,4,REGULAR,foul,personal,['1freethrow'],1630209,,,1610612754,111,83,2021-12-22T02:34:24Z,5690000,,,0,,O. Yurtseven shooting personal FOUL (6 PF) (Brissett 1 FT),"[1630209, 1629052]",1610612748.0,MIA,shooting,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,200832.0,6.0,0.0,Brissett,1629052.0,,,,
576,PT05M52.00S,2021-12-22T02:34:34.4Z,4,REGULAR,substitution,out,[],1630209,,,1610612754,111,83,2021-12-22T02:35:29Z,5710000,,,0,,SUB out: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
577,PT05M52.00S,2021-12-22T02:34:34.4Z,4,REGULAR,substitution,in,[],2617,,,1610612754,111,83,2021-12-22T02:35:29Z,5720000,,,0,,SUB in: U. Haslem,[2617],1610612748.0,MIA,,,,Haslem,U. Haslem,,,,,,,,,,,,,,,,,,,,,,,,
578,PT05M52.00S,2021-12-22T02:34:54.3Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1629052,,,1610612754,111,84,2021-12-22T02:34:54Z,5730000,,,0,,O. Brissett Free Throw 1 of 1 (8 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
579,PT05M34.00S,2021-12-22T02:35:12.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629644,93.77463863337714,49.26470588235294,1610612748,113,84,2021-12-22T02:35:22Z,5740000,-4.0,6.0,1,right,K. Okpala reverse DUNK (14 PTS) (M. Strus 3 AST),"[1629644, 1629622]",1610612748.0,MIA,reverse,,,Okpala,K. Okpala,,,,,0.7,Made,14.0,,,,,M. Strus,1629622.0,3.0,,,,,,,,,,
581,PT05M24.00S,2021-12-22T02:35:23.0Z,4,REGULAR,turnover,lost ball,[],1629052,,,1610612754,113,84,2021-12-22T02:36:31Z,5760000,,,0,,O. Brissett lost ball TURNOVER (1 TO),"[1629052, 1629216]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,1.0,,,,,,,,Vincent,1629216.0
582,PT05M24.00S,2021-12-22T02:35:23.0Z,4,REGULAR,steal,,[],1629216,,,1610612748,113,84,2021-12-22T02:36:31Z,5770000,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
583,PT05M16.00S,2021-12-22T02:35:32.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],2617,93.9060446780552,87.25490196078431,1610612748,113,84,2021-12-22T02:35:36Z,5780000,186.0,5.0,1,right,MISS U. Haslem 18' Jump Shot,[2617],1610612748.0,MIA,,,,Haslem,U. Haslem,,,,,18.64,Missed,,,,,,,,,,,,,,,,,,
584,PT05M12.00S,2021-12-22T02:35:36.0Z,4,REGULAR,rebound,defensive,[],1630543,,,1610612754,113,84,2021-12-22T02:35:36Z,5790000,,,0,,I. Jackson REBOUND (Off:1 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,583.0,2.0,1.0,1.0,,,,,,,,,,,,,
585,PT05M10.00S,2021-12-22T02:35:50.5Z,4,REGULAR,foul,personal,[],1630585,,,1610612754,113,84,2021-12-22T02:35:57Z,5800000,,,0,,M. Garrett personal FOUL (1 PF),"[1630585, 202954]",1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Wanamaker,202954.0,,,,
587,PT05M02.00S,2021-12-22T02:36:01.6Z,4,REGULAR,2pt,Jump Shot,[],202954,23.47240473061761,25.98039215686275,1610612754,113,84,2021-12-22T02:36:07Z,5820000,120.0,168.0,1,left,MISS B. Wanamaker 20' Jump Shot,[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,20.66,Missed,,,,,,,,,,,,,,,,,,
588,PT04M59.00S,2021-12-22T02:36:04.9Z,4,REGULAR,rebound,offensive,[],1629052,,,1610612754,113,84,2021-12-22T02:36:04Z,5830000,,,0,,O. Brissett REBOUND (Off:2 Def:2),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,587.0,4.0,2.0,2.0,,,,,,,,,,,,,
589,PT04M56.00S,2021-12-22T02:36:08.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203087,17.559132720105126,48.77450980392157,1610612754,113,84,2021-12-22T02:36:13Z,5840000,6.0,113.0,1,left,MISS J. Lamb 11' driving floating Shot,[203087],1610612754.0,IND,driving floating,,,Lamb,J. Lamb,,,,,11.28,Missed,,,,,,,,,,,,,,,,,,
590,PT04M52.00S,2021-12-22T02:36:12.3Z,4,REGULAR,rebound,defensive,[],1629622,,,1610612748,113,84,2021-12-22T02:36:13Z,5850000,,,0,,M. Strus REBOUND (Off:2 Def:5),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,589.0,7.0,5.0,2.0,,,,,,,,,,,,,
591,PT04M46.00S,2021-12-22T02:36:21.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,113,84,2021-12-22T02:36:21Z,5860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT04M43.00S,2021-12-22T02:36:36.9Z,4,REGULAR,3pt,Jump Shot,[],1629622,94.95729303547962,94.85294117647058,1610612748,113,84,2021-12-22T02:36:40Z,5870000,224.0,-5.0,1,right,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,22.44,Missed,,,,,,,,,,,,,,,,,,
593,PT04M41.00S,2021-12-22T02:36:38.9Z,4,REGULAR,rebound,defensive,[],203087,,,1610612754,113,84,2021-12-22T02:36:40Z,5880000,,,0,,J. Lamb REBOUND (Off:1 Def:3),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,592.0,4.0,3.0,1.0,,,,,,,,,,,,,
594,PT04M30.00S,2021-12-22T02:36:49.1Z,4,REGULAR,3pt,Jump Shot,[],1629048,32.276609724047304,37.254901960784316,1610612754,113,84,2021-12-22T02:36:52Z,5890000,64.0,251.0,1,left,MISS G. Bitadze 25' 3PT,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,
595,PT04M28.00S,2021-12-22T02:36:51.1Z,4,REGULAR,rebound,defensive,[],1629216,,,1610612748,113,84,2021-12-22T02:36:52Z,5900000,,,0,,G. Vincent REBOUND (Off:1 Def:2),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,594.0,3.0,2.0,1.0,,,,,,,,,,,,,
596,PT04M14.00S,2021-12-22T02:37:05.3Z,4,REGULAR,3pt,Jump Shot,[],1629216,65.25952693823915,38.48039215686275,1610612748,116,84,2021-12-22T02:37:11Z,5910000,-58.0,274.0,1,right,G. Vincent 28' 3PT  (13 PTS) (M. Strus 4 AST),"[1629216, 1629622]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,28.01,Made,13.0,,,,,M. Strus,1629622.0,4.0,,,,,,,,,,
598,PT04M00.00S,2021-12-22T02:37:22.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629052,7.835085413929041,50.98039215686274,1610612754,116,86,2021-12-22T02:37:29Z,5930000,-5.0,21.0,1,left,O. Brissett driving Hook (10 PTS),[1629052],1610612754.0,IND,driving,,,Brissett,O. Brissett,,,,,2.17,Made,10.0,,,,,,,,,,,,,,,,,
599,PT04M00.00S,2021-12-22T02:37:25.6Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630585,,,1610612754,116,86,2021-12-22T02:37:32Z,5940000,,,0,,M. Garrett shooting personal FOUL (2 PF) (Brissett 1 FT),"[1630585, 1629052]",1610612748.0,MIA,shooting,,,Garrett,M. Garrett,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Brissett,1629052.0,,,,
601,PT04M00.00S,2021-12-22T02:37:49.9Z,4,REGULAR,freethrow,1 of 1,[],1629052,,,1610612754,116,87,2021-12-22T02:37:49Z,5960000,,,0,,O. Brissett Free Throw 1 of 1 (11 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
602,PT03M55.00S,2021-12-22T02:38:03.0Z,4,REGULAR,foul,personal,[],202954,,,1610612748,116,87,2021-12-22T02:38:17Z,5970000,,,0,,B. Wanamaker personal FOUL (3 PF),"[202954, 1629216]",1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,201640.0,3.0,0.0,Vincent,1629216.0,,,,
604,PT03M36.00S,2021-12-22T02:38:36.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2617,87.33574244415243,49.01960784313725,1610612748,116,87,2021-12-22T02:38:51Z,5990000,-5.0,67.0,1,right,MISS U. Haslem 6' floating Shot,[2617],1610612748.0,MIA,floating,,,Haslem,U. Haslem,,,,,6.67,Missed,,,,,,,,,,,,,,,,,,
605,PT03M32.00S,2021-12-22T02:38:40.7Z,4,REGULAR,rebound,defensive,[],1629052,,,1610612754,116,87,2021-12-22T02:38:44Z,6000000,,,0,,O. Brissett REBOUND (Off:2 Def:3),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,604.0,5.0,3.0,2.0,,,,,,,,,,,,,
606,PT03M29.00S,2021-12-22T02:38:43.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629052,26.757555847568987,81.61764705882352,1610612754,116,90,2021-12-22T02:39:02Z,6010000,-158.0,199.0,1,left,O. Brissett 25' 3PT pullup (14 PTS),[1629052],1610612754.0,IND,pullup,,,Brissett,O. Brissett,,,,,25.42,Made,14.0,,,,,,,,,,,,,,,,,
607,PT03M06.00S,2021-12-22T02:39:07.2Z,4,REGULAR,3pt,Jump Shot,[],1629622,66.83639947437582,52.20588235294118,1610612748,116,90,2021-12-22T02:39:12Z,6020000,11.0,259.0,1,right,MISS M. Strus 25' step back 3PT,[1629622],1610612748.0,MIA,step back,,,Strus,M. Strus,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,
608,PT03M04.00S,2021-12-22T02:39:09.2Z,4,REGULAR,rebound,defensive,[],1630543,,,1610612754,116,90,2021-12-22T02:39:12Z,6030000,,,0,,I. Jackson REBOUND (Off:1 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,607.0,3.0,2.0,1.0,,,,,,,,,,,,,
609,PT02M51.00S,2021-12-22T02:39:21.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203087,7.178055190538765,54.65686274509803,1610612754,116,90,2021-12-22T02:39:27Z,6040000,-23.0,15.0,1,left,MISS J. Lamb Layup,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,2.77,Missed,,,,,,,,,,,,,,,,,,
610,PT02M49.00S,2021-12-22T02:39:23.8Z,4,REGULAR,rebound,offensive,[],1630543,,,1610612754,116,90,2021-12-22T02:39:27Z,6050000,,,0,,I. Jackson REBOUND (Off:2 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,609.0,4.0,2.0,2.0,,,,,,,,,,,,,
611,PT02M47.00S,2021-12-22T02:39:25.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630543,9.806176084099869,57.84313725490197,1610612754,116,90,2021-12-22T02:40:10Z,6060000,-39.0,40.0,1,left,MISS I. Jackson floating Shot,[1630543],1610612754.0,IND,floating,,,Jackson,I. Jackson,,,,,5.58,Missed,,,,,,,,,,,,,,,,,,
612,PT02M47.00S,2021-12-22T02:39:25.9Z,4,REGULAR,rebound,defensive,[],2617,,,1610612748,116,90,2021-12-22T02:39:38Z,6070000,,,0,,U. Haslem REBOUND (Off:0 Def:1),[2617],1610612748.0,MIA,,,,Haslem,U. Haslem,,,,,,,,611.0,1.0,1.0,0.0,,,,,,,,,,,,,
613,PT02M37.00S,2021-12-22T02:39:36.5Z,4,REGULAR,3pt,Jump Shot,[],1629622,93.11760840998686,95.09803921568627,1610612748,116,90,2021-12-22T02:42:04Z,6080000,225.0,12.0,1,right,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,22.58,Missed,,,,,,,,,,,,,,,,,,
614,PT02M31.00S,2021-12-22T02:39:42.5Z,4,REGULAR,rebound,offensive,[],1630585,,,1610612748,116,90,2021-12-22T02:41:42Z,6090000,,,0,,M. Garrett REBOUND (Off:2 Def:2),[1630585],1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,,,,613.0,4.0,2.0,2.0,,,,,,,,,,,,,
615,PT02M28.00S,2021-12-22T02:40:19.6Z,4,REGULAR,jumpball,recovered,[],1629048,,,1610612748,116,90,2021-12-22T02:40:19Z,6100000,,,0,,Jump Ball I. Jackson vs. M. Garrett: Tip to G. Bitadze,"[1629048, 1630543, 1630585]",1610612754.0,IND,heldball,G. Bitadze,1629048.0,Bitadze,G. Bitadze,Jackson,1630543.0,Garrett,1630585.0,,,,,,,,,,,,,,,,,,,,
618,PT02M28.00S,2021-12-22T02:40:19.6Z,4,REGULAR,turnover,lost ball,[],1630585,,,1610612748,116,90,2021-12-22T02:40:19Z,6130000,,,0,,M. Garrett lost ball TURNOVER (1 TO),"[1630585, 1630543]",1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,,,,,,,,,,,1.0,,,,,,,,Jackson,1630543.0
619,PT02M28.00S,2021-12-22T02:40:19.6Z,4,REGULAR,steal,,[],1630543,,,1610612754,116,90,2021-12-22T02:40:19Z,6140000,,,0,,I. Jackson STEAL (1 STL),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
620,PT02M24.00S,2021-12-22T02:40:26.4Z,4,REGULAR,turnover,out-of-bounds,[],202954,,,1610612754,116,90,2021-12-22T02:40:33Z,6150000,,,0,,B. Wanamaker bad pass out-of-bounds TURNOVER (3 TO),[202954],1610612754.0,IND,bad pass,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,3.0,201640.0,,,,,,,,
621,PT02M24.00S,2021-12-22T02:40:37.1Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,116,90,2021-12-22T02:40:41Z,6160000,,,0,,TEAM delay-of-game VIOLATION,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,202007.0,,,,,,,,
622,PT02M09.00S,2021-12-22T02:40:53.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629622,91.27792378449409,50.49019607843137,1610612748,118,90,2021-12-22T02:41:01Z,6170000,2.0,29.0,1,right,M. Strus driving finger roll Layup (18 PTS) (K. Okpala 1 AST),"[1629622, 1629644]",1610612748.0,MIA,driving finger roll,,,Strus,M. Strus,,,,,2.96,Made,18.0,,,,,K. Okpala,1629644.0,1.0,,,,,,,,,,
624,PT02M09.00S,2021-12-22T02:41:05.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,118,90,2021-12-22T02:41:05Z,6190000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
