actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
426,PT07M29.00S,2024-02-15T02:33:31.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629673,92.9862023653088,45.83333333333333,1610612764,78,77,2024-02-15T02:33:55Z,4150000,False,-21.0,13.0,1,right,J. Poole putback Layup (10 PTS),[1629673],1610612764.0,WAS,putback,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,2.47,Made,,,,,10.0,,,,,,,,,,,,,
427,PT07M20.00S,2024-02-15T02:33:41.3Z,3,REGULAR,turnover,lost ball,[],1629627,,,1610612740,78,77,2024-02-15T02:33:45Z,4160000,False,,,0,,Z. Williamson lost ball TURNOVER (1 TO),"[1629627, 1629673]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,,,Poole,1629673.0,,,
428,PT07M20.00S,2024-02-15T02:33:41.3Z,3,REGULAR,steal,,[],1629673,,,1610612764,78,77,2024-02-15T02:33:43Z,4170000,False,,,0,,J. Poole STEAL (2 STL),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
429,PT07M16.00S,2024-02-15T02:33:47.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630557,75.77201051248358,83.57843137254902,1610612764,78,80,2024-02-15T02:33:59Z,4180000,False,168.0,175.0,1,right,C. Kispert 24' 3PT running (17 PTS) (J. Poole 3 AST),"[1630557, 1629673]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,24.27,Made,,,,,17.0,,,,,,,,,,,J. Poole,1629673.0,3.0
431,PT07M16.00S,2024-02-15T02:33:56.1Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627742,,,1610612764,78,80,2024-02-15T02:34:03Z,4200000,False,,,0,,B. Ingram shooting personal FOUL (2 PF) (Kispert 1 FT),"[1627742, 1630557]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,,,,,201245.0,2.0,0.0,Kispert,1630557.0,,,,,,,,
434,PT07M16.00S,2024-02-15T02:35:08.7Z,3,REGULAR,substitution,out,[],1630529,,,1610612764,78,80,2024-02-15T02:35:55Z,4230000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT07M16.00S,2024-02-15T02:35:08.7Z,3,REGULAR,substitution,in,[],1630631,,,1610612764,78,80,2024-02-15T02:35:55Z,4240000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT07M16.00S,2024-02-15T02:35:40.0Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630557,,,1610612764,78,81,2024-02-15T02:35:40Z,4250000,False,,,0,,C. Kispert Free Throw 1 of 1 (18 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
437,PT07M04.00S,2024-02-15T02:35:53.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,16.245072273324574,50.0,1610612740,78,81,2024-02-15T02:36:15Z,4260000,False,0.0,100.0,1,left,MISS Z. Williamson 10' driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,10.02,Missed,,,,,,,,,,,,,,,,,,
438,PT07M02.00S,2024-02-15T02:35:55.7Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612764,78,81,2024-02-15T02:35:58Z,4270000,False,,,0,,J. Poole REBOUND (Off:2 Def:3),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,437.0,5.0,3.0,2.0,,,,,,,,,,,,,,
439,PT06M58.00S,2024-02-15T02:35:59.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630166,93.38042049934296,49.50980392156863,1610612764,78,83,2024-02-15T02:36:41Z,4280000,False,-2.0,10.0,1,right,D. Avdija running finger roll Layup (25 PTS) (J. Poole 4 AST),"[1630166, 1629673]",1610612764.0,WAS,running finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,25.0,,,,,,,,,,,J. Poole,1629673.0,4.0
441,PT06M41.00S,2024-02-15T02:36:16.5Z,3,REGULAR,3pt,Jump Shot,[],203468,35.167542706964525,48.03921568627451,1610612740,81,83,2024-02-15T02:36:21Z,4300000,False,10.0,278.0,1,left,C. McCollum 27' 3PT  (19 PTS) (Z. Williamson 6 AST),"[203468, 1629627]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,27.83,Made,,,,,19.0,,,,,,,,,,,Z. Williamson,1629627.0,6.0
443,PT06M24.00S,2024-02-15T02:36:36.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627742,,,1610612764,81,83,2024-02-15T02:36:49Z,4320000,False,,,0,,B. Ingram shooting personal FOUL (3 PF) (Avdija 2 FT),"[1627742, 1630166]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2530.0,3.0,0.0,Avdija,1630166.0,,,,,,,,
445,PT06M24.00S,2024-02-15T02:37:03.4Z,3,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,81,84,2024-02-15T02:37:03Z,4340000,False,,,0,,D. Avdija Free Throw 1 of 2 (26 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,26.0,,,,,,,,,,,,,
446,PT06M24.00S,2024-02-15T02:37:05.3Z,3,REGULAR,substitution,out,[],1629627,,,1610612764,81,84,2024-02-15T02:37:12Z,4350000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT06M24.00S,2024-02-15T02:37:05.3Z,3,REGULAR,substitution,in,[],1630530,,,1610612764,81,84,2024-02-15T02:37:12Z,4360000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT06M24.00S,2024-02-15T02:37:22.6Z,3,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,81,85,2024-02-15T02:37:22Z,4370000,False,,,0,,D. Avdija Free Throw 2 of 2 (27 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,27.0,,,,,,,,,,,,,
449,PT06M02.00S,2024-02-15T02:37:44.4Z,3,REGULAR,3pt,Jump Shot,[],1630631,34.510512483574246,51.225490196078425,1610612740,81,85,2024-02-15T02:37:49Z,4380000,False,-6.0,272.0,1,left,MISS J. Alvarado 27' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,27.2,Missed,,,,,,,,,,,,,,,,,,
450,PT05M59.00S,2024-02-15T02:37:47.8Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,81,85,2024-02-15T02:37:47Z,4390000,False,,,0,,D. Avdija REBOUND (Off:2 Def:8),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,449.0,10.0,8.0,2.0,,,,,,,,,,,,,,
451,PT05M53.00S,2024-02-15T02:37:54.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630557,94.1688567674113,46.81372549019608,1610612764,81,87,2024-02-15T02:38:56Z,4400000,False,-16.0,2.0,1,right,C. Kispert running Layup (20 PTS) (D. Avdija 2 AST),"[1630557, 1630166]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,20.0,,,,,,,,,,,D. Avdija,1630166.0,2.0
453,PT05M53.00S,2024-02-15T02:38:01.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,81,87,2024-02-15T02:38:01Z,4420000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT05M38.00S,2024-02-15T02:41:01.0Z,3,REGULAR,3pt,Jump Shot,[],203468,27.808804204993432,79.41176470588235,1610612740,81,87,2024-02-15T02:41:06Z,4430000,False,-147.0,209.0,1,left,MISS C. McCollum 25' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,25.55,Missed,,,,,,,,,,,,,,,,,,
455,PT05M36.00S,2024-02-15T02:41:03.0Z,3,REGULAR,rebound,offensive,[],1626204,,,1610612740,81,87,2024-02-15T02:41:06Z,4440000,False,,,0,,L. Nance Jr. REBOUND (Off:2 Def:0),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,,,454.0,2.0,0.0,2.0,,,,,,,,,,,,,,
456,PT05M33.00S,2024-02-15T02:41:06.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627742,16.507884362680684,95.83333333333334,1610612740,84,87,2024-02-15T02:41:11Z,4450000,False,-229.0,103.0,1,left,B. Ingram 25' 3PT  (11 PTS) (T. Murphy III 3 AST),"[1627742, 1630530]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,25.12,Made,,,,,11.0,,,,,,,,,,,T. Murphy III,1630530.0,3.0
458,PT05M08.00S,2024-02-15T02:41:30.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,93.77463863337714,44.11764705882353,1610612764,84,87,2024-02-15T02:41:34Z,4470000,False,-29.0,6.0,1,right,MISS M. Bagley III Layup,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,3.0,Missed,,,,,,,,,,,,,,,,,,
459,PT05M06.00S,2024-02-15T02:41:32.9Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,84,87,2024-02-15T02:41:34Z,4480000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,458.0,1.0,1.0,0.0,,,,,,,,,,,,,,
460,PT05M00.00S,2024-02-15T02:41:40.0Z,3,REGULAR,3pt,Jump Shot,[],1627742,20.844283837056505,91.66666666666666,1610612740,87,87,2024-02-15T02:41:49Z,4490000,False,-208.0,143.0,1,left,B. Ingram 25' 3PT step back (14 PTS) (C. McCollum 5 AST),"[1627742, 203468]",1610612740.0,NOP,step back,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,25.29,Made,,,,,14.0,,,,,,,,,,,C. McCollum,203468.0,5.0
461,PT04M58.00S,2024-02-15T02:42:08.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612764,87,87,2024-02-15T02:42:08Z,4500000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT04M58.00S,2024-02-15T02:43:18.7Z,3,REGULAR,substitution,out,[],1629673,,,1610612764,87,87,2024-02-15T02:43:22Z,4510000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT04M58.00S,2024-02-15T02:43:18.7Z,3,REGULAR,substitution,in,[],1629013,,,1610612764,87,87,2024-02-15T02:43:22Z,4520000,False,,,0,,SUB in: L. Shamet,[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT04M58.00S,2024-02-15T02:43:18.7Z,3,REGULAR,substitution,out,[],1628963,,,1610612764,87,87,2024-02-15T02:52:23Z,4525000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT04M58.00S,2024-02-15T02:43:18.7Z,3,REGULAR,substitution,in,[],1626158,,,1610612764,87,87,2024-02-15T02:52:23Z,4527500,False,,,0,,SUB in: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT04M41.00S,2024-02-15T02:43:37.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630530,,,1610612764,87,87,2024-02-15T02:43:43Z,4530000,False,,,0,,T. Murphy III shooting personal FOUL (3 PF) (Shamet 2 FT),"[1630530, 1629013]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,201245.0,3.0,0.0,Shamet,1629013.0,,,,,,,,
467,PT04M41.00S,2024-02-15T02:44:01.0Z,3,REGULAR,freethrow,1 of 2,[],1629013,,,1610612764,87,88,2024-02-15T02:44:01Z,4550000,False,,,0,,L. Shamet Free Throw 1 of 2 (7 PTS),[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
468,PT04M41.00S,2024-02-15T02:44:14.8Z,3,REGULAR,freethrow,2 of 2,[],1629013,,,1610612764,87,89,2024-02-15T02:44:14Z,4560000,False,,,0,,L. Shamet Free Throw 2 of 2 (8 PTS),[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
469,PT04M20.00S,2024-02-15T02:44:36.4Z,3,REGULAR,3pt,Jump Shot,[],1630631,33.196452036793694,47.05882352941176,1610612740,87,89,2024-02-15T02:44:42Z,4570000,False,15.0,260.0,1,left,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,25.99,Missed,,,,,,,,,,,,,,,,,,
470,PT04M16.00S,2024-02-15T02:44:40.4Z,3,REGULAR,rebound,defensive,[],1630557,,,1610612764,87,89,2024-02-15T02:44:42Z,4580000,False,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,,,469.0,2.0,2.0,0.0,,,,,,,,,,,,,,
471,PT04M01.00S,2024-02-15T02:44:55.2Z,3,REGULAR,3pt,Jump Shot,[],1629013,78.9257555847569,91.17647058823529,1610612764,87,89,2024-02-15T02:45:10Z,4590000,False,206.0,146.0,1,right,MISS L. Shamet 25' step back 3PT,[1629013],1610612764.0,WAS,step back,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
472,PT03M59.00S,2024-02-15T02:44:57.2Z,3,REGULAR,rebound,offensive,[],1630166,,,1610612764,87,89,2024-02-15T02:45:00Z,4600000,False,,,0,,D. Avdija REBOUND (Off:3 Def:8),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,471.0,11.0,8.0,3.0,,,,,,,,,,,,,,
473,PT03M58.00S,2024-02-15T02:44:59.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,93.51182654402102,51.71568627450981,1610612764,87,89,2024-02-15T02:45:38Z,4610000,False,9.0,8.0,1,right,MISS D. Avdija putback Layup - blocked,"[1630166, 1626204]",1610612764.0,WAS,putback,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.21,Missed,,,,,,,,,,,,Nance Jr.,1626204.0,,,,,
474,PT03M58.00S,2024-02-15T02:44:59.1Z,3,REGULAR,block,,[],1626204,,,1610612764,87,89,2024-02-15T02:45:01Z,4620000,False,,,0,,L. Nance Jr. BLOCK (1 BLK),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
475,PT03M58.00S,2024-02-15T02:44:59.1Z,3,REGULAR,rebound,offensive,[],1630166,,,1610612764,87,89,2024-02-15T02:45:07Z,4630000,False,,,0,,D. Avdija REBOUND (Off:4 Def:8),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,473.0,12.0,8.0,4.0,,,,,,,,,,,,,,
476,PT03M58.00S,2024-02-15T02:45:06.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630631,,,1610612764,87,89,2024-02-15T02:45:41Z,4640000,False,,,0,,J. Alvarado personal FOUL (2 PF) (Avdija 2 FT),"[1630631, 1630166]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,,,1630886.0,2.0,0.0,Avdija,1630166.0,,,,,,,,
478,PT03M58.00S,2024-02-15T02:45:27.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630166,,,1610612764,87,90,2024-02-15T02:45:27Z,4660000,False,,,0,,D. Avdija Free Throw 1 of 2 (28 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,28.0,,,,,,,,,,,,,
479,PT03M58.00S,2024-02-15T02:45:43.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630166,,,1610612764,87,91,2024-02-15T02:45:43Z,4670000,False,,,0,,D. Avdija Free Throw 2 of 2 (29 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,29.0,,,,,,,,,,,,,
480,PT03M40.00S,2024-02-15T02:46:01.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,9.806176084099869,50.0,1610612740,89,91,2024-02-15T04:08:02Z,4680000,False,0.0,40.0,1,left,J. Alvarado driving floating Jump Shot (2 PTS) (B. Ingram 5 AST),"[1630631, 1627742]",1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,3.97,Made,,,,,2.0,,,,,,,,,,,B. Ingram,1627742.0,5.0
485,PT03M34.00S,2024-02-15T02:47:16.2Z,3,REGULAR,timeout,challenge,['team'],0,,,1610612764,89,91,2024-02-15T03:36:49Z,4730000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT03M23.00S,2024-02-15T02:51:11.0Z,3,REGULAR,3pt,Jump Shot,[],1630557,95.22010512483574,3.1862745098039214,1610612764,89,91,2024-02-15T02:51:16Z,4770000,False,-234.0,-8.0,1,right,MISS C. Kispert 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
490,PT03M19.00S,2024-02-15T02:51:15.0Z,3,REGULAR,rebound,defensive,[],1630631,,,1610612740,89,91,2024-02-15T02:51:16Z,4780000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:3),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Left Corner 3,24+ Left,,,489.0,3.0,3.0,0.0,,,,,,,,,,,,,,
491,PT03M15.00S,2024-02-15T02:51:21.8Z,3,REGULAR,2pt,Jump Shot,[],203468,6.1268068331143235,68.13725490196079,1610612740,91,91,2024-02-15T02:54:35Z,4790000,False,-91.0,5.0,1,left,C. McCollum 9' driving floating Jump Shot (21 PTS),[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,9.08,Made,,,,,21.0,,,,,,,,,,,,,
492,PT03M15.00S,2024-02-15T02:51:24.5Z,3,REGULAR,foul,personal,['1freethrow'],1630166,,,1610612740,91,91,2024-02-15T02:51:33Z,4800000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (McCollum 1 FT),"[1630166, 203468]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1630886.0,1.0,0.0,McCollum,203468.0,,,,,,,,
494,PT03M15.00S,2024-02-15T02:51:34.6Z,3,REGULAR,substitution,out,[],1626145,,,1610612740,91,91,2024-02-15T02:53:22Z,4820000,False,,,0,,SUB out: T. Jones,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT03M15.00S,2024-02-15T02:51:34.6Z,3,REGULAR,substitution,in,[],1629673,,,1610612740,91,91,2024-02-15T02:53:22Z,4830000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT03M15.00S,2024-02-15T02:51:54.2Z,3,REGULAR,freethrow,1 of 1,[],203468,,,1610612740,92,91,2024-02-15T02:51:54Z,4840000,False,,,0,,C. McCollum Free Throw 1 of 1 (22 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
497,PT02M59.00S,2024-02-15T02:52:14.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626204,,,1610612764,92,91,2024-02-15T02:52:19Z,4850000,False,,,0,,L. Nance Jr. shooting personal FOUL (1 PF) (Avdija 2 FT),"[1626204, 1630166]",1610612740.0,NOP,shooting,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1630886.0,1.0,0.0,Avdija,1630166.0,,,,,,,,
501,PT02M59.00S,2024-02-15T02:52:41.2Z,3,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,92,92,2024-02-15T02:52:41Z,4870000,False,,,0,,D. Avdija Free Throw 1 of 2 (30 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,30.0,,,,,,,,,,,,,
502,PT02M59.00S,2024-02-15T02:52:58.4Z,3,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,92,93,2024-02-15T02:52:58Z,4880000,False,,,0,,D. Avdija Free Throw 2 of 2 (31 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,31.0,,,,,,,,,,,,,
503,PT02M39.00S,2024-02-15T02:53:20.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,13.61695137976347,58.08823529411765,1610612740,92,93,2024-02-15T02:53:25Z,4890000,False,-40.0,75.0,1,left,MISS C. McCollum 8' fadeaway Shot,[203468],1610612740.0,NOP,fadeaway,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,8.56,Missed,,,,,,,,,,,,,,,,,,
504,PT02M37.00S,2024-02-15T02:53:22.3Z,3,REGULAR,rebound,defensive,[],1626158,,,1610612764,92,93,2024-02-15T02:53:25Z,4900000,False,,,0,,R. Holmes REBOUND (Off:0 Def:1),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),8-16 Center,,,503.0,1.0,1.0,0.0,,,,,,,,,,,,,,
505,PT02M26.00S,2024-02-15T02:53:34.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626158,94.03745072273325,50.0,1610612764,92,95,2024-02-15T02:54:13Z,4910000,False,0.0,4.0,1,right,R. Holmes DUNK (2 PTS) (D. Avdija 3 AST),"[1626158, 1630166]",1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,0.35,Made,,,,,2.0,,,,,,,,,,,D. Avdija,1630166.0,3.0
507,PT02M12.00S,2024-02-15T02:53:49.9Z,3,REGULAR,foul,personal,['2freethrow'],1630557,,,1610612740,92,95,2024-02-15T02:53:59Z,4930000,False,,,0,,C. Kispert shooting personal FOUL (4 PF) (Nance Jr. 2 FT),"[1630557, 1626204]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,201245.0,4.0,0.0,Nance Jr.,1626204.0,,,,,,,,
509,PT02M12.00S,2024-02-15T02:54:16.4Z,3,REGULAR,freethrow,1 of 2,[],1626204,,,1610612740,92,95,2024-02-15T02:54:16Z,4950000,False,,,0,,MISS L. Nance Jr. Free Throw 1 of 2,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
510,PT02M12.00S,2024-02-15T02:54:16.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,92,95,2024-02-15T02:54:16Z,4960000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,509.0,,,,,,,,,,,,,,,,,
511,PT02M12.00S,2024-02-15T02:54:17.5Z,3,REGULAR,substitution,out,[],203468,,,1610612740,92,95,2024-02-15T02:54:40Z,4970000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT02M12.00S,2024-02-15T02:54:17.5Z,3,REGULAR,substitution,out,[],1627742,,,1610612740,92,95,2024-02-15T02:54:40Z,4980000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT02M12.00S,2024-02-15T02:54:17.5Z,3,REGULAR,substitution,out,[],1630557,,,1610612740,92,95,2024-02-15T02:54:40Z,4990000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT02M12.00S,2024-02-15T02:54:17.5Z,3,REGULAR,substitution,in,[],1629627,,,1610612740,92,95,2024-02-15T02:54:40Z,5000000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT02M12.00S,2024-02-15T02:54:17.5Z,3,REGULAR,substitution,in,[],1630230,,,1610612740,92,95,2024-02-15T02:54:40Z,5010000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT02M12.00S,2024-02-15T02:54:17.5Z,3,REGULAR,substitution,in,[],1630215,,,1610612740,92,95,2024-02-15T02:54:40Z,5020000,False,,,0,,SUB in: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT02M12.00S,2024-02-15T02:54:42.6Z,3,REGULAR,freethrow,2 of 2,[],1626204,,,1610612740,93,95,2024-02-15T02:54:42Z,5030000,False,,,0,,L. Nance Jr. Free Throw 2 of 2 (4 PTS),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
