actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
354,PT00M17.60S,2023-11-30T02:10:33.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627742,67.88764783180025,39.705882352941174,1610612740,68,46,2023-11-30T02:10:38Z,3480000,False,-51.0,249.0,1,right,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
355,PT00M13.70S,2023-11-30T02:10:37.1Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,68,46,2023-11-30T02:10:37Z,3490000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,354.0,2.0,2.0,0.0,,,,,,,,,,,,,
356,PT00M02.70S,2023-11-30T02:10:48.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.995400788436268,46.81372549019608,1610612755,68,48,2023-11-30T02:10:54Z,3500000,False,16.0,4.0,1,left,T. Maxey driving Layup (15 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.64,Made,15.0,,,,,,,,,,,,,,,,,
357,PT00M00.20S,2023-11-30T02:10:54.5Z,2,REGULAR,3pt,Jump Shot,[],1630230,46.86268068331143,84.55882352941177,1610612740,68,48,2023-11-30T02:26:19Z,3510000,False,173.0,447.0,1,right,MISS N. Marshall 47' pullup 3PT,[1630230],1610612740.0,NOP,pullup,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,47.92,Missed,,,,,,,,,,,,,,,,,,
358,PT00M00.20S,2023-11-30T02:10:54.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,68,48,2023-11-30T02:10:59Z,3520000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,357.0,,,,,,,,,,,,,,,,
359,PT00M00.00S,2023-11-30T02:11:01.2Z,2,REGULAR,period,end,[],0,,,1610612740,68,48,2023-11-30T02:11:01Z,3530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2023-11-30T02:25:35.4Z,3,REGULAR,substitution,out,['startperiod'],1630230,,,1610612740,68,48,2023-11-30T02:25:55Z,3540000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2023-11-30T02:25:35.4Z,3,REGULAR,substitution,out,['startperiod'],1641722,,,1610612740,68,48,2023-11-30T02:25:55Z,3550000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2023-11-30T02:25:35.4Z,3,REGULAR,substitution,out,['startperiod'],201976,,,1610612740,68,48,2023-11-30T02:25:55Z,3560000,False,,,0,,SUB out: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2023-11-30T02:25:35.4Z,3,REGULAR,substitution,out,['startperiod'],203496,,,1610612740,68,48,2023-11-30T02:25:55Z,3570000,False,,,0,,SUB out: R. Covington,[203496],1610612755.0,PHI,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2023-11-30T02:25:35.4Z,3,REGULAR,substitution,out,['startperiod'],1630194,,,1610612740,68,48,2023-11-30T02:25:55Z,3580000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2023-11-30T02:25:35.4Z,3,REGULAR,substitution,in,['startperiod'],203468,,,1610612740,68,48,2023-11-30T02:25:55Z,3590000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2023-11-30T02:25:35.4Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,68,48,2023-11-30T02:25:55Z,3600000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2023-11-30T02:25:35.4Z,3,REGULAR,substitution,in,['startperiod'],201587,,,1610612740,68,48,2023-11-30T02:25:55Z,3610000,False,,,0,,SUB in: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2023-11-30T02:25:35.4Z,3,REGULAR,substitution,in,['startperiod'],1629001,,,1610612740,68,48,2023-11-30T02:25:55Z,3620000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2023-11-30T02:25:35.4Z,3,REGULAR,substitution,in,['startperiod'],202694,,,1610612740,68,48,2023-11-30T02:25:55Z,3630000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2023-11-30T02:26:06.9Z,3,REGULAR,period,start,[],0,,,1610612755,68,48,2023-11-30T02:26:06Z,3640000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT11M41.00S,2023-11-30T02:26:24.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,85.89027595269383,49.50980392156863,1610612755,68,48,2023-11-30T02:26:35Z,3650000,False,-2.0,80.0,1,right,MISS M. Morris Sr. 8' driving floating Shot,[202694],1610612755.0,PHI,driving floating,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,8.01,Missed,,,,,,,,,,,,,,,,,,
375,PT11M40.00S,2023-11-30T02:26:25.8Z,3,REGULAR,rebound,offensive,[],202694,,,1610612755,68,48,2023-11-30T02:26:35Z,3660000,False,,,0,,M. Morris Sr. REBOUND (Off:1 Def:2),[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,,,,374.0,3.0,2.0,1.0,,,,,,,,,,,,,
376,PT11M35.00S,2023-11-30T02:26:34.3Z,3,REGULAR,turnover,out-of-bounds,[],1629001,,,1610612755,68,48,2023-11-30T02:26:52Z,3670000,False,,,0,,D. Melton step out-of-bounds TURNOVER (2 TO),[1629001],1610612755.0,PHI,step,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,,2.0,,,201246.0,,,,,,,,,
378,PT11M20.00S,2023-11-30T02:27:06.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202685,5.601182654402102,54.41176470588235,1610612740,70,48,2023-11-30T02:27:34Z,3690000,False,-22.0,0.0,1,left,J. Valanciunas Hook (14 PTS) (Z. Williamson 5 AST),"[202685, 1629627]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,2.21,Made,14.0,,,,,,,,,Z. Williamson,1629627.0,5.0,,,,,,
380,PT11M20.00S,2023-11-30T02:27:09.2Z,3,REGULAR,foul,personal,['1freethrow'],202694,,,1610612740,70,48,2023-11-30T02:27:19Z,3710000,False,,,0,,M. Morris Sr. shooting personal FOUL (2 PF) (Valanciunas 1 FT),"[202694, 202685]",1610612755.0,PHI,shooting,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,,,,2.0,0.0,Valanciunas,202685.0,,
382,PT11M20.00S,2023-11-30T02:27:27.0Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],202685,,,1610612740,71,48,2023-11-30T02:27:27Z,3730000,False,,,0,,J. Valanciunas Free Throw 1 of 1 (15 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
383,PT11M10.00S,2023-11-30T02:27:44.9Z,3,REGULAR,foul,personal,[],1627742,,,1610612755,71,48,2023-11-30T02:27:55Z,3740000,False,,,0,,B. Ingram personal FOUL (1 PF),"[1627742, 202699]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1626301.0,,,,1.0,0.0,Harris,202699.0,,
385,PT11M02.00S,2023-11-30T02:28:04.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,83.52496714848883,47.794117647058826,1610612755,71,50,2023-11-30T02:28:10Z,3760000,False,-11.0,102.0,1,right,T. Harris 10' fadeaway Jump Shot (6 PTS),[202699],1610612755.0,PHI,fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,10.3,Made,6.0,,,,,,,,,,,,,,,,,
386,PT10M49.00S,2023-11-30T02:28:17.6Z,3,REGULAR,3pt,Jump Shot,[],203468,34.37910643889619,58.82352941176471,1610612740,71,50,2023-11-30T02:28:24Z,3770000,False,-44.0,271.0,1,left,MISS C. McCollum 27' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,27.43,Missed,,,,,,,,,,,,,,,,,,
387,PT10M45.00S,2023-11-30T02:28:21.6Z,3,REGULAR,rebound,offensive,[],1629627,,,1610612740,71,50,2023-11-30T02:28:24Z,3780000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:5),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,,386.0,6.0,5.0,1.0,,,,,,,,,,,,,
388,PT10M45.00S,2023-11-30T02:28:24.6Z,3,REGULAR,foul,personal,['2freethrow'],202694,,,1610612740,71,50,2023-11-30T02:28:34Z,3790000,False,,,0,,M. Morris Sr. shooting personal FOUL (3 PF) (Williamson 2 FT),"[202694, 1629627]",1610612755.0,PHI,shooting,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,,,,3.0,0.0,Williamson,1629627.0,,
390,PT10M45.00S,2023-11-30T02:28:48.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629627,,,1610612740,72,50,2023-11-30T02:28:48Z,3810000,False,,,0,,Z. Williamson Free Throw 1 of 2 (17 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
391,PT10M45.00S,2023-11-30T02:28:53.6Z,3,REGULAR,substitution,out,[],201587,,,1610612740,72,50,2023-11-30T02:29:03Z,3820000,False,,,0,,SUB out: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT10M45.00S,2023-11-30T02:28:53.6Z,3,REGULAR,substitution,in,[],1630194,,,1610612740,72,50,2023-11-30T02:29:03Z,3830000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT10M45.00S,2023-11-30T02:29:13.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629627,,,1610612740,73,50,2023-11-30T02:29:13Z,3840000,False,,,0,,Z. Williamson Free Throw 2 of 2 (18 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
394,PT10M23.00S,2023-11-30T02:29:38.3Z,3,REGULAR,3pt,Jump Shot,[],1630178,76.69185282522996,87.74509803921569,1610612755,73,53,2023-11-30T02:29:47Z,3850000,False,189.0,167.0,1,right,T. Maxey 25' 3PT step back (18 PTS) (D. Melton 4 AST),"[1630178, 1629001]",1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,25.17,Made,18.0,,,,,,,,,D. Melton,1629001.0,4.0,,,,,,
396,PT10M13.00S,2023-11-30T02:29:48.5Z,3,REGULAR,turnover,bad pass,[],203468,,,1610612740,73,53,2023-11-30T02:29:52Z,3870000,False,,,0,,C. McCollum bad pass TURNOVER (2 TO),"[203468, 1629001]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,,,,,2.0,Melton,1629001.0,,,,,,,,,,
397,PT10M13.00S,2023-11-30T02:29:48.5Z,3,REGULAR,steal,,[],1629001,,,1610612755,73,53,2023-11-30T02:29:50Z,3880000,False,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
398,PT10M08.00S,2023-11-30T02:29:52.6Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202699,94.30026281208936,49.754901960784316,1610612755,73,55,2023-11-30T02:30:43Z,3890000,False,-1.0,1.0,1,right,T. Harris running DUNK (8 PTS),[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,0.16,Made,8.0,,,,,,,,,,,,,,,,,
399,PT09M55.00S,2023-11-30T02:30:08.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629627,5.601182654402102,49.754901960784316,1610612740,75,55,2023-11-30T02:31:16Z,3900000,False,1.0,0.0,1,left,Z. Williamson driving DUNK (20 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.12,Made,20.0,,,,,,,,,,,,,,,,,
400,PT09M55.00S,2023-11-30T02:30:11.5Z,3,REGULAR,foul,personal,['1freethrow'],1630194,,,1610612740,75,55,2023-11-30T02:30:28Z,3910000,False,,,0,,P. Reed shooting personal FOUL (1 PF) (Williamson 1 FT),"[1630194, 1629627]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201246.0,,,,1.0,0.0,Williamson,1629627.0,,
402,PT09M55.00S,2023-11-30T02:30:32.6Z,3,REGULAR,freethrow,1 of 1,[],1629627,,,1610612740,76,55,2023-11-30T02:30:32Z,3930000,False,,,0,,Z. Williamson Free Throw 1 of 1 (21 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
403,PT09M32.00S,2023-11-30T02:31:00.7Z,3,REGULAR,3pt,Jump Shot,[],1629001,71.69842312746385,77.94117647058823,1610612755,76,58,2023-11-30T02:31:07Z,3940000,False,140.0,214.0,1,right,D. Melton 25' 3PT step back (8 PTS),[1629001],1610612755.0,PHI,step back,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,25.51,Made,8.0,,,,,,,,,,,,,,,,,
404,PT09M24.00S,2023-11-30T02:31:22.1Z,3,REGULAR,foul,personal,[],1630194,,,1610612740,76,58,2023-11-30T02:31:29Z,3950000,False,,,0,,P. Reed personal FOUL (2 PF),"[1630194, 202685]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1155.0,,,,2.0,0.0,Valanciunas,202685.0,,
406,PT09M18.00S,2023-11-30T02:31:36.1Z,3,REGULAR,turnover,lost ball,[],1630529,,,1610612740,76,58,2023-11-30T02:31:40Z,3970000,False,,,0,,H. Jones lost ball TURNOVER (3 TO),"[1630529, 1629001]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,3.0,Melton,1629001.0,,,,,,,,,,
407,PT09M18.00S,2023-11-30T02:31:36.1Z,3,REGULAR,steal,,[],1629001,,,1610612755,76,58,2023-11-30T02:31:38Z,3980000,False,,,0,,D. Melton STEAL (2 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
408,PT09M09.00S,2023-11-30T02:31:44.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629001,71.17279894875165,78.67647058823529,1610612755,76,58,2023-11-30T02:32:47Z,3990000,False,143.0,218.0,1,right,MISS D. Melton 26' step back 3PT,[1629001],1610612755.0,PHI,step back,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,26.14,Missed,,,,,,,,,,,,,,,,,,
409,PT09M06.00S,2023-11-30T02:31:47.7Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,76,58,2023-11-30T02:31:49Z,4000000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,408.0,1.0,1.0,0.0,,,,,,,,,,,,,
410,PT09M04.00S,2023-11-30T02:31:53.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630529,7.835085413929041,50.98039215686274,1610612740,78,58,2023-11-30T02:33:02Z,4010000,False,-5.0,21.0,1,left,H. Jones running Layup (4 PTS),[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.17,Made,4.0,,,,,,,,,,,,,,,,,
411,PT09M04.00S,2023-11-30T02:31:55.8Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630178,,,1610612740,78,58,2023-11-30T02:32:04Z,4020000,False,,,0,,T. Maxey shooting personal FOUL (1 PF) (Jones 1 FT),"[1630178, 1630529]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201246.0,,,,1.0,0.0,Jones,1630529.0,,
413,PT09M04.00S,2023-11-30T02:32:18.8Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1630529,,,1610612740,79,58,2023-11-30T02:32:18Z,4040000,False,,,0,,H. Jones Free Throw 1 of 1 (5 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
414,PT08M46.00S,2023-11-30T02:32:42.3Z,3,REGULAR,foul,offensive,['inpenalty'],1630178,,,1610612755,79,58,2023-11-30T02:33:45Z,4050000,False,,,0,,T. Maxey offensive FOUL (2 PF),"[1630178, 1630529]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1626301.0,,,,2.0,0.0,Jones,1630529.0,,
416,PT08M46.00S,2023-11-30T02:32:42.3Z,3,REGULAR,turnover,offensive foul,[],1630178,,,1610612755,79,58,2023-11-30T02:32:42Z,4070000,False,,,0,,T. Maxey offensive foul TURNOVER (4 TO),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,4.0,,,1626301.0,,,,,,,,,
417,PT08M34.00S,2023-11-30T02:33:10.3Z,3,REGULAR,foul,offensive,[],1630529,,,1610612740,79,58,2023-11-30T02:33:18Z,4080000,False,,,0,,H. Jones off-the-ball offensive FOUL (1 PF),"[1630529, 1630178]",1610612740.0,NOP,off-the-ball,,,Jones,H. Jones,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1626301.0,,,,1.0,0.0,Maxey,1630178.0,,
419,PT08M34.00S,2023-11-30T02:33:10.3Z,3,REGULAR,turnover,offensive foul,[],1630529,,,1610612740,79,58,2023-11-30T02:33:10Z,4100000,False,,,0,,H. Jones offensive foul TURNOVER (4 TO),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Left,,,,,,,,4.0,,,1626301.0,,,,,,,,,
420,PT08M26.00S,2023-11-30T02:33:27.8Z,3,REGULAR,turnover,bad pass,[],202699,,,1610612755,79,58,2023-11-30T02:33:33Z,4110000,False,,,0,,T. Harris bad pass TURNOVER (5 TO),"[202699, 1629627]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Center,,,,,,,,5.0,Williamson,1629627.0,,,,,,,,,,
421,PT08M26.00S,2023-11-30T02:33:27.8Z,3,REGULAR,steal,,[],1629627,,,1610612740,79,58,2023-11-30T02:33:29Z,4120000,False,,,0,,Z. Williamson STEAL (2 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
422,PT08M26.00S,2023-11-30T02:33:36.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202694,,,1610612740,79,58,2023-11-30T02:34:20Z,4130000,False,,,0,,M. Morris Sr. clear-path personal FOUL (4 PF) (Williamson 2 FT),"[202694, 1629627]",1610612755.0,PHI,clear-path,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,201246.0,,,,4.0,0.0,Williamson,1629627.0,,
426,PT08M26.00S,2023-11-30T02:35:44.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629627,,,1610612740,80,58,2023-11-30T02:35:44Z,4170000,False,,,0,,Z. Williamson clear-path Free Throw 1 of 2 (22 PTS),[1629627],1610612740.0,NOP,clear-path,,,Williamson,Z. Williamson,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
427,PT08M26.00S,2023-11-30T02:35:58.1Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629627,,,1610612740,81,58,2023-11-30T02:35:58Z,4180000,False,,,0,,Z. Williamson clear-path Free Throw 2 of 2 (23 PTS),[1629627],1610612740.0,NOP,clear-path,,,Williamson,Z. Williamson,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
428,PT08M26.00S,2023-11-30T02:35:59.8Z,3,REGULAR,substitution,out,[],202694,,,1610612755,81,58,2023-11-30T02:36:10Z,4190000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT08M26.00S,2023-11-30T02:35:59.8Z,3,REGULAR,substitution,in,[],203496,,,1610612755,81,58,2023-11-30T02:36:10Z,4200000,False,,,0,,SUB in: R. Covington,[203496],1610612755.0,PHI,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT08M10.00S,2023-11-30T02:36:34.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,7.440867279894875,55.392156862745104,1610612740,83,58,2023-11-30T02:37:14Z,4210000,False,-27.0,17.0,1,left,Z. Williamson driving Layup (25 PTS) (C. McCollum 4 AST),"[1629627, 203468]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.21,Made,25.0,,,,,,,,,C. McCollum,203468.0,4.0,,,,,,
432,PT07M44.00S,2023-11-30T02:37:02.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,94.30026281208936,53.67647058823529,1610612755,83,58,2023-11-30T02:37:09Z,4230000,False,18.0,1.0,1,right,MISS T. Maxey driving reverse Layup,[1630178],1610612755.0,PHI,driving reverse,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
433,PT07M41.00S,2023-11-30T02:37:04.5Z,3,REGULAR,rebound,defensive,[],1629627,,,1610612740,83,58,2023-11-30T02:37:04Z,4240000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:6),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,432.0,7.0,6.0,1.0,,,,,,,,,,,,,
434,PT07M37.00S,2023-11-30T02:37:08.6Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629627,5.732588699080158,50.73529411764706,1610612740,85,58,2023-11-30T02:38:27Z,4250000,False,-4.0,1.0,1,left,Z. Williamson running alley-oop DUNK (27 PTS) (C. McCollum 5 AST),"[1629627, 203468]",1610612740.0,NOP,running alley-oop,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.4,Made,27.0,,,,,,,,,C. McCollum,203468.0,5.0,,,,,,
436,PT07M16.00S,2023-11-30T02:37:30.0Z,3,REGULAR,turnover,bad pass,[],1629001,,,1610612755,85,58,2023-11-30T02:37:34Z,4270000,False,,,0,,D. Melton bad pass TURNOVER (3 TO),"[1629001, 1627742]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,3.0,Ingram,1627742.0,,,,,,,,,,
437,PT07M16.00S,2023-11-30T02:37:30.0Z,3,REGULAR,steal,,[],1627742,,,1610612740,85,58,2023-11-30T02:37:31Z,4280000,False,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
438,PT07M11.00S,2023-11-30T02:37:35.3Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203468,6.652431011826544,49.26470588235294,1610612740,85,58,2023-11-30T02:39:19Z,4290000,False,4.0,10.0,1,left,MISS C. McCollum running reverse DUNK,[203468],1610612740.0,NOP,running reverse,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.07,Missed,,,,,,,,,,,,,,,,,,
439,PT07M09.00S,2023-11-30T02:37:37.3Z,3,REGULAR,rebound,defensive,[],1629001,,,1610612755,85,58,2023-11-30T02:37:41Z,4300000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,438.0,1.0,1.0,0.0,,,,,,,,,,,,,
440,PT07M03.00S,2023-11-30T02:37:43.4Z,3,REGULAR,3pt,Jump Shot,[],203496,87.72996057818659,94.36274509803921,1610612755,85,61,2023-11-30T02:38:01Z,4310000,False,222.0,63.0,1,right,R. Covington 3PT  (3 PTS) (T. Harris 1 AST),"[203496, 202699]",1610612755.0,PHI,,,,Covington,R. Covington,,,,,Right Corner 3,24+ Right,23.05,Made,3.0,,,,,,,,,T. Harris,202699.0,1.0,,,,,,
443,PT06M42.00S,2023-11-30T02:38:15.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,85,61,2023-11-30T02:38:15Z,4340000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT06M42.00S,2023-11-30T02:41:10.4Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629001,,,1610612740,85,61,2023-11-30T02:46:29Z,4360000,False,,,0,,D. Melton away-from-play personal FOUL (2 PF) (McCollum 1 FT),"[1629001, 203468]",1610612755.0,PHI,away-from-play,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1626301.0,,,,2.0,0.0,McCollum,203468.0,,
