actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
342,PT01M23.00S,2023-01-05T01:37:35.5Z,2,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,58,55,2023-01-05T01:37:35Z,3150000,False,,,0,,J. Randle Free Throw 1 of 1 (16 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
343,PT01M02.00S,2023-01-05T01:37:57.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,15.193823915900131,39.46078431372549,1610612759,58,55,2023-01-05T01:38:05Z,3160000,False,53.0,90.0,1,left,MISS K. Johnson 10' running Shot,[1629640],1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,10.46,Missed,,,,,,,,,,,,,,,,,,
344,PT01M00.00S,2023-01-05T01:37:59.9Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,58,55,2023-01-05T01:38:05Z,3170000,False,,,0,,J. Sims REBOUND (Off:3 Def:3),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,343.0,,6.0,3.0,3.0,,,,,,,,,
345,PT00M52.00S,2023-01-05T01:38:09.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,93.11760840998686,46.07843137254902,1610612752,58,55,2023-01-05T01:38:15Z,3180000,False,-20.0,12.0,1,right,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,,,,,,,,,,,,,
346,PT00M50.80S,2023-01-05T01:38:10.5Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,58,55,2023-01-05T01:38:15Z,3190000,False,,,0,,K. Johnson REBOUND (Off:0 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,345.0,,5.0,5.0,0.0,,,,,,,,,
347,PT00M46.30S,2023-01-05T01:38:15.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626196,25.312089356110377,14.460784313725492,1610612759,58,55,2023-01-05T01:38:31Z,3200000,False,178.0,185.0,1,left,MISS J. Richardson 25' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
348,PT00M43.10S,2023-01-05T01:38:18.2Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612752,58,55,2023-01-05T01:38:31Z,3210000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,,347.0,,2.0,2.0,0.0,,,,,,,,,
351,PT00M34.10S,2023-01-05T01:38:52.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,88.78120893561103,49.26470588235294,1610612752,60,55,2023-01-05T01:43:24Z,3240000,False,-4.0,53.0,1,right,J. Brunson driving floating Jump Shot (17 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,5.31,Made,17.0,,,,,,,,,,,,,,,,,
352,PT00M29.00S,2023-01-05T01:39:04.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630200,6.389618922470433,48.28431372549019,1610612759,60,55,2023-01-05T01:39:09Z,3250000,False,9.0,8.0,1,left,MISS T. Jones driving Layup,[1630200],1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.15,Missed,,,,,,,,,,,,,,,,,,
353,PT00M27.10S,2023-01-05T01:39:06.7Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,60,55,2023-01-05T01:39:09Z,3260000,False,,,0,,J. Brunson REBOUND (Off:1 Def:4),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,352.0,,5.0,4.0,1.0,,,,,,,,,
354,PT00M05.60S,2023-01-05T01:39:28.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,87.59855453350855,59.068627450980394,1610612752,62,55,2023-01-05T01:39:32Z,3270000,False,45.0,64.0,1,right,J. Brunson 7' fadeaway Jump Shot (19 PTS),[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,7.85,Made,19.0,,,,,,,,,,,,,,,,,
355,PT00M01.10S,2023-01-05T01:39:37.4Z,2,REGULAR,turnover,lost ball,[],1630200,,,1610612759,62,55,2023-01-05T01:39:42Z,3280000,False,,,0,,T. Jones lost ball TURNOVER (1 TO),"[1630200, 1629656]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Grimes,1629656.0,,
356,PT00M01.10S,2023-01-05T01:39:37.4Z,2,REGULAR,steal,,[],1629656,,,1610612752,62,55,2023-01-05T01:39:39Z,3290000,False,,,0,,Q. Grimes STEAL (2 STL),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
357,PT00M01.00S,2023-01-05T01:39:40.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629656,55.27266754270697,76.9607843137255,1610612752,62,55,2023-01-05T01:39:48Z,3300000,False,135.0,368.0,1,right,MISS Q. Grimes 39' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,39.18,Missed,,,,,,,,,,,,,,,,,,
358,PT00M01.00S,2023-01-05T01:39:40.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,62,55,2023-01-05T01:39:48Z,3310000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,357.0,,,,,,,,,,,,,
359,PT00M00.00S,2023-01-05T01:39:44.7Z,2,REGULAR,period,end,[],0,,,1610612752,62,55,2023-01-05T01:39:44Z,3320000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2023-01-05T01:54:18.7Z,3,REGULAR,substitution,out,['startperiod'],1630579,,,1610612752,62,55,2023-01-05T01:55:15Z,3330000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2023-01-05T01:54:18.7Z,3,REGULAR,substitution,out,['startperiod'],1631103,,,1610612752,62,55,2023-01-05T01:55:15Z,3340000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2023-01-05T01:54:18.7Z,3,REGULAR,substitution,out,['startperiod'],1626196,,,1610612752,62,55,2023-01-05T01:55:15Z,3350000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2023-01-05T01:54:18.7Z,3,REGULAR,substitution,in,['startperiod'],1629011,,,1610612752,62,55,2023-01-05T01:55:15Z,3360000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2023-01-05T01:54:18.7Z,3,REGULAR,substitution,in,['startperiod'],1631110,,,1610612752,62,55,2023-01-05T01:55:15Z,3370000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2023-01-05T01:54:18.7Z,3,REGULAR,substitution,in,['startperiod'],1629641,,,1610612752,62,55,2023-01-05T01:55:15Z,3380000,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2023-01-05T01:55:14.8Z,3,REGULAR,period,start,[],0,,,1610612759,62,55,2023-01-05T01:55:15Z,3390000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT11M45.00S,2023-01-05T01:55:29.1Z,3,REGULAR,3pt,Jump Shot,[],1630200,86.94152431011827,94.36274509803921,1610612759,62,55,2023-01-05T01:55:35Z,3400000,False,222.0,70.0,1,right,MISS T. Jones 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,23.26,Missed,,,,,,,,,,,,,,,,,,
368,PT11M43.00S,2023-01-05T01:55:31.1Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,62,55,2023-01-05T01:55:35Z,3410000,False,,,0,,M. Robinson REBOUND (Off:0 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Right Corner 3,24+ Right,,,,,,,367.0,,3.0,3.0,0.0,,,,,,,,,
369,PT11M21.00S,2023-01-05T01:55:52.8Z,3,REGULAR,3pt,Jump Shot,[],203944,32.14520367936925,47.794117647058826,1610612752,62,55,2023-01-05T01:56:03Z,3420000,False,11.0,250.0,1,left,MISS J. Randle 24' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,24.99,Missed,,,,,,,,,,,,,,,,,,
370,PT11M19.00S,2023-01-05T01:55:54.8Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,62,55,2023-01-05T01:56:46Z,3430000,False,,,0,,T. Jones REBOUND (Off:0 Def:3),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,,369.0,,3.0,3.0,0.0,,,,,,,,,
371,PT11M14.00S,2023-01-05T01:56:00.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630200,89.43823915900131,55.392156862745104,1610612759,62,57,2023-01-05T01:56:10Z,3440000,False,27.0,47.0,1,right,T. Jones driving floating Jump Shot (6 PTS),[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.4,Made,6.0,,,,,,,,,,,,,,,,,
372,PT11M01.00S,2023-01-05T01:56:12.9Z,3,REGULAR,2pt,Jump Shot,[],1630193,23.340998685939553,27.450980392156865,1610612752,64,57,2023-01-05T01:56:27Z,3450000,False,113.0,167.0,1,left,I. Quickley 20' step back Jump Shot (9 PTS),[1630193],1610612752.0,NYK,step back,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Right Center,20.14,Made,9.0,,,,,,,,,,,,,,,,,
373,PT10M47.00S,2023-01-05T01:56:25.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,80.6340341655716,35.294117647058826,1610612759,64,57,2023-01-05T01:56:32Z,3460000,False,-74.0,130.0,1,right,MISS J. Poeltl 14' Jump Shot,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,14.89,Missed,,,,,,,,,,,,,,,,,,
374,PT10M45.00S,2023-01-05T01:56:27.9Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,64,57,2023-01-05T01:56:32Z,3470000,False,,,0,,J. Randle REBOUND (Off:1 Def:7),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,373.0,,8.0,7.0,1.0,,,,,,,,,
375,PT10M35.00S,2023-01-05T01:56:38.0Z,3,REGULAR,turnover,bad pass,[],1628973,,,1610612752,64,57,2023-01-05T01:56:41Z,3480000,False,,,0,,J. Brunson bad pass TURNOVER (2 TO),"[1628973, 1627751]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,Poeltl,1627751.0,,
376,PT10M35.00S,2023-01-05T01:56:38.0Z,3,REGULAR,steal,,[],1627751,,,1610612759,64,57,2023-01-05T01:56:39Z,3490000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
377,PT10M29.00S,2023-01-05T01:56:44.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629641,92.85479632063075,44.11764705882353,1610612759,64,57,2023-01-05T01:56:52Z,3500000,False,-29.0,15.0,1,right,MISS R. Langford driving Layup - blocked,"[1629641, 203944]",1610612759.0,SAS,driving,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,3.29,Missed,,,,,,,,,,,,,,,,,Randle,203944.0
378,PT10M29.00S,2023-01-05T01:56:44.6Z,3,REGULAR,block,,[],203944,,,1610612759,64,57,2023-01-05T01:56:47Z,3510000,False,,,0,,J. Randle BLOCK (2 BLK),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
379,PT10M27.00S,2023-01-05T01:56:46.6Z,3,REGULAR,rebound,offensive,[],1629641,,,1610612759,64,57,2023-01-05T01:56:52Z,3520000,False,,,0,,R. Langford REBOUND (Off:3 Def:0),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,,,,,,,377.0,,3.0,0.0,3.0,,,,,,,,,
380,PT10M24.00S,2023-01-05T01:56:49.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629640,92.59198423127464,2.2058823529411766,1610612759,64,57,2023-01-05T01:56:55Z,3530000,False,-239.0,17.0,1,right,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,23.96,Missed,,,,,,,,,,,,,,,,,,
381,PT10M23.00S,2023-01-05T01:56:50.8Z,3,REGULAR,rebound,offensive,[],1630200,,,1610612759,64,57,2023-01-05T01:56:50Z,3540000,False,,,0,,T. Jones REBOUND (Off:1 Def:3),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,,,,,,,380.0,,4.0,3.0,1.0,,,,,,,,,
382,PT10M22.00S,2023-01-05T01:56:51.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630200,94.43166885676742,47.549019607843135,1610612759,64,57,2023-01-05T01:56:58Z,3550000,False,-12.0,0.0,1,right,MISS T. Jones Layup,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
383,PT10M20.00S,2023-01-05T01:56:53.8Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,64,57,2023-01-05T01:56:58Z,3560000,False,,,0,,J. Randle REBOUND (Off:1 Def:8),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,382.0,,9.0,8.0,1.0,,,,,,,,,
384,PT10M15.00S,2023-01-05T01:56:59.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629656,25.969119579500656,81.61764705882352,1610612752,67,57,2023-01-05T01:57:06Z,3570000,False,-158.0,192.0,1,left,Q. Grimes 24' 3PT  (7 PTS) (J. Brunson 3 AST),"[1629656, 1628973]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,24.84,Made,7.0,J. Brunson,1628973.0,3.0,,,,,,,,,,,,,,
386,PT09M55.00S,2023-01-05T01:57:21.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,85.23324572930355,49.754901960784316,1610612759,67,59,2023-01-05T01:57:26Z,3590000,False,-1.0,86.0,1,right,K. Johnson 8' floating Jump Shot (9 PTS),[1629640],1610612759.0,SAS,floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,8.63,Made,9.0,,,,,,,,,,,,,,,,,
387,PT09M55.00S,2023-01-05T01:57:24.2Z,3,REGULAR,foul,personal,['1freethrow'],203944,,,1610612759,67,59,2023-01-05T01:57:35Z,3600000,False,,,0,,J. Randle shooting personal FOUL (2 PF) (Johnson 1 FT),"[203944, 1629640]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,201639.0,,,,2.0,0.0,Johnson,1629640.0,,,,,
389,PT09M55.00S,2023-01-05T01:57:44.1Z,3,REGULAR,freethrow,1 of 1,[],1629640,,,1610612759,67,60,2023-01-05T01:57:44Z,3620000,False,,,0,,K. Johnson Free Throw 1 of 1 (10 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
390,PT09M31.00S,2023-01-05T01:58:08.6Z,3,REGULAR,3pt,Jump Shot,[],1628973,4.02431011826544,96.56862745098039,1610612752,70,60,2023-01-05T01:58:13Z,3630000,False,-233.0,-15.0,1,left,J. Brunson 3PT  (22 PTS) (I. Quickley 4 AST),"[1628973, 1630193]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,23.33,Made,22.0,I. Quickley,1630193.0,4.0,,,,,,,,,,,,,,
392,PT09M24.00S,2023-01-05T01:58:16.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,93.64323258869908,44.6078431372549,1610612759,70,60,2023-01-05T01:58:22Z,3650000,False,-27.0,7.0,1,right,MISS K. Johnson driving Layup - blocked,"[1629640, 203944]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,Randle,203944.0
393,PT09M24.00S,2023-01-05T01:58:16.5Z,3,REGULAR,block,,[],203944,,,1610612759,70,60,2023-01-05T01:58:18Z,3660000,False,,,0,,J. Randle BLOCK (3 BLK),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
394,PT09M22.00S,2023-01-05T01:58:18.5Z,3,REGULAR,rebound,defensive,[],1630193,,,1610612752,70,60,2023-01-05T01:58:22Z,3670000,False,,,0,,I. Quickley REBOUND (Off:0 Def:5),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,392.0,,5.0,5.0,0.0,,,,,,,,,
395,PT09M09.00S,2023-01-05T01:58:31.6Z,3,REGULAR,3pt,Jump Shot,[],1628973,7.835085413929041,2.941176470588235,1610612752,70,60,2023-01-05T01:58:37Z,3680000,False,235.0,21.0,1,left,MISS J. Brunson 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,23.62,Missed,,,,,,,,,,,,,,,,,,
396,PT09M07.00S,2023-01-05T01:58:33.6Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,70,60,2023-01-05T01:58:37Z,3690000,False,,,0,,K. Johnson REBOUND (Off:0 Def:6),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,,,,,395.0,,6.0,6.0,0.0,,,,,,,,,
397,PT08M59.00S,2023-01-05T01:58:43.7Z,3,REGULAR,foul,offensive,[],1629640,,,1610612759,70,60,2023-01-05T02:01:34Z,3700000,False,,,0,,K. Johnson charge offensive FOUL (2 PF),"[1629640, 1628973]",1610612759.0,SAS,charge,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1198.0,,,,2.0,0.0,Brunson,1628973.0,,,,,
404,PT08M59.00S,2023-01-05T01:58:43.7Z,3,REGULAR,turnover,offensive foul,[],1629640,,,1610612759,70,60,2023-01-05T01:58:43Z,3715000,False,,,0,,K. Johnson offensive foul TURNOVER (3 TO),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1198.0,,,,,,,,3.0,,,,
399,PT08M59.00S,2023-01-05T01:59:06.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612752,70,60,2023-01-05T01:58:43Z,3720000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT08M42.00S,2023-01-05T02:02:10.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203944,6.915243101182654,51.71568627450981,1610612752,70,60,2023-01-05T02:02:15Z,3770000,False,-9.0,13.0,1,left,MISS J. Randle driving floating bank Shot,[203944],1610612752.0,NYK,driving floating bank,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,,,,,,,,,
406,PT08M40.00S,2023-01-05T02:02:11.6Z,3,REGULAR,rebound,offensive,[],1629011,,,1610612752,70,60,2023-01-05T02:02:11Z,3780000,False,,,0,,M. Robinson REBOUND (Off:1 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,405.0,,4.0,3.0,1.0,,,,,,,,,
407,PT08M39.00S,2023-01-05T02:02:12.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629011,5.995400788436268,50.0,1610612752,72,60,2023-01-05T02:02:18Z,3790000,False,0.0,4.0,1,left,M. Robinson Layup (2 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.39,Made,2.0,,,,,,,,,,,,,,,,,
408,PT08M24.00S,2023-01-05T02:02:28.5Z,3,REGULAR,turnover,bad pass,[],1627751,,,1610612759,72,60,2023-01-05T02:02:32Z,3800000,False,,,0,,J. Poeltl bad pass TURNOVER (1 TO),"[1627751, 203944]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1.0,Randle,203944.0,,
409,PT08M24.00S,2023-01-05T02:02:28.5Z,3,REGULAR,steal,,[],203944,,,1610612752,72,60,2023-01-05T02:02:30Z,3810000,False,,,0,,J. Randle STEAL (2 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
410,PT08M20.00S,2023-01-05T02:02:31.9Z,3,REGULAR,turnover,lost ball,[],203944,,,1610612752,72,60,2023-01-05T02:02:34Z,3820000,False,,,0,,J. Randle lost ball TURNOVER (3 TO),"[203944, 1631110]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,3.0,Sochan,1631110.0,,
411,PT08M20.00S,2023-01-05T02:02:31.9Z,3,REGULAR,steal,,[],1631110,,,1610612759,72,60,2023-01-05T02:02:33Z,3830000,False,,,0,,J. Sochan STEAL (1 STL),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
412,PT08M16.00S,2023-01-05T02:02:38.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629640,91.93495400788436,54.166666666666664,1610612759,72,62,2023-01-05T02:02:41Z,3840000,False,21.0,23.0,1,right,K. Johnson driving Layup (12 PTS) (J. Sochan 4 AST),"[1629640, 1631110]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.12,Made,12.0,J. Sochan,1631110.0,4.0,,,,,,,,,,,,,,
414,PT08M16.00S,2023-01-05T02:02:41.6Z,3,REGULAR,foul,personal,['1freethrow'],1628973,,,1610612759,72,62,2023-01-05T02:02:49Z,3860000,False,,,0,,J. Brunson shooting personal FOUL (1 PF) (Johnson 1 FT),"[1628973, 1629640]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,1198.0,,,,1.0,0.0,Johnson,1629640.0,,,,,
416,PT08M16.00S,2023-01-05T02:03:00.1Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1629640,,,1610612759,72,63,2023-01-05T02:03:00Z,3880000,False,,,0,,K. Johnson Free Throw 1 of 1 (13 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
417,PT08M04.00S,2023-01-05T02:03:17.4Z,3,REGULAR,3pt,Jump Shot,[],1628973,27.020367936925098,78.18627450980392,1610612752,75,63,2023-01-05T02:03:22Z,3890000,False,-141.0,201.0,1,left,J. Brunson 24' 3PT pullup (25 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,24.59,Made,25.0,,,,,,,,,,,,,,,,,
418,PT07M47.00S,2023-01-05T02:03:34.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,92.46057818659659,62.254901960784316,1610612759,75,65,2023-01-05T02:03:37Z,3900000,False,61.0,18.0,1,right,R. Langford 6' driving floating Jump Shot (7 PTS) (T. Jones 4 AST),"[1629641, 1630200]",1610612759.0,SAS,driving floating,,,Langford,R. Langford,,,,,In The Paint (Non-RA),0-8 Center,6.4,Made,7.0,T. Jones,1630200.0,4.0,,,,,,,,,,,,,,
420,PT07M31.00S,2023-01-05T02:03:49.2Z,3,REGULAR,3pt,Jump Shot,[],1628973,27.414586070959263,76.9607843137255,1610612752,75,65,2023-01-05T02:03:56Z,3920000,False,-135.0,205.0,1,left,MISS J. Brunson 24' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,24.55,Missed,,,,,,,,,,,,,,,,,,
421,PT07M29.00S,2023-01-05T02:03:51.2Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,75,65,2023-01-05T02:03:56Z,3930000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,,,420.0,,7.0,5.0,2.0,,,,,,,,,
422,PT07M15.00S,2023-01-05T02:04:05.6Z,3,REGULAR,3pt,Jump Shot,[],1629640,71.56701708278581,77.20588235294117,1610612759,75,68,2023-01-05T02:04:10Z,3940000,False,136.0,215.0,1,right,K. Johnson 25' 3PT  (16 PTS) (T. Jones 5 AST),"[1629640, 1630200]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,25.42,Made,16.0,T. Jones,1630200.0,5.0,,,,,,,,,,,,,,
