actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
260,PT05M28.00S,2022-11-03T00:53:28.9Z,2,REGULAR,substitution,out,[],1628372,,,1610612766,49,44,2022-11-03T00:53:37Z,2550000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M28.00S,2022-11-03T00:53:28.9Z,2,REGULAR,substitution,in,[],1630172,,,1610612766,49,44,2022-11-03T00:53:37Z,2560000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M28.00S,2022-11-03T00:53:28.9Z,2,REGULAR,substitution,in,[],1630177,,,1610612766,49,44,2022-11-03T00:53:37Z,2570000,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M28.00S,2022-11-03T00:53:52.9Z,2,REGULAR,freethrow,1 of 1,[],202330,,,1610612766,49,44,2022-11-03T00:53:56Z,2580000,,,0,,MISS G. Hayward Free Throw 1 of 1,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
264,PT05M25.00S,2022-11-03T00:53:55.9Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,49,44,2022-11-03T00:53:56Z,2590000,,,0,,D. DeRozan REBOUND (Off:0 Def:4),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,263.0,4.0,4.0,0.0,,,,,,
265,PT05M18.00S,2022-11-03T00:54:02.1Z,2,REGULAR,foul,personal,['2freethrow'],203486,,,1610612741,49,44,2022-11-03T00:54:26Z,2600000,,,0,,M. Plumlee shooting personal FOUL (1 PF) (DeRozan 2 FT),"[203486, 201942]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,1627524.0,,,,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,
267,PT05M18.00S,2022-11-03T00:54:27.7Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,50,44,2022-11-03T00:54:27Z,2620000,,,0,,D. DeRozan Free Throw 1 of 2 (3 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
268,PT05M18.00S,2022-11-03T00:54:30.4Z,2,REGULAR,substitution,out,[],1630550,,,1610612741,50,44,2022-11-03T00:54:32Z,2630000,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M18.00S,2022-11-03T00:54:30.4Z,2,REGULAR,substitution,in,[],1629023,,,1610612741,50,44,2022-11-03T00:54:32Z,2640000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M18.00S,2022-11-03T00:54:43.5Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,51,44,2022-11-03T00:54:43Z,2650000,,,0,,D. DeRozan Free Throw 2 of 2 (4 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
271,PT04M54.00S,2022-11-03T00:55:09.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203486,90.3580814717477,56.127450980392155,1610612766,51,46,2022-11-03T00:55:14Z,2660000,31.0,38.0,1,right,M. Plumlee Hook (5 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,4.89,Made,5.0,,,,,,,,,,,,,,,
273,PT04M46.00S,2022-11-03T00:55:17.1Z,2,REGULAR,3pt,Jump Shot,[],202696,31.488173455978973,57.84313725490197,1610612741,54,46,2022-11-03T00:55:21Z,2680000,-39.0,243.0,1,left,N. Vucevic 24' 3PT  (7 PTS) (A. Dosunmu 2 AST),"[202696, 1630245]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,24.66,Made,7.0,A. Dosunmu,1630245.0,2.0,,,,,,,,,,,,
275,PT04M31.00S,2022-11-03T00:55:31.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,93.64323258869908,51.9607843137255,1610612766,54,48,2022-11-03T00:55:36Z,2700000,10.0,7.0,1,right,M. Plumlee Layup (7 PTS) (G. Hayward 2 AST),"[203486, 202330]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,1.22,Made,7.0,G. Hayward,202330.0,2.0,,,,,,,,,,,,
277,PT04M20.00S,2022-11-03T00:55:45.5Z,2,REGULAR,foul,personal,['2freethrow'],203486,,,1610612741,54,48,2022-11-03T00:55:56Z,2720000,,,0,,M. Plumlee shooting personal FOUL (2 PF) (Vucevic 2 FT),"[203486, 202696]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1146.0,,,,,,,,,,,,,,2.0,0.0,Vucevic,202696.0,,
280,PT04M20.00S,2022-11-03T00:56:21.0Z,2,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,55,48,2022-11-03T00:56:21Z,2740000,,,0,,N. Vucevic Free Throw 1 of 2 (8 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
281,PT04M20.00S,2022-11-03T00:56:37.4Z,2,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,56,48,2022-11-03T00:56:37Z,2750000,,,0,,N. Vucevic Free Throw 2 of 2 (9 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
282,PT04M07.00S,2022-11-03T00:57:00.5Z,2,REGULAR,foul,offensive,[],1629023,,,1610612766,56,48,2022-11-03T01:32:23Z,2760000,,,0,,P. Washington offensive FOUL (2 PF),"[1629023, 201942]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,1146.0,,,,,,,,,,,,,,2.0,0.0,DeRozan,201942.0,,
284,PT04M07.00S,2022-11-03T00:57:00.5Z,2,REGULAR,turnover,offensive foul,[],1629023,,,1610612766,56,48,2022-11-03T00:57:00Z,2780000,,,0,,P. Washington offensive foul TURNOVER (2 TO),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,1146.0,2.0,,,,,,,,,,,,,,,,,,
285,PT04M07.00S,2022-11-03T00:57:15.7Z,2,REGULAR,substitution,out,[],1629023,,,1610612741,56,48,2022-11-03T00:57:21Z,2790000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M07.00S,2022-11-03T00:57:15.7Z,2,REGULAR,substitution,in,[],1629667,,,1610612741,56,48,2022-11-03T00:57:21Z,2800000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M59.00S,2022-11-03T00:57:35.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202696,31.61957950065703,45.09803921568628,1610612741,56,48,2022-11-03T00:57:40Z,2810000,25.0,245.0,1,left,MISS N. Vucevic 24' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,24.59,Missed,,,,,,,,,,,,,,,,
288,PT03M54.00S,2022-11-03T00:57:40.3Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,56,48,2022-11-03T00:57:40Z,2820000,,,0,,G. Hayward REBOUND (Off:1 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Center,,,,,,,,,,,287.0,2.0,1.0,1.0,,,,,,
289,PT03M47.00S,2022-11-03T00:57:47.1Z,2,REGULAR,3pt,Jump Shot,[],1629667,70.51576872536137,76.22549019607843,1610612766,56,48,2022-11-03T00:57:55Z,2830000,131.0,225.0,1,right,MISS J. McDaniels 26' 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,26.01,Missed,,,,,,,,,,,,,,,,
290,PT03M43.00S,2022-11-03T00:57:51.1Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,56,48,2022-11-03T00:57:55Z,2840000,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,289.0,4.0,4.0,0.0,,,,,,
291,PT03M39.00S,2022-11-03T00:57:55.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202696,5.206964520367937,50.245098039215684,1610612741,56,48,2022-11-03T00:58:11Z,2850000,-1.0,-4.0,1,left,MISS N. Vucevic DUNK,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,0.38,Missed,,,,,,,,,,,,,,,,
292,PT03M37.00S,2022-11-03T00:57:56.6Z,2,REGULAR,rebound,offensive,[],201942,,,1610612741,56,48,2022-11-03T00:57:56Z,2860000,,,0,,D. DeRozan REBOUND (Off:1 Def:4),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,291.0,5.0,4.0,1.0,,,,,,
293,PT03M28.00S,2022-11-03T00:58:05.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202696,10.200394218134035,70.58823529411765,1610612741,56,48,2022-11-03T00:59:30Z,2870000,-103.0,43.0,1,left,MISS N. Vucevic 11' turnaround fadeaway Shot,[202696],1610612741.0,CHI,turnaround fadeaway,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,,,11.17,Missed,,,,,,,,,,,,,,,,
294,PT03M26.00S,2022-11-03T00:58:07.5Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,56,48,2022-11-03T00:58:14Z,2880000,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,,,,,,,293.0,2.0,2.0,0.0,,,,,,
296,PT03M23.00S,2022-11-03T00:58:16.4Z,2,REGULAR,substitution,out,[],1627936,,,1610612766,56,48,2022-11-03T00:58:22Z,2900000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M23.00S,2022-11-03T00:58:16.4Z,2,REGULAR,substitution,out,[],1626162,,,1610612766,56,48,2022-11-03T00:58:22Z,2910000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M23.00S,2022-11-03T00:58:16.4Z,2,REGULAR,substitution,in,[],203897,,,1610612766,56,48,2022-11-03T00:58:22Z,2920000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M23.00S,2022-11-03T00:58:16.4Z,2,REGULAR,substitution,in,[],1630547,,,1610612766,56,48,2022-11-03T00:58:22Z,2930000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M20.00S,2022-11-03T00:58:17.8Z,2,REGULAR,violation,kicked ball,[],202696,,,1610612766,56,48,2022-11-03T01:09:27Z,2940000,,,0,,N. Vucevic kicked ball VIOLATION,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,1627524.0,,,,,,,,,,,,,,,,,,,
301,PT03M05.00S,2022-11-03T00:59:06.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612766,56,48,2022-11-03T00:59:29Z,2950000,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,Mid-Range,16-24 Right,101283.0,,,,,,,,,,,,,,,,,,,
302,PT02M53.00S,2022-11-03T00:59:32.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202696,4.155716162943495,94.85294117647058,1610612741,59,48,2022-11-03T00:59:37Z,2960000,-224.0,-13.0,1,left,N. Vucevic 3PT  (12 PTS) (D. DeRozan 4 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Left Corner 3,24+ Left,,,22.47,Made,12.0,D. DeRozan,201942.0,4.0,,,,,,,,,,,,
304,PT02M37.00S,2022-11-03T00:59:48.2Z,2,REGULAR,3pt,Jump Shot,[],202330,71.56701708278581,23.284313725490197,1610612766,59,48,2022-11-03T00:59:51Z,2980000,-134.0,215.0,1,right,MISS G. Hayward 25' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,,,25.3,Missed,,,,,,,,,,,,,,,,
305,PT02M35.00S,2022-11-03T00:59:50.2Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,59,48,2022-11-03T00:59:51Z,2990000,,,0,,N. Vucevic REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,304.0,5.0,5.0,0.0,,,,,,
306,PT02M25.00S,2022-11-03T01:00:00.4Z,2,REGULAR,3pt,Jump Shot,[],1630245,2.9730617608409986,95.58823529411765,1610612741,59,48,2022-11-03T01:00:10Z,3000000,-228.0,-25.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,,,22.92,Missed,,,,,,,,,,,,,,,,
307,PT02M22.00S,2022-11-03T01:00:03.4Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,59,48,2022-11-03T01:00:10Z,3010000,,,0,,G. Hayward REBOUND (Off:1 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Left Corner 3,24+ Left,,,,,,,,,,,306.0,3.0,2.0,1.0,,,,,,
308,PT02M17.00S,2022-11-03T01:00:08.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630177,70.25295663600527,22.058823529411764,1610612766,59,48,2022-11-03T01:02:15Z,3020000,-140.0,227.0,1,right,MISS T. Maledon 26' running 3PT,[1630177],1610612766.0,CHA,running,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Left Center,,,26.66,Missed,,,,,,,,,,,,,,,,
309,PT02M17.00S,2022-11-03T01:00:08.0Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,59,48,2022-11-03T01:00:20Z,3030000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,308.0,1.0,1.0,0.0,,,,,,
310,PT02M04.00S,2022-11-03T01:00:21.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.258212877792378,47.549019607843135,1610612741,59,48,2022-11-03T01:02:43Z,3040000,12.0,6.0,1,left,MISS A. Dosunmu cutting Layup,[1630245],1610612741.0,CHI,cutting,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,1.38,Missed,,,,,,,,,,,,,,,,
311,PT02M02.00S,2022-11-03T01:00:23.3Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,59,48,2022-11-03T01:00:25Z,3050000,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,310.0,3.0,3.0,0.0,,,,,,
312,PT01M51.00S,2022-11-03T01:00:34.0Z,2,REGULAR,3pt,Jump Shot,[],1629667,68.80749014454665,25.98039215686275,1610612766,59,48,2022-11-03T01:00:41Z,3060000,-120.0,241.0,1,right,MISS J. McDaniels 26' 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,26.9,Missed,,,,,,,,,,,,,,,,
313,PT01M51.00S,2022-11-03T01:00:34.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,59,48,2022-11-03T01:00:41Z,3070000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,312.0,,,,,,,,,
314,PT01M51.00S,2022-11-03T01:00:41.2Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,59,48,2022-11-03T01:00:47Z,3080000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT01M51.00S,2022-11-03T01:00:41.2Z,2,REGULAR,substitution,out,[],1630177,,,1610612741,59,48,2022-11-03T01:00:47Z,3090000,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT01M51.00S,2022-11-03T01:00:41.2Z,2,REGULAR,substitution,in,[],1627936,,,1610612741,59,48,2022-11-03T01:00:47Z,3100000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M51.00S,2022-11-03T01:00:41.2Z,2,REGULAR,substitution,in,[],1628372,,,1610612741,59,48,2022-11-03T01:00:47Z,3110000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M42.00S,2022-11-03T01:00:59.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.521024967148489,45.34313725490196,1610612741,59,48,2022-11-03T01:01:05Z,3120000,23.0,9.0,1,left,MISS A. Dosunmu running Layup - blocked,"[1630245, 1629667]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,2.49,Missed,,,,,McDaniels,1629667.0,,,,,,,,,,
319,PT01M42.00S,2022-11-03T01:00:59.5Z,2,REGULAR,block,,[],1629667,,,1610612741,59,48,2022-11-03T01:01:02Z,3130000,,,0,,J. McDaniels BLOCK (2 BLK),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
320,PT01M39.00S,2022-11-03T01:01:02.5Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,59,48,2022-11-03T01:01:05Z,3140000,,,0,,M. Plumlee REBOUND (Off:2 Def:5),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,318.0,7.0,5.0,2.0,,,,,,
321,PT01M34.00S,2022-11-03T01:01:07.6Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1630547,89.17542706964521,31.372549019607842,1610612766,59,50,2022-11-03T01:01:15Z,3150000,-93.0,49.0,1,right,J. Bouknight 10' floating Jump Shot (5 PTS),[1630547],1610612766.0,CHA,floating,,,Bouknight,J. Bouknight,,,,,Mid-Range,8-16 Left,,,10.53,Made,5.0,,,,,,,,,,,,,,,
323,PT01M20.00S,2022-11-03T01:01:38.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201942,5.863994743758213,49.754901960784316,1610612741,61,50,2022-11-03T01:01:46Z,3170000,1.0,3.0,1,left,D. DeRozan reverse DUNK (6 PTS) (Z. LaVine 5 AST),"[201942, 203897]",1610612741.0,CHI,reverse,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,0.29,Made,6.0,Z. LaVine,203897.0,5.0,,,,,,,,,,,,
325,PT01M07.00S,2022-11-03T01:01:51.9Z,2,REGULAR,3pt,Jump Shot,[],1629667,94.56307490144546,4.411764705882353,1610612766,61,50,2022-11-03T01:01:56Z,3190000,-228.0,-1.0,1,right,MISS J. McDaniels 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,22.79,Missed,,,,,,,,,,,,,,,,
326,PT01M03.00S,2022-11-03T01:01:55.9Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,61,50,2022-11-03T01:01:56Z,3200000,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,,,,,,,,,,,325.0,2.0,2.0,0.0,,,,,,
327,PT00M54.90S,2022-11-03T01:02:05.1Z,2,REGULAR,turnover,lost ball,[],1627936,,,1610612741,61,50,2022-11-03T01:02:11Z,3210000,,,0,,A. Caruso lost ball TURNOVER (1 TO),"[1627936, 1629667]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Right,,1.0,,,,,,,,,,,,,,,,,McDaniels,1629667.0
328,PT00M54.90S,2022-11-03T01:02:05.1Z,2,REGULAR,steal,,[],1629667,,,1610612766,61,50,2022-11-03T01:03:04Z,3220000,,,0,,J. McDaniels STEAL (2 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
329,PT00M51.00S,2022-11-03T01:02:10.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630547,93.51182654402102,60.78431372549019,1610612766,61,50,2022-11-03T01:05:15Z,3230000,54.0,8.0,1,right,MISS J. Bouknight running Layup,[1630547],1610612766.0,CHA,running,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),0-8 Center,,,5.46,Missed,,,,,,,,,,,,,,,,
330,PT00M49.30S,2022-11-03T01:02:12.5Z,2,REGULAR,rebound,offensive,[],1629667,,,1610612766,61,50,2022-11-03T01:02:15Z,3240000,,,0,,J. McDaniels REBOUND (Off:1 Def:3),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,329.0,4.0,3.0,1.0,,,,,,
331,PT00M49.30S,2022-11-03T01:02:13.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629667,94.40999984741211,50.0,1610612766,61,52,2022-11-03T01:02:13Z,3250000,0.0,0.0,1,right,J. McDaniels putback DUNK (6 PTS),[1629667],1610612766.0,CHA,putback,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,0.0,Made,6.0,,,,,,,,,,,,,,,
332,PT00M39.00S,2022-11-03T01:02:23.9Z,2,REGULAR,3pt,Jump Shot,[],202696,3.4986859395532193,96.56862745098039,1610612741,61,52,2022-11-03T01:02:28Z,3260000,-233.0,-20.0,1,left,MISS N. Vucevic 3PT - blocked,"[202696, 203486]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Left Corner 3,24+ Left,,,23.36,Missed,,,,,Plumlee,203486.0,,,,,,,,,,
333,PT00M39.00S,2022-11-03T01:02:23.9Z,2,REGULAR,block,,[],203486,,,1610612741,61,52,2022-11-03T01:02:26Z,3270000,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
334,PT00M36.00S,2022-11-03T01:02:26.9Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,61,52,2022-11-03T01:02:27Z,3280000,,,0,,N. Vucevic REBOUND (Off:1 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Left Corner 3,24+ Left,,,,,,,,,,,332.0,6.0,5.0,1.0,,,,,,
335,PT00M34.00S,2022-11-03T01:02:28.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,27.54599211563732,22.058823529411764,1610612741,61,52,2022-11-03T01:02:32Z,3290000,140.0,206.0,1,left,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,,,24.92,Missed,,,,,,,,,,,,,,,,
336,PT00M32.00S,2022-11-03T01:02:31.0Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,61,52,2022-11-03T01:02:31Z,3300000,,,0,,M. Plumlee REBOUND (Off:2 Def:6),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,335.0,8.0,6.0,2.0,,,,,,
338,PT00M29.00S,2022-11-03T01:02:37.8Z,2,REGULAR,foul,personal,[],202696,,,1610612766,61,52,2022-11-03T01:02:44Z,3320000,,,0,,N. Vucevic personal FOUL (1 PF),"[202696, 203486]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,1146.0,,,,,,,,,,,,,,1.0,0.0,Plumlee,203486.0,,
340,PT00M29.00S,2022-11-03T01:02:44.4Z,2,REGULAR,substitution,out,[],203486,,,1610612766,61,52,2022-11-03T01:02:48Z,3340000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M29.00S,2022-11-03T01:02:44.4Z,2,REGULAR,substitution,in,[],1630208,,,1610612766,61,52,2022-11-03T01:02:48Z,3350000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT00M15.20S,2022-11-03T01:03:12.1Z,2,REGULAR,2pt,Jump Shot,[],202330,77.08607095926413,24.509803921568626,1610612766,61,52,2022-11-03T01:03:17Z,3360000,-127.0,163.0,1,right,MISS G. Hayward 20' Jump Shot,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Left Center,,,20.69,Missed,,,,,,,,,,,,,,,,
344,PT00M10.90S,2022-11-03T01:03:16.4Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,61,52,2022-11-03T01:03:17Z,3380000,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,342.0,2.0,2.0,0.0,,,,,,
345,PT00M02.60S,2022-11-03T01:03:24.9Z,2,REGULAR,3pt,Jump Shot,[],203897,4.5499342969776615,96.32352941176471,1610612741,61,52,2022-11-03T01:03:30Z,3390000,-232.0,-10.0,1,left,MISS Z. LaVine 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,,,23.18,Missed,,,,,,,,,,,,,,,,
