actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
179,PT11M44.00S,2023-01-01T00:39:26.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,91.67214191852825,54.65686274509803,1610612739,30,28,2023-01-01T00:39:31Z,1760000,False,23.0,26.0,1,right,MISS C. Osman driving Layup - blocked,"[1626224, 203083]",1610612739.0,CLE,driving,,,,,,Restricted Area,0-8 Center,3.48,Missed,,Osman,C. Osman,,,,,,,,,,,,,,,,Drummond,203083.0,
180,PT11M44.00S,2023-01-01T00:39:26.4Z,2,REGULAR,block,,[],203083,,,1610612739,30,28,2023-01-01T00:39:28Z,1770000,False,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
181,PT11M41.00S,2023-01-01T00:39:29.4Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,30,28,2023-01-01T00:39:31Z,1780000,False,,,0,,A. Caruso REBOUND (Off:1 Def:2),[1627936],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Caruso,A. Caruso,179.0,3.0,2.0,1.0,,,,,,,,,,,,,,
182,PT11M28.00S,2023-01-01T00:39:41.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,5.338370565045992,49.01960784313725,1610612741,32,28,2023-01-01T00:39:57Z,1790000,False,5.0,-2.0,1,left,A. Drummond reverse Layup (2 PTS) (D. DeRozan 2 AST),"[203083, 201942]",1610612741.0,CHI,reverse,,,,,,Restricted Area,0-8 Center,0.54,Made,2.0,Drummond,A. Drummond,,,,,D. DeRozan,201942.0,2.0,,,,,,,,,,,
184,PT11M12.00S,2023-01-01T00:39:57.9Z,2,REGULAR,3pt,Jump Shot,[],1626224,69.20170827858082,69.36274509803921,1610612739,32,31,2023-01-01T00:40:02Z,1810000,False,97.0,237.0,1,right,C. Osman 25' 3PT  (6 PTS) (R. Lopez 1 AST),"[1626224, 201577]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,25.6,Made,6.0,Osman,C. Osman,,,,,R. Lopez,201577.0,1.0,,,,,,,,,,,
186,PT10M56.00S,2023-01-01T00:40:14.1Z,2,REGULAR,3pt,Jump Shot,[],1629750,2.578843626806833,96.32352941176471,1610612741,32,31,2023-01-01T00:40:21Z,1830000,False,-232.0,-28.0,1,left,MISS J. Green 3PT,[1629750],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,23.33,Missed,,Green,J. Green,,,,,,,,,,,,,,,,,,
187,PT10M54.00S,2023-01-01T00:40:16.1Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,32,31,2023-01-01T00:40:21Z,1840000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,,,,LeVert,C. LeVert,186.0,1.0,1.0,0.0,,,,,,,,,,,,,,
188,PT10M44.00S,2023-01-01T00:40:26.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201577,91.01511169513797,52.450980392156865,1610612739,32,33,2023-01-01T00:40:29Z,1850000,False,12.0,32.0,1,right,R. Lopez turnaround Hook (2 PTS),[201577],1610612739.0,CLE,turnaround,,,,,,Restricted Area,0-8 Center,3.43,Made,2.0,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,
190,PT10M31.00S,2023-01-01T00:40:41.8Z,2,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612741,32,33,2023-01-01T00:40:48Z,1870000,False,,,0,,I. Okoro shooting personal FOUL (2 PF) (Green 2 FT),"[1630171, 1629750]",1610612739.0,CLE,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Okoro,I. Okoro,,,,,,,,,,,202037.0,2.0,0.0,Green,1629750.0,,,
192,PT10M31.00S,2023-01-01T00:41:13.8Z,2,REGULAR,freethrow,1 of 2,[],1629750,,,1610612741,33,33,2023-01-01T00:41:37Z,1890000,False,,,0,,J. Green Free Throw 1 of 2 (9 PTS),[1629750],1610612741.0,CHI,,,,,,,,,,Made,9.0,Green,J. Green,,,,,,,,,,,,,,,,,,
193,PT10M31.00S,2023-01-01T00:41:14.5Z,2,REGULAR,substitution,out,[],1630171,,,1610612741,33,33,2023-01-01T00:41:18Z,1900000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
194,PT10M31.00S,2023-01-01T00:41:14.5Z,2,REGULAR,substitution,in,[],1630205,,,1610612741,33,33,2023-01-01T00:41:18Z,1910000,False,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,,,,,,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,
195,PT10M31.00S,2023-01-01T00:41:13.8Z,2,REGULAR,freethrow,2 of 2,[],1629750,,,1610612741,33,33,2023-01-01T00:41:37Z,1920000,False,,,0,,MISS J. Green Free Throw 2 of 2,[1629750],1610612741.0,CHI,,,,,,,,,,Missed,,Green,J. Green,,,,,,,,,,,,,,,,,,
196,PT10M29.00S,2023-01-01T00:41:15.8Z,2,REGULAR,rebound,defensive,[],1630205,,,1610612739,33,33,2023-01-01T00:41:37Z,1930000,False,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],1610612739.0,CLE,,,,,,,,,,,,Stevens,L. Stevens,195.0,2.0,2.0,0.0,,,,,,,,,,,,,,
197,PT10M14.00S,2023-01-01T00:41:48.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201577,89.04402102496715,48.529411764705884,1610612739,33,33,2023-01-01T00:41:59Z,1940000,False,-7.0,50.0,1,right,MISS R. Lopez turnaround Hook - blocked,"[201577, 1629750]",1610612739.0,CLE,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,5.1,Missed,,Lopez,R. Lopez,,,,,,,,,,,,,,,,Green,1629750.0,
198,PT10M14.00S,2023-01-01T00:41:48.7Z,2,REGULAR,block,,[],1629750,,,1610612739,33,33,2023-01-01T00:41:59Z,1950000,False,,,0,,J. Green BLOCK (2 BLK),[1629750],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
199,PT10M12.00S,2023-01-01T00:41:50.7Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612741,33,33,2023-01-01T00:41:59Z,1960000,False,,,0,,J. Green REBOUND (Off:1 Def:2),[1629750],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Green,J. Green,197.0,3.0,2.0,1.0,,,,,,,,,,,,,,
200,PT10M12.00S,2023-01-01T00:41:54.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629750,7.5722733245729295,50.73529411764706,1610612741,35,33,2023-01-01T00:42:11Z,1970000,False,-4.0,19.0,1,left,J. Green running Layup (11 PTS),[1629750],1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,1.91,Made,11.0,Green,J. Green,,,,,,,,,,,,,,,,,,
201,PT10M12.00S,2023-01-01T00:42:03.1Z,2,REGULAR,foul,personal,['1freethrow'],203526,,,1610612741,35,33,2023-01-01T00:42:31Z,1980000,False,,,0,,R. Neto shooting personal FOUL (1 PF) (Green 1 FT),"[203526, 1629750]",1610612739.0,CLE,shooting,,,,,,Restricted Area,0-8 Center,,,,Neto,R. Neto,,,,,,,,,,,201638.0,1.0,0.0,Green,1629750.0,,,
203,PT10M12.00S,2023-01-01T00:42:10.1Z,2,REGULAR,substitution,out,[],1627936,,,1610612741,35,33,2023-01-01T00:42:16Z,2000000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
204,PT10M12.00S,2023-01-01T00:42:10.1Z,2,REGULAR,substitution,in,[],1630245,,,1610612741,35,33,2023-01-01T00:42:16Z,2010000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
205,PT10M12.00S,2023-01-01T00:42:32.5Z,2,REGULAR,freethrow,1 of 1,[],1629750,,,1610612741,36,33,2023-01-01T00:42:32Z,2020000,False,,,0,,J. Green Free Throw 1 of 1 (12 PTS),[1629750],1610612741.0,CHI,,,,,,,,,,Made,12.0,Green,J. Green,,,,,,,,,,,,,,,,,,
206,PT10M00.00S,2023-01-01T00:42:46.2Z,2,REGULAR,3pt,Jump Shot,[],1627747,68.41327201051249,21.813725490196077,1610612739,36,36,2023-01-01T00:42:53Z,2030000,False,-141.0,244.0,1,right,C. LeVert 28' 3PT step back (7 PTS),[1627747],1610612739.0,CLE,step back,,,,,,Above the Break 3,24+ Left Center,28.21,Made,7.0,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
207,PT09M37.00S,2023-01-01T00:43:08.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,5.995400788436268,50.73529411764706,1610612741,36,36,2023-01-01T00:43:12Z,2040000,False,-4.0,4.0,1,left,MISS D. DeRozan driving Layup - blocked,"[201942, 1630205]",1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,0.54,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,Stevens,1630205.0,
212,PT09M37.00S,2023-01-01T00:43:08.3Z,2,REGULAR,block,,[],1630205,,,1610612741,36,36,2023-01-01T00:43:36Z,2045000,False,,,0,,L. Stevens BLOCK (1 BLK),[1630205],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,
208,PT09M35.00S,2023-01-01T00:43:10.3Z,2,REGULAR,rebound,defensive,[],201577,,,1610612739,36,36,2023-01-01T00:43:12Z,2050000,False,,,0,,R. Lopez REBOUND (Off:0 Def:2),[201577],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,Lopez,R. Lopez,207.0,2.0,2.0,0.0,,,,,,,,,,,,,,
209,PT09M29.00S,2023-01-01T00:43:16.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,85.3646517739816,50.0,1610612739,36,38,2023-01-01T00:43:28Z,2060000,False,0.0,85.0,1,right,C. LeVert 8' driving floating Jump Shot (9 PTS),[1627747],1610612739.0,CLE,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.51,Made,9.0,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
210,PT09M13.00S,2023-01-01T00:43:33.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,5.469776609724048,45.09803921568628,1610612741,36,38,2023-01-01T00:44:42Z,2070000,False,25.0,-1.0,1,left,MISS A. Dosunmu floating Shot,[1630245],1610612741.0,CHI,floating,,,,,,Restricted Area,0-8 Center,2.45,Missed,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
211,PT09M11.00S,2023-01-01T00:43:35.2Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,36,38,2023-01-01T00:43:40Z,2080000,False,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,LeVert,C. LeVert,210.0,2.0,2.0,0.0,,,,,,,,,,,,,,
213,PT09M07.00S,2023-01-01T00:43:39.6Z,2,REGULAR,3pt,Jump Shot,[],201577,67.62483574244416,37.254901960784316,1610612739,36,41,2023-01-01T00:44:57Z,2090000,False,-64.0,252.0,1,right,R. Lopez 25' 3PT  (5 PTS) (R. Neto 1 AST),"[201577, 203526]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,25.97,Made,5.0,Lopez,R. Lopez,,,,,R. Neto,203526.0,1.0,,,,,,,,,,,
215,PT09M05.00S,2023-01-01T00:43:45.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,36,41,2023-01-01T00:43:45Z,2110000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M05.00S,2023-01-01T00:45:39.6Z,2,REGULAR,substitution,out,[],1629750,,,1610612741,36,41,2023-01-01T00:46:01Z,2120000,False,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
217,PT09M05.00S,2023-01-01T00:45:39.6Z,2,REGULAR,substitution,in,[],1630172,,,1610612741,36,41,2023-01-01T00:46:01Z,2130000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
219,PT09M04.00S,2023-01-01T00:46:54.0Z,2,REGULAR,turnover,traveling,[],1630172,,,1610612741,36,41,2023-01-01T00:47:09Z,2150000,False,,,0,,P. Williams traveling TURNOVER (2 TO),[1630172],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Williams,P. Williams,,,,,,,,2.0,,,201638.0,,,,,,,
220,PT08M54.00S,2023-01-01T00:47:19.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203526,79.05716162943496,40.931372549019606,1610612739,36,43,2023-01-01T00:47:24Z,2160000,False,-45.0,144.0,1,right,R. Neto 15' fadeaway Jump Shot (5 PTS),[203526],1610612739.0,CLE,fadeaway,,,,,,Mid-Range,8-16 Center,15.13,Made,5.0,Neto,R. Neto,,,,,,,,,,,,,,,,,,
221,PT08M30.00S,2023-01-01T00:47:43.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,5.863994743758213,52.450980392156865,1610612741,36,43,2023-01-01T00:47:47Z,2170000,False,-12.0,3.0,1,left,MISS D. DeRozan driving Layup,[201942],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,1.26,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
223,PT08M27.00S,2023-01-01T00:47:46.3Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,36,43,2023-01-01T00:47:47Z,2190000,False,,,0,,C. LeVert REBOUND (Off:0 Def:3),[1627747],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,LeVert,C. LeVert,221.0,3.0,3.0,0.0,,,,,,,,,,,,,,
224,PT08M20.00S,2023-01-01T00:47:53.1Z,2,REGULAR,3pt,Jump Shot,[],1627747,66.44218134034165,47.549019607843135,1610612739,36,43,2023-01-01T00:48:00Z,2200000,False,-12.0,263.0,1,right,MISS C. LeVert 26' 3PT,[1627747],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,26.32,Missed,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
225,PT08M16.00S,2023-01-01T00:47:57.1Z,2,REGULAR,rebound,offensive,[],203526,,,1610612739,36,43,2023-01-01T00:48:00Z,2210000,False,,,0,,R. Neto REBOUND (Off:1 Def:0),[203526],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,,,,Neto,R. Neto,224.0,1.0,0.0,1.0,,,,,,,,,,,,,,
226,PT08M16.00S,2023-01-01T00:47:58.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627747,68.9388961892247,66.17647058823529,1610612739,36,46,2023-01-01T00:48:08Z,2220000,False,81.0,239.0,1,right,C. LeVert 25' 3PT  (12 PTS) (R. Neto 2 AST),"[1627747, 203526]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,25.28,Made,12.0,LeVert,C. LeVert,,,,,R. Neto,203526.0,2.0,,,,,,,,,,,
228,PT08M16.00S,2023-01-01T00:48:06.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,36,46,2023-01-01T00:48:06Z,2240000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M16.00S,2023-01-01T00:50:14.4Z,2,REGULAR,substitution,out,[],203083,,,1610612741,36,46,2023-01-01T00:50:36Z,2250000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
230,PT08M16.00S,2023-01-01T00:50:14.4Z,2,REGULAR,substitution,out,[],201942,,,1610612741,36,46,2023-01-01T00:50:36Z,2260000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
231,PT08M16.00S,2023-01-01T00:50:14.4Z,2,REGULAR,substitution,out,[],1626224,,,1610612741,36,46,2023-01-01T00:50:36Z,2270000,False,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,
232,PT08M16.00S,2023-01-01T00:50:14.4Z,2,REGULAR,substitution,in,[],202696,,,1610612741,36,46,2023-01-01T00:50:36Z,2280000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
233,PT08M16.00S,2023-01-01T00:50:14.4Z,2,REGULAR,substitution,in,[],203897,,,1610612741,36,46,2023-01-01T00:50:36Z,2290000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
234,PT08M16.00S,2023-01-01T00:50:14.4Z,2,REGULAR,substitution,in,[],201567,,,1610612741,36,46,2023-01-01T00:50:36Z,2300000,False,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,,,,,,,,,Love,K. Love,,,,,,,,,,,,,,,,,,
235,PT08M01.00S,2023-01-01T00:51:12.1Z,2,REGULAR,2pt,Jump Shot,[],202696,10.988830486202366,20.588235294117645,1610612741,36,46,2023-01-01T00:51:15Z,2310000,False,147.0,51.0,1,left,MISS N. Vucevic 15' Jump Shot,[202696],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Right,15.56,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
236,PT07M59.00S,2023-01-01T00:51:14.1Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,36,46,2023-01-01T00:51:15Z,2320000,False,,,0,,K. Love REBOUND (Off:0 Def:4),[201567],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Right,,,,Love,K. Love,235.0,4.0,4.0,0.0,,,,,,,,,,,,,,
237,PT07M47.00S,2023-01-01T00:51:29.5Z,2,REGULAR,turnover,out-of-bounds,[],1627747,,,1610612739,36,46,2023-01-01T00:51:35Z,2330000,False,,,0,,C. LeVert bad pass out-of-bounds TURNOVER (2 TO),[1627747],1610612739.0,CLE,bad pass,,,,,,In The Paint (Non-RA),0-8 Center,,,,LeVert,C. LeVert,,,,,,,,2.0,,,202037.0,,,,,,,
238,PT07M28.00S,2023-01-01T00:51:52.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202696,8.492115637319317,63.23529411764706,1610612741,38,46,2023-01-01T00:51:56Z,2340000,False,-66.0,27.0,1,left,N. Vucevic 7' turnaround Hook (4 PTS),[202696],1610612741.0,CHI,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.16,Made,4.0,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
239,PT07M10.00S,2023-01-01T00:52:12.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201567,87.72996057818659,49.26470588235294,1610612739,38,46,2023-01-01T00:53:48Z,2350000,False,-4.0,63.0,1,right,MISS K. Love 6' floating Shot,[201567],1610612739.0,CLE,floating,,,,,,In The Paint (Non-RA),0-8 Center,6.29,Missed,,Love,K. Love,,,,,,,,,,,,,,,,,,
240,PT07M08.00S,2023-01-01T00:52:14.9Z,2,REGULAR,rebound,offensive,[],201577,,,1610612739,38,46,2023-01-01T00:53:48Z,2360000,False,,,0,,R. Lopez REBOUND (Off:1 Def:2),[201577],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Lopez,R. Lopez,239.0,3.0,2.0,1.0,,,,,,,,,,,,,,
241,PT07M07.00S,2023-01-01T00:52:18.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201577,94.40999984741211,50.0,1610612739,38,48,2023-01-01T00:53:55Z,2370000,False,0.0,0.0,1,right,R. Lopez tip Layup (7 PTS),[201577],1610612739.0,CLE,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,7.0,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,
242,PT06M52.00S,2023-01-01T00:52:28.4Z,2,REGULAR,3pt,Jump Shot,[],1629632,19.92444152431012,92.15686274509804,1610612741,38,48,2023-01-01T00:52:38Z,2380000,False,-211.0,135.0,1,left,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,25.02,Missed,,White,C. White,,,,,,,,,,,,,,,,,,
243,PT06M49.00S,2023-01-01T00:52:31.4Z,2,REGULAR,rebound,offensive,[],1630172,,,1610612741,38,48,2023-01-01T00:52:38Z,2390000,False,,,0,,P. Williams REBOUND (Off:1 Def:0),[1630172],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,Williams,P. Williams,242.0,1.0,0.0,1.0,,,,,,,,,,,,,,
244,PT06M46.00S,2023-01-01T00:52:34.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629632,7.046649145860711,96.32352941176471,1610612741,38,48,2023-01-01T00:52:43Z,2400000,False,-232.0,14.0,1,left,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,23.2,Missed,,White,C. White,,,,,,,,,,,,,,,,,,
245,PT06M44.00S,2023-01-01T00:52:36.5Z,2,REGULAR,rebound,defensive,[],1630205,,,1610612739,38,48,2023-01-01T00:52:43Z,2410000,False,,,0,,L. Stevens REBOUND (Off:0 Def:3),[1630205],1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,,,,Stevens,L. Stevens,244.0,3.0,3.0,0.0,,,,,,,,,,,,,,
246,PT06M37.00S,2023-01-01T00:52:43.2Z,2,REGULAR,2pt,Jump Shot,[],201567,78.13731931668858,50.73529411764706,1610612739,38,50,2023-01-01T00:53:08Z,2420000,False,4.0,153.0,1,right,K. Love 15' Jump Shot (8 PTS) (L. Stevens 1 AST),"[201567, 1630205]",1610612739.0,CLE,,,,,,,Mid-Range,8-16 Center,15.3,Made,8.0,Love,K. Love,,,,,L. Stevens,1630205.0,1.0,,,,,,,,,,,
248,PT06M15.00S,2023-01-01T00:53:04.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,7.835085413929041,40.19607843137255,1610612741,40,50,2023-01-01T00:54:43Z,2440000,False,49.0,21.0,1,left,N. Vucevic turnaround bank Hook (6 PTS),[202696],1610612741.0,CHI,turnaround bank,,,,,,In The Paint (Non-RA),0-8 Center,5.33,Made,6.0,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
249,PT06M03.00S,2023-01-01T00:53:17.3Z,2,REGULAR,3pt,Jump Shot,[],1627747,69.20170827858082,27.450980392156865,1610612739,40,50,2023-01-01T00:54:57Z,2450000,False,-113.0,237.0,1,right,MISS C. LeVert 26' step back 3PT,[1627747],1610612739.0,CLE,step back,,,,,,Above the Break 3,24+ Left Center,26.24,Missed,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
250,PT05M59.00S,2023-01-01T00:53:21.3Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,40,50,2023-01-01T00:53:22Z,2460000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:5),[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,Vucevic,N. Vucevic,249.0,6.0,5.0,1.0,,,,,,,,,,,,,,
251,PT05M56.00S,2023-01-01T00:53:27.5Z,2,REGULAR,foul,personal,['2freethrow'],203526,,,1610612741,40,50,2023-01-01T00:53:38Z,2470000,False,,,0,,R. Neto shooting personal FOUL (2 PF) (LaVine 2 FT),"[203526, 203897]",1610612739.0,CLE,shooting,,,,,,Restricted Area,0-8 Center,,,,Neto,R. Neto,,,,,,,,,,,200834.0,2.0,0.0,LaVine,203897.0,,,
253,PT05M56.00S,2023-01-01T00:53:55.1Z,2,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,41,50,2023-01-01T00:53:55Z,2490000,False,,,0,,Z. LaVine Free Throw 1 of 2 (7 PTS),[203897],1610612741.0,CHI,,,,,,,,,,Made,7.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
254,PT05M56.00S,2023-01-01T00:53:58.1Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,41,50,2023-01-01T00:54:10Z,2500000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,
255,PT05M56.00S,2023-01-01T00:53:58.1Z,2,REGULAR,substitution,out,[],203526,,,1610612741,41,50,2023-01-01T00:54:10Z,2510000,False,,,0,,SUB out: R. Neto,[203526],1610612739.0,CLE,,,,,,,,,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,
256,PT05M56.00S,2023-01-01T00:53:58.1Z,2,REGULAR,substitution,out,[],201577,,,1610612741,41,50,2023-01-01T00:54:10Z,2520000,False,,,0,,SUB out: R. Lopez,[201577],1610612739.0,CLE,,,,,,,,,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,
257,PT05M56.00S,2023-01-01T00:53:58.1Z,2,REGULAR,substitution,in,[],1627936,,,1610612741,41,50,2023-01-01T00:54:10Z,2530000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
258,PT05M56.00S,2023-01-01T00:53:58.1Z,2,REGULAR,substitution,in,[],1628378,,,1610612741,41,50,2023-01-01T00:54:10Z,2540000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
259,PT05M56.00S,2023-01-01T00:53:58.1Z,2,REGULAR,substitution,in,[],1628386,,,1610612741,41,50,2023-01-01T00:54:10Z,2550000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
260,PT05M56.00S,2023-01-01T00:54:14.1Z,2,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,42,50,2023-01-01T00:54:14Z,2560000,False,,,0,,Z. LaVine Free Throw 2 of 2 (8 PTS),[203897],1610612741.0,CHI,,,,,,,,,,Made,8.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
